[00:00:00.229 --> 00:00:00.590]  Call 888-253-3139.
[01:09:25.305 --> 01:09:28.828]  Now we're also going to have on the show coming up at the bottom of the hour Anthony Gucciardi.
[01:09:28.848 --> 01:09:34.153]  We're going to be talking about the FDA, one of our favorite alphabet industries.
[01:09:35.563 --> 01:09:38.384]  Kathleen Willey is going to be joining us in the third hour.
[01:09:38.444 --> 01:09:51.826]  She's going to be talking about how the Clintons responded to her claims, as well as other allegations from ladies that there was sexual misconduct by Bill Clinton with a lot of different women, and how they attacked them personally.
[01:09:52.006 --> 01:09:53.986]  We can see the FDA doing that now.
[01:09:54.626 --> 01:09:55.667]  The FDA is doing that.
[01:09:55.947 --> 01:10:01.568]  We've got an article here from Washington's blog, The FDA Spies on Whistleblowers to Protect Big Pharma.
[01:10:01.588 --> 01:10:02.868]  This came up over the weekend.
[01:10:04.059 --> 01:10:08.944]  This story is about a former head of radiology at Yale University.
[01:10:09.745 --> 01:10:20.897]  And this guy was looking at, he was working for the FDA, looking at the amount of radiation coming out of certain devices, and he found that it was extremely high.
[01:10:21.138 --> 01:10:23.660]  And this one particular device from General Electric
[01:10:24.481 --> 01:10:33.884]  And the FDA was not going to do anything about that because you know what might be because General Electric is so well connected within the current administration.
[01:10:34.524 --> 01:10:47.128]  Jeffrey Immelt is one of Obama's favorite CEOs and so they were going to allow these very dangerous levels of radiation to continue on this GE device and approve it and that's a very dangerous thing because you know when people look at the FDA
[01:10:47.768 --> 01:10:48.988]  They want a binary decision.
[01:10:49.368 --> 01:10:51.369]  They don't really want to read the insert.
[01:10:51.429 --> 01:10:53.809]  They don't really want to read the risk of this.
[01:10:53.849 --> 01:10:56.810]  They just know that, hey, this is a legal drug.
[01:10:57.270 --> 01:10:58.511]  The FDA has approved it.
[01:10:58.911 --> 01:11:00.391]  Therefore, it must be safe.
[01:11:00.911 --> 01:11:03.912]  People want a simple yes or no decision like that.
[01:11:04.332 --> 01:11:07.073]  And that's really a lot of what is going on at the FDA.
[01:11:07.113 --> 01:11:08.513]  The FDA is providing
[01:11:09.213 --> 01:11:22.380]  Legal cover for companies and drug companies so that if they get sued by someone who has an adverse reaction to a drug or to a device, then they can always say in court, this was approved by the FDA.
[01:11:22.400 --> 01:11:23.721]  The FDA looked at this and approved it.
[01:11:24.061 --> 01:11:33.086]  There's a very incestuous relationship going on with the FDA and the pharmaceutical companies, as well as medical device companies, as well as with Big Agra.
[01:11:33.706 --> 01:11:34.827]  And it only gets worse.
[01:11:35.428 --> 01:11:37.450]  And this is a very disturbing case.
[01:11:37.830 --> 01:11:40.913]  This was picked up when it happened by Democracy Now.
[01:11:40.933 --> 01:11:42.614]  It's now been picked up by Fox News.
[01:11:42.654 --> 01:11:44.136]  Washington Blog is talking about it.
[01:11:44.156 --> 01:11:45.297]  It's starting to gain traction.
[01:11:45.737 --> 01:11:51.383]  What they did with this guy, after he came to the FDA and they didn't want this to come out, he became a whistleblower.
[01:11:52.446 --> 01:11:58.254]  Then they went after him personally, just like the Clintons went after the women who accused Bill Clinton.
[01:11:58.554 --> 01:12:03.221]  They installed spyware to record his private emails and his surfing activity.
[01:12:03.521 --> 01:12:04.542]  They put cameras...
[01:12:05.458 --> 01:12:12.160]  They installed cameras to snap pictures of his screen and then they use this information to smear him and other whistleblowers.
[01:12:12.700 --> 01:12:17.181]  See, this is the 21st century version of what Hillary and Bill Clinton did.
[01:12:17.601 --> 01:12:20.062]  It's gotten very much more sophisticated.
[01:12:20.402 --> 01:12:25.803]  They now have all of this spyware and now you see that the FDA is acting like the NSA.
[01:12:26.263 --> 01:12:26.983]  Isn't that interesting?
[01:12:27.503 --> 01:12:30.344]  Even more so, look at this article that came out over the weekend.
[01:12:30.644 --> 01:12:34.105]  We've got the FDA wants to monitor social media chatter
[01:12:34.665 --> 01:12:35.726]  About product risks.
[01:12:50.638 --> 01:12:52.800]  And yet, there's grave health concerns about it.
[01:12:52.840 --> 01:12:56.202]  It's banned in many other countries, but it was in Subway bread.
[01:12:56.242 --> 01:13:01.546]  And so she came on, introduced a petition, it went viral, and within a couple of days, Subway backed out and said, we're not going to include it anymore.
[01:13:01.666 --> 01:13:09.131]  Turns out, though, that it's in over 500 different types of food, the same additive from other companies.
[01:13:09.231 --> 01:13:12.314]  So it isn't just one company is doing it, it's all these different companies.
[01:13:12.374 --> 01:13:16.877]  And the FDA approves those sorts of things, but they want to know when we have a problem
[01:13:17.117 --> 01:13:20.778]  So they want to monitor the chatter on the internet and they put out an RFP.
[01:13:20.798 --> 01:13:25.839]  They put out a request for somebody to monitor social chatter.
[01:13:25.859 --> 01:13:26.379]  Listen to this.
[01:13:26.399 --> 01:13:40.923]  It says the agency is looking for a contractor that can provide historical information about the sorts of conversations that consumers are having on blogs, message boards, social media sites about product classes that FDA regulates like drugs and medical devices and also food and tobacco.
[01:13:41.443 --> 01:13:45.444]  And then track the sentiment and the volume of those conversation shifts.
[01:13:46.164 --> 01:13:48.747]  Now this is the kind of stuff that they want them to record.
[01:13:49.408 --> 01:13:56.116]  They want to, whenever these conversations spike, or rise slowly, or trend downward, they want that to be, that information to be gathered.
[01:13:56.156 --> 01:13:59.480]  They want to know the popular forums of online discussion.
[01:13:59.520 --> 01:14:01.662]  They want the most cited news sources.
[01:14:02.486 --> 01:14:04.487]  They want major themes of discussion.
[01:14:04.968 --> 01:14:13.012]  They want sentiment analysis, word clouds, message maps, and a sample of verbatim consumer complaints.
[01:14:13.673 --> 01:14:14.073]  That's right.
[01:14:14.313 --> 01:14:22.298]  They want to know what you're talking about, whether you're leaving a message on the InfoWars, down in the comments section, talking about an article.
[01:14:22.718 --> 01:14:23.959]  They want that logged.
[01:14:24.139 --> 01:14:25.220]  They want that reported.
[01:14:25.280 --> 01:14:27.021]  They want that categorized.
[01:14:27.521 --> 01:14:35.395]  If we're running stories and people are picking up our stories and putting them out on Facebook about additives and dangerous additives in food, they want to know the source is that.
[01:14:36.176 --> 01:14:37.599]  Now why would they want to know that?
[01:14:38.530 --> 01:14:43.052]  Because our government is involved in manufacturing consent.
[01:14:43.432 --> 01:14:45.013]  It's an information war.
[01:14:45.153 --> 01:14:46.474]  It's a psy-op war.
[01:14:47.314 --> 01:14:49.175]  And this is social engineering.
[01:14:49.775 --> 01:14:55.157]  If you're an engineer, you've got a device and you want to be able to monitor what the output is.
[01:14:55.217 --> 01:14:56.538]  You don't want an open system.
[01:14:56.558 --> 01:14:58.659]  You want a closed-loop system.
[01:14:59.239 --> 01:15:09.943]  You don't want to just put something into your black box, and then if it comes out, you don't really know whether it's working or not, and if the system starts to drift, maybe you're not getting the output that you originally had.
[01:15:10.023 --> 01:15:19.286]  So, in an engineering world, you have a closed-loop system, where you put something in, you've got a known system, the black box that's operating on this, and you get an output.
[01:15:20.046 --> 01:15:25.950]  And if things start to change, you want to monitor that output and make adjustments back into the input.
[01:15:26.170 --> 01:15:29.132]  Or you want to make adjustments into your black box system.
[01:15:29.573 --> 01:15:31.094]  That's what the government is doing.
[01:15:31.534 --> 01:15:33.875]  That's why privacy matters.
[01:15:34.895 --> 01:15:37.417]  People say, I don't care if the NSA is watching me.
[01:15:37.437 --> 01:15:39.579]  I don't have anything that I'm hiding.
[01:15:39.639 --> 01:15:43.882]  Maybe all you're doing is talking about the Oscars or your favorite television program.
[01:15:43.922 --> 01:15:44.983]  But let me tell you something.
[01:15:45.423 --> 01:15:50.867]  They're looking at what you're reading and they want to know if their propaganda is working.
[01:15:50.988 --> 01:15:53.710]  That's why the FDA is putting out this
[01:15:54.350 --> 01:15:56.411]  Request for somebody to do this for them.
[01:15:56.451 --> 01:15:58.412]  That's why they've got this request for proposal.
[01:15:58.852 --> 01:16:02.994]  They want people to say, to tell them if their propaganda is working.
[01:16:03.294 --> 01:16:05.555]  They want people, they want to know what you're thinking.
[01:16:05.675 --> 01:16:07.616]  Are you buying their mindless propaganda?
[01:16:07.716 --> 01:16:08.956]  Are they winning the Infowar?
[01:16:09.476 --> 01:16:10.637]  Are they winning the PSYOP?
[01:16:11.377 --> 01:16:21.941]  And then the other reason you need to be concerned about privacy is because it isn't just the NSA or the CIA or the FBI that is watching everything that you're doing.
[01:16:22.041 --> 01:16:22.762]  It is also
[01:16:23.939 --> 01:16:40.989]  People like the FDA are monitoring the actions of whistleblowers, and they can use it to blackmail, to destroy the character of people who are honest individuals who say, this device from General Electric is leaking dangerous amounts of radiation.
[01:16:41.610 --> 01:16:44.812]  Well, they want to destroy that guy because they want to help General Electric.
[01:16:45.512 --> 01:16:48.394]  And the really dangerous thing, as I see it coming down the road,
[01:16:49.471 --> 01:17:05.719]  Is that the government, once everybody is attuned to the fact that the government is watching what everybody says and knows everything about everybody and the public says we're fine with that, at that point then the government can make up anything that it wants to about anyone.
