[00:00:00.287 --> 00:00:01.129]  Let's do this!
[01:02:57.992 --> 01:03:04.575]  Who even needs the military when all these militarized police showed up with the armored vehicles and the rest of it?
[01:03:04.575 --> 01:03:08.717]  But then basically stood there while the people looted and rioted.
[01:03:08.717 --> 01:03:13.859]  And you know, you also notice they always loot corporate stores because nobody's going to protect them.
[01:03:13.859 --> 01:03:23.084]  Just like what happened in the LA riots, the Korean shops that were privately owned didn't get looted because people went there with shotguns, started shooting people.
[01:03:23.084 --> 01:03:25.345]  And see, if somebody was trying to loot my operation,
[01:03:26.952 --> 01:03:34.852]  I would simply wait until they knock the door down, and then we'll be waiting with shotguns and .223s and .308s on the other side.
[01:03:34.852 --> 01:03:35.834]  We're going to defend our property.
[01:03:36.772 --> 01:03:37.712]  And so that's the answer.
[01:03:37.712 --> 01:03:44.515]  I mean, if people were looting my business, the minute they crossed the threshold, they would get justice there on the spot.
[01:03:44.515 --> 01:03:50.178]  But it is just unspeakable, the type of stuff that's going on.
[01:03:50.178 --> 01:03:54.920]  And then people wonder why businesses end up leaving the neighborhoods.
[01:03:54.920 --> 01:03:57.961]  But this has all been sold as acceptable.
[01:03:59.309 --> 01:04:01.451]  And the entire country is a time bomb.
[01:04:01.451 --> 01:04:12.624]  Can you imagine what will happen, Lisa, if the welfare checks, when the country starts breaking down and the dollar goes belly up, stop showing up or stop having the same purchasing value?
[01:04:14.122 --> 01:04:14.923]  Oh, it's awful.
[01:04:14.923 --> 01:04:22.288]  And I think that, you know, somebody said if these people had a job to go to this morning, they may not have been out all night last night tearing up the town.
[01:04:22.288 --> 01:04:24.349]  You know, it's really sad.
[01:04:24.349 --> 01:04:26.951]  It's just awful to see.
[01:04:26.951 --> 01:04:28.633]  And I don't know how to fix it.
[01:04:28.633 --> 01:04:29.813]  People have to stand together.
[01:04:29.813 --> 01:04:35.878]  And somebody else said, you know, oh my gosh, when this kid's funeral happens, you know, what's going to happen to the town?
[01:04:35.878 --> 01:04:37.839]  Is everyone going to erupt and go crazy then?
[01:04:37.839 --> 01:04:39.140]  I don't know.
[01:04:39.140 --> 01:04:40.061]  Where does it end?
[01:04:40.894 --> 01:04:41.635]  So that's that.
[01:04:41.635 --> 01:04:45.159]  And I also want to bring up another point about the vaccines that you touched on.
[01:04:45.159 --> 01:04:50.266]  I'm a vet tech, and I have to tell you that the same thing happens to the animals that happens to the children.
[01:04:50.266 --> 01:04:54.872]  Hold on, I want to hear as a vet tech what happens to animals when you give them the vaccines.
[01:04:54.872 --> 01:04:58.176]  That's why vets have gone from giving them every year to about every three, because it kills the dogs.
[01:05:00.285 --> 01:05:02.567]  Hi, I'm Dr. Edward Group.
[01:05:02.567 --> 01:05:10.011]  It took me 20 years of searching the globe to find the deposit of the highest purity iodine available.
[01:05:10.011 --> 01:05:20.819]  The new Survival Shield X2 is mined from 7,000 to 10,000 feet below the earth in pristine, environmentally clean conditions.
[01:05:20.819 --> 01:05:30.065]  The iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the earth.
[01:05:30.785 --> 01:05:34.867]  It's the strongest nascent iodine on the market today.
[01:05:34.867 --> 01:05:38.609]  It delivers 650 micrograms per drop.
[01:05:38.609 --> 01:05:40.670]  Experience the new formula.
[01:05:40.670 --> 01:05:43.251]  Experience the ancient purity.
[01:05:43.251 --> 01:05:44.592]  Shield your family.
[01:05:44.592 --> 01:05:46.413]  Survival Shield X2.
[01:05:46.413 --> 01:05:49.554]  Available now at Infowarslife.com.
[01:05:49.554 --> 01:05:53.516]  X2 from Infowarslife.com or call toll free 888-253-3139.
[01:05:58.672 --> 01:06:00.895]  I've always believed in nutrition and herbs.
[01:06:00.895 --> 01:06:08.925]  Super Male Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[01:06:08.925 --> 01:06:16.114]  Sourced from powerful organic herbs harvested around the planet and then concentrated for maximum potency.
[01:06:16.474 --> 01:06:21.098]  I just received my male vitality about three days ago, and I must say, that is some good stuff.
[01:06:21.098 --> 01:06:31.727]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate, non-GMO, organic, super male vitality formula.
[01:06:31.727 --> 01:06:38.212]  Super male vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[01:06:38.212 --> 01:06:40.774]  I jump out of bed ready to fight these criminals every day.
[01:06:40.774 --> 01:06:44.417]  I look forward to waking up and taking my super male vitality and get the day started.
[01:06:44.577 --> 01:06:46.540]  It's not just the super male vitality.
[01:06:46.540 --> 01:06:50.705]  All the products in InfoWarsLife.com are simply amazing.
[01:06:50.705 --> 01:06:57.655]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWarsLife.
[01:06:58.703 --> 01:07:02.525]  City of Austin tap water versus filtered City of Austin tap water.
[01:07:02.525 --> 01:07:03.766]  I didn't, I taste dirt in it.
[01:07:03.766 --> 01:07:05.107]  God knows what's in there.
[01:07:05.107 --> 01:07:09.329]  These people just sampled City of Austin tap water straight from the faucet.
[01:07:09.329 --> 01:07:15.093]  Next, we had them try a sample of tap water filtered for the Crowe Pure G2.0 filtration system.
[01:07:15.253 --> 01:07:16.313]  That one is better.
[01:07:16.313 --> 01:07:17.554]  Tastes like nothing.
[01:07:17.554 --> 01:07:18.954]  Yep, I know what good water tastes like.
[01:07:18.954 --> 01:07:19.635]  It's good water.
[01:07:19.635 --> 01:07:25.597]  Most tap water contains added substances, like fluoride, chlorine, glyphosate, and many others.
[01:07:25.597 --> 01:07:32.840]  Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lowered IQ, and even cancer.
[01:07:32.840 --> 01:07:35.541]  It tastes like you're drinking out of the lake when you're drinking tap water.
[01:07:35.541 --> 01:07:43.464]  The ProPure® G2.0 filtration system removes these deadly substances, leaving only fresh-tasting, deliciously clean water.
[01:07:43.804 --> 01:07:45.225]  Okay, this is very tasty.
[01:07:45.225 --> 01:07:45.825]  Good water.
[01:07:45.825 --> 01:07:46.426]  Refreshing?
[01:07:46.426 --> 01:07:47.046]  It's good!
[01:07:47.046 --> 01:07:49.568]  Go to infowarsstore.com today.
[01:07:49.568 --> 01:07:53.550]  Use promo code WATER and save 10% off your ProPure purchase.
[01:07:53.550 --> 01:08:02.215]  Or call 1-888-253-3139.
[01:08:02.215 --> 01:08:08.839]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:08:08.839 --> 01:08:11.821]  It's Alex Jones and the GCN Radio Network.
[01:08:18.595 --> 01:08:29.525]  Pastor Chuck Baldwin is going to be joining us here in about 6-7 minutes for the Balance of the Hour to talk about an initiative to try to take our country back.
[01:08:29.525 --> 01:08:36.691]  He'll also discuss the current state of the world and where he sees things going.
[01:08:36.691 --> 01:08:38.053]  And then at the start of the next hour,
[01:08:40.456 --> 01:08:42.838]  I will get into the technocracy.
[01:08:42.838 --> 01:09:03.656]  IBM develops a computer chip with one million neurons that functions like a human brain and that dovetails with a new report out by the Pew Research Project and a major university with connections to DARPA that robots will take over jobs and displace humans.
[01:09:04.858 --> 01:09:11.762]  Well, that's because the architecture of the new political, financial, economic structure is being built to end humans as we know it.
[01:09:11.762 --> 01:09:17.245]  That's on record from MIT, Stanford, Bill Joy, Google.
[01:09:17.245 --> 01:09:19.186]  I mean, the course has been set.
[01:09:19.186 --> 01:09:21.387]  That's how I know what's coming.
[01:09:21.387 --> 01:09:32.413]  When we have victories and hold it off, people say, oh, some of it's happening, but not all of it, as we try to hold the gate against this, as we try to build a future for humans.
[01:09:33.806 --> 01:09:39.550]  Not a eugenics, technocracy-based system.
[01:09:39.550 --> 01:09:45.135]  The unwashed masses just scream, begging to be destroyed.
[01:09:45.135 --> 01:09:50.819]  Give us our NASCAR, give us our NFL, give us our political correctness, our MTV.
[01:09:50.819 --> 01:09:54.201]  Give us Barabas!
[01:09:54.201 --> 01:09:57.604]  Give us our vaccines, give us our New World Order.
[01:09:57.604 --> 01:09:58.745]  Give it to us, we want it!
[01:10:02.796 --> 01:10:09.419]  I'm going to go to Weldon, and Fred, and Chris, and then Dale later, but I want to finish up with Lisa.
[01:10:09.419 --> 01:10:18.262]  Lisa said that, have you just joined us, I held her over, that she was from Ferguson, we're going to break that down as well today, the rioting, the looting, the rest of it, and things to come.
[01:10:18.262 --> 01:10:20.463]  Stories are up on InfoWars.com.
[01:10:20.463 --> 01:10:28.807]  But she said, hey, I'm a vet tech, since it's back to school, and we've got all the vaccines and things happening, and she said that, have you just joined us, that
[01:10:30.373 --> 01:10:34.496]  Vaccines are the same thing to animals they do to the kids.
[01:10:34.496 --> 01:10:40.700]  Well see I worked for a small animal vet for two years from the time I was about 13 to 15.
[01:10:40.700 --> 01:10:48.004]  Then I got a car and I was sent for a year to live on the ranch because I was getting a lot of fights and stuff.
[01:10:48.004 --> 01:10:56.110]  I was just taken out of school almost for a whole year and a summer and I worked for a large animal vet who I worked for in some summers before but I worked for him straight through and
[01:10:57.285 --> 01:11:01.647]  He would tell people, well they recommend shots every year, but I think it messes them up.
[01:11:01.647 --> 01:11:06.129]  We see all sorts of problems when we vaccinate dogs and cats every year.
[01:11:06.129 --> 01:11:07.110]  I know it's recommended.
[01:11:07.110 --> 01:11:12.532]  Well, since then it's changed where it's every three years or so.
[01:11:12.532 --> 01:11:15.794]  Because the vets themselves had a backlash and you want...
[01:11:16.733 --> 01:11:27.078]  Ulcers, you want eczema on your cats and dogs, you want them to have health problems, you want them to get really bad allergies, you want them to get epilepsy.
[01:11:27.078 --> 01:11:33.661]  I haven't heard what she's going to say yet, but she says she's a vet tech, and I'm going to have a recap.
[01:11:33.661 --> 01:11:35.862]  I know vaccines are bad, folks.
[01:11:35.862 --> 01:11:40.084]  I know the four years running, every year, in August into September.
[01:11:41.613 --> 01:11:49.118]  It causes whooping cough outbreaks in California and other states when they give the MMR and other vaccines.
[01:11:49.118 --> 01:11:51.460]  And the whooping cough vaccine.
[01:11:51.460 --> 01:11:54.202]  And it comes out in the newsletter, the vaccine does it.
[01:11:54.202 --> 01:11:57.604]  I know what the hepatitis shots do in babies.
[01:11:57.604 --> 01:11:59.725]  I know medical doctors refuse to take them.
[01:11:59.725 --> 01:12:02.907]  I know, okay, because my dad's an oral surgeon.
[01:12:02.907 --> 01:12:04.889]  I know a lot of medical doctors.
[01:12:04.889 --> 01:12:06.370]  So, I'm not medically ignorant.
[01:12:08.735 --> 01:12:13.422]  See, Obama said that people that are anti-establishment read only what we want to read.
[01:12:13.422 --> 01:12:14.944]  Bull, I read everything.
[01:12:14.944 --> 01:12:16.486]  I'm not in some echo chamber.
[01:12:16.486 --> 01:12:19.411]  It's you, the authoritarians, that are.
[01:12:19.411 --> 01:12:19.871]  I know!
[01:12:19.871 --> 01:12:21.273]  Let me tell you something.
[01:12:21.273 --> 01:12:23.357]  I've cut myself out ranching before.
[01:12:24.488 --> 01:12:26.770]  And had stuff that might have tetanus in it.
[01:12:26.770 --> 01:12:29.812]  Because around horse manure, that's where it grows.
[01:12:29.812 --> 01:12:31.934]  And I haven't gone and gotten a tetanus shot.
[01:12:31.934 --> 01:12:35.697]  I've had a puncture wound and I've stuck a knife in there and had that sucker bleed.
[01:12:35.697 --> 01:12:39.240]  And if the tetanus shots weren't filled with other stuff, I'd go get one.
[01:12:39.240 --> 01:12:45.125]  But that's one of their favorite vaccines to add other hormones to, to manipulate male and female genetics.
[01:12:45.125 --> 01:12:47.327]  And they've been caught doing it.
[01:12:47.327 --> 01:12:48.628]  In secret tests.
[01:12:48.628 --> 01:12:50.790]  In Africa and India and the US.
[01:12:50.790 --> 01:12:52.331]  I'm not taking a tetanus shot.
[01:12:55.174 --> 01:12:56.575]  Even though it risks my life!
[01:12:56.575 --> 01:12:57.955]  I want to take that shot!
[01:12:57.955 --> 01:12:59.076]  I want good medicine!
[01:12:59.076 --> 01:13:04.458]  I don't want to be screwed with by a government jacking stuff into the vaccines!
[01:13:04.458 --> 01:13:06.318]  You go, well why is it hurting the dogs and cats too?
