[00:00:07.090 --> 00:00:10.513]  Excuse me?
[01:53:00.183 --> 01:53:01.965]  The counties and cities, the feds won't take them.
[01:53:01.965 --> 01:53:03.647]  They're releasing felons, rapists.
[01:53:03.647 --> 01:53:04.448]  This is happening.
[01:53:05.249 --> 01:53:10.712]  I'm even amazed at how criminal the Democrats are, because I've never been partisan, but I gotta say, the Democrats are crazy.
[01:53:10.712 --> 01:53:11.032]  Yes.
[01:53:11.032 --> 01:53:17.576]  I mean, all over the country, they will target a sheriff, even if they're a Democrat, if they call the feds on a rapist who's an illegal.
[01:53:17.576 --> 01:53:23.420]  So they finally, the feds never come, so the sheriff releases a rapist, they go right back out and kill a little girl.
[01:53:23.420 --> 01:53:24.400]  That's a real case.
[01:53:24.400 --> 01:53:26.401]  Or kill two cops, like last week.
[01:53:26.401 --> 01:53:30.684]  I mean, it's just crazy that the establishment is this nuts.
[01:53:31.244 --> 01:53:42.449]  I was just at a meeting a week and a half ago, where the La Raza people were coming after the sheriff here in Travis County, a black Democrat, and they were angry with him.
[01:53:42.449 --> 01:53:42.949]  Why?
[01:53:42.949 --> 01:53:51.532]  Because he is following the Secure Communities guidelines, which were set up under Bush, also continued on through Obama.
[01:53:51.532 --> 01:53:53.213]  But Obama's pushing back on this.
[01:53:53.213 --> 01:54:00.276]  Under Secure Communities, whenever they arrest somebody for committing a crime, and they believe that they're illegal aliens, they're supposed to give their information to ICE.
[01:54:00.776 --> 01:54:01.596]  That's just standard.
[01:54:01.596 --> 01:54:03.597]  I mean, that's not... Exactly.
[01:54:03.597 --> 01:54:08.439]  It's like if I got arrested for a supposed crime, they would say, you know, U.S.
[01:54:08.439 --> 01:54:09.620]  citizen, Texas resident.
[01:54:09.620 --> 01:54:11.181]  I mean, they just put your info in.
[01:54:11.181 --> 01:54:12.161]  So you don't have any information.
[01:54:12.161 --> 01:54:14.322]  But if you do that, La Raza goes crazy.
[01:54:14.322 --> 01:54:15.543]  And they were going crazy.
[01:54:15.543 --> 01:54:20.665]  It's a bunch of spoiled illegal aliens on corporate mammary glands just running everything.
[01:54:20.905 --> 01:54:28.113]  This guy is trying to explain to them, here he is, he's a black democrat, he's trying to explain to them, I'm trying to do my job to get criminals out of the community.
[01:54:28.113 --> 01:54:37.344]  And it's like, you're sending back people because they're here, you know, they're undocumented, they don't like... Yeah, I mean, you know, all he did was rape somebody or rob a bank and now you want to send them back.
[01:54:37.344 --> 01:54:38.105]  What's your problem?
[01:54:39.046 --> 01:54:40.507]  It's absolutely... That's what I mean.
[01:54:40.507 --> 01:54:43.069]  They're so entitled and over-the-top.
[01:54:43.069 --> 01:54:45.210]  It's like you're only a citizen now if you're an illegal.
[01:54:45.210 --> 01:54:46.651]  They've got all the rights.
[01:54:46.651 --> 01:54:47.752]  They have more rights.
[01:54:47.752 --> 01:54:50.533]  We've had two situations in my family.
[01:54:50.533 --> 01:54:54.916]  Both I and my son were hit by illegal aliens.
[01:54:54.916 --> 01:54:55.256]  Okay?
[01:54:55.256 --> 01:54:55.997]  That's right.
[01:54:55.997 --> 01:54:57.057]  You missed work.
[01:54:57.057 --> 01:54:58.498]  You keep getting rammed into.
[01:54:58.498 --> 01:54:59.259]  Yeah.
[01:54:59.259 --> 01:54:59.899]  Both times.
[01:54:59.899 --> 01:55:01.080]  Hit us from the back.
[01:55:01.080 --> 01:55:01.380]  Okay?
[01:55:01.380 --> 01:55:04.802]  The cops get there and basically say, you know, calm down.
[01:55:04.802 --> 01:55:05.523]  He can go.
[01:55:05.523 --> 01:55:06.723]  You know, no problem.
[01:55:06.723 --> 01:55:07.604]  They don't get a ticket.
[01:55:08.476 --> 01:55:12.822]  No, because cops have told me, cops have said, because the judges say, hey, they're above the law.
[01:55:12.822 --> 01:55:13.723]  Yes.
[01:55:13.723 --> 01:55:16.607]  I had a Travis County prosecutor here a few years who came to visit me.
[01:55:16.607 --> 01:55:19.791]  In fact, I'm not going to say any names, but they said, no, we're ordered to let him go.
[01:55:19.791 --> 01:55:20.312]  We're sick of it.
[01:55:20.868 --> 01:55:21.929]  Yeah, yeah.
[01:55:21.929 --> 01:55:29.816]  Well, I mean, the situation I was in, I was stopped at a light, and a guy's in a large truck, and when the light turned green, he just started driving over my car.
[01:55:29.816 --> 01:55:37.363]  My son was driving along 30 miles an hour, gets hit broad daylight by somebody, rear-ended by a guy, and he was still going 30 miles an hour, and the guy rear-ended him.
[01:55:37.363 --> 01:55:41.006]  Your son should have laid out on the road, had him run over him to prove he wasn't racist.
[01:55:42.768 --> 01:55:49.137]  Well, they're trying to collapse a failed third world country and a third world failed continent into the U.S.
[01:55:49.137 --> 01:55:50.338]  as a political weapon.
[01:55:50.338 --> 01:55:56.306]  Because the Democrats can just hand out all the money all day, the Republicans want cheap laborers, and the Republican leadership is trying to kill the Tea Party.
[01:55:56.306 --> 01:55:57.548]  I mean, this is total treason.
[01:55:57.728 --> 01:55:59.450]  This should be a wake-up call for everybody.
[01:55:59.450 --> 01:56:06.620]  If they're going to say that's the one thing that you don't need any identification for, you know that it's fraudulent.
[01:56:06.620 --> 01:56:08.482]  They're catching them in every city.
[01:56:08.482 --> 01:56:10.665]  They're catching them in every county, in every state.
[01:56:10.665 --> 01:56:15.191]  Illegals just don't know how to work the system, and they're just wandering around doing whatever they want.
[01:56:15.652 --> 01:56:15.732]  Yeah.
[01:56:45.592 --> 01:56:47.553]  Oh, I agree.
[01:56:47.553 --> 01:56:49.575]  This is the North American Union.
[01:56:49.575 --> 01:56:50.816]  This is global governance.
[01:56:50.816 --> 01:56:52.377]  This is what they've done in Europe.
[01:56:52.377 --> 01:56:53.738]  This is absolute treason.
[01:56:53.738 --> 01:56:59.021]  It's a welfare state that can bring in groups that'll be compliant client voters.
[01:56:59.021 --> 01:57:01.763]  Nothing against these people, but man, the arrogance!
[01:57:02.123 --> 01:57:02.443]  Oh yeah.
[01:57:18.089 --> 01:57:18.349]  I think?
[01:57:38.601 --> 01:57:43.391]  And we've got extended coverage in InfoWars Nightly News for like 10 hours election night.
[01:57:43.391 --> 01:57:47.059]  InfoWars.com for links, the free feeds, everything.
[01:57:47.059 --> 01:57:47.920]  Be safe, folks.
[01:57:47.920 --> 01:57:48.682]  God bless you all.
[01:57:48.682 --> 01:57:49.303]  Until next time.
[01:57:51.624 --> 01:57:55.286]  The government's Department of Homeland Security is buying up loads of ammo.
[01:57:55.286 --> 01:57:59.547]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:57:59.547 --> 01:58:01.328]  Can you put two and two together?
[01:58:01.328 --> 01:58:06.670]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds.
[01:58:06.670 --> 01:58:09.191]  It's reasonably priced and fully legal.
[01:58:09.191 --> 01:58:10.332]  But for how long?
[01:58:10.332 --> 01:58:12.553]  Go to InfidelBodyArmor.com.
[01:58:12.553 --> 01:58:16.975]  Spelled I-N-F-I-D-E-L BodyArmor.com.
[01:58:16.975 --> 01:58:19.796]  Infidel Body Armor just won't quit.
[01:58:21.264 --> 01:58:31.832]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula.
[01:58:31.832 --> 01:58:38.276]  Super male vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[01:58:38.276 --> 01:58:40.618]  I jump out of bed ready to fight these criminals every day.
[01:58:40.618 --> 01:58:43.720]  I look forward to waking up and taking my super male vitality.
[01:58:43.720 --> 01:58:50.585]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[01:58:50.885 --> 01:58:53.527]  InfoWarsLife.com.
[01:58:53.527 --> 01:58:55.028]  Check it out today.
[01:58:55.028 --> 01:59:00.773]  I have set out to bring you the most hardcore, cutting-edge supplements and nutraceuticals bar none.
[01:59:00.773 --> 01:59:03.415]  And that's what you'll find at InfoWarsLife.com.
[01:59:03.415 --> 01:59:10.480]  We have rejected literally hundreds of products from the InfoWarsLife line because they are not of the very highest quality.
[01:59:10.520 --> 01:59:11.180]  We're good to go.
[01:59:26.852 --> 01:59:30.635]  Lung Cleanse, Fluoride Shield, Oxy Powder.
[01:59:30.635 --> 01:59:41.464]  I believe that all of these products will blow you away like they've done the thousands of other customers that have visited Infowarslife.com and believed in us and tried the products.
[01:59:41.464 --> 01:59:49.091]  Folks, check out Infowarslife.com today and the entire line of groundbreaking, cutting-edge, hardcore products.
