[00:00:20.051 --> 00:00:22.873]  Welcome to the InfoWars Nightly News live coverage.
[01:09:58.755 --> 01:10:13.600]  I don't think that it's going to do any good, because it's going to basically give the same vested interests that are in Washington, who have control over the ballots, who have control over the debates, it's going to give them absolute control over what's going on out there.
[01:10:13.620 --> 01:10:21.322]  Now I understand, and we're going to talk about how billionaires are essentially setting up their own personal political action campaign committees.
[01:10:21.582 --> 01:10:26.004]  It's not just Bloomberg, there's a lot of billionaires who are doing this, but the problem isn't
[01:10:26.804 --> 01:10:29.006]  Uh, just the money is what's drawing the money.
[01:10:29.126 --> 01:10:33.449]  The fact is, is that we have so much power in Washington that it's like a black hole.
[01:10:33.749 --> 01:10:38.992]  And it's going to pull that money in, and no matter how much you try to prohibit that, you can't stop it.
[01:10:39.192 --> 01:10:40.333]  It's like the war on drugs.
[01:10:40.393 --> 01:10:45.777]  If there's a demand that's being created for this, prohibition of many of these things is just simply not going to work.
[01:10:46.037 --> 01:10:50.240]  There is so much money, so much power in Washington that you can't
[01:10:50.800 --> 01:10:51.181]  Exactly.
[01:11:08.624 --> 01:11:14.450]  People like you and I who can vote, like Dinesh D'Souza there who is getting jail time for something very minuscule.
[01:11:14.850 --> 01:11:23.138]  Meanwhile, we hear about Adelson or the Koch brothers or something pumping millions, billions of dollars every year for their little pet projects.
[01:11:23.178 --> 01:11:28.423]  Well, he's going to jail because he supposedly bundled $20,000 for a candidate that he personally knew.
[01:11:29.143 --> 01:11:56.391]  Now, everybody, every news source is reporting that Sheldon Adelson, who's a big casino owner in Nevada, anybody that watched the 2012 elections and was following the Republican primaries to see the shenanigans that they were pulling on Ron Paul, knows what Sheldon Adelson did in Las Vegas, essentially giving millions of dollars to Newt Gingrich and trying to rig the caucus there, having a caucus on Sunday that he wanted to make for Orthodox Jews only.
[01:11:57.051 --> 01:12:04.633]  Basically setting up a religious test saying, you can't come to this caucus, you can come to the Saturday night one, but we're not going to let you come to the Sunday night caucus.
[01:12:04.994 --> 01:12:07.234]  I mean, a very, this guy throws his weight around.
[01:12:07.254 --> 01:12:19.018]  Now, Dinesh D'Souza is going to jail for $20,000 that he gave to somebody, but everybody's reporting that Sheldon Adelson gave Lindsey Graham $15,000 to stop online gambling that was a competition for him.
[01:12:19.358 --> 01:12:20.799]  It's an open secret.
[01:12:20.859 --> 01:12:22.519]  Nobody's making any bones about it.
[01:12:22.839 --> 01:12:29.482]  What he did was, he was a sophisticated guy using the rules, okay?
[01:12:29.622 --> 01:12:31.683]  Dinesh D'Souza is just trying to participate.
[01:12:31.723 --> 01:12:41.126]  He's not looking at the rules, not looking at this web of regulations that were meant to catch the small nets, not the great big bumblebees like Sheldon Adelson.
[01:12:41.366 --> 01:12:43.107]  Sheldon Adelson probably set up a PAC.
[01:12:43.627 --> 01:12:46.288]  Or he did something else to basically skirt the law.
[01:12:46.628 --> 01:12:50.891]  But everybody knows that that money is coming from Sheldon Adelson, especially Lindsey Graham.
[01:12:51.091 --> 01:12:51.331]  Right.
[01:12:51.371 --> 01:12:53.272]  Well, and they've got so many avenues to do it.
[01:12:53.312 --> 01:12:55.473]  The soft money, the hard money, dark money.
[01:12:55.873 --> 01:12:57.654]  You just really don't know where it's coming from.
[01:12:57.694 --> 01:13:02.416]  And then also, here you had mentioned before how a lot of this money is coming in from out of state.
[01:13:02.796 --> 01:13:05.798]  So here, just to pick on Adelson again.
[01:13:06.878 --> 01:13:11.281]  Wasn't he pumping a lot of money into fighting against Amendment 2 there in Florida?
[01:13:11.301 --> 01:13:14.343]  Yeah, that's a very interesting case, and that's one we're going to talk about.
[01:13:15.244 --> 01:13:23.489]  Amendment 2 in Florida is the medical marijuana legal... that would make medical marijuana okay legal in Florida.
[01:13:23.509 --> 01:13:32.996]  Okay, there are three areas, three ballot measures in the District of Columbia and two states, it's Alaska and I think it's Oregon, where it's outright legalization.
[01:13:33.436 --> 01:13:39.321]  Now Sheldon Adelson is not giving any money to those outright legalization initiatives.
[01:13:39.661 --> 01:13:51.892]  Instead, what he's doing is, he's giving 85% of the money to defeat medical marijuana in Florida is coming from Sheldon Adelson, who lives in Las Vegas.
[01:13:52.332 --> 01:13:53.934]  Okay, he's a big casino owner there.
[01:13:53.974 --> 01:13:54.834]  So why is it?
[01:13:55.715 --> 01:13:58.457]  We look at the no on 2 proposition and they're saying,
[01:13:59.332 --> 01:14:08.798]  You don't want to give people marijuana when they're sick because that's going to be a gateway opportunity for them to just have marijuana whenever they want for full out legalization.
[01:14:09.239 --> 01:14:10.840]  So why would he take that tack?
[01:14:10.880 --> 01:14:19.185]  Why would he say we've got to stop medical marijuana because it will lead to full out legalization when there's three ballot measures where they are calling for full out legalization?
[01:14:19.225 --> 01:14:19.986]  Well, it's pretty clear.
[01:14:20.646 --> 01:14:24.609]  Vice.com did an article exploring why he would be doing this.
[01:14:24.649 --> 01:14:28.192]  They say, is he doing this because he hates the idea of medical marijuana?
[01:14:28.232 --> 01:14:38.701]  And they say, well no, actually, his family, he and his wife are major donors to a medical research facility in Tel Aviv that supports the use of marijuana to treat a number of diseases.
[01:14:38.721 --> 01:14:40.002]  And they say, moreover,
[01:14:40.382 --> 01:14:51.065]  Marijuana-related initiatives are on the ballot, as I point out, in Oregon, Alaska, and Washington, D.C., but he's only voting to defeat pot in Florida, and only voting to defeat medical marijuana there.
[01:14:51.405 --> 01:15:05.850]  And so they point out that he has his company, Las Vegas Sands Corporation, has desperately sought to get into Florida's lucrative table games market, which is currently controlled only by the Seminole Tribe of Florida.
[01:15:06.570 --> 01:15:07.130]  There you go.
[01:15:07.531 --> 01:15:08.892]  That's how the game is played.
[01:15:09.232 --> 01:15:22.823]  Now, the other big players in this are, of course, not just a gambling boss who would like to get casinos in Florida, presumptively, but you also have big pharmaceuticals and the doctor as opposed to medical marijuana or any natural resource like that.
[01:15:23.123 --> 01:15:25.645]  And you've also got big tobacco joining with them.
[01:15:25.745 --> 01:15:26.566]  So it's kind of a...
[01:15:27.146 --> 01:15:30.249]  Interesting coupling of different interests.
[01:15:30.289 --> 01:15:38.857]  You've got law enforcement and a gambling boss coming together to oppose medical marijuana, and then you've got big pharmaceutical and big tobacco coming in and saying, well, it's bad for your health.
[01:15:39.017 --> 01:15:43.001]  Right, well, and they're going to, you know, join forces for the Ebola vaccine coming up.
[01:15:43.501 --> 01:15:52.410]  But we'll have more coverage on the medicinal marijuana ballot initiatives, ballot measures, as well as genetically
[01:15:52.910 --> 01:15:57.294]  Modified labeling is something that some of the states are taking a vote on as well.
[01:15:57.935 --> 01:16:00.137]  But that's kind of one of those things I think they're going to be waiting on.
[01:16:00.557 --> 01:16:02.879]  Genetically modifying cannabis.
[01:16:03.139 --> 01:16:07.003]  Once they're able to do that and take out that THC, then you can have your medicinal marijuana.
[01:16:10.686 --> 01:16:12.887]  Let's go back to this Gil Fulbright ad.
[01:16:12.927 --> 01:16:15.488]  Now that, it's a hilarious ad.
[01:16:15.748 --> 01:16:23.271]  You'd almost vote for him just because he just puts it out there and lets you know what he's up to and it's refreshing to have that brutal honesty.
[01:16:23.771 --> 01:16:25.912]  But then, you know what's also just so
[01:16:26.752 --> 01:16:27.413]  We're good to go.
[01:16:43.495 --> 01:16:49.579]  And so he does this personality ad, you know, look at me, I'm posing with this person, I'm posing with that person.
[01:16:49.859 --> 01:16:58.703]  And then let's take a look at this Mitch McConnell ad, because he did this just last week, and it's almost as if he was redoing the Gil Fulbright ad.
[01:16:58.763 --> 01:17:04.006]  I mean, he just goes right down the list, very self-aware, kind of, you know, talking to the viewer.
[01:17:04.647 --> 01:17:06.828]  Look at the issues that he discusses in this.
[01:17:06.848 --> 01:17:07.748]  Let's go to that.
[01:17:07.788 --> 01:17:08.649]  You guys got that cued up?
[01:17:09.349 --> 01:17:11.951]  You know, a lot of people try to tell me how to do my commercials.
[01:17:12.451 --> 01:17:15.354]  We see you between two trucks.
[01:17:16.214 --> 01:17:17.335]  That sounds dangerous.
[01:17:21.698 --> 01:17:23.980]  Hey Mitch, what about using a talking baby?
[01:17:25.561 --> 01:17:26.622]  That's been done before.
[01:17:27.242 --> 01:17:29.464]  We'll end with you and bloodhounds.
[01:17:29.804 --> 01:17:30.765]  That's not gonna work.
[01:17:31.265 --> 01:17:33.907]  Maybe it's enough to say, Mitch fights for Kentucky.
[01:17:34.708 --> 01:17:36.409]  You know, maybe this isn't such a bad idea.
[01:17:36.469 --> 01:17:38.531]  I'm Mitch McConnell and I approve this message.
[01:17:39.721 --> 01:17:40.241]  There you go.
[01:17:40.281 --> 01:17:41.522]  Subjective issues.
[01:17:41.982 --> 01:17:45.683]  And, you know, exactly what does Mitch McConnell stand for after all these years?
[01:17:46.864 --> 01:17:53.927]  Can he point to something that he's done for the people of Kentucky, for the people of America, to warrant his re-election?
[01:17:54.387 --> 01:17:54.947]  I guess not.
[01:17:55.147 --> 01:17:58.709]  Instead, what they're trying to do is give a personality to this 72-year-old piece of wood.
[01:17:58.969 --> 01:17:59.129]  Right.
[01:17:59.169 --> 01:18:01.330]  And he says, well, I'm above doing that.
[01:18:01.410 --> 01:18:06.492]  But yet he does it in his campaign ad to just kind of be a little humorous and to say, look at me.
[01:18:06.552 --> 01:18:09.073]  And he's, you know, he's got his buff body double there.
[01:18:09.873 --> 01:18:11.234]  But that's exactly the point.
[01:18:11.354 --> 01:18:18.360]  They don't want to have people in the debates, third parties, independents, because it's going to cause them to focus on issues.
[01:18:18.680 --> 01:18:20.721]  Instead, they can basically throw bricks at each other.
[01:18:20.982 --> 01:18:22.263]  They can play the race card.
[01:18:22.563 --> 01:18:24.104]  They can play the sexism card.
[01:18:24.144 --> 01:18:26.686]  They can do all this stuff and attack each other personally.
