[00:00:00.009 --> 00:00:02.199]  You're listening to the Alex Jones Show!
[01:05:39.298 --> 01:05:42.799]  The government's Department of Homeland Security is buying up loads of ammo.
[01:05:42.939 --> 01:05:46.920]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:05:47.221 --> 01:05:48.681]  Can you put two and two together?
[01:05:49.001 --> 01:05:56.583]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[01:05:56.864 --> 01:05:57.704]  But for how long?
[01:05:58.004 --> 01:06:00.005]  Go to InfidelBodyArmor.com.
[01:06:00.225 --> 01:06:04.266]  Spelled I-N-F-I-D-E-L BodyArmor.com.
[01:06:04.646 --> 01:06:07.447]  Infidel Body Armor just won't quit.
[01:06:08.874 --> 01:06:15.939]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[01:06:16.059 --> 01:06:18.201]  But it's not just the air outside that's toxic.
[01:06:18.381 --> 01:06:23.485]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[01:06:23.665 --> 01:06:28.709]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[01:06:28.829 --> 01:06:31.871]  There are more than 42 million smokers in the United States.
[01:06:32.151 --> 01:06:36.013]  Well over a thousand types of mold and mildew linked to numerous conditions.
[01:06:36.213 --> 01:06:40.455]  And don't forget the fact that six million Americans live with pets they're allergic to as well.
[01:06:40.555 --> 01:06:50.581]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape, but that we can fight back against.
[01:06:50.781 --> 01:06:53.282]  Made with organic and wild cultivated herbs,
[01:06:53.482 --> 01:07:01.546]  And manufactured in the USA, the new InfoWars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[01:07:01.686 --> 01:07:05.648]  Now available exclusively at InfoWarsLife.com or by calling toll free 888-253-3139.
[01:07:08.970 --> 01:07:16.052]  2015 is almost here, and with it comes those New Year's resolutions to finally transform your body the way you want it.
[01:07:16.272 --> 01:07:20.073]  There's a reason over 88% of New Year's resolutions fail.
[01:07:20.213 --> 01:07:26.495]  Make this year different by equipping yourself with OxyPowder, the next level in cleansing the body naturally.
[01:07:26.975 --> 01:07:34.897]  Using Super Oxygenation OxyPowder, available through Infowarslife.com, gently cleanses the body while you sleep with easy capsules.
[01:07:35.177 --> 01:07:40.160]  InfoWars Nightly News Director Rob Dew has been using OxyPowder with incredible success.
[01:07:40.180 --> 01:07:42.861]  I took it that first day and then I took it for six more days after that.
[01:07:43.022 --> 01:07:44.883]  Twelve pounds melted off in about a week.
[01:07:44.943 --> 01:07:45.503]  I'd say a week.
[01:07:45.683 --> 01:07:46.163]  Seven days.
[01:07:46.644 --> 01:07:48.165]  And I've been able to keep it off, too.
[01:07:48.405 --> 01:07:49.986]  My wife's like, wow, you look really good.
[01:07:50.006 --> 01:07:50.786]  And I'm like, I know.
[01:07:51.326 --> 01:07:52.447]  I guess this is OxyPowder.
[01:07:52.467 --> 01:07:54.408]  2015 can be different.
[01:07:54.508 --> 01:07:57.470]  Diet and exercise are important, but a lot of us have already tried that.
[01:07:57.730 --> 01:07:59.551]  OxyPowder flushes it out.
[01:07:59.931 --> 01:08:02.273]  Secure your OxyPowder at InfoWarsLife.com.
[01:08:02.913 --> 01:08:07.915]  That's Infowarslife.com or 888-253-3139.
[01:08:12.256 --> 01:08:18.258]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:08:18.879 --> 01:08:21.880]  It's Alex Jones and the GCN Radio Network.
[01:08:23.706 --> 01:08:24.927]  Welcome back to the Alex Jones Show.
[01:08:24.987 --> 01:08:28.269]  I'm David Knight, your host today on this Friday, December 19th, 2014.
[01:08:29.690 --> 01:08:32.932]  Alex Jones is hopefully going to be joining us in this hour.
[01:08:32.992 --> 01:08:35.733]  He's on the road and we're trying to establish contact.
[01:08:36.374 --> 01:08:42.818]  In the last hour, we're going to be talking to our reporters who are in Washington State, Joe Biggs and Darren McBreen.
[01:08:43.738 --> 01:08:46.480]  And just before the break, we were talking about
[01:08:47.827 --> 01:08:49.488]  What is happening in Spokane?
[01:08:49.908 --> 01:08:52.910]  They have just finished an investigation of the police department.
[01:08:52.930 --> 01:08:58.432]  And again, I don't know if there's a relationship at all between the Spokane Police Department and the Sheriff's Department.
[01:08:59.033 --> 01:09:02.775]  Our reporters are there because of what was said about an MRAP vehicle.
[01:09:02.835 --> 01:09:07.577]  To talk about that program, there's a large protest that's going to happen tomorrow.
[01:09:08.137 --> 01:09:12.860]  I think it's at 2 o'clock, but you can get the details of the location and the time at Infowars.com.
[01:09:12.880 --> 01:09:16.682]  But we're also concerned about the fact that this sheriff,
[01:09:17.242 --> 01:09:20.885]  Who pushed back against these comments, said they were taken out of context.
[01:09:20.925 --> 01:09:21.945]  They clearly were not.
[01:09:22.346 --> 01:09:32.153]  The lady asked the deputy why they had a need for a vehicle like this, and he immediately replied, for the constitutionalists.
[01:09:33.033 --> 01:09:34.074]  We know where that comes from.
[01:09:34.654 --> 01:09:36.836]  That comes from the Southern Poverty Law Center.
[01:09:38.618 --> 01:09:42.480]  That is a narrative that's been fed out as part of training.
[01:09:42.560 --> 01:09:45.921]  It's been put out as part of scenarios that they have worked with.
[01:09:46.421 --> 01:09:53.304]  And of course, this sheriff has in the past called in the Southern Poverty Law Center to train his personnel.
[01:09:53.545 --> 01:09:53.925]  And it was
[01:09:54.585 --> 01:10:03.010]  Good people within the Sheriff's Department that blew the whistle on that, that exposed that to the community at large and caused that to be shut down, as it should have been.
[01:10:03.390 --> 01:10:10.454]  Southern Poverty Law Center has attacked anybody that they don't agree with politically, labeling them as terrorists.
[01:10:10.994 --> 01:10:12.874]  And so there are good people within the system.
[01:10:12.934 --> 01:10:19.496]  We see that there was a settlement recently of a shooting that took a long time to go through the courts.
[01:10:19.556 --> 01:10:30.579]  There was a civil settlement to the family of the man who was unjustifiably killed, as well as a conviction of the police officer who shot him and then covered it up.
[01:10:30.719 --> 01:10:32.499]  That's the thing that should happen.
[01:10:32.879 --> 01:10:33.920]  When these things come to light.
[01:10:33.940 --> 01:10:38.824]  We'll never, as I said in the last segment, have a situation where we have nothing but good cops.
[01:10:38.844 --> 01:10:44.929]  They're a cross-section of society, and just like you have good and bad people in society, you have good and bad people in the police force.
[01:10:44.969 --> 01:10:47.872]  The question is, will the system be able to purge them out?
[01:10:47.892 --> 01:10:52.555]  As we were talking to Representative Matt Shea from the area, he had some very good suggestions.
[01:10:52.615 --> 01:11:01.122]  It's not just that we need to have outside oversight when there's an incident like this, to make sure that everyone in the community feels that everything has been done
[01:11:01.823 --> 01:11:02.163]  I don't
[01:11:22.526 --> 01:11:25.529]  They're self-identifying themselves as a paramilitary organization.
[01:11:25.569 --> 01:11:26.770]  They repeat that over and over again.
[01:11:27.090 --> 01:11:35.918]  But the community needs to have oversight of the police department, not just in terms of when things go wrong, but even more importantly, oversight of their training.
[01:11:35.958 --> 01:11:40.882]  That was what Matt Shea, representative for Washington State, said when we had him on earlier this week.
[01:11:40.942 --> 01:11:43.164]  So we're going to be talking to our reporters who are there.
[01:11:44.145 --> 01:11:45.547]  It is a major problem.
[01:11:45.587 --> 01:11:55.599]  We've had, as reported back in February of this year, this headline from Infowars.com, Americans killed by cops now outnumber Americans killed in the Iraq War.
[01:11:56.040 --> 01:12:02.168]  And we can't even get the complete statistics on that, because they're not keeping those kind of statistics.
[01:12:02.768 --> 01:12:21.279]  And if they believe that they are at risk from the general public, as they're being taught, that we are a threat to them, that they need to have programs that go through our social media postings, our purchasing records, to evaluate our threat to them, so that they can immediately, when they pull you over, have any interaction with you at all, they can
[01:12:22.199 --> 01:12:23.841]  Identify your threat level.
[01:12:23.941 --> 01:12:27.905]  Are you a green, a yellow, or a red threat to them?
[01:12:28.606 --> 01:12:35.133]  Think about how incredibly dangerous that is, besides the violation of privacy for your government to profile and label people like that.
[01:12:35.853 --> 01:12:36.754]  Are they going to get it wrong?
[01:12:36.814 --> 01:12:37.876]  Of course they're going to get it wrong.
[01:12:38.578 --> 01:12:42.680]  They are going to label people red who are not a threat to them.
[01:12:43.160 --> 01:12:50.023]  Maybe they're a threat to the political regime, like the Tea Party is a threat to Obama, but they're not physical threats to the police.
[01:12:50.064 --> 01:12:58.648]  Yet, they will label people like that and many people are going to get killed who should not be killed because it's going to scare the officers because of their training.
[01:12:59.548 --> 01:13:01.070]  They're real risk, as we've seen.
[01:13:01.330 --> 01:13:06.555]  Half of them are, about the same number that are getting shot, are getting killed in car accidents.
[01:13:06.675 --> 01:13:09.657]  And half of those people are getting killed because they're not wearing seatbelts.
[01:13:10.238 --> 01:13:16.023]  They have a very low use of seatbelts, percentage-wise, among the police nationally.
[01:13:16.997 --> 01:13:20.699]  An even greater threat to their health is morbid obesity.
[01:13:20.739 --> 01:13:23.200]  We had this report from the Daily Mail saying that U.S.
[01:13:23.220 --> 01:13:26.961]  cops have the highest rate of obesity amongst any profession in the country.
[01:13:27.421 --> 01:13:37.025]  Along with firefighters and security guards, nearly 41% of boys in blue, they say, are obese, according to a study by the American Journal of Preventive Medicine.
[01:13:38.006 --> 01:13:38.506]  So there you go.
[01:13:40.345 --> 01:13:43.926]  The health and lifestyle that you live is a greater threat to you.
[01:13:43.986 --> 01:13:49.027]  The fact that you don't wear a seatbelt, those are much greater threats to you than the populace.
