[00:00:00.109 --> 00:00:00.990]  Well, so does he.
[01:12:49.524 --> 01:12:58.050]  So, with Chernobyl, the nearest large area of the nearest large city was Kiev in the Ukraine.
[01:12:58.671 --> 01:13:05.356]  But luckily, the radiation went north and it went northwest, and so it didn't really go over Kiev to any large extent.
[01:13:05.996 --> 01:13:16.927]  But here we have radiation going south, and we plotted all of this on the big computer of the NOAA, the American computer which plots particle movements.
[01:13:17.648 --> 01:13:26.557]  And it's quite easy to show that this stuff from Fukushima, this radioactivity from Fukushima, all these particles and the iodine and the cesium and the plutonium and the uranium,
[01:13:27.277 --> 01:13:27.798]  I don't know.
[01:13:47.297 --> 01:13:49.419]  ...of a very large population centre.
[01:13:49.780 --> 01:13:57.890]  And also, you know, of course it'll get spread around as people move away, as they drive out of the area, as the aeroplanes fly away from Tokyo and land in other countries.
[01:13:59.331 --> 01:14:01.774]  People will be carrying the radioactivity with them.
[01:14:03.196 --> 01:14:04.618]  Worse, then, is the short answer.
[01:14:06.741 --> 01:14:22.707]  That's quite harrowing to hear, but still on Chernobyl, I mean, in the days following Chernobyl, children in Belarus were told that, you know, splashing around in puddles of yellow rain was perfectly harmless because it was merely pollen.
[01:14:23.007 --> 01:14:26.932]  When in reality, as we later learned, it was in fact radioactive dust.
[01:14:28.134 --> 01:14:40.189]  With people in Tokyo now reporting yellow rain and this yellowy substance on the ground, are they right to trust Japanese government assurances that this yellow substance is merely pollen?
[01:14:40.868 --> 01:14:44.451]  I wouldn't trust anything that the authorities said on this issue.
[01:14:44.471 --> 01:14:46.193]  They've consistently lied.
[01:14:46.513 --> 01:14:49.996]  They've consistently downplayed the problem and they continue to do so.
[01:14:50.016 --> 01:14:55.861]  And when it comes to the nuclear industry, they seem to be able to cast some kind of spell.
[01:14:56.021 --> 01:14:57.042]  I don't know.
[01:15:14.955 --> 01:15:20.096]  They will give you, they will say this is the same as a chest x-ray, this is the same as a dose that you would get in a year.
[01:15:20.476 --> 01:15:31.898]  These are all external radiation measurements and they're not comparable to internal radiation of the type that would cause the yellow puddles or actually, you know, at least you can see the yellow puddles.
[01:15:31.918 --> 01:15:39.160]  I mean, the type that is floating about in the air and is completely invisible because people don't have eyes that can detect this stuff.
[01:15:39.680 --> 01:15:44.846]  So everything seems perfectly normal and you have to rely upon the authorities to tell you if it's dangerous.
[01:15:45.467 --> 01:15:55.879]  And their estimation of its danger is based on an outdated and obsolete and completely discredited radiation risk model which is based on the atomic bomb.
[01:15:56.760 --> 01:16:00.965]  Uh, and has absolutely nothing to say about internal radionuclide exposures.
[01:16:02.146 --> 01:16:13.298]  And as I say, there are loads and loads of papers, scientific papers in the peer-reviewed literature, which show that these internal radionuclide exposures are up to a thousand times more dangerous than the dose would suggest.
[01:16:13.498 --> 01:16:18.904]  So if they say the dose is X, multiply it by about 500, and you're about right in terms of the dose.
[01:16:20.018 --> 01:16:41.682]  And we published on the website of the Low Level Radiation Campaign, my own organisation, the ECRR, so you can go to either of those, llrc.org or uradcom.org, and you can find a simple method of calculating the likely cancer risk, the cancer outcome of the exposure, at any particular dose that they publish.
[01:16:43.880 --> 01:16:48.303]  I'll bite that up in encouraging people to visit those websites.
[01:16:48.983 --> 01:16:57.468]  You mentioned the proponents of the nuclear industry downplaying this, which is not right, but it's understandable why they're doing it.
[01:16:57.869 --> 01:17:08.215]  But what baffles me is these self-proclaimed environmentalists, and I'm specifically talking about British environmentalist George Monbiot, who has been writing
[01:17:08.855 --> 01:17:17.438]  I've been reading articles for the Guardian over the past two weeks, including his most recent one, Why Fukushima Made Me Stop Worrying and Love Nuclear Power.
[01:17:18.278 --> 01:17:26.801]  And Monbiot writes that critics of the nuclear industry have, quote, wildly exaggerated the dangers of radioactive pollution.
[01:17:28.161 --> 01:17:41.753]  Dr Busby, given the fact that Monbiot claims is this preeminent environmentalist icon, why is he completely disregarding the threat of nuclear fallout and treating it as if it's some, you know, nutritious health benefit?
[01:17:42.449 --> 01:17:47.151]  Well, I have to say that I know George Monbiot, and he doesn't know anything.
[01:17:47.311 --> 01:17:48.312]  This is really the problem.
[01:17:48.352 --> 01:17:52.514]  Most of these pundits that come out, they're not scientists, they're not researchers.
[01:17:53.154 --> 01:18:05.160]  They have never done any research in this area, and so they tend to rely upon people that tell them things, and I guess he's relying upon all of the misinformation coming from the nuclear industry lobby and their friends.
[01:18:05.861 --> 01:18:08.022]  Otherwise, there's no possible explanation for what
[01:18:08.422 --> 01:18:08.622]  I don't
[01:18:29.359 --> 01:18:31.300]  The effects of low dose radiation and so on.
[01:18:31.340 --> 01:18:36.882]  And I went to some length to write some article, a little article for him, which I sent to him.
[01:18:36.902 --> 01:18:38.062]  So it's not as if he doesn't know.
[01:18:38.082 --> 01:18:49.346]  And then he wrote an article in the Guardian where he has a column in which he totally ignored everything I said and put out some similar sort of nonsense to the nonsense he's writing now.
[01:18:49.366 --> 01:18:51.847]  But the nonsense he's writing now is actually much more dangerous.
[01:18:52.737 --> 01:18:58.560]  Because it's in the middle of a crisis when people are being exposed to these radionuclides and becoming contaminated.
[01:18:58.601 --> 01:19:09.287]  And you will see, and I predict, a very large and measurable increase in cancer and other ill health after this accident in people living in the north of Japan.
[01:19:09.307 --> 01:19:12.829]  Certainly in Tokyo, where there's a very large population, so it would be easy to show this.
[01:19:13.783 --> 01:19:27.284]  And just like Chernobyl, where you could also show this, they were saying, oh well, you know, it must be radiophobia, or they've got some numbers wrong, or perhaps it's the contamination from the sea, from the tsunami, etc, etc.
[01:19:27.364 --> 01:19:28.726]  Anything but the actual...
[01:19:29.527 --> 01:19:30.168]  We're good to go.
[01:19:47.917 --> 01:19:48.998]  We'll be back after the break.
[01:20:04.418 --> 01:20:05.299]  Sea Energy.
[01:20:05.579 --> 01:20:15.186]  From AffinitySeaEnergy.com, sea vegetation is known to be the richest source of organic minerals, and that's what you'll find in all-natural, great-tasting Sea Energy.
[01:20:15.426 --> 01:20:29.737]  Sea Energy contains aloe vera, black cherry, cranberry, and pomegranate juices, plus ginseng, cat's claw, ginger, gingko biloba, and over 50 trace minerals needed for a healthy metabolism, all from natural organic sea plant sources.
[01:20:30.037 --> 01:20:37.561]  Get a 10% discount by using promo code GCN at checkout when you order Sea Energy from AffinitySeaEnergy.com.
[01:20:37.601 --> 01:20:37.921]  Call 855-732-3637.
[01:20:38.161 --> 01:20:38.381]  That's 855-732-3637.
[01:20:38.401 --> 01:20:40.202]  Or go to AffinitySEAenergy.com today.
[01:20:50.043 --> 01:20:53.645]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:20:54.045 --> 01:20:57.047]  This is our last chance to not relive history.
[01:20:57.307 --> 01:21:02.070]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[01:21:02.090 --> 01:21:08.313]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[01:21:08.494 --> 01:21:10.715]  I think it's incumbent upon all of us
[01:21:11.275 --> 01:21:11.555]  Tim Geithner?
[01:21:11.576 --> 01:21:11.796]  Bernanke?
[01:21:11.816 --> 01:21:12.396]  They're arsonists!
[01:21:12.416 --> 01:21:13.177]  They're asking for more matches!
[01:21:13.197 --> 01:21:14.879]  And the Congress is saying, who do we make the check out to?
[01:21:30.157 --> 01:21:34.079]  Today seems like nobody does care and right now in Washington D.C.
[01:21:34.539 --> 01:21:37.141]  we have seen a fall of the republic.
[01:21:37.441 --> 01:21:46.785]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[01:21:48.386 --> 01:21:49.327]  Go solar for cheap!
[01:21:49.547 --> 01:21:51.688]  Want to use solar power but the price is too high?
[01:21:51.988 --> 01:21:57.050]  Now you can build your own solar panels for less than $200 at 123cheapsolar.com.
[01:21:57.231 --> 01:21:57.831]  Don't laugh!
[01:21:57.891 --> 01:22:00.612]  We've sold over 45,000 solar do-it-yourself kits.
[01:22:00.812 --> 01:22:03.954]  Watch the step-by-step videos that even non-handyman types can use.
[01:22:04.134 --> 01:22:06.135]  We offer a 60-day money-back guarantee.
[01:22:06.315 --> 01:22:07.536]  Go to 123cheapsolar.com or call 800-713-0486.
[01:22:07.556 --> 01:22:07.596]  800-713-0486.
[01:22:07.616 --> 01:22:10.177]  Reduce your foreign oil dependency when you go green with 123cheapsolar.com.
[01:22:18.041 --> 01:22:19.142]  Hi, this is Ted Anderson.
[01:22:19.302 --> 01:22:23.685]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:22:23.865 --> 01:22:29.569]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[01:22:29.669 --> 01:22:33.091]  Gold has outperformed paper investments, yet no word about IRAs.
[01:22:33.311 --> 01:22:35.913]  If you would like to have gold for your retirement, call 800-686-2237.
[01:22:36.033 --> 01:22:40.936]  Don't get left behind by rising inflation and low returns.
[01:22:41.097 --> 01:22:41.317]  Call 800-686-2237.
[01:22:41.397 --> 01:22:42.738]  Secure your future and call 1-800-686-2237.
[01:22:48.381 --> 01:22:50.162]  Daddy, I'm hungry!
[01:22:50.462 --> 01:22:51.642]  That little girl will get fed.
[01:22:51.982 --> 01:22:52.342]  For now.
[01:22:52.782 --> 01:22:55.503]  But what if people like Glenn Beck are right about the threats we face?
[01:22:55.903 --> 01:22:56.403]  If the U.S.
[01:22:56.443 --> 01:23:01.525]  dollar loses its status as the global reserve currency, prices on the things you need most will skyrocket.
[01:23:01.925 --> 01:23:04.286]  Food may be unaffordable, or worse, unavailable.
[01:23:04.686 --> 01:23:15.269]  Earthquakes, economic turmoil, continuing unemployment, rampant inflation, and even threats of terrorism are all reasons to let the experts at Ready Reserve Foods help you with a long-term food storage plan.
[01:23:15.629 --> 01:23:20.271]  Ready Reserve Foods has been a premier supplier of long-term storage foods for 37 years.
[01:23:20.711 --> 01:23:25.093]  Their unique process assures the highest quality long-term food storage available worldwide.
[01:23:25.293 --> 01:23:34.937]  Their products have a shelf life of 25 years and a year's supply of quality food for two people only takes up about as much space as a refrigerator for a fraction of what you now pay at the grocery store.
