[00:00:00.009 --> 00:00:00.189]  I think?
[01:06:16.939 --> 01:06:19.221]  Big Berkey water filters are in high demand.
[01:06:19.461 --> 01:06:21.282]  Storable foods are also in high demand.
[01:06:21.503 --> 01:06:26.367]  Bigberkeywaterfilters.com has always kept our focus on the Berkey water filter products.
[01:06:26.547 --> 01:06:29.970]  But increasingly, our customers have been asking for storable foods.
[01:06:30.250 --> 01:06:31.251]  After months of research,
[01:06:31.531 --> 01:06:37.138]  BigBerkyWaterFilters.com now offers great tasting, long-lasting, storable foods.
[01:06:37.458 --> 01:06:40.762]  These ready-to-eat meals are packed in airtight nitrogen pouches.
[01:06:41.042 --> 01:06:42.383]  All you do is just add water.
[01:06:42.604 --> 01:06:45.447]  And because they're sealed so well, they come with a 25-year shelf life.
[01:06:46.488 --> 01:06:55.432]  Combine our Berkey water filters, which are powerful enough to purify treated, untreated, or even stagnant pond water with our storable foods, and you have a winning combination.
[01:06:55.672 --> 01:07:02.675]  Remember, we offer free shipping on every order over $50, and GCN listeners receive 5% off all ceramic filter systems.
[01:07:03.055 --> 01:07:09.238]  Visit bigberkeywaterfilters.com or call 877-99-BERKEY.
[01:07:09.458 --> 01:07:12.059]  That's bigberkeywaterfilters.com or call 877-99-BERKEY today.
[01:07:16.801 --> 01:07:22.945]  If I could tell you how to safely increase gas mileage on your vehicle by 20 to 40 percent, would you be interested in learning more?
[01:07:23.165 --> 01:07:27.668]  With today's unstable prices at the pump, you'd be wise to at least listen and see for yourself.
[01:07:27.908 --> 01:07:30.689]  And you can do that at SaveYourGasMoney.com.
[01:07:30.969 --> 01:07:35.612]  Our advanced technology is what makes 20 to 40 percent gas mileage increases a reality.
[01:07:35.852 --> 01:07:39.675]  It works on all makes, all models for gas, diesel, and propane engines.
[01:07:39.995 --> 01:07:40.455]  Curious?
[01:07:40.755 --> 01:07:43.277]  Then see how it works at SaveYourGasMoney.com.
[01:07:43.817 --> 01:07:50.124]  Our compact gas-saving stainless steel units install quick and easy with no engine modifications and no extra parts needed.
[01:07:50.364 --> 01:07:52.706]  It's completely safe and requires no maintenance.
[01:07:52.966 --> 01:07:56.510]  We offer great customer service, technical support, and same-day shipping.
[01:07:56.770 --> 01:08:00.414]  Ease your pain at the pump by contacting our friendly and knowledgeable staff.
[01:08:00.494 --> 01:08:00.794]  Call 3-888-887-9981.
[01:08:00.814 --> 01:08:00.854]  888-887-9981.
[01:08:07.301 --> 01:08:13.543]  That's 888-887-9981 or visit us at SaveYourGasMoney.com.
[01:08:13.683 --> 01:08:15.904]  That's SaveYourGasMoney.com.
[01:08:18.165 --> 01:08:27.029]  No one knows what it's like to be the bad man, to be the sad man.
[01:08:28.188 --> 01:08:31.610]  We're back again on the Alex Jones Show, InfoWars.com.
[01:08:31.690 --> 01:08:33.972]  I'm Aaron Dyk sitting in while Alex is away.
[01:08:34.672 --> 01:08:38.115]  On the line with me, Paul Joseph Watson coming up in just a few minutes.
[01:08:38.675 --> 01:08:45.700]  Alex Banesh of the InfoKrieg, also a fellow witness to the 2011 Bilderberg meeting, and coming up later, Bob Chapman.
[01:08:46.421 --> 01:08:50.403]  But the caller was bringing up how we've maybe been a little too vague about the globalists.
[01:08:50.844 --> 01:08:51.484]  I don't think so.
[01:08:51.504 --> 01:08:53.405]  I think it has something to do with
[01:08:55.131 --> 01:08:55.872]  I don't think so.
[01:09:11.415 --> 01:09:31.060]  The Trilateral Commission, it all stems from the Anglo-American Empire, the Cecil Rhodes Roundtable groups, meeting in secret, getting advanced decisions, abilities to steer markets and political wars, political markets, decisions rather, in advance without oversight.
[01:09:31.440 --> 01:09:33.301]  Paul Watson, who are the globalists?
[01:09:35.373 --> 01:09:37.834]  Well, just look at the Bilderberg attendee list.
[01:09:37.914 --> 01:09:38.954]  I mean, we published it.
[01:09:39.074 --> 01:09:40.214]  All the names are right there.
[01:09:40.274 --> 01:09:42.134]  Those are the most prominent individuals.
[01:09:42.715 --> 01:09:48.796]  Specifically, the ones on the steering committee like Davignon, because they meet more than once a year.
[01:09:48.836 --> 01:09:56.578]  They have several meetings a year at which the progress of the agendas that they seek to implement are reviewed.
[01:09:57.098 --> 01:10:02.719]  Remember that when Bilderberg say, oh, we don't even implement policy at any of these meetings,
[01:10:03.499 --> 01:10:06.661]  They're right in a sense, but it's about creating the consensus.
[01:10:06.741 --> 01:10:09.923]  It's like Willy Claes, the former NATO Secretary General, said.
[01:10:10.524 --> 01:10:15.747]  They're told to go away and implement this consensus in their respective spheres of influence.
[01:10:16.368 --> 01:10:18.269]  So, I mean, the list is there.
[01:10:18.289 --> 01:10:20.691]  I mean, we published it, we're naming them.
[01:10:21.251 --> 01:10:25.294]  What became apparent to me was just how weak and pathetic these people are.
[01:10:25.874 --> 01:10:36.680]  Because, you know, if they're so proud of this New World Order, then why were some of them hiding their faces behind newspapers, driving around in cars with black tinted windows?
[01:10:37.400 --> 01:10:40.042]  It's like Skelton talks about in his latest article.
[01:10:40.062 --> 01:10:47.486]  I mean, they hide their anonymity behind giant shower curtains and armed guards, and yet we're supposed to prove our
[01:10:48.226 --> 01:10:50.247]  Identification everywhere we go.
[01:10:50.487 --> 01:10:51.647]  Or we're labelled terrorists.
[01:10:52.167 --> 01:11:03.010]  But if you see these people driving past in their stupid little tinted window cars, cars hiding their faces, it just brings it home how weak and pathetic they really are.
[01:11:03.030 --> 01:11:09.092]  We've named them, the list is out there, so people should be under no illusions as to who the globalists are.
[01:11:09.792 --> 01:11:14.113]  Maybe it would be easier to think of them as arrogant weasels imposing this globalisation on us.
[01:11:14.833 --> 01:11:16.054]  Let's go to another call.
[01:11:16.114 --> 01:11:17.334]  Tim in Germany, are you there?
[01:11:18.243 --> 01:11:18.924]  Yes, I'm here.
[01:11:19.564 --> 01:11:20.365]  Good to talk to you.
[01:11:21.206 --> 01:11:21.686]  You as well.
[01:11:22.727 --> 01:11:25.550]  Thanks for your guys' work in Switzerland.
[01:11:25.710 --> 01:11:27.211]  Really appreciate what you've done there.
[01:11:29.353 --> 01:11:33.597]  What Paul said earlier, I would like to comment as well.
[01:11:33.697 --> 01:11:39.443]  I think sometimes it's important to go out to these demonstrations and show faith and
[01:11:40.552 --> 01:11:54.900]  Make clear that many people oppose it, but then there's always these examples of these anti-war protests that happened in the UK, where I think close to a million people went to the streets and opposed the UK's involvement in the Iraq invasion.
[01:11:55.560 --> 01:11:58.862]  And it was just, yeah, it was just not minded at all.
[01:11:58.922 --> 01:12:02.964]  People ignored, or the politicians or globalists ignored it completely.
[01:12:03.984 --> 01:12:08.947]  And obviously there is a time for protests, but many of these protests are
[01:12:09.540 --> 01:12:11.060]  Just wiped away and ignored.
[01:12:11.500 --> 01:12:18.182]  And I think a big and an important thing is Indian for is even for the keyboard warriors.
[01:12:18.942 --> 01:12:28.065]  Definitely they shouldn't write and they shouldn't say how powerless we are and destroy hope because there's no hope people will never start fighting.
[01:12:28.085 --> 01:12:31.785]  They will not pick up the fight or they will give up at the slightest resistance.
[01:12:33.606 --> 01:12:34.006]  But I think
[01:12:35.233 --> 01:12:44.941]  What is an important thing coming also from the keyboard or talking to people wherever you meet them, InfoWAR, is we need to change the consciousness of the people.
[01:12:45.001 --> 01:12:46.221]  We need to make them aware.
[01:12:46.842 --> 01:12:58.791]  And often enough people will go to a demonstration and it will be a hip thing maybe or it will be a momentous outcry, but then they will withdraw from really a change of consciousness.
[01:12:58.851 --> 01:12:59.191]  So I think
[01:13:01.786 --> 01:13:03.970]  All of these aspects are important in the InfoWall.
[01:13:04.150 --> 01:13:05.232]  Also the keyboard voice.
[01:13:05.312 --> 01:13:07.677]  As long as it's not destroying hope.
[01:13:07.737 --> 01:13:11.404]  Because hope is the most important thing in all of this fight.
[01:13:12.136 --> 01:13:12.656]  I couldn't agree
[01:13:32.631 --> 01:13:35.212]  Used to just be Jim Tucker, then a few dozen.
[01:13:35.633 --> 01:13:39.914]  Now it's up to over a hundred, even in a remote part, not close to a city.
[01:13:40.294 --> 01:13:41.615]  So I think there's progress there.
[01:13:41.655 --> 01:13:44.296]  As far as the wars, they're committed to it.
[01:13:44.316 --> 01:13:45.357]  So they're going to double down.
[01:13:45.457 --> 01:13:47.998]  So that's why they don't care what the protesters say.
[01:13:48.358 --> 01:13:49.818]  But that doesn't mean we don't have power.
[01:13:49.858 --> 01:13:52.520]  We're going to get more on to that on the other side of the break.
[01:13:52.540 --> 01:13:54.760]  This is M4Wars.com.
[01:13:54.780 --> 01:13:55.981]  Aaron Dyk sitting in.
[01:13:56.101 --> 01:13:58.162]  Alex Jones will be back Sunday live.
[01:14:07.677 --> 01:14:10.666]  We're on the march, the empire's on the run.
[01:14:11.609 --> 01:14:14.298]  Alex Jones and the GCN Radio Network.
[01:14:17.264 --> 01:14:21.507]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:14:21.827 --> 01:14:22.427]  Number 1.
[01:14:22.727 --> 01:14:25.889]  New climate legislation could easily double or triple your electric bill.
[01:14:26.150 --> 01:14:26.710]  Number 2.
[01:14:27.010 --> 01:14:31.573]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:14:31.913 --> 01:14:32.354]  It's true.
[01:14:32.654 --> 01:14:37.217]  Total government control of electricity in the name of smart grid technology is coming.
[01:14:37.517 --> 01:14:38.057]  Number 3.
[01:14:38.357 --> 01:14:41.639]  In some areas of the country, the power grid is dangerously overloaded.
[01:14:41.940 --> 01:14:45.642]  And now, new socialist legislation is only compounding the problem.
[01:14:45.842 --> 01:14:46.383]  Number 4.
[01:14:46.643 --> 01:14:49.006]  Dangerous weather is always a threat to local grids.
[01:14:49.406 --> 01:14:52.790]  Every year, thousands of families lose their power from weather-related outages.
[01:14:53.070 --> 01:14:53.290]  Number 5.
[01:14:53.871 --> 01:14:57.795]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:14:58.016 --> 01:15:02.781]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:15:03.061 --> 01:15:07.085]  You can get more information at www.mysolarbackup.com.
[01:15:07.225 --> 01:15:08.786]  That's mysolarbackup.com.
[01:15:09.027 --> 01:15:11.089]  Remember, the government doesn't own the sun.
[01:15:11.269 --> 01:15:13.611]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:15:18.010 --> 01:15:22.032]  In the past two months, over 2,000 natural disasters have been recorded.
[01:15:22.292 --> 01:15:26.274]  With the ongoing economic crash, millions of Americans can't afford food.
[01:15:26.614 --> 01:15:31.556]  Also, because of the exploding price of fuel, many farmers can't afford to plant their crops.
