[00:00:00.613 --> 00:00:01.216]  Oh, no!
[00:59:30.693 --> 00:59:33.375]  You should at least watch this free video online today.
[00:59:33.375 --> 00:59:37.597]  He explains everything you need to know, including simple steps you can take to protect yourself.
[00:59:37.597 --> 00:59:39.318]  You can find the video at www.
[00:59:40.399 --> 00:59:42.200]  End of America 3.com.
[00:59:42.200 --> 00:59:44.800]  That's End of America, the number 3.com.
[00:59:44.800 --> 00:59:48.662]  Watch the free video at www.endofamerica3.com.
[00:59:48.662 --> 00:59:53.783]  That's endofamerica3.com.
[00:59:53.783 --> 00:59:56.184]  Waging war on corruption.
[00:59:56.184 --> 00:59:58.965]  Alex Jones on the GCM Radio Network.
[01:00:05.629 --> 01:00:10.471]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:10.471 --> 01:00:12.051]  You want answers?
[01:00:12.051 --> 01:00:13.592]  Well, so does he.
[01:00:13.592 --> 01:00:17.793]  He's Alex Jones on the GCN Radio Network.
[01:00:17.793 --> 01:00:21.855]  And now, live from Austin, Texas, Alex Jones.
[01:00:23.351 --> 01:00:30.135]  Wayne Madsen's joining us to break down the Fukushima reactor, the situation in Libya, Syria, Bahrain.
[01:00:30.135 --> 01:00:36.058]  The Bahrainian government's saying it's a foreign-backed attempted overthrow of their country.
[01:00:36.058 --> 01:00:48.064]  This new UN precedent is Western-backed rebels with special forces commanding them, predominantly out of England, attack a country, and the country fights back against rebels.
[01:00:48.064 --> 01:00:52.727]  Now, a bombardment, a no-fly zone, an invasion is reportedly triggered.
[01:00:53.899 --> 01:00:57.361]  And that precedent is now being set.
[01:00:57.361 --> 01:00:59.562]  Now remember, here's the most important thing I've said today.
[01:00:59.562 --> 01:01:01.123]  I'm going to say it again.
[01:01:01.123 --> 01:01:17.692]  The globalists need a war to create artificial patriotic fervor to go along with the debasing of the currency, the robbing of the pension funds, economic martial law being declared in Michigan and other states, regular laws being phased out and suspended.
[01:01:17.692 --> 01:01:18.913]  They won't call it martial law.
[01:01:19.815 --> 01:01:28.619]  Internet kill switches, open calls for censorship of the Internet, all of this now being done by design.
[01:01:28.619 --> 01:01:29.459]  They need a war.
[01:01:29.459 --> 01:01:30.500]  What has Tarpley told you?
[01:01:30.500 --> 01:01:31.300]  What have I told you?
[01:01:31.300 --> 01:01:32.821]  What has Dr. Roberts told you?
[01:01:32.821 --> 01:01:36.303]  What has every other serious political mind told you?
[01:01:36.303 --> 01:01:43.306]  The next playbook is war all over the world and airstrikes going in.
[01:01:44.793 --> 01:01:46.735]  To back up the rebels.
[01:01:46.735 --> 01:01:51.399]  Attempted assassination of Gaddafi, which violates federal and international law.
[01:01:51.399 --> 01:01:54.862]  The resolution does not say it's a death penalty.
[01:01:54.862 --> 01:02:00.988]  I guess they killed Slobodan Milošević, never let him have a trial, after they had Al-Qaeda attack the Serbs.
[01:02:00.988 --> 01:02:04.551]  And Al-Qaeda's there doing the same thing, and he doesn't get a judge, jury, executioner.
[01:02:04.551 --> 01:02:06.313]  There can't be a trial where the facts come out.
[01:02:07.298 --> 01:02:10.119]  Not that Qaddafi's good, but everything that's been said's a lie.
[01:02:10.119 --> 01:02:15.660]  So they want to kill him with cruise missiles and 2,000 pound bombs, and they're trying right now.
[01:02:15.660 --> 01:02:19.060]  They've got drones up there, they've got on-the-ground spies.
[01:02:19.060 --> 01:02:20.761]  They're trying to target him.
[01:02:20.761 --> 01:02:26.542]  There's big secret bounties on his head, you better believe, and they're out to kill him.
[01:02:26.542 --> 01:02:32.123]  So they can roll in, put al-Qaeda in charge, and then turn around and slap them down.
[01:02:32.123 --> 01:02:35.444]  And that'll give the bomb makers a place to drop bombs.
[01:02:36.397 --> 01:02:42.380]  Now, I want to continue with a total recap of all the latest developments in the Middle East and North Africa.
[01:02:42.380 --> 01:02:46.262]  On the other side, but I also want to take some of your phone calls on these issues.
[01:02:46.262 --> 01:02:47.943]  The toll-free number to join us is 800-259-9231.
[01:02:47.943 --> 01:02:48.003]  800-259-9231.
[01:02:48.003 --> 01:02:49.744]  And while we're busy, focused on this.
[01:02:49.744 --> 01:02:51.625]  While we're busy covering these issues,
[01:03:05.469 --> 01:03:10.071]  Well, we're busy, focused on what's happening in North Africa.
[01:03:10.071 --> 01:03:14.674]  The radiation cloud from the explosions last week is headed this way.
[01:03:14.674 --> 01:03:28.321]  The headlines are intensifying radiation all over Japan, and that's basically on the back burner now, and our media, the controlled corporate media is saying, oh, increased radiation levels are no big deal, because it's been diluted across the Pacific.
[01:03:28.321 --> 01:03:33.064]  So you do a general background radiation meter, it's only up a little, because
[01:03:34.505 --> 01:03:36.526]  It's the little particles individually.
[01:03:36.526 --> 01:03:40.649]  Unless one of those sticks on the front of a Geiger counter, it doesn't go up much.
[01:03:40.649 --> 01:03:49.314]  But if you breathe it, and then it sits there in your lungs, that's what all the nuclear physicists and medical doctors and radiologist experts have explained.
[01:03:49.314 --> 01:03:51.735]  That's why it's dangerous.
[01:03:51.735 --> 01:03:54.217]  That's why Chernobyl was dangerous.
[01:03:54.217 --> 01:03:56.418]  And that's why the cancers are going up.
[01:03:56.418 --> 01:03:57.219]  One of the cocktail
[01:03:58.354 --> 01:04:03.796]  of reasons that all of that is now happening as well.
[01:04:03.796 --> 01:04:05.817]  But I do want to take your phone calls.
[01:04:05.817 --> 01:04:12.160]  Will you guys launch my messenger to Minnesota so I can get those?
[01:04:12.160 --> 01:04:13.540]  Thank you.
[01:04:13.540 --> 01:04:13.760]  1-800-259-9231.
[01:04:13.760 --> 01:04:21.683]  I have been exhausted lately because I've been thinking about this so intensely and realizing that you notice just everything is going crazy now.
[01:04:21.683 --> 01:04:25.005]  The globalists have flipped a switch and the haywire has begun.
[01:04:25.902 --> 01:04:33.044]  Because they're transitioning into this global government model, this private corporate global governance model.
[01:04:33.044 --> 01:04:34.924]  And it's on.
[01:04:34.924 --> 01:04:39.765]  And the globalists are moving against all of our liberties, all of our freedoms, in a big way.
[01:04:39.765 --> 01:04:42.366]  A federal jury is convicted.
[01:04:42.366 --> 01:04:46.747]  The Liberty Dollar creator, totally legal what he did according to every law.
[01:04:46.747 --> 01:04:49.548]  Ron Paul said that.
[01:04:49.548 --> 01:04:53.749]  You've got North Carolina, Montana moving for their own gold and silver currencies.
[01:04:53.749 --> 01:04:55.029]  Will the feds arrest governors?
[01:04:57.193 --> 01:04:59.354]  This is a global mafia we're under.
[01:04:59.354 --> 01:05:00.875]  They've got to be stopped.
[01:05:00.875 --> 01:05:05.077]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[01:05:05.077 --> 01:05:11.501]  Not detergents, but good old-fashioned pure soap made by the Cal Bend Soap Company, a family-owned and operated American company.
[01:05:11.501 --> 01:05:15.383]  My family, staff, friends, and radio listeners are constantly telling me
[01:05:15.583 --> 01:05:18.865]  How much they love these products for bath, hair, laundry and dishes.
[01:05:18.865 --> 01:05:23.747]  There is nothing like these factory direct, big money saving, triple concentrated soaps anywhere.
[01:05:23.747 --> 01:05:32.411]  Get a free detailed catalog by calling 800-340-7091 or see them online at 5starsoap.com or infowars.com.
[01:05:32.411 --> 01:05:36.153]  Let's talk to the owner of 5 Star Soap, Marty Schachter, and see what he has to say.
[01:05:36.673 --> 01:05:43.440]  As powder and owner for over 63 years, people keep asking me, how's business?
[01:05:43.440 --> 01:05:47.323]  I'm happy to say our business is going down the drain.
[01:05:47.323 --> 01:05:53.710]  Call us at 1-800-340-7091 or visit our website 5starsoap.com for buying a 1 to 2 month soap sampler.
[01:05:53.710 --> 01:05:54.490]  Thank you.
[01:06:01.530 --> 01:06:17.009]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:06:17.009 --> 01:06:20.693]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:06:21.690 --> 01:06:34.464]  Not only does the Silver Lung System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[01:06:34.464 --> 01:06:41.731]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:06:42.412 --> 01:06:52.786]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[01:06:52.786 --> 01:06:56.731]  As well, we are always ready to answer any questions you may have.
[01:06:56.731 --> 01:06:59.835]  That's www.SilverLungs.com
[01:07:00.376 --> 01:07:04.937]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:07:04.937 --> 01:07:05.838]  Number 1.
[01:07:05.838 --> 01:07:09.279]  New climate legislation could easily double or triple your electric bill.
[01:07:09.279 --> 01:07:10.139]  Number 2.
[01:07:10.139 --> 01:07:15.021]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:07:15.021 --> 01:07:15.761]  It's true.
[01:07:15.761 --> 01:07:20.642]  Total government control of electricity in the name of smart grid technology is coming.
[01:07:20.642 --> 01:07:21.463]  Number 3.
[01:07:21.463 --> 01:07:25.044]  In some areas of the country, the power grid is dangerously overloaded.
[01:07:25.044 --> 01:07:28.745]  And now, new socialist legislation is only compounding the problem.
[01:07:28.945 --> 01:07:29.745]  Number 4.
[01:07:29.745 --> 01:07:32.506]  Dangerous weather is always a threat to local grids.
[01:07:32.506 --> 01:07:36.188]  Every year, thousands of families lose their power from weather-related outages.
[01:07:36.188 --> 01:07:36.988]  Number 5.
[01:07:36.988 --> 01:07:41.130]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:07:41.130 --> 01:07:46.172]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:07:46.172 --> 01:07:50.353]  You can get more information at www.mysolarbackup.com.
[01:07:50.353 --> 01:07:52.134]  That's mysolarbackup.com.
[01:07:52.134 --> 01:07:56.756]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-866-422-9000.
[01:07:57.216 --> 01:08:04.243]  He's the T-Rex of political talk.
[01:08:04.243 --> 01:08:07.586]  Alex Jones on the GCN Radio Network.
[01:08:10.234 --> 01:08:14.055]  Dr. Webster Tarbley is going to be joining us last 30 minutes of the next hour.
[01:08:14.055 --> 01:08:20.977]  Coming up in about 25 minutes, we've got Wayne Madsen, formerly with the NSA, give us his take on what's happening internationally.
[01:08:20.977 --> 01:08:26.878]  I want to recap and get into some of the latest news in North Africa with Libya and the new war that's been launched there.
[01:08:26.878 --> 01:08:30.719]  Then I want to get into the latest on the Fukushima-Japan ongoing meltdown.
[01:08:31.579 --> 01:08:39.725]  Then I'm going to your phone calls, Jack in Japan, Mark, Marshall, Tim, Ben, and others that are patiently holding.
[01:08:39.725 --> 01:08:41.927]  Here's the most important information.
[01:08:41.927 --> 01:08:46.070]  Even London Telegraph reporting it is Al Qaeda that's been launching the attacks.
[01:08:46.070 --> 01:08:50.793]  SAS backed, British Special Forces backed the entire month-long attack.
[01:08:50.793 --> 01:08:52.275]  They got defeated.
[01:08:52.275 --> 01:08:57.939]  So now the West is publicly bombarding and trying to assassinate Qaddafi that violates international law.
[01:08:57.939 --> 01:09:00.200]  I know at a bestial level, people feel powerful.
[01:09:01.161 --> 01:09:02.281]  This is not our military.
[01:09:02.281 --> 01:09:05.563]  This is the global government's military doing this.
[01:09:05.563 --> 01:09:07.583]  Here's the Prison Planet article breaking it down.
[01:09:07.583 --> 01:09:07.844]  U.S.
[01:09:07.844 --> 01:09:13.386]  government backs Libya and al-Qaeda while hyping terror attacks inside the United States.
[01:09:13.386 --> 01:09:16.567]  And that's really the biggest news is they're saying, look for Qaddafi to strike.
