[00:00:00.049 --> 00:00:01.415]  War on Corruption.
[01:06:12.022 --> 01:06:19.966]  Call now and save, save, save on a 25-year food supply that can save your life when disaster strikes because it will strike and it will smack you right upside the head, so keep-
[01:06:20.834 --> 01:06:21.855]  Wait a minute, Melvin.
[01:06:21.995 --> 01:06:24.638]  I know eFoodsDirect and they're not full of hype like you.
[01:06:24.878 --> 01:06:29.724]  eFoodsDirect goes to great lengths to ensure you get the best ingredients full of nutrition and flavor.
[01:06:29.884 --> 01:06:30.845]  They are the real deal.
[01:06:31.005 --> 01:06:32.587]  Melvin, you're right about one thing, though.
[01:06:32.667 --> 01:06:39.174]  For Black Friday weekend, eFoods will save you 30% off anything on their website at eFoodsDirect.com slash Alex.
[01:06:39.454 --> 01:06:41.015]  Now that's a deal with no hype.
[01:06:41.075 --> 01:06:48.540]  Call 800-409-5633 or go to efoodsdirect.com slash alex and save 30% off your entire order.
[01:06:48.640 --> 01:06:51.762]  This deal only lasts through Monday, November 28th, so call now.
[01:06:51.822 --> 01:06:57.045]  Call 800-409-5633 or go to efoodsdirect.com slash alex.
[01:06:57.246 --> 01:06:59.687]  Remember, 30% off this Black Friday weekend.
[01:06:59.747 --> 01:07:03.750]  Leave the hype to Crazy Melvin because you can bet your life on efoods direct.
[01:07:08.064 --> 01:07:09.405]  You're subject to other police action.
[01:07:10.225 --> 01:07:11.146]  Tyranny is here.
[01:07:11.486 --> 01:07:15.068]  The grim future foretold in 1984 has become reality.
[01:07:15.368 --> 01:07:17.630]  It really says that the state is God.
[01:07:17.650 --> 01:07:23.113]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:07:23.513 --> 01:07:29.757]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[01:07:30.177 --> 01:07:35.720]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:07:36.160 --> 01:07:39.822]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[01:07:40.342 --> 01:07:44.344]  Prepare to enter the secretive world of emergency dictatorship.
[01:07:44.625 --> 01:07:50.147]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[01:07:50.568 --> 01:07:53.529]  It's only the beginning of the New World Order's hellish plan.
[01:07:54.130 --> 01:07:55.550]  The police state isn't coming.
[01:07:56.111 --> 01:07:56.531]  It's here.
[01:07:57.211 --> 01:08:04.236]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:08:06.937 --> 01:08:09.099]  He's the T-Rex of political talk.
[01:08:09.699 --> 01:08:12.501]  Alex Jones on the GCN Radio Network.
[01:08:19.145 --> 01:08:20.046]  Oh yeah, welcome back!
[01:08:20.666 --> 01:08:22.167]  Hey, happy Thanksgiving everybody!
[01:08:22.467 --> 01:08:26.529]  This is Mike Adams, the health ranger, filling in for Alex Jones today.
[01:08:27.249 --> 01:08:29.630]  And we've been talking about nutrition.
[01:08:30.791 --> 01:08:33.072]  Yeah, the evil, the evil nutrients.
[01:08:33.832 --> 01:08:36.053]  Like vitamin C something say something.
[01:08:37.274 --> 01:08:39.355]  As Janet Napolitano's favorite vitamin.
[01:08:40.015 --> 01:08:43.457]  And then Bill Gates' favorite vitamin is a vitamin D population agenda.
[01:08:45.788 --> 01:08:48.150]  I actually got a laughter from behind the glass on that one.
[01:08:48.831 --> 01:08:51.834]  You gotta surprise these guys from time to time.
[01:08:52.334 --> 01:08:53.315]  But thank you for joining us.
[01:08:53.335 --> 01:08:54.456]  I always enjoy hosting here.
[01:08:54.476 --> 01:09:09.310]  It's really an honor to be here, to be filling in for Alex, who's on the road, probably getting stopped by TSA somewhere and filming it, and having an altercation of some sort that we're going to find out about tomorrow or the next day, so I can't wait to find out about that.
[01:09:10.237 --> 01:09:16.278]  I texted Alex this morning and said I'm going to be covering Ron Paul, I'm going to be covering some of these things, and I didn't get an answer.
[01:09:16.318 --> 01:09:21.959]  So he's probably like on the road, man, just really going for it, trying to get back to Austin as soon as possible.
[01:09:21.999 --> 01:09:22.599]  So good for him.
[01:09:23.320 --> 01:09:25.520]  And thank you for inviting me on here to host.
[01:09:25.940 --> 01:09:28.141]  So, continuing, we've got a lot more news coming up.
[01:09:28.541 --> 01:09:34.422]  And at the bottom of this hour, we have a Dr. Stuart Lonke, who's going to be joining us to talk about
[01:09:35.322 --> 01:09:36.964]  Some of the dangers out there in the environment.
[01:09:37.004 --> 01:09:39.146]  Stuff that we really haven't focused on that much.
[01:09:39.206 --> 01:09:41.768]  The heavy metals poisoning in our environment.
[01:09:41.848 --> 01:09:43.730]  The chemical poisoning that we're not aware of.
[01:09:44.511 --> 01:09:53.559]  And he's really more of a conventional doctor, but who has specialized in cancer prevention by telling the truth about the effects of toxic chemicals and heavy metals.
[01:09:53.900 --> 01:09:55.401]  So he'll be joining us at the bottom of the hour.
[01:09:55.461 --> 01:09:56.002]  Until then...
[01:09:57.298 --> 01:09:58.018]  We've got more news.
[01:09:58.078 --> 01:09:59.599]  Alright, Prozac and Fluoride.
[01:10:00.139 --> 01:10:08.001]  Look, I just wanted to... I know Alex has covered this a lot here on the show, but I wanted to reiterate that Prozac is 94% Fluoride.
[01:10:08.601 --> 01:10:08.901]  Alright?
[01:10:09.702 --> 01:10:11.482]  94% Fluoride.
[01:10:12.242 --> 01:10:21.825]  So if Prozac makes you chill out, and it makes kids feel okay, and it makes adults feel okay, what do you think Fluoride's doing?
[01:10:21.845 --> 01:10:24.426]  You think Fluoride is not psychoactive?
[01:10:25.186 --> 01:10:26.468]  Of course it's psychoactive!
[01:10:26.508 --> 01:10:28.190]  That goes all the way back to Nazi Germany.
[01:10:28.210 --> 01:10:35.958]  Oh, by the way, along those lines, I've been reading more books by Jim Mars, and I have to say, read Jim Mars.
[01:10:36.679 --> 01:10:39.042]  Read the book called Rise of the Fourth Reich.
[01:10:40.063 --> 01:10:55.314]  It is an amazing tour of the Nazi Germany influence on NASA, on the space program, on politics, on banking, on pharmaceuticals, on agriculture, pesticides, you name it, it's incredible.
[01:10:55.834 --> 01:11:02.139]  And it's extremely well documented, so giving a big shout out to Jim Mars, who, by the way, is a guest here on the Alex Jones Show from time to time.
[01:11:03.126 --> 01:11:06.669]  Also coming up in the next hour we're going to have Robert Scott Bell joining us.
[01:11:06.709 --> 01:11:08.451]  He's a host also with GCN.
[01:11:08.851 --> 01:11:16.018]  He has his own radio show and he's going to be joining us to share some of the things that we all have to be thankful for this Thanksgiving.
[01:11:16.759 --> 01:11:25.727]  I'm going to be given five things and Robert's got his five things and hopefully I want to open up the phones today and ask you to call in and with your comments on Ron Paul, the debates,
[01:11:26.628 --> 01:11:32.853]  Or the on-fire turkey roasting episode that Janet Napolitano warned us about?
[01:11:33.834 --> 01:11:38.318]  Or even maybe what you're thankful for this Thanksgiving, because we do have a lot to be thankful for, don't we?
[01:11:38.658 --> 01:11:38.918]  Really.
[01:11:39.539 --> 01:11:45.023]  Even in the midst of all this tyranny and all this oppression and all the insanity out there, think about it.
[01:11:45.243 --> 01:11:46.884]  We still have Ron Paul on stage.
[01:11:47.714 --> 01:11:48.495]  Telling the truth.
[01:11:49.095 --> 01:11:49.776]  Isn't that amazing?
[01:11:50.216 --> 01:12:06.109]  We still have InfoWars, we have Alex Jones, we have this media channel, we have all of you out there, the supporters, the listeners, the viewers, the people who are sending out the tweets and putting it on Facebook and putting the bumper stickers out there and handing out the movies and the DVDs.
[01:12:06.169 --> 01:12:06.790]  Good for you!
[01:12:07.510 --> 01:12:08.311]  I'm thankful for you.
[01:12:08.831 --> 01:12:09.552]  You know, speaking of that,
[01:12:10.623 --> 01:12:13.564]  They didn't even ask me to plug this, but I'm just, I just feel like it's appropriate.
[01:12:13.584 --> 01:12:17.285]  Can you give a shot, a video shot of these movies over here?
[01:12:17.706 --> 01:12:24.708]  Right now, the InfoWars store is offering the 18 DVDs at a low price.
[01:12:24.748 --> 01:12:24.928]  Is that $129?
[01:12:25.068 --> 01:12:25.749]  Is that the price?
[01:12:28.272 --> 01:12:29.793]  99?
[01:12:29.192 --> 01:12:29.793]  Are you kidding me?
[01:12:30.634 --> 01:12:32.155]  I'm not going to turn this into an infomercial.
[01:12:32.415 --> 01:12:34.477]  No, I just think it's a great buy.
[01:12:34.837 --> 01:12:39.341]  I'm actually picking up this whole set myself today because I haven't seen all of Alex's films.
[01:12:39.601 --> 01:12:40.942]  I must admit, I haven't seen them all.
[01:12:41.563 --> 01:12:53.493]  I've seen many of them, I've followed Alex for many years, but I haven't seen all the films and I think I can learn some more also because there's nobody on the cutting edge of just doing this research year after year, day after day, sacrificing his personal time
[01:12:54.033 --> 01:13:00.534]  I mean, he's even on vacation reporting, doing the news, doing investigative journalism as he's on vacation.
[01:13:00.554 --> 01:13:04.815]  It's like, we're here in the Grand Canyon, and here's what you need to know.
[01:13:04.855 --> 01:13:05.395]  Here's another film.
[01:13:05.755 --> 01:13:06.676]  Yeah, it's $99.95.
[01:13:06.876 --> 01:13:07.776]  All right?
[01:13:07.956 --> 01:13:12.737]  So I was off by 95 cents, but $99.95 at the Infowars.com store.
[01:13:13.017 --> 01:13:18.318]  You can get these 18 DVDs, all of Alex Jones films, ever!
[01:13:20.158 --> 01:13:20.359]  Woo!
[01:13:20.379 --> 01:13:22.099]  That's some Christmas viewing for you right there.
[01:13:23.035 --> 01:13:24.116]  Hand him out to your family and friends.
[01:13:35.939 --> 01:13:41.401]  He's fighting on the front lines, he's telling the truth, he's doing his part, and the mainstream media isn't recognizing him.
[01:13:41.441 --> 01:13:42.021]  And I said, you know what?
[01:13:42.061 --> 01:13:42.702]  You're right, man.
[01:13:43.122 --> 01:13:45.483]  You are right, and you need more recognition, and you deserve it.
[01:13:45.903 --> 01:13:48.504]  So, I put out an article that just said, I salute you, man.
[01:13:48.944 --> 01:13:54.206]  I salute what you're doing, what you stand for, the truth that you are speaking out there, the shows that you're filming.
[01:13:54.646 --> 01:13:56.827]  You are a great American hero.
[01:13:57.367 --> 01:13:58.448]  A true patriot.
[01:13:59.554 --> 01:14:03.256]  Just like Ron Paul, just like Alex Jones, and many other people out there.
[01:14:03.296 --> 01:14:05.617]  So, you know, hats off to you, man.
[01:14:06.237 --> 01:14:11.219]  Keep up the great work and you are being recognized by those who still have their sanity.
[01:14:11.599 --> 01:14:12.259]  Isn't that good to know?
[01:14:12.559 --> 01:14:19.862]  Hey, we don't have to be on the top ten Mr. Popular list of the general public out there, the fluoride heads.
[01:14:20.042 --> 01:14:21.423]  I don't want to be on their top ten list.
[01:14:22.984 --> 01:14:23.544]  We're good to go.
[01:14:53.598 --> 01:14:54.858]  Just stealing money from people.
[01:14:55.919 --> 01:14:59.580]  Hundreds of millions of dollars, I think, is what was stolen from people, and they don't even care.
[01:14:59.600 --> 01:15:01.520]  They're like, just take it!
[01:15:02.361 --> 01:15:03.821]  We stole your money, deal with it.
[01:15:04.241 --> 01:15:06.202]  That's the new banking system in America today.
[01:15:07.282 --> 01:15:08.042]  Next item.
[01:15:08.602 --> 01:15:16.705]  We have now confirmed that Walgreens is giving out iPad prizes to employees that push the most flu vaccines.
[01:15:16.745 --> 01:15:20.326]  Do you have a Walgreens graphic for those of you watching on
[01:15:21.414 --> 01:15:22.034]  PrisonPlanet.tv
[01:15:52.255 --> 01:15:54.138]  I guess I gotta thank them for getting back in touch with us.
[01:15:54.158 --> 01:16:05.033]  They said, quote, our objective during flu season is to protect as many people as possible through the administration of flu shots as an important preventive health measure.
[01:16:05.888 --> 01:16:06.748]  It's protection now.
[01:16:07.188 --> 01:16:07.708]  Protection.
[01:16:08.329 --> 01:16:15.370]  The incentive program, they say, is one of the ways in which we encourage our employees to support this objective.
[01:16:16.170 --> 01:16:16.630]  Objective?
[01:16:16.710 --> 01:16:17.891]  It's like a military objective.
[01:16:19.271 --> 01:16:22.372]  And for our pharmacies to continue to play a leading role.
[01:16:23.132 --> 01:16:23.932]  A leading role!
[01:16:24.872 --> 01:16:28.413]  In helping people stay healthy during the flu season!
[01:16:29.465 --> 01:16:37.815]  They should just say amen at the end of that or something, as if they're, because it's almost like they're trying to invoke that they're following the commandments of God.
[01:16:39.377 --> 01:16:40.017]  Which they are not.
[01:16:40.278 --> 01:16:45.103]  They add, we share the recommendations of the CDC and other national health organizations.
[01:16:45.824 --> 01:16:46.425]  Oh, really?
[01:16:46.505 --> 01:16:48.027]  They follow the CDC?
[01:16:49.913 --> 01:16:51.996]  Okay, that explains it.
[01:16:52.397 --> 01:17:04.692]  You mean the CDC, who had one of their own researchers indicted by a federal grand jury in Atlanta for allegedly taking grant money and using it to buy motorcycles and cars and houses?
