[00:00:00.009 --> 00:00:00.749]  Radio Network.
[01:15:28.603 --> 01:15:29.144]  Let's talk.
[01:15:29.264 --> 01:15:30.385]  I want to go as quickly as possible.
[01:15:30.485 --> 01:15:32.026]  Randy in Michigan, you're on the air.
[01:15:33.038 --> 01:15:48.336]  Yes, this is exactly what you said happened as well with the barium and finding the lead when they did the plain trails and then following that there was a story on the news covering it and exactly what's happening with the birds is what's when you mentioned it.
[01:15:48.356 --> 01:15:49.377]  We did get reports out of
[01:15:49.617 --> 01:16:04.207]  Arkansas and I know over the weekend here in Texas it was chemtrail central and for those that don't know the government admits and has the patents for barium salts aluminum dioxide added to jet fuel to then be dispersed and the airlines don't even know they're doing it sorry go ahead
[01:16:05.020 --> 01:16:09.522]  Well, I'm just saying, yeah, that came true exactly like you said, like a year after.
[01:16:09.542 --> 01:16:13.704]  And same thing as well, I'll just give you an example.
[01:16:13.744 --> 01:16:19.406]  Today I was watching the news and on comes this thing about an iPhone app to tell people on the road.
[01:16:19.466 --> 01:16:23.848]  And they're going to cover it tonight on our Detroit News here in Michigan, WDIV Channel 4.
[01:16:24.408 --> 01:16:25.369]  And they're going to cover it.
[01:16:25.909 --> 01:16:26.991]  We're good to go.
[01:16:36.286 --> 01:16:46.133]  The bird issue is tied into that same thing with the barium and the lead being found and then all of a sudden it's on the news this guy went out and you know just a homeowner went and collected it somehow and brought it in and found all this stuff in there.
[01:16:46.573 --> 01:16:48.214]  Barium is used for like radioactive...
[01:17:06.186 --> 01:17:06.586]  Arkansas?
[01:17:07.367 --> 01:17:16.597]  Well, I'm not sure if it was in, it might have been Arkansas, I'm not, but I remember finding a YouTube clip of the actual local news clip of a, like I don't know if it was a farmer or a guy that found it.
[01:17:16.617 --> 01:17:21.002]  No, no, I've seen news reports where they've tested the chemtrails and it's been, Barry M, I appreciate your call.
[01:17:22.020 --> 01:17:27.562]  Speaking of surveillance, they don't come out and say, ooh, it's Big Brother, we're going to watch you in your house.
[01:17:28.142 --> 01:17:33.784]  They had the Houston police chief five years ago come out, or four years ago, and say, oh, we're going to put cameras in your homes.
[01:17:34.184 --> 01:17:35.284]  That might help stop crime.
[01:17:35.784 --> 01:17:47.128]  They have a New York Times article about how great it is that smart cameras are going in everywhere to watch doctors and make sure they wash their hands, to watch employees, to watch kids, and report you to the police if you don't.
[01:17:47.788 --> 01:17:49.649]  See, you're guilty until proven innocent.
[01:17:50.070 --> 01:17:53.412]  And it's worse than 1984, and they're just going to it.
[01:17:53.972 --> 01:17:55.613]  Let's talk to Wayne in Arkansas.
[01:17:55.653 --> 01:17:56.354]  Wayne, you're on the air.
[01:17:57.755 --> 01:17:58.335]  Hey, Alex.
[01:17:58.355 --> 01:17:58.796]  How you doing?
[01:17:59.076 --> 01:17:59.296]  Good.
[01:17:59.336 --> 01:17:59.676]  Go ahead.
[01:18:01.137 --> 01:18:09.343]  Well, first off, I live up here in a area called Searcy County, which is north central Ozarks, about probably an hour north of DB.
[01:18:10.764 --> 01:18:14.106]  And we've noticed just unbelievable chem spraying the last several years.
[01:18:16.138 --> 01:18:19.860]  In all species of birds, the turkeys have basically disappeared.
[01:18:19.900 --> 01:18:21.200]  Yeah, I've got the reports here.
[01:18:21.300 --> 01:18:24.502]  Not just the bees, but the bumblebees are almost all dying.
[01:18:24.782 --> 01:18:26.322]  But the government's not worried about that.
[01:18:26.342 --> 01:18:28.943]  They want to put a tax on carbon dioxide that plants breathe.
[01:18:30.084 --> 01:18:34.146]  Well, it's obvious that there's other things going on.
[01:18:34.186 --> 01:18:41.689]  I heard you on Coast to Coast last night and tried to call in because we're also, and this may sound crazy to some of the people out there listening, but we're also seeing
[01:18:42.466 --> 01:18:44.388]  Strange craft in the air at night.
[01:18:44.508 --> 01:18:46.249]  They're definitely not helicopters.
[01:18:46.329 --> 01:18:49.752]  No, no, the government admits they've given the state and local government covertly.
[01:18:49.772 --> 01:18:51.313]  They have National Guard running them.
[01:18:51.493 --> 01:18:52.734]  All sorts of drones.
[01:18:53.254 --> 01:18:54.956]  And a lot of them look like flying saucers.
[01:18:54.996 --> 01:18:57.458]  And it's all meant to, again, scare everybody.
[01:18:58.258 --> 01:19:00.840]  Yeah, there's a lot of strange things going on up here.
[01:19:00.900 --> 01:19:04.303]  And, uh, you know, I think it's all tying in.
[01:19:04.323 --> 01:19:06.124]  I listen to you basically every day.
[01:19:06.365 --> 01:19:10.348]  And I think it's all tying in with the biblical prophecies and that these people are, uh,
[01:19:11.192 --> 01:19:14.234]  Basically they're tied to Satan, the people that run our world now.
[01:19:14.534 --> 01:19:18.736]  And I think people better get through this thing the way they can.
[01:19:18.756 --> 01:19:21.377]  That's why I moved up here several years ago from Texas.
[01:19:21.397 --> 01:19:22.318]  I actually used to live in Texas.
[01:19:23.243 --> 01:19:27.765]  Houston, Texas down there, and I'm sure you're aware of what an evil corporate place that is.
[01:19:27.945 --> 01:19:30.506]  Oh, they had drones six, seven years ago surveilling you there.
[01:19:30.886 --> 01:19:42.171]  But don't worry, the Pentagon now is going to domestically deploy something called the Gorgon, with eight face-scanning cameras flying around in disc-shaped craft, face-scanning you in the streets.
[01:19:42.551 --> 01:19:43.872]  And it's called the Gorgon.
[01:19:44.853 --> 01:19:48.116]  Is it really possible to get out of debt without payment plans or attorneys?
[01:19:48.937 --> 01:19:53.162]  18 years ago, we developed a program that has made thousands debt-free in just 90 days.
[01:19:53.442 --> 01:19:59.368]  It's called Zero Debt in 90 Days, and it works for all credit card debt, medical bills, even collection lawsuits.
[01:19:59.608 --> 01:20:01.750]  When I first joined, I was being sued.
[01:20:02.031 --> 01:20:07.977]  So I used the program methods, and after filing one piece of paper, the collection lawsuit was dismissed.
[01:20:08.117 --> 01:20:11.440]  With zero debt in 90 days, your success is guaranteed in writing.
[01:20:11.521 --> 01:20:13.222]  There is no other program of its kind.
[01:20:13.402 --> 01:20:15.445]  Don't be alone when creditors gang up on you.
[01:20:15.585 --> 01:20:20.250]  Let our team of experts provide the resources to fight back and stop creditors in only 90 days.
[01:20:20.470 --> 01:20:21.090]  Guaranteed.
[01:20:21.271 --> 01:20:25.315]  Prevent wage garnishments, bank levies, and stop collection calls with our proven program.
[01:20:25.555 --> 01:20:30.337]  Call Zero Debt in 90 days now, 800-477-9256, and ask for free information from an expert who also completed our program.
[01:20:30.357 --> 01:20:31.477]  800-477-9256 or zerodetguarantee.com.
[01:20:31.497 --> 01:20:32.238]  800-477-9256 or zerodetguarantee.com.
[01:20:44.665 --> 01:20:48.809]  As many people know, ever since President Nixon took us off the gold standard, the U.S.
[01:20:48.849 --> 01:20:50.110]  dollar has been devaluating.
[01:20:50.290 --> 01:20:53.994]  What people don't know, however, is how this directly affects your personal finances.
[01:20:54.294 --> 01:20:56.816]  Is there a way to protect your portfolios from losing value?
[01:20:57.016 --> 01:20:58.838]  The answer to all of this is gold and silver.
[01:20:58.998 --> 01:21:01.320]  They both have maintained their purchasing power for 6,000 years.
[01:21:02.321 --> 01:21:11.072]  If you had $100,000 in cash and $100,000 in gold and silver back in 1913 and kept them until now, your cash would have the buying power of only $4,800.
[01:21:11.112 --> 01:21:14.557]  But your gold and silver would have the buying power of $3,000,000.
[01:21:14.597 --> 01:21:17.701]  The answer to protecting your assets is simple.
[01:21:17.901 --> 01:21:19.723]  Call John Ballman today at 1-800-686-2237 extension 169.
[01:21:19.823 --> 01:21:23.126]  Get all your questions answered before your money is worth zero.
[01:21:23.186 --> 01:21:23.766]  Call 1-800-686-2237 extension 169.
[01:21:23.826 --> 01:21:26.169]  Take action today while we still accept paper dollars for gold.
[01:21:26.249 --> 01:21:26.829]  That's 1-800-686-2237 extension 169.
[01:21:43.979 --> 01:21:46.301]  They helped to create a New World Order.
[01:21:46.381 --> 01:21:48.583]  We are part of a New World Order.
[01:21:48.683 --> 01:21:51.886]  A New World Order based upon collective action.
[01:21:51.906 --> 01:21:56.650]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[01:21:57.010 --> 01:22:01.214]  The New World Order really is a tool for addressing a new world of possibilities.
[01:22:01.514 --> 01:22:03.835]  It means all the world under their control.
[01:22:03.855 --> 01:22:06.376]  The United Nations would take over America.
[01:22:06.736 --> 01:22:09.317]  The Trilateral Commission would control the world.
[01:22:09.658 --> 01:22:17.261]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[01:22:17.597 --> 01:22:22.858]  I believe, first of all, that we now need nothing short of a world constitution for the global financial system.
[01:22:22.978 --> 01:22:25.799]  Global governance with the establishment of the G20.
[01:22:25.839 --> 01:22:29.279]  So it's going to be an inner ruling elite and then everyone else.
[01:22:29.519 --> 01:22:30.440]  And I got news for you.
[01:22:30.600 --> 01:22:31.920]  You're everyone else.
[01:22:31.940 --> 01:22:32.940]  Invisible Empire.
[01:22:33.440 --> 01:22:37.641]  Secure your copy today at InfoWars.com or PrisonPlanet.com.
[01:22:37.741 --> 01:22:41.242]  Or watch it online in the highest quality at PrisonPlanet.tv.
[01:22:43.092 --> 01:22:43.893]  Pure water.
[01:22:44.213 --> 01:22:46.676]  What could be better than the gift of health for your loved ones?
[01:22:46.916 --> 01:22:49.138]  And who better to help you give the gift this holiday season?
[01:22:54.964 --> 01:23:00.026]  Well water, chances are that water is contaminated with rust, bacteria, chlorine, and fluoride.
[01:23:00.246 --> 01:23:10.470]  For just pennies a day, Berkey water filters remove dangerous contaminants from both well and city water, is powerful enough to purify stagnant pond water, and is great for camping and emergencies.
[01:23:10.810 --> 01:23:16.312]  Right now, GCN listeners get 5% off all ceramic filter systems and free shipping on orders over $50.
[01:23:17.412 --> 01:23:23.975]  Purchase any filter system from BigBerkeyWaterFilters.com to get your choice of Berkey sport bottles, a KDF shower filter,
[01:23:24.255 --> 01:23:25.936]  What if I say I'm not like the others?
[01:23:25.976 --> 01:23:28.818]  What if I say I'm not just another one of your planes?
[01:23:28.838 --> 01:23:29.699]  You're the pretender!
[01:24:10.864 --> 01:24:11.548]  Yeah.
[01:24:20.252 --> 01:24:21.052]  Yeah!
[01:24:21.592 --> 01:24:25.354]  So who are you?
[01:24:25.394 --> 01:24:27.855]  Who are you?
[01:24:27.895 --> 01:24:30.636]  What side of this equation are you on?
[01:24:30.756 --> 01:24:34.998]  We're being bum-rushed by the Pentagon design surveillance grid.
[01:24:35.698 --> 01:24:37.479]  Are we going to recognize it and say no?
[01:24:37.519 --> 01:24:41.200]  Or will we succumb to the high-tech matrix takeover?
[01:24:42.061 --> 01:24:44.382]  Deep inside your soul, folks, you know.
[01:24:45.404 --> 01:24:46.264]  We gotta stand up.
[01:24:47.025 --> 01:24:49.106]  And why don't we just say we're not going along?
[01:24:50.867 --> 01:24:52.808]  What if I say I'm not going along?
[01:24:53.348 --> 01:24:55.309]  What if I say I'm not one of your slaves?
[01:24:55.629 --> 01:24:56.570]  You're the pretender.
[01:24:56.830 --> 01:24:59.371]  What if I say I will never surrender?
[01:25:00.512 --> 01:25:02.673]  Let's talk to Paul in California.
[01:25:02.713 --> 01:25:03.654]  You're on the air.
[01:25:03.734 --> 01:25:04.074]  Welcome.
[01:25:05.950 --> 01:25:06.771]  Hello, can you hear me?
[01:25:07.091 --> 01:25:07.971]  Yes, sir, I can.
[01:25:08.411 --> 01:25:10.052]  Okay, sorry, my phone kind of beeped.
[01:25:10.213 --> 01:25:10.613]  Oh, I understand.
[01:25:10.813 --> 01:25:16.336]  That's what the phone system does, and I don't know why most radio phone systems do that, but you think you're being hung up on, it goes BAH!
[01:25:16.496 --> 01:25:17.097]  when they go to you.
[01:25:17.597 --> 01:25:18.558]  Okay, great, thank you.
[01:25:19.898 --> 01:25:26.122]  I'm Prison Planet subscriber, I've been listening for a little bit, and I appreciate what you and your team are doing, thank you very much.
[01:25:26.923 --> 01:25:28.203]  Well done, yes, thank you.
[01:25:28.404 --> 01:25:31.946]  And I just wanted to let you know, I don't know if you heard, but
[01:25:33.064 --> 01:25:43.284]  I guess BBC's putting out some type of cover story it looks like, saying that poisoning's being ruled out after several cats and dogs ate the dead birds and suffered no illnesses.
[01:25:44.247 --> 01:25:51.490]  And that, uh, that they believe that it's the fireworks that have caused thousands of birds to fall from the sky of Arkansas town over New Year's Eve.
[01:25:51.730 --> 01:25:52.790]  And be pulverized.
[01:25:52.850 --> 01:25:58.952]  And I guess the latest ones to fall out of the sky last night, that was fireworks, too, in the middle of nowhere, uh, in Louisiana.
