[00:00:00.229 --> 00:00:01.550]  ...storable food can be.
[01:56:31.528 --> 01:56:36.689]  So no law applies when you and I agree that I'll do some work for you for X amount of dollars.
[01:56:36.689 --> 01:56:39.490]  So I'm doing that as much as I can.
[01:56:39.990 --> 01:56:43.372]  And staying out of banks and trying to get away from all of that.
[01:56:43.372 --> 01:56:47.314]  Now, if you take the money out from under them, that'll get their attention.
[01:56:47.314 --> 01:56:48.915]  I don't know what else to do.
[01:56:48.915 --> 01:56:54.819]  I mean, you know, everybody says, well, I'm for liberty, and then they go get a big loan from the banks.
[01:56:54.819 --> 01:56:58.561]  Or they whine and cry and say, why would the foreign bankers hurt us?
[01:56:58.561 --> 01:56:59.582]  Don't they care?
[01:56:59.582 --> 01:57:01.043]  Don't they love me?
[01:57:01.043 --> 01:57:03.084]  They're ruthless conquerors!
[01:57:03.084 --> 01:57:06.606]  They're ruthless conquerors that are economically
[01:57:07.046 --> 01:57:13.809]  Militarily conquering us with a pincer attack and all this phony environmentalism has nothing to do with the earth.
[01:57:13.809 --> 01:57:15.109]  It's about taxes.
[01:57:15.109 --> 01:57:15.850]  Go ahead.
[01:57:15.850 --> 01:57:19.331]  And they put little commercials on the air that say, what's in your wallet?
[01:57:19.331 --> 01:57:20.111]  Well, my money.
[01:57:20.111 --> 01:57:21.032]  Thank you very much.
[01:57:21.032 --> 01:57:22.192]  It's not in your wallet.
[01:57:22.192 --> 01:57:23.033]  It's in mine.
[01:57:23.033 --> 01:57:23.993]  Thanks.
[01:57:23.993 --> 01:57:31.756]  You know, I'm not going to, you know, I just trust in God and I do the best that I can and I can make a private contract with somebody.
[01:57:31.756 --> 01:57:32.717]  They pay me cash.
[01:57:32.717 --> 01:57:33.897]  Nobody knows the difference.
[01:57:33.897 --> 01:57:35.058]  Big deal.
[01:57:35.058 --> 01:57:36.038]  It's not illegal.
[01:57:36.670 --> 01:57:37.470]  I hear you, brother.
[01:57:37.470 --> 01:57:38.391]  Good to hear from you.
[01:57:38.391 --> 01:57:39.371]  I gotta jump.
[01:57:39.371 --> 01:57:42.453]  This is the end of the transmission.
[01:57:42.453 --> 01:57:43.453]  We are out of time.
[01:57:43.453 --> 01:57:51.397]  I'll see you in T-minus six days and 22 hours back live Sundays, 4 to 6 p.m.
[01:57:51.397 --> 01:57:53.498]  Don't forget the weekday show live.
[01:57:53.498 --> 01:57:58.981]  If you don't have a local airman in your area at InfoWars.com and the free podcast daily with over a hundred
[01:58:00.073 --> 01:58:05.658]  And 20,000 people a day downloading the free podcast of the radio show at InfoWars.com.
[01:58:05.658 --> 01:58:07.660]  Look, all I've ever done is told you the truth.
[01:58:07.660 --> 01:58:09.561]  Everything I told you has come true.
[01:58:09.561 --> 01:58:10.242]  We're right.
[01:58:10.242 --> 01:58:11.563]  We know what's going on.
[01:58:11.563 --> 01:58:12.364]  Join us.
[01:58:12.364 --> 01:58:13.605]  Defend the Republic.
[01:58:13.605 --> 01:58:15.447]  God bless you all!
[01:58:16.994 --> 01:58:17.934]  Hi, this is Ted Anderson.
[01:58:17.934 --> 01:58:20.075]  Did you miss your favorite shows on GCN today?
[01:58:20.075 --> 01:58:28.098]  Thanks to the continued support of our listeners, subscribers, and sponsors, we are proud to bring the GCN audience a new and exciting way to listen called On Demand.
[01:58:28.098 --> 01:58:34.121]  Available on GCNlive.com, On Demand plays each show continuously until the next time the show goes live.
[01:58:34.121 --> 01:58:35.241]  It's simple to use.
[01:58:35.241 --> 01:58:39.943]  Just go to GCNlive.com, click on the On Demand button, and find your favorite shows.
[01:58:39.943 --> 01:58:40.923]  Don't get discouraged.
[01:58:40.923 --> 01:58:42.604]  Get On Demand, free!
[01:58:42.604 --> 01:58:45.245]  Thanks again to the listeners at GCNlive.com.
[01:58:47.492 --> 01:58:50.454]  Are your Federal Reserve notes looking for a safe haven?
[01:58:50.454 --> 01:58:53.075]  Mine found it in precious metals.
[01:58:53.075 --> 01:58:56.898]  Not paper promises, but actual gold in my possession.
[01:58:56.898 --> 01:59:04.142]  It is liquid, it is private, it owes no one, it cannot go bankrupt, and it maintains its purchasing power.
[01:59:04.142 --> 01:59:06.723]  Find your answer at Midas Resources.
[01:59:06.723 --> 01:59:06.984]  That's 1-800-686-2237.
[01:59:06.984 --> 01:59:07.444]  The answer is at 1-800-686-2237.
[01:59:16.847 --> 01:59:19.349]  What will you do when the economy collapses?
[01:59:19.349 --> 01:59:22.330]  Store shelves are empty and your stored food is gone.
[01:59:22.330 --> 01:59:24.152]  How will you feed your family?
[01:59:24.152 --> 01:59:31.496]  True self-sufficiency and peace of mind is being able to grow a wide range of crops, ensuring a well-balanced diet for your family.
[01:59:31.496 --> 01:59:38.940]  GetSeeds.net is offering 100 different varieties of GM-free vegetable seeds for only $49 with free shipping.
[01:59:38.940 --> 01:59:42.523]  You get over 14,000 seeds for only $49.
[01:59:42.523 --> 01:59:46.425]  We offer a complete range of seeds, including heirloom tomatoes, old-fashioned beans,
[01:59:46.425 --> 01:59:46.826]  I don't know.
