[00:00:00.669 --> 00:00:01.770]  Government cover-ups.
[01:20:55.216 --> 01:20:59.798]  Through the authority that has been delegated to us, it is time to destroy the destroyers.
[01:21:00.258 --> 01:21:05.480]  The number of the mounted troops was 200 million, the vast majority of the population of the U.S.
[01:21:05.720 --> 01:21:16.245]  Though the people of the U.S., where their numbers and influence are strongest, have primary responsibility for reigning them in and bringing them to justice, all nations will participate since they reside the world over.
[01:21:16.705 --> 01:21:20.667]  They are called Illuminati, elite, proponents of the New World Order.
[01:21:21.087 --> 01:21:21.727]  We're good to go.
[01:21:50.422 --> 01:21:52.545]  Hey Bonnie, no more pickpocketing for us.
[01:21:52.805 --> 01:21:56.971]  I have an easier way we can steal people's credit cards without them even knowing they've been robbed.
[01:21:57.151 --> 01:21:58.253]  How so, Clyde?
[01:21:58.433 --> 01:22:01.177]  I have this RFID reader I picked up on the internet.
[01:22:01.357 --> 01:22:06.024]  Just by waving it near you, I can skim your credit card information while your cards are still in your purse.
[01:22:06.224 --> 01:22:06.745]  Just watch.
[01:22:07.352 --> 01:22:09.294]  Hey look, that's my info on the screen.
[01:22:09.434 --> 01:22:10.675]  You gotta be kidding me.
[01:22:10.916 --> 01:22:11.176]  Nope.
[01:22:11.316 --> 01:22:15.380]  With 50 million credit cards with hidden RFID chips, I figure we'll make a fortune.
[01:22:15.600 --> 01:22:17.822]  As long as people don't hear about Identity Stronghold.
[01:22:18.043 --> 01:22:18.363]  Why?
[01:22:18.563 --> 01:22:20.345]  What's Identity Stronghold?
[01:22:20.525 --> 01:22:21.866]  They make the Secure Sleeve.
[01:22:22.087 --> 01:22:25.630]  When people keep their credit cards in the shielded Secure Sleeve, I can't read them.
[01:22:25.670 --> 01:22:28.653]  Do a lot of people already know about the Secure Sleeve?
[01:22:28.753 --> 01:22:29.294]  No way.
[01:22:29.594 --> 01:22:32.979]  Most people don't realize they even have chips in their credit cards and passports.
[01:22:33.139 --> 01:22:35.783]  Clyde, we should get some of those secure sleeves.
[01:22:35.903 --> 01:22:36.804]  I already got some.
[01:22:37.005 --> 01:22:38.687]  I also got some to fit our passports.
[01:22:38.927 --> 01:22:43.614]  Identity Stronghold has secure sleeves for sale right on the internet at idstronghold.com.
[01:22:43.915 --> 01:22:45.457]  idstronghold.com?
[01:22:45.737 --> 01:22:46.078]  Right!
[01:22:46.238 --> 01:22:47.219]  Or you can call them at 1-800-610-2770.
[01:23:03.619 --> 01:23:06.882]  Accelerate their fellow man's understanding of the New World Order Master Plan.
[01:23:07.162 --> 01:23:11.106]  We have a short time frame to fully awaken and energize the people to meet this threat.
[01:23:11.406 --> 01:23:16.330]  In the Info War, PrisonPlanet.TV is a powerful weapon in the battle to regain our freedom.
[01:23:16.611 --> 01:23:19.373]  PrisonPlanet.TV is a vault of forbidden information.
[01:23:19.653 --> 01:23:23.697]  All 18 of my documentary films can be downloaded or streamed in super high quality.
[01:23:23.857 --> 01:23:26.479]  ...directly to your computer or iPhone and share it with others.
[01:23:26.860 --> 01:23:32.685]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[01:23:32.845 --> 01:23:37.369]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[01:23:37.689 --> 01:23:40.191]  The Info War is waiting for you to set it free.
[01:23:40.532 --> 01:23:42.213]  Join PrisonPlanet.tv.
[01:23:42.593 --> 01:23:44.375]  Burn the info bombs to disk.
[01:23:44.575 --> 01:23:46.377]  Put them on the file sharing networks.
[01:23:46.717 --> 01:23:48.138]  Bring down the New World Order.
[01:23:48.499 --> 01:23:49.239]  PrisonPlanet.tv.
[01:24:02.310 --> 01:24:07.094]  Aww, a little more Dylan!
[01:24:08.575 --> 01:24:12.078]  I'll take it on this sunny 4th of July, Independence Day.
[01:24:12.238 --> 01:24:13.519]  It's the Alex Jones Show, folks.
[01:24:13.579 --> 01:24:14.380]  I'm Jason Burmess.
[01:24:14.400 --> 01:24:18.163]  If you want to get at me, it's MySpace.com slash Jason Burmess.
[01:24:19.584 --> 01:24:23.207]  I am one of the producers of Loose Change, working on a new flick down here in Austin, Texas.
[01:24:24.067 --> 01:24:26.669]  Hopefully coming at you September 1st, Fabled Enemies.
[01:24:26.769 --> 01:24:27.170]  Get ready.
[01:24:27.190 --> 01:24:28.651]  It's going to have the Barry Jennings interview.
[01:24:29.326 --> 01:24:32.947]  Very successful story here at InfoWars.com and PrisonPlanet.com.
[01:24:33.967 --> 01:24:37.788]  Over 50,000 views on YouTube in just a couple of weeks.
[01:24:38.169 --> 01:24:39.049]  Less than two weeks, I think.
[01:24:40.249 --> 01:24:42.430]  In dozens of different versions.
[01:24:43.530 --> 01:24:47.491]  But today is the launch of Truth Rising.
[01:24:47.531 --> 01:24:50.292]  We launched a little early yesterday, but this is the official launch.
[01:24:51.352 --> 01:24:52.693]  And we're all really proud of this film here.
[01:24:54.813 --> 01:24:55.573]  Myself included.
[01:24:55.613 --> 01:24:57.174]  I had very little to do with it, but I did
[01:24:58.490 --> 01:25:25.042]  Actually design the DVD cover and that sort of thing and watch as Rob Jacobson edited it for the last couple of months really checking it out and pointing out you know how how what well it's done I mean it's it's cinema verite it is just truly different from anything Alex Jones has ever put out before with interviews with people like Jesse Ventura, Willie Nelson, Martin Sheen, George Carlin, Rosie O'Donnell, Christine Ebersole.
[01:25:25.522 --> 01:25:27.483]  This film is unlike anything
[01:25:28.311 --> 01:25:30.592]  I think the movement has ever seen.
[01:25:30.772 --> 01:25:33.493]  I mean it really is just an excellent, excellent movie.
[01:25:34.413 --> 01:25:39.375]  And before we jump to your calls, I want to take time to thank our sponsors.
[01:25:39.655 --> 01:25:41.896]  They help support this show and we hope you support them.
[01:25:43.577 --> 01:25:46.658]  Go check out www.enerfood.com.
[01:25:46.678 --> 01:25:47.978]  That's enerfood.com.
[01:25:48.018 --> 01:25:53.320]  These guys have been supporting the Patriot Radio Movement for years and have one of the best product lines we've come across.
[01:25:54.581 --> 01:25:57.602]  Click on the banner over at www.infowars.com.
[01:25:58.456 --> 01:26:01.017]  For Alex Jones listener exclusive discounts.
[01:26:01.037 --> 01:26:02.518]  That's right, you get discounts if you go through us.
[01:26:02.778 --> 01:26:06.980]  Don't forget to order their coconut milk powder and NutriCafe, the healthy coffee.
[01:26:07.440 --> 01:26:12.182]  This is the best herbal supplement we've tried and the whole InfoWars crew is absolutely addicted to this stuff.
[01:26:12.662 --> 01:26:16.744]  Gotta tell ya, I'm now staying with Dykes and he's got the N-R-Food over there.
[01:26:17.144 --> 01:26:19.485]  There's always a spoonful in the juice in the morning.
[01:26:21.265 --> 01:26:23.606]  It's worth every penny and we know you'll feel the difference.
[01:26:24.247 --> 01:26:27.408]  You'll have more energy, greater mental clarity, and it even helps with weight loss.
[01:26:28.268 --> 01:26:30.128]  I can tell you folks, it does give you quite the buzz.
[01:26:30.509 --> 01:26:33.669]  It's the most buzziest green food I've ever seen.
[01:26:33.689 --> 01:26:39.691]  20 power-packed ingredients including dulse, kelp, barley grass, wheat grass, chlorella, spirella, and more!
[01:26:39.711 --> 01:26:49.313]  Remember, balanced energy all day long, greater stamina, weight loss, 20 power-packed ingredients, and your mind works just a tad bit better.
[01:26:49.353 --> 01:26:52.454]  That's enterfood.com, E-N-E-R, food.
[01:26:54.292 --> 01:26:59.255]  Actually, you know, for you guys that are all going to be drinking all day, you might want to pop a little bit of this with your brewskis.
[01:26:59.815 --> 01:27:01.076]  Keep you up so you don't fall asleep.
[01:27:02.097 --> 01:27:07.200]  Then again, I know we've got some pretty big warriors out there on the 4th of July.
[01:27:07.600 --> 01:27:08.781]  Try to be careful, too, folks.
[01:27:08.821 --> 01:27:11.823]  I haven't said that, but drinking and driving is not a good thing.
[01:27:11.863 --> 01:27:16.306]  That's not something we promote over here at InfoWars.com and PrisonPlanet.com.
[01:27:16.766 --> 01:27:17.847]  We want you to be safe today.
[01:27:17.887 --> 01:27:19.908]  We do want you to have a good time, and
[01:27:21.081 --> 01:27:30.609]  If you're a PrisonPlanet.tv member, we want you to download the movie in high quality DivX format and play it on your DivX player, your DVD player, most of them play DivX these days.
[01:27:31.249 --> 01:27:32.450]  Share this info with your family.
[01:27:32.490 --> 01:27:33.071]  Today's the day.
[01:27:33.111 --> 01:27:35.272]  I said it earlier today and I'm gonna say it again.
[01:27:35.673 --> 01:27:36.513]  You're gonna see your friends.
[01:27:36.533 --> 01:27:37.514]  You're gonna see your family.
[01:27:37.855 --> 01:27:39.196]  This information is vital.
[01:27:39.236 --> 01:27:40.897]  We don't really know how much time we have.
[01:27:41.397 --> 01:27:45.240]  We need to educate people that Barack Obama is not going to save the world.
[01:27:46.141 --> 01:27:46.762]  Did you know that?
[01:27:47.422 --> 01:27:48.763]  Yeah, Barack's not saving the world.
[01:27:48.843 --> 01:27:49.584]  Get with it.
[01:27:50.822 --> 01:27:51.362]  Get hip to it.
[01:27:51.703 --> 01:27:53.063]  Clinton's about to campaign for the man.
[01:27:53.263 --> 01:27:54.264]  Clinton is not a good person.
[01:27:55.845 --> 01:27:57.086]  Alright, let's jump to these other callers.
[01:27:57.126 --> 01:27:58.967]  Let's go to Mark in Georgia.
[01:27:59.027 --> 01:27:59.807]  Mark, what's on your mind?
[01:28:00.408 --> 01:28:01.248]  Well, a few things.
[01:28:01.288 --> 01:28:04.210]  So I'll try and hit them in a rapid sequence here.
[01:28:04.230 --> 01:28:06.911]  I was dealing with his erstwhile friend.
[01:28:08.032 --> 01:28:09.313]  Not very well educated.
[01:28:09.333 --> 01:28:10.633]  I told him he was a sycophant.
[01:28:10.653 --> 01:28:12.374]  He thought I was paying him a compliment.
[01:28:12.394 --> 01:28:14.936]  And he called me a paranoid schizophrenic.
[01:28:15.336 --> 01:28:18.238]  Well, not even I know what the word schizophrenic really means.
[01:28:19.244 --> 01:28:22.746]  I said, well, the thing is, you're an Aletheophobe.
[01:28:24.567 --> 01:28:27.728]  That's a person with a morbid irrational fear of the truth.
[01:28:27.808 --> 01:28:30.149]  Aletheia means truth in Greek.
[01:28:32.390 --> 01:28:34.251]  I think that some of these people need a ramp.
[01:28:34.791 --> 01:28:41.975]  They hit the wall, they need a ramp or a stairwell they can climb up that kind of explains to them, you know, kind of an introductory thing.
[01:28:42.855 --> 01:28:44.636]  Your project is the thing that woke me up.
[01:28:45.096 --> 01:28:45.476]  Oh, cool.
[01:28:45.636 --> 01:28:46.777]  And I thank you for that.
[01:28:47.972 --> 01:29:13.347]  I was thinking, with Mark Dice's, this is one of a number of points that I've hit in rapid sequence, that with Mark Dice's thing of inform a soldier, I appreciate that he wants to send them information, but I'm thinking along the lines that if we could put together a specific project that explains to the soldiers about their oath of office, and that on 10th, I hear these neocons talk about the 10th of September mentality,
[01:29:13.891 --> 01:29:15.092]  And I just sent in a rebuttal.
[01:29:15.112 --> 01:29:15.993]  Alright, hold on Mark.
[01:29:16.013 --> 01:29:16.873]  We're going to stay with you.
[01:29:16.933 --> 01:29:17.374]  Hold over.
[01:29:17.394 --> 01:29:18.774]  We're going to have you on the other side.
[01:29:19.115 --> 01:29:20.376]  This is the Alex Jones Show.
[01:29:20.416 --> 01:29:21.556]  It is Independence Day.
[01:29:21.596 --> 01:29:22.917]  Truth Rising has dropped.
[01:29:23.138 --> 01:29:24.879]  It's over at PrisonPlanet.tv.
[01:29:25.299 --> 01:29:26.340]  And we'll be back after this.
[01:29:26.360 --> 01:29:27.741]  This is the GCN Radio Network.
[01:29:41.024 --> 01:29:44.046]  We're on the march, the empire's on the run.
[01:29:44.966 --> 01:29:47.768]  Alex Jones and the GCN Radio Network.
[01:29:50.730 --> 01:29:52.211]  Hi, this is Brother Michael Dimon.
[01:29:52.551 --> 01:29:58.075]  You can now get the most important package ever on what has happened to the Catholic Church in the last 50 years.
[01:29:58.555 --> 01:30:06.460]  Find out how this massive crisis concerning the Catholic Church happened, what happened, and how the Bible predicted it would take place in the last days.
[01:30:06.980 --> 01:30:14.570]  The package contains six DVDs that contain ten different programs, two books that combine to over a thousand pages and other information.
[01:30:14.871 --> 01:30:17.975]  Order now at our website, mostholyfamilymonastery.com.
[01:30:18.215 --> 01:30:22.081]  That's mostholyfamilymonastery.com.
[01:30:22.421 --> 01:30:24.461]  The last word monastery is spelled M-O-N-A-S-T-E-R-Y.
[01:30:24.481 --> 01:30:25.642]  Or call us at 1-800-275-1126.
[01:30:25.662 --> 01:30:25.882]  That's 1-800-275-1126.
[01:30:25.902 --> 01:30:28.562]  Or mail in your order to us at 4425 Schneider Road, Fillmore, NY 14735.
[01:30:28.622 --> 01:30:32.443]  The total cost for this massive package of information is only $10.
[01:30:32.483 --> 01:30:34.704]  $15 for UPS ground or $30 outside the U.S.
[01:30:50.456 --> 01:30:55.940]  On September 11, 2001, along with hundreds of my fellow troops, I went to ground zero.
[01:30:56.180 --> 01:30:57.481]  And we knew what to do.
[01:30:57.501 --> 01:30:59.283]  Or at least we thought we did.
[01:30:59.503 --> 01:31:05.927]  Truth Rising is a breakthrough 9-11 film that finally gives first responders a platform to tell their story.
[01:31:06.528 --> 01:31:13.273]  Whitman, EPA director on the 18th, made a statement that the air
[01:31:13.956 --> 01:31:15.077]  We're safe to breathe.
[01:31:15.097 --> 01:31:17.119]  He had his hand over the radio while he was getting a countdown.
