[00:00:06.092 --> 00:00:06.392]  He's here.
[01:29:14.914 --> 01:29:16.855]  No, I don't live in that area anymore.
[01:29:16.875 --> 01:29:17.775]  It's a new restaurant.
[01:29:17.815 --> 01:29:19.416]  Where are you going, Paul?
[01:29:21.217 --> 01:29:21.917]  It's called West 10.
[01:29:24.036 --> 01:29:26.237]  People can join in there and say hi to Ehan for me.
[01:29:26.257 --> 01:29:27.517]  All right, there goes Watson.
[01:29:27.837 --> 01:29:28.498]  I'm out of control.
[01:29:28.538 --> 01:29:30.118]  Naomi Wolf, you have the floor.
[01:29:30.198 --> 01:29:33.119]  Go through the steps, your new book, the new video, and the points you're making.
[01:29:33.219 --> 01:29:34.940]  I have done a classic Alex Jones.
[01:29:34.960 --> 01:29:35.300]  Go ahead.
[01:29:35.820 --> 01:29:36.300]  Sure thing.
[01:29:36.340 --> 01:29:38.201]  Well, you know, I'm grateful to you.
[01:29:38.481 --> 01:29:52.906]  And it is, I guess what I do want to say is we're in a time where this kind of brainstorming among citizens, not just us, but you know, all of, you know, all of my readers, all of your listeners and readers and viewers, we all have
[01:29:53.598 --> 01:29:54.478]  So, very quickly, the 10 steps.
[01:30:19.136 --> 01:30:22.258]  Invoke a terrifying internal and external threat, often a real one.
[01:30:22.618 --> 01:30:26.140]  Create a prison system outside the rule of law where torture takes place.
[01:30:26.460 --> 01:30:29.302]  Develop a paramilitary force not answerable to the people.
[01:30:29.642 --> 01:30:32.424]  Create a surveillance apparatus aimed at ordinary citizens.
[01:30:32.764 --> 01:30:34.665]  Start to infiltrate and harass citizens' groups.
[01:30:35.686 --> 01:30:37.447]  Start to target key individuals.
[01:30:37.747 --> 01:30:40.228]  Start to arbitrarily detain and release citizens.
[01:30:40.608 --> 01:30:42.169]  You start to create legislation.
[01:30:42.209 --> 01:30:43.010]  We're seeing it more and more.
[01:30:43.030 --> 01:30:46.552]  You mentioned the RNC 8 legislation that
[01:30:47.228 --> 01:30:57.353]  Uh, it criminalizes speech or expands the definition of terrorist or traitor or spy so that ordinary citizens who are engaged in dissent get criminalized.
[01:30:57.753 --> 01:31:01.794]  Then you start to see restrictions of the press, like the arrests of journalists we spoke about.
[01:31:02.475 --> 01:31:08.037]  And finally, we're at step 10, which is subvert the rule of law and make it easier to declare martial law.
[01:31:08.137 --> 01:31:16.461]  And so to, you know, to just make sure that I tell you the hopeful news, it's that I did, since we last spoke, Alex, study
[01:31:17.074 --> 01:31:22.939]  Times and places where citizens effectively fought back against encroaching darkness of this kind.
[01:31:23.499 --> 01:31:26.161]  And so I learned what always works.
[01:31:26.782 --> 01:31:39.772]  And I offer Citizens in Give Me Liberty, which is the sequel to The End of America, which is just out now, exactly those lessons from other times and places where citizens did fight back as real patriots and revolutionaries.
[01:31:40.188 --> 01:31:49.937]  But I also go to the founding generation, ordinary people from all walks of life, who were captivated by this vision of liberty we were supposed to inherit.
[01:31:50.318 --> 01:32:03.350]  And I go back to the seven core principles we're supposed to hold on to as Americans in a time of crisis like this, and in a time where we're being bombarded with what I call fake patriotism to accept what I call a fake democracy.
[01:32:04.160 --> 01:32:05.501]  I love that term, transpartisan.
[01:32:22.597 --> 01:32:23.278]  No longer being.
[01:32:23.698 --> 01:32:37.268]  Okay, now go back to Posse Commentatus, the points you were trying to make earlier, when I kind of went off the rabbit trail of ferreting documentation for you, and then later I did find the AP article, and it's exactly as we said.
[01:32:37.288 --> 01:32:47.896]  Well, I'm so glad, but in the meantime, just before I go back to it, why, I mean, I feel stupid asking you this, because I'm in the mainstream media, but why aren't
[01:32:49.409 --> 01:32:52.792]  Any mainstream news outlets covering the deployment of the First Brigade.
[01:32:52.812 --> 01:33:00.980]  The ACLU just filed a Freedom of Information request demanding to know where they are and what they're here for.
[01:33:01.360 --> 01:33:05.764]  But I'm just gobsmacked that there's no independent reporting.
[01:33:05.784 --> 01:33:08.386]  And the one thing I was wondering is, do you think it's classified?
[01:33:08.466 --> 01:33:13.331]  I mean, are journalists in a position that they're not reporting on it because it's considered classified?
[01:33:14.278 --> 01:33:15.018]  What's your view?
[01:33:15.078 --> 01:33:34.585]  Yes, and we have, the classified documents fell into our hands because an FBI agent on the day before Thanksgiving, just south of Temple on I-35, the Army came up and told Mike Hanson, my camera guy who was driving back from visiting family, to turn his camera off and Mike refused.
[01:33:34.605 --> 01:33:39.087]  So the FBI showed up an hour later and gave him classified documents by accident.
[01:33:39.787 --> 01:33:41.028]  Are you serious?
[01:33:41.208 --> 01:33:41.809]  No, no, no.
[01:33:42.069 --> 01:33:44.251]  They had gotten Mike's number.
[01:33:44.891 --> 01:33:46.132]  They had asked for it and he gave it.
[01:33:46.152 --> 01:33:50.295]  They called a few hours later after he left, his cell phone demanding it back.
[01:33:50.355 --> 01:33:52.377]  In fact, get me Mike Hanson.
[01:33:54.239 --> 01:33:55.800]  Later in the next hour, we'll get Mike on.
[01:33:55.820 --> 01:33:57.181]  I mean, there's video of all this now.
[01:33:57.561 --> 01:33:58.142]  It's on video.
[01:33:58.822 --> 01:34:00.363]  The FBI pulling up and giving it to him.
[01:34:01.484 --> 01:34:02.405]  Completely screwed up.
[01:34:02.925 --> 01:34:07.109]  Right, but how does this go to why journalists aren't covering the deployment of the 1st Brigade?
[01:34:07.788 --> 01:34:17.486]  Because their editors, I mean it came out that Bush has spent billions a year on fake news reporters and Operation Mockingbird, but again in intelligence
[01:34:18.867 --> 01:34:32.778]  And I know you know this, I'm just for the audience, and I know most of them know it, the point is, in intelligence you can always hear the official propaganda from the mountaintop, but then you can go on the ground and assess it and observe it.
[01:34:33.099 --> 01:34:41.886]  And I mean, I remember in 1999 going to Urban Warrior, this is bipartisan, this is the military industrial complex, COG, Continuity of Government, and there are the Marines
[01:34:42.626 --> 01:34:45.692]  Training with role players, over 200 of them, with foreign troops.
[01:34:46.213 --> 01:34:48.077]  Screaming, I'm an American, please no not the camp.
[01:34:48.117 --> 01:34:50.782]  And then the Marines were allowing me to videotape.
[01:34:51.604 --> 01:34:53.146]  Well, first off, let me explain this.
[01:34:54.227 --> 01:35:01.113]  They had journalist tours to the part of the city and a university that was shut down for the urban warfare drills, practicing taking over an American city.
[01:35:01.954 --> 01:35:13.526]  And for journalists, they would say, this is for Bosnia, this is for Macedonia, but then I sent people in, local activists, because they knew who I was, the Marines wouldn't let me get in there,
[01:35:14.226 --> 01:35:20.613]  I sent in activists posing as citizens who wanted a tour, and for them they would show Marines doing interrogations.
[01:35:20.913 --> 01:35:21.614]  Where are you from?
[01:35:21.634 --> 01:35:22.615]  I'm from San Francisco.
[01:35:22.695 --> 01:35:24.777]  Where'd you get the weapons?
[01:35:25.798 --> 01:35:29.702]  And so then I would watch, this is all on video by the way, so we sent infiltrators in.
[01:35:31.264 --> 01:35:37.506]  And then I had this former Marine Corps Captain, who was in private, who was their PR guy, Steve Jones, following me.
[01:35:37.546 --> 01:35:39.787]  He's on video, running up, saying, get out of here, Jones!
[01:35:39.807 --> 01:35:47.669]  You know, trying to block me when I'm at the fence videoing, but little did he know, I had people inside the Kordandoff area.
[01:35:47.709 --> 01:35:51.810]  They had 2,000 Marines, foreign troops, tanks, helicopters.
[01:35:52.050 --> 01:35:59.713]  It was so shocking with the Coronado landing, the amphibious attack ship, with the amphibious craft landing in Oakland, that I put it out
[01:36:00.393 --> 01:36:01.974]  And people couldn't believe it.
[01:36:01.994 --> 01:36:04.916]  They thought I had hired tanks, helicopters, and armies.
[01:36:06.436 --> 01:36:07.757]  I've got to hand it to you, Alex.
[01:36:07.797 --> 01:36:09.038]  You are very resourceful.
[01:36:09.078 --> 01:36:10.539]  That's extraordinary.
[01:36:10.579 --> 01:36:28.489]  I mean, I could see, just to be kind of measured, because this is really a time to kind of triple think everything, not to hold us back, but I could see a legitimate government with legitimate interest in its citizens' well-being doing, you know, a mock evacuation
[01:36:29.133 --> 01:36:52.982]  Scenario, you know, out of good intentions, but what I'm hearing more and more about the deployment and why now after 200 years, and you know, I just posted a piece on BuzzFlash that people can read where I quote members of military circles and police forces and National Guard saying, hey, wait a minute, you know, why do we need these soldiers since, you know, the National Guard can do this?
[01:36:53.618 --> 01:36:58.641]  You know, we've got police forces who can do this, and we've got emergency people trained in evacuation who can do this.
[01:36:59.502 --> 01:37:01.563]  You know, many people are raising hue and cries.
[01:37:01.764 --> 01:37:02.484]  Naomi!
[01:37:02.744 --> 01:37:05.166]  No, go ahead.
[01:37:05.266 --> 01:37:13.992]  And the last thing I wanted to say is what chills me particularly is I have this wonderful, heroic, patriotic American.
[01:37:15.392 --> 01:37:24.398]  Major from the Air Force, David Antune, who's a hero, whom I interviewed in Give Me Liberty, he stood up to the Bush administration and his whole family is on the watch list now.
[01:37:25.478 --> 01:37:38.487]  But I said to him, because I'm a civilian, I said, so Major Antune, first he explained to me that these warriors don't answer to Congress, they don't answer to people, they answer to the President.
[01:37:38.787 --> 01:37:41.949]  And I said, so if the President says arrest these citizens, what happens?
[01:37:41.969 --> 01:37:42.830]  And he said, they have to do it.
[01:37:43.433 --> 01:37:46.434]  And I said, well, if the president says, arrest Congress, what happens?
[01:37:46.454 --> 01:37:47.495]  And he said, they have to do it.
[01:37:47.875 --> 01:37:53.617]  And I said, well, senior members of the military say, you know, don't obey these orders.
[01:37:53.697 --> 01:37:54.318]  What happens?
[01:37:54.838 --> 01:37:59.320]  And he said, well, they get arrested because these orders, the horror is these orders are not illegal.
[01:37:59.921 --> 01:38:01.904]  Soldiers are allowed to disobey illegal orders.
[01:38:01.944 --> 01:38:02.705]  They're now legal.
[01:38:02.886 --> 01:38:04.107]  What they are is immoral.
[01:38:04.147 --> 01:38:12.980]  Yeah, but those signing statements have been thrown out on his face and there's no Fuhrer precept or Nixon saying, you know, it's not illegal when the President does it.
[01:38:13.280 --> 01:38:14.562]  The Congress is co-equal.
[01:38:15.382 --> 01:38:22.788]  And just because Lincoln arrested a few members of Congress, that was later thrown out of court, but that was done retroactively, and newspaper editors.
[01:38:22.849 --> 01:38:34.979]  So, Congress is co-equal, just like PDD 51, the Homeland Security Committee this year wanted to see it, and the executive said, no you can't, but the cover sheet says that Bush is basically dictator.
[01:38:35.339 --> 01:38:37.601]  So on its face, that is a fraud.
[01:38:38.742 --> 01:38:40.203]  Unfortunately, the media is spinning.
[01:38:40.703 --> 01:38:44.286]  What you're saying is, you're saying George Bush will do this by the election.
[01:38:44.686 --> 01:38:57.374]  And what I get from what you're saying is, no, this apparatus has been set up and the office of the presidency has built this around itself, whether it's Barack Obama or whether it's John McCain, this threat continues.
