[00:00:01.291 --> 00:00:02.873]  You want answers?
[01:30:01.011 --> 01:30:01.812]  Bin Laden.
[01:30:01.812 --> 01:30:02.732]  This is his ammo.
[01:30:02.732 --> 01:30:04.173]  We have to look to the Middle East.
[01:30:04.173 --> 01:30:06.174]  We have to look to Osama Bin Laden.
[01:30:06.174 --> 01:30:13.317]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[01:30:13.317 --> 01:30:13.797]  Some U.S.
[01:30:13.797 --> 01:30:19.440]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[01:30:20.160 --> 01:30:23.642]  I'm aware that some Israeli citizens have been detained.
[01:30:23.642 --> 01:30:26.744]  Either you are with us, or you are with the terrorists.
[01:30:49.807 --> 01:30:53.230]  You ever have one of those days where everything goes right?
[01:30:53.230 --> 01:30:55.552]  First, I get the best parking space at work.
[01:30:55.552 --> 01:30:58.835]  Tonight, I have a date with a very lovely Rachel.
[01:30:58.835 --> 01:31:05.721]  And today, I gave a killer presentation in Sydney, finalized a contract in London, and demoed our new product in Boston.
[01:31:05.721 --> 01:31:07.843]  Online, from my desk, with Webex.
[01:31:08.323 --> 01:31:11.626]  Webex lets me take meetings and give presentations from my desk.
[01:31:11.626 --> 01:31:16.410]  I just talk to clients on the phone and they watch what's happening on my desktop from their desktop.
[01:31:16.410 --> 01:31:20.354]  So I can travel the world and still be here for my date tonight with Rachel.
[01:31:20.354 --> 01:31:21.975]  Travel less, meet online.
[01:31:21.975 --> 01:31:24.658]  Go to Webex.com and try Webex free.
[01:31:24.658 --> 01:31:30.583]  Just click the radiographic and enter promo code 500 to get a free trial and a free webcam too.
[01:31:30.583 --> 01:31:31.364]  Remember that code.
[01:31:32.284 --> 01:31:32.444]  500.
[01:31:32.444 --> 01:31:34.325]  To qualify for the free webcam.
[01:31:34.325 --> 01:31:34.945]  Webex.
[01:31:34.945 --> 01:31:36.065]  Now part of Cisco.
[01:31:36.065 --> 01:31:39.006]  And used by more than 5.5 million people every month.
[01:31:39.006 --> 01:31:39.967]  Give it a try.
[01:31:39.967 --> 01:31:40.567]  Free.
[01:31:40.567 --> 01:31:43.048]  Go to Webex.com and enter the promo code 500.
[01:31:43.048 --> 01:31:45.989]  W-E-B-E-X.com.
[01:31:45.989 --> 01:31:47.429]  Free webcams available while supplies last.
[01:31:47.429 --> 01:31:48.370]  Terms and restrictions apply.
[01:31:48.370 --> 01:31:49.210]  See website for details.
[01:31:49.870 --> 01:31:55.812]  Did you know that pH balance is one of the most important factors in maintaining high energy and vibrant health?
[01:31:55.812 --> 01:32:00.854]  Most experts agree that the water you drink should be at a pH level of 9 or higher.
[01:32:00.854 --> 01:32:06.037]  Plasma pH drops combine a unique formula of the most alkaline minerals and elements.
[01:32:06.037 --> 01:32:09.418]  This product is a one-of-a-kind in its strength and effectiveness.
[01:32:09.958 --> 01:32:18.465]  Using plasma pH drops is one of the best ways to make your water alkaline while helping you get rid of acid and regaining your health and energy.
[01:32:18.465 --> 01:32:24.289]  With just 10 drops, you can raise the pH level of the water you drink up to the pH of 10.
[01:32:24.289 --> 01:32:30.274]  Alkalizing water helps the body rid itself of acidic waste and increases the oxygen content of your body.
[01:32:30.274 --> 01:32:32.576]  Disease organisms like bacteria and cancer
[01:32:32.856 --> 01:32:35.517]  Cannot survive in an alkaline environment.
[01:32:35.517 --> 01:32:41.259]  Order your bottle of AlkaVision Plasma pH Drops now by going directly to AlkaVision.com.
[01:32:41.259 --> 01:32:43.740]  That's A-L-K-A Vision dot com.
[01:32:43.740 --> 01:32:44.801]  Or call 269-344-3420 today.
[01:32:44.801 --> 01:32:47.122]  While you were sleeping, they came and took it all away.
[01:33:08.362 --> 01:33:11.632]  The place is where you used to play.
[01:33:18.854 --> 01:33:21.096]  We're going to continue into the next hour.
[01:33:21.096 --> 01:33:22.597]  Special Overdrive.
[01:33:22.597 --> 01:33:35.507]  And when the retransmission continues, I'll get into Barry Jennings, Deputy Head of Emergency Management, New York, talking about explosions in the buildings, dead bodies in Building 7 before either tower collapsed, destroying the 9-11 Commission Report.
[01:33:35.507 --> 01:33:39.671]  Huge video up on InfoWars.com and PrisonPlanet.com right now.
[01:33:46.340 --> 01:33:51.343]  The Supreme Court is set to rule that there is no Second Amendment today.
[01:33:51.343 --> 01:33:55.845]  But in lawyer speak, they're going to say it's a victory for the Second Amendment.
[01:33:55.845 --> 01:33:58.607]  They're not allowed to totally ban guns in D.C.
[01:33:58.607 --> 01:34:03.230]  Now they have to go back and pass a new law that just basically restricts them to nothing, but it has to be done by law.
[01:34:04.346 --> 01:34:05.827]  Uh, that's what they're gonna do.
[01:34:05.827 --> 01:34:10.010]  They've already said they're gonna do it, and you're gonna watch them do it, and that way it neutralizes people.
[01:34:10.010 --> 01:34:12.612]  It's all about deception, all about word games.
[01:34:12.612 --> 01:34:14.293]  They play so many.
[01:34:14.293 --> 01:34:21.077]  They've trained whole cadres of people, compartmentalized to carry out the lies, but they don't see the larger part of how they're destroying themselves.
[01:34:21.077 --> 01:34:23.939]  We'll be back with Jordan Maxwell in just one moment.
[01:34:23.939 --> 01:34:28.882]  Be sure to visit his website, jordanmaxwell.com, and let's just go 30 more minutes into the next hour.
[01:34:28.882 --> 01:34:34.086]  He says he's feeling good and can do it, and we're gonna be taking your phone calls coming up in the next hour, but not yet.
[01:34:35.027 --> 01:34:37.868]  We'll get that number out at the end of the main radio broadcast.
[01:34:37.868 --> 01:34:41.771]  It'll be internet only for the last 30 minutes with Jordan Maxwell.
[01:34:42.691 --> 01:34:51.453]  Before we go back to Jordan, this show is made possible by our sponsors, and one of those sponsors is eFoods Direct.
[01:34:51.453 --> 01:34:56.314]  eFoods Direct is the longest continually operating storable food company in the United States.
[01:34:56.314 --> 01:34:58.594]  They have freeze-dried and dehydrated food.
[01:34:58.594 --> 01:35:12.177]  That means it's high quality, keeps its nutritive value, it's non-GMO, clean, healthy food, balanced, and it is in cans, so it stores for more than 10 years in climate-controlled, 10 years non-climate-controlled,
[01:35:12.777 --> 01:35:14.299]  And it stores in very small areas.
[01:35:14.299 --> 01:35:15.300]  Each can's very heavy.
[01:35:15.300 --> 01:35:17.281]  It's jam-packed.
[01:35:17.281 --> 01:35:19.343]  Very inexpensive.
[01:35:19.343 --> 01:35:25.289]  And with all the food price increases, the talk of depression, it's just good insurance to have storable food.
[01:35:25.289 --> 01:35:25.669]  I do.
[01:35:25.669 --> 01:35:27.531]  I bought from several other companies.
[01:35:27.531 --> 01:35:28.852]  Didn't really like them.
[01:35:28.852 --> 01:35:29.913]  Bought from these guys.
[01:35:29.913 --> 01:35:31.594]  Liked them six, seven years ago.
[01:35:31.594 --> 01:35:32.696]  Bought from them four times.
[01:35:32.696 --> 01:35:34.197]  Bought family food.
[01:35:34.197 --> 01:35:34.998]  And done a lot more.
[01:35:35.918 --> 01:35:47.703]  So, 1-800-409-5633, 1-800-409-5633, or efoodsdirect.com, BigFatBanners at the top of Infowars.com, and PrisonPlanet.com.
[01:35:47.703 --> 01:35:51.344]  Also, there's the great folks at Inner Health Botanicals.
[01:35:51.344 --> 01:35:58.507]  They're one of the most long-operating and most respected mineral and supplement companies out there.
[01:35:58.507 --> 01:36:00.288]  They don't make magic claims.
[01:36:00.288 --> 01:36:05.150]  They have the well-documented herbs and medicines that have been known to have nutritive and health effects for thousands of years.
[01:36:05.690 --> 01:36:09.472]  Like aloe vera for flushing out your intestines and detoxifying.
[01:36:09.472 --> 01:36:11.073]  Concentrated aloe vera tablets.
[01:36:11.073 --> 01:36:13.534]  It's the equivalent of drinking gallons of the stuff.
[01:36:13.534 --> 01:36:16.055]  And, uh, it's got other herbs that are known for cleaning out your guts.
[01:36:16.055 --> 01:36:16.636]  1-800-569-4056.
[01:36:16.636 --> 01:36:16.716]  1-800-569-4056.
[01:36:16.716 --> 01:36:17.776]  Aloes, colon, body cleanse.
[01:36:17.776 --> 01:36:18.657]  Another one of their products.
[01:36:25.603 --> 01:36:29.351]  Super Beta Prostate with Palmetto and other things.
[01:36:29.351 --> 01:36:33.820]  Most men start having problems with their prostate after 45 and don't find out until they're 60.
[01:36:33.820 --> 01:36:37.047]  These are things that are well known to shrink it to have some effect to help you.
[01:36:37.699 --> 01:36:38.660]  Are they a magic cure?
[01:36:38.660 --> 01:36:38.940]  No.
[01:36:38.940 --> 01:36:39.560]  Do they help?
[01:36:39.560 --> 01:36:39.860]  Yes.
[01:36:39.860 --> 01:36:40.340]  1-800-569-4056.
[01:36:40.340 --> 01:36:46.023]  Even medical doctors are now prescribing this.
[01:36:46.023 --> 01:36:47.264]  1-800-569-4056.
[01:36:47.264 --> 01:36:50.606]  BigFatManor on InfoWars.com.
[01:36:50.606 --> 01:36:52.046]  Okay.
[01:36:52.046 --> 01:36:53.687]  Going back to Jordan Maxwell.
[01:36:53.687 --> 01:36:57.929]  He was talking about the Teutonic Zionist.
[01:36:57.929 --> 01:37:01.131]  And again, separately from Jordan Maxwell, because I've been a big reader.
[01:37:02.970 --> 01:37:15.398]  I can confirm what he's saying because I happen to read Heinz Hobel, Order of the Death's Head, Scheer's Rise and Fall of the Third Reich, two of Hitler's books, Mein Kampf and then the New World Order.
[01:37:15.398 --> 01:37:17.900]  I happen to know that they believe in Teutonic Knights.
[01:37:17.900 --> 01:37:20.241]  This predates the Templars.
[01:37:20.241 --> 01:37:22.923]  Mainstream history teaches you the Templars became the Teutonics, but
[01:37:23.866 --> 01:37:34.449]  Really, they were the tree from which the Templars rose, and when that tree was cut down and ran to Northern England or to Scotland, the real heart of it grew back up.
[01:37:34.449 --> 01:37:36.510]  Am I correct in saying that, Jordan?
[01:37:36.510 --> 01:37:37.430]  Yeah, I think you're right.
[01:37:37.430 --> 01:37:42.132]  I think you're right, because the Teutonic thing goes way back into ancient history.
[01:37:42.132 --> 01:37:44.372]  Way back.
[01:37:44.372 --> 01:37:45.373]  Yes.
[01:37:45.373 --> 01:37:47.453]  Yeah, that's a whole study in itself.
[01:37:47.453 --> 01:37:52.675]  That's why I said, put the two together, the Teutonic Zionism, which is
[01:37:54.059 --> 01:37:59.241]  Semitic Zionism, it's Teutonic Zionism, and Hanseatic League.
[01:37:59.241 --> 01:38:04.563]  And again, the word is H-A-N-S-E-A-T-I-C.
[01:38:04.563 --> 01:38:11.685]  Hanseatic League and Teutonic Zionism will begin to open up a can of worms that you're not going to believe.
[01:38:11.685 --> 01:38:13.446]  Well, tell us about the Hanseatic League.
[01:38:13.946 --> 01:38:30.419]  Well, as a league of German bankers and thinkers, philosophers, but especially bankers and commercial enterprises in Germany under the Second Reich, which was under Kaiser Wilhelm and even way before that.
[01:38:31.159 --> 01:38:34.360]  Uh, before the German nation came to be a nation.
[01:38:34.360 --> 01:38:41.664]  So it's a whole confederation of, of bankers, thinkers, philosophers who were basically put together.
[01:38:41.664 --> 01:38:43.644]  They created the modern education system.
[01:38:43.644 --> 01:38:43.944]  That's right.
[01:38:43.944 --> 01:38:45.685]  They created the PhD.
[01:38:45.685 --> 01:38:46.045]  That's it.
[01:38:46.045 --> 01:38:46.526]  You got it.
[01:38:46.526 --> 01:38:48.566]  Uh, they, they engineered the whole society.
[01:38:48.566 --> 01:38:49.907]  They created NASA.
[01:38:49.907 --> 01:38:51.328]  They created our CIA.
[01:38:51.328 --> 01:38:52.008]  Now you got it.
[01:38:52.008 --> 01:38:54.369]  They merged with the British-German aristocracy.
[01:38:55.109 --> 01:38:59.212]  And again, I'm not absolving the modern, corrupt, murderous Zionists.
[01:38:59.212 --> 01:39:13.381]  The point is, I have found that they are actually their plaything, and that they are married in with the Rothschilds, and every time I knock down that final door, this is a Germanic death cult that believes they are the true Zionists.
