[00:00:00.169 --> 00:00:01.729]  Wait and feel great!
[01:35:55.541 --> 01:35:57.543]  So there is some megalomania going on here.
[01:35:58.223 --> 01:36:01.065]  But this is just a huge institution of evil.
[01:36:01.505 --> 01:36:04.807]  And they select more evil people into their ranks as the older ones die.
[01:36:05.208 --> 01:36:12.052]  And to them, I mean, it's a great honor that Zbigniew Brzezinski brags that he supported Paul Pott and helped him kill 2 million people.
[01:36:12.072 --> 01:36:15.535]  He's very proud of that, and they honor him when he walks on stage anywhere.
[01:36:15.555 --> 01:36:16.996]  They look at him with respect.
[01:36:17.056 --> 01:36:17.976]  Oh, you killed 2 million.
[01:36:18.196 --> 01:36:19.637]  Kissinger killed tens of millions.
[01:36:19.697 --> 01:36:22.119]  That's why there's just such respect for him.
[01:36:22.639 --> 01:36:25.940]  Uh, you know, these people, we respect the tough job you've done.
[01:36:26.220 --> 01:36:27.701]  Well, at least someone has to do it.
[01:36:27.901 --> 01:36:38.024]  Uh, Alan, in closing, before we take a few final calls, but in closing for your comments, I want folks to go to CuttingThroughTheMatrix.com, uh, get some of the audios, uh, the CDs that are there, support you, listen to the...
[01:36:38.524 --> 01:36:39.565]  Well, I love it about your side.
[01:36:39.585 --> 01:36:40.886]  It's got all the interviews and stuff you do.
[01:36:40.906 --> 01:36:43.749]  There's a lot of different variants and flavor and ideas covered there.
[01:36:44.130 --> 01:36:47.773]  But I want you, in closing, to speak to the enemy's mindset.
[01:36:48.314 --> 01:36:54.300]  I mean, was I accurately, from your position studying it, was I accurately trying to articulate their mindset?
[01:36:54.660 --> 01:37:04.805]  Yes, what they've found with psychopaths, like Hitler, he said that the German people could not conquer the world, they did not deserve to live under his own theory, the Darwinistic theory.
[01:37:04.985 --> 01:37:14.310]  And you find with Israel, Israel had to drag the Prime Minister Beginoff, when he had the Samson Complex, when he said, well, if Israel goes down, we will take the world with us.
[01:37:14.550 --> 01:37:19.993]  That's a standard psychopathic response, complete nihilism, if they cannot win and get their way.
[01:37:20.333 --> 01:37:21.734]  However, most of them at the top,
[01:37:22.194 --> 01:37:23.956]  Same thing with Hitler!
[01:37:39.614 --> 01:37:42.137]  And his superweapons, but they do have the underground bases.
[01:37:42.538 --> 01:37:46.122]  I mean, in Switzerland or in Russia, they have underground bases for the whole population of food.
[01:37:46.422 --> 01:37:49.986]  Here, we're told they don't exist while they're in the Congressional Office, Budget Office.
[01:37:50.006 --> 01:37:52.649]  They admit it exists, but, you know, they tell us the dumbest people on Earth.
[01:37:52.669 --> 01:37:53.610]  No, it doesn't exist.
[01:37:54.491 --> 01:37:56.253]  Or the most mind-controlled people on Earth, I should say.
[01:37:56.834 --> 01:37:59.217]  And so they're also very confident because they have those facilities.
[01:37:59.878 --> 01:38:10.946]  Yes, they have the total faith in forward planning and the unlimited financing that can be taken from the taxpayer and funneled into building their safe houses.
[01:38:11.627 --> 01:38:12.408]  That's right, Owen Mullins!
[01:38:35.129 --> 01:38:35.969]  Yeah, that's the arrogance.
[01:38:36.129 --> 01:38:39.630]  And by the way, Michael Crichton did come out about global warming.
[01:38:39.650 --> 01:38:42.131]  His last book was about the New World Order.
[01:38:42.671 --> 01:38:43.752]  State of Fear, I read it.
[01:38:44.252 --> 01:38:45.792]  It came out in, what, 2006?
[01:38:46.032 --> 01:38:50.154]  It was about the New World Order, how they're engineering the mass extermination.
[01:38:50.514 --> 01:38:52.294]  And I know people that knew Michael Crichton.
[01:38:52.314 --> 01:38:55.455]  He died of an accelerated, basically very quick act in cancer.
[01:38:55.475 --> 01:38:56.996]  He was in great health, a medical doctor.
[01:38:57.136 --> 01:38:58.396]  And I believe they got rid of him.
[01:38:58.556 --> 01:39:00.657]  Mark Cuban was going to put out loose change.
[01:39:00.677 --> 01:39:02.958]  He backed off after threats, and he was threatened.
[01:39:02.998 --> 01:39:04.038]  We showed an article about that.
[01:39:04.478 --> 01:39:19.371]  Uh, but, so he did back off of it, and then notice, you have trillions being stolen by the bankers, but they claim he stole, you know, a stock, selling his own stock, $700,000, and he's worth, you know, like $5 billion, uh, uh, selling some stock of some little, little company.
[01:39:19.651 --> 01:39:21.531]  But again, the public will think of him as rich.
[01:39:21.571 --> 01:39:24.712]  He owns a basketball team, just like they burned Martha Stewart.
[01:39:25.032 --> 01:39:31.733]  So none of the bankers, Kashkari or Paulson, they won't get in trouble.
[01:39:32.153 --> 01:39:33.294]  And of course, they're minions too.
[01:39:34.094 --> 01:39:34.334]  No, no.
[01:39:34.394 --> 01:39:38.555]  It's going to be Mark Cuban, and he's going to be punished now for even thinking about it.
[01:39:38.575 --> 01:39:40.075]  And remember, O'Reilly threatened him.
[01:39:40.135 --> 01:39:41.735]  He said, you will be taken down.
[01:39:42.135 --> 01:39:43.936]  Do not make it or you're gone, buddy.
[01:39:44.176 --> 01:39:44.576]  You hear me?
[01:39:44.956 --> 01:39:45.576]  I'm talking about
[01:39:46.016 --> 01:39:48.259]  I mean, he went further and just threatened him on air.
[01:39:48.680 --> 01:39:50.822]  He said, you keep your mouth shut.
[01:39:51.203 --> 01:39:52.464]  You don't do it or you're going down.
[01:39:52.525 --> 01:39:52.985]  It's over.
[01:39:53.486 --> 01:39:53.906]  You understand?
[01:39:53.926 --> 01:39:54.607]  I'm threatening you.
[01:39:54.627 --> 01:39:55.348]  This is a threat.
[01:39:55.448 --> 01:39:55.949]  Don't do it.
[01:39:56.667 --> 01:40:01.211]  And then now you see they wait and he's punished, just like the governor of New York was going to go after the banks.
[01:40:01.291 --> 01:40:02.792]  Well, his dirt came out.
[01:40:03.052 --> 01:40:04.893]  So, I mean, this is dangerous stuff we're involved in.
[01:40:05.113 --> 01:40:06.254]  Oh, they are ruthless at the top.
[01:40:06.334 --> 01:40:07.055]  Absolutely ruthless.
[01:40:07.075 --> 01:40:12.419]  They had James Goldsmith, Sir James Goldsmith, who tried to pull Britain out of the EU.
[01:40:12.539 --> 01:40:16.262]  He was popular enough and famous enough to get a massive following.
[01:40:16.942 --> 01:40:21.786]  And he died from a pancreatic cancer that killed him within two weeks of diagnosis.
[01:40:22.146 --> 01:40:24.029]  And of course, there's more than just that.
[01:40:24.690 --> 01:40:32.459]  We have the guy that was going to get us out of Iraq and England, who was going to beat Gordon Brown, and ooh, something happened to him real fast.
[01:40:32.980 --> 01:40:38.567]  Kelly, he said they'll find me in the woods with my wrist cut.
[01:40:39.728 --> 01:40:41.490]  And sure enough, they did, but they found no blood.
[01:40:41.550 --> 01:40:45.913]  But you know, their standard MO, they're utterly ruthless at the top.
[01:40:45.933 --> 01:40:52.839]  And those who join their circles and join their fraternities and take oaths do put themselves at risk.
[01:40:52.879 --> 01:40:53.759]  They know that.
[01:40:54.180 --> 01:40:58.943]  Most of them think they'll never have to recount for it or stand up for it.
[01:40:59.284 --> 01:41:03.007]  But they do know if they cross the line, their life can be forfeited.
[01:41:03.327 --> 01:41:05.749]  What do the elites think of us, Alan, from your study?
[01:41:07.770 --> 01:41:17.815]  I always liken it to the sadist breaking the legs of the cow and down it goes and then it kicks the cow because it can't get up.
[01:41:18.355 --> 01:41:27.259]  In other words, they've dumbed us down, they've poisoned us, they've dropped the IQ, they've literally bioengineered us until we were almost transsexual as we are today.
[01:41:28.019 --> 01:41:35.163]  And they laugh at us, they laugh at the mess we're in, and they have this complete disdain for us, in fact.
[01:41:35.383 --> 01:41:42.967]  That's right, they laugh at us wallowing in our excrement on the ground with broken legs, drooling in pain, and they say, look at how ugly they are!
[01:41:43.267 --> 01:41:45.088]  Look at how beautiful we are!
[01:41:45.108 --> 01:41:47.289]  I mean, that is the ultimate in selfishness.
[01:41:47.509 --> 01:41:49.310]  Yeah, I was watching a documentary.
[01:41:49.330 --> 01:41:57.974]  It was made in Germany during World War II, where some psychiatrists were explaining to schoolchildren why they had to kill off the feeble-minded.
[01:41:58.034 --> 01:42:02.837]  And they showed you the most extreme examples of deformed people with very low IQs.
[01:42:03.457 --> 01:42:05.758]  And I thought, this is exactly the same technique.
[01:42:05.859 --> 01:42:07.820]  They're conditioning the whole public.
[01:42:07.840 --> 01:42:11.101]  They're conditioning the victims to accept their own demise.
[01:42:11.481 --> 01:42:12.462]  That's what they're doing right now.
[01:42:12.822 --> 01:42:17.204]  Well, I want to jam in very quickly, a few final calls here.
[01:42:17.625 --> 01:42:18.505]  Who's up next, John?
[01:42:18.805 --> 01:42:20.766]  Kyle in Florida, go ahead, you're on the air with Alan Watt.
[01:42:21.166 --> 01:42:22.227]  Yeah, how you doing, Alan?
[01:42:22.467 --> 01:42:22.887]  Good, go ahead.
[01:42:22.967 --> 01:42:23.427]  Not so bad.
[01:42:24.008 --> 01:42:29.130]  Um, yeah, I just, I actually, first of all, your show is amazing.
[01:42:29.591 --> 01:42:39.256]  You have unbelievable insight, and I hope the general public knows what you know.
[01:42:41.023 --> 01:42:56.236]  Um, my question to you is, um, I have a situation going on where I'm prescribed the painkillers and, uh, my doctor decided to drug test me and apparently I came up
[01:42:56.636 --> 01:42:57.717]  I'm good to go.
[01:43:18.650 --> 01:43:29.474]  I'm just kind of wondering, you know, why they are trying to make this a criminal proceeding.
[01:43:29.494 --> 01:43:32.175]  Well, number one, I appreciate your call, but we've got to jump here.
[01:43:32.515 --> 01:43:35.096]  Look, everything is designed to trap the average person.
[01:43:35.276 --> 01:43:37.879]  And so nice people always say, why are they setting me up?
[01:43:37.979 --> 01:43:38.940]  Why are they criminal?
[01:43:39.161 --> 01:43:40.102]  Don't they want to be nice?
[01:43:40.182 --> 01:43:40.382]  No.
[01:43:40.722 --> 01:43:42.164]  They want to put you in the prison.
[01:43:42.204 --> 01:43:43.425]  They own the private prisons.
[01:43:43.746 --> 01:43:44.867]  You're seen as slaves.
[01:43:45.227 --> 01:43:52.256]  So they put out drugs as their excuse to legalize slavery again instead of it being an illness or a problem or something you need to be gotten off of.
[01:43:52.676 --> 01:43:53.837]  It's, oh look, you're bad.
[01:43:53.857 --> 01:43:55.139]  We're going to put you in prison now.
[01:43:55.763 --> 01:44:02.548]  And so, yes, they go, they put you on painkillers, then it's a Schedule 3, then they test you, then they find marijuana.
[01:44:02.568 --> 01:44:06.371]  You know, when a mother goes in, they don't tell you, they find marijuana in a mother, kid's gone.
[01:44:06.491 --> 01:44:07.772]  They find any alcohol.
[01:44:07.812 --> 01:44:10.574]  They find, and about a third of the time it's a false positive.
[01:44:10.594 --> 01:44:11.694]  They CPS your kids.
[01:44:11.855 --> 01:44:18.199]  The whole system is meant to destroy individuality and to get control of your life.
[01:44:18.239 --> 01:44:20.561]  So, folks, never take painkillers.
[01:44:21.061 --> 01:44:24.424]  I mean, even if you're in really bad pain, because if you get addicted, they're going to ruin your life.
[01:44:24.964 --> 01:44:27.566]  Never take their illegal drugs, because they want to catch you.
[01:44:27.606 --> 01:44:29.187]  You defeat them by living clean.
[01:44:29.487 --> 01:44:30.968]  You defeat them by living well.
[01:44:31.289 --> 01:44:34.451]  You defeat them by realizing they're scum and filth and garbage.
[01:44:34.871 --> 01:44:36.372]  Young people, do not use drugs.
[01:44:36.412 --> 01:44:37.393]  Do not think it's cool.
[01:44:37.573 --> 01:44:38.954]  They're brought here for you.
[01:44:39.275 --> 01:44:40.716]  Don't even get into the gateway drugs.
[01:44:40.976 --> 01:44:43.378]  Keep your head down if your parents put you in a government camp.
[01:44:43.718 --> 01:44:44.759]  Keep your mouth shut.
[01:44:45.119 --> 01:44:46.200]  They're there to destroy you.
[01:44:46.220 --> 01:44:50.463]  I mean, I could rant and rant, but Alan, in closing, you want to comment on that?
[01:44:50.923 --> 01:44:51.363]  It's true.
[01:44:51.623 --> 01:44:52.044]  It is true.
[01:44:52.084 --> 01:44:54.965]  They run both sides of the drug industry, legal and illegal.
[01:44:55.265 --> 01:45:04.609]  And you would not have the excuse to build up the massive police forces, always under the guise of recruitment, to fight the drug war, if it wasn't for them putting out the drugs themselves.
