[00:00:00.049 --> 00:00:01.430]  SprayYourPlate.com.
[01:57:39.739 --> 01:57:42.781]  I have stayed out of this, but I am not putting up with this.
[01:57:42.781 --> 01:57:45.123]  And I'm not going to put up with you Obama zombies either.
[01:57:45.123 --> 01:57:46.424]  Webster, thanks for coming on with us.
[01:57:46.424 --> 01:57:48.106]  Thank you, Alex, and congratulations.
[01:57:48.106 --> 01:57:49.687]  You performed an important public service.
[01:57:49.687 --> 01:57:50.087]  Thank you.
[01:57:50.087 --> 01:57:50.728]  We're out of time!
[01:57:50.928 --> 01:57:51.968]  Hi, this is Ted Anderson.
[01:57:51.968 --> 01:57:54.109]  Did you miss your favorite shows on GCN today?
[01:57:54.109 --> 01:58:02.131]  Thanks to the continued support of our listeners, subscribers, and sponsors, we are proud to bring the GCN audience a new and exciting way to listen called On Demand.
[01:58:02.131 --> 01:58:08.152]  Available on GCNlive.com, On Demand plays each show continuously until the next time the show goes live.
[01:58:08.152 --> 01:58:09.292]  It's simple to use.
[01:58:09.292 --> 01:58:13.974]  Just go to GCNlive.com, click on the On Demand button, and find your favorite shows.
[01:58:13.974 --> 01:58:14.954]  Don't get discouraged.
[01:58:14.954 --> 01:58:16.654]  Get On Demand, free!
[01:58:16.654 --> 01:58:19.495]  Thanks again to the listeners at GCNlive.com.
[01:58:21.768 --> 01:58:22.848]  Looking for profit?
[01:58:22.848 --> 01:58:24.490]  Looking for safety and security?
[01:58:24.490 --> 01:58:27.812]  The $10 Olympic commemorative gold coin offers both.
[01:58:27.812 --> 01:58:35.458]  This low mintage collector coin with a total series mintage under $600,000 has sold at four times its current price.
[01:58:35.458 --> 01:58:39.201]  Falling dollar values and inflation make this likely to happen again.
[01:58:39.201 --> 01:58:41.043]  Secure your position today.
[01:58:41.043 --> 01:58:42.304]  Call Midas Resources at 1-800-686-2237.
[01:58:42.304 --> 01:58:42.584]  That's 1-800-686-2237.
[01:58:50.774 --> 01:58:56.880]  The pharmaceutical recalls of such products as Vioxx and Celebrex have left many searching for safer options.
[01:58:56.880 --> 01:59:04.848]  Nature's Renewal Supreme Joint Formula provides glucosamine and chondroitin sulfate to regenerate healthy cartilage.
[01:59:04.848 --> 01:59:10.574]  Hyaluronic acid, a vital component for your soft connective tissue and natural body lubricants of your joints,
[01:59:10.794 --> 01:59:11.534]  I think so.
[01:59:32.799 --> 01:59:38.561]  That's 1-800-383-8474, or visit us at pncdistributors.com.
[01:59:38.561 --> 01:59:42.562]  That's P, the letter N, C, distributors.com.
[01:59:42.562 --> 01:59:48.143]  Mention coupon code GCN and receive a free bottle of our companion topical roll-on product.
[01:59:48.143 --> 01:59:54.825]  Guaranteed, or your money back!
[01:59:54.825 --> 01:59:59.946]  This is the GCN Radio Network.
