[00:00:27.172 --> 00:00:28.052]  News.
[01:22:01.214 --> 01:22:05.557]  A gripping adventure into the secret world of international banking cartel.
[01:22:05.557 --> 01:22:06.658]  Hi, this is Ted Anderson.
[01:22:06.658 --> 01:22:11.160]  I will give a silver dollar from the early 1900s to anyone who purchases this book.
[01:22:11.160 --> 01:22:16.063]  Call 1-800-686-2237 and order a copy today.
[01:22:16.063 --> 01:22:18.565]  It's critical that the public be made aware of the system.
[01:22:19.045 --> 01:22:20.809]  Call and order your copy today at 1-800-686-2237.
[01:22:20.809 --> 01:22:21.049]  That's 1-800-686-2237.
[01:22:28.041 --> 01:22:31.822]  It is now time to reign in evil and bring them to justice.
[01:22:31.822 --> 01:22:36.843]  Through the authority that has been delegated to us, it is time to destroy the destroyers.
[01:22:36.843 --> 01:22:42.305]  The number of the mounted troops was 200 million, the vast majority of the population of the U.S.
[01:22:42.305 --> 01:22:52.788]  Though the people of the U.S., where their numbers and influence are strongest, have primary responsibility for reigning them in and bringing them to justice, all nations will participate since they reside the world over.
[01:22:53.288 --> 01:22:57.690]  They are called Illuminati, elite, proponents of the New World Order.
[01:22:57.690 --> 01:23:00.471]  They oppose everything that is God and Truth.
[01:23:00.471 --> 01:23:04.032]  They are of the line that was disinherited 2,000 years ago.
[01:23:04.032 --> 01:23:17.017]  Everything they have built over the centuries, the wealth they have accumulated, the power they have established, the poisoning of the masses, the destruction of the Earth and mankind, we will undo through the authority that has now been delegated to us.
[01:23:17.017 --> 01:23:17.957]  Visit our website.
[01:23:18.257 --> 01:23:20.758]  At unveilingthem.com.
[01:23:20.758 --> 01:23:25.040]  That's U-N-V-E-I-L-I-N-G them dot com.
[01:23:25.040 --> 01:23:27.041]  The message of his kingdom.
[01:23:27.041 --> 01:23:30.482]  You ever have one of those days where everything goes right?
[01:23:30.482 --> 01:23:32.783]  First, I get the best parking space at work.
[01:23:32.783 --> 01:23:36.085]  Tonight, I have a date with a very lovely Rachel.
[01:23:36.085 --> 01:23:42.968]  And today, I gave a killer presentation in Sydney, finalized a contract in London, and demoed our new product in Boston.
[01:23:42.968 --> 01:23:45.069]  Online, from my desk, with Webex.
[01:23:45.589 --> 01:23:48.871]  Webex lets me take meetings and give presentations from my desk.
[01:23:48.871 --> 01:23:53.674]  I just talk to clients on the phone and they watch what's happening on my desktop from their desktop.
[01:23:53.674 --> 01:23:57.596]  So I can travel the world and still be here for my date tonight with Rachel.
[01:23:57.596 --> 01:23:59.217]  Travel less, meet online.
[01:23:59.217 --> 01:24:01.878]  Go to Webex.com and try Webex free.
[01:24:01.878 --> 01:24:07.782]  Just click the radiographic and enter promo code 500 to get a free trial and a free webcam too.
[01:24:07.782 --> 01:24:11.644]  Remember that code, 500, to qualify for the free webcam.
[01:24:11.644 --> 01:24:13.125]  Webex, now part of Cisco.
[01:24:13.325 --> 01:24:16.707]  Come, you masters of war Hear the bell of the big guns Hear the bell of the death planes
[01:24:43.982 --> 01:25:02.714]  Okay, going to Mark Dice to talk about what's happening with him and Michael Reagan.
[01:25:02.714 --> 01:25:03.735]  For those that don't know,
[01:25:05.129 --> 01:25:19.734]  Mike Reagan said, go out, kill him, murder him, I'll pay for it, kill the other 9-11 truthers, anybody that talks to the troops, anybody that educates them about it being an inside job, and we got Mark Dice on with us.
[01:25:19.734 --> 01:25:21.235]  Now here's the deal.
[01:25:21.235 --> 01:25:27.997]  It's clearly fair use, Mark's commenting on it, they took down a bunch of our videos, they took down dozens of other videos we know of,
[01:25:29.198 --> 01:25:32.099]  Well, we'd play a short clip and comment on it.
[01:25:32.099 --> 01:25:40.522]  They even took down videos that were criticizing Mark Dice, I mean, that were criticizing Michael Reagan, that didn't even have Michael Reagan on it.
[01:25:40.522 --> 01:25:48.144]  They've been pulling clips of him saying, put hand grenades in babies' rectums and murder them, kill the Muslim babies.
[01:25:48.144 --> 01:25:49.944]  I mean, they are something else.
[01:25:49.944 --> 01:25:54.746]  And is your YouTube account still shut down, Mark Dice?
[01:25:55.680 --> 01:25:57.802]  The entire YouTube account is shut down.
[01:25:57.802 --> 01:25:59.463]  All videos have been pulled.
[01:25:59.463 --> 01:26:00.704]  I filed a counterclaim.
[01:26:00.704 --> 01:26:04.307]  By the way, you had millions of views on your videos.
[01:26:04.307 --> 01:26:06.690]  Yeah, 60, over 60 videos.
[01:26:06.690 --> 01:26:09.312]  A three-year-old account, almost.
[01:26:09.312 --> 01:26:12.955]  And just numerous links, hundreds of links to those videos.
[01:26:12.955 --> 01:26:16.718]  And the entire account has been closed.
[01:26:16.718 --> 01:26:19.180]  I filed a countersuit with YouTube, trying to get it back up.
[01:26:19.180 --> 01:26:23.284]  Trying to make them understand that this is just a
[01:26:24.005 --> 01:26:26.848]  A fair use claim that this is... You mean countersuit?
[01:26:26.848 --> 01:26:32.532]  Or a... Or a counterclaim, rather, to attempt to reinstate the account.
[01:26:32.532 --> 01:26:34.714]  So, that's in the works right now.
[01:26:34.714 --> 01:26:40.679]  I just got word, too, that Michael Reagan is officially above the law.
[01:26:40.679 --> 01:26:41.140]  The U.S.
[01:26:41.140 --> 01:26:49.567]  Attorney's Office will not be pressing charges against him for his comments and any other future
[01:26:50.623 --> 01:26:57.809]  Threats against me by his listeners or by anybody else will then be investigated, those people individually, but Michael Reagan himself...
[01:26:58.505 --> 01:27:01.447]  As, uh, officially been let off the hook and still has a job.
[01:27:01.447 --> 01:27:04.249]  Now, this sets a precedent, but don't believe that for a minute.
[01:27:04.249 --> 01:27:15.037]  If I go on air, and even say hypothetically, and I'm not saying do this hypothetically, if I said, go kill Michael Reagan, I'll pay for the bullets, hell, the cops may edit that and come arrest me right now.
[01:27:15.037 --> 01:27:16.539]  Uh, I would go to prison immediately.
[01:27:16.539 --> 01:27:18.120]  They'd probably kill me in the SWAT team, right?
[01:27:18.120 --> 01:27:20.522]  They use any excuse to come kill you nowadays.
[01:27:20.522 --> 01:27:21.122]  That's how it works.
[01:27:21.122 --> 01:27:27.787]  Not only that, but his listeners would then call for violence against you and for others, and it just goes to show the state of our hearts, the state of the
[01:27:28.127 --> 01:27:33.791]  The heart and the mind of this movement, because nobody is calling for equal action against him.
[01:27:33.791 --> 01:27:34.952]  Oh, contrary!
[01:27:34.952 --> 01:27:41.236]  We don't want any violence against him until we take the Republic back and then they all get due process.
[01:27:41.236 --> 01:27:43.938]  We know he went to the White House, got propaganda points.
[01:27:43.938 --> 01:27:44.698]  That's illegal.
[01:27:44.698 --> 01:27:46.039]  We know he's on their payroll.
[01:27:46.039 --> 01:27:50.062]  Then he will be brought to justice in a Nuremberg-style trial.
[01:27:51.201 --> 01:28:07.751]  It's interesting, the president of his radio syndicator, Radio America, his name is Jim Roberts, he's also the president of the American Veteran Center, and the American Veteran Center and Radio America's headquarters is literally five miles away from the White House, across the river.
[01:28:07.751 --> 01:28:11.373]  Oh yeah, it's a completely government run, that's come out, yeah.
[01:28:11.373 --> 01:28:13.154]  Oliver Norris is involved, it's a huge, yeah.
[01:28:14.281 --> 01:28:15.802]  Yeah, they're protecting Reagan.
[01:28:15.802 --> 01:28:17.103]  He still has a job.
[01:28:17.103 --> 01:28:19.145]  Who knows what will happen with the FCC.
[01:28:19.145 --> 01:28:24.310]  There is a petition now on my site to get Michael Reagan removed from the school board, I believe.
[01:28:24.310 --> 01:28:30.675]  He's on the school board of his Notre Dame High School, where his kids go in Sherman Oaks, California.
[01:28:30.675 --> 01:28:33.378]  As he says, murder babies.
[01:28:33.378 --> 01:28:34.298]  Yeah, if you want to find out.
[01:28:34.298 --> 01:28:37.421]  Stick hand grenades in babies' rectums and murder them.
[01:28:37.421 --> 01:28:41.705]  Yeah, and this is a man that's on a school board, so we're trying to get him removed from the board.
[01:28:42.392 --> 01:28:45.454]  Maybe we can give out the number to the American Veterans Center.
[01:28:45.454 --> 01:28:50.819]  This is the center that's in charge of the United States Memorial Day Parade in Washington, D.C.
[01:28:50.819 --> 01:28:54.882]  It's a very large, very, very powerful veterans group.
[01:28:54.882 --> 01:29:02.808]  And this president, Jim Roberts, is also the head of this syndication company, and they're taking no action against Reagan or his comments.
[01:29:02.808 --> 01:29:05.150]  Yeah, give the number out.
[01:29:05.150 --> 01:29:07.331]  The number for the American Veterans Center is 703.
[01:29:10.845 --> 01:29:20.872]  302-1012, or you could go to AmericanVeteransCenter.org.
[01:29:20.872 --> 01:29:31.640]  And if we can't get a hold of him or his studio at Reagan at Radio America is not responding, then maybe we can get through to the American Veterans Center and reach Mr. Jim Roberts over there.
[01:29:31.640 --> 01:29:33.121]  Again, that number is 703-302-1012.
[01:29:38.847 --> 01:29:43.270]  Well, Mark Dice, here's the deal.
[01:29:43.270 --> 01:29:53.796]  As you know, in Germany, from 33 to about 40, they would let the SA, the SS beat up whoever they wanted, rob whoever they wanted, harass, and it all started like this.
[01:29:54.981 --> 01:29:59.483]  And, uh, just thank God we've got our Second Amendment to protect ourselves.
[01:29:59.483 --> 01:30:03.684]  And, uh, I just feel sorry for anybody that tries anything violent with you or me or anybody else.
[01:30:03.684 --> 01:30:10.646]  Because, folks, we're not looking for a fight, but you... Anybody lays a hand on me, I'm gonna kill you so fast, it's gonna make your head spin.
[01:30:10.646 --> 01:30:11.567]  I'm armed.
[01:30:11.567 --> 01:30:12.647]  I will defend myself.
[01:30:12.647 --> 01:30:13.727]  We'll be right back.
[01:30:13.727 --> 01:30:14.187]  Stay with us.
[01:30:14.187 --> 01:30:15.428]  I wanna talk to you during the break.
[01:30:18.288 --> 01:30:19.429]  We're on the mark.
[01:30:19.429 --> 01:30:29.996]  Lighting the fires of liberty with your host, Michael Badnarik, from 7am to 9am central, Monday through Friday, only on We The People, Radio Network.
[01:30:29.996 --> 01:30:34.339]  Hi, my name's Don Whiskin, and for over 7 years I've been telling people about Cardivite.
[01:30:34.339 --> 01:30:38.362]  Here's Dr. John Mattson, a naturopathic doctor, and his views on Cardivite.
[01:30:38.362 --> 01:30:44.326]  I would like to thank you, Don, for making my job so much easier, because your products just make it so simple, right, to fool around with a lot
[01:30:49.335 --> 01:31:07.868]  I've had dozens and dozens of patients with heart problems who have corrected them and what it's doing, there's so much garlic in there that has a yeast killing effect, that yeast is a big problem in the gut, pushes the liver hard, it also has metal chelating effect and most of the other herbs in there I find that strengthen the arteries, they help to neutralize free radicals.
[01:31:07.868 --> 01:31:12.851]  Your remedy is as close to what we do in our program as you can get as far as one supplement goes.
[01:31:14.889 --> 01:31:18.190]  Working on the liver, working on the arteries, what more can you ask for?
[01:31:30.131 --> 01:31:37.493]  There are many types of storable foods, but how about a superfood that contains every nutrient that the human body needs for survival?
[01:31:37.493 --> 01:31:49.215]  50% protein, 300 milligrams of potassium per ounce, and calcium and magnesium for your heart and bones, with many more nutrients found in this incredible food source that the government does not want you to have.
[01:31:49.215 --> 01:31:54.536]  This product is available in powder, seeds, and oil, and is shipped free to your door in the U.S.
[01:31:54.536 --> 01:31:57.997]  This product is illegal to grow in the U.S., but is legal to import.
[01:31:58.297 --> 01:32:00.718]  Don't waste time thinking about storing food.
[01:32:00.718 --> 01:32:05.779]  Plan ahead and prepare for yourself and your family now, and be in control of your destiny.
