[00:14:10.250 --> 00:14:11.692]  You, Alex, are fearless.
[01:08:01.969 --> 01:08:03.390]  We have everything going on in the Middle East.
[01:08:03.750 --> 01:08:06.293]  This is a collage of chaos, and that's what they're operating under.
[01:08:06.533 --> 01:08:12.358]  They must keep us distracted, and the reason you're being attacked and the reason we're being attacked is because we're connecting the timeline.
[01:08:12.578 --> 01:08:14.940]  If we understand the timeline, we can realize the future.
[01:08:15.281 --> 01:08:15.721]  That's it.
[01:08:16.001 --> 01:08:16.362]  Period.
[01:08:16.522 --> 01:08:18.444]  That's what's going on, and we are in the fight.
[01:08:18.544 --> 01:08:21.366]  It is as serious as it's ever been in human history.
[01:08:21.526 --> 01:08:24.109]  Everything has reached the moment right now.
[01:08:24.389 --> 01:08:33.502]  And when we think about timeline, we are able to influence the timeline by becoming history's actors, and by actually being motivated individuals, as in all the Pentagon documents.
[01:08:33.722 --> 01:08:35.845]  And the Pentagon's been ordered to target those individuals.
[01:08:36.446 --> 01:08:40.913]  It's like Clapper said that time, and Brennan, oh we're not, no it was Hayden.
[01:08:42.259 --> 01:08:42.680]  I don't know.
[01:09:03.882 --> 01:09:04.963]  And that's all over newspapers.
[01:09:05.603 --> 01:09:07.445]  We must tell the children, no Alex Jones.
[01:09:07.785 --> 01:09:13.029]  I mean, this is such a quantum insanity, which it means they're going for complete broke, Zach.
[01:09:14.030 --> 01:09:14.590]  Absolutely.
[01:09:14.750 --> 01:09:17.613]  And what did the Tesla roaster that was launching their orbits say on the screen there?
[01:09:18.153 --> 01:09:19.114]  Don't panic.
[01:09:20.006 --> 01:09:20.527]  We are in it.
[01:09:20.707 --> 01:09:23.250]  We must breathe deep and focus right now.
[01:09:23.691 --> 01:09:24.172]  We are in it.
[01:09:24.212 --> 01:09:24.993]  This is destiny.
[01:09:25.533 --> 01:09:26.214]  It had to happen.
[01:09:26.234 --> 01:09:29.298]  I would prefer a different life right now, but we can't do that.
[01:09:29.399 --> 01:09:34.706]  Don't the globalists, I agree, don't the globalists realize though that even if they're able to take us out, that they're done?
[01:09:36.158 --> 01:09:37.079]  You've been saying it for years.
[01:09:37.239 --> 01:09:38.300]  Ideas are bulletproof.
[01:09:38.681 --> 01:09:40.843]  And the fact that we're doing what we're doing is incredible.
[01:09:41.124 --> 01:09:41.965]  I'm honored to be here.
[01:09:42.325 --> 01:09:45.368]  But we have to, we have got to compile the timeline in real time.
[01:09:45.408 --> 01:09:46.550]  We have got to give it to the people.
[01:09:46.570 --> 01:09:50.935]  We have to continue to double down and support our president and really get through him because he's under major attack right now.
[01:09:50.995 --> 01:09:53.738]  The timeline is critical because they're operating under the collage of chaos.
[01:09:53.758 --> 01:09:54.198]  That's what it is.
[01:09:54.218 --> 01:09:55.079]  That's a complete tactic.
[01:09:55.440 --> 01:09:56.601]  Every single day something happens.
[01:09:56.921 --> 01:09:59.642]  While real-world things are happening, you can never focus on one thing.
[01:09:59.662 --> 01:10:00.622]  You have to keep the plate spinning.
[01:10:01.002 --> 01:10:02.043]  That's what they're hoping for.
[01:10:02.063 --> 01:10:03.303]  That is what they're hoping for.
[01:10:03.323 --> 01:10:04.383]  But this is the only chance we've got.
[01:10:04.403 --> 01:10:06.684]  We've got to double down and support Donald Trump here.
[01:10:06.704 --> 01:10:07.644]  All right, thank you.
[01:10:07.724 --> 01:10:08.805]  God bless you, Zach.
[01:10:09.425 --> 01:10:11.186]  I don't know if we have a Skype ready to pipe through.
[01:10:11.206 --> 01:10:15.067]  We're not streaming video yet up to the TV stations, are we?
[01:10:15.847 --> 01:10:18.068]  He's ready via Skype or he's ready via phone?
[01:10:18.088 --> 01:10:18.288]  Skype.
[01:10:18.328 --> 01:10:21.029]  All right, let's bring Roger in.
[01:10:21.049 --> 01:10:22.849]  But Roger, you're going to be all over the news today on the show.
[01:10:22.869 --> 01:10:24.270]  Are you going to really wear a 20-gallon
[01:10:25.880 --> 01:10:26.621]  Cowboy hat today?
[01:10:27.322 --> 01:10:30.145]  Well, today was supposed to be my day off, Alex.
[01:10:30.606 --> 01:10:32.889]  I was going to take my godson to the beach.
[01:10:33.950 --> 01:10:37.133]  But when I got the call this morning that you needed me, here I am.
[01:10:37.154 --> 01:10:42.960]  I'm wearing my Trigger the Libtards t-shirt, which as you know is available.
[01:10:43.801 --> 01:10:45.862]  Uh, at the Infowars.com store.
[01:10:45.902 --> 01:10:48.424]  This is about my favorite of all the t-shirts.
[01:10:49.204 --> 01:10:53.386]  Uh, but yeah, I'm gonna wear my cowboy hat because I'm not ashamed.
[01:10:53.566 --> 01:10:56.208]  I may be in Florida, but my heart's in Texas.
[01:10:56.328 --> 01:10:56.868]  Hey, we love you.
[01:10:56.888 --> 01:10:57.489]  I'm teasing you.
[01:10:57.609 --> 01:11:03.292]  You know, I knew that you were gonna take your grandson to the beach, what a cutie he is, and hang out with the wife and family.
[01:11:04.329 --> 01:11:10.032]  But how, and I know you're ignoring a lot of the mainstream media, but I mean, you're the top story right now in the country in this whole coup.
[01:11:11.293 --> 01:11:13.394]  I mean, I mean, this is unbelievable, Roger.
[01:11:13.454 --> 01:11:14.334]  Let's stand the cameras at him.
[01:11:14.614 --> 01:11:14.794]  Thanks.
[01:11:15.014 --> 01:11:16.075]  This is unbelievable.
[01:11:16.435 --> 01:11:19.517]  I mean, they are saying you're the main target now of all this crap.
[01:11:19.817 --> 01:11:23.759]  Federal judges for those who just joined us are coming out saying Mueller, quote, lied.
[01:11:24.139 --> 01:11:29.161]  That they're involved in a runaway operation of, quote, unfettered power in a coup?
[01:11:29.181 --> 01:11:31.322]  I mean, we have judges saying they're launching coups.
[01:11:31.362 --> 01:11:32.222]  That's Fox News.
[01:11:32.643 --> 01:11:34.143]  So this is damn serious, man.
[01:11:34.503 --> 01:11:35.444]  These people are crazy.
[01:11:35.464 --> 01:11:36.764]  The crimes they've committed, everything's going on.
[01:11:36.804 --> 01:11:38.285]  So thank you for giving us the exclusive.
[01:11:38.305 --> 01:11:42.087]  You're about to host for hours here, because I've got an emergency situation I've got to take care of.
[01:11:42.367 --> 01:11:50.070]  You're about to take over here, compadre, but just go ahead and just break down the magnitude of what we're facing.
[01:11:50.811 --> 01:11:59.718]  You know, Alex, it's really heartening that every once in a while there's a federal judge who actually is committed to his duty and the U.S.
[01:11:59.758 --> 01:12:02.620]  Constitution, who has some integrity.
[01:12:03.301 --> 01:12:08.324]  The judge in the District of Columbia, who is sitting on the Manafort case there,
[01:12:09.425 --> 01:12:10.686]  Is a stooge for the government.
[01:12:11.166 --> 01:12:14.008]  He will do anything the federal prosecutors ask him to.
[01:12:14.548 --> 01:12:18.750]  He will turn a blind eye to their willful violation of the U.S.
[01:12:18.790 --> 01:12:22.332]  Constitution and the civil liberties that are guaranteed there.
[01:12:22.872 --> 01:12:31.817]  Now, in the Commonwealth of Virginia, you have a courageous federal judge who's prepared to speak out and slap down Mueller.
[01:12:32.657 --> 01:12:34.099]  So when will they suicide him?
[01:12:34.639 --> 01:12:40.044]  When will he mysteriously die in a car crash or an airplane accident?
[01:12:40.885 --> 01:12:43.548]  I give enormous credit to the judge.
[01:12:44.864 --> 01:12:46.285]  I must say, you're absolutely right.
[01:12:46.385 --> 01:12:54.213]  There's nothing like the experience of waking up and finding out that you're the top story on the Drudge Report.
[01:12:55.053 --> 01:13:01.139]  I have huge respect and affection for Matt Drudge, but he did kind of screw up my breakfast.
[01:13:02.320 --> 01:13:03.821]  The irony of this is,
[01:13:04.782 --> 01:13:25.009]  The story cited says that the focus of Mueller's, they say he's sharply focused on my relationship with former Manafort aide Rick Gates, a man I virtually had no meaningful, substantive interaction with through all of 2016.
[01:13:25.089 --> 01:13:31.591]  That probably means they've got him to roll, though, and he's going to make up that, you know, you had flying monkeys coming out your rear end.
[01:13:32.588 --> 01:13:34.949]  Well, you know, I did have to think about it.
[01:13:35.050 --> 01:13:44.675]  Since the article says that they are focusing on dinners, with an S, between Gates and I, I had to stop and think, have I ever had dinner with this guy?
[01:13:45.376 --> 01:13:46.397]  No, actually I did.
[01:13:46.997 --> 01:13:59.465]  I attended a dinner with several others, Mike Caputo, John Haggerty, guys who triumphed in the New York primary, swept the New York primary for Donald Trump.
[01:14:00.481 --> 01:14:07.870]  It was supposed to be a meeting with Paul Manafort who cancelled at the last minute because he had to do something else and send his deputy.
[01:14:08.270 --> 01:14:11.033]  The topic on the table wasn't Russian collusion.
[01:14:11.554 --> 01:14:16.239]  The topic was the makeup of the New York delegation to the Republican National Convention.
[01:14:17.090 --> 01:14:18.191]  There's no collusion here.
[01:14:18.971 --> 01:14:20.433]  Is dinner with this guy a crime?
[01:14:21.253 --> 01:14:26.337]  Then they want to know about my meetings with Matt with Gates at Trump Tower in 2016.
[01:14:26.897 --> 01:14:27.738]  Guess what, Alex?
[01:14:28.198 --> 01:14:29.319]  There were no meetings.
[01:14:29.820 --> 01:14:30.780]  None whatsoever!
[01:14:31.798 --> 01:14:32.258]  Nada!
[01:14:32.719 --> 01:14:33.299]  Zero!
[01:14:34.240 --> 01:14:37.483]  So this is an extension of the witch hunt.
[01:14:38.123 --> 01:14:39.965]  It's an effort to smear me.
[01:14:40.685 --> 01:14:43.308]  It's an effort to drive me into bankruptcy.
[01:14:44.008 --> 01:14:46.430]  I don't like coming on InfoWars and having to beg.
[01:14:47.031 --> 01:14:56.699]  I don't love having to send out hundreds of thousands of emails and post on my personal Facebook page that I'm facing a financial crisis.
[01:14:57.860 --> 01:15:00.241]  But Mueller and his leaked investigation
[01:15:01.679 --> 01:15:03.001]  Have ruined my livelihood!
[01:15:03.642 --> 01:15:06.306]  They've destroyed my ability to make a living!
[01:15:06.407 --> 01:15:07.669]  And Roger, let's be clear though.
[01:15:08.189 --> 01:15:13.177]  We're making history, and the Founding Fathers, a lot of them lost everything they had, but I know you're happy to go to the fight.
[01:15:14.199 --> 01:15:15.741]  People should buy your new book that's coming out.
[01:15:16.567 --> 01:15:18.368]  They should go donate at StoneColdTruth.com.
[01:15:18.849 --> 01:15:20.270]  Now, you've only got three or four lawsuits.
[01:15:20.310 --> 01:15:21.150]  I've got, like, nine.
[01:15:21.170 --> 01:15:22.271]  And I absolutely agree.
[01:15:22.331 --> 01:15:23.231]  And you work for InfoWars.
[01:15:23.252 --> 01:15:24.352]  Well, we're all being targeted here.
[01:15:25.253 --> 01:15:28.215]  And I haven't even plugged in an hour and 15 minutes on air.
[01:15:28.235 --> 01:15:28.635]  So you're right.
[01:15:28.655 --> 01:15:31.037]  When we come back, let's plug StoneColdTruth.com.
[01:15:31.057 --> 01:15:32.378]  Let's tell folks that they can support you.
[01:15:32.878 --> 01:15:34.779]  And then let's talk about InfoWarsStore.com.
[01:15:35.019 --> 01:15:38.362]  T-shirts, books, films, incredible supplements, giant deals.
[01:15:38.782 --> 01:15:40.143]  I mean, we don't have George Soros.
[01:15:40.223 --> 01:15:41.163]  We have you folks.
[01:15:41.744 --> 01:15:44.646]  We don't have billionaires funding us, which isn't a bad thing, but that's what, you know.
[01:15:45.006 --> 01:15:48.228]  Folks like Glenn Beck and other people, uh, Shapiro have.
[01:15:48.549 --> 01:15:49.349]  We're funded by you!
[01:15:49.369 --> 01:15:53.672]  That just pisses me off when Shapiro's trying to, you know, get in our business and make sure we don't have gas and stuff.
[01:15:54.313 --> 01:16:00.937]  One of the things I'm really proud of is the fact that doing my own research, talking to top scientists, we knew that there was an iodine conspiracy.
[01:16:01.598 --> 01:16:03.419]  Iodine is in every cell of your body.
[01:16:04.000 --> 01:16:09.884]  Iodine deficiency is the commonest preventable cause of brain damage and loss of IQ in the world.
[01:16:10.284 --> 01:16:12.926]  In fact, over 90% of Americans are low in iodine.
[01:16:13.186 --> 01:16:16.208]  Iodine used to be used in bread as a dough enhancer.
[01:16:16.569 --> 01:16:22.493]  Then in the early 1970s, most commercial manufacturers switched to bromide instead.
[01:16:23.133 --> 01:16:29.598]  Since 1970, the iodine they collected in urine is 50% less now than it was then.
[01:16:29.978 --> 01:16:35.882]  Research from a World Health Organization study show that 10 to 50 percent of people worldwide are deficient in iodine.
[01:16:36.343 --> 01:16:39.945]  Most people, I think everybody, for the most part, should be supplementing with iodine.
[01:16:40.445 --> 01:16:48.651]  And I am so proud of the fact that since I've been promoting iodine the last five, six years, it is now all the rage at health food stores, you name it.
