[00:00:02.165 --> 00:00:03.590]  We are drugged out!
[01:51:33.865 --> 01:51:39.788]  And it shows the desperation to list all Republicans as Nazis, knowing people are searching the names.
[01:51:39.848 --> 01:51:43.270]  I mean, that right there, it shows there's no end to SJWs.
[01:51:43.570 --> 01:51:46.431]  You go on the street, SJWs are like demonic animals.
[01:51:47.231 --> 01:51:49.913]  I mean, we're not the ones trying to end civilization.
[01:51:49.993 --> 01:51:50.453]  They are.
[01:51:50.833 --> 01:51:52.214]  We must stand against them.
[01:51:53.409 --> 01:51:56.291]  And the, you know, the deep state does not want the truth told.
[01:51:56.872 --> 01:52:02.976]  It is an info war, and the deep state is already, I mean, Alex, Google's already attacked both you and me.
[01:52:03.096 --> 01:52:07.479]  Google's... No, I know, they've already laid waste to us, but our listeners get it, they bypass them.
[01:52:07.759 --> 01:52:09.200]  What I'm saying is, I agree.
[01:52:09.580 --> 01:52:17.726]  So now that they're saying Republicans are all Nazis, shouldn't that organize Republicans to understand that Google is a clear and present danger?
[01:52:18.286 --> 01:52:29.373]  Absolutely, and Donald Trump's got to use now the effective power of the Federal Trade Commission to begin the act of censorship, to end the censorship in all of these social media entities.
[01:52:29.853 --> 01:52:34.576]  They're all aimed at absolutely ending any message that supports Donald Trump.
[01:52:34.596 --> 01:52:35.897]  That's right, we must end the censorship.
[01:52:36.530 --> 01:52:37.710]  We must end the censorship.
[01:52:37.730 --> 01:52:40.571]  We must have an Internet Bill of Rights of some sort.
[01:52:40.611 --> 01:52:44.952]  We must have the Federal Trade Commission come in and start breaking up the power of the Silicon Valley State.
[01:52:44.972 --> 01:52:46.753]  But doesn't this show their desperation?
[01:52:47.253 --> 01:52:50.614]  Doesn't it show their desperation that they're pulling crap like this?
[01:52:51.234 --> 01:52:59.956]  But in their desperation, they're going to do everything they can to shadow ban and to block a conservative message from being on the Internet.
[01:53:00.356 --> 01:53:02.136]  This is why we've got to continue to fight it.
[01:53:02.196 --> 01:53:03.317]  Donald Trump's got to listen.
[01:53:03.357 --> 01:53:04.137]  He is listening.
[01:53:04.636 --> 01:53:06.718]  It's got to take steps and active steps now.
[01:53:07.158 --> 01:53:09.360]  Get the Federal Trade Commission engaged.
[01:53:09.920 --> 01:53:15.585]  Even Amazon, with its control of Washington Post, they want to register as a lobbyist.
[01:53:15.985 --> 01:53:18.747]  Donald Trump's got to move on these, and I think he's ready to.
[01:53:18.767 --> 01:53:21.930]  It's got to actively use the full power of the presidency.
[01:53:22.510 --> 01:53:27.855]  Knowing that the American people are behind Donald Trump to end the effort of the Deep State.
[01:53:28.175 --> 01:53:31.418]  You know, Deep State is controlled by Silicon Valley also.
[01:53:31.918 --> 01:53:33.079]  CIA controls it.
[01:53:33.639 --> 01:53:39.784]  It's the Larry Ellison's, all of the Cisco's, the Microsoft systems.
[01:53:39.824 --> 01:53:40.845]  These are the Deep State.
[01:53:41.266 --> 01:53:44.909]  If Facebook goes, they'll replace Facebook with a Facebook 2.0.
[01:53:45.569 --> 01:53:50.053]  And it will be as determined to censor any conservatives as the original Facebook.
[01:53:50.658 --> 01:53:52.780]  We've got to go after the power of Silicon Valley.
[01:53:52.880 --> 01:53:53.400]  Absolutely.
[01:53:53.420 --> 01:53:54.881]  Trump's got to break its back.
[01:53:55.342 --> 01:53:57.523]  It'll be good for business, good for the country anyways.
[01:53:57.924 --> 01:53:59.205]  We've got to get these people out of the way.
[01:53:59.225 --> 01:54:07.871]  The bizarre leftist commitment of Alphabet and Google and Twitter and Facebook and Apple to merge with China and all of this.
[01:54:09.212 --> 01:54:11.434]  What is the power behind these tech giants?
[01:54:11.454 --> 01:54:13.496]  Because I know they were set up by our own agencies.
[01:54:14.346 --> 01:54:15.306]  They hate America.
[01:54:15.686 --> 01:54:17.647]  They were ready to have Hillary president.
[01:54:18.087 --> 01:54:22.088]  We were all going to be found for, you know, thought crimes, all the deplorables.
[01:54:22.889 --> 01:54:26.970]  They all had big old giant, you know what's ready for the purge, didn't they?
[01:54:27.070 --> 01:54:27.870]  Absolutely.
[01:54:27.910 --> 01:54:36.353]  We're all going to be convicted of thought crime because we disagreed with the, you know, for religious grounds, we want to be able to object to the LBGT agreement.
[01:54:36.813 --> 01:54:41.094]  We want to be able to say we want a first amendment, we want a second amendment.
[01:54:41.554 --> 01:54:49.476]  We want a strong Fourth Amendment to end the CIA's collection of massive data against conservatives and libertarians.
[01:54:50.016 --> 01:54:52.077]  And Donald Trump has the power of the presidency.
[01:54:52.137 --> 01:54:54.878]  Now he's got to begin to actively use it.
[01:54:54.958 --> 01:54:57.038]  The people will be behind Donald Trump.
[01:54:57.078 --> 01:54:57.739]  I totally agree.
[01:54:57.779 --> 01:54:58.819]  Let me say this in closing.
[01:54:59.339 --> 01:55:00.940]  Come back this week with us, Dr. Corsi.
[01:55:01.720 --> 01:55:02.040]  Certainly.
[01:55:02.060 --> 01:55:03.240]  Talk about your book, all of it.
[01:55:04.040 --> 01:55:05.661]  When you sit back and you look at this,
[01:55:07.304 --> 01:55:08.246]  History's on our side.
[01:55:08.286 --> 01:55:09.027]  People want freedom.
[01:55:09.848 --> 01:55:11.010]  And you look at the globalists.
[01:55:11.030 --> 01:55:12.172]  You look at Trump's success.
[01:55:12.733 --> 01:55:17.280]  I don't know how they think they're going to win when the tide is only turning against them.
[01:55:17.300 --> 01:55:18.421]  But they don't give up.
[01:55:18.882 --> 01:55:20.445]  They only continue to double down.
[01:55:21.857 --> 01:55:37.342]  Well, because it is an InfoWars, and at the final analysis, you know, freedom wins and God wins, but it's going to need, God needs, the support, the active support of Sean Hannity, of Alex Jones, of myself, and of many other voices who are out there supporting the concept.
[01:55:37.362 --> 01:55:40.423]  That's right, and let's just have to understand, they're not known by Google yet.
[01:55:40.823 --> 01:55:48.186]  You start a new website, you start a new video, you talk about big issues, it's going to go viral because it's not been blocked yet.
[01:55:48.666 --> 01:55:57.308]  When the people turn loose against AI, it's a fight between corrupt despots with Communist China, the corrupt Vatican, the EU, and free humanity.
[01:55:57.368 --> 01:56:02.450]  And if you'll just get off, and folks, you're supporting us, you're spreading the links, you're buying products, that's great.
[01:56:02.850 --> 01:56:12.273]  But if you will start a website or call C-SPAN or do a YouTube video or go to City Council and speak, every little bit, your voice will bring them down.
[01:56:12.293 --> 01:56:13.513]  We're beginning to win, Dr. Corsi.
[01:56:14.181 --> 01:56:15.682]  Well, we the people are sovereign.
[01:56:16.223 --> 01:56:17.304]  We've got to continue.
[01:56:17.444 --> 01:56:20.426]  Everyone listening today, we need everybody's support.
[01:56:20.506 --> 01:56:26.732]  We need the active support of the American people to get behind Donald Trump and to say to end this Google censorship.
[01:56:27.272 --> 01:56:29.494]  End the Silicon Valley control of the media.
[01:56:29.734 --> 01:56:33.877]  And they see just a year and a half of Trump having partial control.
[01:56:34.238 --> 01:56:35.219]  Things turning around.
[01:56:35.639 --> 01:56:36.840]  It's so clear, folks.
[01:56:37.300 --> 01:56:37.961]  It's so clear.
[01:56:38.081 --> 01:56:38.962]  Thank you, Dr. Corsi.
[01:56:39.002 --> 01:56:39.822]  We'll talk to you soon.
[01:56:39.882 --> 01:56:40.223]  Thank you.
[01:56:40.936 --> 01:56:41.416]  My pleasure.
[01:56:41.456 --> 01:56:41.856]  Thank you.
[01:56:42.076 --> 01:56:42.316]  Wow.
[01:56:42.376 --> 01:56:43.097]  We're out of time.
[01:56:43.157 --> 01:56:44.017]  Great job of the crew.
[01:56:44.057 --> 01:56:45.217]  Tomorrow, 8 a.m.
[01:56:45.237 --> 01:56:47.978]  David Knight in the Real News, 11 a.m.
[01:56:48.438 --> 01:56:51.319]  Owen Schroer, myself, right through to the War Room.
[01:56:52.279 --> 01:56:53.919]  Please pray for us.
[01:56:53.959 --> 01:56:54.779]  We're praying for you.
[01:56:55.019 --> 01:56:56.520]  This is such an incredible battle.
[01:56:56.580 --> 01:56:57.440]  It's so exciting.
[01:56:57.780 --> 01:56:59.060]  But you're the power behind it.
[01:56:59.340 --> 01:57:03.621]  Don't forget, free shipping on all our best-selling nutraceuticals, on storable foods, you name it.
[01:57:03.661 --> 01:57:05.382]  A bunch of great... Get a t-shirt.
[01:57:05.762 --> 01:57:06.943]  There's so many great t-shirts.
[01:57:06.983 --> 01:57:08.025]  It's like choose your own adventure.
[01:57:08.325 --> 01:57:10.708]  Wear a Molon Lambe, you'll get nothing but love from gun owners.
[01:57:10.988 --> 01:57:12.310]  Because libtards don't know what it means.
[01:57:12.670 --> 01:57:16.234]  Or an InfoWars shirt, or trust my president, you're gonna meet a lot of friends, a lot of enemies.
[01:57:16.575 --> 01:57:18.257]  Choose your own adventure, get a t-shirt today.
[01:57:18.657 --> 01:57:19.398]  InfoWarsStore.com
[01:57:20.788 --> 01:57:22.309]  InfoWarsLive.com for the supplements.
[01:57:22.329 --> 01:57:26.412]  Whatever you do, commit to that and wear your colors loud and proud.
[01:57:26.572 --> 01:57:27.913]  Exercise free speech out there.
[01:57:27.933 --> 01:57:28.453]  It's amazing.
[01:57:28.953 --> 01:57:38.279]  All right, coming up, we've got a big report next hour with Mike Adams getting into huge issues on this same station, same video stream.
[01:57:38.639 --> 01:57:41.181]  Coming up with Mike Adams on the other side of this.
[01:57:41.201 --> 01:57:42.182]  So spread the word on that.
[01:57:42.202 --> 01:57:44.904]  And then tomorrow morning, we'll be back live 8 a.m.
[01:57:45.004 --> 01:57:46.384]  NewsWars.com.
[01:57:46.725 --> 01:57:48.746]  That's the new site, NewsWars.com.
[01:57:50.547 --> 01:57:53.189]  We're going to continue to stand up for America.
[01:57:53.609 --> 01:57:58.752]  We are going to call BS on the mainstream media when they lie.
[01:57:59.412 --> 01:58:02.354]  This is the essence of InfoWars.
[01:58:02.775 --> 01:58:06.297]  This is why your trip to the InfoWars store is so vitally important.
[01:58:06.917 --> 01:58:18.202]  You see, we don't have any right-wing industrialists or multi-billionaires standing in the wings writing big checks to Alex Jones to subsidize our work here at InfoWars.
[01:58:18.823 --> 01:58:29.588]  We have to depend on the individual InfoWarrior, on men and women out there who believe in freedom, who believe in liberty, and believe in the message that we are delivering.
[01:58:29.888 --> 01:58:35.310]  You can support us by going to the InfoWars store and loading up on some of these terrific products.
[01:58:35.651 --> 01:58:36.111]  Take a look!
[01:58:36.531 --> 01:58:40.755]  Climb to the top of the food chain with Alpha Power by InfoWars Life.
[01:58:40.775 --> 01:58:44.398]  For those who want to increase testosterone and energy levels,
