[00:00:09.844 --> 00:00:11.406]  Dragon Energy activates!
[01:14:36.427 --> 01:14:44.880]  So now you're saying if I go on social media and I say, hey, President Trump's doing a great job with tax cuts, am I now meddling in the election?
[01:14:45.100 --> 01:14:47.383]  Well, what's clear now is Google and Facebook
[01:14:47.864 --> 01:14:54.966]  They are fraudulently stealing the 2018 midterm elections right now by the fact that they are censoring conservative voices.
[01:14:55.026 --> 01:14:58.988]  They are engaged in a massive fraud right now, and it's been going on all year.
[01:14:59.268 --> 01:15:07.010]  I mean, what Robert Mueller charged these Russians with was, I think, an attempt to defraud the United States of America by influencing the elections, right?
[01:15:07.250 --> 01:15:08.611]  Key word, attempt.
[01:15:08.811 --> 01:15:12.392]  They don't even have conclusive evidence that it even happened.
[01:15:12.432 --> 01:15:13.853]  Their efforts were minuscule.
[01:15:13.873 --> 01:15:16.475]  Even if they spent a few hundred thousand dollars in advertising, it's nothing.
[01:15:16.635 --> 01:15:17.656]  It's a drop in the bucket, right?
[01:15:18.216 --> 01:15:21.719]  But what Google and Facebook and YouTube and Twitter are doing is massive.
[01:15:22.339 --> 01:15:25.061]  They are massively defrauding the United States of America.
[01:15:25.121 --> 01:15:29.104]  They are deliberately attempting to steal the election right now.
[01:15:29.545 --> 01:15:37.150]  Which makes me think that, you know what, if Democrats win in 2018, isn't that on a fraudulent basis?
[01:15:37.210 --> 01:15:41.374]  Because Google and Facebook have cut off half of the debate.
[01:15:42.094 --> 01:15:52.745]  The conservative half, who are not allowed to speak, and that's how they're trying to destroy this country and take over politically so they can crush our economy and put us into war with Russia, by the way, which is what they want.
[01:15:52.765 --> 01:15:53.605]  We gotta talk about that.
[01:15:53.665 --> 01:15:54.666]  Yeah, we're gonna talk about that.
[01:15:54.686 --> 01:15:57.769]  We're gonna have the clip of Senator Raskin on the other side.
[01:15:57.809 --> 01:16:00.652]  But really, the whole hearing was honestly bombshell.
[01:16:00.712 --> 01:16:01.513]  I wish we had more time.
[01:16:02.254 --> 01:16:06.258]  Any student of military history, in all of recorded time,
[01:16:07.176 --> 01:16:13.144]  We'll tell you that stealth and sneak attack is absolutely critical in any offensive war.
[01:16:14.445 --> 01:16:18.290]  The Democrats, the CHICOM's funding them, Hollywood,
[01:16:19.278 --> 01:16:31.425]  The whole EU unelected bureaucracy is in a combine against nation states and against free market capitalism in a global corporate takeover backed up by paramilitary UN force.
[01:16:32.205 --> 01:16:33.146]  NATO is their army.
[01:16:33.626 --> 01:16:36.928]  Right now, the Democrats are making their move.
[01:16:37.928 --> 01:16:46.716]  For the last year and a half, in policy papers, they said we're going to overthrow the president using the military, or using 25th Amendment, and we're going to build the case through made-up Russia collusion.
[01:16:47.236 --> 01:16:55.123]  When I would point out the white papers, they'd say, oh, that's crazy, it doesn't exist, because they wanted to build up their forces and get geared up and get ready to make their move.
[01:16:55.403 --> 01:17:00.107]  Now, that President Trump's been in a little over a year and a half, and we enter the summer of rage,
[01:17:00.988 --> 01:17:13.815]  Congressmen, Senators, former CIA Deputy Directors, FBI Deputy Directors, you name it, former CIA Directors, they're all over the news saying, we're making our move, Trump is a Russian agent, we're going to remove him from office.
[01:17:14.235 --> 01:17:25.281]  This is insane, and they've got a bunch of cowardly Republicans who want to sit on the fence, in case this coup is successful, going, oh yeah, maybe it is bad he met with Putin, maybe he is selling us out.
[01:17:26.121 --> 01:17:29.083]  Trump has been crushing Russia with our energy deals.
[01:17:29.503 --> 01:17:34.845]  Trump has been crushing Russia shipping heavy anti-tank weapons into Ukraine against the Russians.
[01:17:35.286 --> 01:17:37.107]  Trump has been putting massive sanctions on them.
[01:17:37.447 --> 01:17:41.769]  But his rhetoric is friendly to make Russia capitulate and make a deal.
[01:17:42.169 --> 01:17:45.451]  And quite frankly, it's offensive and probably not right what the president's doing.
[01:17:45.771 --> 01:17:49.233]  But you can see it in America's interest, but kind of in an imperial way.
[01:17:49.733 --> 01:17:51.935]  Trump is so pro-America, it's insane.
[01:17:51.995 --> 01:17:53.617]  The country's coming back from the dead.
[01:17:53.817 --> 01:17:55.038]  The economy's turning around.
[01:17:55.419 --> 01:18:01.585]  The traitors of globalism in the Democratic Party and the blue-blood Republicans are the ones that are anti-nation-state.
[01:18:01.925 --> 01:18:04.748]  They're the ones transferring power to the UN and the TPP.
[01:18:05.228 --> 01:18:06.349]  All the things Trump's killed.
[01:18:06.589 --> 01:18:14.235]  America was basically wearing a ball and chain, and Trump has removed it, and he's returning power back to the states, back to the people.
[01:18:14.455 --> 01:18:16.016]  He's acting as our real president.
[01:18:16.377 --> 01:18:18.959]  Even if you don't agree with some of what he says or does, it doesn't matter.
[01:18:19.239 --> 01:18:20.480]  He really is the president now.
[01:18:20.860 --> 01:18:27.986]  And the bureaucracy, and the lobbyists, and the globalists, and the chi-coms that own our debt and control Hollywood, thought they had this country.
[01:18:28.346 --> 01:18:33.570]  The communist Chinese newspapers admit they're at war with us right now, economically and building up militarily.
[01:18:33.850 --> 01:18:34.651]  They're the big threat.
[01:18:35.191 --> 01:18:37.533]  Russia can't even keep its own country together.
[01:18:37.813 --> 01:18:40.114]  It's being targeted by Soros just like we are.
[01:18:40.635 --> 01:18:45.398]  And that's the only truth in the Russian collusion, is that Russia has the same enemies that America has.
[01:18:45.878 --> 01:18:48.019]  And Russia is being targeted just like we are.
[01:18:48.320 --> 01:18:51.602]  And they're making their move against the President right now.
[01:18:52.222 --> 01:18:59.210]  They've been hyping it and, you know, pushing that they're going to remove him so long to get you punch drunk for when they finally make their move.
[01:18:59.570 --> 01:19:05.156]  But all of us, as Americans, need to understand they've tried to create race wars, class wars, sex wars.
[01:19:05.196 --> 01:19:06.838]  They've tried to divide us every way they can.
[01:19:07.139 --> 01:19:08.120]  They admit they're doing it.
[01:19:08.480 --> 01:19:09.401]  They are the globalists.
[01:19:09.461 --> 01:19:10.062]  They are the enemy.
[01:19:10.262 --> 01:19:25.126]  And it's up to us to call Congress, to call talk radio, to get involved more now than ever against all the internet censorship that they're trying to bring in ahead of a coup against the president and a coup against the electorate in this country that elected him.
[01:19:25.566 --> 01:19:34.008]  This is a war against America trying to have its own self-determination, just like Theresa May is trying to say they're not going to follow the vote for Brexit right now in England.
[01:19:34.468 --> 01:19:34.768]  Thank you.
[01:20:06.313 --> 01:20:08.941]  You're listening to The Alex Jones Show.
[01:20:26.738 --> 01:20:30.881]  Defending the Republic from enemies, foreign and domestic.
[01:20:31.641 --> 01:20:33.122]  It's Alex Jones.
[01:20:33.702 --> 01:20:36.464]  And now, your host, Owen Troyer.
[01:20:38.065 --> 01:20:41.407]  One of the crew members here, Matt Weber, fellow St.
[01:20:41.427 --> 01:20:42.628]  Louisan from the ill side.
[01:20:43.922 --> 01:20:45.703]  Gave a great quote during the break.
[01:20:45.863 --> 01:20:50.787]  Winners are focused on winning, and losers are focused on winners.
[01:20:51.548 --> 01:20:55.090]  I guess that's why everybody talks about Infowars and shutting us down.
[01:20:55.831 --> 01:21:00.134]  So, I've just gotten two stories here that Alex wants me to talk about.
[01:21:01.035 --> 01:21:03.096]  Obama spoke in Johannesburg, South Africa.
[01:21:03.156 --> 01:21:08.660]  His biggest speech since handing over the reins of the U.S.
[01:21:08.700 --> 01:21:09.861]  President to Donald Trump.
[01:21:10.402 --> 01:21:11.282]  Spoke for about an hour.
[01:21:12.103 --> 01:21:12.643]  But he says,
[01:21:13.682 --> 01:21:15.736]  Men are getting on his nerves now.
[01:21:16.995 --> 01:21:21.059]  And he's sick of men and he wants to empower more women.
[01:21:21.759 --> 01:21:23.400]  I guess, is he talking about Michelle?
[01:21:24.161 --> 01:21:25.122]  Men getting on his nerves?
[01:21:25.642 --> 01:21:28.184]  I guess his husband, wife is getting on his nerves.
[01:21:28.825 --> 01:21:29.646]  So you got that going.
[01:21:29.666 --> 01:21:31.067]  So Obama, you know, it's nice.
[01:21:31.127 --> 01:21:38.433]  Obama just sowing more discord, you know, sowing more warfare between men and women, you know.
[01:21:38.553 --> 01:21:39.153]  So that's nice.
[01:21:39.173 --> 01:21:39.874]  Thanks, Obama.
[01:21:40.274 --> 01:21:42.816]  Thanks for jabbing the knife into our back one more time.
[01:21:44.428 --> 01:21:45.548]  Then you have this story from the Hill.
[01:21:46.329 --> 01:21:49.630]  GOP lawmaker regrets appearing on Alex Jones' radio show.
[01:21:49.930 --> 01:21:53.612]  You know, look, I really like Matt Gaetz.
[01:21:54.132 --> 01:21:58.054]  I think he is the future of the Republicans in Congress.
[01:21:58.254 --> 01:22:02.135]  I think he is a real patriot.
[01:22:03.016 --> 01:22:04.096]  And he's fighting the good fight.
[01:22:04.476 --> 01:22:12.760]  And I don't know why he's making statements about regretting going on Jones' show or regretting Infowars appearances or whatever.
[01:22:15.478 --> 01:22:17.719]  I mean, do you think, because here's my theory.
[01:22:18.460 --> 01:22:30.888]  You've got an element to this where I understand why Matt Gaetz would want to say things like this because he's catching so much flack and he may not actually even believe what he's saying.
[01:22:30.928 --> 01:22:35.371]  He may really like us, he may really like Alex, but he's just, you know, pigeonholed here.
[01:22:35.391 --> 01:22:44.357]  He's trying to insulate himself because Infowars is under attack by all of these lying Democrats who are literally, factually misrepresenting what Infowars has said.
[01:22:45.137 --> 01:22:46.178]  And so, yeah, I agree with you.
[01:22:46.198 --> 01:22:48.321]  I think Gates is just distancing himself.
[01:22:48.761 --> 01:22:52.286]  You and I both probably very much appreciate Gates' views and work.
[01:22:52.666 --> 01:22:55.269]  The things that he has done are quite commendable, in fact.
[01:22:55.309 --> 01:23:00.095]  And there are many others, like Jim Jordan and Louie Gohmert and Rand Paul, for example.
[01:23:00.115 --> 01:23:02.497]  Yeah, these are the Republicans that are actually fighting.
[01:23:03.118 --> 01:23:03.618]  Right, right.
[01:23:03.938 --> 01:23:09.619]  But you know, look, Infowars is not supposed to be the conservative establishment.
[01:23:09.639 --> 01:23:12.260]  It's not even conservative, it's libertarian, right?
[01:23:12.720 --> 01:23:14.080]  It's anti-establishment.
[01:23:14.880 --> 01:23:22.982]  The job of Infowars and independent media is to prod the establishment and ask the big questions and be the dissenting view, express free speech.
[01:23:23.362 --> 01:23:31.364]  And frankly, Owen, I would say, you know, Matt Gaetz, if he were going to be ashamed about going on any news program, it should be CNN.
[01:23:32.604 --> 01:23:33.864]  Has he boycotted CNN?
[01:23:34.145 --> 01:23:37.145]  Yeah, yeah, where's all the disavowing of CNN and their fake news?
[01:23:37.746 --> 01:23:42.187]  And these left-wing media establishments, you want to talk about actually killing kids?
[01:23:42.567 --> 01:23:45.748]  I mean, not just comments about Parkland or Sandy Hook.
[01:23:46.248 --> 01:23:51.249]  CNN promotes the psychiatric drugging of children, the GMOs, the pesticides.
[01:23:51.309 --> 01:23:52.170]  And funds their news.
[01:23:52.550 --> 01:23:52.990]  Exactly.
[01:23:53.210 --> 01:24:00.412]  The mass medication of children, some of which leads to mass shootings because of people coming off antidepressants and so on.
[01:24:00.512 --> 01:24:00.612]  CNN
[01:24:01.412 --> 01:24:10.197]  Is pushing these toxins and poisons that damage the environment, that destroy our food supply, that give people cancer.
[01:24:10.477 --> 01:24:13.498]  If anybody should be ashamed, it's CNN.
[01:24:13.538 --> 01:24:14.459]  CNN is cancer.
[01:24:14.499 --> 01:24:16.560]  But this is what they do.
[01:24:16.700 --> 01:24:23.584]  It's like InfoWars' entire identity is Sandy Hook or crisis actors at Parkland.
