[00:00:00.209 --> 00:00:00.750]  We've got it.
[00:55:31.014 --> 00:55:40.057]  But we've also got things that are covert InfoWars symbols, that are Mulan Labe things, that only get you the positive feedback if you want to network with people and be on the DL.
[00:55:40.077 --> 00:55:43.958]  So we've got our covert operations clothing, and then we've got our open-out
[00:55:45.277 --> 00:55:48.079]  You know, basically drawing their fire type stuff.
[00:55:48.399 --> 00:55:50.660]  And getting a t-shirt is so vital to what we do.
[00:55:51.060 --> 00:56:04.288]  Going to the political rallies, going to the Trump rallies, wearing them, lets the establishment know that America is awake and is taking action and lets them know that we are the folks that brought Trump to the party, which he knows, but his own minions don't.
[00:56:04.648 --> 00:56:05.448]  This is the relaunch of 1776.
[00:56:07.847 --> 00:56:10.749]  So getting t-shirts at InfoWarsTore.com is critical.
[00:56:10.809 --> 00:56:13.631]  And if you'll just get one for yourself, one for your wife, one for your neighbor.
[00:56:14.051 --> 00:56:17.573]  If you'll just do your Christmas shopping early at InfoWarsTore.com.
[00:56:17.613 --> 00:56:18.134]  Get it out of the way.
[00:56:18.154 --> 00:56:18.834]  Don't fight the crowds.
[00:56:19.354 --> 00:56:21.556]  Get a Trump Pants 2020 shirt.
[00:56:21.736 --> 00:56:23.297]  Get an InfoWars In Your Face shirt.
[00:56:23.677 --> 00:56:25.018]  Get a Molon Lobby hoodie.
[00:56:25.318 --> 00:56:29.181]  We've got them with gold foil, female cut that are just gorgeous.
[00:56:29.221 --> 00:56:31.202]  My wife looks amazing in one.
[00:56:31.562 --> 00:56:32.703]  I'd have her come in and do a photo shoot.
[00:56:32.743 --> 00:56:33.143]  My goodness.
[00:56:33.523 --> 00:56:34.304]  Start drooling though.
[00:56:34.764 --> 00:56:39.867]  The point is, Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[00:56:40.147 --> 00:56:52.473]  Yeah, no, my beautiful, gorgeous wife, with her little waist and everything else, but then the femininity and the moulin lave, it's a big turn-on, let's be honest.
[00:56:52.834 --> 00:56:55.655]  And then there's the supplements, ladies and gentlemen, at Infowarsstore.com.
[00:56:57.605 --> 00:56:59.025]  We just ended our biggest sale in history.
[00:56:59.045 --> 00:57:01.606]  They're trying to shut down our payment processing and put us out of business.
[00:57:01.806 --> 00:57:03.046]  So I'm like, everything must go!
[00:57:03.526 --> 00:57:08.567]  And we ran it for about two weeks, and a lot of stuff got close to selling out, so it went back to the regular discounted prices.
[00:57:08.647 --> 00:57:13.288]  Except on six items that we do have enough of in stock.
[00:57:13.668 --> 00:57:16.428]  Survival Shield X3, even better than X2.
[00:57:16.608 --> 00:57:19.069]  All three types of iodine, including the Deep Earth Crystal.
[00:57:19.389 --> 00:57:24.150]  But then the chemist is explaining a little bit of the other two in there for uploading.
[00:57:24.310 --> 00:57:25.930]  Even better, a tiny bit of Vitamin C.
[00:57:26.630 --> 00:57:30.933]  Joe, it's a very, very, very, very powerful, very, very special product.
[00:57:31.053 --> 00:57:34.535]  Infowarslife.com, infowarsstore.com, or 888-253-3139.
[00:57:34.936 --> 00:57:41.040]  It's already got 100% five stars, so thank you all for your reviews as well.
[00:57:41.360 --> 00:57:47.004]  Silver Bullet, 67% off a bunch of other big specials that are the biggest ever at that level for the item itself.
[00:57:52.219 --> 00:57:59.462]  I do want to remind you that here at InfoWars, we are completely and totally listener and viewer supported.
[00:57:59.963 --> 00:58:06.966]  So I want you to go to the InfoWars.com site right now and see some of the extraordinary specials that we are carrying.
[00:58:07.166 --> 00:58:18.251]  Without your loyal support, without your buying these products, whether they're the great nutraceuticals or our t-shirts or our books or any of our products, we literally cannot continue the fight.
[00:58:18.331 --> 00:58:25.834]  Now, if you are not in the market for one of our great nutraceuticals, and we've got some unbelievable sales, Silver Bullet at 67% off.
[00:58:25.974 --> 00:58:27.014]  This is one of my favorites.
[00:58:27.134 --> 00:58:30.676]  The finest colloidal silver product, I think, in the country.
[00:58:30.736 --> 00:58:45.021]  We use a special electronic process which provides for a smaller microbe and therefore greater absorbability of the colloidal silver, known for centuries as one of the most effective antiviral and antibacterial compounds.
[00:58:45.182 --> 00:58:46.322]  I use it whenever I feel
[00:58:46.542 --> 00:58:51.045]  And of course, you can grab a copy of my new book, Stone's Rules, at a very nice price on TheInfoWars.com.
[00:59:10.719 --> 00:59:13.922]  All of those great products help fund the fight for freedom.
[00:59:14.042 --> 00:59:18.306]  We are completely and totally reliant on you in the fight ahead.
[00:59:18.507 --> 00:59:24.412]  It is not incidental that InfoWars has been at the focal point in the war of censorship.
[00:59:24.832 --> 00:59:30.217]  It is not incidental that we have been banned across all platforms on the same day.
[00:59:30.598 --> 00:59:31.499]  That's racketeering.
[00:59:31.839 --> 00:59:35.082]  That's the real collusion they don't want you to know about.
[00:59:35.222 --> 00:59:37.723]  This is an effort to destroy what Alex Jones has built.
[00:59:37.803 --> 00:59:39.123]  Don't let them get away with it.
[00:59:39.183 --> 00:59:41.184]  Go to the Infowars.com store right now.
[00:59:41.504 --> 00:59:44.025]  I'm Roger Stone, and I'll be right back.
[00:59:50.328 --> 00:59:56.230]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:00:09.679 --> 01:00:11.384]  The Alex Jones Show.
[01:00:11.826 --> 01:00:14.695]  Because there is a war on for your mind.
[01:01:02.672 --> 01:01:03.376]  Dark Descent!
[01:01:12.580 --> 01:01:14.081]  Well, we've got live feeds.
[01:01:14.141 --> 01:01:19.163]  Four trucks block entrance to Bowerd County elections offices as protesters gather.
[01:01:19.644 --> 01:01:21.304]  Roger's been out there last night.
[01:01:21.364 --> 01:01:23.886]  Today, he's got his operatives out there.
[01:01:23.986 --> 01:01:32.330]  He literally ran the operation for George W. Bush, which he's ashamed of now, but he was brought as a top expert by Baker and Hostetler.
[01:01:33.470 --> 01:01:36.533]  And was able to stop them stealing that election, which they were doing.
[01:01:37.073 --> 01:01:38.974]  In hindsight, we know it came out.
[01:01:39.575 --> 01:01:40.415]  They're doing it again.
[01:01:40.515 --> 01:01:43.738]  Broward County, he thought on Tuesday night that they were going to steal it.
[01:01:45.291 --> 01:01:48.814]  And he was sure of that, but then when they didn't, he thought, this is incredible, they always do.
[01:01:49.195 --> 01:02:01.545]  And then now the governorship, the Senate race, the Ag Commissioner that was all to the Republicans, now magically 18-wheelers have pulled up in other trucks, and the Democrats are delivering precincts that are almost 100% Demo rat.
[01:02:01.786 --> 01:02:03.247]  Wow, big surprise there, huh?
[01:02:03.727 --> 01:02:12.294]  All right, we'll come back from the break with Roger Stone with the latest tomorrow's news today of the Democrats openly trying to steal the election.
[01:02:12.314 --> 01:02:19.780]  But here is Eric Bolling talking to the White House spokesperson about the giant Gemma Costa InfoWars scandal.
[01:02:19.821 --> 01:02:20.121]  Here it is.
[01:02:20.481 --> 01:02:37.989]  I called Alex Jones and specifically asked him for a comment on whether, you know, because this video allegedly originated at InfoWars, so that's what they're saying, and Alex Jones responded, and we're going to show this to our audience, and Hogan, I'll show you right now, and this is what he had to say.
[01:02:38.809 --> 01:02:42.492]  Well, CNN's Acosta got caught shoving and pushing a woman.
[01:02:43.092 --> 01:02:47.936]  The media says Trump's even bad if he tells a female reporter to stop interrupting him, but that's some tough assault.
[01:02:48.337 --> 01:02:48.997]  So what are they going to do?
[01:02:49.057 --> 01:02:49.678]  They're going to spin it.
[01:02:49.698 --> 01:02:52.240]  They're going to say that we doctored the video at InfoWars.
[01:02:52.760 --> 01:02:53.921]  No, we didn't, ladies and gentlemen.
[01:02:54.201 --> 01:02:59.825]  All we did was zoom in on the video so you could see that he's hitting her arm.
[01:03:00.626 --> 01:03:03.730]  The very same video was put out by the press secretary.
[01:03:04.291 --> 01:03:05.372]  We have doctored nothing.
[01:03:05.572 --> 01:03:06.773]  They're changing the subject.
[01:03:07.074 --> 01:03:08.676]  Jim Acosta made a fool of himself.
[01:03:08.956 --> 01:03:10.178]  He took over yet again.
[01:03:10.198 --> 01:03:11.860]  That's all he does is grandstand.
[01:03:12.200 --> 01:03:17.566]  Now he's had his credentials revoked, and so they're changing the subject, saying that InfoWars, oh look, they're fake news.
[01:03:17.807 --> 01:03:18.708]  They doctored the video.
[01:03:19.148 --> 01:03:21.310]  Zooming in on video is not doctoring it.
[01:03:21.631 --> 01:03:24.554]  Anybody can get their original video and zoom in themselves.
[01:03:24.814 --> 01:03:26.656]  We zoomed in so you could see it.
[01:03:27.137 --> 01:03:31.121]  That's the real news we're covering at Infowars.com and Newswars.com.
[01:03:31.341 --> 01:03:32.682]  Tomorrow's news, today.
[01:03:33.323 --> 01:03:35.846]  So, there you have it, Unique Alicia.
[01:03:37.631 --> 01:03:46.183]  Response from InfoWars, and that's Alex Jones who runs InfoWars, saying they didn't dock the video, they just focused in on what you had pointed out, that there was actual contact.
[01:03:46.283 --> 01:03:52.150]  Sure, and again, I can't speak to the origin of the video except to say, I know where it started.
[01:03:52.551 --> 01:03:54.332]  We're right in that room over there where everyone saw it.
[01:03:54.372 --> 01:03:56.812]  It doesn't matter who puts it up, who posts it.
[01:03:57.033 --> 01:03:59.133]  It doesn't matter the speed at which the video is seen.
[01:03:59.413 --> 01:04:00.374]  It doesn't matter the angle.
[01:04:00.654 --> 01:04:07.636]  The question is, at the core of this, and this is why Jim Acosta lost his credential, did he touch her or not?
[01:04:07.796 --> 01:04:08.856]  The video is clear he did.
[01:04:09.077 --> 01:04:09.317]  He did.
[01:04:09.537 --> 01:04:11.097]  Who made the decision to pull his credentials?
[01:04:11.377 --> 01:04:12.398]  It was an internal decision.
[01:04:13.178 --> 01:04:14.618]  The President?
[01:04:14.658 --> 01:04:16.019]  Was it internally in the Oval?
[01:04:16.279 --> 01:04:18.440]  No, we talked about it as a team and that was the decision made.
[01:04:25.359 --> 01:04:28.440]  And we are back live, ladies and gentlemen, broadcasting worldwide.
[01:04:28.460 --> 01:04:37.165]  We're going to go to break and come back with Roger Stone with the latest Democrat raping of America.
[01:04:37.185 --> 01:04:42.987]  We've seen the fraud with the three of the five women now admitting that they never even met Kavanaugh.
[01:04:43.007 --> 01:04:43.628]  He never touched him.
[01:04:43.648 --> 01:04:44.948]  But he deserves it.
[01:04:44.988 --> 01:04:45.729]  He's a bad person.
[01:04:47.009 --> 01:04:47.730]  So he made it all up.
[01:04:48.030 --> 01:04:49.630]  And now they're trying to steal Arizona.
[01:04:51.078 --> 01:04:57.285]  Florida with magic trucks that show up days later after the elections closed that they found under a toadstool.
[01:04:59.155 --> 01:05:01.697]  You need to support independent media that's under attack.
[01:05:01.737 --> 01:05:05.159]  We're under attack by these globalists, as you know, and your support's been amazing.
[01:05:05.199 --> 01:05:07.581]  We make it easy to support us because we have great products.
[01:05:07.601 --> 01:05:18.509]  And we're announcing a mega blowout sale at Infowarsstore.com to fund us into the new year so we have a budget to continue on in the face of their attacks.
[01:05:18.969 --> 01:05:20.971]  Super male and super female vitality.
[01:05:21.631 --> 01:05:26.695]  It's incredibly high quality cold-pressed herbs known for strength, stamina, libido, energy.
[01:05:26.955 --> 01:05:27.435]  It's amazing.
[01:05:27.675 --> 01:05:31.558]  It is a whopping 57% off.
[01:05:31.798 --> 01:05:33.960]  Silver Bullet, Colloidal Silver, super high quality.
[01:05:34.180 --> 01:05:35.001]  The best out there.
[01:05:35.061 --> 01:05:36.021]  Never gone this low.
[01:05:36.942 --> 01:05:39.444]  67% off to blow it all out.
[01:05:39.884 --> 01:05:43.246]  Brain Force Plus, now available, 50% off.
[01:05:43.326 --> 01:05:46.267]  Survival Shield X3, the best iodine out there.
[01:05:46.467 --> 01:05:49.208]  Brand new product, 50% off and free shipping.
[01:05:49.409 --> 01:05:58.713]  And we're continuing free shipping store-wide on Alexa, Pure Breeze, water filters, and on all the other books and videos and materiel at the info or store.
[01:06:17.503 --> 01:06:21.007]  Resistance to tyrants is obedience to God.
[01:06:21.587 --> 01:06:23.409]  It's Alex Jones.
[01:06:24.130 --> 01:06:38.204]  Well, I can't believe that the top news story yesterday was Alex Jones and Infowars doctor fake Acosta video of him assaulting a woman.
