[00:00:13.002 --> 00:00:16.625]  It's funny.
[01:28:33.214 --> 01:28:43.936]  All right, I'm going to come back and get into a bunch of other news that we've not hit yet because there is a plethora, there is a cornucopia, there is a compendium of it, and a bunch of clips I haven't gotten to.
[01:28:43.976 --> 01:28:45.376]  And I probably should open the phones up more.
[01:28:45.416 --> 01:28:46.477]  We've just got so many guests.
[01:28:46.877 --> 01:28:51.938]  And we've got one of the other journalists, Lee Stranahan, who's being sued by the Pope.
[01:28:53.058 --> 01:28:58.762]  The Vatican, through Georgetown, with taxpayer money, is suing us and calling for us to be taken off the air.
[01:28:58.822 --> 01:29:01.404]  I mean, my lord, this is incredible!
[01:29:03.137 --> 01:29:10.840]  You know, I've got some talking points here about Caveman from Infowarsandlife.com, but instead of going to those talking points, let me just give you what I've experienced personally.
[01:29:11.701 --> 01:29:15.743]  From all the wives' tales in every culture, we know that the bones have the essence.
[01:29:16.263 --> 01:29:18.604]  We know chicken noodle soup is great for people that are sick.
[01:29:19.404 --> 01:29:22.526]  Again, in every culture, this has been reported because it works.
[01:29:24.031 --> 01:29:36.180]  And there's no way to quantify how strong this is, but the amount of bone protein and the amount of marrow and the amount of concentrated life force that is in this is incredible.
[01:29:36.861 --> 01:29:51.912]  Ladies and gentlemen, whether it's for your joints, whether it's for your arteries and your veins, whether it's for your brain, whether it's for energy, this, ladies and gentlemen, is the strongest, most concentrated bone broth formula out there, and it's amazing.
[01:29:52.912 --> 01:29:56.615]  Find out for yourself today at InfoWareStore.com what it could do for you and your family.
[01:29:56.635 --> 01:29:58.876]  And again, I want to thank you all for your support.
[01:29:58.916 --> 01:30:01.157]  You are funding the information war in 2018.
[01:30:05.638 --> 01:30:07.300]  If you don't buy the products, we're not here.
[01:30:07.880 --> 01:30:09.782]  And these are products you really need.
[01:30:10.003 --> 01:30:14.868]  We go out and research the market, what's popular, what people want, what people like, what works.
[01:30:15.008 --> 01:30:17.290]  We then go to the top organic producers in the country.
[01:30:17.310 --> 01:30:19.333]  We've got four different companies that make our products.
[01:30:19.413 --> 01:30:21.695]  We've got 60-something different supplements now.
[01:30:21.795 --> 01:30:25.819]  And we say, who makes the strongest turmeric product on the market?
[01:30:26.480 --> 01:30:28.482]  And they say, from the test, it's this one.
[01:30:28.882 --> 01:30:31.004]  But we only make what people ask us to make.
[01:30:31.104 --> 01:30:31.905]  We make this one.
[01:30:31.965 --> 01:30:39.292]  It's got 100 milligrams of curcumin, but it's about 70 percent, this is a talk we had, concentrate of curcumin in those milligrams.
[01:30:39.352 --> 01:30:41.313]  And they go, but the industry standard's about 3 percent.
[01:30:41.453 --> 01:30:44.536]  We went out and found 95 percent curcuminoid.
[01:30:44.636 --> 01:30:47.459]  That's just one ingredient in BODY's Ultimate Turmeric Formula.
[01:30:47.639 --> 01:30:52.720]  And when I say ultimate, it is the most powerful concentrated that we can find.
[01:30:53.000 --> 01:30:58.522]  Somebody may have something stronger, but when I tell you it's the strongest, it's the strongest we can find.
[01:30:58.702 --> 01:31:00.222]  It's also the most expensive for us.
[01:31:00.342 --> 01:31:02.543]  They're selling turmeric for 50, 60 bucks.
[01:31:02.643 --> 01:31:05.103]  It's 3% and got maybe 50 milligrams in it.
[01:31:05.123 --> 01:31:06.424]  A lot of the competition, okay?
[01:31:06.664 --> 01:31:09.985]  So, that's what all the products are like, okay?
[01:31:10.025 --> 01:31:10.985]  My brain works like this.
[01:31:11.505 --> 01:31:12.906]  This melatonin is $19.95.
[01:31:13.106 --> 01:31:13.967]  It's three milligrams.
[01:31:14.267 --> 01:31:16.089]  How much does melatonin cost?
[01:31:16.289 --> 01:31:18.691]  Uh, maybe 30, 40 cents for that dose.
[01:31:18.791 --> 01:31:19.791]  And the bottle costs 50 cents.
[01:31:19.851 --> 01:31:20.932]  I'm like, okay, well, is it?
[01:31:20.952 --> 01:31:22.774]  I talked to the scientists and the developers.
[01:31:22.814 --> 01:31:28.978]  I said, can we stick L-tryptophan with the melatonin, with the valerian root, with the lemon balm, with the mayo?
[01:31:28.998 --> 01:31:30.339]  Yeah, you can do all that very safely.
[01:31:30.379 --> 01:31:31.460]  And how much will all that cost?
[01:31:31.720 --> 01:31:32.781]  It'll cost you $5.
[01:31:33.422 --> 01:31:34.903]  Nobody puts that much stuff in one of these.
[01:31:35.083 --> 01:31:37.565]  I'm putting $5 in it and I'm going to sell it for $19.95.
[01:31:37.985 --> 01:31:43.888]  What whacked out world are you going to sit there and put 50 cents in something and sell it for $19.95?
[01:31:44.589 --> 01:31:49.072]  So I'm marking this stuff up, but I'm telling you folks, it's crazy how the industry works.
[01:31:49.432 --> 01:31:54.635]  And that's why they go and they test our stuff and they go, well, this is the top rated vitamin B12, but Jones, this is Jones's.
[01:31:54.655 --> 01:31:57.977]  It is pure vitamin B12, like he says, but this one's the best.
[01:31:58.157 --> 01:31:59.717]  And then it's the one we're private-labeled.
[01:31:59.758 --> 01:32:01.918]  So that's how this works, ladies and gentlemen.
[01:32:01.998 --> 01:32:03.259]  Infowarslife.com.
[01:32:03.279 --> 01:32:04.939]  You're gonna get supplements that are amazing.
[01:32:04.979 --> 01:32:06.299]  You're gonna get products that are incredible.
[01:32:06.319 --> 01:32:19.864]  And you're gonna get products that help you and your family while standing against the globalists and knowing that they hate us so much, they want to destroy us so bad, they spend so much time coming after us and lying about us and trying to wreck our lives because we know who they are.
[01:32:20.224 --> 01:32:24.125]  And when you breathe life into us and you spread the articles and the videos, it changes the whole world.
[01:32:25.003 --> 01:32:27.126]  And I want to expand their face, because let me tell you something.
[01:32:27.146 --> 01:32:30.151]  If we shrink, they're going to lay it on even more.
[01:32:30.191 --> 01:32:34.417]  We've got to grow, we've got to show them we're growing, and we've got to get stronger.
[01:32:34.437 --> 01:32:35.278]  And by the way, we are.
[01:32:35.819 --> 01:32:38.763]  That which doesn't kill us only makes us stronger, to give you another Nietzsche quote.
[01:32:40.746 --> 01:32:41.726]  But it's because of you.
[01:32:42.046 --> 01:32:42.667]  It's because of you.
[01:32:42.687 --> 01:32:55.590]  So I salute you, I thank you, I appreciate you, and I just want to ask you to just remember us in your prayers, and remember the products, and remember these are great products for you and your family, and they're essential to fund the operation.
[01:32:55.650 --> 01:32:56.390]  It's a 360 win.
[01:32:56.690 --> 01:32:58.211]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[01:32:58.231 --> 01:32:59.831]  You're listening to the Alex Jones Show.
[01:33:28.695 --> 01:33:28.975]  Wow.
[01:33:30.257 --> 01:33:31.438]  What a time to be alive.
[01:33:32.379 --> 01:33:33.840]  You want to stop tyranny?
[01:33:34.100 --> 01:33:35.241]  Well, so does he.
[01:33:35.742 --> 01:33:40.526]  Live from the InfoWars.com studios, it's Alex Jones.
[01:33:41.127 --> 01:33:43.109]  Autobots transform and roll out.
[01:33:46.012 --> 01:33:52.317]  Form of... The Pope's Jesuit University Taxpayer Funded Not Private.
[01:33:53.525 --> 01:34:09.286]  Sueing former Congressman Allen West, yours truly Alex Jones, Leanne McAdoo, Lise Franahan, for saying you got a bunch of Democrat Party operatives running around at Ferguson trying to spin it and ante for a bunch of sweethearts.
[01:34:10.404 --> 01:34:22.231]  And that President Trump's a Nazi, and they use him as PR people everywhere, and we point out one of the guys worked for Hillary at the State Department, and it has a famous history of being tied to the CIA, and running the CIA, and we just said this needs to be investigated.
[01:34:22.711 --> 01:34:33.798]  Oh, we're gonna sue you for fake news, and in the filing, they say that we say crisis actors, and nothing's real, and all this stuff, and we said nobody, you know, died in Florida.
[01:34:33.958 --> 01:34:34.878]  We didn't say that.
[01:34:35.338 --> 01:34:39.481]  So what it is, is they're fake news, and you know, I know enough about law,
[01:34:41.038 --> 01:34:57.262]  To have a taxpayer-funded, they think we're so stupid, University of Georgetown, the law school, putting out articles defaming me.
[01:34:58.222 --> 01:34:59.443]  Can we put that article back up?
[01:35:00.443 --> 01:35:06.324]  And I guess they think they're gonna control the judges and control through the alumni and somehow get the right jury.
[01:35:06.364 --> 01:35:09.325]  The whole thing smells because you look at the suit, it's a joke.
[01:35:11.562 --> 01:35:15.984]  Witness to a tragedy, a victim of fake news conspiracy sues Alex Jones and others.
[01:35:16.384 --> 01:35:17.324]  Georgetown Law.
[01:35:18.425 --> 01:35:20.566]  And then they say a bunch of stuff we never said or never did.
[01:35:21.606 --> 01:35:23.667]  And that we say there's an imaginary deep state.
[01:35:28.429 --> 01:35:34.531]  But we learned about the deep state from Carol Quigley, one of the heads of Georgetown Political Science, Bill Clinton's mentor, in Tragedy and Hope.
[01:35:36.192 --> 01:35:37.833]  Called for a planetary dictatorship.
[01:35:38.658 --> 01:35:39.478]  The end of the family.
[01:35:40.098 --> 01:35:41.158]  Total social control.
[01:35:41.178 --> 01:35:43.119]  An elite ruling everything.
[01:35:43.139 --> 01:35:44.279]  Run out of Georgetown.
[01:35:44.739 --> 01:35:45.999]  But it doesn't exist.
[01:35:48.280 --> 01:35:49.380]  There's no such thing.
[01:35:53.041 --> 01:35:57.881]  Good old Chuckie Schumer never got up on CNN and said, Trump better watch it.
[01:35:57.901 --> 01:36:05.443]  The intelligence agencies have seven ways this Sunday to get back at him and make him pay and remove him and we've been spying on him and we know he's a Russian agent.
[01:36:05.463 --> 01:36:06.443]  Trump goes, oh that's illegal!
[01:36:07.597 --> 01:36:08.898]  And it's illegal to say you were spying.
[01:36:08.918 --> 01:36:11.581]  It was classified, but then it turned out you just lied.
[01:36:11.621 --> 01:36:14.264]  You were spying on the president, but you lied about it.
[01:36:14.284 --> 01:36:15.645]  Then you said, we never said that.
[01:36:16.326 --> 01:36:23.072]  And everybody knows what a pack of liars these people are, but they're so used to creeping around and being in control.
[01:36:24.807 --> 01:36:26.809]  Knowing that America's chained up in their basement.
[01:36:27.609 --> 01:36:29.891]  They're sitting up there watching TV, big ol' slobs.
[01:36:30.252 --> 01:36:31.312]  We're chained up down there.
[01:36:31.332 --> 01:36:32.413]  There's famous cases of this.
[01:36:32.694 --> 01:36:34.675]  They're getting our social security checks, basically.
[01:36:34.695 --> 01:36:37.958]  They're sitting there like big slobs, eating Twinkies, watching television.
[01:36:38.558 --> 01:36:41.301]  You know, they got like little CIA pocket protectors feeling powerful.
[01:36:44.138 --> 01:36:48.941]  Sometimes they walk down, we're chained up downstairs, they walk by, make us beg for maybe a piece of bread.
[01:36:48.961 --> 01:36:52.103]  They walk down the dungeon, they kind of strut around.
[01:36:52.143 --> 01:36:54.024]  I'm feeling really powerful right now, America.
[01:36:54.244 --> 01:36:56.406]  Let me just kick you in the face a little bit.
[01:36:57.686 --> 01:37:03.510]  Oh, but... We've got both our arms out of the shackles.
[01:37:08.433 --> 01:37:13.016]  And then we got our legs out, and when you open the trap door to come down and rape us, globalist, metaphysically,
[01:37:14.696 --> 01:37:28.763]  Even though we've been emaciated and been in the dark so long we could hardly see, we punched you, knocked you to the ground, bit a chunk out of you, and now we're stumbling around with the lights on trying to see, and you're streaming for mama.
