[00:00:29.647 --> 00:00:50.156]  I'm watching the midterms, then you would think our country is Mad Max Thunderdome.
[01:07:53.013 --> 01:07:55.574]  I am definitely in charge, and we are certainly looking at it.
[01:07:55.594 --> 01:07:56.414]  This is antitrust?
[01:07:57.275 --> 01:07:57.955]  Antitrust, yes.
[01:07:58.015 --> 01:07:58.195]  Right.
[01:07:58.495 --> 01:07:59.036]  For Amazon?
[01:07:59.716 --> 01:08:01.397]  For all three.
[01:08:07.625 --> 01:08:09.285]  And we are back live, ladies and gentlemen.
[01:08:09.305 --> 01:08:10.806]  Again, I am your host, Alex Jones.
[01:08:10.846 --> 01:08:12.626]  We are into the second hour of live coverage.
[01:08:12.646 --> 01:08:17.747]  We'll be here until midnight tonight, and then kicking off at 8 a.m.
[01:08:17.787 --> 01:08:33.131]  tomorrow, right through until as late as we have to go, until this election is called, this critical election, or until they tell us that a couple of runoff elections for the House, coming up the next few months, may put who is actually in charge into question
[01:08:34.229 --> 01:08:35.150]  For several months.
[01:08:35.610 --> 01:08:37.591]  So there may be a cliffhanger to the cliffhanger.
[01:08:38.812 --> 01:08:40.513]  Now I have a bunch of big guests coming on.
[01:08:40.853 --> 01:08:45.556]  We already had Ted Nugent on, Roger Stones in studio, like he was two years ago on election day.
[01:08:45.996 --> 01:08:47.697]  Brandon Darby, head of Breitbart Texas.
[01:08:47.717 --> 01:08:52.260]  We'll talk about the caravan and Beto and the illegal aliens.
[01:08:52.300 --> 01:08:52.920]  He's joining us.
[01:08:53.641 --> 01:08:55.302]  Millie Weaver from the campaign trail.
[01:08:55.682 --> 01:08:56.562]  Gerald Cilente.
[01:08:56.623 --> 01:08:58.764]  And then a whole big list of people.
[01:09:00.074 --> 01:09:05.218]  On the War Room at 3 o'clock with Owen Schroer and Roger Stone right through to midnight.
[01:09:05.238 --> 01:09:07.859]  And later, I'll give you a list of those folks.
[01:09:08.360 --> 01:09:10.421]  In fact, I'll do you one better like we do in past elections.
[01:09:11.382 --> 01:09:19.207]  I'll post on InfoWars.com and NewsWars.com the list of the special programming and who's coming on.
[01:09:20.628 --> 01:09:28.574]  We just got that done yesterday and we're adding more guests and more special information as that all unfolds.
[01:09:31.854 --> 01:09:51.224]  But first, let me just, in the rest of this segment, and then into the next segment some, let me go to election night as it becomes clear that Trump is going to win, but Hillary wouldn't concede for several hours, and then once she finally conceded what I said, because Roger's like, you don't look too excited.
[01:09:52.369 --> 01:09:56.993]  And the New York Times took this to mean that I was upset that Hillary was getting in because my ratings would go down.
[01:09:57.313 --> 01:09:57.893]  Which is true.
[01:09:57.913 --> 01:10:02.157]  If you're a conservative or libertarian broadcaster, and Republicans tend to get in, your ratings go down.
[01:10:02.357 --> 01:10:03.257]  I don't care about that.
[01:10:03.838 --> 01:10:05.159]  Like a lot of Republicans, I don't like.
[01:10:05.739 --> 01:10:07.421]  I knew Hillary was coming after me.
[01:10:08.061 --> 01:10:09.342]  I started Hillary for Prison.
[01:10:09.702 --> 01:10:10.303]  Lock her up.
[01:10:10.483 --> 01:10:11.184]  Our audience did.
[01:10:12.145 --> 01:10:15.688]  I flew airplanes over her campaign events, you know, saying, Hillary for Prison.
[01:10:16.048 --> 01:10:17.089]  Infowars.com.
[01:10:17.369 --> 01:10:18.570]  She called me the Dark Heart.
[01:10:18.870 --> 01:10:20.312]  And she's come after me since then.
[01:10:20.692 --> 01:10:23.674]  With threats and lawsuits and all sorts of dirty tricks.
[01:10:23.735 --> 01:10:25.736]  So, that's pure bull.
[01:10:26.157 --> 01:10:30.020]  I want what's right and good for the country and the world, regardless of what it does for me.
[01:10:30.981 --> 01:10:34.244]  But only looking at, would I have more audience if Hillary got in?
[01:10:35.239 --> 01:10:35.599]  Maybe.
[01:10:36.440 --> 01:10:39.402]  But that doesn't matter, because I wouldn't even have a show if she got in.
[01:10:39.963 --> 01:10:41.244]  This is now life and death.
[01:10:41.584 --> 01:10:44.506]  This is now existential, ladies and gentlemen.
[01:10:44.927 --> 01:10:52.092]  So here are some of those key predictions, because after I'm done giving you those predictions from two years ago, I'm going to make more here today.
[01:10:52.353 --> 01:10:52.733]  Here it is.
[01:10:53.574 --> 01:10:54.254]  Donald Trump.
[01:10:55.035 --> 01:11:01.420]  And we look at the electoral map at Infowars.com and PrisonPlanet.com and DrugsReport.com, and it appears
[01:11:02.657 --> 01:11:10.603]  That unless they claim every other state that hasn't been announced yet, 4 or 5, to him, which is BS, he will be the 45th president of the United States.
[01:11:10.643 --> 01:11:15.647]  And tomorrow, Rogerson will be here, if there is this big victory, to break down, because we can't sit on our laurels.
[01:11:15.687 --> 01:11:17.209]  They're going to counter offensive.
[01:11:17.529 --> 01:11:18.730]  The empire's going to strike back.
[01:11:19.170 --> 01:11:20.271]  But I gotta shake your hand.
[01:11:20.551 --> 01:11:22.092]  What a strong showing regardless.
[01:11:22.832 --> 01:11:26.474]  I saw him claiming he was gonna lose all the media and got disheartened because I know the polls showed him winning.
[01:11:26.874 --> 01:11:28.195]  I guess that was just their con game.
[01:11:28.215 --> 01:11:31.136]  And I gotta be honest, I guess I started smoking the dope.
[01:11:31.216 --> 01:11:37.320]  The propaganda, I didn't say he was gonna lose, I just... And we're not out of the woods yet, but Rogerstown, there's a lot of celebration happening here and all over the world.
[01:11:37.660 --> 01:11:38.780]  You just talked to Trump Tower.
[01:11:38.800 --> 01:11:41.162]  The victory speech is being prepared, it's not yet.
[01:11:41.242 --> 01:11:43.563]  Give us the big, uh, the big, uh, I don't know.
[01:11:44.064 --> 01:11:53.375]  The folks in the Trump campaign are now satisfied that they have seen enough numbers from the outstanding states to declare victory.
[01:11:53.395 --> 01:12:00.784]  The croppers tonight, the real surprise is Wisconsin, Michigan never considered to be
[01:12:02.105 --> 01:12:17.932]  In the in the Trump orbit until late when Steve Bannon made a strategic decision seeing rising poll numbers in those states to make a major play for both states going after white blue-collar Catholic Democrats.
[01:12:18.672 --> 01:12:24.515]  Who are patriots, who are sick of these trade deals that have destroyed this country's job market.
[01:12:24.715 --> 01:12:28.376]  That will be the hidden story of tonight.
[01:12:28.636 --> 01:12:35.979]  Trade and those union members, I think, are the ones who will, in the end, put Donald Trump over the top.
[01:12:36.380 --> 01:12:40.261]  So it's Reagan Democrats that now realize globalism is an F-job?
[01:12:41.082 --> 01:12:41.642]  Exactly.
[01:12:41.782 --> 01:12:44.443]  It is the Bernie supporters, in the end.
[01:12:44.543 --> 01:12:46.144]  These are the folks who supported Bernie.
[01:12:47.064 --> 01:12:51.206]  You said, be nice to them because they're going to steal it from him, and we need them to understand you were right.
[01:12:51.266 --> 01:12:54.688]  This will be a day long remembered if this happens.
[01:12:55.048 --> 01:13:10.976]  This will be, in the words of The Economist, in the words of The Washington Post, in the words of The Financial Times and every other CFR publication, if Hillary fell after Brexit and Russia pulling out, this will be a devastating event to their operations.
[01:13:14.015 --> 01:13:16.017]  All right, pause right there.
[01:13:16.497 --> 01:13:18.078]  Let's stop right there and back up a few seconds.
[01:13:18.378 --> 01:13:19.199]  Because here's the key.
[01:13:19.739 --> 01:13:23.162]  I then go into how it's going to devastate them and how they're going to strike back.
[01:13:23.682 --> 01:13:24.643]  And that's what's really important.
[01:13:24.663 --> 01:13:31.228]  But understand, everywhere globalism is falling from Europe to Latin America to Asia.
[01:13:31.728 --> 01:13:33.169]  Because people now understand the scam.
[01:13:34.070 --> 01:13:37.752]  And that's why even if they win this midterm, it's because they threw everything they had
[01:13:38.723 --> 01:13:46.969]  From all over the world, ridiculously at it, and they're still going against a trend of a global awakening and global realignment.
[01:13:48.431 --> 01:13:49.651]  That's what's so critical here.
[01:13:51.313 --> 01:13:54.755]  So I don't want you to get demoralized if they win tomorrow.
[01:13:54.895 --> 01:13:55.816]  I don't think they are.
[01:13:57.497 --> 01:13:59.839]  All real indicators say the opposite.
[01:13:59.899 --> 01:14:05.564]  But, again, there's election theft, there's crime, this level of censorship.
[01:14:05.864 --> 01:14:08.386]  The fact that they would do all this criminal stuff this nakedly?
[01:14:09.656 --> 01:14:10.757]  Has Trump just talked about earlier?
[01:14:11.518 --> 01:14:12.319]  With the censorship?
[01:14:12.959 --> 01:14:14.240]  That's illegal, folks.
[01:14:14.781 --> 01:14:15.622]  That's over the top.
[01:14:16.763 --> 01:14:18.545]  Shows they'll do anything.
[01:14:19.085 --> 01:14:20.887]  Let's finish up a little bit more before we come back from break.
[01:14:20.907 --> 01:14:25.732]  It is my high honor and distinct privilege
[01:14:27.189 --> 01:14:27.970]  Is this it?
[01:14:28.030 --> 01:14:30.591]  Is this Valhalla?
[01:14:30.691 --> 01:14:33.673]  Is this the best moment in your political life?
[01:14:33.793 --> 01:14:34.854]  It's amazing, man.
[01:14:35.374 --> 01:14:39.116]  It's... Right now, a historic moment.
[01:14:39.356 --> 01:14:41.838]  We can now project the winner of the presidential race.
[01:14:41.858 --> 01:14:43.919]  CNN projects Donald Trump.
[01:14:43.979 --> 01:14:45.660]  He's walking up right now.
[01:14:45.680 --> 01:14:46.701]  You see him right there.
[01:14:47.121 --> 01:14:49.682]  He's gonna be speaking momentarily.
[01:14:49.702 --> 01:14:50.303]  Love you.
[01:14:50.343 --> 01:14:51.884]  Love you guys.
[01:14:51.924 --> 01:14:52.684]  Love all of you.
[01:14:52.724 --> 01:14:54.165]  What a great moment.
[01:14:54.185 --> 01:14:54.425]  He's back.
[01:14:54.445 --> 01:14:55.806]  He's wanting to keep us pouring.
[01:14:56.386 --> 01:14:58.628]  Need tax exempt on the F's?
[01:14:58.648 --> 01:15:01.229]  Get ready, you're about to get F'd right back.
[01:15:01.509 --> 01:15:02.250]  And Islamists?
[01:15:02.510 --> 01:15:04.411]  God, here come cruise missiles.
[01:15:04.891 --> 01:15:06.533]  God, Buckley, this is the good stuff.
[01:15:07.033 --> 01:15:08.994]  Alright, pause real quick.
[01:15:09.554 --> 01:15:12.276]  We'll back it up from the break point, come back, but understand.
[01:15:13.537 --> 01:15:15.178]  You're about to see the economy come back.
[01:15:15.798 --> 01:15:16.899]  ISIS, you're about to die.
[01:15:17.419 --> 01:15:18.200]  Notice, it all happened.
[01:15:21.482 --> 01:15:24.464]  And that's with Trump with limited control.
[01:15:26.323 --> 01:15:31.145]  As the night goes on for another hour or so, Roger Stone says, what's wrong?
[01:15:32.766 --> 01:15:41.169]  And I said, well, I can feel the eye of Sauron just went from looking at me a little bit at the time to swung around right on me.
[01:15:41.229 --> 01:15:42.170]  I'm like, huh?
[01:15:44.474 --> 01:15:46.537]  I mean, I could feel the rage.
[01:15:46.957 --> 01:15:48.779]  I could feel the enemy preparing.
[01:15:49.200 --> 01:15:55.587]  I could feel that big red eye swinging around in my direction, and that shearing will destroy me.
[01:15:56.468 --> 01:16:00.113]  Now, I rose to the challenge, but two years later, I've been through a meat grinder.
[01:16:04.974 --> 01:16:06.295]  I'm Alex Jones from Austin, Texas.
