[00:00:05.615 --> 00:00:07.376]  All right, my friends.
[01:07:40.498 --> 01:07:44.000]  While he was in the middle of the, uh, giving an answer when nobody had interrupted him.
[01:07:45.941 --> 01:07:46.161]  Hello?
[01:07:46.201 --> 01:07:46.321]  Yes.
[01:07:46.581 --> 01:07:46.821]  Okay.
[01:07:47.161 --> 01:07:53.044]  And, uh, last weekend on the, uh, National Geographic Channel I saw a show about the Secret Service.
[01:07:53.745 --> 01:07:57.747]  And there was about a minute or so where they're all in this room and they're putting on their shirts
[01:07:58.445 --> 01:08:04.387]  And they all had the transceiver boxes on the back of their vests, where it was plainly visible.
[01:08:04.687 --> 01:08:07.868]  And then when they put on their jackets, in this clip it shows it really well.
[01:08:08.348 --> 01:08:14.149]  You can see the bulge sticking up off the top of the suit jacket, just like Bush's was during the debate.
[01:08:14.369 --> 01:08:19.891]  No, they have little ear pieces that go inside the ear canal.
[01:08:19.971 --> 01:08:26.853]  And I have no doubt, look, look, I mean, we have these clips on the computer, up at the network, perhaps they can find them.
[01:08:27.501 --> 01:08:29.823]  But it's where Bush is going, wait a minute, hold on.
[01:08:31.685 --> 01:08:36.510]  The reporter asked him a question, he goes, you know you're supposed to give me these before written, this is scripted.
[01:08:36.830 --> 01:08:39.293]  He goes, hold on a minute, I'm waiting for something to pop in my head.
[01:08:40.033 --> 01:08:41.495]  And he just sits there going, uh-huh.
[01:08:41.895 --> 01:08:43.236]  To himself going, uh-huh, uh-huh.
[01:08:43.737 --> 01:08:46.199]  Alright, well, it's just popping in my head, it's supposed to.
[01:08:46.219 --> 01:08:49.583]  I mean, there's no doubt.
[01:08:50.043 --> 01:08:51.865]  Either he's a complete lunatic,
[01:08:52.762 --> 01:08:56.208]  A complete mental patient or he's got an earpiece.
[01:08:56.249 --> 01:08:56.589]  Go ahead.
[01:08:56.870 --> 01:08:59.574]  Last night on the History Channel they had another special.
[01:09:00.297 --> 01:09:04.799]  And it was about the new stealth technology that the soldiers are going to be using in the future.
[01:09:05.259 --> 01:09:11.541]  Basically, the future soldier with the super suit that can produce holographic illusions for camouflage.
[01:09:11.561 --> 01:09:13.342]  Well, yeah, they already have this.
[01:09:14.502 --> 01:09:16.823]  It's as thin as a newspaper, a little bit thicker.
[01:09:16.843 --> 01:09:28.967]  And what it is, is you've got a camera on your back, and it projects the image on a TV screen on your front, and a camera on the front, and your actual uniform is a TV screen.
[01:09:29.727 --> 01:09:32.649]  For those that don't know, it's like Arnold Schwarzenegger's The Predator.
[01:09:33.290 --> 01:09:35.451]  They already have armored vehicles that are like that.
[01:09:36.172 --> 01:09:39.034]  And they're secret, but they've gone public with it.
[01:09:39.074 --> 01:09:42.436]  Jane's Weapon Encyclopedia has done some reports on it.
[01:09:42.817 --> 01:09:44.718]  Go ahead and finish what you were saying.
[01:09:45.279 --> 01:09:53.825]  The new helmets that the soldiers are going to be wearing have the bone conduction built into the helmet where it will just resonate the soldier's skull.
[01:09:54.085 --> 01:09:58.088]  And that's how they'll be able to hear their commands instead of wearing an earpiece on the helmet.
[01:09:58.108 --> 01:09:59.169]  And I actually have the
[01:09:59.693 --> 01:10:02.914]  Tape cued up to that point if you want to hear the clip.
[01:10:02.954 --> 01:10:05.455]  Sure, but the patent on that's from 1954.
[01:10:05.515 --> 01:10:08.376]  We're going to be getting Dr. Begich on about that.
[01:10:09.537 --> 01:10:10.977]  How long is the clip?
[01:10:11.397 --> 01:10:11.978]  Maybe a minute.
[01:10:12.418 --> 01:10:16.279]  Okay, just make sure your phone's about eight inches from the speaker and the shortcut.
[01:10:16.659 --> 01:10:16.879]  Okay.
[01:10:17.980 --> 01:10:18.680]  Get it going here.
[01:10:18.960 --> 01:10:26.103]  For those who don't believe in this, they have Coke machines now in Japan that broadcast directly to your skull ads as you walk past them.
[01:10:26.543 --> 01:10:27.363]  Okay, here we go.
[01:10:27.844 --> 01:10:28.184]  Here we go.
[01:10:36.487 --> 01:10:45.135]  On the left-hand side is a thermal imaging site, which allows the soldier to see in not only traditional infrared, but also thermal images.
[01:10:45.195 --> 01:10:47.738]  So the soldier can identify targets in a nighttime environment.
[01:10:48.462 --> 01:10:59.408]  On the right-hand side is infrared target designator, target locator, which allows the soldier to identify, locate a target, and pinpoint that target to other soldiers so we can bring more massed fire to the individual target.
[01:11:00.389 --> 01:11:07.293]  The new fighter will eventually be able to view images from these sites on a tiny screen that will drop down over his eye.
[01:11:08.033 --> 01:11:14.377]  This small eyepiece will approximate a 17-inch color monitor displaying the conditions of battle around him.
[01:11:15.830 --> 01:11:19.253]  Each helmet also holds a small friend or foe sensor.
[01:11:19.393 --> 01:11:25.177]  When friendly soldiers or aircraft target this fighter, the sensor instantly signals, he's one of us.
[01:11:25.197 --> 01:11:26.318]  Hold your fire.
[01:11:27.439 --> 01:11:30.902]  You'll notice that in the helmet system there's no earphones or microphones.
[01:11:30.962 --> 01:11:36.886]  We've actually moved into what's called bone conduction, which is a sensor that sits on the human skull and registers the vibration
[01:11:38.854 --> 01:11:41.096]  So the head becomes a transceiver for sound.
[01:11:41.576 --> 01:11:44.179]  What's really nice is it allows the soldier to be quieter.
[01:11:44.199 --> 01:11:52.766]  So he doesn't have to worry about a radio going off and giving away his position in a battlefield environment.
[01:11:53.266 --> 01:11:53.666]  That's it.
[01:11:54.487 --> 01:11:55.268]  Very interesting.
[01:11:55.308 --> 01:11:55.948]  Send that to me.
[01:11:56.269 --> 01:11:56.769]  Yeah, okay.
[01:11:57.330 --> 01:12:01.793]  And, uh, looks like Bush doesn't have to worry about throwing up for a debate anymore either.
[01:12:02.984 --> 01:12:04.385]  What are you going to say?
[01:12:04.946 --> 01:12:06.687]  Alright, hey listen, thanks for the call.
[01:12:06.867 --> 01:12:07.147]  Alright.
[01:12:07.708 --> 01:12:22.159]  Now this stuff is real and you are totally invisible, speaking of the invisibility suits, but what it does is it's like a watery image.
[01:12:22.179 --> 01:12:23.600]  I don't really know how to describe it.
[01:12:23.621 --> 01:12:24.101]  It looks like
[01:12:25.866 --> 01:12:31.309]  The descriptions of ghosts, you know, where it's like you really can't see it, it's like shimmering there in the air.
[01:12:31.869 --> 01:12:32.909]  That's what these things do.
[01:12:33.910 --> 01:12:49.276]  And it's actually an array of tiny cameras on the back and it picks up an image of what's directly behind you and then transmits that to the uniform and the face mask that itself is a TV screen or a filament.
[01:12:49.917 --> 01:12:52.578]  And then, of course, you have cameras on the front, cameras on the side,
[01:12:53.331 --> 01:12:55.992]  You know, the camera's on the front, put the image on the back.
[01:12:56.472 --> 01:12:58.233]  The camera's on the back, put the image on the front.
[01:12:58.553 --> 01:13:01.173]  And they've got these armored vehicles that do this.
[01:13:04.334 --> 01:13:11.256]  And I've seen television demonstrations of it, and it looks like that movie, The Predator.
[01:13:13.037 --> 01:13:19.459]  Where, you know, the evil space alien has come to hunt the humans and has the invisibility suit.
[01:13:21.118 --> 01:13:25.602]  But what that piece mentioned are these little transponders that are in the uniforms now.
[01:13:26.222 --> 01:13:42.336]  But the military's been saying, you know, this is a problem because the enemy can get our uniforms and they show up as a friendly in this total battlefield system they have with satellite integration and the troops all looking at computer screens in their helmets.
[01:13:42.917 --> 01:13:45.659]  And so that's the argument for chipping the troops themselves.
[01:13:45.959 --> 01:13:47.661]  Then the enemy can't get the chips.
[01:13:49.571 --> 01:13:54.354]  So it's a major, major league jump into the New World Order.
[01:13:55.174 --> 01:14:00.497]  What they say, what, by 2010, half the Air Force is going to be drone?
[01:14:02.638 --> 01:14:08.822]  And projecting out from there, there'll be a day when almost every aircraft is remote controlled.
[01:14:10.082 --> 01:14:12.384]  And then it adds a whole other facet to this.
[01:14:12.824 --> 01:14:15.245]  The troops won't have to be up close to those they kill.
[01:14:15.285 --> 01:14:16.566]  It'll all be a video game.
[01:14:17.108 --> 01:14:25.974]  The computer screen actually will even take the video, quote, enhance it, so put it into kind of a cartoon look, and you'll just be killing the enemy that way.
[01:14:27.215 --> 01:14:35.160]  And they've got already battle droids, and they're not like the, you know, robots in Star Wars or something.
[01:14:36.981 --> 01:14:44.886]  One example was in the, one of the big papers about a year ago, out of
[01:14:46.969 --> 01:14:57.852]  Hawaii, and it showed this tank, this mini-tank, or droid, that has multiple treads and retractable treads, and it looks like something out of a cartoon.
[01:14:57.892 --> 01:15:01.292]  I mean, it's got like ten guns on the front and back of it.
[01:15:01.312 --> 01:15:02.913]  It's just a blister of weapons.
[01:15:04.013 --> 01:15:07.074]  And it shows a SWAT team with a big...
[01:15:09.096 --> 01:15:17.954]  armored shields all firing machine guns at it and it's not firing at them it's they were just testing its armor.
[01:15:19.082 --> 01:15:22.704]  And these things are remote-controlled, so you'll have these rolling around.
[01:15:22.724 --> 01:15:31.408]  And back at a base, it could be in Africa, it could be in California, it could be in New York, it could be in Wiesbaden, Germany.
[01:15:31.748 --> 01:15:32.929]  It could be anywhere on the globe.
[01:15:32.989 --> 01:15:41.953]  Antarctica, controlled by satellite, with somebody sitting in a simulator, and they're just driving around these little mini-tanks, or these attack droids.
[01:15:43.445 --> 01:16:02.456]  And the next wave of technology is just to take the human out of it completely, where there's mass programs, and these things are programmed, where the robot face scans you, and just goes around face scanning people, or the biometrics of your walk or your run, just killing people on contact.
[01:16:03.036 --> 01:16:04.357]  Just seeking and destroying.
[01:16:04.777 --> 01:16:07.919]  And they've got smaller ones that go into your house and kill you.
[01:16:07.939 --> 01:16:09.820]  Pretty serious.
[01:16:12.495 --> 01:16:15.076]  Yeah, it's 2005, boys and girls.
[01:16:15.796 --> 01:16:17.616]  Let's talk to Steve in Pennsylvania.
[01:16:17.656 --> 01:16:18.496]  Steve, you're on the air.
[01:16:18.556 --> 01:16:18.996]  Go ahead.
[01:16:19.016 --> 01:16:19.717]  Hello, Alex.
[01:16:20.097 --> 01:16:20.877]  Good to talk to you.
[01:16:22.357 --> 01:16:23.197]  Some information.
[01:16:23.517 --> 01:16:31.919]  The CB-67 USS John F. Kennedy was supposed to be decommissioned back in the mid-90s.
[01:16:31.979 --> 01:16:34.040]  I served my time in the early 90s on there.
[01:16:34.760 --> 01:16:36.960]  Basically, it was more like a political party barge.
[01:16:37.980 --> 01:16:40.241]  I was stuck down in the foreman machinery room.
[01:16:41.421 --> 01:16:42.781]  The BT boiler technician.
[01:16:44.242 --> 01:16:53.348]  For those that just joined us, we had an active duty individual call in talking about, just a side note, mentioned that particular non-nuclear aircraft carrier.
[01:16:53.608 --> 01:16:56.270]  Why do you call it a political party barge?
[01:16:57.451 --> 01:17:01.573]  More like more of an advertisement.
[01:17:02.494 --> 01:17:03.935]  They just tow people around.
[01:17:03.955 --> 01:17:09.979]  Normally from November to April they do a six month Mediterranean tour.
[01:17:10.840 --> 01:17:15.062]  Um, it's just, basically you just go around port to port to port visiting people.
[01:17:15.082 --> 01:17:17.703]  I mean, it's really nothing, nothing major.
[01:17:18.443 --> 01:17:24.506]  You know, uh, like New York City, uh, yeah, Fleet Week, I think that's in June or July, I can't remember.
[01:17:24.526 --> 01:17:29.528]  Um, that's the only, uh, aircraft carrier that they'll let up there.
[01:17:29.588 --> 01:17:33.249]  Any nukes, nuclear aircraft carriers, they won't, they will not let them up there.
[01:17:34.430 --> 01:17:37.451]  Um, it's just, uh, uh,
[01:17:38.081 --> 01:17:41.923]  One weekend, you go up there and basically everybody just goes out and parties, you know.
[01:17:44.004 --> 01:17:45.625]  It's really kind of weird.
[01:17:46.045 --> 01:17:46.425]  Interesting.
[01:17:46.445 --> 01:17:47.526]  What else is on your mind?
[01:17:48.166 --> 01:17:51.608]  Yesterday on Meet the Press, I can't remember the lady's name.
[01:17:52.248 --> 01:18:02.554]  They were talking about Arnold Schwarzenegger and she was basically saying, I don't know how true it is, that she pretty much guessed that he's about one amendment away from presidency.
[01:18:03.134 --> 01:18:04.615]  Well, was she pro-Arnold?
[01:18:05.315 --> 01:18:06.076]  That I don't know.
[01:18:07.185 --> 01:18:08.846]  Well, was it a blonde woman?
[01:18:09.067 --> 01:18:09.247]  Yeah.
[01:18:10.288 --> 01:18:12.430]  Oh, it wasn't Morgan Fowler Jones, was it?
[01:18:13.290 --> 01:18:15.332]  No, not that I'm aware of.
[01:18:15.472 --> 01:18:20.797]  Well, no, I mean, the Kennedy Biographer is writing an authorized biography, and it's been in the newspaper.
[01:18:20.857 --> 01:18:30.305]  It's coming out this year, and it says that Arnold is going to be running for president, that the, quote, the secret plan to put him into the presidency.
