[00:00:27.375 --> 00:00:28.155]  Blast off!
[01:01:34.609 --> 01:01:39.271]  And every dollar Swalwell raises will be a waste of money.
[01:01:39.291 --> 01:01:43.632]  Because that guy has as much chance as I do to be the President.
[01:01:43.912 --> 01:01:45.073]  And I'm not even running.
[01:01:46.658 --> 01:01:48.241]  Now let's go to this clip of Beto.
[01:01:48.281 --> 01:01:54.893]  He had another event and apparently the Beto attendee didn't even recognize him.
[01:01:55.013 --> 01:01:56.055]  I haven't seen his video yet but...
[01:01:58.143 --> 01:01:59.924]  I guess it comes from the men's bathroom?
[01:02:00.484 --> 01:02:05.328]  Or Beto was in the bathroom and the people in the bathroom at his event didn't even recognize that it was him.
[01:02:05.708 --> 01:02:14.955]  So I guess when he's not up on the stage standing on a desk or riding a skateboard or flopping his arms around like a wacky waving inflatable tube man, I guess they don't recognize him.
[01:02:16.576 --> 01:02:18.478]  Or trying to feed his wife human crap.
[01:02:18.618 --> 01:02:21.100]  But here is Beto talking about that encounter.
[01:02:23.144 --> 01:02:30.466]  And to my friend Matt, who I met in the men's room as we were washing hands, and he said, are you here to see Beto?
[01:02:31.026 --> 01:02:32.867]  And I said, yes, I am.
[01:02:33.547 --> 01:02:34.707]  So thank you for being here.
[01:02:35.148 --> 01:02:35.968]  Thank you for being here.
[01:02:36.368 --> 01:02:37.188]  I was wearing the hat.
[01:02:37.228 --> 01:02:37.888]  You couldn't tell.
[01:02:41.229 --> 01:02:43.350]  His own supporters don't even recognize him.
[01:02:44.350 --> 01:02:46.031]  I mean, that is Beto's charm.
[01:02:46.251 --> 01:02:47.551]  I mean, you got to give him credit.
[01:02:47.591 --> 01:02:47.871]  He does.
[01:02:47.891 --> 01:02:48.291]  He does.
[01:02:48.311 --> 01:02:48.531]  He does.
[01:02:51.476 --> 01:02:51.836]  I don't know.
[01:02:51.856 --> 01:02:52.237]  I don't know.
[01:02:52.257 --> 01:02:55.679]  I mean, he couldn't beat Trump, but I just don't know what the Democrats are going to do right now.
[01:02:55.699 --> 01:02:57.641]  I mean, who?
[01:02:57.661 --> 01:02:59.062]  They're obviously not going to go with Sanders.
[01:02:59.082 --> 01:03:01.744]  In fact, here's the deal, because Dan Lyman is about to join me.
[01:03:18.163 --> 01:03:24.187]  I've figured out Bernie Sanders, and the guy is actually pretty smart now, in his old age.
[01:03:25.568 --> 01:03:35.373]  You see, Bernie Sanders has figured out the perfect way to enrich himself via the political system without breaking the law.
[01:03:36.214 --> 01:03:37.675]  So here's a lifetime independent.
[01:03:38.988 --> 01:03:40.690]  He's always been independent, not a Democrat.
[01:03:41.331 --> 01:03:47.219]  But what he does is he runs for President as a Democrat, because that's where the big money's at.
[01:03:47.960 --> 01:03:50.103]  That's what'll get the attention on mainstream news.
[01:03:50.584 --> 01:03:56.151]  But then he knows he can run as a Democrat, get the big donors, get the big attention,
[01:03:57.052 --> 01:04:04.056]  Get big money, but he knows because he's not actually a Democrat, they'll never nominate him.
[01:04:04.516 --> 01:04:13.261]  So he can run and run and run and reap all the benefits of all the donations and all the cash and never actually have to worry about winning.
[01:04:13.541 --> 01:04:14.562]  It's the perfect crime.
[01:04:15.883 --> 01:04:20.025]  Bernie Sanders has figured out the perfect political crime.
[01:04:21.403 --> 01:04:32.412]  An independent who runs as a Democrat, very popular, raises a bunch of money, has a big fuss, but then when the rubber meets the road, he's never there.
[01:04:32.712 --> 01:04:37.416]  Because he knows he's not a Democrat, and so the Democrats will never nominate him.
[01:04:39.332 --> 01:04:40.833]  And I think we're about to find that out again.
[01:04:41.214 --> 01:04:46.499]  So there was already a lawsuit filed last year by Bernie Sanders supporters against Bernie Sanders in the DNC.
[01:04:47.039 --> 01:04:53.325]  Are we going to see round two this year when Bernie Sanders screws his supporters over for the second straight presidential election?
[01:04:53.905 --> 01:04:59.491]  And the Democrats select God knows what loser, Harris, Beto, whoever they are.
[01:04:59.551 --> 01:05:00.832]  Dan Lyman joins me on the other side.
[01:05:00.852 --> 01:05:01.753]  We got news out of Europe.
[01:05:07.560 --> 01:05:09.261]  DNA Force Plus.
[01:05:09.882 --> 01:05:11.703]  Our most advanced formula yet.
[01:05:15.026 --> 01:05:25.594]  DNA Force Plus is focused on overhauling your body's cellular engines and supporting your optimal energy levels while adapting your body to handle the daily bombardment of toxins.
[01:05:28.425 --> 01:05:36.989]  DNA Force Plus contains a combination of the best adaptogens on the market to help your body adapt and bend, not break.
[01:05:37.509 --> 01:05:41.932]  Hand-picked adaptogen herbs help protect your body on a cellular level.
[01:05:42.552 --> 01:05:48.735]  It's time to try the newest version of one of our most powerful formulas yet with DNA Force Plus.
[01:05:55.080 --> 01:05:58.141]  Available at Infowarslife.com today.
[01:06:01.703 --> 01:06:19.151]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[01:06:19.571 --> 01:06:22.913]  And now, your host, Owen Troyer.
[01:06:24.902 --> 01:06:27.284]  That's right, ladies and gentlemen.
[01:06:27.724 --> 01:06:30.106]  The most censored news broadcast in the world here.
[01:06:31.288 --> 01:06:40.476]  And we're able to exist and be effective thanks to your support at InfoWarsTore.com.
[01:06:41.958 --> 01:06:42.738]  It really is key.
[01:06:44.005 --> 01:06:45.927]  And I can't tell you how much I appreciate it, folks.
[01:06:46.167 --> 01:06:48.289]  I've been banned off Facebook and YouTube.
[01:06:49.069 --> 01:06:50.551]  My last bastion is Twitter.
[01:06:50.771 --> 01:06:54.194]  I hope they don't ban me there, but my fingers aren't crossed on that.
[01:06:54.914 --> 01:06:59.098]  And so, if that's the case, I'm gonna be left with just InfoWars.
[01:07:00.219 --> 01:07:05.123]  And so, I thank you for supporting us at InfoWarsStore.com because it ensures me
[01:07:06.414 --> 01:07:18.723]  To still do my work on Twitter despite the threat of the censorship being kicked off there because I know you will continue to support us at InfoWarsStore.com so that I know I'll always have the platform of InfoWars.
[01:07:19.639 --> 01:07:21.859]  And so we've got Spring Super Sale happening right now, folks.
[01:07:21.879 --> 01:07:23.360]  Please jump over to InfoWarsStore.com.
[01:07:23.680 --> 01:07:26.000]  Check out all the great discounts for yourself.
[01:07:27.180 --> 01:07:29.181]  60% off top-selling supplements.
[01:07:29.501 --> 01:07:31.161]  60% off, you heard me.
[01:07:31.181 --> 01:07:38.163]  60% off top-selling supplements, like BODYS, like BrainForce+, like DNAForce+.
[01:07:38.243 --> 01:07:40.043]  It's all at InfoWarsStore.com.
[01:07:40.123 --> 01:07:45.584]  I did the TurboForce during the first hour today for an energy boost.
[01:07:47.159 --> 01:08:06.928]  And seriously folks, I mean, if it wasn't for your support at InfoWarsTore.com, I wouldn't go out like I did today on Twitter and do the livestream like I did today and yesterday and I got some other events planned because I know that they're gonna eventually probably either want to ban me, ban me, or they're already shadow banning me, but
[01:08:08.061 --> 01:08:15.303]  I realize that risk of being kneecapped, but I have the safety net of InfoWars, thanks to your support at InfoWarsStore.com.
[01:08:15.343 --> 01:08:17.844]  So, I appreciate you at InfoWarsStore.com.
[01:08:18.384 --> 01:08:28.287]  And also, when you shop at InfoWarsStore.com, it allows us to expand and hire new reporters, writers, crew, build new studios, everything.
[01:08:28.627 --> 01:08:33.549]  And one of the great reporters that's been part of this expansion journey for the last two years is Dan Lyman.
[01:08:34.149 --> 01:08:35.730]  And Dan Lyman has the story right now.
[01:08:37.873 --> 01:08:44.319]  Really, there's a bunch of, I'm literally grabbing my whole stack here, of world news that we can get into with Dan Lyman.
[01:08:44.359 --> 01:08:52.147]  But the big story that he's got right now at Infowars Europe, Salvini forging pan-European populist alliance.
[01:08:52.207 --> 01:08:54.770]  Now, Dan, I think that this is something long overdue.
[01:08:56.095 --> 01:09:10.366]  A nationalist alliance, and I think that there's some other potential candidates outside of Europe, but this could be kind of a spark plug for a new ideology when it comes to forming these international alliances, and that's nationalism.
[01:09:10.646 --> 01:09:21.935]  To say, hey, we're going to take care of our country first, but we're fellow journeymen in that commitment, and we still want to have an international world market, but we're going to make sure that we put our countries first.
[01:09:22.415 --> 01:09:23.937]  And so tell us what
[01:09:24.577 --> 01:09:25.778]  What is forming right now?
[01:09:25.899 --> 01:09:31.064]  They're calling it the League of Leagues and Salvini out of Italy is the figurehead of it right now.
[01:09:31.765 --> 01:09:34.268]  What is forming right now in Europe?
[01:09:36.983 --> 01:09:38.004]  Good to be back with you, Owen.
[01:09:38.044 --> 01:09:42.606]  Yeah, we have a League of Leagues coming together, and that's actually something that Salvini called it about a year ago.
[01:09:42.666 --> 01:09:54.733]  I would say they're probably not calling it that formally at this time, but he did basically foreshadow his plans to bring together all the different nationalist populist groups across Europe.
[01:09:54.773 --> 01:10:01.636]  Of course, the mainstream media is selling it as far-right groups, anti-immigrant groups, but basically these are parties
[01:10:03.418 --> 01:10:07.892]  Such as alternative for Deutschland, which is one of the largest parties now in Germany.
[01:10:08.754 --> 01:10:10.760]  We have the Sins in Finland, which is growing.
[01:10:11.633 --> 01:10:25.376]  Ever more powerful by the day, the Danish People's Party, also one of the largest, if not the largest party in Denmark, and of course the League in Italy, which Salvini fronts, and they have only gotten more popular as Salvini has been in office.
[01:10:25.396 --> 01:10:29.077]  The last check that I saw that they were polling at about 32% popularity.
[01:10:29.497 --> 01:10:40.060]  The next closest would be his compatriot, his fellow co-deputy Prime Minister, Mr. Di Maio, who heads the Five Star Movement, which is
[01:10:40.060 --> 01:10:40.160]  It's
[01:11:00.526 --> 01:11:00.886]  I think so.
[01:11:20.246 --> 01:11:26.530]  Well, and that seems to be the link that brings the countries together on this is the immigration issue.
[01:11:26.970 --> 01:11:29.832]  There was a study that just came out of the UK.
[01:11:31.573 --> 01:11:35.796]  Britons in every demographic group want immigration reduced.
[01:11:36.036 --> 01:11:41.940]  So it doesn't matter, you know, what your background is, you know, demographics, they all want immigration reduced.
[01:11:41.980 --> 01:11:43.480]  Of course, they voted for Brexit, too.
[01:11:43.500 --> 01:11:44.181]  They don't get that.
[01:11:44.721 --> 01:11:48.303]  But it seems that that's kind of the linchpin holding this whole thing together is
[01:11:49.264 --> 01:11:50.792]  They're just sick of having open borders.
[01:11:50.832 --> 01:11:52.280]  So that seems to be kind of...
[01:11:53.630 --> 01:12:05.315]  Where the struggle is, with groups like NATO and the UN, they want open borders, flood, you know, European countries, flood first world countries with all of these third world refugees.
[01:12:06.356 --> 01:12:10.778]  You know, we can talk about what may be on the back end of that or what might be the motive of that, but that's the agenda.
[01:12:11.118 --> 01:12:12.959]  Flood the first world with the third world.
[01:12:13.419 --> 01:12:19.062]  And so the new counter balance to that, if you will, is countries saying no,
[01:12:19.662 --> 01:12:21.105]  We're not going to have wide open borders.
[01:12:21.225 --> 01:12:25.772]  No, we're not going to let the third world rush into our countries and make us the third world.
[01:12:26.253 --> 01:12:28.857]  Is that kind of what's bringing this and what's really spearheading this?
[01:12:31.011 --> 01:12:33.153]  100%.
[01:12:31.291 --> 01:12:33.153]  That is the number one issue in Europe.
[01:12:33.473 --> 01:12:41.239]  Poll after poll, country after country, the top issues are immigration and related terrorism.
[01:12:41.279 --> 01:12:48.705]  If you look at polling that is conducted last year or the year before that was done, they did 10,000 residents of Europe and they did 10 different countries.
[01:12:49.026 --> 01:12:55.531]  The number one issue in every single country was immigration and number two in most of these countries was terrorism.
[01:12:56.251 --> 01:13:01.516]  Now, terrorism, of course, is not as big of an issue as you might believe it to be.
[01:13:01.596 --> 01:13:06.780]  The number of actual recognized terrorist attacks are not high in number.
[01:13:07.040 --> 01:13:12.125]  However, they're much higher in number than they used to be, and most of the time they're carried out by people from the third world.
[01:13:12.145 --> 01:13:21.953]  We had a situation in Italy just a few weeks ago, I believe Paul Joseph Watson covered this, where an African migrant who, for some reason, was allowed to drive a bus full of
[01:13:22.353 --> 01:13:27.275]  Children from back from he was a school bus driver, I guess, or a field trip driver.
[01:13:27.716 --> 01:13:35.579]  And he basically was angry about the fact that Salvini and the Italians have clamped down on Mediterranean crossings from Africa.
[01:13:35.639 --> 01:13:37.600]  And he took this entire bus hostage.
[01:13:37.981 --> 01:13:44.744]  He bound all the children and also the counselors and told them that they weren't going to live to see the end of the day.
[01:13:44.824 --> 01:13:47.165]  And he tried to set the bus on fire eventually.
[01:13:47.185 --> 01:13:50.667]  And one of the children was able to break out and free everyone.
[01:13:50.727 --> 01:13:51.347]  They were able to call
[01:13:51.627 --> 01:13:52.128]  Well at least.
[01:13:52.468 --> 01:14:02.699]  But you know, this is what migration has brought to Europe and Italy, and of course Salvini is now leading the charge back out of this unfortunate situation that Europe is in.
[01:14:02.919 --> 01:14:05.662]  Well and that story you just mentioned about Italy, most people...
[01:14:06.647 --> 01:14:09.249]  Never even heard of it, and we're lucky.
[01:14:09.329 --> 01:14:10.650]  I don't remember how many kids were on that bus.
[01:14:10.670 --> 01:14:11.631]  I think it was like 50 kids.
[01:14:11.651 --> 01:14:18.577]  We're lucky 50 kids didn't die by a flaming bus incident by a terrorist out there.
[01:14:19.097 --> 01:14:21.219]  But this is what they're dealing with in Europe.
