[00:00:18.674 --> 00:00:24.037]  Ladies and gentlemen,
[01:14:32.673 --> 01:14:45.660]  As part of the bizarre alliance of internet news distributors and quasi-government censors, the social network zapped 32 accounts and pages, including an ad for No Unite Right Anti-Fascist Counter Rally.
[01:14:45.680 --> 01:14:50.543]  It goes on that they banned the Ron Paul Institute and AntiWar.com.
[01:14:52.363 --> 01:14:54.785]  And Scott Horton, who's a smart guy but very mild.
[01:14:55.868 --> 01:15:04.517]  Both the Jones situation and Facebook Atlantic Council deletions seem an effort to fulfill a request made last year by Senate Judiciary Committee.
[01:15:05.197 --> 01:15:18.351]  Last October, Facebook, Google, and Twitter were asked by Hawaii Senator Mazie Izono to draw up a mission statement to prevent the foment of discord in the official Senate proposal.
[01:15:19.332 --> 01:15:21.494]  Prevent the foment of discord.
[01:15:21.694 --> 01:15:25.837]  The Democrats are saying, if you see them getting gas or in a mall or a restaurant, you get in their face.
[01:15:27.098 --> 01:15:30.842]  Or CNN praised when Congressman Scalise got shot and said the guy wasn't a monster that did it.
[01:15:30.862 --> 01:15:34.945]  And I mean, I played clips last week where they said, flatten them, burn them down, destroy them.
[01:15:35.545 --> 01:15:36.326]  Mainline host.
[01:15:37.507 --> 01:15:40.990]  But they're saying, if we foment, saying this is dangerous, let's do something.
[01:15:42.471 --> 01:15:48.116]  Oh, we need to be shut down by the CIA and a private consortium with Defense Department money.
[01:15:49.198 --> 01:15:49.578]  Trump!
[01:15:50.559 --> 01:15:52.079]  This is the Achilles heel!
[01:15:52.460 --> 01:15:53.460]  This is the jugular!
[01:15:53.880 --> 01:15:54.981]  This is everything!
[01:15:55.001 --> 01:15:57.022]  What they're doing is beyond Russiagate!
[01:15:57.442 --> 01:15:58.362]  This is criminal!
[01:15:58.843 --> 01:16:00.583]  And you're sitting there letting them do it!
[01:16:02.424 --> 01:16:02.885]  Finally!
[01:16:09.384 --> 01:16:12.727]  We have to collectively, in essence, burn down the Republican Party.
[01:16:13.468 --> 01:16:20.514]  We have to level them, because if there are survivors, if there are people who weather this storm, they will do it again.
[01:16:20.614 --> 01:16:29.602]  Jennifer Rubin, a senior writer at the Washington Post, said that if conservatives and Trump supporters can weather the storm of lawsuits, harassment,
[01:16:30.282 --> 01:16:30.862]  Death threats.
[01:16:30.922 --> 01:16:33.323]  We need to just physically burn them down.
[01:16:33.523 --> 01:16:35.444]  She says there must be no survivors.
[01:16:35.664 --> 01:16:37.025]  What do you think Infowars is?
[01:16:37.205 --> 01:16:38.425]  What do you think we're going through?
[01:16:38.505 --> 01:16:39.385]  You're the target, though.
[01:16:39.465 --> 01:16:42.066]  But I've dared to challenge their Queen Hillary.
[01:16:42.447 --> 01:16:44.527]  I dared to mobilize the population.
[01:16:44.887 --> 01:16:46.468]  You dared to mobilize the population.
[01:16:46.588 --> 01:16:47.308]  And we're here.
[01:16:47.428 --> 01:16:50.109]  And we have energized the core of the nation.
[01:16:50.149 --> 01:16:51.290]  Black, white, old, young.
[01:16:51.430 --> 01:16:53.451]  And people don't buy the propaganda anymore.
[01:16:53.531 --> 01:16:59.533]  I have so many people walk up to me and they say, you know, I didn't even used to be a fan of yours until I heard them lie about you and I had to go hear what you were saying to find out.
[01:17:00.897 --> 01:17:02.704]  Man, you've got an amazing broadcast.
[01:17:04.229 --> 01:17:06.096]  I'm shaking more hands than I've ever shook.
[01:17:07.529 --> 01:17:14.853]  I'm getting more support on the ground, but not financial, because it's only a core audience that actually buys the products.
[01:17:14.873 --> 01:17:22.697]  We're doing something very special, and I can tell you, this special is the very best special we've ever done, particularly with this type of sale.
[01:17:22.717 --> 01:17:24.658]  It's a type of sale we've never engaged in.
[01:17:24.759 --> 01:17:32.163]  But DNA Force Plus with PQQ, CoQ10, and everything else you need for your telomeres, your cells, energy, it's the base you need for everything.
[01:17:32.443 --> 01:17:34.624]  If you don't have this, no amount of energy drink's gonna help you.
[01:17:34.764 --> 01:17:35.924]  It's the fount of it all.
[01:17:36.044 --> 01:17:40.266]  It's the very best, you name it, nootropic, antioxidant for your cells.
[01:17:40.386 --> 01:17:43.227]  It's just, and this has got a bunch of patented stuff you can make claims on.
[01:17:43.367 --> 01:17:44.848]  It's unbelievable.
[01:17:44.868 --> 01:17:45.528]  98% reviews.
[01:17:45.568 --> 01:17:46.328]  Memphoreshore.com.
[01:17:46.368 --> 01:17:47.028]  Let me go further.
[01:17:47.188 --> 01:17:49.529]  Super Mill Vitality is our second bestseller.
[01:17:49.729 --> 01:17:52.530]  I don't need to sit there and tell you how great it is.
[01:17:52.630 --> 01:17:57.772]  Cold pressed herbs, wild harvested, so that they keep their psycho active.
[01:17:57.852 --> 01:17:59.033]  I mean, it's the brain, everything.
[01:17:59.153 --> 01:18:02.334]  Libido, energy, stamina, carnivore, digestive enzymes.
[01:18:03.703 --> 01:18:05.545]  This is a product that's been popular.
[01:18:05.565 --> 01:18:08.607]  People that know what they're doing, but overall not a popular product.
[01:18:08.987 --> 01:18:11.429]  I'm not going to get into what these expensive enzymes do.
[01:18:11.569 --> 01:18:14.812]  They don't just help you break down fat or break down protein in the gut.
[01:18:14.952 --> 01:18:16.193]  It does it in the intestines.
[01:18:16.313 --> 01:18:21.297]  If you want to flush out the meat you've been eating and you want to really get healthy, this is amazing.
[01:18:21.357 --> 01:18:22.078]  It's next level.
[01:18:22.198 --> 01:18:23.239]  And so guess what I'm doing?
[01:18:23.459 --> 01:18:26.121]  We are going to give it to you free.
[01:18:26.361 --> 01:18:29.183]  This is the biggest sale of these two items we've ever done.
[01:18:29.323 --> 01:18:31.265]  You get a free bottle of Carnivore with DNA.
[01:18:31.525 --> 01:18:34.126]  We're giving it to you free at InfoWarsStore.com or InfoWarsLife.com.
[01:18:34.146 --> 01:18:38.949]  Take advantage of those two specials on Super Mel Vitality and DNA Force Plus at InfoWarsLife.com.
[01:18:38.969 --> 01:18:40.049]  Without you, we won't be here.
[01:18:40.129 --> 01:18:41.270]  With you, we will prevail.
[01:19:04.858 --> 01:19:08.479]  Donald Trump presents Real Stable Genius.
[01:19:09.499 --> 01:19:12.420]  Real Stable Genius!
[01:19:12.760 --> 01:19:16.662]  Today, we salute you, Mrs. Social Justice Warrior.
[01:19:16.782 --> 01:19:19.563]  Mrs. Social Justice Warrior!
[01:19:19.583 --> 01:19:22.263]  What do you do with a Master's Degree in Gender Studies?
[01:19:22.703 --> 01:19:25.784]  Put on a vagina hat and go fight fascism on the internet.
[01:19:25.824 --> 01:19:27.225]  Step aside!
[01:19:27.465 --> 01:19:30.346]  As soon as you wake up each day, the outrage begins.
[01:19:30.726 --> 01:19:31.926]  What the f*** did you just say?
[01:19:32.166 --> 01:19:33.607]  Your privilege is showing, and...
[01:19:35.137 --> 01:19:43.843]  Armed with only a keyboard, you tirelessly protect America from fake racism, and fake sexism, and fake some other word we've never even heard of, ism.
[01:19:43.943 --> 01:19:46.345]  I need a trigger warning, please!
[01:19:46.365 --> 01:19:50.568]  So, crack open a nice soy latte, miss purple-haired vagina costume wearer.
[01:19:50.868 --> 01:19:56.732]  You live by life's two greatest rules, punch Nazis, and everyone I don't like is a Nazi.
[01:19:56.772 --> 01:19:57.993]  This is Social Justice Warrior!
[01:19:58.133 --> 01:20:02.376]  Donald Trump, President Forever, Washington, D.C.
[01:20:05.106 --> 01:20:11.053]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:20:14.737 --> 01:20:15.758]  The answer to 1984 is 1776.
[01:20:15.858 --> 01:20:17.520]  You're listening to the Alex Jones Show.
[01:20:27.685 --> 01:20:33.531]  On the September 3rd, 2019, Tuesday broadcast, I have an emergency message to President Trump and the people of the world.
[01:20:34.252 --> 01:20:39.298]  The Democrats now admit what the defense budget of 2017 stated.
[01:20:39.978 --> 01:20:42.861]  Obama put $2 billion in that we know of.
[01:20:43.002 --> 01:20:43.802]  There's obviously more.
[01:20:44.878 --> 01:20:49.299]  To put Democrats and key never-Trumpers in positions of power in U.S.
[01:20:49.339 --> 01:20:59.761]  intelligence agencies and in think tanks like the Atlantic Council to run a giant disinformation operation against the populist awakening and against the American people.
[01:20:59.821 --> 01:21:03.902]  And now they admit they plan to steal the election from President Trump in 2020.
[01:21:04.582 --> 01:21:14.364]  And they're running leftist intelligence operatives as Republicans and as Democrats everywhere to sabotage this and bring in gun confiscation as well.
[01:21:16.581 --> 01:21:17.742]  This is totally illegal.
[01:21:18.722 --> 01:21:20.123]  It's beyond authoritarian.
[01:21:20.603 --> 01:21:22.284]  It's what happens in third world regimes.
[01:21:22.905 --> 01:21:23.545]  And it's here.
[01:21:24.906 --> 01:21:28.668]  And even Rolling Stone and others are reporting it all.
[01:21:29.009 --> 01:21:31.550]  That the Atlantic Council and the CIA is running it.
[01:21:31.570 --> 01:21:36.573]  And they're going to get rid of all human communication on the internet that isn't synthetic.
[01:21:36.973 --> 01:21:38.574]  You won't be able to like YouTubes.
[01:21:38.975 --> 01:21:40.175]  You won't be able to like Facebooks.
[01:21:40.235 --> 01:21:40.856]  It's being announced.
[01:21:41.416 --> 01:21:42.777]  Everything will be filtered.
[01:21:44.241 --> 01:21:50.163]  Everything will be controlled because the establishment thought, oh we don't care about websites and people, they'll always believe the New York Times and CNN.
[01:21:50.704 --> 01:21:58.807]  But because no one believes them anymore and they're fake polls, they have panicked and have decided to overturn the entire apple cart.
[01:22:00.267 --> 01:22:05.910]  And if we allow this to happen, if we let them bring in Chinese Communist all-censorship, it'll be a new dark age in this nation.
[01:22:05.950 --> 01:22:08.951]  They're arresting people all over Europe for criticizing Islam.
[01:22:09.798 --> 01:22:12.700]  Or parents that don't want their children to be indoctrinated into homosexuality.
[01:22:13.200 --> 01:22:14.501]  It's so dangerous.
[01:22:15.761 --> 01:22:18.243]  The establishment has decided to go with pure authoritarianism.
[01:22:18.843 --> 01:22:28.688]  And they say in the Senate report, anyone that tries to foment discord, they said, these groups must prevent the foment of discord.
[01:22:29.409 --> 01:22:31.710]  And it's being announced by Bloomberg, U.S.
[01:22:31.770 --> 01:22:37.373]  unleashes military to fight fake news, disinformation, quote, anything that's viral.
[01:22:38.857 --> 01:22:54.270]  So now populist loyal Americans are Russian agents and they're using intelligence agencies against us and Obama before he left office legalized domestic propaganda and domestic spying as if we're a foreign power by listing us all as Russians.
[01:22:55.185 --> 01:22:59.769]  Well, they're the globalists on the payroll of the CHICOMS, opposing our president, trying to restore our republic.
[01:23:00.449 --> 01:23:11.018]  Here's a compilation of the last week, and then some older clips showing you it's ongoing, of Democrats saying, we're gonna kill Trump, we're gonna assault his supporters, we're gonna level them, we're gonna burn them down.
[01:23:12.014 --> 01:23:21.502]  Trying to get their minions to attack us, and then when we say that's wrong, we should take our government back peacefully and restore the Republic, they call that fomenting and censor us!
[01:23:22.303 --> 01:23:24.384]  Even the Senate Majority Leader has been censored.
[01:23:24.765 --> 01:23:27.967]  Trump ads that say we want strong women have been censored on Facebook!
[01:23:28.348 --> 01:23:29.388]  And they're standing by it.
[01:23:29.729 --> 01:23:31.350]  Because they don't respect the President.
[01:23:31.550 --> 01:23:34.192]  Because they believe he doesn't understand what Obama did.
[01:23:34.793 --> 01:23:36.234]  Or doesn't have the will to change it!
[01:23:37.935 --> 01:23:39.136]  This is beyond Russiagate.
[01:23:39.156 --> 01:23:40.778]  This is beyond spying illegally on Trump.
[01:23:41.840 --> 01:23:44.821]  This is them using agencies on the American people and the free press!
[01:23:45.741 --> 01:23:46.401]  Like China!
[01:23:47.681 --> 01:23:48.842]  Here's this latest breakdown.
[01:23:50.042 --> 01:23:54.583]  It's not only that Trump has to lose, but that all his enablers have to lose.
[01:23:55.083 --> 01:23:58.444]  We have to collectively, in essence, burn down the Republican Party.
[01:23:58.564 --> 01:24:06.006]  That sentiment at the core of the coalition cannot be pried loose, and it cannot be negotiated with, and it cannot be appeased.
[01:24:06.266 --> 01:24:07.467]  We have to level them.
[01:24:07.647 --> 01:24:09.648]  Utterly confronted and destroyed.
[01:24:09.688 --> 01:24:12.329]  That is the only way to break the coalition apart.
[01:24:12.389 --> 01:24:17.992]  Because if there are survivors, if there are people who weathered this storm, they will do it again.
