[00:00:16.055 --> 00:00:18.077]  Hello, stupid Americans.
[01:14:55.455 --> 01:14:56.876]  The Somalis are very tribal.
[01:14:56.916 --> 01:14:58.557]  They're hated by the African countries around them.
[01:14:59.278 --> 01:15:00.319]  I'm not trying to bash Somalis.
[01:15:00.339 --> 01:15:06.864]  It's just they have slavery still legal there and they sell women into slavery and it's just it's just crazy, folks.
[01:15:07.625 --> 01:15:09.006]  And it's absolutely out of control.
[01:15:09.046 --> 01:15:12.648]  So we're going to be showing all this coming up towards the end of the next hour.
[01:15:12.668 --> 01:15:18.133]  But I want to go to your phone calls right now and get into so much of this here today.
[01:15:18.153 --> 01:15:23.537]  And I have my message to Brad Parscale as well off some of the clips I saw last night.
[01:15:23.557 --> 01:15:24.418]  So that's all coming up.
[01:15:25.882 --> 01:15:27.443]  Will Trump be impeached?
[01:15:27.463 --> 01:15:29.824]  There's a big article in the World Net Daily.
[01:15:29.864 --> 01:15:31.145]  It's up on RogerPort.com.
[01:15:32.145 --> 01:15:33.086]  Is impeachment inevitable?
[01:15:33.146 --> 01:15:36.427]  I read it and I agree with what Pat Buchanan is saying.
[01:15:36.447 --> 01:15:37.248]  He's a smart guy.
[01:15:37.748 --> 01:15:38.328]  He likes Trump.
[01:15:38.348 --> 01:15:38.909]  He loves Trump.
[01:15:39.729 --> 01:15:43.011]  But if we don't talk about how serious this is, the Democrats really mean it this time.
[01:15:44.411 --> 01:15:47.113]  They're making their move and they're threatening all these Republicans.
[01:15:48.063 --> 01:15:51.224]  If we don't all go on the offense politically now and get very aggressive, we're gonna lose it.
[01:15:51.724 --> 01:15:54.104]  And that means listeners and citizens.
[01:15:54.124 --> 01:15:55.225]  You gotta go to D.C.
[01:15:55.565 --> 01:15:56.605]  You gotta go to their offices.
[01:15:56.725 --> 01:15:57.485]  They work for you.
[01:15:57.725 --> 01:15:58.586]  Their offices are open.
[01:15:58.866 --> 01:15:59.726]  You gotta get in their face.
[01:15:59.746 --> 01:16:01.066]  You gotta sit there all day till they come.
[01:16:01.486 --> 01:16:02.707]  You gotta videotape it and put it out.
[01:16:03.867 --> 01:16:05.127]  And you gotta meet them in the halls.
[01:16:05.167 --> 01:16:06.347]  And you gotta go when they're in their district.
[01:16:06.688 --> 01:16:07.928]  And you gotta call them to talk radio.
[01:16:07.988 --> 01:16:09.268]  And you gotta go speak at your church.
[01:16:09.688 --> 01:16:11.429]  And you gotta get serious, folks.
[01:16:12.489 --> 01:16:13.449]  You gotta get aggressive.
[01:16:14.429 --> 01:16:14.890]  Politically.
[01:16:15.290 --> 01:16:16.250]  In legal and lawful ways.
[01:16:18.700 --> 01:16:19.481]  All right, let's go to your calls.
[01:16:19.541 --> 01:16:20.461]  I appreciate everybody calling in.
[01:16:20.481 --> 01:16:25.605]  And I'm sure you're all going to be great callers, but just give me your take on, do you think he's going to get impeached?
[01:16:25.625 --> 01:16:26.726]  What comes next after that?
[01:16:26.746 --> 01:16:33.011]  There's a lot of angles that are in this, and I really want to pick your brain and have a big discussion about it.
[01:16:33.051 --> 01:16:36.693]  So, Matt in Canada, what is your take on all this, sir?
[01:16:36.753 --> 01:16:37.334]  Thanks for calling.
[01:16:38.515 --> 01:16:38.935]  Hi, Alex.
[01:16:39.415 --> 01:16:40.656]  I'm a 10-year listener.
[01:16:40.676 --> 01:16:41.997]  I use a lot of your products.
[01:16:42.378 --> 01:16:46.481]  Great work on Bandog Video and keep doing fentanyl with the Chycom Dragon.
[01:16:46.501 --> 01:16:47.021]  That's awesome.
[01:16:47.241 --> 01:16:47.741]  Thank you, sir.
[01:16:47.842 --> 01:16:48.242]  I'm trying.
[01:16:49.605 --> 01:16:54.808]  Well, listen, I think here's my angle and I want to share with you what I think happens next.
[01:16:55.509 --> 01:17:00.612]  Being up in Canada, we have a federal election coming later this month and it's really incredible.
[01:17:01.272 --> 01:17:01.633]  We have a
[01:17:02.799 --> 01:17:10.066]  Classical liberal that's come onto the stage and you see the same pattern happening where it's a populist movement.
[01:17:10.867 --> 01:17:19.356]  It's a return to, you know, just the classical liberal roots of a Western democracy and he's being labeled neo-Nazi and all the rest and the media.
[01:17:20.256 --> 01:17:23.177]  You know, they know with Trudeau that it's like, this is a libtard.
[01:17:23.237 --> 01:17:24.577]  He's not going to win.
[01:17:25.097 --> 01:17:30.279]  Instead of doing their usual flip-flop between left and right, they're not going back to conservative, which is really a centrist party.
[01:17:30.339 --> 01:17:35.240]  They're actually doubling down and going harder left with an even more left party than the Liberal Party.
[01:17:35.840 --> 01:17:38.901]  And I think, you know, this ties in, I think, the impeachment with Trump.
[01:17:38.941 --> 01:17:40.921]  I think it's, they're really moving on it.
[01:17:41.362 --> 01:17:43.202]  I think you can see the fight with Brexit.
[01:17:43.702 --> 01:17:44.822]  They're trying to hold that back.
[01:17:45.203 --> 01:17:46.563]  But I think they can see it globally.
[01:17:47.208 --> 01:17:49.149]  Remember, this isn't the Democrats, this is the globalists, right?
[01:17:49.510 --> 01:17:53.232]  They see it in a lot of these other countries, even in Canada, where it's like, people have just had enough.
[01:17:53.672 --> 01:17:54.513]  They've just had enough.
[01:17:54.613 --> 01:18:03.419]  And we just want to restore, politically, we want to restore the basic classical liberal Western civilization, own your guns, have some private property.
[01:18:04.219 --> 01:18:09.303]  And I think, you know, David Rockefeller said, you know, China is the model of the new world order.
[01:18:10.003 --> 01:18:12.705]  So I think they know their policies have failed.
[01:18:12.745 --> 01:18:14.086]  And if you look at what Mao did when his
[01:18:14.853 --> 01:18:16.435]  Great leap forward policies failed.
[01:18:16.475 --> 01:18:17.436]  What happened right after that?
[01:18:18.477 --> 01:18:19.598]  It was the Cultural Revolution.
[01:18:20.444 --> 01:18:21.765]  And I think that's what they're gearing up for.
[01:18:21.785 --> 01:18:23.286]  You know, with that Gen-T thing.
[01:18:23.306 --> 01:18:23.987]  You're absolutely right.
[01:18:24.007 --> 01:18:28.311]  In fact, the universities and all of them say the Cultural Revolution is the model.
[01:18:28.791 --> 01:18:34.156]  We've been in the Great Leap Forward, being centralized, being domesticated, a quote, service economy.
[01:18:34.276 --> 01:18:38.099]  And now the Great Leap Forward is going to be a physical attack.
[01:18:38.119 --> 01:18:39.941]  That's what all these leftist leaders are saying.
[01:18:40.381 --> 01:18:41.642]  We're going to overthrow governments.
[01:18:41.662 --> 01:18:45.706]  We're going to start killing people to save the earth and to stop the Nazis.
[01:18:46.306 --> 01:18:48.569]  And it doesn't matter that thinking people know that's not true.
[01:18:48.609 --> 01:18:59.425]  They've got enough dumbed-down, disenfranchised people who are being promised a seat at the table if they engage in this, that they're actually trying to organize themselves into a violent action.
[01:18:59.445 --> 01:19:00.065]  You're absolutely right.
[01:19:01.004 --> 01:19:04.546]  The globalists didn't see Trump coming, they didn't see Brexit, all these nationalists getting elected.
[01:19:04.566 --> 01:19:05.707]  They mobilized against it.
[01:19:06.367 --> 01:19:09.749]  They admit they've been losing, but they were afraid to remove Trump.
[01:19:09.769 --> 01:19:10.869]  They wanted to try to defeat him in 2020.
[01:19:11.030 --> 01:19:16.893]  Now that they know that's not working and the censorship didn't work, they made the decision in the last month.
[01:19:18.271 --> 01:19:22.412]  To go ahead, because Trump really is trying to get prosecutions going, to remove Trump.
[01:19:22.512 --> 01:19:27.634]  And so that's why, you're right, it's not the doddering meth-head left Nancy Pelosi and Chuckie Schumer.
[01:19:28.114 --> 01:19:30.054]  The real deep state's moving on Trump.
[01:19:30.615 --> 01:19:31.775]  And it's moving on the Senators.
[01:19:31.895 --> 01:19:34.516]  And that's why everybody's like, oh, this isn't a danger.
[01:19:34.616 --> 01:19:35.516]  No, no, it's real.
[01:19:36.216 --> 01:19:37.397]  And they really intend to do it.
[01:19:37.657 --> 01:19:39.597]  And Trump better get it through his head.
[01:19:39.937 --> 01:19:42.078]  Russiagate, they thought they'd find something.
[01:19:42.824 --> 01:19:44.965]  I mean, my gosh, all these foreign governments are involved somewhere.
[01:19:45.486 --> 01:19:54.611]  But Trump was so clean, really because he was so amateur, which is a good thing, totally different perspective on politics, that they didn't find anything.
[01:19:55.011 --> 01:19:56.132]  But now they don't care.
[01:19:56.172 --> 01:19:58.113]  They're making their move.
[01:19:58.233 --> 01:20:05.817]  And it doesn't mean they have to win, but just like I told people Trump was going to win two years before he did, I'm telling folks, this is blood in the water, this is real.
[01:20:05.877 --> 01:20:06.998]  What else do you think should happen, Matt?
[01:20:08.516 --> 01:20:13.139]  Well, I think, you know, if you're in Canada, I just want to plug People's Party of Canada.
[01:20:13.399 --> 01:20:17.361]  You need to get politically active and, you know, we need to start getting active.
[01:20:17.381 --> 01:20:19.863]  Yeah, tell folks about the lay of the land up there.
[01:20:19.883 --> 01:20:37.373]  I see these leftist articles attacking us going, Jones must be shut down, Paul Watson must be shut down, these big national publications, even major papers, because they're able to speak to Canadians and Canadians are seeing Alex Jones and Paul Watson and it sounds so authoritarian like it's a cartoon, but they're serious.
[01:20:38.965 --> 01:20:42.287]  I grew up in Alberta, and I can tell you there's a lot of Alex Joneses in Canada.
[01:20:42.728 --> 01:20:45.189]  A lot of, like, just, you know, real people.
[01:20:45.569 --> 01:20:49.952]  And, you know, we have a state-run media here, and it's incredibly left-leaning.
[01:20:50.613 --> 01:21:04.302]  And, you know, when you look at the debate stage that happened in our federal election debates, you have six different parties up there, four of them are radical left, one is centrist, which is conservative, and then you've got Maxine Burnett, People's Party of Canada, and it is a, it's a UKIP
[01:21:04.981 --> 01:21:09.923]  It's a populist, classical libertarian, somewhat libertarian party.
[01:21:11.924 --> 01:21:18.888]  They're just common sense, and you look down all their policies, whether it's gun ownership, economics, immigration, it's just all common sense.
[01:21:18.908 --> 01:21:20.088]  Just common sense populist.
[01:21:20.128 --> 01:21:20.829]  God bless you, man.
[01:21:21.721 --> 01:21:22.101]  Great caller.
[01:21:22.121 --> 01:21:24.704]  We're going to take one more before we go to break, but that's what's happening.
[01:21:25.224 --> 01:21:26.645]  The globalists are losing everywhere.
[01:21:27.005 --> 01:21:29.167]  It's dangerous for them to go pure authoritarian right away.
[01:21:29.207 --> 01:21:33.050]  They planned to get us there, but we were 80% of the way there, but that took them decades.
[01:21:33.070 --> 01:21:36.593]  Now they're trying to accelerate that last bit, and that last bit's the really nasty bit.
[01:21:37.334 --> 01:21:41.077]  So that's why this all seems like the Twilight Zone in 1984, because it is.
[01:21:41.718 --> 01:21:44.180]  We're hyper-warping towards tyranny.
[01:21:45.435 --> 01:21:48.296]  If there's a black hole, we're a spaceship, we're flying towards it real fast.
[01:21:48.556 --> 01:21:49.536]  We need to turn around.
[01:21:50.536 --> 01:21:54.017]  And the awakening you see is great, but that's people waking up on the bridge of the ship.
[01:21:54.578 --> 01:21:57.879]  We've got to remove the gremlins from the wheel and turn it now.
[01:21:58.779 --> 01:22:01.780]  Just talking about it from the, you know, Trump rallies doesn't do it.
[01:22:04.580 --> 01:22:07.081]  Chad in Louisiana, you're on the air.
[01:22:07.101 --> 01:22:10.242]  What do you think about the move to impeach Trump, and what do you, how serious do you think it is?
[01:22:11.542 --> 01:22:13.523]  Okay, I'm at work, so I've got to make this quick.
[01:22:14.614 --> 01:22:14.934]  I don't.
[01:22:14.954 --> 01:22:19.896]  The only thing we can do is pray to get rid of those gremlins, as she said.
[01:22:21.337 --> 01:22:28.759]  And the reason the Democrats are going for the guns is because they want the Cold War to become very kinetic.
[01:22:29.420 --> 01:22:30.360]  God bless them.
[01:22:32.361 --> 01:22:32.901]  Well, you're right.
[01:22:32.961 --> 01:22:34.822]  They decided they're losing the culture war.
[01:22:35.939 --> 01:22:45.964]  And so they want to move the aubergine window to convicted pedophiles having children ride on their erections through their pants at public schools and at government facilities.
