[00:00:12.792 --> 00:00:13.237]  Let's go!
[01:10:48.073 --> 01:11:01.141]  But it shows masculinity and being strong as a trait of being a bully, of beating people up, and man-shaming men just for who we are, as if women don't do things, and as if we inherently should hate our species.
[01:11:01.621 --> 01:11:02.261]  You see it all.
[01:11:02.481 --> 01:11:03.742]  Let's depopulate the earth.
[01:11:03.802 --> 01:11:05.123]  It's a good thing fertility's down.
[01:11:05.323 --> 01:11:06.884]  That was in the New York Times two weeks ago.
[01:11:08.117 --> 01:11:09.418]  That humans are inherently bad.
[01:11:09.778 --> 01:11:20.742]  So to teach that, though, if they pick us off, let's say the men, then the heterosexuals, everybody with facial hair, other men have got to step in and, hey, fight with each other.
[01:11:21.542 --> 01:11:26.864]  But then the big men shipping in enslaved women on the border, they have the left bringing them things to aid them.
[01:11:27.965 --> 01:11:32.587]  Or if it's, you know, radical Islam and the feminists all love it, then open the borders up for them.
[01:11:33.327 --> 01:11:35.388]  Or you're just cutting women's genitals off and
[01:11:36.563 --> 01:11:39.125]  Putting them into sex slavery and doing all that, but it's okay.
[01:11:39.345 --> 01:11:40.406]  We're allied with you.
[01:11:40.866 --> 01:11:44.449]  We're just worried about mainly Western men and bullying them into submission.
[01:11:44.689 --> 01:11:48.812]  So they're not masculine, so you can take over in this larger globalist plan.
[01:11:49.212 --> 01:11:50.373]  Then they'll get the Muslims next.
[01:11:51.774 --> 01:11:54.416]  So let's go to the Procter & Gamble piece here, ladies and gentlemen.
[01:11:55.256 --> 01:12:01.421]  Which is the old, same old ritual of saying, your best men are bad, and then projecting on the folks that they're bullies.
[01:12:01.841 --> 01:12:03.102]  So here is the beginning of it.
[01:12:10.045 --> 01:12:12.406]  Bullying.
[01:12:12.546 --> 01:12:13.067]  Masculinity.
[01:12:13.207 --> 01:12:13.747]  Bad problem.
[01:12:13.907 --> 01:12:20.952]  So men are sitting in the front of the newspaper and they're hearing it on the news and everywhere husbands say my son is too aggressive and likes to play war.
[01:12:21.072 --> 01:12:22.433]  I'm gonna teach him to wear a dress.
[01:12:23.053 --> 01:12:23.874]  That's in the news.
[01:12:24.674 --> 01:12:31.579]  And see the men are feeling sorry for themselves and learning to be victims now of their own masculinity.
[01:12:31.819 --> 01:12:32.560]  So that's how it begins.
[01:12:32.580 --> 01:12:32.880]  Here it is.
[01:12:39.871 --> 01:12:45.175]  Is this the best a man can get?
[01:12:45.795 --> 01:12:52.421]  Oh my gosh, the man shaves, the woman's kissing him, they're having a life together, he's handsome, it's bad!
[01:12:53.281 --> 01:12:59.286]  Even Gillette's bad, and here's the young boys running through the movie projector of Gillette.
[01:13:00.107 --> 01:13:02.749]  Oh, we're gonna put a dress on you, let's go back to it, continue.
[01:13:08.196 --> 01:13:10.377]  Oh my gosh, they're calling some boy a freak.
[01:13:11.037 --> 01:13:13.118]  Some boy, we don't know why he's liberal.
[01:13:13.418 --> 01:13:16.019]  The right wingers are bullying us when the left is the bully.
[01:13:16.199 --> 01:13:16.539]  Continue.
[01:13:18.220 --> 01:13:21.581]  It's been going on far too long.
[01:13:25.043 --> 01:13:25.903]  We can't laugh it off.
[01:13:29.901 --> 01:13:32.223]  What I actually think she's trying to say.
[01:13:32.263 --> 01:13:33.745]  Making the same old excuses.
[01:13:34.406 --> 01:13:35.407]  Boys will be boys.
[01:13:35.507 --> 01:13:36.428]  Boys will be boys.
[01:13:36.688 --> 01:13:37.569]  Boys will be boys.
[01:13:37.609 --> 01:13:39.311]  But something finally changed.
[01:13:39.331 --> 01:13:40.231]  All right, pause the end.
[01:13:40.752 --> 01:13:47.579]  Oh, the Young Turks are going to teach us, funded by Gulf War dictator states, where they chop men...
[01:13:48.780 --> 01:13:54.944]  It's heads off that are gay, where women that drive, period, can be put in prison or killed.
[01:13:55.225 --> 01:13:59.468]  And now we're going to hear from the Young Turks, named after a genocidal group that killed Christians.
[01:14:00.028 --> 01:14:05.452]  We're now going to learn from the Young Turks about how bad men are.
[01:14:05.732 --> 01:14:10.055]  This is the woman that says fat shaming is wrong, but called me a fat effer over and over again.
[01:14:10.615 --> 01:14:14.618]  So see, this is the total hypocrisy, total fraud, total lies of these people.
[01:14:14.638 --> 01:14:15.339]  We're just going through it.
[01:14:15.359 --> 01:14:15.619]  Continue.
[01:14:19.960 --> 01:14:24.502]  And there will be no going back.
[01:14:24.963 --> 01:14:25.383]  Pause again.
[01:14:26.344 --> 01:14:32.227]  So the mainstream media told you how men are bad, told you we're gonna end the family, and so things changed.
[01:14:33.568 --> 01:14:35.649]  Things changed, and there's no going back.
[01:14:36.230 --> 01:14:39.772]  And now you're gonna look in the mirror like a zombie, and they're gonna tell you how to behave.
[01:14:39.812 --> 01:14:40.953]  This is mass brainwashing.
[01:14:40.993 --> 01:14:41.313]  Continue.
[01:14:42.717 --> 01:14:44.298]  We believe in the best in men.
[01:14:44.398 --> 01:14:47.719]  Men need to hold other men accountable.
[01:14:47.779 --> 01:14:48.580]  Smile, sweetie.
[01:14:49.180 --> 01:14:50.440]  Come on!
[01:14:50.500 --> 01:14:51.681]  To say the right thing.
[01:14:52.882 --> 01:14:54.562]  To act the right way.
[01:14:54.842 --> 01:14:55.723]  Bro, am I cool?
[01:14:55.883 --> 01:14:56.243]  Am I cool?
[01:14:56.843 --> 01:14:57.984]  Some already are.
[01:14:58.544 --> 01:14:59.324]  Hit pause.
[01:15:00.345 --> 01:15:11.790]  So, the Black Knight tells the person that's a little less black, white guys are bad, ooh, you saw a hot girl go by, don't go talk to her, free association isn't allowed.
[01:15:14.848 --> 01:15:17.389]  Hey, you don't talk to women, buddy.
[01:15:17.709 --> 01:15:18.849]  Talking to them's bad.
[01:15:19.069 --> 01:15:29.031]  But if we want to put a 10-year-old drag kid who's autistic up on a stage, dancing at a gay strip club, with money getting thrown at him, talking about ketamine, baby, it's okay.
[01:15:29.291 --> 01:15:29.771]  Continue.
[01:15:34.232 --> 01:15:35.553]  It weighs big.
[01:15:35.653 --> 01:15:38.073]  You'll mend it for every portion.
[01:15:38.193 --> 01:15:38.853]  And small.
[01:15:39.133 --> 01:15:40.073]  And I am strong.
[01:15:40.093 --> 01:15:41.434]  I am strong.
[01:15:43.920 --> 01:15:47.261]  We're going to come back and finish this and go to our next guest.
[01:15:47.901 --> 01:15:48.902]  But we're going to back it up some.
[01:15:49.402 --> 01:15:54.403]  You know the government on purpose paid black women not to have men in the house for the last 50, 60 years to destroy their families.
[01:15:54.623 --> 01:16:00.405]  So they're just going for broke now and they have the nerve to show a black man with his daughter in this like the government and the media care about the black man.
[01:16:02.421 --> 01:16:06.703]  In the last eight years, we've seen the rise and now fall of the cryptocurrencies.
[01:16:07.684 --> 01:16:13.587]  And the entire time, I refused to take sponsors to fund our operation from the cryptocurrency market.
[01:16:14.068 --> 01:16:23.473]  Not because I thought every company was bad or that the whole thing's a scam, but at a gut level, I knew it was a giant bubble and I didn't want to be associated with that.
[01:16:23.993 --> 01:16:25.174]  Gut level, just couldn't do it.
[01:16:25.755 --> 01:16:28.056]  There have been many other sponsors I've refused.
[01:16:28.616 --> 01:16:44.782]  I have been offered and refused millions of dollars in sponsorship that would have been great to fight the info war from legitimate companies that sell marijuana-derived CBD oil, which has incredible attributes everybody knows about on so many fronts and helps a lot of people.
[01:16:44.922 --> 01:16:53.865]  But the reason I haven't gotten involved is the law hasn't been clear and some states, even though it doesn't get you high, see it as illegal.
[01:16:54.733 --> 01:17:14.619]  But now they have developed and certified for years CBD rich oil derived from hemp that is completely legal in all 50 states and there are so many different permutations and combinations of what it's able to do and what the studies show it's done that it's mind-blowing.
[01:17:15.399 --> 01:17:17.620]  So we've worked with one of the biggest companies in the nation
[01:17:18.640 --> 01:17:22.343]  And they wanted to just work with us openly because they want to stand up for America and freedom.
[01:17:22.383 --> 01:17:23.044]  They're patriots.
[01:17:23.424 --> 01:17:34.713]  But I said, listen, you just need to create your own new website for a private label for us, where you handle it all, where they get the best hemp-derived CBD oil, legal in all 50 states, from you.
[01:17:35.254 --> 01:17:36.094]  You drop ship it.
[01:17:36.195 --> 01:17:36.815]  You get it out.
[01:17:37.015 --> 01:17:37.916]  You have the website.
[01:17:38.516 --> 01:17:39.117]  I promote it.
[01:17:39.297 --> 01:17:40.178]  I send people there.
[01:17:40.478 --> 01:17:43.400]  And that way they're getting the very best from the experts.
[01:17:44.101 --> 01:17:47.544]  So again, ladies and gentlemen, nothing wrong with marijuana-derived CBD oil.
[01:17:48.646 --> 01:17:58.289]  The problem is some of the public and governments and municipalities get confused and sometimes people get in trouble with CBD oil if it's too strong.
[01:17:59.049 --> 01:18:03.791]  This isn't CBD oil derived from marijuana that's high in THC.
[01:18:04.071 --> 01:18:12.154]  This is derived from industrial high-quality organic hemp and it's legal in all 50 states and now
[01:18:13.376 --> 01:18:23.486]  Trump has signed the executive order allowing the industrial growing of hemp, so we won't even have to import it from Canada to Colorado, where it's then produced, bottled, and distributed.
[01:18:23.767 --> 01:18:25.609]  Now listen, I know a lot about it.
[01:18:25.649 --> 01:18:26.209]  I've researched it.
[01:18:26.249 --> 01:18:31.715]  I've turned down probably 20, 30 companies who've been wanting to sponsor us in the last six years.
[01:18:31.815 --> 01:18:33.156]  It's gotten really crazy in the last two.
[01:18:33.957 --> 01:18:45.902]  But now that the law is clear, now that our listeners can't get burned, now that we have a partnership with one of the top companies in the United States known for their organic quality, known for being patriots,
[01:18:47.182 --> 01:18:55.046]  They have created a new website and a private label of their entire spectrum of award-winning products called Washington's Reserve.
[01:18:55.726 --> 01:19:11.934]  And there are so many attributes, so many different things that hemp-derived, hemp-rich CBD oil has to offer that you just need to go to washingtonsreserve.com for yourself and see it all because they have more than 40 products.
[01:19:12.295 --> 01:19:15.076]  Now remember, the Globalists have tried to take our merchant accounts away.
[01:19:15.256 --> 01:19:16.257]  They've tried to shut us down.
[01:19:17.057 --> 01:19:18.258]  They've tried to boycott us.
[01:19:18.278 --> 01:19:19.079]  They've tried to sue us.
[01:19:19.579 --> 01:19:26.064]  And I've said in the last six months, I'm going to move, not away from a direct sales marketing of great products to you to fund us.
[01:19:26.284 --> 01:19:34.050]  We're still going to do that with Infowarslife.com, but we're also going to bring on the best sponsors in the country, the very best products.
[01:19:34.150 --> 01:19:35.972]  And this is the first big one.
[01:19:36.352 --> 01:19:37.213]  So I'm very excited.
[01:19:37.233 --> 01:19:38.013]  Be sure and go there.
[01:19:38.074 --> 01:19:46.340]  Experience the power of high quality hemp extract with CBD exclusively available at washingtonsreserve.com for the highest quality, the
[01:19:46.340 --> 01:19:47.220]  The lowest prices.
[01:19:47.681 --> 01:19:53.443]  It's all there, ladies and gentlemen, at washingtonsreserve.com, and you're helping fund the InfoWar the whole time.
[01:20:06.448 --> 01:20:09.089]  You're listening to the Alex Jones Show.
[01:20:31.926 --> 01:20:33.467]  Welcome back, I'm Alex Jones, your host.
[01:20:33.527 --> 01:20:42.329]  We have seen the total declaration of war against the species, against women, against children, against men and women having relationships.
[01:20:42.389 --> 01:20:46.451]  Colleges have taught for years that all sex between a man and a woman is abuse.
