[00:00:30.834 --> 00:00:31.954]  It's Sunday, August 25th.
[01:48:53.035 --> 01:48:59.180]  But just for this instance, in this regard, it's a miracle of journalism that InfoWars is able to do any of this.
[01:49:00.061 --> 01:49:07.167]  The attacks against us, the censorship against us, and we're sending crews to Hong Kong, it's all thanks to this audience.
[01:49:07.347 --> 01:49:08.308]  I cannot thank you enough.
[01:49:08.388 --> 01:49:09.429]  I cannot salute you enough.
[01:49:10.069 --> 01:49:12.932]  You make InfoWars go by shopping at InfoWarsStore.com.
[01:49:12.952 --> 01:49:15.154]  But don't just support InfoWars, support yourself!
[01:49:16.055 --> 01:49:17.539]  By stopping at InfoWareStore.com.
[01:49:17.579 --> 01:49:21.428]  Support yourself by trying the all-new Super Silver Skin Cream.
[01:49:22.719 --> 01:49:29.063]  Support yourself, support your skin, support the biggest organ, your skin, by getting the new Super Silver Skin Cream at Inforestore.com.
[01:49:29.443 --> 01:49:33.105]  I look forward, this is brand new, I haven't tested this yet, so I look forward to testing this.
[01:49:33.946 --> 01:49:38.128]  But I've tried all the other supplements and they are great, ladies and gentlemen.
[01:49:38.628 --> 01:49:43.291]  Now we've got multiple options, the grapefruit, the lavender scent, or unscented.
[01:49:43.311 --> 01:49:46.093]  It's the Super Silver Skin Cream.
[01:49:46.833 --> 01:49:47.894]  And it's already 25% off.
[01:49:47.934 --> 01:49:53.279]  This is a really good price here for such a, I'm sure, advanced product.
[01:49:53.379 --> 01:49:54.921]  The Super Silver Skin Cream.
[01:49:55.001 --> 01:49:56.242]  Probably nothing else like it.
[01:49:56.723 --> 01:49:58.845]  Much like the Super Silver Wound Dressing Gel.
[01:49:58.905 --> 01:50:06.151]  So, support yourself at InfoWareStore.com and support free speech by shopping at InfoWareStore.com.
[01:50:06.252 --> 01:50:07.012]  Okay, okay.
[01:50:08.720 --> 01:50:10.101]  I don't know what you want to get into here.
[01:50:10.121 --> 01:50:11.401]  We got a couple crazy stories.
[01:50:11.421 --> 01:50:14.883]  I mean the Epstein stuff, they just off that guy right in front of everybody.
[01:50:15.263 --> 01:50:18.565]  You've got Royals going there, Hollywood types going there.
[01:50:18.965 --> 01:50:20.906]  We can definitely talk about Epstein.
[01:50:21.346 --> 01:50:24.228]  I've already done one documentary style video on it.
[01:50:24.268 --> 01:50:26.749]  I'm going to make another one as well because there's been so much going on.
[01:50:26.789 --> 01:50:30.451]  But Prince Andrew is really
[01:50:31.522 --> 01:50:41.787]  I mean, the idea that he can say he had no idea, not even a suspicion, that Jeffrey Epstein was up to something untoward is ridiculous.
[01:50:41.967 --> 01:50:48.671]  Especially as he's photoed holding Virginia Guffrey's waist with Ghislaine Maxwell right there.
[01:50:49.271 --> 01:50:53.373]  And he continued to be friends with him after he was convicted for being a paedophile.
[01:50:53.773 --> 01:50:56.035]  So the idea that he can say, oh I had no idea,
[01:50:56.875 --> 01:50:57.515]  Is that true?
[01:51:14.142 --> 01:51:35.881]  saying there's something really dodgy with Epstein for quite some time because in 2002 I think it was he you know he said oh you know Epstein likes them younger and things like this that's a weird thing to say if you're part of some sex trafficking cult or something you don't say that sort of thing you keep down the download but in 2015 CPAC Donald Trump was asked about Bill Clinton and
[01:51:36.361 --> 01:51:44.203]  And he said something to the effect of, well, he's a nice guy but I think he's going to have a lot of problems coming up with the island in Jeffrey Epstein.
[01:51:44.383 --> 01:51:45.704]  In 2015 he said this.
[01:51:46.184 --> 01:51:46.464]  Wow.
[01:51:46.664 --> 01:51:48.304]  And yeah, you can find the clip going around Twitter.
[01:51:48.324 --> 01:51:54.466]  It's kind of like the clip, I don't remember what it is, but he said Pizzagate in some interview before Pizzagate was ever even a thing.
[01:51:54.846 --> 01:51:55.826]  I don't know about that one.
[01:51:55.946 --> 01:51:56.826]  That was a crazy one.
[01:51:57.647 --> 01:52:02.088]  I've seen the clip, I'm going to put it into this next sort of documentary style video I'm going to do because it's just one of those things where it's like,
[01:52:02.988 --> 01:52:07.590]  If Donald Trump was involved with this, then he probably wouldn't be mentioning it in public.
[01:52:08.090 --> 01:52:09.431]  You know, he'd be keeping it on the down low.
[01:52:09.451 --> 01:52:12.292]  And he wouldn't have kicked Epstein off of his resort.
[01:52:12.492 --> 01:52:15.993]  Yeah, he banned him from his resort for harassing some girls there.
[01:52:16.073 --> 01:52:19.635]  They were trying to recruit some of the people that were working there, some of the younger girls.
[01:52:19.755 --> 01:52:22.156]  Yeah, that's how they got Guffrey, who's filed the charges.
[01:52:22.256 --> 01:52:31.700]  And the unsealed documents are really interesting as well, because in the unsealed documents, the charge is not being made against Epstein, it's actually being made against Ghislaine Maxwell.
[01:52:32.040 --> 01:52:33.341]  Who still walks free.
[01:52:33.421 --> 01:52:34.602]  Who's still at large, yeah.
[01:52:34.982 --> 01:52:36.423]  And no one actually knows where she is.
[01:52:36.964 --> 01:52:39.605]  Well, I saw reports she's just hanging out in Boston.
[01:52:39.986 --> 01:52:42.107]  There have been a few conflicting ones, actually.
[01:52:42.147 --> 01:52:43.568]  So, you know, who knows where she is.
[01:52:43.648 --> 01:52:45.730]  But, yeah, the allegations against her.
[01:52:45.790 --> 01:52:52.735]  And I've read through about two-thirds of the files now, because there's like 800 pages and I just haven't had time to finish them.
[01:52:53.175 --> 01:52:57.159]  But one of them was from a chap called Rizzo, who used to work for the Dubin family.
[01:52:57.700 --> 01:53:03.045]  And they'd gone to their house for dinner or something, and Epstein Maxwell had come in with a young girl.
[01:53:03.626 --> 01:53:06.749]  And she was, you know, head down and silent.
[01:53:07.110 --> 01:53:12.175]  And they told her to sit, like, you know, there's an island in the kitchen, and sit at the table.
[01:53:12.695 --> 01:53:16.877]  And she sits there with her head down, and according to his testimony, just looks there.
[01:53:17.338 --> 01:53:23.121]  And they go out of the room, and so Rizzo and his wife had just left there, and they're like, well this is awkward, what are we going to do?
[01:53:23.521 --> 01:53:34.907]  And so they introduce themselves to her, and then they realise she's on the verge of tears, and so they ask her what's wrong, and she just starts crying and blurting out that she's been on an island, she doesn't know how she's got back, and Epstein and Maxwell were demanding sex,
[01:53:35.687 --> 01:53:42.932]  And this guy, I mean, you know, all of these sort of allegations, and this guy's freaking out, he's like, oh my god, you know, and then he asks her, well, how old are you?
[01:53:42.952 --> 01:53:44.072]  And she just says, I'm 15.
[01:53:44.753 --> 01:53:51.697]  So, I mean, it's really, really, I do think we are, in this case, seeing the tip of the iceberg.
[01:53:52.197 --> 01:54:00.202]  And I think, you know, this is so crazy, because we had the WikiLeaks emails coming out, and you had all kinds of weird stuff in there, a lot of it
[01:54:01.127 --> 01:54:08.490]  Can be directly linked to what the FBI and the CIA say are, you know, code words and stuff for pedophiles, but... I don't know about the Pizzagate stuff.
[01:54:08.510 --> 01:54:08.990]  That's the thing.
[01:54:09.270 --> 01:54:10.991]  This is straight from the testimony.
[01:54:11.011 --> 01:54:21.094]  But what I'm saying is, the whole Pizzagate thing is just that pizza is a code word for pedophiles on the internet, and there is some weird pizza stuff in the WikiLeaks.
[01:54:21.214 --> 01:54:23.375]  The real Pizzagate, though, is Jeffrey Epstein.
[01:54:23.435 --> 01:54:28.857]  I mean, it is a pedophile island, but part of me wonders, too, because how much of it
[01:54:30.433 --> 01:54:32.655]  How many of these people are actual sexual deviants?
[01:54:33.455 --> 01:54:36.497]  How many of these people just do it for power, almost, or blackmail?
[01:54:36.517 --> 01:54:51.027]  Because one of the WikiLeaks, I don't know if you saw this one, talks about somebody sent from Hillary's campaign or something, to the Podestas or something, I forget which one it is, but it talks about having children, I think it was age 5, 7, and 12, in the hot tub for your entertainment.
[01:54:51.687 --> 01:54:56.790]  Yeah, I did see that, but again, I don't know anything about it, so I don't want to comment on it.
[01:54:58.091 --> 01:55:12.501]  According to Virginia Guthrie, apparently their entire lives revolved around sex, and reading through the testimony of the limo drivers and the airplane pilots and other people involved, I mean,
[01:55:13.021 --> 01:55:15.284]  Like you say, their entire lives revolve around sex.
[01:55:15.364 --> 01:55:23.194]  And then when you hear the description of the young girls, because there are multiple descriptions of these 14-15 year old girls, who all act in the same way.
[01:55:23.434 --> 01:55:26.678]  They're all completely silent and they just keep their heads down and they never talk to anyone.
[01:55:27.019 --> 01:55:30.844]  So it really does look like it's about power and control over these people, because
[01:55:31.404 --> 01:55:34.526]  Like, there's nothing like legally or physically keeping them in place.
[01:55:34.646 --> 01:55:40.088]  It's all about coercion, and it's all about manipulation, and obviously, you know, sex addiction, it seems, you know.
[01:55:41.089 --> 01:55:43.149]  And so, yeah, it looks like it's about control.
[01:55:43.430 --> 01:55:43.930]  It really does.
[01:55:43.990 --> 01:55:51.573]  And because that's the thing, too, again, I mean, obviously, sexual deviancy is a thing amongst these groups, but, you know, sex addicts, I mean, there's a lot of people out there.
[01:55:52.153 --> 01:55:54.755]  They're not putting people in hot tubs for your entertainment.
[01:55:54.775 --> 01:55:59.717]  They're not having, hosting orgies on a private island, you know, trying to get young women there.
[01:56:00.325 --> 01:56:01.686]  Yeah, well, this is the thing, isn't it?
[01:56:01.706 --> 01:56:14.615]  I mean, like, when you've got as much money as they've got, I mean, there's probably no end to the amount of young, not young, but like, you know, adult women who would happily do this legally, consensually, and so there'd be no problem.
[01:56:14.655 --> 01:56:17.817]  But this seems to have been done coercively with underage girls.
[01:56:18.337 --> 01:56:22.120]  So that's obviously like some fetish of theirs or some desire that they had.
[01:56:22.700 --> 01:56:24.882]  And honestly, I'm glad that it's all coming out.
[01:56:26.818 --> 01:56:28.540]  Well, I wonder how much is going to come out.
[01:56:28.700 --> 01:56:31.602]  Because, I mean, they were able to just... I mean, come on.
[01:56:31.842 --> 01:56:32.863]  They got away with it for years.
[01:56:33.023 --> 01:56:34.024]  They murdered him.
[01:56:34.285 --> 01:56:36.046]  Jeffrey Epstein was obviously offed.
[01:56:36.446 --> 01:56:46.195]  I mean, the only other thing that you could even... The only other logical conclusion I could reach about Jeffrey Epstein's fate was that they basically did a body switch and put him in witness protection.
[01:56:46.455 --> 01:56:47.616]  Well, this is the thing.
[01:56:47.636 --> 01:56:48.297]  I don't think that happened.
[01:56:48.357 --> 01:56:49.197]  I think he got choked out.
[01:56:49.217 --> 01:56:49.718]  Somebody murdered him.
[01:56:50.071 --> 01:56:53.974]  Well, honestly, that's where I would stand as well, because it's safer for them to have him dead.
[01:56:54.435 --> 01:57:00.059]  You know, because I saw his little black book, and the unredacted version was actually leaked to the internet as well.
[01:57:00.680 --> 01:57:02.441]  And the phone numbers were legit!
[01:57:02.741 --> 01:57:06.525]  Yeah, and the most interesting thing though, is you can see through the book, because like,
[01:57:07.385 --> 01:57:12.249]  Uh, the important people he would network with would have, you know, um, sort of so-and-so and their surname.
[01:57:12.289 --> 01:57:13.049]  So-and-so and their surname.
[01:57:13.369 --> 01:57:18.233]  But then you go through and you see just the individual girls' names, like Carrie or Christy or something.
[01:57:18.513 --> 01:57:19.994]  No surname, just a number.
[01:57:20.034 --> 01:57:23.156]  And it's like, okay, I think they are going to be the girls who are being... Alright.
[01:57:23.897 --> 01:57:26.319]  You have a YouTube.
[01:57:26.379 --> 01:57:27.880]  Tell people where they can... You've done the documentary.
[01:57:27.920 --> 01:57:29.541]  Tell people where they can find your stuff.
[01:57:29.941 --> 01:57:33.485]  Um, you can just put into Google Sargon of Akkad YouTube.
[01:57:33.625 --> 01:57:38.690]  If you just put in Sargon of Akkad, the search results have actually been manipulated by Google so I don't come up.
[01:57:39.110 --> 01:57:39.531]  Shocking.
[01:57:39.711 --> 01:57:39.911]  Yes.
[01:57:40.031 --> 01:57:44.616]  So Sargon of Akkad, he's done an Epstein documentary you can find on his YouTube channel.
[01:57:44.876 --> 01:57:46.037]  Thank you so much for joining us today.
[01:57:46.458 --> 01:57:48.380]  You'll be doing more reports with Alex Jones coming up.
[01:57:48.420 --> 01:57:49.641]  That does it for the Alex Jones Show.
[01:57:49.681 --> 01:57:51.543]  Today, you stay classy, InfoWarriors.
[01:57:54.269 --> 01:57:58.331]  So let's go to Allen from Ohio and we'll talk about DNA Force.
[01:57:58.452 --> 01:57:59.832]  Hi, can you hear me?
[01:58:00.012 --> 01:58:00.793]  Yes, loud and clear.
[01:58:00.993 --> 01:58:01.393]  Oh, good.
[01:58:01.573 --> 01:58:03.034]  It's an honor to talk to you guys.
[01:58:03.154 --> 01:58:04.175]  I don't miss the broadcast.
[01:58:04.235 --> 01:58:05.796]  So DNA Force, okay.
[01:58:05.916 --> 01:58:09.318]  I broke my neck 16 years ago, you know, in a skiing accident.
[01:58:09.478 --> 01:58:15.742]  I was paralyzed from the neck down only for a short period of time, like the first hour after the, you know, after the accident.
[01:58:15.802 --> 01:58:19.624]  But I experienced that and I have now I have hardware in my neck.
[01:58:19.824 --> 01:58:20.545]  Multiple plate.
[01:58:20.705 --> 01:58:23.526]  And anyway, it did all right for like 12, 13 years.
[01:58:23.566 --> 01:58:30.330]  And about two years ago, I started having the most incredible nerve pain down my arms, especially my left arm pulsing.
[01:58:30.390 --> 01:58:31.691]  And you can't imagine the pain.
[01:58:31.711 --> 01:58:33.192]  It was like I had rebroke my neck.
[01:58:33.252 --> 01:58:36.414]  I went and got MRI to see if my hardware was OK.
[01:58:36.454 --> 01:58:39.816]  And I missed the whole process of seeing a doctor and everything took a month or two.
[01:58:39.996 --> 01:58:42.378]  And they scheduled me for these pain shots.
[01:58:42.438 --> 01:58:43.758]  They were just going to deaden the nerve.
[01:58:43.879 --> 01:58:44.799]  It was so painful.
[01:58:45.019 --> 01:58:45.740]  I couldn't take it.
[01:58:45.940 --> 01:58:47.501]  So anyway, I was waiting for my shots.
[01:58:47.601 --> 01:58:47.921]  I missed
[01:58:48.001 --> 01:58:48.622]  Yeah, I bought them once.
[01:58:48.642 --> 01:58:50.024]  So I scheduled them again for a month later.
[01:58:50.045 --> 01:58:55.333]  I ordered DNA for it and I started taking it and I was taking twenty five a leave a day.
[01:58:55.494 --> 01:58:56.916]  Five five times a day.
[01:58:57.036 --> 01:58:58.318]  And I was wearing a neck
