[00:00:04.182 --> 00:00:05.923]  Firm suspicions at Veritas.
[01:20:48.373 --> 01:20:56.076]  We're aware of his lying to Congress, we're aware of him and the Dragonfly project, that's already been operational for years inside the Chinese government, now it's just being rolled out to the general public.
[01:20:56.136 --> 01:20:56.576]  Sundar!
[01:20:57.176 --> 01:20:58.397]  You're engaged in treason!
[01:20:58.917 --> 01:21:01.818]  You've had Google executives lie to Congress that you're not censoring conservatives!
[01:21:01.938 --> 01:21:14.885]  The big tech companies and the head of Apple admit that they met with Senator Warner, who's running this whole thing, to begin shutting down conservatives or the Democrats threatened to federalize big tech if they did not basically roll over to them.
[01:21:14.965 --> 01:21:19.968]  I know we had Alex Jones in the room earlier promoting conspiracy theories.
[01:21:20.148 --> 01:21:24.570]  Alex Jones obviously is a well-known conspiracy theorist whose brand is bullying.
[01:21:24.670 --> 01:21:26.191]  You didn't call me to testify in America.
[01:21:26.471 --> 01:21:27.752]  I have a right to face my accusers.
[01:21:28.172 --> 01:21:30.554]  And you, Congressman Deutch, are a liar and a fraud.
[01:21:30.674 --> 01:21:31.755]  Google is evil!
[01:21:32.175 --> 01:21:33.256]  Google is evil!
[01:21:33.656 --> 01:21:34.937]  Google is evil!
[01:21:34.997 --> 01:21:40.781]  Twitter is planning to permanently suspend Alex Jones' personal account at InfoWars.
[01:21:40.801 --> 01:21:46.164]  This comes after Twitter CEO Jack Dorsey was on Capitol Hill yesterday speaking with lawmakers.
[01:21:46.264 --> 01:21:48.706]  Twitter gives Alex Jones the boot.
[01:21:48.766 --> 01:21:54.130]  The social networking site permanently banning he and his media company, InfoWars.
[01:21:54.970 --> 01:21:58.972]  I appreciate you made the First Amendment, but I have a right to face my accusers, Jack.
[01:21:59.012 --> 01:22:01.614]  They're lying about me and they're trying to deplatform me.
[01:22:01.834 --> 01:22:04.595]  26 companies working in concert violating the Sherman Antitrust Act.
[01:22:04.676 --> 01:22:09.678]  And now, Senator Warner and Senator Wyden have said, quote, there's thousands of sites worse than Alex Jones.
[01:22:10.219 --> 01:22:13.620]  So, we're becoming like Cuba, we're becoming like Vietnam, we're becoming like China.
[01:22:13.660 --> 01:22:23.406]  So regardless of what people think about me or the straw men, should I have a First Amendment or should these companies be able to violate the whole Safe Harbor Act and all that and then ban conservatives en masse?
[01:22:24.787 --> 01:22:26.031]  Yeah, I don't know anything about your site.
[01:22:26.092 --> 01:22:27.697]  And we're also standing up...
[01:22:28.720 --> 01:22:31.421]  To social media censorship.
[01:22:31.461 --> 01:22:32.302]  That's the new thing.
[01:22:32.562 --> 01:22:38.585]  Our interview was cut short because he was confronted by Alex Jones of InfoWars right here in the hallway.
[01:22:38.605 --> 01:22:39.305]  This is weird, man.
[01:22:39.586 --> 01:22:40.266]  Oh yeah, it's really weird.
[01:22:40.306 --> 01:22:41.426]  There's no purge of conservatives?
[01:22:41.466 --> 01:22:42.567]  There's no shadowbanning?
[01:22:42.667 --> 01:22:45.248]  Are you concerned about bias in social media?
[01:22:45.268 --> 01:22:45.969]  Yeah, who's this guy?
[01:22:46.009 --> 01:22:46.629]  We deployed for him.
[01:22:46.729 --> 01:22:48.710]  Are you concerned about bias in social media?
[01:22:48.870 --> 01:22:51.411]  Well, I think the bigger bias is against freedom of expression.
[01:22:51.632 --> 01:22:55.994]  Everybody should be... There's a... Look, I support going after... It's happening here, but you say I don't exist.
[01:22:56.414 --> 01:22:57.935]  Is that a heckler, a press, or a gaggle?
[01:22:57.995 --> 01:22:58.656]  Look at this guy.
[01:22:58.696 --> 01:23:00.177]  He's saying that I don't exist.
[01:23:00.597 --> 01:23:02.098]  I just don't know who you are, man.
[01:23:02.138 --> 01:23:03.319]  I don't read weird websites.
[01:23:03.379 --> 01:23:03.679]  Sure.
[01:23:03.759 --> 01:23:05.821]  And they demonize me in these very hearings.
[01:23:05.861 --> 01:23:07.322]  And then he plays dumb.
[01:23:07.642 --> 01:23:09.363]  Infowars.com, you know where it is.
[01:23:09.383 --> 01:23:12.725]  Does Google, does Facebook, does Twitter, do they need to be regulated?
[01:23:12.745 --> 01:23:14.307]  Do they need to be regulated?
[01:23:14.367 --> 01:23:15.627]  Marco Rubio, the snake.
[01:23:15.728 --> 01:23:17.389]  This is a dumbass.
[01:23:17.409 --> 01:23:18.590]  Alright, man.
[01:23:18.990 --> 01:23:19.570]  Who are you, man?
[01:23:19.610 --> 01:23:20.231]  Who is this guy?
[01:23:20.271 --> 01:23:22.112]  I swear to God, I don't know who you are, man.
[01:23:22.332 --> 01:23:23.113]  Tens of millions of views.
[01:23:23.653 --> 01:23:24.133]  InfoWars.
[01:23:24.153 --> 01:23:25.034]  Bigger than Russell Embaugh?
[01:23:25.434 --> 01:23:26.555]  He knows who InfoWars is.
[01:23:26.635 --> 01:23:27.695]  He's playing this joke over here.
[01:23:27.855 --> 01:23:29.216]  That's why the deplatforming didn't work.
[01:23:29.296 --> 01:23:33.839]  The most prominent casualty of the crusade against free expression has been the radio show host Alex Jones.
[01:23:33.879 --> 01:23:38.001]  For many on the left, the view seems to have become that if you can't beat him...
[01:23:38.908 --> 01:23:39.989]  Prevent them from speaking!
[01:23:40.209 --> 01:23:43.411]  On Twitter, the top tweet links to an InfoWars story.
[01:23:43.651 --> 01:23:49.815]  This is a real-time example of when we talk about this information being weaponized.
[01:23:49.895 --> 01:23:50.995]  The system self-corrected.
[01:23:51.116 --> 01:23:53.977]  That shouldn't be the first tweet you see anymore.
[01:23:53.997 --> 01:23:56.219]  It should be a USA article the last time I checked.
[01:23:57.419 --> 01:23:58.220]  But you saw this?
[01:23:58.420 --> 01:23:59.161]  USA Today.
[01:23:59.561 --> 01:24:00.681]  At lunch I did, yeah.
[01:24:00.842 --> 01:24:03.103]  And I also saw the system correct it.
[01:24:03.183 --> 01:24:10.830]  Even the New York Times calls it a crackdown on conservatives and a plan to de-platform conservatives from the internet and communicating with each other.
[01:24:10.930 --> 01:24:12.091]  Just like communist China.
[01:24:12.271 --> 01:24:17.856]  We need you to act now and move against big tech censorship, President Trump.
[01:24:17.876 --> 01:24:22.320]  CNN and the Democrats you know are destroying the First Amendment and needs to be stood up against.
[01:24:22.360 --> 01:24:29.247]  These are very extreme individuals and no matter what anyone tells you, they are extremists and that's why Facebook decided to get rid of them.
[01:24:29.707 --> 01:24:37.428]  Look at this right here, the guy that goes around policing and calling for censorship and then claims that Trump's wrong, there's no censorship of conservatives or patriots.
[01:24:37.889 --> 01:24:39.949]  You are incredibly shameful, man.
[01:24:39.969 --> 01:24:40.729]  How are you doing, Alex?
[01:24:40.809 --> 01:24:46.530]  You're just a, look at you, look what, you are literally an anti-American, anti-free speech coward.
[01:24:46.730 --> 01:24:56.512]  Shame on the mainstream corporate media for not defending the First Amendment, but instead attack-dogging, calling for federal regulators to shut down independent free press working with big tech.
[01:25:00.445 --> 01:25:07.189]  InfoWars, the most banned network in the world.
[01:25:11.452 --> 01:25:13.052]  Have you heard the news, baby?
[01:25:16.735 --> 01:25:17.655]  Google admits it.
[01:25:18.916 --> 01:25:20.517]  They say Trump will never get re-elected.
[01:25:22.738 --> 01:25:24.259]  They say they're gonna shut him down.
[01:25:25.620 --> 01:25:29.162]  It's called liberalism and leftist propaganda.
[01:25:30.356 --> 01:25:32.517]  Huh.
[01:25:32.557 --> 01:25:32.897]  Guess what?
[01:25:32.957 --> 01:25:33.637]  They're gonna fail.
[01:25:36.518 --> 01:25:40.499]  That's why they work around the clock to shut down InfoWars.com and NewsWars.com.
[01:25:40.539 --> 01:25:56.142]  And you know, we were one of the few organizations when Matt Drudge came here, and I talk about this all the time, because it's so seminal, so pivotal, so critical, so important, so providential.
[01:25:57.723 --> 01:25:58.583]  It's the word I was looking for.
[01:26:00.060 --> 01:26:00.841]  They're all applicable.
[01:26:02.042 --> 01:26:02.462]  Came here.
[01:26:03.223 --> 01:26:08.708]  He said, listen, you're one of the few people that's built an infrastructure outside their system.
[01:26:10.630 --> 01:26:13.573]  He said, obviously, I've got one even bigger.
[01:26:16.576 --> 01:26:21.441]  And he said on air and he said off air, Hillary, they believe is going to be installed.
[01:26:22.728 --> 01:26:26.290]  They're going to come out with a free speech with the Euro targeting the U.S.
[01:26:26.490 --> 01:26:27.471]  Exactly what he said.
[01:26:27.891 --> 01:26:38.298]  He didn't get that from under a cabbage leaf in the farmer's garden.
[01:26:40.019 --> 01:26:41.520]  He didn't get it from Mr. McGregor.
[01:26:42.700 --> 01:26:51.586]  He got it from a Supreme Court Justice and they go to these conferences and they get briefed on the globalist program and they had inducted them all into the globalist
[01:26:53.376 --> 01:26:53.997]  Compact.
[01:26:55.458 --> 01:26:57.740]  Back in the 50s after World War II for world peace.
[01:26:58.200 --> 01:27:01.363]  And they got all the big brains on board both parties.
[01:27:01.503 --> 01:27:03.885]  Well now people are realizing globalism isn't good.
[01:27:04.225 --> 01:27:05.306]  Globalism is authoritarian.
[01:27:05.346 --> 01:27:06.267]  It isn't meant to bring peace.
[01:27:06.548 --> 01:27:08.289]  It's meant to bring total control.
[01:27:09.370 --> 01:27:13.313]  And so there's a rebellion within the system.
[01:27:16.036 --> 01:27:18.138]  But there isn't an opposition.
[01:27:19.505 --> 01:27:24.487]  Without to organize and codify and to be a focal point of what's happening.
[01:27:24.547 --> 01:27:26.747]  And that's why InfoWars is so important.
[01:27:26.767 --> 01:27:27.407]  I go back to that.
[01:27:28.808 --> 01:27:30.028]  They're trying to shut us down.
[01:27:30.828 --> 01:27:34.770]  And thanks to your prayers, thanks to your support, thanks to all the things you've done, we're still on air.
[01:27:34.810 --> 01:27:36.490]  But listen, we make it easy.
[01:27:38.291 --> 01:27:42.192]  Everyone, we have it for children and adults, should be taking fish oil.
[01:27:43.305 --> 01:27:45.386]  We have the small caplets and the big caplets.
[01:27:45.466 --> 01:27:46.547]  The very best out there.
[01:27:46.947 --> 01:27:47.487]  The purest.
[01:27:48.048 --> 01:27:48.908]  The highest quality.
[01:27:49.469 --> 01:27:54.011]  We went to more than a dozen top manufacturers that have the top ratings already to have these private labeled.
[01:27:55.732 --> 01:27:56.733]  Our ultimate krill oil?
[01:27:56.993 --> 01:27:57.933]  You're not going to find anything like it.
[01:27:58.113 --> 01:27:59.034]  Our ultimate fish oil?
[01:27:59.074 --> 01:27:59.594]  Nothing like it.
[01:27:59.854 --> 01:28:00.835]  Honor roll for children?
[01:28:01.295 --> 01:28:01.876]  Nothing like it.
[01:28:02.436 --> 01:28:03.497]  This is what my children take.
[01:28:03.657 --> 01:28:04.437]  It's amazing.
[01:28:04.937 --> 01:28:05.918]  Infowarsstore.com.
[01:28:06.398 --> 01:28:07.239]  Everything is 50% off.
[01:28:11.155 --> 01:28:17.560]  Yeah, you can buy crappy fish oil for $15 a bottle that hadn't had the mercury taken out of it, scientifically.
[01:28:17.961 --> 01:28:19.402]  We pay for that expensive process.
[01:28:21.123 --> 01:28:22.805]  You can buy it where it doesn't have fillers.
[01:28:24.806 --> 01:28:27.308]  But you're not going to find it anywhere else at this quality, at this price.
[01:28:28.089 --> 01:28:31.972]  50% off, store-bought free shipping, double Patriot points.
[01:28:31.992 --> 01:28:34.314]  That means on your next order, you get 10% off, not 5% off.
[01:28:36.539 --> 01:28:45.461]  Infowarestore.com, Brain Force Plus, Turbo Force, Body's Ultimate Turmeric Formula, Super Metal Vitality, X2, Back in Stock, X3, they're all incredible.
[01:28:48.302 --> 01:28:50.302]  I mean, there's so much, so many other great products.
[01:28:50.582 --> 01:28:58.644]  The Bone Broth, what that does, all of it, 50% off, but we're going to have to end this special coming up on Friday because some of these items are going to sell out.
[01:28:58.864 --> 01:29:00.144]  Please support us today.
[01:29:00.424 --> 01:29:01.405]  These sales are big.
[01:29:06.027 --> 01:29:07.668]  Folks, you want people to fight for America.
[01:29:07.688 --> 01:29:09.869]  You want people to stand up and say no to the globalists.
[01:29:10.130 --> 01:29:13.452]  You want people to report on the Clintons and all the pedophile rings that are now in the news.
[01:29:13.872 --> 01:29:17.354]  You want people to, you know, expose globalism or the Islamic invasion.
[01:29:17.594 --> 01:29:18.455]  We're doing it.
[01:29:18.575 --> 01:29:19.635]  And we're not backing down.
[01:29:19.775 --> 01:29:22.277]  And we're exposing the Covington hoax first.
[01:29:22.357 --> 01:29:23.157]  We expose it first.
[01:29:23.217 --> 01:29:24.198]  We're exposing it all.
[01:29:24.298 --> 01:29:25.679]  We are the tip of the spear.
[01:29:25.719 --> 01:29:26.499]  You are the tip of the spear.
[01:29:26.519 --> 01:29:32.063]  And that's why everybody has to remember, we're running a Save InfoWars special right now.
[01:29:32.603 --> 01:29:35.345]  To get more capital in because we've not been able to expand.
[01:29:35.366 --> 01:29:37.107]  We've actually been contracting some.
[01:29:37.247 --> 01:29:39.029]  The enemy has been winning with all their attacks.
[01:29:39.049 --> 01:29:47.556]  We're still reaching a lot of people thanks to you, but we need capital to get more reporters to the field to launch a bunch of stuff we've got ready to do that is going to devastate the globalists.
