[00:00:19.714 --> 00:00:21.275]  Hello, welcome.
[01:27:55.705 --> 01:28:02.517]  And you run and blow the whistle on it, and now all of a sudden the employer who might have been planning on firing you independently, now is in a troublesome situation.
[01:28:03.007 --> 01:28:16.331]  So any smart employee at Google right now, or any of the California big tech companies, the best way to have guaranteed employment security is find something that they're doing illicitly and blow the whistle on it.
[01:28:16.331 --> 01:28:30.596]  Whether it's political partisan manipulation or discrimination against other economic competitors, antitrust activity, anti-Trump activity, whatever it is, blow the whistle now and you can have full employment economic security moving forward.
[01:28:31.036 --> 01:28:31.956]  Yeah, I see that.
[01:28:31.956 --> 01:28:42.538]  You know, I was working at a tech job in Silicon Valley, and my boss, he expressed how much he hated President Trump during our team meeting.
[01:28:42.538 --> 01:28:43.518]  Constantly!
[01:28:43.518 --> 01:28:52.800]  And I just had to be tight-lipped because I had a family to feed, and I didn't want to... And I talk out now, but it's crazy, but I completely see that.
[01:28:52.800 --> 01:28:55.421]  This is Infowars.com.
[01:28:55.421 --> 01:28:56.281]  We'll be back after this.
[01:28:57.455 --> 01:28:58.656]  Hi, I'm Dan Pilla.
[01:28:58.656 --> 01:29:02.578]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[01:29:02.578 --> 01:29:04.119]  I sued the IRS and won.
[01:29:04.119 --> 01:29:07.081]  I beat the IRS then, and I've been beating them ever since.
[01:29:07.081 --> 01:29:12.644]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[01:29:12.644 --> 01:29:13.844]  I can help you, too.
[01:29:13.844 --> 01:29:16.786]  If you owe taxes you can't pay, don't wait another day.
[01:29:16.786 --> 01:29:19.007]  There's no such thing as a hopeless tax case.
[01:29:19.007 --> 01:29:23.450]  Call 800-34-NO-TAX or go to my website, danpilla.com.
[01:29:23.450 --> 01:29:25.731]  That's danpilla.com, danpilla.com.
[01:29:27.072 --> 01:29:30.935]  Most of you know that heart disease is the number one silent killer in the U.S.
[01:29:30.935 --> 01:29:35.918]  What if I told you for just $54.95 a month you could fight against heart disease naturally?
[01:29:35.918 --> 01:29:40.742]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[01:29:40.742 --> 01:29:42.103]  Don't just pick my word for it.
[01:29:42.103 --> 01:29:45.865]  Check out all of the success stories at HBExtract.com.
[01:29:45.865 --> 01:29:46.866]  Or to order, call 866-295-5305.
[01:29:46.866 --> 01:29:47.226]  That's 866-295-5305.
[01:29:47.226 --> 01:29:47.787]  HBExtract.com.
[01:29:47.787 --> 01:29:50.088]  Don't risk it when you can take charge of it.
[01:29:58.655 --> 01:30:01.077]  Without your support, we won't be here.
[01:30:01.077 --> 01:30:04.540]  And I couldn't thank you all enough for the fact that you've kept us in the game.
[01:30:04.540 --> 01:30:06.081]  I mean, I want to stay in this game.
[01:30:06.081 --> 01:30:07.402]  I want to take the gloveless on.
[01:30:07.402 --> 01:30:09.363]  Total transparency is our whole operation.
[01:30:09.363 --> 01:30:14.547]  If I bring in $35 million, half of that's the cost of the products, because we don't mark stuff up that much.
[01:30:14.547 --> 01:30:17.490]  I don't care if I'm not making money, but you need to buy the products.
[01:30:17.490 --> 01:30:18.210]  We got coffee.
[01:30:18.210 --> 01:30:19.111]  We got fish oil.
[01:30:19.111 --> 01:30:19.891]  We got turmeric.
[01:30:19.891 --> 01:30:20.872]  We got great toothpaste.
[01:30:20.872 --> 01:30:23.274]  We've got great things like DNA Force Plus.
[01:30:23.274 --> 01:30:25.716]  But Ultimate Krill Oil has been sold out for four months.
[01:30:25.896 --> 01:30:28.519]  For whatever reason, this became the most popular fish oil.
[01:30:28.519 --> 01:30:30.020]  It's totally full of the bottle.
[01:30:30.020 --> 01:30:32.362]  And it is the strongest, purest krill oil.
[01:30:32.362 --> 01:30:39.149]  And it cost us three times more because we have it put through the expensive laboratory process to remove mercury.
[01:30:39.149 --> 01:30:44.955]  Any type of krill oil you get that doesn't give you fish burps, which I don't like, but gives you all the great benefits, isn't real.
[01:30:44.955 --> 01:30:47.197]  It's been boiled, it's been ruined, it's been homogenized.
[01:30:47.197 --> 01:30:47.818]  This is not real.
[01:30:48.118 --> 01:30:52.742]  This, ladies and gentlemen, is the highest quality krill oil you're gonna find anywhere.
[01:30:52.742 --> 01:30:54.363]  Real krill oil, folks, is red.
[01:30:54.363 --> 01:30:54.984]  It's not yellow.
[01:30:54.984 --> 01:30:55.925]  It's not milky.
[01:30:55.925 --> 01:30:59.047]  This is nothing but krill oil.
[01:30:59.047 --> 01:31:03.832]  Serving with InfoWars is a great honor, but I still need my morning coffee.
[01:31:05.208 --> 01:31:14.595]  And luckily, our break room at the InfoWars headquarters is stocked full of high-quality InfoWars store Patriot Blend coffee.
[01:31:14.595 --> 01:31:26.243]  Grown in the high mountains of southern Mexico, the Chiapas farmers grow 100% organic, non-GMO coffee at the ideal altitude for the perfect cup.
[01:31:26.243 --> 01:31:30.447]  A robust coffee with great flavor and mild acidity.
[01:31:31.367 --> 01:31:35.390]  There has never been a more important time to support InfoWars.
[01:31:35.390 --> 01:31:42.295]  So if you love coffee, and if you want to fight for freedom, then you can help.
[01:31:42.295 --> 01:31:45.217]  Order now at the InfoWars store.
[01:31:45.217 --> 01:31:55.003]  Sign up for auto-ship and get your own high-quality supply of Patriot Blend coffee delivered right to your door at InfoWarsStore.com.
[01:31:58.311 --> 01:32:00.033]  I love watching David Knight in the morning.
[01:32:00.033 --> 01:32:02.135]  I love tuning in to Owen Schroyer.
[01:32:02.135 --> 01:32:03.896]  I love all the other shows we do here.
[01:32:03.896 --> 01:32:05.638]  But I'll be honest with you.
[01:32:05.638 --> 01:32:10.983]  We run, during the breaks, a lot of news reports because I'm sick of hearing the ads.
[01:32:10.983 --> 01:32:12.865]  So, you think you don't want to hear an ad?
[01:32:12.865 --> 01:32:14.146]  I don't want to hear an ad.
[01:32:14.146 --> 01:32:14.887]  But here's the bottom line.
[01:32:15.891 --> 01:32:17.391]  We're barely paying the bills here.
[01:32:17.391 --> 01:32:20.072]  And I want to expand in the face of the globalists, not contract.
[01:32:20.072 --> 01:32:21.233]  I don't want them to win.
[01:32:21.233 --> 01:32:24.154]  So listen, you've got this guarantee from me.
[01:32:24.154 --> 01:32:27.275]  We sell enough product, we'll have less ads and less plugs.
[01:32:27.275 --> 01:32:30.415]  And we'll expand and really give the globalists a run for their money.
[01:32:30.415 --> 01:32:34.217]  But we've got products you already really need, like DNA Force Plus, X2.
[01:32:34.217 --> 01:32:35.797]  These will change your life.
[01:32:35.797 --> 01:32:37.198]  Go check out the turmeric products.
[01:32:37.198 --> 01:32:39.198]  Check out the water filtration, air filtration.
[01:32:39.198 --> 01:32:39.898]  Check it all out.
[01:32:39.898 --> 01:32:41.839]  Whatever you do, take action and know.
[01:32:41.839 --> 01:32:43.640]  Be part of the second American revolution.
[01:32:43.640 --> 01:32:44.820]  Be part of crushing the globalists.
[01:32:45.220 --> 01:32:47.182]  You're listening to the Alex Jones Show!
[01:33:15.723 --> 01:33:21.308]  Discover trends and global developments years before they happen.
[01:33:21.308 --> 01:33:24.771]  Right here, on the Alex Jones Show.
[01:33:24.771 --> 01:33:27.834]  And now, your host, Will Johnson.
[01:33:31.254 --> 01:33:32.875]  All right, welcome back.
[01:33:32.875 --> 01:33:40.079]  We have Mr. Barnes on with us, and we've been talking about great detail about Google and the censorship.
[01:33:40.079 --> 01:33:53.587]  And I consider this warfare because they're doing what they want to break down communications to try to disrupt the normal process of election season.
[01:33:54.327 --> 01:34:09.181]  And, Mr. Barnes, we were talking about Google and the people working inside of Google and people working inside of Big Tech, and you have a very good point that the best way to save your job is to go ahead and do the whistleblowing.
[01:34:09.181 --> 01:34:18.189]  If you don't agree with what the big, the socialist Big Techs have been doing, then, and you see the information what they're doing, tell it!
[01:34:19.065 --> 01:34:19.866]  Right?
[01:34:19.866 --> 01:34:20.626]  I mean, tell it.
[01:34:20.626 --> 01:34:21.787]  I mean, that's the best way.
[01:34:21.787 --> 01:34:22.748]  And I agree.
[01:34:22.748 --> 01:34:23.488]  I agree with you.
[01:34:23.488 --> 01:34:30.593]  If you see, if you see the corruption, I mean, as a human being, you would imagine that these people would be saying, yes, I got to do it.
[01:34:30.593 --> 01:34:36.578]  Even the gentleman in the video saying he felt a burden lifted off of his soul.
[01:34:36.578 --> 01:34:37.238]  Exactly.
[01:34:37.238 --> 01:34:41.021]  If you want to save your job, you can also save your country.
[01:34:41.021 --> 01:34:45.224]  Blow the whistle on big tech, because that's the best way to do both.
[01:34:45.862 --> 01:34:53.570]  And so I think there's going to be more people who have more intel, who have more information, that goes to the intentionality aspect of what Google is up to.
[01:34:53.570 --> 01:34:59.817]  I think also Google has been very creative at how they've approached certain aspects of their big tech monopoly.
[01:34:59.817 --> 01:35:06.905]  So the way antitrust works, it's when you have an economic monopoly, that by itself does not constitute an antitrust violation.
[01:35:07.341 --> 01:35:13.347]  There's some that say it should, but just legally right now the courts don't consider that to be an antitrust violation.
[01:35:13.347 --> 01:35:26.782]  It's when you leverage that monopoly power to gain an unfair economic edge over a competitor that that constitutes an antitrust violation for which there are severe consequences under the Sherman Act and other laws.
[01:35:27.142 --> 01:35:39.247]  Including trouble damages and lawsuits, attorney fees you have to pay, including civil fines that can go into the billions and billions, and of course criminal prosecution that can completely break up the company.
[01:35:39.247 --> 01:35:46.371]  Antitrust has unique remedies that the court systems are afforded in order to take on people who are violating the antitrust laws.
[01:35:46.371 --> 01:35:53.814]  So in this context, what Google has done is they've levered, they didn't become a 92% monopoly over the search engines by accident.
[01:35:53.814 --> 01:35:54.314]  We're good to go.
[01:36:20.206 --> 01:36:22.987]  Not on its face, but the way it's indirect.
[01:36:22.987 --> 01:36:29.050]  Because what happens is, without their economic monopoly, they wouldn't be able to have their political monopoly.
[01:36:29.050 --> 01:36:34.832]  Their monopoly over news, their monopoly over information, because the two are so interrelated and integrated.
[01:36:34.832 --> 01:36:41.015]  And so by taking on their economic predominance, you'll be able to take on their political predominance.
[01:36:41.015 --> 01:36:42.616]  So that's why the two are connected.
[01:36:42.616 --> 01:36:47.718]  That's why the President has escalated into that area, because he knows their monetary motivation.
[01:36:48.371 --> 01:36:49.151]  That's right.
[01:37:09.446 --> 01:37:13.489]  And on Google, InfoWars doesn't even show up on the first page.
[01:37:13.489 --> 01:37:21.354]  Whereas by contrast, InfoWars is almost the only one that shows up in the search results for Bing or DuckDuckGo and always at the top.
[01:37:21.354 --> 01:37:33.822]  So they've been deliberately, back at the time when Google was first hit with an antitrust investigation, for a couple of days, there was somebody at Google who fixed the algorithm so that it was honest and accurate, not deceptive and misleading.
