[00:00:01.488 --> 00:00:02.088]  You got it.
[01:05:44.989 --> 01:05:54.673]  Sign up for auto-ship and get your own high-quality supply of Patriot Blend coffee delivered right to your door at InfoWarsStore.com.
[01:06:01.607 --> 01:06:02.768]  You found it.
[01:06:02.768 --> 01:06:04.790]  The tip of the spear.
[01:06:04.790 --> 01:06:08.453]  It is the Alex Jones Show.
[01:06:08.453 --> 01:06:17.061]  I hear people talking right about the way we have to live here in this country.
[01:06:17.061 --> 01:06:22.345]  Harping on wars we fight and griping about the way things ought to be.
[01:06:24.455 --> 01:06:30.482]  And I don't mind them switching sides and standing up for things they believe in.
[01:06:30.482 --> 01:06:39.131]  When they're running down my country, man, they're walking on the fighting side of me.
[01:06:39.131 --> 01:06:42.434]  Yeah, walking on the fighting side of me.
[01:06:44.336 --> 01:06:45.797]  If you don't love it, leave it.
[01:06:45.797 --> 01:06:51.300]  Trump has finally, and after our guest leaves at the bottom of the hour, we'll get into how big this is, invoked, if you don't love it, leave it.
[01:07:04.108 --> 01:07:06.109]  Ilhan, you came here as a refugee.
[01:07:06.109 --> 01:07:07.230]  We gave you free welfare.
[01:07:07.230 --> 01:07:08.891]  You never worked a damn day in your life.
[01:07:08.891 --> 01:07:16.655]  You ran scams, tax scams, and now you're gonna tell us, I don't know if you saw her speech, that she'll teach us how America can be better.
[01:07:16.655 --> 01:07:18.816]  I mean, Trump is right.
[01:07:18.816 --> 01:07:20.757]  They've already split the Democratic Party.
[01:07:20.757 --> 01:07:24.318]  This is the Democratic Party's real agenda, but they're bringing it out too early.
[01:07:24.318 --> 01:07:26.720]  Trump is really smart to press the attack on this lady.
[01:07:26.720 --> 01:07:32.703]  We'll talk about it coming up, and your guests can pop in as well, but Matt Marshall, the head of the three percenters in Washington,
[01:07:33.908 --> 01:07:39.753]  You're warning folks, and you were saying this days ago, now it's all over the news, that they're calling this guy a martyr.
[01:07:39.753 --> 01:07:42.214]  He was calling for more violence.
[01:07:42.214 --> 01:07:51.742]  The Facebook and Twitter are, I'm going to show some of the tweets while you're talking, are letting them promote going out and trying to kill more police, more ICE people.
[01:07:51.742 --> 01:07:54.244]  That was the flavor of what we saw in Austin this weekend.
[01:07:54.244 --> 01:07:57.787]  Owen Shorter shot video, they wear shirts that show the attack and killing of ICE.
[01:07:58.911 --> 01:08:02.454]  Well, we watched right after the killing happened, before the Spromson was even identified.
[01:08:02.454 --> 01:08:05.897]  We watched Antifa making comments like, we need to murder him.
[01:08:28.559 --> 01:08:33.541]  We need to take this as a way to further our cause and our agenda.
[01:08:33.541 --> 01:08:36.002]  And we really see it as being the next spark.
[01:08:36.002 --> 01:08:43.265]  We were very concerned in the wake of that shooting that they already had a planned protest across the country at all the ICE facilities.
[01:08:43.265 --> 01:08:49.347]  We really expected something to happen there and decided that we needed to have a presence.
[01:08:49.347 --> 01:08:57.130]  We had discussed it for about 24 hours, had actually only seven of our members that were available within an hour to get down there.
[01:08:57.955 --> 01:09:09.563]  Once, once people started to gather and they're outnumbered, you know, close to 10 to one and group of Antifa, just like they were trying to do across the country, started walking over towards the flag.
[01:09:09.563 --> 01:09:10.584]  Our guys recognized it.
[01:09:10.584 --> 01:09:14.587]  Then they went running over there and just intercepted it.
[01:09:14.587 --> 01:09:18.750]  Stood in front of the flag and sat there and guarded it for the entire protest.
[01:09:18.750 --> 01:09:19.691]  They didn't say a word.
[01:09:19.691 --> 01:09:20.691]  They were very friendly.
[01:09:20.691 --> 01:09:21.572]  They were very peaceful.
[01:09:21.572 --> 01:09:24.454]  They were just very matter of fact, you will not take down our flag.
[01:09:27.262 --> 01:09:29.324]  And again, people say, oh, let them take it down.
[01:09:29.324 --> 01:09:30.825]  But it's more than symbolic.
[01:09:30.825 --> 01:09:42.513]  It's an act showing, in fact, try to cue that up and roll that footage, of Aurora, Colorado, where an ICE facility, it's not even really, most of them aren't even Mexican or Hispanic.
[01:09:42.513 --> 01:09:49.097]  It's a bunch of white liberals pulling down the American flag, running up a Mexican flag, and going, whoo!
[01:09:49.097 --> 01:09:50.739]  In fact, let's roll that audio for people.
[01:09:58.837 --> 01:10:01.839]  American flag taken down, Mexican flag run up.
[01:10:01.839 --> 01:10:03.540]  Then they desecrate the American flag, run it up.
[01:10:03.540 --> 01:10:04.600]  These people are insane.
[01:10:04.600 --> 01:10:06.841]  They all want to get in here, out of Mexico.
[01:10:06.841 --> 01:10:09.903]  But look, those are all white people.
[01:10:09.903 --> 01:10:14.345]  I mean, the left is really a group of mentally ill, self-hating people.
[01:10:14.345 --> 01:10:19.628]  Both your takes on that, Matt Marshall of 3% and founder of Oath Keepers here at Stuart Rhodes.
[01:10:19.628 --> 01:10:20.108]  Go ahead, Matt.
[01:10:21.232 --> 01:10:21.973]  Okay.
[01:10:21.973 --> 01:10:33.782]  So, I mean, it's very personal for a lot of us, especially as veterans or just people who love this country, who have literally been overseas and risked our lives for this flag, seeing friends of ours come home under the flag.
[01:10:33.782 --> 01:10:46.052]  If you know the history of the flagpole and the truck on the top, I mean, if you're being overrun, you're supposed to take the flag down, separate the stars from the stripes, light the flag on fire, and there's a bullet in the truck, and you're supposed to kill yourself so you can never surrender to the enemy.
[01:10:46.812 --> 01:10:53.017]  Yeah, we're sitting back right now and there's people across the country just willingly watching them take the American flag down.
[01:10:53.017 --> 01:10:54.298]  These are citizens.
[01:10:54.298 --> 01:10:55.820]  This is an act of treason.
[01:10:55.820 --> 01:10:57.181]  They're denouncing their U.S.
[01:10:57.181 --> 01:11:00.944]  citizenship by removing the American flag and taking it down on U.S.
[01:11:00.944 --> 01:11:02.926]  soil to run up a foreign country's flag.
[01:11:03.689 --> 01:11:07.132]  And they know it's a military action, because these are communists.
[01:11:07.132 --> 01:11:09.594]  Yeah, this is what you do when you take over territory.
[01:11:09.594 --> 01:11:10.675]  You rip down the flag.
[01:11:10.675 --> 01:11:15.940]  When you conquer a fort, for example, you tear down the flag of the enemy, and you raise your flag to cheers.
[01:11:15.940 --> 01:11:17.041]  This is exactly what they were doing.
[01:11:17.041 --> 01:11:21.324]  And Matt said, this is not simply, you know, it's not even free speech.
[01:11:21.324 --> 01:11:24.267]  This is a flag that belonged to the detention facility there.
[01:11:24.267 --> 01:11:27.370]  They desecrated it, ripped it down, and then strung it back up.
[01:11:28.750 --> 01:11:33.792]  I look at it, as you said, as an act of treason, as an act of war, and we need to stand against it.
[01:11:33.792 --> 01:11:42.496]  So I'm calling on all veterans out there in particular, but also all patriots, to go stand at your localized facility, and stand up for your flag, and also stand against terrorism.
[01:11:42.496 --> 01:11:47.698]  You're being assaulted, our country's being assaulted by a communist coup.
[01:11:47.698 --> 01:11:51.179]  And we need to symbolically let them know we're not putting up with it, because here's the key, folks.
[01:11:51.659 --> 01:11:52.580]  We're being probed.
[01:11:52.580 --> 01:11:54.400]  This is all all over the U.S.
[01:11:54.400 --> 01:11:55.961]  It all happens the same day, the same way.
[01:11:55.961 --> 01:11:57.922]  It's all being programmed by Soros.
[01:11:57.922 --> 01:12:00.384]  Alexander Soros, we got the documents last year.
[01:12:00.384 --> 01:12:04.906]  They are orchestrating all this through stay behind networks that Obama has inside U.S.
[01:12:04.906 --> 01:12:06.126]  agencies.
[01:12:06.126 --> 01:12:10.749]  And they're really testing and they're really probing what we're going to put up with.
[01:12:10.749 --> 01:12:11.409]  Yeah, that's right.
[01:12:11.409 --> 01:12:12.310]  It's a probe.
[01:12:12.310 --> 01:12:18.333]  It's to see if you don't react to it, if you don't defend the flag, if you don't stand up and support ICE with boots on the ground.
[01:12:18.993 --> 01:12:23.499]  They're going to see that, it's going to embolden them, they're going to see that as your weakness, and they're going to keep going.
[01:12:23.499 --> 01:12:25.101]  They're going to keep going to see how far they can go.
[01:12:25.101 --> 01:12:31.771]  And there's also another claim, oh, you're just cherry picking people that say America was never great, it'll never be great, Governor of New York.
[01:12:31.771 --> 01:12:35.556]  You're just cherry picking Congresswomen saying, arrest people that criticize Democrats.
[01:12:35.796 --> 01:12:37.278]  No, they're all saying it.
[01:12:37.278 --> 01:12:38.379]  They are uncloaking.
[01:12:38.379 --> 01:12:42.303]  They are an authoritarian, foreign-funded, globalist group.
[01:12:42.303 --> 01:12:44.045]  We have cancer, folks.
[01:12:44.045 --> 01:12:50.032]  The average leftist literally gets nauseous if you say America is great.
[01:12:50.032 --> 01:12:52.015]  And I was never even an America-phile.
[01:12:52.015 --> 01:12:55.659]  I love America, I care about it, but I'm like, oh, this is overdoing the flag and stuff.
[01:12:56.019 --> 01:12:56.839]  No, I get it now.
[01:12:56.839 --> 01:12:57.880]  There's people that hate it.
[01:12:57.880 --> 01:12:59.240]  They're trying to remove it.
[01:12:59.240 --> 01:13:00.300]  That's why you've got to defend it.
[01:13:00.300 --> 01:13:05.021]  So you've got to either totally choose it or totally be against it because they're making their move right now, Matt.
[01:13:05.021 --> 01:13:11.063]  What do you think about just the culture of the left now is officially America hating?
[01:13:11.063 --> 01:13:13.904]  Well, it's because the majority is staying silent.
[01:13:13.904 --> 01:13:18.545]  I mean, the far left liberal is really not the majority, but they own all of the media outlets.
[01:13:18.545 --> 01:13:25.127]  I mean, John Brown Gun Club just got a special on CNN called the United Shades, where they're glorified as peaceful defenders of their community.
[01:13:26.385 --> 01:13:38.809]  Yet, we can't get, you know, 10 seconds on mainstream media when we are out there actually fighting for rights and draw crowds of a thousand at the Olympia Capitol, you know, standing against unconstitutional gun laws.
[01:13:38.809 --> 01:13:41.290]  Well, they just discount all these Americans as Nazis.
[01:13:41.290 --> 01:13:47.793]  And as you said, American Shades is the one raising money for the terror group that just attacked.
[01:13:47.793 --> 01:13:48.353]  Absolutely.
[01:13:48.353 --> 01:13:53.835]  And we're sitting here just, you know, in shock that, you know, it's from the schools to the media
[01:13:54.774 --> 01:13:58.638]  Uh, every form of media, like they just own it and control it.
[01:13:58.638 --> 01:14:02.983]  And then you got places like Portland where the police won't go out and enforce the laws.
[01:14:02.983 --> 01:14:07.207]  So then you got Antifa running wild and then that's put all over the liberal media as normal.
