[00:00:00.089 --> 00:00:01.070]  GAMER CONDITIONING!
[00:58:32.330 --> 00:58:35.172]  So I want to thank you for your support, and I want to encourage you again.
[00:58:35.172 --> 00:58:40.076]  Go to InfoWarsStore.com for whatever the product is you need.
[00:58:40.076 --> 00:58:43.238]  We have thousands of them, and it makes this all possible.
[00:58:43.238 --> 00:58:45.339]  Thank you for making InfoWars possible.
[00:58:45.339 --> 00:58:45.820]  God bless you.
[00:58:50.680 --> 00:58:56.708]  Our grandparents, our great-grandparents knew that they canned food during the fall so they'd have it during the winter.
[00:58:56.708 --> 00:58:59.631]  And that's what I'm talking about at MFootworkstore.com.
[00:58:59.631 --> 00:59:03.677]  With MFootwork Select, it's the full spectrum of my patronage supply.
[00:59:05.259 --> 00:59:14.403]  Most respected companies out there, but because I private label it, I'm able to go below cost on contracts that all their other distributors aren't able to do.
[00:59:14.403 --> 00:59:19.745]  But I want to be a market leader, and I want you to have storable food, so it's a total win-win.
[00:59:19.745 --> 00:59:22.006]  We have those incredible sale prices back.
[00:59:22.006 --> 00:59:25.527]  InfoWareStore.com on InfoWare Select storable foods.
[00:59:25.527 --> 00:59:27.028]  They've got special diet foods.
[00:59:27.028 --> 00:59:31.010]  They've got three-month supplies, year supplies, week emergency supplies.
[00:59:31.010 --> 00:59:33.250]  They've got so many great products there.
[00:59:33.250 --> 00:59:34.311]  And you've got a three-year supply.
[00:59:34.771 --> 00:59:36.753]  If stuff happens, you can feed your whole block.
[00:59:36.753 --> 00:59:39.296]  It's up to us to be self-sufficient.
[00:59:39.296 --> 00:59:44.281]  You're buying War Bonds, bringing you great products, and together, with God's help, we are unstoppable.
[00:59:44.281 --> 00:59:52.890]  InfoWareStore.com and InfoWare Select, high quality, storable foods powered by my Patriot Supply.
[00:59:52.890 --> 00:59:55.513]  You're listening to the Alex Jones Show.
[01:00:19.284 --> 01:00:21.866]  You know, a lot of folks will ask, Jones, why do you get so excited?
[01:00:21.866 --> 01:00:23.808]  Why do you have so much energy?
[01:00:23.808 --> 01:00:33.577]  The UN and traitors in our own government, countermanding law and the president, are organizing the total collapse of our borders.
[01:00:33.577 --> 01:00:41.605]  As Central and South America plunge into civil war, this isn't Game of Thrones you watch on your couch with your ass getting bigger.
[01:00:41.605 --> 01:00:42.886]  This is the real Game of Thrones.
[01:00:44.315 --> 01:00:46.216]  This is the real world, folks.
[01:00:46.216 --> 01:00:47.517]  How would you not get excited?
[01:00:47.517 --> 01:00:49.738]  See, I'm not living in fantasy land.
[01:00:49.738 --> 01:00:53.821]  And look, I know our listeners are awesome.
[01:00:53.821 --> 01:01:04.627]  It brings tears to my eyes when I walk through an airport and black, white, Hispanic, Asian, old, young, male, female.
[01:01:04.627 --> 01:01:08.750]  Our listeners are strong, focused, fire in their eyes.
[01:01:10.376 --> 01:01:12.617]  And then I see the left when they attack me in the street.
[01:01:12.617 --> 01:01:15.038]  They all look mentally ill.
[01:01:15.038 --> 01:01:16.539]  You think I feel good?
[01:01:16.539 --> 01:01:18.639]  Well, look at all these mentally ill people.
[01:01:18.639 --> 01:01:19.420]  It's scary.
[01:01:19.420 --> 01:01:24.162]  It's like a zombie disease.
[01:01:24.162 --> 01:01:33.005]  And I think about the incredible work of all of our reporters and all of our writers, and I just want to get their information out.
[01:01:33.005 --> 01:01:34.406]  Viewer discretion is advised.
[01:01:34.406 --> 01:01:38.067]  A new article just went up on Infowars.com by Paul Watson minutes ago.
[01:01:38.067 --> 01:01:38.868]  It's of Venezuela.
[01:01:39.761 --> 01:01:43.282]  The government running over citizens with armored vehicles.
[01:01:43.282 --> 01:01:46.822]  So if your discretion is advised, next segment we're going to get to this.
[01:01:46.822 --> 01:01:52.484]  Shock video shows government vehicle mowing down Venezuelan protesters.
[01:01:52.484 --> 01:01:56.565]  And that's why people are starting to shoot back.
[01:01:56.565 --> 01:01:59.285]  And people say, oh, we shouldn't have an intervention.
[01:01:59.285 --> 01:02:01.766]  I was against all these other wars.
[01:02:01.766 --> 01:02:04.666]  This is on our doorstep in northern South America.
[01:02:04.666 --> 01:02:08.347]  They're staging with the UN the border collapsing.
[01:02:09.372 --> 01:02:11.113]  And we're under attack.
[01:02:11.113 --> 01:02:15.495]  And I don't like invading countries, but this is... Teddy Roosevelt would have invaded.
[01:02:15.495 --> 01:02:18.977]  Eisenhower would have invaded.
[01:02:18.977 --> 01:02:28.982]  You know, in the old days, we put governments in the Middle East to stabilize things and let women go to college.
[01:02:28.982 --> 01:02:30.242]  That's what Eisenhower did.
[01:02:30.242 --> 01:02:32.624]  Now we put governments in that throw gays off buildings.
[01:02:32.624 --> 01:02:35.365]  But then tell us we're gonna teach five-year-olds how to be gay here in the U.S.
[01:02:35.365 --> 01:02:36.966]  It's all just a discordant evil.
[01:02:38.226 --> 01:02:44.468]  So I'm not saying go to Venezuela because I don't trust the neocons to not double-cross Trump and mess it up.
[01:02:44.468 --> 01:02:46.069]  Or put some dictatorship in there.
[01:02:46.069 --> 01:02:47.709]  We don't need a right-wing dictatorship either.
[01:02:47.709 --> 01:02:50.910]  We just don't need Maduro down there.
[01:02:50.910 --> 01:02:52.931]  Thousands starving to death a week for years.
[01:02:52.931 --> 01:02:55.592]  They ate all their dogs and cats four or five years ago.
[01:02:55.592 --> 01:02:57.672]  They lost 30-something pounds on average last year.
[01:02:57.672 --> 01:02:58.673]  That was in the news.
[01:02:58.673 --> 01:02:59.393]  Even Reuters reported.
[01:03:01.460 --> 01:03:06.082]  And now you've got armored vehicles from the state running people over and the left will spin it.
[01:03:06.082 --> 01:03:07.842]  Oh, that's a fake false flag.
[01:03:07.842 --> 01:03:08.422]  No, it's not.
[01:03:08.422 --> 01:03:12.184]  I watched all the footage of them burning those trucks.
[01:03:12.184 --> 01:03:13.924]  They stopped those trucks.
[01:03:13.924 --> 01:03:18.206]  They didn't let aid come in from Columbia and they burned those damn trucks.
[01:03:18.206 --> 01:03:19.846]  I know false flags when I see them.
[01:03:19.846 --> 01:03:23.067]  Those aren't false flags.
[01:03:23.067 --> 01:03:23.988]  Give me a break.
[01:03:23.988 --> 01:03:27.449]  Oh, the soldiers accidentally set the aid convoys on fire.
[01:03:27.449 --> 01:03:28.709]  Uh-huh.
[01:03:28.709 --> 01:03:29.090]  All right.
[01:03:30.660 --> 01:03:34.822]  It is total bedlam down there.
[01:03:34.822 --> 01:03:38.764]  And the Butterknife Brigade is going to remove Maduro.
[01:03:38.764 --> 01:03:39.544]  It's over.
[01:03:39.544 --> 01:03:41.725]  I predict in two months he's gone.
[01:03:41.725 --> 01:03:44.606]  And we can probably just sit back and just wait for everything to collapse.
[01:03:44.606 --> 01:03:46.667]  The problem is it's a humanitarian crisis.
[01:03:46.667 --> 01:03:49.908]  I don't want to hear about we've got to invade this or that over a humanitarian crisis.
[01:03:49.908 --> 01:03:53.890]  This is an absolute out of control situation.
[01:03:53.890 --> 01:03:55.311]  Shots fired all over the country.
[01:03:57.000 --> 01:04:07.927]  Even the poor barrio districts that have been the biggest supporters of the communist government are now the ones being terrorized, firebombed by the government when they protest.
[01:04:07.927 --> 01:04:11.029]  The only people that get food are the military and police.
[01:04:11.029 --> 01:04:17.634]  Well that's not going to last very long because they're running out of all the gold and all the treasuries they have to ship food in.
[01:04:17.634 --> 01:04:22.477]  And pretty soon people are just going to start shooting at any aircraft that land.
[01:04:22.477 --> 01:04:24.038]  And so there will be no more aircraft coming in.
[01:04:25.686 --> 01:04:35.874]  So that place is circling, it already circled the toilet bowl, it already went down the toilet bowl, and it's just a shame because the country's got so much resources, not just in oil.
[01:04:35.874 --> 01:04:43.800]  That shock footage when we come back, and so much more, and then, boy, if you were triggered by Greg Reese's last report, we've got another one that's about to go live on Infowars.com.
[01:04:45.787 --> 01:04:47.350]  You're the only way we're going to move the ball on the field.
[01:04:47.350 --> 01:04:49.134]  Please spread the link.
[01:04:49.134 --> 01:04:51.659]  The true origins of Islamophobia.
[01:04:51.659 --> 01:04:53.123]  It's coming up next segment.
[01:04:53.123 --> 01:04:54.185]  I'm Alex Jones.
[01:04:54.185 --> 01:04:55.748]  Please stay with us and spread the word.
[01:04:58.337 --> 01:05:01.059]  Stress is a natural part of life.
[01:05:01.059 --> 01:05:07.382]  Work, family, friends, and everyday accidents can put a lot of strain on the body and your mood.
[01:05:07.382 --> 01:05:09.363]  Don't let life weigh you down.
[01:05:09.363 --> 01:05:16.007]  Happies is a powerful mood and stress support formula that has your back against life's daily inconveniences.
[01:05:16.007 --> 01:05:21.810]  Made with ancient ingredients used for thousands of years, Happies can help you take back the day.
[01:05:22.170 --> 01:05:22.930]  We're good to go.
[01:05:41.821 --> 01:05:42.782]  We're good to go.
[01:06:07.009 --> 01:06:11.633]  Leading a frontal assault on the lies of the New World Order.
[01:06:11.633 --> 01:06:26.085]  It's Alex Jones.
[01:06:26.085 --> 01:06:31.690]  So, the FBI has disrupted multiple target terror plot by a man who converted to Islam.
[01:06:31.690 --> 01:06:34.753]  He was planning to attack right-wing events.
[01:06:36.072 --> 01:06:37.133]  We're going to get more into that.
[01:06:37.133 --> 01:06:47.738]  The FBI has put out a national alert confirming they've been inside Antifa meetings with MS-13 planning to kill law enforcement, planning to help break down the border and collapse the United States.
[01:06:47.738 --> 01:06:52.541]  This is just the Bill Ayers-Weatherman program now coming to life.
[01:06:54.484 --> 01:06:56.626]  30 years, 40 years after they first hatched it.
[01:06:56.626 --> 01:06:57.386]  Simply incredible.
[01:06:57.386 --> 01:06:59.107]  That's up on Infowars.com.
[01:06:59.107 --> 01:07:00.969]  We need to get that article out to everyone you know.
[01:07:00.969 --> 01:07:03.290]  It is so imperative.
[01:07:03.290 --> 01:07:04.231]  Also, the new video.
[01:07:04.231 --> 01:07:07.533]  Journalist defends himself against Antifa mob attack.
[01:07:07.533 --> 01:07:12.616]  Violent left-wing group stunned by YouTube's response.
[01:07:17.819 --> 01:07:28.545]  Now, I want to get to the latest in Venezuela, with armored vehicles running over crowds of people, and our own liberal media praising it and saying it's a great thing.
[01:07:28.545 --> 01:07:30.586]  I want to praise the Arab Spring.
[01:07:30.586 --> 01:07:35.709]  Shock video shows government vehicle mowing down Venezuelan protesters.
[01:07:35.709 --> 01:07:43.193]  Socialist hellhole teeters on the brink of collapse, and like a black hole, swallows in countless other innocent people.
[01:07:43.193 --> 01:07:44.134]  But this is what
[01:07:44.714 --> 01:07:47.275]  Wall Street and the big mega banks are funding.
[01:07:47.275 --> 01:07:51.095]  Trump didn't get 1% of the Wall Street money.
[01:07:51.095 --> 01:07:52.355]  Hillary got almost all of it.
[01:07:52.355 --> 01:07:53.256]  Am I against free market?
[01:07:53.256 --> 01:07:54.056]  Am I against Wall Street?
[01:07:54.056 --> 01:07:54.756]  No.
[01:07:54.756 --> 01:07:58.357]  But the big mega banks that run Wall Street have moved to China.
[01:07:58.357 --> 01:08:01.357]  They're allied with authoritarianism.
[01:08:01.357 --> 01:08:09.299]  And they want to have socialism for the general public and communism because it ends competition for us.
[01:08:09.299 --> 01:08:10.879]  The big mega corporations are offshore.
[01:08:10.879 --> 01:08:11.719]  They're tax exempt.
[01:08:13.103 --> 01:08:16.726]  They don't play by the rules they impose on us.
[01:08:16.726 --> 01:08:18.767]  So here's the report.
[01:08:18.767 --> 01:08:24.311]  A shocking video out of Venezuela shows an armored government vehicle mowing down a group of protesters.
[01:08:24.311 --> 01:08:30.596]  The footage shows demonstrators in Caracas throwing objects at the tank-styled trucks.
[01:08:30.596 --> 01:08:32.197]  Looked like they were made in the U.S.
[01:08:32.197 --> 01:08:38.042]  One of the vehicles then mounts a curb and plows into protesters as they attempt to flee.
[01:08:38.042 --> 01:08:41.344]  Two victims who appear to be seriously injured are then dragged away by the crowd.
[01:08:41.344 --> 01:08:42.445]  Venezuelan opposition leader
[01:08:43.476 --> 01:08:44.317]  That's up on Infowars.com.
[01:08:44.317 --> 01:08:45.478]  What is going to happen?
[01:08:45.478 --> 01:08:46.419]  Well, I'll just say this.
[01:09:09.139 --> 01:09:13.941]  Mexico is already getting its aid cut and they better stop the millions pouring up here.
