[00:00:00.345 --> 00:00:01.546]  Sue him!
[01:22:54.155 --> 01:23:04.740]  So I think that, you know, how is a country that's beleaguered abroad, whose empire is tottering, is now going to make war on its own people?
[01:23:04.740 --> 01:23:07.801]  I believe, I believe you're probably right that they intend to do that.
[01:23:11.011 --> 01:23:14.012]  You know, you go from weakness to weakness.
[01:23:14.012 --> 01:23:14.573]  No, I agree.
[01:23:14.573 --> 01:23:20.154]  The good news is, is they're so discredited and people in government are pretty upset that I talked to too.
[01:23:20.154 --> 01:23:22.055]  I think the mask is coming off here.
[01:23:22.055 --> 01:23:23.856]  And so a lot of this may just be bluster.
[01:23:23.856 --> 01:23:27.137]  I mean, it's going to get really obvious if they indict every member of the Tea Party.
[01:23:27.737 --> 01:23:28.898]  It could be.
[01:23:28.898 --> 01:23:33.800]  I'm told, today I was told, but you know, you never know what people tell you.
[01:23:33.800 --> 01:23:38.102]  They're trying to plant ideas or stories, or they've got an agenda.
[01:23:38.102 --> 01:23:46.806]  But I was told today something that sort of surprised me, and that is that there's a tremendous amount of opposition within police forces themselves.
[01:23:47.881 --> 01:24:02.328]  To this militarization of the police, to these brutal acts, and that the situation is not quite what it looks like on the surface.
[01:24:02.328 --> 01:24:05.249]  Now, if this is true... I agree with that.
[01:24:05.249 --> 01:24:07.250]  If this is true, it's good news.
[01:24:07.250 --> 01:24:14.634]  Now, if they're going to start indicting Attorney Generals of Texas and the Governor and ruining U.S.
[01:24:14.634 --> 01:24:17.015]  Senators, people will see that.
[01:24:18.718 --> 01:24:21.419]  And you got to remember, too, the polls, Alex.
[01:24:21.419 --> 01:24:28.521]  You remember, not long ago, we saw the poll that 62% of Americans favored a third party.
[01:24:28.521 --> 01:24:31.503]  This is brand new.
[01:24:31.503 --> 01:24:37.805]  We saw that 75% of Americans thought that government at all levels was corrupt.
[01:24:37.805 --> 01:24:39.965]  This is brand new.
[01:24:39.965 --> 01:24:42.466]  If these polls are correct.
[01:24:42.466 --> 01:24:46.728]  And so, perhaps you've been successful in waking people up.
[01:24:47.622 --> 01:24:49.203]  Well, I think we all have together.
[01:24:49.203 --> 01:24:51.064]  You certainly and others get credit.
[01:24:51.064 --> 01:24:54.807]  They see the Pauls as kind of the tip of the spear, because they know they're for real as well.
[01:24:54.807 --> 01:24:59.470]  But what do you expect, though, with the history of hubris and being in Washington?
[01:24:59.470 --> 01:25:04.774]  I mean, obviously, we weren't perfect then, but compared to the Soviet Union, I'd say we were the good guys and you were there.
[01:25:05.214 --> 01:25:07.755]  I think the CIA will try to assassinate him.
[01:25:32.168 --> 01:25:37.971]  I think Putin's in substantial danger of assassination.
[01:25:37.971 --> 01:25:41.013]  That's what I think.
[01:25:41.013 --> 01:25:46.676]  And I hope he stops walking around the streets unprotected.
[01:25:46.676 --> 01:25:49.737]  No American president can do that.
[01:25:49.737 --> 01:25:51.778]  Only Putin.
[01:25:51.778 --> 01:25:53.860]  Well, he's not a coward, that's for sure.
[01:25:53.860 --> 01:25:56.121]  Well, I mean, the people there don't want to kill him.
[01:25:58.382 --> 01:26:05.773]  So I think that Putin's in danger of assassination by the CIA or some rogue group.
[01:26:05.773 --> 01:26:08.897]  They're probably rogue groups that are far worse than the CIA.
[01:26:08.897 --> 01:26:10.419]  Of course.
[01:26:10.419 --> 01:26:11.941]  And we just don't know about them.
[01:26:13.832 --> 01:26:23.364]  So I think here they will continue to persecute whistleblowers.
[01:26:23.364 --> 01:26:31.654]  They'll continue to move in the direction that criticism of the government is illegal.
[01:26:33.419 --> 01:26:38.762]  And they'll first say, you know, you're a domestic extremist.
[01:26:38.762 --> 01:26:45.705]  And they'll find somebody that's easy for people not to like and go along with.
[01:26:45.705 --> 01:26:50.988]  And then the next guy will not quite be so easy to dislike.
[01:26:50.988 --> 01:26:52.608]  And then finally they'll get whoever they want.
[01:26:52.608 --> 01:26:53.689]  That's the way it goes.
[01:26:53.689 --> 01:26:55.590]  Exactly.
[01:26:55.590 --> 01:26:58.932]  So I think that is in motion.
[01:27:00.450 --> 01:27:06.412]  I do think now there's more awareness.
[01:27:06.412 --> 01:27:16.355]  I don't know to what agreement they would be able to bring military officers.
[01:27:16.355 --> 01:27:23.178]  Some of them I know are useless and rotten and no good and others have integrity.
[01:27:23.178 --> 01:27:27.399]  So it's not a clear open road for them.
[01:27:28.180 --> 01:27:33.562]  I think you're right that they're going in this direction.
[01:27:33.562 --> 01:27:37.103]  But whether they can pull it off, I don't know.
[01:27:37.103 --> 01:27:40.424]  I think they're going to have more problems than they can handle.
[01:27:40.424 --> 01:27:42.465]  For example, the economy.
[01:27:42.465 --> 01:27:43.985]  I can't really stay the whole hour.
[01:27:43.985 --> 01:27:45.906]  Honest, they told me an hour before.
[01:27:45.906 --> 01:27:46.766]  I know you've got to go.
[01:27:46.766 --> 01:27:47.526]  Can you do ten more minutes?
[01:27:47.526 --> 01:27:48.807]  Tell us about the economy?
[01:27:48.807 --> 01:27:52.088]  Yeah, because that's another problem for them.
[01:27:52.088 --> 01:27:54.509]  And all of these things can overwhelm them.
[01:27:56.246 --> 01:27:58.349]  I mean, the thing can collapse out from under them.
[01:27:58.349 --> 01:28:01.754]  I mean, the economy, you know, look, it's a house of cards.
[01:28:01.754 --> 01:28:02.635]  We've talked about it.
[01:28:02.635 --> 01:28:08.342]  They've kept it up by creating money to sustain all the bad investments the banks made.
[01:28:10.161 --> 01:28:13.923]  But the economy itself is not growing.
[01:28:13.923 --> 01:28:15.544]  Retail sales aren't growing.
[01:28:15.544 --> 01:28:18.546]  Real consumer incomes are declining.
[01:28:18.546 --> 01:28:20.527]  They're going down.
[01:28:20.527 --> 01:28:23.829]  There's no basis for the economy to grow.
[01:28:23.829 --> 01:28:32.454]  They create the image of success by manipulating the figures and the way they measure unemployment, the way they measure inflation.
[01:28:33.354 --> 01:28:42.685]  And so they're trying to create a matrix, an image of success that's not there.
[01:28:42.685 --> 01:28:45.809]  The dollar is, it's
[01:28:47.862 --> 01:28:48.763]  It's rigged.
[01:28:48.763 --> 01:28:49.823]  It's the only way it can stand.
[01:28:49.823 --> 01:28:56.047]  It's rigged because of the Japanese print to support it, the European Central Bank prints to support it.
[01:28:56.047 --> 01:28:58.088]  But now look what's happening in Europe.
[01:28:58.088 --> 01:29:02.970]  I mean, they're overwhelmed with their own sovereign debt problems, now with millions of refugees.
[01:29:02.970 --> 01:29:03.951]  Well, we're going to break.
[01:29:03.951 --> 01:29:12.535]  We'll come back and do five minutes on the other side and let you just focus in on a briefing, you know, as a former top economist in the White House, on where you see this going.
[01:29:12.535 --> 01:29:14.837]  And I want to ask you when we come back, that other key question.
[01:29:15.977 --> 01:29:20.942]  What does it signify that other central banks and now the Chinese are not buying as many U.S.
[01:29:20.942 --> 01:29:22.643]  Treasuries?
[01:29:22.643 --> 01:29:25.906]  They're saying the economy's not as good as it was previously.
[01:29:25.906 --> 01:29:30.050]  I want to find out from you as an economist where you think the real state of the U.S.
[01:29:30.050 --> 01:29:32.993]  versus the global economy is and what you expect to come next.
[01:29:32.993 --> 01:29:36.916]  Dr. Paul Craig Roberts will do five, six minutes with us on the other side of the break.
[01:29:37.857 --> 01:29:40.478]  His website is paulcraigroberts.org.
[01:29:40.478 --> 01:29:47.140]  And then I'm going to get into a bunch of the election news, a bunch of the Europe news, Second Amendment news.
[01:29:47.140 --> 01:29:47.920]  It's all coming up.
[01:29:47.920 --> 01:29:50.561]  Stay with us.
[01:29:50.561 --> 01:29:51.941]  We're on the march.
[01:29:51.941 --> 01:29:54.482]  The Empire's on the run.
[01:29:54.482 --> 01:29:57.163]  Alex Jones and the GCN Radio Network.
[01:30:01.440 --> 01:30:07.307]  Indiana Sheriff Brad Rogers made his stance on the Second Amendment clear during a recent interview.
[01:30:07.307 --> 01:30:17.559]  If President Obama today said, I'm creating an executive order that all sheriffs and police chiefs around this nation need to start registering firearms, I will disregard it.
[01:30:17.779 --> 01:30:27.682]  Presidential candidate Jim Webb defended the Second Amendment rights of Americans during the first Democratic debate and he actually called out his fellow politicians on their hypocrisy.
[01:30:27.682 --> 01:30:35.664]  There are people at high levels in this government who have bodyguards 24 hours a day, 7 days a week.
[01:30:35.664 --> 01:30:40.645]  The average American does not have that and deserves the right to be able to protect their family.
[01:30:40.945 --> 01:30:45.686]  And Webb's point echoes recent comments made by media pioneer Matt Drudge.
[01:30:45.686 --> 01:30:47.107]  I challenge Hillary.
[01:30:47.107 --> 01:30:48.907]  Take away your secret service.
[01:30:48.907 --> 01:30:50.188]  Dismiss them.
[01:30:50.188 --> 01:30:51.028]  I dare you.
[01:30:51.028 --> 01:30:52.228]  Obama, same thing.
[01:30:52.228 --> 01:30:53.989]  Leave the White House unguarded, Obama.
[01:30:53.989 --> 01:30:56.209]  You know what would happen in 30 seconds?
[01:30:56.209 --> 01:30:58.170]  Both of those people would no longer be on planet Earth.
[01:30:58.490 --> 01:31:01.151]  Read more now at InfoWars.com.
[01:31:01.151 --> 01:31:06.292]  Introducing Secret 12, the new InfoWars Life vitamin B12 formulation.
[01:31:06.292 --> 01:31:12.414]  Secret 12 is a binary of nutrimedical grade, bioavailable coenzyme forms of B12.
[01:31:12.414 --> 01:31:17.195]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[01:31:17.195 --> 01:31:20.776]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[01:31:20.776 --> 01:31:22.337]  No needles, no injections.
[01:31:22.737 --> 01:31:29.604]  Secure your revolutionary secret 12 formula right now at Infowarslife.com or call 888-253-3139.
[01:31:29.604 --> 01:31:32.066]  Brain Force is here.
[01:31:32.066 --> 01:31:34.268]  Ladies and gentlemen, I've been on this the last few months.
[01:31:34.268 --> 01:31:39.273]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of Brain Force.
[01:31:39.273 --> 01:31:42.556]  There's always hidden additives in your food, even organic food has hidden additives.
[01:31:42.556 --> 01:31:46.039]  Staring at the computer all day, working, doing good, you're still damaging your brain.
[01:31:46.039 --> 01:31:47.721]  Ultimately, we've all been dumbed down to some degree.
[01:31:48.001 --> 01:31:48.922]  It doesn't have stimulants.
[01:31:48.922 --> 01:31:50.123]  It doesn't have garbage in it.
[01:31:50.123 --> 01:31:52.104]  It has natural things that do it clean.
[01:31:52.104 --> 01:31:58.529]  You will find Brain Force and other game-changing products at Infowarslife.com or call 888-253-3139.
[01:31:58.529 --> 01:32:01.090]  Hey, how you doing, Al?
[01:32:01.090 --> 01:32:02.171]  Good, brother.
[01:32:02.171 --> 01:32:03.993]  Just recently started using your products.
[01:32:03.993 --> 01:32:05.694]  Everything you said about them is correct.
[01:32:05.694 --> 01:32:09.957]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[01:32:10.077 --> 01:32:12.479]  Thank you, brother, because it also funds our operation.
[01:32:12.479 --> 01:32:14.901]  But doing that, I know I've got to have the highest quality.
[01:32:14.901 --> 01:32:23.048]  Super Male Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[01:32:23.048 --> 01:32:26.331]  We did the Super Male and the Super Female Vitality.
[01:32:26.331 --> 01:32:27.853]  Big changes, a lot of energy.
[01:32:27.853 --> 01:32:30.775]  We've gotten off of the cheap energy drinks, energy shots.
[01:32:30.775 --> 01:32:32.557]  Saving a ton of money there.
[01:32:32.557 --> 01:32:34.999]  Sourced from powerful organic herbs.
[01:32:35.279 --> 01:32:40.382]  Harvested around the planet and then concentrated for maximum potency.
[01:32:40.382 --> 01:32:50.607]  They want to stun and dumb down and energy drinks and stuff just cover that up for a while, but then burn you out in my experience, whereas stuff that gets your glands naturally going, goes right to the source.
