[00:00:16.067 --> 00:00:16.231]  Hmm.
[01:06:46.426 --> 01:06:46.886]  Oh, man.
[01:06:47.026 --> 01:06:47.806]  Here comes the turtle.
[01:06:48.066 --> 01:06:49.427]  Yeah, Boehner is his sparring partner.
[01:06:49.447 --> 01:06:51.068]  They're really working for the same guys.
[01:06:52.629 --> 01:06:53.289]  Oh, goodness.
[01:06:53.349 --> 01:06:54.470]  They're like, here you go, guys.
[01:06:54.510 --> 01:06:55.210]  Make us proud.
[01:06:55.710 --> 01:06:56.710]  We paid you a lot of money.
[01:07:00.112 --> 01:07:01.292]  So it's quite the crowd.
[01:07:01.712 --> 01:07:03.333]  We'll see what he has to say.
[01:07:03.353 --> 01:07:05.853]  I just expect more lip service.
[01:07:06.634 --> 01:07:08.094]  More broken promises.
[01:07:08.114 --> 01:07:16.217]  One of the things he's been telling people is that he's going to give two years of free college, except he's got a lot of
[01:07:17.335 --> 01:07:23.578]  Details that have been leaked about how he's going to change student loans, how he's going to set up pay-as-you-earn.
[01:07:23.598 --> 01:07:28.141]  And of course, one might ask the question, well, if it truly is free college, why do we need student loans?
[01:07:28.201 --> 01:07:34.884]  If you read the details, he's talking about 75, up to 75 percent of your tuition at junior college.
[01:07:34.924 --> 01:07:38.086]  So everything about this is a lie from the get-go.
[01:07:38.126 --> 01:07:41.548]  And if they want to talk about Robin Hood, we need to understand that Robin Hood
[01:07:41.988 --> 01:07:44.029]  But this isn't even the super rich that he's targeting.
[01:07:44.049 --> 01:07:46.551]  He's targeting the, I guess you would call them, upper middle class.
[01:07:58.459 --> 01:07:58.659]  Yes.
[01:07:59.000 --> 01:08:06.009]  Yeah, the middle class is going to be saddled with the $60 billion free tuition bill.
[01:08:06.450 --> 01:08:08.092]  And they have leaked a lot of details of this.
[01:08:08.112 --> 01:08:14.200]  The reason we know a lot of what's going on with the details of the tax plan is because he's been leaking this for the last week.
[01:08:14.981 --> 01:08:16.582]  Uh, putting this out on social media.
[01:08:16.803 --> 01:08:21.846]  But again, couching it in terms that are favorable to him, couching it in terms that are actually lies.
[01:08:21.926 --> 01:08:25.669]  Saying that, I'm going to give you free tuition, when in actuality, at most, it's going to be 75%.
[01:08:25.929 --> 01:08:31.694]  They're going to set this up to take this out as withholding from your paycheck, if you get a job.
[01:08:32.374 --> 01:08:34.496]  And, of course, you're going to be paying for this.
[01:08:34.536 --> 01:08:35.256]  We'll talk about this.
[01:08:35.276 --> 01:08:37.718]  We're going to analyze the implications of this.
[01:08:37.778 --> 01:08:43.902]  But, of course, Obama wants to open up our colleges to illegal immigrants.
[01:08:43.922 --> 01:08:46.443]  That's been one of the big thrusts, of course, with the Dreamers.
[01:08:46.483 --> 01:08:51.307]  People who are 31 years old or less can come here and get free education.
[01:08:51.547 --> 01:08:56.390]  They can get in-state tuition anywhere in the country, unlike American citizens.
[01:08:56.810 --> 01:08:57.991]  And, of course, if they're going to set up
[01:08:58.331 --> 01:09:02.019]  Free college for two years, or even 75% of it for two years.
[01:09:02.480 --> 01:09:04.425]  Guess who's going to be paying for that forever?
[01:09:05.310 --> 01:09:06.991]  American citizens will be paying for that.
[01:09:07.031 --> 01:09:14.296]  This is part of expanding Cloward and Piven, opening up the borders, bringing in people to consume education.
[01:09:14.396 --> 01:09:18.979]  And of course, the last time we heard that he was going to make something affordable was with Obamacare.
[01:09:19.780 --> 01:09:20.480]  How did that turn out?
[01:09:20.740 --> 01:09:21.701]  The Affordable Care Act.
[01:09:21.721 --> 01:09:24.503]  We're all going to find out here soon when we pay our taxes.
[01:09:24.523 --> 01:09:30.667]  I think a lot of people are going to be really surprised to see, you know, how much they like those plans they didn't get to keep.
[01:09:31.047 --> 01:09:36.868]  And how he talked about the taxes would not increase, you know, and across the board taxes increase.
[01:09:37.989 --> 01:09:49.111]  One of the things that's buried in this, the details, is that he is going to require employers with 10 or more employees, he's going to require them to set up individual retirement accounts.
[01:09:50.212 --> 01:09:54.913]  Now the last time he did this, making health insurance affordable, that was initially called a mandate.
[01:09:55.513 --> 01:09:56.694]  Yeah, and we talked about that earlier.
[01:10:15.512 --> 01:10:19.718]  The savings, retirement plans are the first things to go.
[01:10:19.818 --> 01:10:24.565]  The pensions are the first place where they dip their hands in the pockets of pensions.
[01:10:24.605 --> 01:10:30.594]  So who's to say what's going to happen with the compounding interest in an IRA that your employers are mandated to give you?
[01:10:30.934 --> 01:10:31.374]  Absolutely.
[01:10:32.095 --> 01:10:35.958]  And one of the first things he's going to do is take away education IRAs.
[01:10:35.998 --> 01:10:37.179]  That's part of this plan as well.
[01:10:37.439 --> 01:10:38.700]  So he talks about free education.
[01:10:38.720 --> 01:10:43.123]  That's free education if you're going to be dependent on Washington.
[01:10:43.583 --> 01:10:47.566]  If you wanted to set aside money and a 509 plan, he's going to take that away from you.
[01:10:47.586 --> 01:10:48.687]  My exact same speech from last year.
[01:10:48.747 --> 01:10:49.507]  There you go.
[01:10:58.854 --> 01:11:02.116]  The speechwriters have such an easy job when it comes to the State of the Union.
[01:11:02.296 --> 01:11:04.137]  They just recycle it year after year.
[01:11:04.838 --> 01:11:05.618]  Pretty much, yeah.
[01:11:05.638 --> 01:11:06.018]  Thank you.
[01:11:06.238 --> 01:11:08.020]  Thank you so much.
[01:11:08.060 --> 01:11:12.362]  Mr. Speaker, Mr. Vice President, members of Congress, my fellow Americans.
[01:11:12.382 --> 01:11:13.923]  We are 15 years into this new century.
[01:11:30.461 --> 01:11:45.366]  Fifteen years that dawned with terror touching our shores, that unfolded with a new generation fighting two long and costly wars, that saw a vicious recession spread across our nation and the world.
[01:11:48.307 --> 01:11:52.048]  It has been, and still is, a hard time for many.
[01:11:54.589 --> 01:11:56.990]  But tonight, we turn the page.
[01:12:00.598 --> 01:12:07.220]  After a breakthrough year for America, our economy is growing and creating jobs at the fastest pace since 1999.
[01:12:07.320 --> 01:12:10.562]  Many of those government jobs.
[01:12:10.782 --> 01:12:14.743]  And low-income, you gotta get three of them to feed your family and get food stamps.
[01:12:14.763 --> 01:12:16.144]  Part-time jobs.
[01:12:16.344 --> 01:12:23.886]  People have to have more jobs because they're losing their full-time jobs because the employers can't afford to pay for the Obamacare.
[01:12:23.906 --> 01:12:25.707]  Walmart and other employees as well.
[01:12:26.178 --> 01:12:31.481]  And now think with this new mandatory IRA, how many small businesses are going to be also be pushed out.
[01:12:31.501 --> 01:12:31.961]  Oh yeah.
[01:12:32.742 --> 01:12:33.242]  Can't do that.
[01:12:33.262 --> 01:12:36.344]  Employment rate is now lower than it was before the financial crisis.
[01:12:37.544 --> 01:12:39.845]  More of our kids are graduating than ever before.
[01:12:39.905 --> 01:12:40.706]  That's a lie.
[01:12:40.826 --> 01:12:44.008]  Yeah, well even if the kids are graduating, they don't have jobs to go to.
[01:12:45.929 --> 01:12:55.414]  Well when they talk about... They're making the parents work ten times longer, which means the kids are neglected and stuck in this school system that is completely horrible.
[01:12:56.530 --> 01:12:56.910]  That's right.
[01:12:56.950 --> 01:12:58.051]  Well, they talk about unemployment.
[01:12:58.071 --> 01:13:00.172]  They're very careful about how they define that.
[01:13:00.192 --> 01:13:00.913]  They don't count.
[01:13:00.953 --> 01:13:03.414]  We've been in almost 30 years.
[01:13:03.434 --> 01:13:07.537]  I mean, can the guys say two sentences before they start clapping again?
[01:13:07.557 --> 01:13:10.098]  They're like, it lies, lies.
[01:13:10.138 --> 01:13:11.859]  They eat it up every year.
[01:13:11.879 --> 01:13:18.924]  For the first time since 9-11, our combat mission in Afghanistan is over.
[01:13:21.394 --> 01:13:23.075]  Oh, remember it happened last time they applied.
[01:13:23.095 --> 01:13:24.496]  Now we can sell the drugs freely.
[01:13:24.936 --> 01:13:29.539]  Six years ago, nearly 180,000 American troops served in Iraq and Afghanistan.
[01:13:29.579 --> 01:13:31.621]  Now we're sending them somewhere else.
[01:13:31.641 --> 01:13:33.222]  Today, fewer than 15,000 remain.
[01:13:34.242 --> 01:13:41.907]  And we salute the courage and sacrifice of every man and woman in this 9-11 generation who has served to keep us safe.
[01:13:42.888 --> 01:13:44.529]  Except for the American sniper.
[01:13:44.609 --> 01:13:46.590]  They didn't like that too much.
[01:13:47.231 --> 01:13:48.752]  I mean, I have no issue with the troops.
[01:13:48.792 --> 01:13:50.613]  It's the missions that they send these guys on.
[01:13:55.734 --> 01:13:56.714]  He calls it the 9-11 generation.
[01:13:56.734 --> 01:13:58.755]  Why does he call it the surveillance state generation?
[01:14:00.055 --> 01:14:06.376]  Yeah, and then we have one of his invited guests was the Marine that was stuck in Mexico for all that time.
[01:14:06.396 --> 01:14:08.817]  He's taking credit for that.
[01:14:08.917 --> 01:14:10.157]  He didn't do anything to get that guy.
[01:14:10.177 --> 01:14:10.717]  No, he didn't.
[01:14:10.757 --> 01:14:11.117]  He didn't.
[01:14:11.177 --> 01:14:11.577]  No, he did not.
[01:14:11.637 --> 01:14:15.058]  He's going to go ahead and scoop that up as a victory for his administration.
[01:14:17.459 --> 01:14:23.520]  America, for all that we have endured, for all the grit and hard work required to come back,
[01:14:25.162 --> 01:14:27.865]  For all the tasks that lie ahead, know this.
[01:14:29.166 --> 01:14:30.907]  The shadow of crisis has passed.
