[00:00:00.379 --> 00:00:00.544]  Let's go.
[01:04:49.881 --> 01:04:58.105]  President Obama wants to leave behind a big legacy and part of that's going to be to launch a nuclear strike against North Korea to save the people.
[01:04:58.905 --> 01:05:02.086]  You can see the full video at InfoWars.com.
[01:05:02.126 --> 01:05:06.588]  Former Minnesota Governor Jesse Ventura on election 2016 and more.
[01:05:06.668 --> 01:05:07.228]  Straight ahead.
[01:05:07.268 --> 01:05:07.669]  Stay with us.
[01:05:07.689 --> 01:05:08.269]  I'm Alex Jones.
[01:05:10.023 --> 01:05:14.028]  Alex Jones harassed by TSA over jar of grape jelly.
[01:05:14.168 --> 01:05:19.794]  That's right, radio host Alex Jones had another run-in with the TSA after agents searched his bag and found a jar of grape jelly.
[01:05:19.954 --> 01:05:25.440]  Jones said he went through the airport body scanner and a physical pat-down, but the TSA agents insisted upon searching his bags.
[01:05:25.721 --> 01:05:31.407]  After finding the jar of grape jelly, the agents told Jones he was lucky they would still allow him to fly after such a violation.
[01:05:31.607 --> 01:05:37.989]  Jones recapped on the Sunday show, they searched me for 35 minutes and I barely made my plane, and they got such enjoyment out of it.
[01:05:38.149 --> 01:05:43.450]  Meanwhile, last week, federal air marshals were under investigation for filming sex with a prostitute while on duty.
[01:05:43.670 --> 01:05:54.113]  The two air marshals based in Chicago allegedly used government-issued phones to record their own sexual encounters with a prostitute and then shared them on their personal email accounts, which they connected to their work phones, according to the TSA.
[01:05:54.273 --> 01:05:57.954]  And remember, TSA demands the highest standards of integrity and professionalism.
[01:05:58.194 --> 01:06:01.977]  Let's hope if there's a hijacking and air marshals are aboard, they pull out the right gun.
[01:06:02.217 --> 01:06:05.239]  Rob Dew, reporting for InfoWars.com and InfoWars Nightly News.
[01:06:05.459 --> 01:06:08.321]  Thanks to everyone out there who supported us during Operation Money Bomb 2015.
[01:06:08.721 --> 01:06:16.846]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:06:17.087 --> 01:06:26.453]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:06:26.773 --> 01:06:33.658]  Now, Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:06:34.138 --> 01:06:41.583]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[01:06:41.964 --> 01:06:45.226]  We set out to bring you the very best at the lowest price.
[01:06:45.626 --> 01:06:50.327]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[01:06:50.608 --> 01:06:54.669]  In these times, it's essential to have high-quality, loyal silver on hand.
[01:06:55.009 --> 01:06:58.090]  No survival chest is complete without Silver Bullet.
[01:06:58.110 --> 01:07:01.031]  Exclusively available at Infowarslife.com.
[01:07:01.151 --> 01:07:05.492]  Secure your Silver Bullet today at Infowarslife.com or by calling toll-free 888-253-3139.
[01:07:09.440 --> 01:07:10.721]  It's now more clear than ever.
[01:07:10.901 --> 01:07:14.502]  The Globalists have launched a planetary destabilization plan.
[01:07:14.722 --> 01:07:18.344]  Here at the InfoWars operation, we hope and pray that this is not the case.
[01:07:18.604 --> 01:07:22.425]  But the signs of things deteriorating around the world are unmistakable.
[01:07:22.625 --> 01:07:29.268]  For many years, I've been working with my Patriot Supply, and we have now developed a private label called InfoWars Select.
[01:07:29.408 --> 01:07:34.130]  Look, it's important to have firearms and water filtration during a collapse, but you've also got to have food.
[01:07:34.410 --> 01:07:38.452]  InfoWars Select is a wide variety of their highest quality packages,
[01:07:38.772 --> 01:07:42.154]  At the lowest price they have ever offered before.
[01:07:42.274 --> 01:07:44.555]  It's an introductory offer for only two weeks.
[01:07:44.775 --> 01:07:55.842]  Visit InfoWarsSelect.com or InfoWarsStore.com and find out why these meals are the highest quality, longest lasting, easiest to transport food solutions you're going to find anywhere.
[01:07:55.982 --> 01:07:58.143]  Visit InfoWarsSelect.com today.
[01:07:58.303 --> 01:08:01.885]  Watch the informational videos and check out the wide selection for yourselves.
[01:08:02.005 --> 01:08:05.247]  That's InfoWarsSelect.com or InfoWarsStore.com.
[01:08:05.507 --> 01:08:06.668]  Or call 888-253-3139.
[01:08:12.690 --> 01:08:18.693]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:08:19.313 --> 01:08:22.295]  It's Alex Jones and the GCN Radio Network.
[01:08:25.876 --> 01:08:28.119]  Well, every month or so, he joins us.
[01:08:28.139 --> 01:08:29.440]  He's got his own TV show.
[01:08:29.460 --> 01:08:32.904]  Of course, he's a former governor, mayor, talk show host.
[01:08:33.845 --> 01:08:39.452]  Jesse Ventura kicked off MSNBC because he wouldn't go along with the Iraq War.
[01:08:40.052 --> 01:08:41.334]  That's one of the reasons I admire him.
[01:08:41.374 --> 01:08:43.096]  Jesse Ventura is our guest.
[01:08:43.116 --> 01:08:44.177]  He's friends with Donald Trump.
[01:08:44.938 --> 01:08:46.438]  But disagrees with him on immigration.
[01:08:46.518 --> 01:08:48.939]  I agree with Donald Trump on immigration.
[01:08:48.959 --> 01:08:53.180]  So we'll have a lively discussion about that with Jesse Ventura as well.
[01:08:53.200 --> 01:08:58.541]  And at the bottom of the hour, your questions or comments for Jesse Ventura at 800-259-9231.
[01:08:58.581 --> 01:09:05.203]  His television show is Off the Grid with Jesse Ventura.
[01:09:05.603 --> 01:09:07.044]  Just search the name Jesse Ventura.
[01:09:07.064 --> 01:09:07.964]  You can find his Facebook.
[01:09:08.584 --> 01:09:10.505]  We've got the Pope coming to the United States.
[01:09:25.093 --> 01:09:34.262]  Promoting carbon taxes, saying don't have air conditioning, that the earth can't handle us all living well, teaming up with Obama.
[01:09:35.323 --> 01:09:41.849]  Why are we paying for what the Associated Press calls the largest security operation in U.S.
[01:09:41.869 --> 01:09:42.189]  history?
[01:09:42.249 --> 01:09:43.210]  I'm not anti-Catholic.
[01:09:44.022 --> 01:09:47.123]  But at the same time, I do not think the Pope speaks for God.
[01:09:47.823 --> 01:09:49.283]  What about folks that don't believe in God?
[01:09:49.343 --> 01:09:58.025]  I mean, why do they have to pay for a foreign head of state who's got trillions of dollars or euros in the Catholic, you know, banks?
[01:09:58.866 --> 01:09:59.906]  Why are we doing this?
[01:09:59.946 --> 01:10:06.567]  And I'm not trying to bait you into a Catholic bashing fest here, Governor Ventura, but just throwing you a wild card here out of the gates.
[01:10:07.348 --> 01:10:08.528]  What do you make of this?
[01:10:09.406 --> 01:10:14.149]  Well, obviously we don't want nothing to happen to him on our watch, do we?
[01:10:14.169 --> 01:10:17.831]  No, I hear that, but still at the same time.
[01:10:17.871 --> 01:10:29.718]  You know, I'd like to think that would be the reason is that they want to make sure that the Pope is safe here and that he gets out of the country in one piece, I suppose.
[01:10:29.818 --> 01:10:30.298]  I don't know.
[01:10:30.358 --> 01:10:32.980]  You know, after all, we're a locked down nation, Alex.
[01:10:33.020 --> 01:10:33.620]  You know that.
[01:10:34.320 --> 01:10:36.802]  There's a terrorist behind every tree out there.
[01:10:37.535 --> 01:10:39.778]  You know, it's called keeping everything safe.
[01:10:40.499 --> 01:10:42.541]  Keeping things safe costs a lot of money.
[01:10:42.921 --> 01:10:44.463]  You're being sarcastic, of course.
[01:10:44.483 --> 01:10:45.645]  You're being tongue-in-cheek.
[01:10:45.665 --> 01:10:46.305]  You think so?
[01:10:50.747 --> 01:11:02.117]  No, I mean, that's the only logical reason I can come up with is that they feel that they need to keep the Pope as safe as possible and I hope that nothing happens to him.
[01:11:02.638 --> 01:11:07.962]  I like this Pope and I'm ready to go out and see him with a big sign, Atheist for the Pope!
[01:11:08.823 --> 01:11:12.346]  Alright, you know what, why do you like this Pope?
[01:11:12.366 --> 01:11:13.467]  Because he likes open borders?
[01:11:14.668 --> 01:11:17.871]  No, I like this Pope because he said I can go to heaven!
[01:11:20.060 --> 01:11:20.640]  Oh, really?
[01:11:21.200 --> 01:11:23.281]  And on what subject was that?
[01:11:23.301 --> 01:11:26.342]  No, the Pope said atheists can go to heaven.
[01:11:27.943 --> 01:11:31.083]  Well, I understand that you were made to go... And I love it.
[01:11:31.184 --> 01:11:37.385]  I have a chance now, you know, because he's the highest there is and he says that I can go.
[01:11:37.706 --> 01:11:38.566]  I'm a good person.
[01:11:38.586 --> 01:11:40.446]  Well, here's where I stand on the whole atheist deal.
[01:11:40.947 --> 01:11:44.288]  I get people that can say, hey, I don't believe in an imaginary guy in the sky.
[01:11:44.308 --> 01:11:46.228]  I believe in science.
[01:11:46.368 --> 01:11:48.249]  I believe in one I can empirically see.
[01:11:48.949 --> 01:11:52.270]  Separately, though, humans only see a tiny spectrum of reality.
[01:11:52.590 --> 01:11:54.831]  They've proven dark matter, they've proven other dimensions.
[01:11:55.271 --> 01:12:01.093]  So many scientists that were atheists get into the genetic engineering realm and go, my God, something made this.
[01:12:01.573 --> 01:12:06.215]  Most scientists do not believe in evolutionary theory now, but it's its own religion, Governor.
[01:12:06.895 --> 01:12:10.717]  Well, but then again, what about this guy they just found lately?
[01:12:12.377 --> 01:12:14.378]  This latest ancient humanoid in Africa?
[01:12:15.054 --> 01:12:19.980]  Yeah, they walked upright, they buried their dead, and Cripey looked like a monkey to me.
[01:12:27.398 --> 01:12:30.901]  My only issue is so many atheists, and you're not like this, but so many atheists
[01:12:58.786 --> 01:13:00.488]  That's not true.
[01:13:00.508 --> 01:13:04.132]  That is not true, Alex.
[01:13:04.813 --> 01:13:06.696]  Atheists don't hate anybody.
[01:13:07.156 --> 01:13:11.722]  We just don't believe that there's a magical person you talk to.
[01:13:13.695 --> 01:13:16.156]  You know, that we don't hate nobody.
[01:13:16.216 --> 01:13:18.077]  You can believe what you want to believe.
[01:13:18.177 --> 01:13:21.779]  If you want to go worship a tree, just don't force it onto me.
[01:13:22.279 --> 01:13:23.740]  Well, I agree.
[01:13:23.960 --> 01:13:27.722]  Don't force me to pay for abortion, and don't force me to pay for the Pope.
[01:13:31.917 --> 01:13:36.080]  Well, if the leader of Russia came here, would we provide security for him?
[01:13:36.180 --> 01:13:38.641]  I don't think it needs to be the biggest security in history, no.
[01:13:39.222 --> 01:13:41.383]  And that's a foreign leader, not a religious leader.
[01:13:41.603 --> 01:13:43.144]  We have a separation of church and state.
[01:13:43.204 --> 01:13:44.365]  Excuse me.
[01:13:45.626 --> 01:13:49.288]  There's more Catholics in the world than there probably is in one country.
[01:13:49.704 --> 01:13:50.665]  No, absolutely.
[01:13:50.805 --> 01:13:52.946]  There's probably 800 million Catholics or more.
[01:13:53.066 --> 01:13:55.788]  Well, you know, see, I understand.
[01:13:55.828 --> 01:14:03.174]  Having been in government, Alex, I understand the pomp and circumstance, and I understand what they do and why they do it.
[01:14:03.934 --> 01:14:06.897]  And it's called just proper respect, and it's this and that.
[01:14:06.937 --> 01:14:10.519]  Now, if you want to, well, then I got one for you, Alex.
[01:14:11.600 --> 01:14:14.002]  Why do churches get by tax-free?
[01:14:15.711 --> 01:14:26.960]  No, but they get the same benefits that I get, and I'm an atheist.
[01:14:27.600 --> 01:14:37.508]  I have to pay more, yet the church gets its streets plowed, the church gets fire protection, the church gets police protection, doesn't pay a thing for it.
[01:14:37.988 --> 01:14:39.249]  They don't pay taxes.
[01:14:39.710 --> 01:14:41.451]  We should all be treated equally.
[01:14:41.531 --> 01:14:43.693]  Wait, sounds like you're talking about illegal aliens now.
[01:14:44.233 --> 01:14:44.353]  Well...
[01:15:02.796 --> 01:15:11.824]  Well, that was a question of taxation of the church, and he was saying clearly that that's Caesar's currency, whose face is on it, so that's his system, so I get what you're saying there.
[01:15:12.144 --> 01:15:17.789]  But in our system... Well, as an atheist, why should churches not pay property taxes?
[01:15:17.929 --> 01:15:19.431]  They receive all the benefits.
[01:15:19.831 --> 01:15:20.932]  How come I have to foot the bill?
[01:15:20.972 --> 01:15:23.414]  Sure, let me answer the question for you, because...
[01:15:24.275 --> 01:15:29.479]  Thomas Jefferson of the left loves so much came up with the idea of separation of church and state.
[01:15:29.579 --> 01:15:50.855]  That means as an individual you can say or do whatever you want in government buildings or government finance facilities like public schools but there cannot be an official religion of the state or one that the state picks discriminatorily and that Congress has no authority and can make no law respecting the establishment of religion or prohibiting the free exercise thereof.
