[00:00:00.009 --> 00:00:01.601]  Alex Jones Show.
[01:14:52.322 --> 01:14:56.944]  It was $1.5 billion in 2008, when they pulled their last scam.
[01:14:58.018 --> 01:15:10.686]  Oh, and we shouldn't be concerned about military drills all over and saying the Tea Party is their enemy and Christians are the enemy, and Fort Hood, General, Commanding General, telling the troops you'll be court-martialed if you are Evangelical Christian or part of the Tea Party?
[01:15:11.947 --> 01:15:13.568]  Ending free association in America?
[01:15:15.509 --> 01:15:16.610]  Oh, no, we shouldn't be concerned.
[01:15:16.770 --> 01:15:17.811]  There's nothing going on.
[01:15:18.031 --> 01:15:22.194]  The President just unilaterally has opened the borders and is paying to bring people in.
[01:15:22.734 --> 01:15:25.376]  And the Border Patrol, quote, completes the smuggling process.
[01:15:27.369 --> 01:15:31.111]  So with all of that backdrop, look at this.
[01:15:31.211 --> 01:15:33.072]  New York City, there's no inflation.
[01:15:33.392 --> 01:15:37.414]  Fights break out over $30 hot dogs at Ground Zero.
[01:15:37.654 --> 01:15:39.675]  It's now a sickening tourist attraction.
[01:15:43.457 --> 01:15:45.678]  And again, Call of Duty, major study.
[01:15:46.058 --> 01:15:47.679]  Video games cause brain damage.
[01:15:48.539 --> 01:15:50.220]  Yeah, I don't need a study to know that.
[01:15:51.817 --> 01:15:53.378]  These people that are video game heads just aren't there.
[01:15:53.759 --> 01:15:54.659]  They're just into themselves.
[01:15:54.679 --> 01:15:55.900]  They go get their little thing and they go back.
[01:15:55.941 --> 01:16:05.449]  And then you always hear about like some 35 year old guy that doesn't even smoke having an aneurysm because they played, you know, 10 hours of video games a day.
[01:16:06.610 --> 01:16:07.550]  They're dead already.
[01:16:11.414 --> 01:16:18.400]  Now, Jakari Jackson tomorrow is going to be leading, we're going to our guest, is going to be leading our reporter
[01:16:19.756 --> 01:16:25.918]  With other folks, a demonstration in South Austin off of Ben White, or 290 as it's known.
[01:16:25.938 --> 01:16:28.079]  We're going to put the address on screen for TV viewers.
[01:16:28.619 --> 01:16:31.980]  It's 201 East Ben White.
[01:16:32.000 --> 01:16:32.300]  11 a.m.
[01:16:32.340 --> 01:16:32.840]  to 2 p.m.
[01:16:33.080 --> 01:16:34.901]  Come on any time during your lunch hour.
[01:16:35.981 --> 01:16:39.242]  It'd be best to be there if you can only make it for an hour at noon.
[01:16:41.003 --> 01:16:41.663]  Leave a little early.
[01:16:41.863 --> 01:16:44.544]  You know, tell your boss, I want to go to a pro-life free speech rally.
[01:16:47.349 --> 01:16:50.811]  Planned Parenthood has been caught trying to pass legislation in different states to restrict free speech.
[01:16:54.993 --> 01:16:56.654]  They target on record black people.
[01:16:56.674 --> 01:17:01.116]  50 plus percent of blacks were never born in this country.
[01:17:01.136 --> 01:17:04.437]  It's as high as 70 percent in some major cities.
[01:17:06.158 --> 01:17:07.759]  Blacks are 13 percent of the population.
[01:17:08.339 --> 01:17:16.023]  And so this is our Black Lives Matter protest to take over the George Soros meme that's about getting racial division going and infighting.
[01:17:17.625 --> 01:17:20.707]  To ignore the fact that we have double-digit unemployment in the black community.
[01:17:24.109 --> 01:17:27.992]  We're going to be out there, and I'm going to be covering it live tomorrow, checking in with Jakari.
[01:17:28.252 --> 01:17:29.553]  Please join him tomorrow.
[01:17:29.793 --> 01:17:31.094]  I want to see a hundred people out there.
[01:17:31.114 --> 01:17:35.036]  We're only spending a few days, you know, promoting this because we had the idea, we're doing it.
[01:17:35.337 --> 01:17:38.098]  Take photos, share it on Twitter, share our YouTube videos.
[01:17:38.499 --> 01:17:40.760]  This won't save the world, but I guarantee it's going to save some lives.
[01:17:41.060 --> 01:17:42.822]  I guarantee you some women are going to see us out there.
[01:17:43.780 --> 01:17:50.507]  And are going to know that they can, in fact, we should print off some of the charities that are out there that actually take care of women when they're pregnant, even pay them to have the baby.
[01:17:50.527 --> 01:17:51.608]  In fact, I just thought of that.
[01:17:51.628 --> 01:17:53.490]  We should print off some of those foundations.
[01:17:53.530 --> 01:17:54.351]  I'm not associated with them.
[01:17:54.371 --> 01:17:56.273]  They've got Catholic and other Christian groups.
[01:17:56.653 --> 01:17:59.376]  And we should hand those out and probably, maybe save some lives tomorrow.
[01:18:00.037 --> 01:18:02.439]  Or at least let the women know, hey, they're not going to tell you inside.
[01:18:02.740 --> 01:18:04.061]  People pay to take care of that baby.
[01:18:04.321 --> 01:18:04.942]  You can adopt it.
[01:18:06.186 --> 01:18:08.908]  There are more people wanting to adopt babies every year than are aborted in this country.
[01:18:09.148 --> 01:18:10.790]  And I always hear this cliche, nobody wants black babies.
[01:18:10.930 --> 01:18:11.610]  That's a load of bull.
[01:18:11.870 --> 01:18:17.155]  So then they got liberal groups arguing to make sure that white Christian families can't adopt black babies.
[01:18:17.175 --> 01:18:20.617]  Yeah, it's better to cut them up, sell their body parts for Pepsi flavoring.
[01:18:22.219 --> 01:18:22.679]  Pretty sick.
[01:18:22.919 --> 01:18:25.121]  Pastor Clenard Childress is with us the rest of the hour.
[01:18:25.421 --> 01:18:26.902]  We're going to break here in a few minutes, sir.
[01:18:26.922 --> 01:18:30.105]  I appreciate you coming on blackgenocide.org.
[01:18:30.785 --> 01:18:32.567]  But what are you going to be breaking down here today, sir?
[01:18:34.164 --> 01:18:39.048]  Well, I'm just excited about your ingenuity and the strategy that you're using.
[01:18:39.088 --> 01:18:41.770]  I think it's a God-given thing.
[01:18:41.890 --> 01:18:49.796]  Certainly it's not a pro-life marketing scheme, but this is certainly connecting the dots in the African-American community.
[01:18:50.296 --> 01:18:54.379]  The few times we've gone out with this, the project itself,
[01:18:55.240 --> 01:18:59.043]  It has opened up the eyes of so many students.
[01:18:59.343 --> 01:19:05.348]  And so, Black Lives Matter is a gift from God, and I applaud what you're doing there in Austin.
[01:19:05.688 --> 01:19:10.252]  Well, we didn't even know that it was our separate idea that came from one of the writers, Mikkel Thelen.
[01:19:10.512 --> 01:19:22.041]  We learned other folks around the country, mainly black pastors, I mean, you may know who they are, it might be you, I was just being told about it a few hours ago, are actually out there already taking over the Black Lives Matter meme.
[01:19:22.901 --> 01:19:24.042]  Yes, absolutely.
[01:19:24.082 --> 01:19:26.003]  We've been at Fayetteville State College.
[01:19:27.285 --> 01:19:31.808]  First, it's staggering to the students, but we have some strategic signs.
[01:19:31.848 --> 01:19:32.349]  Hold on, hold on.
[01:19:32.369 --> 01:19:33.810]  I'm going to stop and give you the floor when we come back.
[01:19:33.830 --> 01:19:34.430]  We've got to go to break.
[01:19:34.450 --> 01:19:35.191]  This is too incredible.
[01:19:35.911 --> 01:19:36.972]  We just had a demonstration.
[01:19:37.393 --> 01:19:40.035]  I said, get Reverend Childress on, see what he thinks of it.
[01:19:40.655 --> 01:19:43.456]  And then I heard him mentioning, yeah, there's other groups doing it, and it's you.
[01:19:43.816 --> 01:19:44.776]  See, that's how God works.
[01:19:44.836 --> 01:19:45.756]  We didn't even know this.
[01:19:46.256 --> 01:19:47.117]  We didn't even... Oh, really?
[01:19:47.637 --> 01:19:49.137]  No, no, no, no, no.
[01:19:49.637 --> 01:19:53.838]  I was getting you on, you know, just to talk about pro-life and to promote what's happening tomorrow.
[01:19:53.858 --> 01:19:55.759]  I didn't even know you'd already been doing this.
[01:19:56.759 --> 01:19:57.439]  Just started.
[01:19:57.779 --> 01:19:59.079]  Just started since February.
[01:19:59.460 --> 01:20:02.100]  See, see, I'm telling you, this is incredible.
[01:20:02.640 --> 01:20:03.901]  This could spread nationwide, folks.
[01:20:03.921 --> 01:20:06.441]  We could save millions of lives.
[01:20:06.941 --> 01:20:08.962]  White, black, you name it, they're all precious.
[01:20:10.330 --> 01:20:13.713]  A lot of people's lives and bodies are out of balance.
[01:20:14.274 --> 01:20:19.639]  AlkaVision Plasma pH Drops optimize pH level and get rid of harmful waste and acid.
[01:20:19.759 --> 01:20:24.103]  Just a few drops in water restores vibrance and energy and gets you back in balance.
[01:20:24.344 --> 01:20:26.746]  Now order two bottles and get $10 off your order.
[01:20:26.966 --> 01:20:29.687]  Sign up for monthly auto shipping and save 25%.
[01:20:29.727 --> 01:20:35.170]  Call 800-518-7615 or visit alkavision.com.
[01:20:35.470 --> 01:20:36.411]  Alkalize your body.
[01:20:36.631 --> 01:20:39.592]  Supercharge your health at alkavision.com.
[01:20:39.972 --> 01:20:47.936]  There are hundreds of silver products on the market today, but there's nothing like the astonishing health benefits of the multi-patented One Silver Solution.
[01:20:48.076 --> 01:20:52.638]  Boost your immune system at a great price with our Silver Solution liquid, starting at $12.95 a bottle.
[01:20:53.939 --> 01:20:56.623]  Now available in regular and extra strength.
[01:20:56.823 --> 01:20:59.087]  That's half the price of the leading competitors.
[01:20:59.267 --> 01:21:02.512]  Call 844-USE-SILVER for your free catalog.
[01:21:02.652 --> 01:21:04.855]  Or go to onesilversolution.com.
[01:21:05.075 --> 01:21:06.878]  Onesilversolution.com.
[01:21:07.018 --> 01:21:09.221]  There is only one silver solution.
[01:21:10.868 --> 01:21:12.909]  The folks at My Patriot Supply get it.
[01:21:13.170 --> 01:21:17.012]  They know the world can be unpredictable, and there are some scary things happening right now.
[01:21:17.512 --> 01:21:24.617]  The only way we can make sure we maintain our independence, despite the situation, is to take control and get prepared.
[01:21:25.118 --> 01:21:28.640]  They've come up with a deal that will help you get prepared for anything.
[01:21:29.300 --> 01:21:32.042]  Right now, you can get a four-week food supply for only $99.
[01:21:32.082 --> 01:21:33.023]  That's almost 50% off the online price.
[01:21:36.385 --> 01:21:41.970]  Call 800-274-3070 to claim yours while supplies last.
[01:21:42.390 --> 01:21:43.531]  Limit two per caller.
[01:21:44.032 --> 01:21:49.456]  This offer isn't available online, so take advantage of this opportunity to get prepared today.
[01:21:49.476 --> 01:21:52.459]  800-274-3070 to get your four-week food supply for the incredible price of only $99.
[01:21:52.499 --> 01:21:53.240]  Call 800-274-3070 right now.
[01:21:53.260 --> 01:21:53.480]  That's 800-274-3070.
[01:22:03.368 --> 01:22:07.610]  274-3070 to claim yours while supplies last.
[01:22:09.230 --> 01:22:12.751]  As if chlorine in our water weren't bad enough, now they're adding ammonia?
[01:22:13.492 --> 01:22:13.992]  It's true.
[01:22:14.112 --> 01:22:18.073]  Some municipalities are now adding ammonia plus chlorine to your water supply.
[01:22:18.273 --> 01:22:20.154]  It's a disinfectant called chloramine.
[01:22:20.654 --> 01:22:25.136]  But with a trusted Big Berkey water filter, you can keep chloramine out of your water.
[01:22:25.436 --> 01:22:38.043]  New NSF EPA Certified Lab Tests show EPA Berkey Water Filters remove chloramines, pharmaceuticals, BPA, pesticides, bacteria and viruses, all forms of fluoride and much more.
[01:22:38.303 --> 01:22:41.805]  Big Berkey Water Filters are the original and most trusted on the market.
[01:22:42.105 --> 01:22:44.386]  The gold standard in water purification.
[01:22:44.766 --> 01:22:48.768]  And our filters last for years at less than two cents per gallon.
[01:22:49.068 --> 01:22:49.688]  Big Berkey.
[01:22:49.888 --> 01:22:53.369]  The one that's powerful enough to purify stagnant pond water.
[01:22:53.589 --> 01:22:55.190]  Get your Big Berkey today.
[01:22:55.350 --> 01:22:57.631]  Call 1-877-99-BERKEY or click BigBerkeyWaterFilters.com.
[01:22:57.651 --> 01:22:58.331]  That's 1-877-99-BERKEY.
[01:22:58.451 --> 01:22:59.732]  Big Berkey Water Filters.
[01:22:59.772 --> 01:23:00.852]  For the love of clean water.
[01:23:09.015 --> 01:23:10.736]  It's very easy to be a criminal.
[01:23:10.956 --> 01:23:14.278]  All you need to burglarize a home is one simple household tool.
[01:23:14.599 --> 01:23:15.579]  A pair of scissors.
[01:23:15.939 --> 01:23:21.443]  If your home security system can be compromised by a criminal using scissors, then you're making it easy for them.
[01:23:21.743 --> 01:23:26.406]  Almost every home security system, even those sold by big-name companies, has a weakness.
[01:23:26.666 --> 01:23:27.466]  The phone line.
[01:23:27.646 --> 01:23:32.569]  You shell out $1,500, get locked into a long-term contract, and think you're safe.
[01:23:32.910 --> 01:23:36.652]  But a burglar can destroy your alarm in seconds with one snip.
[01:23:36.812 --> 01:23:39.695]  And when a burglar cuts your phone line, you're defenseless.
[01:23:40.116 --> 01:23:42.358]  SimpliSafe Home Security is the smarter choice.
[01:23:42.579 --> 01:23:46.784]  Built by Harvard engineers, SimpliSafe uses a wireless connection to call the cops.
[01:23:46.944 --> 01:23:47.825]  Scissors can't cut it.
[01:23:48.025 --> 01:23:50.468]  And that means your home stays safe.
[01:23:50.488 --> 01:23:54.072]  24-7 professional monitoring is under $15 a month with no contract.
[01:23:54.272 --> 01:23:57.614]  SimpliSafe home security keeps you safer than the other guys.
[01:23:57.775 --> 01:23:58.675]  For half the cost.
[01:23:58.935 --> 01:24:00.837]  Protect your home with the alarm you can trust.
[01:24:00.957 --> 01:24:01.617]  SimpliSafe.
[01:24:01.777 --> 01:24:05.660]  Go to SimpliSafeDefense.com now for an exclusive 10% offer.
[01:24:05.720 --> 01:24:07.922]  That's SimpliSafeDefense.com.
[01:24:12.785 --> 01:24:14.086]  Monday through Friday, 11 a.m.
[01:24:14.146 --> 01:24:14.606]  to 2 p.m.
[01:24:14.646 --> 01:24:15.807]  Central, we're here live.
[01:24:16.568 --> 01:24:20.450]  Alex Jones hosting, and that's me.
[01:24:22.111 --> 01:24:22.592]  By the way,
[01:24:23.698 --> 01:24:28.079]  As a lot of you probably noticed, I like to do themed weeks.
[01:24:29.180 --> 01:24:40.243]  Sometimes we'll have four or five guests on about GMO, or three or four guests on about the Second Amendment, or three or four guests on about the border situation, or three or four guests on pro-life, or exposing what's happening in that fight.
