[00:00:00.009 --> 00:00:01.175]  The Alex Jones Show!
[01:13:18.566 --> 01:13:22.732]  And they're setting the precedent, again, if they could ban one type of ammo, the most popular, they could ban it all.
[01:13:22.792 --> 01:13:24.534]  Now, let's pull back before we go to this call.
[01:13:24.955 --> 01:13:25.976]  You just hit something key there.
[01:13:27.324 --> 01:13:31.147]  If you want to shut down cars and people traveling, you make gas more expensive.
[01:13:32.028 --> 01:13:41.536]  And the Bilderberg Group, in public memos and then also from our sources, is always obsessing on, we want to shut down the economy so that there can't be protesters here.
[01:13:42.076 --> 01:13:50.543]  They understand that having some money, being middle class, gives you autonomy, gives you a position to negotiate with the powers that be.
[01:13:51.624 --> 01:13:52.084]  We're good to go.
[01:14:10.009 --> 01:14:14.431]  Hillbilly, true redneck culture for blacks, Hispanics, whites, I don't care.
[01:14:14.651 --> 01:14:18.913]  You go to Mexico, the folks that are independent down there are more redneck than any redneck I ever saw in Texas.
[01:14:19.173 --> 01:14:20.614]  They don't want wild men.
[01:14:20.894 --> 01:14:22.055]  They don't want hill people.
[01:14:22.295 --> 01:14:35.221]  They don't want folks like that with solar power, with technology, that know how to run machine shops, and know how to reload ammo, and know how to skin a buck, run a trot line, and who run their own governments, and who have farmers markets.
[01:14:36.337 --> 01:14:47.301]  And that's why they're going after the ammo, buying it up, driving up prices, banning importation, restricting the brass, not letting the military sell it back into civilian reloading.
[01:14:47.561 --> 01:14:54.684]  Almost all .308, .223 I used to buy, or 9mm when I was younger and that was the military around, was reloaded U.S.
[01:14:54.724 --> 01:14:55.204]  military.
[01:14:55.264 --> 01:14:57.185]  Very inexpensive, high quality.
[01:14:57.925 --> 01:15:03.948]  They are trying to make it elitist to have guns and ammo so that it isn't a popular thing in the culture.
[01:15:04.688 --> 01:15:07.629]  The globalists, this is so key that we're going to your calls.
[01:15:07.669 --> 01:15:17.112]  I want everyone to listen up and listen up good because when I'm cogitating, when I'm calm, driving on a road trip and really think about how to beat the enemy, I know how to beat them.
[01:15:17.373 --> 01:15:18.453]  It's common sense, it's history.
[01:15:18.893 --> 01:15:20.494]  Culture beats culture.
[01:15:21.194 --> 01:15:23.915]  Velvet Revolution beats their system.
[01:15:24.275 --> 01:15:32.678]  We have a culture that's powerful, that's sexy, that's God-given, that has prowess, that is common sense, that is empowering.
[01:15:33.218 --> 01:15:49.341]  And a gun culture with men and women together hunting and shooting and defending and killing criminals when they come in your house and standing up and taking our streets back and the prosperity that comes with it is so empowering.
[01:15:50.342 --> 01:16:08.840]  They want to drive up prices simply so that the general public can't exercise in it and can't be part of it because so many liberals are getting deprogrammed and are getting the gun bug and are, I mean you go down to Austin, the mega city most popular for LA trendies and others and New York trendies to flee their collapsing globalist compounds.
[01:16:09.280 --> 01:16:13.324]  You go and it's liberals buying guns, it's liberals wearing
[01:16:13.744 --> 01:16:16.846]  Blue jeans and cut-off shirts and driving Ford pickup trucks.
[01:16:17.146 --> 01:16:27.432]  It's liberals going and literally bringing back country dancing, two-stepping, and basically modern square dancing at all the new hot clubs in Austin.
[01:16:27.592 --> 01:16:38.998]  You go to these things, there's like 500 people, women, men, dancing, black, white, old, young, doesn't matter, and they're absolutely adopting Americana hillbilly culture.
[01:16:39.218 --> 01:16:40.039]  The globalists are
[01:16:40.179 --> 01:16:50.502]  Panicking right now, trying to teach five-year-olds how to engage in oral sex, trying to inject trannies into the bathroom to freak everybody out and cause a fake debate while we're all being robbed.
[01:16:50.722 --> 01:16:53.443]  And meanwhile, the liberals are finding Excalibur.
[01:16:53.703 --> 01:16:55.924]  They're finding that a free man has a gun.
[01:16:56.264 --> 01:16:57.765]  They're finding what it's all about.
[01:16:57.805 --> 01:16:58.865]  The women want it!
[01:16:59.265 --> 01:17:11.849]  And so that manly culture, John Wayne and 707 horsepower cars, is coming back, and it threatens the New World Order, and it's culture that we've got, 1776, that trumps them.
[01:17:12.029 --> 01:17:13.509]  We've got the Ace of Spades.
[01:17:13.709 --> 01:17:16.330]  We've got a fistful of aces if we just play them.
[01:17:16.470 --> 01:17:19.431]  Let's go back to that one caller, and then we go to break.
[01:17:19.471 --> 01:17:20.311]  I promise I'll get to everybody.
[01:17:20.571 --> 01:17:23.392]  Indigo Kid, you've got the floor here to take us out to break.
[01:17:24.909 --> 01:17:25.469]  Thanks, Alex.
[01:17:25.709 --> 01:17:26.990]  Well, I'm a life coach.
[01:17:27.010 --> 01:17:29.491]  I have an exercise here people can do.
[01:17:29.591 --> 01:17:31.832]  In the left-hand column, you write entitlement.
[01:17:31.872 --> 01:17:33.253]  That's the title of the left-hand column.
[01:17:33.293 --> 01:17:35.554]  And in the right-hand column, you entitle it gratitude.
[01:17:35.754 --> 01:17:41.716]  So, under entitlement, you write self-esteem, and diametrically opposed to that under gratitude is self-compassion.
[01:17:41.756 --> 01:17:44.037]  Those are really different ideas people should research.
[01:17:45.038 --> 01:17:52.041]  Also, under entitlement, you have destructive narcissism, which is the opposite of healthy narcissism, which is kind of a dumb term, but you can look it up on Wikipedia.
[01:17:53.727 --> 01:18:02.351]  Western innovation has been pushed by healthy narcissism, and under entitlement you also have relative truth, which biometrically opposes absolute truth.
[01:18:02.431 --> 01:18:14.255]  As you know, Alex, the relative truth movement basically says, I'm trendy, therefore, if Muslims want to rape kids, radical Muslims, then that's their business, where absolute truth says that's absolutely not the case.
[01:18:14.816 --> 01:18:18.137]  And finally, a fatalism biometrically opposes karmic principles.
[01:18:18.157 --> 01:18:20.898]  So those are just terms that people can look up, but it's all the same thing.
[01:18:21.328 --> 01:18:22.951]  That's left hand magic.
[01:18:22.971 --> 01:18:26.377]  In the Judeo-Christian sense, gratitude is right hand magic.
[01:18:26.457 --> 01:18:28.281]  There's thousands of ways to look at it really.
[01:18:29.724 --> 01:18:38.749]  Well, I mean, listen, when I get into the trendies, getting into wearing checkered shirts and blue jeans and cowboy boots and buying guns, that scares the system.
[01:18:39.129 --> 01:18:46.353]  Because if guns become trendy, which they have, all the top shows on TV were gun shows, you notice they all kind of got removed the last year.
[01:18:46.713 --> 01:18:51.376]  All these shooting shows got canceled, even though they had top ratings, because we're winning.
[01:18:51.436 --> 01:18:53.477]  David Knight, I mean, do you agree with that statement?
[01:18:54.252 --> 01:19:05.661]  I agree, I think we're winning the information war, but I also agree with what you were saying that the attack is not just on removing our ammunition, it's on making us poor so that we can't resist what they're doing.
[01:19:06.202 --> 01:19:14.289]  And that kind of stratification, Alex, we had a story on Infowars.com earlier today, 95% of new homes are being built for the rich and for the poor.
[01:19:14.949 --> 01:19:15.189]  That's right.
[01:19:15.209 --> 01:19:16.130]  Not middle class homes.
[01:19:16.410 --> 01:19:27.360]  So it's these two extremes, eliminating the middle class, which is what the people who want to control you, the people who are authoritarians, the people who are socialists, they hate the middle class, the bourgeoisie as they call it.
[01:19:27.600 --> 01:19:32.324]  And they're eliminating that and you can see that right now in the people that can afford to have homes.
[01:19:32.364 --> 01:19:34.066]  Of course, the poor homes are being bought for them.
[01:19:34.286 --> 01:19:38.630]  They want everybody to be poor and dependent on this small elite ruling class.
[01:19:39.418 --> 01:19:40.719]  Absolutely criminal.
[01:19:40.779 --> 01:19:41.660]  It's called slavery.
[01:19:41.740 --> 01:19:42.841]  It's called domestication.
[01:19:43.241 --> 01:19:44.302]  It's called bondage.
[01:19:44.542 --> 01:19:47.884]  The middle class is the ladder for the poor people to innovate.
[01:19:48.165 --> 01:19:49.485]  It's the renaissance engine.
[01:19:49.586 --> 01:19:50.286]  Everyone knows it.
[01:19:50.526 --> 01:19:56.090]  But notice all the snot-nosed criticisms in media of the nuclear family and how three meals a day is racist.
[01:19:56.751 --> 01:19:58.592]  No, cutting off Africa's food is racist.
[01:19:58.812 --> 01:19:59.713]  We're going to expose it all.
[01:19:59.733 --> 01:20:02.495]  We're going right to your calls, straight ahead on the other side of the break.
[01:20:02.555 --> 01:20:03.676]  It's the fight for the Second Amendment.
[01:20:08.331 --> 01:20:11.153]  Why use dial-up when you can use broadband?
[01:20:11.934 --> 01:20:14.976]  Why travel with this when you can use this?
[01:20:17.295 --> 01:20:17.915]  We're good to go.
[01:20:38.710 --> 01:20:42.851]  And you'll never again deal with the nasty side effects of harsh drugs or antibiotics.
[01:20:43.392 --> 01:20:53.615]  Hundreds of scientific studies by independent universities, hospitals, and research institutions have all shown Supernatural Silver is a powerful weapon in the fight against invading pathogens.
[01:20:53.935 --> 01:20:56.876]  Supernatural Silver is a must-have for your arsenal.
[01:20:57.156 --> 01:21:02.958]  Go to SupernaturalSilver.com today and use the promo code SILVER2015 for 30% off.
[01:21:03.358 --> 01:21:07.559]  Give yourself and your loved ones a fighting chance with Supernatural Silver.
[01:21:07.839 --> 01:21:10.021]  What good is a Big Berkey water filter?
[01:21:38.059 --> 01:21:42.540]  At only 1.7 cents a gallon, a single set of filters can last for 5 to 10 years.
[01:21:42.900 --> 01:21:44.380]  That means big savings.
[01:21:44.680 --> 01:21:48.861]  Big Berkey, the one that's powerful enough to purify stagnant pond water.
[01:21:49.141 --> 01:21:52.082]  Get a Big Berkey today at BigBerkeyWaterFilters.com.
[01:21:52.342 --> 01:21:55.763]  GCN listeners receive 5% off all ceramic filter systems.
[01:21:56.083 --> 01:21:57.843]  Visit our website or call 1-877-99-BERKEY.
[01:21:57.863 --> 01:21:58.843]  That's 877-99-BERKEY.
[01:21:58.883 --> 01:22:00.984]  Big Berkey Water Filters, for the love of clean water.
[01:22:07.369 --> 01:22:16.635]  We the people grow cotton, weave fabric, engrave ink, embed strips and fibers to protect from counterfeit, and carting to a private bank, having it led back at interest, forcing taxes to service debt.
[01:22:16.675 --> 01:22:17.415]  This capitalism?
[01:22:17.475 --> 01:22:23.599]  Or was Jefferson correct when stating a central bank issuing the public currency is a greater menace to the liberties of the people than a standing army?
[01:22:23.639 --> 01:22:27.282]  Ted Anderson, I'm placing a free silver dollar in a book that explains our monetary system.
[01:22:27.342 --> 01:22:28.262]  Call for your copy 800-686-2237.
[01:22:28.282 --> 01:22:29.323]  It's time to understand the system.
[01:22:29.343 --> 01:22:29.603]  Call 800-686-2237.
[01:22:29.663 --> 01:22:30.004]  That's 800-686-2237.
[01:22:37.048 --> 01:22:37.748]  Harvest Right.
[01:22:37.888 --> 01:22:43.631]  The makers of the only in-home freeze dryer would like to present to you their greenhouses that double as emergency shelters.
[01:22:43.931 --> 01:22:45.812]  Their greenhouses simply snap together.
[01:22:45.932 --> 01:22:46.712]  No tools needed.
[01:22:47.032 --> 01:22:49.233]  As a greenhouse, it will stand for decades.
[01:22:49.473 --> 01:22:54.096]  It's incredibly strong, long-lasting, and it can be quickly put up or taken down.
[01:22:54.356 --> 01:22:56.897]  It is also ideal when used as an emergency shelter.
[01:22:57.277 --> 01:23:03.960]  Learn more about this great greenhouse and the money you can save over the big box store prices at HarvestRight.com.
[01:23:04.200 --> 01:23:05.521]  That's HarvestRight.com.
[01:23:06.781 --> 01:23:08.482]  It's very easy to be a criminal.
[01:23:08.702 --> 01:23:12.025]  All you need to burglarize a home is one simple household tool.
[01:23:12.345 --> 01:23:13.326]  A pair of scissors.
