[00:00:00.563 --> 00:00:01.823]  What's his name?
[01:22:23.756 --> 01:22:28.158]  I mean, they all suffer from non-alcoholic fatty liver disease, liver congestion.
[01:22:28.158 --> 01:22:37.223]  There's no medical test, really, that can determine if you have a fatty liver, if you have fatty congestion in your liver, if you have liver stones.
[01:22:37.223 --> 01:22:40.224]  The liver performs over 500 different functions.
[01:22:40.224 --> 01:22:41.485]  It fights off infection.
[01:22:41.485 --> 01:22:42.886]  It protects the immune system.
[01:22:43.506 --> 01:22:46.468]  It neutralizes and processes toxins.
[01:22:46.468 --> 01:22:48.469]  It processes all your nutrients.
[01:22:48.469 --> 01:22:51.091]  It helps regulate your hormone levels.
[01:22:51.091 --> 01:22:59.196]  And so, when you look at society today, anybody over the age of 30 or 40 is most likely going to have a toxic liver.
[01:22:59.196 --> 01:23:08.842]  And that's why we've tried to figure out and search the globe for the most effective products and herbs that would help
[01:23:10.140 --> 01:23:17.922]  Melt those stones down and help detoxify the liver of all these chemicals and toxins and help repair the liver.
[01:23:17.922 --> 01:23:25.245]  So what everybody should be doing on a regular base should be liver cleansing and keeping their liver intact.
[01:23:25.245 --> 01:23:28.486]  But that was one of the hardest processes we had to go through.
[01:23:28.486 --> 01:23:32.787]  It took years to find the right combination of herbs that people can take.
[01:23:33.467 --> 01:23:43.735]  To help cleanse their liver and reactivate the liver's detoxification pathways and stimulate those so the liver is functioning over 85%.
[01:23:43.735 --> 01:23:55.425]  That's really kind of the number, the goal that we want to get at because we've evaluated probably, we've had probably close to 300,000 people go through liver cleansing.
[01:23:56.025 --> 01:23:59.308]  And what we constantly want to do is look at what's going on.
[01:23:59.308 --> 01:24:08.237]  And we haven't even also talked about the fact that the majority of children and adults these days are on some form of prescription medication.
[01:24:08.237 --> 01:24:12.881]  And we know that prescription medications also severely damage the liver.
[01:24:12.881 --> 01:24:17.986]  And not only that, some recreational drugs damage the liver as well.
[01:24:17.986 --> 01:24:21.009]  And one of the most damaging things to the liver is alcohol.
[01:24:21.576 --> 01:24:25.057]  And we have the majority adults that drink alcohol.
[01:24:25.057 --> 01:24:32.379]  So really our goal was, we knew that the body's self-healing mechanism is really dependent on how clean the liver is.
[01:24:32.379 --> 01:24:38.721]  And most people's livers are only functioning at 50%, some 35%, 60%.
[01:24:38.721 --> 01:24:49.264]  But we know that we need to get the liver to about 85% or above functionality in order for the whole body's self-healing mechanism and immune system to be active.
[01:24:49.963 --> 01:25:11.493]  So that's really what our goal is, is to try to educate people and say, look, everybody needs to be aware that all of the stuff that they're breathing, the chemicals and toxins that are coming into the system through the air, through the water, through the food, all of that has to be processed through the liver and damages the liver and so we feel it's
[01:25:12.290 --> 01:25:21.080]  Extremely important, not only to keep an intestinal lining, because ultimately all those toxins come in through the intestines and then they go to the liver.
[01:25:21.080 --> 01:25:23.122]  So, let's expand on that.
[01:25:23.122 --> 01:25:28.568]  They admit all these plasticizers are in so much of the fried food, so while Michelle Obama says worry about fat,
[01:25:29.349 --> 01:25:31.111]  She doesn't say worry about GMO.
[01:25:31.111 --> 01:25:32.312]  Don't worry about aspartame.
[01:25:32.312 --> 01:25:35.115]  Don't worry about artificial salts, MSG.
[01:25:35.115 --> 01:25:37.558]  Don't worry about thousands of different toxic additives.
[01:25:37.558 --> 01:25:39.520]  Don't worry about MBTA.
[01:25:39.520 --> 01:25:40.581]  Don't worry about that.
[01:25:40.581 --> 01:25:41.882]  Worry about fat in general.
[01:25:41.882 --> 01:25:43.984]  Shifting gears because I know fat affects the liver.
[01:25:45.706 --> 01:26:01.917]  In many different metabolic ways, explain to me now they're having to admit that, oh my gosh, what you've been saying forever, coconut oil fat, other pure, clean meat fats, whatever the case may be, are essential to brain health and the rest of the body's health.
[01:26:01.917 --> 01:26:11.063]  And so much of Alzheimer's is linked now in this cocktail of reasons to people not getting the good fat they need as building blocks in the body.
[01:26:11.063 --> 01:26:15.446]  How big of a game changer is it that they're having to come out now and admit
[01:26:16.787 --> 01:26:29.073]  That fat is actually good, and instead of demonizing trans fats as they should have, artificial fats, which they claim was the answer to real fats that they first said were bad in the 80s, what's really going on there?
[01:26:29.073 --> 01:26:30.954]  And then what do you make of the UN?
[01:26:30.954 --> 01:26:34.876]  I mean, I know you're mainly a vegetarian, but you eat some meat.
[01:26:34.876 --> 01:26:35.976]  Correct me if I'm wrong.
[01:26:35.976 --> 01:26:37.917]  Is it that meat itself is bad?
[01:26:37.917 --> 01:26:41.739]  Or is it that all the toxicity that bioaccumulates is bad?
[01:26:41.739 --> 01:26:44.481]  And what's your view of the UN now wanting to tax meat?
[01:26:46.437 --> 01:26:49.683]  Well, first of all, I don't eat meat.
[01:26:49.683 --> 01:26:51.307]  I haven't eaten meat for 12 years.
[01:26:51.307 --> 01:26:51.908]  Okay, good.
[01:26:51.908 --> 01:26:53.711]  I thought that from memory.
[01:26:53.711 --> 01:26:54.433]  I just want to make sure.
[01:26:55.179 --> 01:27:05.441]  It's not necessarily because I think meat is super bad, it's just that I was having digestive problems myself when I was eating meat and that's just, you know, it could happen to anybody.
[01:27:05.441 --> 01:27:16.464]  The main problem with meat is the same thing that happened with tobacco years ago when the tobacco company started spraying 650 different types of chemicals on the tobacco, which is a natural plant.
[01:27:16.464 --> 01:27:21.785]  It's when you take something and with like what you said with fats, it's like when you take something natural.
[01:27:22.365 --> 01:27:29.370]  And then you try to create it synthetically with the hydrogenated oils that they did and the trans fats.
[01:27:29.370 --> 01:27:30.711]  That's when it becomes bad.
[01:27:30.711 --> 01:27:41.538]  When you take something that's naturally grown in nature and slather it with chemicals or genetically modify it or alter it in any way, shape, or form, then it's going to have a bad effect on you.
[01:27:41.538 --> 01:27:47.342]  And with the meat, you have, number one, the cattle industry is heavily
[01:27:48.291 --> 01:27:52.633]  You know, they use heavily antibiotic use in the feed.
[01:27:52.633 --> 01:27:55.014]  It's all genetically modified feed.
[01:27:55.014 --> 01:28:05.139]  So if you convert over and you eat organic meat or organic fish or farm, you know, not farm raised, but any type of natural product, it's going to be a lot better.
[01:28:05.139 --> 01:28:06.560]  But if you look at the body,
[01:28:07.329 --> 01:28:07.489]  Yes.
[01:28:24.268 --> 01:28:33.831]  We've adapted and evolved over the period of thousands of years, but we don't secrete hydrochloric acid in our mouth like carnivorous animals do.
[01:28:33.831 --> 01:28:41.794]  We don't have a pipe-like digestive tract like carnivorous animals do, but we have evolved over a long period of time because we've started eating meat.
[01:28:43.908 --> 01:28:47.529]  So I'm not saying that all meat is bad, but it is acidic.
[01:28:47.529 --> 01:28:51.090]  It does cause the intestinal lining to become acid.
[01:28:51.090 --> 01:28:55.312]  People do not chew the meat until it's a liquid before they swallow it.
[01:28:55.312 --> 01:28:56.232]  That's what my dad says.
[01:28:56.232 --> 01:29:02.153]  He says you should eat a little bit of red meat, fish and things like that, but you better chew it to a bloody pulp.
[01:29:02.153 --> 01:29:04.034]  He told me this 30 years ago.
[01:29:04.034 --> 01:29:07.535]  Chew your meat where it's carcinogen causing in your colon.
[01:29:08.275 --> 01:29:15.657]  And that's really true, and I still gobble down red meat without chewing it properly, which is a death sentence, I guess.
[01:29:15.657 --> 01:29:17.357]  Right, and that goes for anything, really.
[01:29:17.357 --> 01:29:20.298]  We should just chew our food until it's a liquid before we swallow it.
[01:29:20.298 --> 01:29:22.218]  It just eases up our digestive tract.
[01:29:22.218 --> 01:29:28.699]  So what happens is, people are not doing that, and people are not going to the bathroom as much as they should.
[01:29:28.699 --> 01:29:29.720]  So you have constipation.
[01:29:29.720 --> 01:29:35.081]  So you end up like John Wayne with 45 pounds of unadjusted meat in your stomach, and that's with Oxy-Powder and liver she'll do.
[01:29:36.141 --> 01:29:40.562]  Well, it did it for us, and you've five-star reviews at Infowarslife.com.
[01:29:40.562 --> 01:29:45.984]  You know, you flush out your drains, you flush out your radiator, you flush out your fuel lines.
[01:29:45.984 --> 01:29:47.504]  It's time to flush out your intestines.
[01:29:47.504 --> 01:29:48.905]  Infowarslife.com.
[01:29:48.905 --> 01:29:49.665]  Lee Ann's coming in.
[01:29:49.665 --> 01:29:50.985]  We're on the march.
[01:29:50.985 --> 01:29:53.506]  The Empire's on the run.
[01:29:53.506 --> 01:29:56.187]  Alex Jones and the GCN Radio Network.
[01:30:00.279 --> 01:30:02.962]  Joe Biggs here with InfoWars.com.
[01:30:02.962 --> 01:30:06.906]  Muslim migrants invited to take over German church.
[01:30:06.906 --> 01:30:09.949]  Altar, cross, pulpit also removed.
[01:30:09.949 --> 01:30:12.232]  Article up by Paul Joseph Watson.
[01:30:12.232 --> 01:30:18.979]  A Protestant church in Oberhausen, Germany is set to remove Christian crosses, altars, and pulpits
[01:30:19.159 --> 01:30:24.500]  In order to accommodate 50 Muslim migrants who were invited to stay in the building.
[01:30:24.500 --> 01:30:27.041]  You know, we wouldn't want to offend anybody out there.
[01:30:27.041 --> 01:30:31.181]  The Oberhausen City spokesperson Rainer Surtold Media Outlets.
[01:30:31.181 --> 01:30:39.143]  While Germany is beginning to turn over Christian churches in order to house the influx of Muslim migrants, Sweden may be about to follow suit.
[01:30:39.143 --> 01:30:48.105]  As reported earlier this month, the world's first lesbian bishop, Eva Brun, suggested removing Christian crosses and symbols from a church in Stockholm
[01:30:48.285 --> 01:30:52.774]  In order to make the building more inviting for Muslims.
[01:30:52.774 --> 01:30:55.480]  Well, that's pretty ridiculous.
[01:30:55.480 --> 01:30:59.027]  You can find more reports like this at InfoWars.com
[01:31:00.103 --> 01:31:01.023]  Hey, how you doing, Alex?
[01:31:01.023 --> 01:31:01.583]  Good, brother.
[01:31:01.583 --> 01:31:03.324]  Just recently started using your products.
[01:31:03.324 --> 01:31:05.264]  Everything you said about them is correct.
[01:31:05.264 --> 01:31:09.305]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[01:31:09.305 --> 01:31:11.906]  Well, thank you, brother, because it also funds our operation.
[01:31:11.906 --> 01:31:14.327]  But doing that, I know I've got to have the highest quality.
[01:31:14.327 --> 01:31:22.229]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[01:31:22.389 --> 01:31:25.753]  We did a super male and a super female vitality.
[01:31:25.753 --> 01:31:27.295]  Big changes, a lot of energy.
[01:31:27.295 --> 01:31:30.198]  We've gotten off of the cheap energy drinks, energy shots.
[01:31:30.198 --> 01:31:31.980]  Saving a ton of money there.
[01:31:31.980 --> 01:31:37.346]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated
[01:31:37.446 --> 01:31:38.046]  We're good to go.
[01:31:59.835 --> 01:32:03.357]  When cells become toxic, they die early and aging sets in.
[01:32:03.357 --> 01:32:11.581]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
