[00:00:08.140 --> 00:00:09.542]  Bilderberg, 2015.
[01:04:38.684 --> 01:04:45.368]  And another thing is who is going to attend who is not on the list because of course in 2008 it was Obama and Hillary Clinton.
[01:04:45.368 --> 01:04:47.169]  Numerous other individuals have attended.
[01:04:47.169 --> 01:04:49.510]  They've been photographed but not on the official list.
[01:04:49.510 --> 01:04:56.193]  And that's why they don't want us to know when they're coming in and the best thing will be obviously getting when they get off the airplanes on their private jets.
[01:04:56.193 --> 01:04:57.154]  Paul, thank you so much.
[01:04:57.154 --> 01:04:59.075]  We'll talk to you more when I come back with other reporters.
[01:05:01.573 --> 01:05:05.477]  Checkpoints, harassment, and Cobra Commandos.
[01:05:05.477 --> 01:05:08.741]  This is not your granddaddy's smoke-filled room.
[01:05:08.741 --> 01:05:11.864]  This is Bilderberg 2015.
[01:05:11.864 --> 01:05:19.933]  Every year, the Bilderberg Confab tweaks its efforts to lock out the media, deny transparency, and keep its agenda secret.
[01:05:20.894 --> 01:05:36.660]  Similar to the 6.2-mile exclusion zone around the radioactive Chernobyl plant, Austrian Federal Police have set up a similar-sized zone to keep the public away from the hotel where over 150 world leaders will meet in secret.
[01:05:36.660 --> 01:05:45.824]  InfoWars reporters were stopped at a checkpoint, had their vehicles searched, and even had police come to the front door of their hotel room.
[01:05:46.505 --> 01:05:53.718]  All in the name of keeping their cameras away from the 150 world leaders attempting to meet in secret.
[01:05:53.718 --> 01:05:58.786]  We'll have continual coverage of Bilderberg on the Alex Jones Channel on YouTube.
[01:06:00.256 --> 01:06:20.006]  Ladies and gentlemen, you haven't really ever heard firearms manufacturers as sponsors on my syndicated radio show, or the nightly news, or the news website, InfoWars.com, because the companies I've been approached by were not the highest quality, and they weren't as affordable as they should be, so I refused probably 30, 40 firearms manufacturers over the years.
[01:06:20.006 --> 01:06:20.426]  Well then,
[01:06:20.766 --> 01:06:24.827]  About six months ago, we get contacted by Head Down Firearms.
[01:06:24.827 --> 01:06:26.368]  hdfirearms.com.
[01:06:26.368 --> 01:06:34.810]  Owned and run by a bunch of former Navy SEALs, Special Ops people, they're veterans, they're patriots, they're listeners of the radio show, and they want to support the broadcast.
[01:06:34.810 --> 01:06:38.751]  It's always about security, whether it's for yourself, your wife, your loved ones.
[01:06:38.751 --> 01:06:41.112]  Go to their website, hdfirearms.com.
[01:06:41.112 --> 01:06:45.533]  Buy right off their website, and they'll just send it to the FFL dealer of your choice.
[01:06:45.533 --> 01:06:49.634]  You can pick it up at the gun show, you can pick it up at a local sporting goods store, whatever you do,
[01:06:50.074 --> 01:06:53.216]  Get your Head Down firearm today.
[01:06:53.216 --> 01:06:57.920]  The spirit of 1776 lives at Head Down Firearms.
[01:06:57.920 --> 01:07:00.222]  HDfirearms.com.
[01:07:00.222 --> 01:07:07.107]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:07:07.427 --> 01:07:17.115]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:07:17.115 --> 01:07:24.481]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:07:24.481 --> 01:07:32.288]  InfoWarsLife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[01:07:32.288 --> 01:07:35.591]  We set out to bring you the very best at the lowest price.
[01:07:35.951 --> 01:07:40.932]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[01:07:40.932 --> 01:07:45.353]  In these times, it's essential to have high-quality, loyal silver on hand.
[01:07:45.353 --> 01:07:48.394]  No survival chest is complete without Silver Bullet.
[01:07:48.394 --> 01:07:51.494]  Exclusively available at Infowarslife.com.
[01:07:51.494 --> 01:07:55.835]  Secure your Silver Bullet today at Infowarslife.com or by calling toll-free 888-253-3139.
[01:08:08.635 --> 01:08:10.037]  Bilderberg 2015.
[01:08:10.037 --> 01:08:16.684]  You will never find a more wretched hive of scum and villainy.
[01:08:16.684 --> 01:08:18.707]  We must be cautious in Austria.
[01:08:32.503 --> 01:08:36.426]  It was easier to control a million people, literally.
[01:08:36.426 --> 01:08:44.453]  It was easier to control a million people than physically to kill a million people.
[01:08:44.453 --> 01:08:50.858]  Today, it is infinitely easier to kill a million people than to control a million people.
[01:08:59.554 --> 01:09:01.497]  The answer to 1984 is 1776.
[01:09:01.497 --> 01:09:05.543]  You're listening to The Alex Jones Show.
[01:09:27.950 --> 01:09:34.653]  This is an emergency transmission from FEMA Region 6 in occupied North America.
[01:09:34.653 --> 01:09:36.513]  That's not rhetoric.
[01:09:36.513 --> 01:09:38.514]  That's truth.
[01:09:38.514 --> 01:09:54.601]  We won't be able to defeat the globalists if we can't admit they've taken over the infrastructure, they've taken over the megabanks, they control the currency, they're waging war on our families, and now they're getting ready to get rid of the free speech and the private property and all the rest of it.
[01:09:55.560 --> 01:09:59.382]  They could never do that before because they couldn't selectively enforce it all.
[01:09:59.382 --> 01:10:05.385]  Now through carbon taxes and the cashless society, they openly say that they're going to be able to do this.
[01:10:05.385 --> 01:10:08.867]  It is going to be insane.
[01:10:08.867 --> 01:10:22.814]  And to stop us from getting together, they're engineering massive class warfare and are going to sick the giant mobs of welfare heads on the paramilitary police the globalists set up to take the fall.
[01:10:24.912 --> 01:10:34.134]  I mean, you can see the problem-reaction-solution philosophy of the New World Order in everything they do.
[01:10:34.134 --> 01:10:34.774]  And we're here.
[01:10:34.774 --> 01:10:36.894]  We've reverse-engineered the whole thing.
[01:10:36.894 --> 01:10:39.715]  I'm not bragging.
[01:10:39.715 --> 01:10:44.615]  We've reverse-engineered the whole stinking mess with our field of experts.
[01:10:44.615 --> 01:10:49.896]  We can pretty much predict the next thing the globals are going to do because we're inside their operation.
[01:10:49.896 --> 01:10:52.717]  We've infiltrated everything they run and control.
[01:10:54.568 --> 01:10:59.112]  But their entire attack operation is based on a dumbed-down public.
[01:10:59.112 --> 01:11:04.517]  So it's kind of like we got the glasses from They Live, we can see the general public can't.
[01:11:04.517 --> 01:11:07.740]  We're here trying to get people to just put the glasses on.
[01:11:07.740 --> 01:11:14.867]  And to use the Rowdy Piper allegory from They Live, you gotta fight the public sometimes to get them to put the glasses on.
[01:11:14.867 --> 01:11:18.511]  But once you put the glasses on, or once you take the red pill,
[01:11:19.878 --> 01:11:21.719]  You can't be told about the New World Order.
[01:11:21.719 --> 01:11:23.561]  You gotta see it for yourself.
[01:11:23.561 --> 01:11:27.844]  And once you see it, you'll say, how did I not understand that before?
[01:11:27.844 --> 01:11:29.185]  Because the con game.
[01:11:29.185 --> 01:11:30.366]  There is no secret government.
[01:11:30.366 --> 01:11:31.627]  There is no shadow government.
[01:11:31.627 --> 01:11:33.108]  There are no death panels.
[01:11:33.108 --> 01:11:35.831]  It decreases your prices.
[01:11:35.831 --> 01:11:37.472]  We're not coming after your guns.
[01:11:37.472 --> 01:11:38.112]  We love you.
[01:11:38.112 --> 01:11:39.393]  2 plus 2 equals 5.
[01:11:41.345 --> 01:11:43.086]  You didn't build your business.
[01:11:43.086 --> 01:11:48.871]  And when you're faced with a wall of lies, you either accept them or you admit you're in deep trouble.
[01:11:48.871 --> 01:11:52.094]  And people are fundamentally lazy.
[01:11:52.094 --> 01:11:54.636]  We've been kept comfortable while having our real freedoms taken.
[01:11:54.636 --> 01:12:01.321]  We've been given the baubles, the trinkets, the signets of success while we're being undermined.
[01:12:01.321 --> 01:12:03.002]  And people don't want to hear they're in deep trouble.
[01:12:03.002 --> 01:12:09.808]  They don't want to hear there's a shadowy evil group putting cancer viruses and vaccines and fluoride in the water and writing books about how they're doing it and laughing at us.
[01:12:11.499 --> 01:12:15.305]  I can play a PBS thing with one of the developers of the Salk vaccine with Salk.
[01:12:15.305 --> 01:12:20.653]  Top doctor going, yeah we knew the cancer virus was an all in it and it was going to kill tens of millions, but there's too many people!
[01:12:20.653 --> 01:12:25.821]  You know, I mean I know why you're afraid.
[01:12:25.821 --> 01:12:27.122]  I've been afraid too.
[01:12:29.189 --> 01:12:32.132]  But I'm like a struggling person being held underwater.
[01:12:32.132 --> 01:12:33.214]  I'm not afraid at this point.
[01:12:33.214 --> 01:12:36.397]  I'm just struggling with everything I got to get to the surface.
[01:12:36.397 --> 01:12:39.260]  But collectively, I gotta get you to go to the surface with me.
[01:12:39.260 --> 01:12:40.702]  We're chained together.
[01:12:40.702 --> 01:12:43.225]  We've got enough strength together to swim to the surface.
[01:12:43.225 --> 01:12:44.666]  We can't do it individually.
[01:12:44.666 --> 01:12:46.248]  We're down here with chains on us.
[01:12:46.248 --> 01:12:47.530]  We're only 10 feet under the water.
[01:12:48.700 --> 01:13:06.052]  And if we can just get the public to all jump towards the surface, move towards the edge to climb out, lift the chains up with our arms, kick with our feet, we can hit the top, get the air we need, and get to the dry land.
[01:13:06.052 --> 01:13:13.877]  But I've likened it, and I told Esquire, where they did a profile on me last year, that I liken this to claustrophobia.
[01:13:13.877 --> 01:13:15.338]  I've never been a claustrophobic person.
[01:13:21.704 --> 01:13:34.390]  But now I understand claustrophobia because when I read what the globalists are doing, and I read books they've written, and I watch clips of them on C-SPAN admitting all this horrible stuff, I feel claustrophobic because it's just... I want to warn people!
[01:13:34.390 --> 01:13:35.870]  It's out in the open!
[01:13:35.870 --> 01:13:37.551]  It's horrible!
[01:13:37.551 --> 01:13:40.492]  Why do we have to do this?
[01:13:40.492 --> 01:13:45.835]  They know their MMR shot gives you type 1 diabetes, then they claim it's genetic.
[01:13:47.418 --> 01:13:56.382]  Well, of course it's genetic that if you get hit with an autoimmune response, your pancreas can fail.
[01:13:56.382 --> 01:13:57.102]  It's genetic.
[01:13:57.102 --> 01:14:07.707]  If you smoke three packs of cigarettes and you're predisposed to get lung cancer, you're going to get it.
[01:14:07.707 --> 01:14:12.929]  Yes, genetically, I can't take six or seven 357 rounds into my heart.
[01:14:12.929 --> 01:14:13.850]  Probably couldn't take one.
[01:14:19.130 --> 01:14:24.474]  I guess you could breed some breed of human that had a heart that could take a couple gunshots.
[01:14:24.474 --> 01:14:30.258]  But it's not the genetics making you die when a bullet goes through your heart, it's the bullet.
[01:14:30.258 --> 01:14:33.300]  We're being murdered by a scientific elite, slowly.
[01:14:33.300 --> 01:14:34.301]  They're laughing at us.
[01:14:34.301 --> 01:14:36.382]  They're criminals.
[01:14:36.382 --> 01:14:46.450]  And they had such control of the horror media for so long that they could have these secret confabs, not just this one, but other events, trilateral commission meetings, you name it, and they would have people go on radio
[01:14:47.364 --> 01:14:54.050]  Our friends and say, oh it's crazy there's no such thing as a Council on Foreign Relations.
[01:14:54.050 --> 01:14:59.014]  There's no such thing as the Bilderberg Group.
[01:14:59.014 --> 01:15:04.699]  I don't know how you know these things and don't tell people.
[01:15:04.699 --> 01:15:09.463]  But it's the analogy I talked about or the example I talked about last week.
[01:15:09.463 --> 01:15:14.808]  I can go out to these firms and I can install software and systems that scan people's cookies
