[00:00:03.322 --> 00:00:05.182]  Gear up!
[01:08:45.764 --> 01:08:47.305]  That's from Zero Hedge.
[01:08:47.305 --> 01:08:49.186]  According to newly declassified U.S.
[01:08:49.186 --> 01:08:53.669]  document, the Pentagon foresaw the likely rise of the Islamic State.
[01:08:53.669 --> 01:08:58.352]  That's something they released after it got leaked that they're running it.
[01:08:58.352 --> 01:09:04.595]  Oh, we've got to take your rights because Al Qaeda might attack you when they're running it.
[01:09:04.595 --> 01:09:05.436]  That's what ISIS is.
[01:09:08.109 --> 01:09:12.431]  Report, Pfizer hid link between antidepressants and birth defects.
[01:09:12.431 --> 01:09:16.694]  Just like they hid the link to mass murder and suicide.
[01:09:16.694 --> 01:09:23.918]  G7 Summit, President Assad could face exile in Russia and the West plan to tackle ISIS in Syria.
[01:09:23.918 --> 01:09:29.901]  That's their excuse to occupy Syria after they take Assad out is to take out ISIS they put in charge.
[01:09:29.901 --> 01:09:34.424]  Then ISIS will be given part of Syria and part of Iraq as the original payoff plan.
[01:09:36.075 --> 01:09:40.076]  That's why the military admits they're not allowed to bomb any real ISIS vehicles.
[01:09:40.076 --> 01:09:48.557]  They're given, once a week or so, a brick building to bomb, just to make it look like they're actually fighting them.
[01:09:48.557 --> 01:09:50.278]  Truly, truly sick.
[01:09:50.278 --> 01:09:57.179]  So they've gone from openly backing them two years ago, to randomly bombing a few buildings, just for the news media.
[01:09:57.179 --> 01:10:04.120]  I want to get to this report, TPP, the unraveling begins, and then after that, simply amazing parallel.
[01:10:05.285 --> 01:10:10.550]  That Richard pointed out to me this morning.
[01:10:10.550 --> 01:10:21.199]  We have these two New York inmates that have basically broken out over the weekend.
[01:10:21.199 --> 01:10:23.120]  It's one of the top stories in the country.
[01:10:23.120 --> 01:10:26.403]  Oh, it's so horrible that they've gotten out.
[01:10:26.403 --> 01:10:27.924]  Oh, we're all in so much danger.
[01:10:27.924 --> 01:10:29.265]  One of them killed a sheriff's deputy.
[01:10:29.265 --> 01:10:30.607]  The other one beat somebody to death.
[01:10:31.960 --> 01:10:33.841]  It's clearly an inside job.
[01:10:33.841 --> 01:10:34.701]  Search for killers.
[01:10:34.701 --> 01:10:39.663]  Clues after brazen New York prison escape.
[01:10:39.663 --> 01:10:45.646]  Well, that ties into the tens of thousands per month of illegals being released.
[01:10:45.646 --> 01:10:54.530]  Thousands of them convicted of aggravated crimes, including rape, assault, arson, bank robbery.
[01:10:54.530 --> 01:10:55.670]  I mean, you can't again.
[01:10:58.260 --> 01:10:59.940]  Where's all the freaking out about that?
[01:10:59.940 --> 01:11:02.121]  Again, I'm not even against the illegals.
[01:11:02.121 --> 01:11:04.221]  They're just people fleeing collapsing countries.
[01:11:04.221 --> 01:11:05.081]  I get it.
[01:11:05.081 --> 01:11:12.922]  I'm against how they get off without fines, they get to drunk drive, do everything else, commit felonies.
[01:11:12.922 --> 01:11:15.463]  Remember the railway killer mainly preyed on Hispanics?
[01:11:15.463 --> 01:11:17.523]  That's another thing, is they mainly prey on Hispanics.
[01:11:17.523 --> 01:11:20.304]  They can get away with it.
[01:11:20.304 --> 01:11:22.604]  And on the immigrant community, that's usually what gangs do.
[01:11:22.604 --> 01:11:26.205]  First generation.
[01:11:26.205 --> 01:11:27.305]  The big point here is,
[01:11:29.744 --> 01:11:34.366]  That the railway killer killed like, was it more than 15 people or something?
[01:11:34.366 --> 01:11:39.688]  He'd rape them and kill them, and they could never keep him in jail because he had a fake name.
[01:11:39.688 --> 01:11:42.589]  He'd get put in jail, released, put in jail, released for other crimes.
[01:11:42.589 --> 01:11:48.172]  He just went around crime spreeing everywhere, and we're told just ignore it, but oh my gosh!
[01:11:48.172 --> 01:11:52.033]  Oh my gosh, we've got criminals.
[01:11:52.033 --> 01:11:53.934]  Two of them that escaped to New York.
[01:11:53.934 --> 01:11:56.235]  Everybody's dead, it's all over, run for the hills.
[01:11:57.887 --> 01:12:01.351]  Okay, let's go ahead now and go to this report.
[01:12:01.351 --> 01:12:02.892]  Some good news.
[01:12:02.892 --> 01:12:06.315]  TPP, the unraveling begins.
[01:12:06.315 --> 01:12:10.660]  TPP will hand huge corporations the power to change U.S.
[01:12:10.660 --> 01:12:16.345]  laws at will, but more and more people, prominent people, are speaking out against it.
[01:12:16.345 --> 01:12:18.668]  Leading the charge is Senator Rand Paul.
[01:12:18.668 --> 01:12:19.649]  Here's John Bowne's report.
[01:12:20.902 --> 01:12:36.438]  The Trans-Pacific Partnership trade package is beginning to unravel, with more prominent voices slamming President Obama and the Republican leadership over the secretive deal that threatens to cost American jobs and hand big corporations new powers that would violate national sovereignty.
[01:12:36.698 --> 01:12:54.400]  House Majority Whip Representative Steve Scalise of Louisiana and Rules Committee Chairman Representative Pete Sessions of Texas refused to reveal to Breitbart whether they had read the TPP agreement but still said they would support the Trade Promotion Authority and allow President Barack Obama to fast-track the TPP.
[01:12:54.981 --> 01:13:02.910]  Lawmakers claim that TPA is separate from TPP and that they will review the final TPP agreement before it is considered by Congress.
[01:13:02.910 --> 01:13:07.095]  However, as Matthew Boyle explains, this explanation doesn't wash.
[01:13:07.095 --> 01:13:15.545]  A vote for the TPA is a de facto green light for the TPP since there is essentially no way to halt a trade deal once it has been fast-tracked.
[01:13:16.085 --> 01:13:24.611]  Boyle writes, since Fast Track was created in the Richard Nixon administration, not one trade deal that started on Fast Track has been forwarded.
[01:13:24.611 --> 01:13:33.537]  As such, a vote for TPA is a vote for TPP, since passing TPA will all but guarantee the successful passage of TPP.
[01:13:33.537 --> 01:13:41.463]  Senator Marco Rubio, Senator Lindsey Graham, and Representative John Boehner are also refusing to reveal if they have visited the secret room
[01:13:42.103 --> 01:13:48.048]  To read the controversial TPP document, although all three are set to vote for the TPA.
[01:13:48.048 --> 01:13:57.056]  Daniel Horowitz, Senior Editor of the Conservative Review writes, Passing a bill in order to find out what's in it is what placed the Pelosi Congress in the ash heap of history.
[01:13:57.056 --> 01:13:58.937]  It's not an auspicious path for ambitious politicians.
[01:14:11.167 --> 01:14:22.750]  The Washington Post reports the push from the President included direct calls to lawmakers, interviews with television stations in key states, and plans to bring several Democrats aboard Air Force One with him.
[01:14:22.750 --> 01:14:32.492]  Meanwhile, despite claims that climate change mandates would not be a part of TPP, President Obama admitted during an NPR interview on Wednesday that this would indeed be the case.
[01:14:32.492 --> 01:14:38.813]  By passing such mandates via the TPP, Obama could sneak through draconian climate regulations under the radar.
[01:14:39.173 --> 01:14:43.314]  Knowing that they would almost certainly be rejected by Congress on their own.
[01:14:43.314 --> 01:14:53.297]  This would satisfy calls by the likes of French Foreign Minister Laurent Fabius, a Bilderberg member, to enforce the new rules via global treaties to cut Congress out of the equation.
[01:14:53.297 --> 01:14:57.599]  Obama will attend summit in Paris in December to negotiate a climate agreement.
[01:14:57.599 --> 01:15:04.581]  Howard Richman writes, Obama would not need to get Congress to approve the unfair climate change treaty terms that he negotiates.
[01:15:05.081 --> 01:15:12.789]  Instead, he could get the commission set up by the Trans-Pacific Partnership Agreement to add those terms to the Trans-Pacific Partnership.
[01:15:12.789 --> 01:15:23.300]  After that, the investor state dispute settlement provisions set up by that agreement could enforce Obama's terms through the threat of multi-billion dollar fines upon the U.S.
[01:15:23.300 --> 01:15:23.720]  government.
[01:15:23.780 --> 01:15:24.100]  I'm good.
[01:15:38.854 --> 01:15:39.755]  We're good to go.
[01:15:57.675 --> 01:16:05.843]  Most recently, the World Trade Organization Tribunal ruled against the United States in a NAFTA suit brought by Canada and Mexico that claimed the U.S.
[01:16:05.843 --> 01:16:13.091]  country of origin labeling law, which requires foreign meat to be labeled as such, is an unfair and illegal trade practice.
[01:16:13.091 --> 01:16:20.198]  The WTO's May 18th ruling was the fourth time in three years that the global court had ruled against COOL.
[01:16:20.638 --> 01:16:21.438]  Even though U.S.
[01:16:21.438 --> 01:16:27.960]  courts have ruled that COOL is legal, faced with WTO penalties and threats of retaliation, the U.S.
[01:16:27.960 --> 01:16:38.082]  Congress is now considering repeal of COOL, and American consumers may soon lose the ability to discover if the meat at the grocery store or restaurant is U.S.
[01:16:38.082 --> 01:16:40.723]  raised or from Mexico, Brazil, or China.
[01:16:40.723 --> 01:16:48.785]  Critics of the TPP assert that the trade deal will cost American jobs and give huge corporations the power to change U.S.
[01:16:48.785 --> 01:16:49.105]  laws.
[01:16:49.805 --> 01:16:53.148]  John Bowne for InfoWars.com.
[01:16:53.148 --> 01:16:55.049]  And that's why Bilderberg is important.
[01:16:55.049 --> 01:17:00.513]  It is the progenitor of the granddaddy of all of this.
[01:17:00.513 --> 01:17:11.181]  Meanwhile, they're pushing for borders to be open across the planet, and we have Richard, Matt, and David Sweat, who escaped this weekend from a
[01:17:12.864 --> 01:17:15.345]  Maximum security prison in New York.
[01:17:15.345 --> 01:17:20.647]  You've got the governor running around grandstanding like it's the end of the world.
[01:17:20.647 --> 01:17:25.588]  You've got checkpoints, guys with machine guns running around looking for them.
[01:17:25.588 --> 01:17:28.469]  Saying, look out public, oh it's so dangerous.
[01:17:28.469 --> 01:17:29.750]  I mean, I hope they catch the guys.
[01:17:29.750 --> 01:17:37.292]  The point is, hundreds of thousands of illegals are released every year.
[01:17:37.292 --> 01:17:38.493]  Tens of thousands with
[01:17:39.995 --> 01:17:43.197]  Serious felonies, many of which haven't even served time.
[01:17:43.197 --> 01:17:53.702]  They just have the convictions in Mexico or the U.S., break out, get out, or are released, and then they're picked back up and are released again.
[01:17:53.702 --> 01:17:59.145]  ICE Director struggles to explain release of thousands of criminal immigrants.
[01:17:59.145 --> 01:18:03.968]  Immigration and Customs Enforcement Director Sarah Saladina
[01:18:05.925 --> 01:18:19.477]  Saldana, thank you for helping me guys, struggled to explain the reasons behind the Obama administration's release of thousands of criminal immigrants when pressed by Lamar Smith, Republican of Texas.
[01:18:19.477 --> 01:18:21.799]  In the fiscal year of 2014, ICE released 30,558 convicted criminal immigrants.
[01:18:21.799 --> 01:18:22.240]  Did you hear that?
[01:18:22.240 --> 01:18:22.560]  30,000 plus!
[01:18:31.431 --> 01:18:38.033]  Convicted of 79,059 crimes, allowing them to walk free in the US.
[01:18:38.033 --> 01:18:44.775]  And folks, we're talking about everything you can imagine.
[01:18:44.775 --> 01:18:52.597]  But then two guys get out, and it just shows how controlled the media is.
[01:18:52.597 --> 01:18:57.939]  Any US newspaper that reported on Bilderberg, it's newsworthy, it's pertinent,
[01:18:58.914 --> 01:19:00.614]  Drudge would link to it.
[01:19:00.614 --> 01:19:02.695]  It'd be one of the top stories.
[01:19:02.695 --> 01:19:04.515]  It would cause a national debate.
[01:19:04.515 --> 01:19:05.696]  You'd win a Pulitzer Prize.
[01:19:05.696 --> 01:19:06.716]  Because you're the mainstream media.
[01:19:06.716 --> 01:19:08.616]  If you did it, you'd get a Pulitzer Prize.
[01:19:08.616 --> 01:19:11.057]  Not the people that worked on it for 40 years.
[01:19:11.057 --> 01:19:12.337]  And I think that's fair.
[01:19:12.337 --> 01:19:14.198]  Because you're the mainstream media and you're God.
[01:19:14.198 --> 01:19:15.678]  Well, not anymore.
[01:19:15.678 --> 01:19:19.439]  But see, they won't do it because they're controlled.
[01:19:19.439 --> 01:19:23.860]  And they know it's a, quote, career killer to report on the real shadow government.
[01:19:24.793 --> 01:19:29.278]  But it's already a career killer because the globalists are shutting down the old media.
[01:19:29.278 --> 01:19:30.900]  They don't want any media.
[01:19:30.900 --> 01:19:34.023]  And they're coming after the free independent press.
[01:19:34.023 --> 01:19:35.865]  So why have you destroyed yourselves?
[01:19:35.865 --> 01:19:38.368]  Why won't you report on it?
[01:19:38.368 --> 01:19:44.074]  Once Bilderberg kicks off officially on Thursday, there'll be some cheeky, snarky joke articles.
[01:19:45.788 --> 01:19:56.529]  Or if I talk about China getting caught selling babies in gold foil and make a joke, hey I bet you're eating that inside Bilderberg, they'll all run with that and say that I was serious.
[01:19:56.529 --> 01:19:57.531]  And then make a joke out of it.
[01:19:59.548 --> 01:20:01.668]  So the phone rings, and I pick it up, and it's Mark.
[01:20:01.668 --> 01:20:07.029]  And Mark says to me, hey, third Sunday, June, Father's Day, I ordered Dad a gun.
[01:20:07.029 --> 01:20:07.909]  It's here.
[01:20:07.909 --> 01:20:10.670]  He's going to build it out, and we're going to go out on Father's Day shooting.
[01:20:10.670 --> 01:20:11.290]  You want to come?
[01:20:11.290 --> 01:20:12.210]  And I said, yeah.
[01:20:12.210 --> 01:20:17.051]  What a great idea for a Father's Day gift, an AR-15 rifle kit from Guns80.com.
[01:20:17.051 --> 01:20:18.091]  I think I'll get my dad one.
[01:20:18.091 --> 01:20:19.051]  He says, go ahead.
