[00:00:00.009 --> 00:00:01.439]  The Alex Jones Show!
[01:08:17.483 --> 01:08:21.546]  Raptor Man, Chase, Fabian, Charlene, Antoine, and others.
[01:08:21.906 --> 01:08:26.509]  We're going to go to your phone calls here in a moment, and then after this round of callers, I see some new callers, some old callers.
[01:08:26.529 --> 01:08:28.671]  We're going to have first-time callers today.
[01:08:28.791 --> 01:08:30.952]  After that, for the next two hours, 800-259-9231.
[01:08:30.972 --> 01:08:33.014]  800-259-9231 is the toll-free number to join us.
[01:08:39.858 --> 01:08:43.541]  Now, I already mentioned a lot of the news in the last hour, but only focused on three pieces of news.
[01:08:44.142 --> 01:08:47.445]  I'm going to go back in after I take some calls at the bottom of the hour.
[01:08:48.646 --> 01:08:53.731]  CNN turns mixed-race Oregon shooter, who was anti-Christian, into a white man.
[01:08:54.391 --> 01:09:01.758]  Makes his lips smaller, his nose smaller, and turns him as white as Nosferatu, or as Casper the Friendly Ghost.
[01:09:02.799 --> 01:09:06.142]  Also, Hillary Clinton has called for mass movement to eradicate Second Amendment.
[01:09:07.165 --> 01:09:09.126]  James Woods comes out with stinging tweets.
[01:09:09.667 --> 01:09:11.348]  Articles at Infowars.com.
[01:09:12.289 --> 01:09:20.174]  Again, we're going to be going over all of that and the latest moves by Obama promising to use executive action to eradicate the Second Amendment.
[01:09:20.194 --> 01:09:23.416]  Hillary's talked about eradicating the Second Amendment as well.
[01:09:25.318 --> 01:09:26.639]  The TPP has passed.
[01:09:26.659 --> 01:09:27.599]  That is globally.
[01:09:27.619 --> 01:09:29.361]  We still can't see the text of it.
[01:09:30.161 --> 01:09:31.102]  That's going to be coming up.
[01:09:32.299 --> 01:09:34.840]  And then, of course, this is really the top story this hour.
[01:09:35.020 --> 01:09:49.566]  Saudi's mull in their national conference of the royal family, thousands of princes, that's the government there, Saudi's mull launch of regional war as Russia pounds targets in Syria for the fourth day.
[01:09:49.586 --> 01:09:52.807]  Of course, Saudi Arabia had claimed they were fighting ISIS and all this bull.
[01:09:53.287 --> 01:09:56.829]  It's Saudi Arabia funding it, quarterbacking it, giving them the weapons.
[01:09:57.389 --> 01:09:59.190]  A bunch of other Western countries are involved.
[01:09:59.290 --> 01:09:59.990]  It's all come out.
[01:10:01.627 --> 01:10:08.349]  And so they had some of their top government officials Thursday and Friday come out and say, we're going to escalate the conflict with you if you don't pull out.
[01:10:08.389 --> 01:10:25.374]  Well, the Russians haven't, so now we've got a whole slew of their government ministers in this excellent Zero Hedge article that goes through all the different publications with their quotes to give heavy weapons to the, quote, opposition to take on the Russians.
[01:10:29.707 --> 01:10:34.708]  So, huge escalation towards what would become World War III.
[01:10:36.969 --> 01:10:44.310]  Now, England is coming out, Cameron and criticizing, the UK is criticizing the Russians as well.
[01:10:45.310 --> 01:10:56.133]  The Russians have taken out the al-Nusra al-Qaeda bases, Reuters, AP, they all admit it is al-Qaeda, that's what al-Nusra is, that's the group in Syria, that's al-Qaeda in Syria, is the proper name.
[01:10:57.315 --> 01:10:58.157]  They've taken them out.
[01:10:58.257 --> 01:10:59.500]  They're now taking out ISIS.
[01:11:03.018 --> 01:11:08.883]  ISIS is the group to be given control over part of Iraq and part of Syria to create a new Saudi-run state.
[01:11:09.604 --> 01:11:11.565]  That's not the main focus of Russia right now.
[01:11:11.625 --> 01:11:16.369]  It's got to take out the leadership, the Al-Qaeda leadership, that basically commands ISIS.
[01:11:16.850 --> 01:11:19.071]  Al-Qaeda is the, quote, moderate group.
[01:11:19.111 --> 01:11:19.692]  That's Reuters.
[01:11:20.312 --> 01:11:21.293]  I read that on air last week.
[01:11:22.074 --> 01:11:22.594]  You know, the U.S.
[01:11:22.634 --> 01:11:23.695]  criticized the bombings.
[01:11:24.396 --> 01:11:29.060]  At least 60 hits on al-Nusra, Al-Qaeda in Syria base.
[01:11:32.540 --> 01:11:35.681]  And they criticize him for doing that, saying, this is the moderate rebel group.
[01:11:36.001 --> 01:11:37.402]  This is who we give the weapons to.
[01:11:37.482 --> 01:11:38.863]  This is where we command and control.
[01:11:39.263 --> 01:11:40.423]  How dare you blow it up?
[01:11:40.503 --> 01:11:41.044]  They're moderate.
[01:11:41.684 --> 01:11:43.425]  And Putin said, this is the command and control.
[01:11:43.445 --> 01:11:44.465]  They're all the same people.
[01:11:45.445 --> 01:11:46.146]  We're taking them out.
[01:11:47.126 --> 01:11:51.728]  So they go and give them to moderate rebels off the planes, because our military gets mad.
[01:11:51.748 --> 01:11:53.829]  A few years ago, they were giving it actually to Al Qaeda.
[01:11:54.109 --> 01:11:55.109]  We've had the whistleblowers on.
[01:11:55.490 --> 01:11:58.671]  So now they just deliver it to guys that are basically delivery companies.
[01:12:00.148 --> 01:12:09.372]  They then drive down the road in the trucks and deliver it, and the Russians have been flying around blowing up these bases that when they hit them with a 500-pound bomb, they blow up like they had 100,000 pounds in them, because they do.
[01:12:10.132 --> 01:12:18.035]  The Russians are blowing up Al-Qaeda weapons depots that are full of NATO, U.S., Israeli, and Saudi Arabian and Turkish weapons.
[01:12:18.795 --> 01:12:27.319]  And yes, I had a caller call in last week and go, why are you just saying Saudi Arabia is involved in Syria and 9-11 and all this stuff?
[01:12:30.066 --> 01:12:34.028]  Saudi Arabia is the main group that is going to run everything in the Middle East.
[01:12:34.108 --> 01:12:35.488]  It's the main client state.
[01:12:37.209 --> 01:12:38.550]  But Israel's involved.
[01:12:38.910 --> 01:12:40.030]  Turkey's involved.
[01:12:40.731 --> 01:12:42.652]  Every NATO country is involved.
[01:12:42.932 --> 01:12:43.672]  The United States.
[01:12:43.752 --> 01:12:44.592]  They're all involved.
[01:12:44.612 --> 01:12:46.673]  There's no one less involved.
[01:12:46.793 --> 01:12:47.114]  Okay?
[01:12:47.454 --> 01:12:48.234]  It's all bad.
[01:12:48.534 --> 01:12:49.254]  It's all evil.
[01:12:49.455 --> 01:12:50.175]  Let's get that straight.
[01:12:51.519 --> 01:12:55.020]  It's this mindlessness where things turn into factionalization every time.
[01:12:55.460 --> 01:12:57.140]  You're not saying it's this group, you're not saying it's that group.
[01:12:57.160 --> 01:12:58.140]  They're all involved.
[01:12:58.200 --> 01:13:00.921]  It's incredibly shameful and evil.
[01:13:02.941 --> 01:13:12.863]  Israel came out last week and said, we may have to start taking out some strikes inside Syria since the Russian forces came in because they're taking out some of the moderate rebels.
[01:13:20.356 --> 01:13:22.337]  I mean, we've really gotten to that point now.
[01:13:23.477 --> 01:13:34.701]  So, the plan is to topple Assad, give Saudi Arabia control of at least half the country, with this new Islamic State it's going to set up, so it can act like it's not in control of it and it's not running.
[01:13:35.001 --> 01:13:40.503]  And they came out again in the last year and said, we're not involved, we don't want to overthrow Syria, on and on and on.
[01:13:40.723 --> 01:13:47.405]  And now that Syria is fighting back with Russia, they're going, okay, that's it, we're going to send in heavy weapons, how dare you attack our forces?
[01:13:50.981 --> 01:13:55.382]  And people have also asked, why do you keep talking about the 28 pages and Saudi Arabia involvement in 9-11?
[01:13:55.442 --> 01:14:00.224]  Clearly NORAD stood down, clearly Building 7, clearly other governments are involved, our own government.
[01:14:00.604 --> 01:14:04.225]  I made five films, I wrote a book, I was the first guy to expose 9-11.
[01:14:04.245 --> 01:14:04.565]  The 28 pages
[01:14:07.725 --> 01:14:17.658]  With the folks we're working with in Congress, we'll bring down the globalists to a great extent, and we'll prove they stood down with, for Saudi Arabia, bare minimum.
[01:14:17.959 --> 01:14:19.841]  That is aiding and abetting the attacks.
[01:14:19.961 --> 01:14:20.642]  They're done.
[01:14:21.443 --> 01:14:25.349]  It's like getting Al Capone on income tax fraud.
[01:14:28.376 --> 01:14:29.617]  Yeah, he killed a bunch of people.
[01:14:29.677 --> 01:14:31.138]  Yeah, he was involved in a bunch of bad stuff.
[01:14:31.779 --> 01:14:32.920]  We have them.
[01:14:33.300 --> 01:14:34.841]  They're fighting to not release it.
[01:14:35.041 --> 01:14:37.343]  The Commission went ahead and told the truth about what happened.
[01:14:38.344 --> 01:14:40.325]  Saudi Arabia just supplied Patsy's.
[01:14:41.126 --> 01:14:51.975]  At the start of the next hour, remind me guys, because I'm bad about getting cluttered in my mind, I'm going to tie it all together with this headline, Delta Force Considered Staging Fake Hijacking After 9-11.
[01:14:52.655 --> 01:14:54.557]  We know for a fact that Delta Force
[01:14:55.799 --> 01:14:59.181]  Did mock responses to hijackings before 9-11.
[01:14:59.822 --> 01:15:01.583]  And I'm not giving out anything classified.
[01:15:01.783 --> 01:15:03.044]  The CIA admitted that.
[01:15:03.424 --> 01:15:04.465]  The Pentagon admitted that.
[01:15:04.505 --> 01:15:10.389]  In the two years leading up to 9-11, they did more than 25 operations we know of.
[01:15:12.151 --> 01:15:20.136]  And we know that Mohammed Adda and others were part of similar operations, were at US military bases, and were taking part in drills.
[01:15:21.838 --> 01:15:22.298]  Look it up!
[01:15:25.222 --> 01:15:26.383]  They were part of drills.
[01:15:26.963 --> 01:15:29.164]  So, we don't know exactly what happened.
[01:15:31.965 --> 01:15:33.186]  Were they triple crossers?
[01:15:37.108 --> 01:15:38.409]  I'm not even introducing that idea.
[01:15:41.070 --> 01:15:48.254]  All I'm saying is, we know the official story is as phony as Hillary Clinton saying she's the most transparent person in U.S.
[01:15:48.294 --> 01:15:48.574]  history.
[01:15:50.563 --> 01:15:58.148]  Or Obama saying it's a conspiracy theory that he wants our guns as the gun groups they finance are for the total abolition of civilian ownership of firearms.
[01:15:58.168 --> 01:16:02.051]  And in places like Chicago, New York, and D.C., they get total gun bans in place.
[01:16:02.532 --> 01:16:03.792]  And they've done it all over the world.
[01:16:04.073 --> 01:16:08.516]  And he sits there with a straight face, and I'm going to your calls, saying no one wants your guns.
[01:16:11.058 --> 01:16:13.639]  So, I don't know what happened on 9-11.
[01:16:14.120 --> 01:16:18.323]  I know there is so much evidence pointing in every direction that it was staged.
[01:16:19.827 --> 01:16:20.587]  And there's a cover-up.
[01:16:21.467 --> 01:16:24.828]  And the whole thing is tied to one string, the 28 pages.
[01:16:25.188 --> 01:16:28.789]  You pull that 28 pages out, it doesn't just blame Saudi Arabia.
[01:16:32.489 --> 01:16:37.350]  It brings down the whole house of cards, just like I told you Syria four years ago.
[01:16:37.810 --> 01:16:42.391]  If we could stop the takedown of Syria, and the fact that our government was funding Al-Qaeda, it would bring down the whole house of cards.
[01:16:43.591 --> 01:16:45.491]  And we told you, next stop over Libya was Syria.
[01:16:45.691 --> 01:16:47.072]  We know the globalist plan, folks.
[01:16:47.392 --> 01:16:48.352]  I know what I'm talking about.
[01:16:49.980 --> 01:16:50.781]  I live this stuff.
[01:16:52.262 --> 01:16:55.665]  The New World Order is not invincible, and you know why they're not invincible?
[01:16:55.785 --> 01:16:59.708]  Because there is a God in this universe, but even as important is the same statement.
[01:17:00.509 --> 01:17:01.930]  There are good people in government.
[01:17:02.150 --> 01:17:04.052]  There are good people in Congress.
[01:17:04.252 --> 01:17:06.934]  There are good people in corporations and private people.
[01:17:07.494 --> 01:17:18.764]  The average person in government doesn't want to do this, doesn't want baby flavoring and Pepsi, doesn't want to be funding Al-Nusra and Al-Qaeda groups, doesn't want to have cancer viruses in the polio shots.
[01:17:19.991 --> 01:17:27.958]  But they're compartmentalized, they get bullied, they get attacked when they try to speak up, and they're waiting for the people to not be cowards and stand up.
[01:17:28.499 --> 01:17:31.361]  To give them the strength they need to clean things up.
[01:17:32.122 --> 01:17:41.531]  That's why I want to do an intro for V for Vendetta, but not just the one we have where he takes over TV and he's talking to folks, but where he's talking to the police captain.
[01:17:42.711 --> 01:17:44.072]  He says, why did you go public sooner?
[01:17:44.112 --> 01:17:46.614]  Why didn't you start fighting back earlier if you knew all this?
[01:17:46.654 --> 01:17:49.215]  He said, I was waiting for you, Inspector.
