[00:00:06.583 --> 00:00:08.144]  Oh, baby!
[01:10:18.627 --> 01:10:40.991]  King of the Hill, Hank was definitely, you know, I saw as sort of a, I don't know, like populist kind of like, you know, a guy who's like just trying to do his thing and just all these government and all these other weird things of the modern world are, that was always the fun of it, is just all these things just kind of poking at him, you know?
[01:10:42.774 --> 01:10:48.398]  I live in the real world where men sell propane and propane accessories.
[01:10:48.398 --> 01:10:56.063]  I definitely remember popping into VHS when Alex Jones was on cable access.
[01:10:56.063 --> 01:11:00.806]  It was you and two other guys and somewhere I can't find it anymore.
[01:11:00.806 --> 01:11:04.008]  But I think I labeled the tape Three Dales.
[01:11:04.008 --> 01:11:07.830]  You were kind of the more rational one and the other two guys were just like
[01:11:09.266 --> 01:11:10.127]  I don't know.
[01:11:10.127 --> 01:11:11.368]  I wish I could find that tape.
[01:11:11.368 --> 01:11:15.893]  But, um, King of the Hill started with a drawing of the four guys that I'd done.
[01:11:15.893 --> 01:11:20.317]  I was kind of like dabbling and doing panel cartoons, which I never really did at all.
[01:11:20.317 --> 01:11:21.559]  I went straight into animation.
[01:11:21.559 --> 01:11:24.562]  I didn't draw comic books or anything.
[01:11:24.562 --> 01:11:26.684]  And so I had the four guys, and Dale
[01:11:28.351 --> 01:11:29.671]  Just something about the way he looked.
[01:11:29.671 --> 01:11:33.452]  Originally I had his hat say Smith & Wesson, the first drawing I ever did of him.
[01:11:33.452 --> 01:11:38.594]  I just put that on there, I don't know why, just the way he looked.
[01:11:38.594 --> 01:11:52.838]  I'd done a first draft of the pilot and then Greg Daniels got involved and at some point, you know, we had this thing where his wife is, you know, getting it on with this Native American healer and clearly this kid's not his.
[01:11:52.838 --> 01:11:56.919]  So we had this idea about that he's just, you know,
[01:11:58.191 --> 01:11:59.811]  It's almost probably a subconscious thing.
[01:11:59.811 --> 01:12:05.973]  He's like, he's into every conspiracy except the one that's going on in his own house.
[01:12:05.973 --> 01:12:07.674]  Nice work, John Redcorn.
[01:12:07.674 --> 01:12:09.334]  She didn't suspect a thing.
[01:12:09.334 --> 01:12:11.815]  It's almost like his escape, you know, or something.
[01:12:11.815 --> 01:12:18.097]  I mean, I never psychoanalyzed it that much, but I kind of feel like that's what that character was about.
[01:12:18.097 --> 01:12:22.438]  So he was almost like looking for conspiracies, you know, kind of.
[01:12:22.438 --> 01:12:23.959]  And some of them might have something to him.
[01:12:23.959 --> 01:12:24.819]  Some of them are crazy.
[01:12:26.636 --> 01:12:28.398]  I have read a book.
[01:12:28.398 --> 01:12:29.579]  Now, who do you believe?
[01:12:29.579 --> 01:12:30.800]  Me or Hank?
[01:12:30.800 --> 01:12:33.402]  I know Hank, more believable.
[01:12:33.402 --> 01:12:40.469]  Dale is kind of one of the ones that, you know, probably gives you guys a bad name.
[01:12:40.469 --> 01:12:42.931]  Johnny Hardwick, who does The Voice, I don't know, you may even know him.
[01:12:45.239 --> 01:12:49.943]  He had a few, like, he had a few kooky theories of his own, and sometimes we'd work those in.
[01:12:49.943 --> 01:12:58.551]  I mean, there's one line he said that, he's talking about something, and it ended with him saying, something that they're doing, and corn is next.
[01:12:59.986 --> 01:13:08.291]  A French study that was just released finds rats that are fed genetically engineered corn suffered from tumors and severe organ damage.
[01:13:08.291 --> 01:13:15.315]  This is the first study that's looking at the effects on rats of eating genetically modified foods over their lifetimes.
[01:13:15.315 --> 01:13:18.257]  They gave the rats the genetically modified corn.
[01:13:18.257 --> 01:13:22.299]  They gave them the genetically modified corn with the herbicide that the corn is used with.
[01:13:23.203 --> 01:13:28.948]  You know, I grew up very liberal parents, like, thinking gun control is the way to go.
[01:13:28.948 --> 01:13:46.684]  You know, that Michael Moore movie, Bowling for Columbine, kind of actually made me go the other, made me think like, I mean, he's not trying to, that's not the effect he wanted, I don't think, but he's like kind of, that movie kind of makes you think,
[01:13:47.905 --> 01:13:49.306]  No, gun control's a bad idea.
[01:13:49.306 --> 01:14:00.074]  I mean, to me, if you look at it, like, I don't think that's what he's trying to do at all, but, like, he mentions Canada in there, and he says, you know, there's lower crime there, and same people own guns, and I don't know.
[01:14:00.074 --> 01:14:01.255]  I own guns.
[01:14:01.255 --> 01:14:07.439]  Um, it's, uh, I think if you look at it statistically, you actually are safer.
[01:14:07.439 --> 01:14:13.864]  I got me a couple AKs, some sawed-offs, 25 9mm, and a couple of ground-to-airs.
[01:14:13.864 --> 01:14:16.686]  I got a Ford up in the hills, virtually impenetrable,
[01:14:18.885 --> 01:14:32.832]  I know this because, okay, so 1993, Beavis and Butthead the series came out and gun crimes have gone down since Beavis and Butthead came out.
[01:14:32.832 --> 01:14:37.734]  What's interesting is that nobody talks about, no one wants statistics.
[01:14:37.734 --> 01:14:41.476]  I actually took graduate probability and statistics classes.
[01:14:41.476 --> 01:14:44.898]  I was going to become a math teacher before all this Beavis stuff happened.
[01:14:47.239 --> 01:15:02.107]  When I was getting blamed for all this, like, downfall of youth, that whole time, crime was going down in almost every category from the time... I mean, if you really wanted to make a correlation, you could say Beavis and Butt-Head is saving the world, but that's stupid.
[01:15:02.107 --> 01:15:03.488]  That really doesn't make any sense.
[01:15:03.488 --> 01:15:15.015]  But it makes more sense than saying, this particular thing happened and this particular thing happened, you know, but really, like, statistically, there's no correlation.
[01:15:17.452 --> 01:15:19.113]  Alright, who are you?
[01:15:19.113 --> 01:15:19.893]  CIA?
[01:15:19.893 --> 01:15:20.913]  FBI?
[01:15:20.913 --> 01:15:21.674]  ATF?
[01:15:21.674 --> 01:15:29.717]  Yeah, there's that map where it's just like almost county by county where gun control, it's not doing any good.
[01:15:29.717 --> 01:15:33.499]  It's like there's higher crime rates where there's gun control, lower where there isn't.
[01:15:33.499 --> 01:15:35.199]  I mean, it's just like county by county.
[01:15:35.199 --> 01:15:36.240]  I mean, you can't...
[01:15:37.446 --> 01:15:44.568]  I think because I have this science background, I just, you look at that and you go, you know, that's, it's kind of ridiculous.
[01:15:44.568 --> 01:15:56.831]  As much as, you know, those bumper stickers might have been run into the ground, I mean, it's true, it's like, I would be all for it if it was effective, but it's, I haven't seen anything that shows it's effective, you know?
[01:15:56.831 --> 01:15:59.631]  Well Mao said political power goes out of the barrel of a gun.
[01:15:59.631 --> 01:16:02.432]  What does Hank Hill say about disarming people?
[01:16:05.370 --> 01:16:11.372]  It is the right of all Americans, as Cotton has taught me, to own a gun.
[01:16:11.372 --> 01:16:13.813]  Even though I'm not so good at shooting them.
[01:16:13.813 --> 01:16:19.635]  A Japanese machine gun blew my shins off in WW2!
[01:16:19.635 --> 01:16:20.115]  I loved it.
[01:16:20.115 --> 01:16:25.277]  It was good to see somebody yelling at Piers Morgan.
[01:16:25.277 --> 01:16:27.838]  You excuse me of attacking the Second Amendment of the Constitution.
[01:16:27.838 --> 01:16:32.380]  I want to get people off pills that the insert says would make you commit suicide and kill people!
[01:16:33.223 --> 01:16:34.364]  Let's get a vote.
[01:16:34.364 --> 01:16:36.386]  I want to blame the real culprit!
[01:16:36.386 --> 01:16:37.888]  Suicide pills!
[01:16:37.888 --> 01:16:38.949]  Mass murder pills!
[01:16:38.949 --> 01:16:40.710]  Okay, let me ask you one question.
[01:16:40.710 --> 01:16:46.436]  It was interesting though, the way it seemed to be spun on all these websites.
[01:16:46.436 --> 01:16:52.442]  There's all these websites now that have a bunch of hipsters on them who will just kind of
[01:16:53.346 --> 01:16:56.429]  Like, kind of play a clip and grin and chuckle about it.
[01:16:56.429 --> 01:16:57.150]  That's how I saw it.
[01:16:57.150 --> 01:16:58.391]  I can't remember what it was on.
[01:16:58.391 --> 01:17:00.733]  I was thinking, hey, right on.
[01:17:00.733 --> 01:17:01.634]  Alex, go for it.
[01:17:01.634 --> 01:17:05.077]  Well, and everything you were saying was true, too.
[01:17:05.077 --> 01:17:06.438]  I mean, the clip that I saw.
[01:17:06.438 --> 01:17:08.360]  Yeah, you were talking about, yeah.
[01:17:09.318 --> 01:17:10.499]  Hitler took the guns!
[01:17:10.499 --> 01:17:11.840]  Stalin took the guns!
[01:17:11.840 --> 01:17:13.121]  Mao took the guns!
[01:17:13.121 --> 01:17:15.462]  Fidel!
[01:17:15.462 --> 01:17:18.965]  And if you try to take our guns, 1776 will commence again!
[01:17:18.965 --> 01:17:25.530]  If you try to take our firearms, it doesn't matter how many lemmings you get out there on the street, begging for them to have their guns taken.
[01:17:25.530 --> 01:17:27.051]  We will not relinquish them.
[01:17:27.051 --> 01:17:29.652]  Do you understand?
[01:17:29.652 --> 01:17:30.853]  Something like that.
[01:17:30.853 --> 01:17:32.494]  You know, I used to do you really well.
[01:17:32.494 --> 01:17:37.758]  I can't, like, it was the... What was it, the water filter commercial you used to do?
[01:17:37.758 --> 01:17:38.579]  Or what the, um...
[01:17:39.597 --> 01:17:41.477]  It's been a while.
[01:17:41.477 --> 01:17:42.938]  You'd think I'd have it down now, though.
[01:17:42.938 --> 01:17:47.139]  I was just, like, hanging out with you last night.
[01:17:47.139 --> 01:17:49.779]  Look at these headlines.
[01:17:49.779 --> 01:17:54.421]  IRS targeted Tea Party groups for scrutiny.
[01:17:54.421 --> 01:17:57.561]  Searching words like Patriot, Tea Party.
[01:17:57.561 --> 01:17:59.222]  That does scare me.
[01:17:59.222 --> 01:18:05.663]  I think I'm just going to make sure to not use the words Tea Party or Constitution in any of my work.
[01:18:05.663 --> 01:18:07.064]  That's pretty evil.
[01:18:09.921 --> 01:18:18.626]  Yeah, well, they're calling it the Constitutional Restrictions or whatever they referred to it as.
[01:18:18.626 --> 01:18:22.928]  Yeah, that actually is scary.
[01:18:22.928 --> 01:18:25.750]  Yeah, that's going to make me listen to some more Alex Jones.
[01:18:25.750 --> 01:18:29.792]  Come on, I want to see it!
[01:18:29.792 --> 01:18:30.733]  I want to see it!
[01:18:30.733 --> 01:18:32.494]  Yeah, come on, Mr. Stewart, do it.
[01:18:53.867 --> 01:19:02.913]  Well if I was to get heavy and deep on it I think the one thing that's made me tick or makes me I mean other than just wanting to try to be funny it tends to be
[01:19:06.101 --> 01:19:10.225]  And I didn't, I don't overanalyze, but then, you know, when you do this long enough, you do analyze.
[01:19:10.225 --> 01:19:18.853]  I think what it is, is probably, I think a lot of us are just kind of out of sync with the way the world is right now, you know?
[01:19:18.853 --> 01:19:29.404]  Like the way, the modern world, we're not, we're not prepared for it all the time, and there's a lot of stuff that's messed up about it, and I think that's where a lot of my comedy comes from.
[01:19:29.404 --> 01:19:30.365]  It's like things that, um,
[01:19:31.627 --> 01:19:37.614]  You know, anything from being stuck in a cubicle to being stuck in classrooms that you don't belong in, those kind of things.
[01:19:37.614 --> 01:19:41.518]  I think I get a lot of material out of that.
[01:19:41.518 --> 01:19:42.439]  I gotta get out of here.
[01:19:42.439 --> 01:19:43.881]  I think I'm gonna lose it.
[01:19:43.881 --> 01:19:44.702]  Uh-oh.
[01:19:44.702 --> 01:19:47.064]  Sounds like somebody's got a case of the mundos.
[01:20:00.424 --> 01:20:04.506]  The CDC just announced flu vaccines may have the wrong strain of flu virus.
[01:20:04.506 --> 01:20:05.886]  You may not be protected.
[01:20:05.886 --> 01:20:10.508]  Whatever your lifestyle, your immune system is critical, and Imudine provides your immune support.
[01:20:10.508 --> 01:20:13.530]  Doctor-recommended, stimulant-free, and not found in pharmacies.
[01:20:13.530 --> 01:20:17.211]  Go to Imudine.com to find out more or to place an order.
[01:20:17.211 --> 01:20:20.013]  Or call 866-257-8668.
[01:20:20.013 --> 01:20:26.535]  That's I-M-M-U-D-Y-N-E dot com or 866-257-8668.
[01:20:26.535 --> 01:20:29.357]  Remember, Imudine is key support for your immune system.
[01:20:30.217 --> 01:20:34.159]  Digestive health is key to wellness and Pro-EM1 is the key to digestive health.
[01:20:34.159 --> 01:20:40.621]  Pro-EM1 is a daily liquid probiotic that improves food absorption and supports weight loss by removing toxins from your system.
[01:20:40.621 --> 01:20:46.744]  Recommended by doctors, Pro-EM1 is 100% natural, organic, non-GMO, wheat, soy, gluten, and dairy-free.
[01:20:46.744 --> 01:20:50.325]  Call us today at 888-611-8025 or visit proem1.com to save over $25 on your order.
[01:20:50.325 --> 01:20:51.346]  That's 888-611-8025 or proem1.com.
[01:21:00.180 --> 01:21:03.061]  Managing your business and customers isn't easy, huh?
[01:21:03.061 --> 01:21:07.101]  SnapForce Customer Relationship Software may be just what you need.
[01:21:07.101 --> 01:21:14.983]  SnapForce CRM is a software solution that helps you manage everything important about your customers, from sales to marketing to service and support.
