[00:00:00.649 --> 00:00:05.070]  This is truly an Emergency Saturday Broadcast.
[01:02:56.109 --> 01:03:03.958]  We got Dr. Beatty about to pop in, but just as an American, not as a famous constitutional lawyer, what would you call this period of time we're in right now?
[01:03:04.977 --> 01:03:06.158]  It's scary as hell.
[01:03:06.158 --> 01:03:07.079]  It's troubling times.
[01:03:07.079 --> 01:03:12.603]  We are on the cusp of, we're a pen stroke or two away from a totalitarian takeover.
[01:03:12.603 --> 01:03:15.865]  And I realize that sounds extreme, but it is extreme.
[01:03:15.865 --> 01:03:23.010]  Consider what Merrick Garland, a failed candidate for the US Supreme Court and now Attorney General, said a week or so ago.
[01:03:23.010 --> 01:03:26.493]  If you unknowingly contributed to the
[01:03:26.493 --> 01:03:28.455]  The events that led to January 6th.
[01:03:28.455 --> 01:03:29.477]  You're a criminal.
[01:03:29.477 --> 01:03:31.019]  Well, not so fast.
[01:03:31.019 --> 01:03:38.388]  But then, take a look at what happened this week with increased indictments as to some of the folks involved in January 6th.
[01:03:38.388 --> 01:03:41.672]  They may well have been involved in seditious actions.
[01:03:42.012 --> 01:03:43.353]  I've read the indictment carefully.
[01:03:43.353 --> 01:03:44.733]  Alex has read it carefully.
[01:03:44.733 --> 01:03:47.994]  You know, if we were over our skis the other day, we were.
[01:03:47.994 --> 01:03:50.615]  And if they were outside the bounds of the law, a jury will tell.
[01:03:50.615 --> 01:03:53.216]  But what is Merrick Garland winding up to say?
[01:03:53.216 --> 01:03:54.716]  Look at in June of last year.
[01:03:54.716 --> 01:03:59.538]  The FBI created a domestic terrorist group and we were told that domestic terrorism
[01:03:59.878 --> 01:03:59.958]  It's
[01:04:18.272 --> 01:04:29.277]  How easy would it be to change that statute to say if you support a domestic terrorist organization registered by the Justice Department, you're guilty of a crime?
[01:04:29.277 --> 01:04:37.701]  And if you don't think it can happen here, ask yourself why we are being habituated to criminalized dissent with the suspension of OAN, with the
[01:04:39.002 --> 01:04:57.155]  The banking of MyPillow, with the ongoing assault on Infowars, and at the margins with Garland's promise to prosecute people who unknowingly were near an event that may or may not have broken the law, but that involved petition for redress of grievances.
[01:04:57.155 --> 01:05:01.958]  Is it going to soon become against the law to question the official narrative?
[01:05:01.958 --> 01:05:03.720]  I guess it is in Australia.
[01:05:03.720 --> 01:05:08.443]  So from my perspective, I heard you use the expression Alex earlier today, dystopian nightmare.
[01:05:08.923 --> 01:05:10.125]  Absolutely.
[01:05:10.125 --> 01:05:16.993]  This is worse than 1984, because the technology is more intrusive than what was imagined there.
[01:05:16.993 --> 01:05:21.880]  In 1984, Big Brother could watch you in your bedroom through your television screen.
[01:05:21.880 --> 01:05:25.524]  You didn't know if he was behind the screen or not at a particular moment.
[01:05:25.524 --> 01:05:26.425]  Guess what?
[01:05:26.425 --> 01:05:27.587]  He's in your pocket now.
[01:05:28.027 --> 01:05:29.528]  He's in your cell phone.
[01:05:29.528 --> 01:05:31.428]  He's in every move that you make.
[01:05:31.428 --> 01:05:32.889]  He's in your credit card.
[01:05:32.889 --> 01:05:39.731]  And as the economy transforms to a digital rather than a cash basis, every purchase is going to be monitored.
[01:05:39.731 --> 01:05:48.835]  And will there come a time that if you're disfavored, if you don't follow the prevailing orthodoxy, you'll be prohibited from purchasing the goods and services necessary to live?
[01:05:49.355 --> 01:05:53.998]  Well, maybe that's the way it's going to break, because after all, go to your grocery store right now.
[01:05:53.998 --> 01:06:00.201]  You're seeing interruptions in the supply chain, and we have to wait longer for goods and services, pay more for such things as plywood.
[01:06:00.201 --> 01:06:03.683]  They're telling us that it's COVID's the reason things are expensive.
[01:06:03.683 --> 01:06:05.323]  No, it's the inflation.
[01:06:05.323 --> 01:06:07.404]  Let's go ahead and put back on screen the Washington Post.
[01:06:07.404 --> 01:06:08.065]  This is everywhere.
[01:06:08.065 --> 01:06:10.026]  This is on CNN, you name it.
[01:06:10.026 --> 01:06:11.867]  Anti-vaxxing is terrorism.
[01:06:12.427 --> 01:06:13.408]  That's just crazy.
[01:06:13.408 --> 01:06:14.269]  That's a headline.
[01:06:14.269 --> 01:06:16.471]  You are a terrorist now.
[01:06:16.471 --> 01:06:22.597]  That's on CNN, MSNBC, Kathleen Sebelius, former head of Health and Human Services said that too.
[01:06:22.597 --> 01:06:26.360]  When everything becomes terrorism, then there's no such thing as freedom.
[01:06:26.360 --> 01:06:35.029]  And if it's terroristic to believe in your own values, if it's terrorism to say the Bill of Rights says to the government, hands off my body, then count me a terrorist.
[01:06:35.029 --> 01:06:36.290]  But don't declare war on me.
[01:06:36.670 --> 01:06:43.132]  We need to come together as a people, shake hands across the partisan aisle, and say to the government, enough is enough.
[01:06:43.132 --> 01:06:43.692]  That's right, Norm.
[01:06:43.692 --> 01:06:51.415]  You're like the classic liberals I grew up around that I would disagree on a few issues with, but were really smart and informed and were anti-war and were good people.
[01:06:51.415 --> 01:06:53.036]  I don't even recognize these leftists now.
[01:06:53.036 --> 01:06:53.356]  They're like...
[01:06:54.298 --> 01:06:55.139]  They're the Nazis!
[01:06:55.139 --> 01:06:57.020]  They act like jack-booted nuts!
[01:06:57.020 --> 01:07:00.582]  We are, we are coming, we're winding up.
[01:07:00.582 --> 01:07:04.824]  In the name of goodness, in the name of virtue, we are creating a smug, a smug public.
[01:07:04.824 --> 01:07:12.269]  A smug republic filled with self-righteous people who know what's good for us and want to cram it down our throats regardless of whether we want it.
[01:07:12.969 --> 01:07:16.332]  To be anti-vaccine is not terrorism.
[01:07:16.332 --> 01:07:17.914]  It might be discordant.
[01:07:17.914 --> 01:07:19.495]  I might disagree with you.
[01:07:19.495 --> 01:07:31.526]  But if you choose not to have a vaccine, I don't think I have the right to tell you that you must have one or you'll be imprisoned or locked up as a tennis star as being in Australia apparently because he doesn't toe the party line.
[01:07:31.926 --> 01:07:34.648]  So, you know, it's a dismal time to be an American.
[01:07:34.648 --> 01:07:37.050]  It's a frightening time to be American.
[01:07:37.050 --> 01:07:40.674]  It looks a little bit like a new McCarthyism in the name of public health.
[01:07:40.674 --> 01:07:47.780]  And, you know, that makes me proud to support InfoWars and proud to support you, Alex, and I hope your listeners and viewers will do so.
[01:07:47.780 --> 01:07:50.602]  You know, this place... By the way, you've been in our finances.
[01:07:50.602 --> 01:07:51.563]  You've been in all these suits.
[01:07:51.563 --> 01:07:52.644]  We turned everything over to them.
[01:07:53.024 --> 01:08:00.107]  Just spin, because we're not whining, but explain kind of, you've been, you've given us a very close examination.
[01:08:00.107 --> 01:08:02.308]  Are we rolling in extra cash?
[01:08:02.308 --> 01:08:03.849]  Did we plan to attack the Capitol?
[01:08:06.031 --> 01:08:08.772]  If you're rolling in extra cash, we need to talk later.
[01:08:08.772 --> 01:08:11.554]  Now, I mean, look, this is an expensive operation to run.
[01:08:11.554 --> 01:08:17.658]  I've been in television studios throughout the country, most often in the Northeast, and this is an expensive operation to run.
[01:08:17.658 --> 01:08:21.241]  You are listener-supported by way of info or stores.
[01:08:21.241 --> 01:08:23.562]  There are not secret caches of cash.
[01:08:23.562 --> 01:08:25.404]  There are not foreign contributors.
[01:08:25.404 --> 01:08:31.308]  There are not billionaires in the wings writing you checks to engage in a propaganda campaign.
[01:08:31.308 --> 01:08:34.510]  This is a people-funded, popular network.
[01:08:34.730 --> 01:08:39.592]  Where people come to hear truths expressed here they can't find in the mainstream media.
[01:08:39.592 --> 01:08:48.456]  They come here to find people questioning the narrative that is becoming authoritarian and you support yourself by selling products that people want to use.
[01:08:48.456 --> 01:09:01.722]  The place is on the on edge and notwithstanding recent media reports about documents, confidential court documents that were leaked from years ago, InfoWars is not a cash machine.
[01:09:02.262 --> 01:09:09.349]  Infowars is a struggling, ongoing concern dedicated to fundamental American principles, relying on you, the people, for support.
[01:09:09.349 --> 01:09:09.890]  Well, exactly.
[01:09:09.890 --> 01:09:14.194]  We sold tens of millions of dollars of food last year, but we make 30% on it.
[01:09:14.194 --> 01:09:15.115]  And then we spend it.
[01:09:15.115 --> 01:09:16.456]  It's not the gross numbers.
[01:09:16.456 --> 01:09:23.022]  Like a car dealership could sell $20 million for the cars, but the car dealership owner will tell you he made $300,000 and his salesman made about $50,000 to $100,000 apiece.
[01:09:25.104 --> 01:09:37.256]  A good thing is conservatives and people know about businesses, so they know when they see these headlines that it's manipulative, it's BS to take three of our best years from years ago and say, oh look, the gross amount is this, this is what's going on.
[01:09:37.256 --> 01:09:50.948]  I'm just shocked when we're talking to even the lawyers on the other side and like, come on guys, let's just, we know you've got hundreds of millions of dollars and it's just, it's crazy because they built me up like this super villain and the truth is we're more like Mayberry RFB here.
[01:09:54.190 --> 01:09:55.870]  I don't know how you do it.
[01:09:55.870 --> 01:09:59.371]  I thought I had a stressful life until I started spending time around you.
[01:09:59.371 --> 01:10:03.952]  This is a struggling, ongoing concern, but so is the American Republic.
[01:10:03.952 --> 01:10:16.776]  As to the claim that InfoWars had anything to do with planning, aiding, or abetting an insurrection, excuse my language, this is BS, and I won't put out the unexpurgated version because this is a family network.
[01:10:17.436 --> 01:10:35.720]  I, you, Mr. Jones received a congressional subpoena, and that subpoena requested certain documents relating to financing of a protest, of communications between Jones and others, and I believe the committee is hoping to make a case somewhere, somehow, someday, that Donald Trump orchestrated all of that.
[01:10:35.720 --> 01:10:46.782]  Based on my comprehensive examination of the documents here, and I believe that I was given full and complete access to everything I asked for, and I got it within hours,
[01:10:47.182 --> 01:10:54.328]  There is no evidence to support that Mr. Jones or anyone at Infowars ever supported armed insurrection.
[01:10:54.328 --> 01:10:57.630]  Did they organize an event that was expensive to produce?
[01:10:57.630 --> 01:10:58.291]  Yes.
[01:10:58.291 --> 01:10:59.692]  Did they help finance it?
[01:10:59.692 --> 01:11:00.252]  Yes.
[01:11:00.252 --> 01:11:03.214]  Did they appear in plea for peace when things got out of control?
[01:11:03.214 --> 01:11:03.835]  Yes.
[01:11:03.835 --> 01:11:10.700]  And in the run-up to that protest, did Mr. Jones express anger, frustration, and sometimes rage at what's going on in this country?
[01:11:10.700 --> 01:11:11.360]  Yes.
[01:11:11.360 --> 01:11:15.664]  But to leap from there, from those statements, to the conclusion that he
[01:11:16.384 --> 01:11:26.494]  Aided, abetted, fomented, or was in any way criminally or even morally responsible for the violence that undisputedly took place on January 6th is a lie.
[01:11:26.494 --> 01:11:27.535]  We're having breakfast this morning.
[01:11:27.535 --> 01:11:29.778]  You made the right point about a soccer game.
[01:11:29.778 --> 01:11:32.020]  Now 100,000 people show up and 5,000 get in a fight.
