[00:00.000 --> 00:20.800]  Infowars, the most banned network in the world.
[1:24:10.880 --> 1:24:16.480]  of transgression against others, and it'll come down to us in the form, let's say, through
[1:24:16.480 --> 1:24:23.480]  Christianity or Catholicism like the Seven Deadly Sins, Pride, Gluttony, Sloth, Lust,
[1:24:23.480 --> 1:24:25.160]  Anger, Jealousy, Greed.
[1:24:25.160 --> 1:24:32.560]  We're taught that these vices are actually sins and transgressions, when in fact it eliminates
[1:24:32.560 --> 1:24:37.560]  the natural law component and gives us something a proxy in its place.
[1:24:37.560 --> 1:24:45.960]  Under true natural law, we learn that behaviors that actually initiate some form of aggression
[1:24:45.960 --> 1:24:52.440]  against our fellow beings are the true transgressions against natural law that create negative
[1:24:52.440 --> 1:24:57.000]  consequence in our life, both individually and at an aggregate level.
[1:24:57.000 --> 1:25:00.440]  So do unto others as you'd have done unto you.
[1:25:00.440 --> 1:25:06.480]  Yeah, I would say, I would word it in the apophatic or in the negative variation.
[1:25:06.480 --> 1:25:13.040]  So when you try to philosophize apophatically, you describe what something is not, right?
[1:25:13.040 --> 1:25:18.800]  So we describe a right is something that you have a right, an action that you have a right
[1:25:18.800 --> 1:25:24.680]  to take because it does not initiate harm against another sentient being, right?
[1:25:24.680 --> 1:25:29.640]  So then you have to know what are those don'ts, what are the nots, what are the things that
[1:25:29.640 --> 1:25:33.160]  do initiate aggression against other sentient beings.
[1:25:33.160 --> 1:25:35.560]  That's how you and how natural law is revealed.
[1:25:35.560 --> 1:25:42.760]  I would word the golden rule as do not do unto others that which you do not want others
[1:25:42.760 --> 1:25:44.400]  to do to you.
[1:25:44.400 --> 1:25:47.040]  Then it becomes very unambiguous and clear.
[1:25:47.040 --> 1:25:48.760]  Nobody wants to be stolen from.
[1:25:48.760 --> 1:25:50.840]  Nobody wants the rights taken away.
[1:25:50.840 --> 1:25:52.660]  Nobody wants to be harmed physically.
[1:25:52.660 --> 1:25:55.160]  Nobody wants their life snuffed out.
[1:25:55.160 --> 1:25:59.600]  These are true transgressions against natural law because they initiate harm against another
[1:25:59.600 --> 1:26:04.400]  satanic lie that you can hurt people and not have it come back on you and you can somehow
[1:26:04.400 --> 1:26:05.560]  have a Faustian bargain.
[1:26:05.560 --> 1:26:09.040]  The whole Bohemian Grove ritual is about they're able to do bad and it's somehow they
[1:26:09.040 --> 1:26:15.000]  comically put it on to this child they're sacrificing in simulation, but that's a fraud.
[1:26:15.000 --> 1:26:16.360]  There's no way to protect yourself.
[1:26:16.360 --> 1:26:18.320]  It's going to come back on you.
[1:26:18.320 --> 1:26:23.000]  That's an ancient Babylonian and Carthaginian absolution ritual.
[1:26:23.000 --> 1:26:26.080]  It's a self absolution ritual, as you said.
[1:26:26.080 --> 1:26:31.280]  They are actually forgiving themselves for the evils that they are about to do through
[1:26:31.280 --> 1:26:36.840]  that Bohemian Grove ritual there of the sacrifice of doll care as they call it.
[1:26:36.840 --> 1:26:40.200]  They were taking it extremely seriously.
[1:26:40.200 --> 1:26:46.960]  These men were, I would call it, a crazed trance.
[1:26:46.960 --> 1:26:47.960]  Of course.
[1:26:47.960 --> 1:26:52.000]  Dark occultists take, this is their religion.
[1:26:52.000 --> 1:26:53.080]  Make no mistake about it.
[1:26:53.080 --> 1:26:56.760]  This is the religion that runs the world, Satanism.
[1:26:56.760 --> 1:27:00.720]  That's what people have to really wake up to and then they have to wake up to true morality
[1:27:00.720 --> 1:27:05.160]  because aggregate morality determines aggregate freedom.
[1:27:05.160 --> 1:27:10.320]  As people in the aggregate, in the collective of humanity become more moral, they will become
[1:27:10.320 --> 1:27:11.560]  more free.
[1:27:11.560 --> 1:27:17.040]  We are enslaved as a people because we have not been moral as a people and the real transgressions
[1:27:17.040 --> 1:27:25.520]  against natural law are murder, assault, rape, theft, trespass, coercion and deception.
[1:27:25.520 --> 1:27:30.000]  These are the things that if we engage in, we are harming other people.
[1:27:30.000 --> 1:27:31.440]  We are harming other beings.
[1:27:31.440 --> 1:27:35.400]  We are engaged in taking away their property, their rights, their life, etc.
[1:27:35.400 --> 1:27:41.880]  All of those transgressions, murder, assault, rape, theft, trespass, coercion and deception
[1:27:41.880 --> 1:27:44.120]  are forms of theft.
[1:27:44.120 --> 1:27:48.760]  They are taking something that we do not have the right to take because it is not our rightful
[1:27:48.760 --> 1:27:49.760]  property to take.
[1:27:49.760 --> 1:27:50.760]  Absolutely.
[1:27:50.760 --> 1:27:52.640]  And then we really trespass against ourselves.
[1:27:52.640 --> 1:27:55.800]  So the minute we have to break, we'll come back to more about this.
[1:27:55.800 --> 1:27:58.840]  Forced injections was something they know is poisons and hurts people.
[1:27:58.840 --> 1:27:59.840]  That's a trespass.
[1:27:59.840 --> 1:28:01.080]  That's a deception.
[1:28:01.080 --> 1:28:02.080]  That's a murder.
[1:28:02.080 --> 1:28:03.920]  Why are they doing it?
[1:28:03.920 --> 1:28:04.920]  It's eugenics.
[1:28:04.920 --> 1:28:07.760]  I mean, this is absolute modern eugenics.
[1:28:07.760 --> 1:28:14.080]  Just as the Nazis practiced it, people, the globalist technocrats, I call them the technocrats,
[1:28:14.080 --> 1:28:18.440]  democratic occultocracy, the occult ruling class.
[1:28:18.440 --> 1:28:21.120]  They are engaged in modern eugenics.
[1:28:21.120 --> 1:28:27.400]  This is nothing more than a new eugenics operation being waged against humanity to degrade and
[1:28:27.400 --> 1:28:32.040]  eventually wipe out the human immune system and eventually thin the population.
[1:28:32.040 --> 1:28:36.040]  And I think they've gotten a lot of people on that hook, unfortunately, and a lot of
[1:28:36.040 --> 1:28:40.120]  people are going to suffer as a result of buying into their propaganda and taking those
[1:28:40.120 --> 1:28:41.920]  poison shots.
[1:28:41.920 --> 1:28:47.360]  If you have any information with Mark Passio, what on earth is happening dot com?
[1:28:47.360 --> 1:28:49.600]  I'm Alex Jones with info wars dot com.
[1:28:49.600 --> 1:28:50.840]  What on earth is happening dot com?
[1:28:50.840 --> 1:28:53.840]  And after this amazing interview is over, it will be archived at band.video.
[1:28:53.840 --> 1:28:54.840]  Be sure to share it.
[1:28:54.840 --> 1:28:58.800]  This guy knows what he's talking about.
[1:28:58.800 --> 1:29:03.600]  Think about a world without info wars.
[1:29:03.600 --> 1:29:07.920]  Just take a moment and sit back and think about all the incredible guests and callers
[1:29:07.920 --> 1:29:10.120]  and stories we've broken together.
[1:29:10.120 --> 1:29:13.200]  This family that is info wars.
[1:29:13.200 --> 1:29:18.360]  Think about how info wars is cited by Joe Rogan and Tucker Carlson and Bolsonaro and
[1:29:18.360 --> 1:29:25.840]  other foreign leaders like Nigel Farage as being the main impetus towards firing up their
[1:29:25.840 --> 1:29:29.320]  main base to defeat the new world order.
[1:29:29.320 --> 1:29:35.080]  The only reason humanity is still in the fight today is because the viewers and listeners
[1:29:35.080 --> 1:29:39.560]  of this broadcast have taken action and supported this show.
[1:29:39.560 --> 1:29:41.320]  I don't take the credit.
[1:29:41.320 --> 1:29:45.560]  I give you the credit and now info wars is facing its darkest hours.
[1:29:45.560 --> 1:29:47.520]  It isn't going to give up.
[1:29:47.520 --> 1:29:49.320]  Without your support, we can be shut down.
[1:29:49.320 --> 1:29:52.720]  Please go to save info wars dot com today.
[1:29:52.720 --> 1:29:58.600]  Save info wars dot com today and donate for our legal defense fund.
[1:29:58.600 --> 1:30:03.240]  Look around you, everything I predicted from the global stone documents from their own
[1:30:03.240 --> 1:30:06.840]  admissions is now happening info wars credibility.
[1:30:06.840 --> 1:30:11.280]  My credibility has never been higher and it's because of your backing of this operation
[1:30:11.280 --> 1:30:17.120]  that I could steadfastly despite the censorship and the boycotts and the attacks and the lawsuits
[1:30:17.120 --> 1:30:18.360]  stay on air.
[1:30:18.360 --> 1:30:23.240]  But now we're reaching the most critical juncture in the fight together.
[1:30:23.240 --> 1:30:28.400]  So I want to ask all of you today to help keep me on the air.
[1:30:28.400 --> 1:30:32.320]  In my decades on air, I've never asked for personal donations, but I'm being forced by
[1:30:32.320 --> 1:30:37.880]  the bankruptcy court to pay for 40% of the legal fees and I can't fund those myself.
[1:30:37.880 --> 1:30:39.120]  It's unsustainable.
[1:30:39.120 --> 1:30:46.280]  So please visit save info wars dot com save info wars dot com where you can make straight
[1:30:46.280 --> 1:30:51.440]  donations, five, 10, $50, $100, whatever you can so that I can continue to persevere.
[1:30:51.440 --> 1:30:52.440]  I'll never give up.
[1:30:52.440 --> 1:30:53.440]  I'll never give in.
[1:30:53.440 --> 1:30:54.440]  But I could give out.
[1:30:54.440 --> 1:30:58.200]  Thank you for your support wouldn't be without you save info wars dot com.
[1:30:58.200 --> 1:31:04.240]  The biggest sale of 2022 is now live exclusively at info wars store dot com.
[1:31:04.240 --> 1:31:11.120]  The info wars store super sale is now live 40 to 50% off bare minimum 40% off made the
[1:31:11.120 --> 1:31:14.920]  products 15% off at info wars store dot com.
[1:31:14.920 --> 1:31:19.960]  The most exciting of all these incredible products is X3 all three of the very best
[1:31:19.960 --> 1:31:26.080]  types of iodine that are natural and pure that should get into your cells are in X3
[1:31:26.080 --> 1:31:30.760]  the deep breath crystal iodine and two other types to maximize full absorption.
[1:31:30.760 --> 1:31:36.680]  This really is the missing link X3 sold out for a long time is finally back in stock available
[1:31:36.680 --> 1:31:42.720]  at info wars store dot com or by calling toll free triple eight two five three three one
[1:31:42.720 --> 1:31:43.720]  three nine.
[1:31:43.720 --> 1:31:48.560]  Now it takes a few weeks for this high quality iodine to kick in but almost everybody after
[1:31:48.560 --> 1:31:50.680]  that feels the effects.
[1:31:50.680 --> 1:31:55.640]  It's not a sheer immune system, but it's for your energy and so much more X3 back in stock
[1:31:55.640 --> 1:31:58.400]  at info wars store dot com 50% off.
[1:31:58.400 --> 1:32:04.840]  Ladies and gentlemen the biggest sale of 2022 is now live at info wars store dot com.
[1:32:04.840 --> 1:32:11.480]  It's the info wars store super sale 40 to 50% off all products in the store survival
[1:32:11.480 --> 1:32:17.520]  shield X3 sold out for almost six months back in stock 50% off brain force ultra back in
[1:32:17.520 --> 1:32:24.960]  stock 50% off brain force plus back in stock 50% off DNA force plus back in stock 50% off
[1:32:24.960 --> 1:32:29.080]  physique magnesium both of the highest quality types of magnesium nobody else has got that
[1:32:29.080 --> 1:32:34.280]  50% off organic greens fiber caps highest quality 50% off survival of vitality feel
[1:32:34.280 --> 1:32:40.000]  of vitality 50% off ultimate creole back in stock 40% off knockout sleep support 40%
[1:32:40.000 --> 1:32:46.200]  off it goes on and on vitamin D3 gummies 40% off vasovage 40% off open fish oil 40%
[1:32:46.200 --> 1:32:50.960]  off you need to do this for your immune system has fallen winter plus it funds the info war
[1:32:50.960 --> 1:32:52.280]  thank you for your support.
[1:32:52.280 --> 1:32:56.760]  The only way you lose is not going to info wars store dot com and getting 40 to 50% off
[1:32:56.760 --> 1:32:59.480]  on all these amazing products.
[1:32:59.480 --> 1:33:27.280]  Getting a frontal assault on the lies of the new world order it's Alex Jones.
[1:33:27.280 --> 1:33:31.720]  Not on earth is happening all right mark you got two segments left we're going to do a
[1:33:31.720 --> 1:33:35.640]  commercial free podcast you said you'll do it in the next few weeks for like two hours
