[00:00.000 --> 00:18.000]  Infowars. Tomorrow's news. Today.
[1:17:21.000 --> 1:17:25.000]  and for your entire body's functions is insane.
[1:17:25.000 --> 1:17:30.000]  Regular low grade fish oil in all the studies does outstanding things.
[1:17:30.000 --> 1:17:34.000]  This is the highest grade and it's not been pasteurized.
[1:17:34.000 --> 1:17:35.000]  It's not been boiled.
[1:17:35.000 --> 1:17:38.000]  So it has its original effects intact.
[1:17:38.000 --> 1:17:42.000]  Ladies and gentlemen, everybody should visit infowarstore.com today
[1:17:42.000 --> 1:17:47.000]  and get ultimate fish oil finally back in stock for 50% off.
[1:17:47.000 --> 1:17:49.000]  For our regular fans, their big supporters, you're going to love it.
[1:17:49.000 --> 1:17:51.000]  You already know how great it is.
[1:17:51.000 --> 1:17:55.000]  But for folks that have been on the fence, experience ultimate fish oil for yourself.
[1:17:55.000 --> 1:17:58.000]  Try taking some before bedtime and see what happens with your dreams.
[1:17:58.000 --> 1:18:02.000]  It's the fourth coin that we've released the last year.
[1:18:02.000 --> 1:18:04.000]  And I believe the most powerful.
[1:18:04.000 --> 1:18:08.000]  The man in the arena coin, Teddy Roosevelt.
[1:18:08.000 --> 1:18:13.000]  The citizen of a republic, the man in the arena.
[1:18:13.000 --> 1:18:17.000]  There's only 10,000 of this coin and it exists in the world.
[1:18:17.000 --> 1:18:19.000]  It will never be made again.
[1:18:19.000 --> 1:18:21.000]  It's not just an amazing historic coin.
[1:18:21.000 --> 1:18:25.000]  It funds the information war against the globalist.
[1:18:25.000 --> 1:18:27.000]  This is something you want to hand down to your grandchildren.
[1:18:27.000 --> 1:18:29.000]  This is something you want to own.
[1:18:29.000 --> 1:18:35.000]  And as a fundraiser, it is funding the information war against the globalist.
[1:18:35.000 --> 1:18:39.000]  Ladies and gentlemen, 10,000 coins are available. They'll sell out very quickly.
[1:18:39.000 --> 1:18:42.000]  Please be part of history and thank you all for your support.
[1:18:42.000 --> 1:18:49.000]  You can go to 1776coin.com or you can go to patreoncollectibles.com and secure this coin.
[1:18:49.000 --> 1:18:54.000]  There's only 10,000 of this coin in existence and it funds the info war.
[1:18:54.000 --> 1:18:58.000]  Man in the arena coin, Teddy Roosevelt, 1776coin.com
[1:18:58.000 --> 1:19:05.000]  Experience the next level in high-powered energy neutropics with our latest brain force offering, Brain Force Ultra.
[1:19:05.000 --> 1:19:11.000]  Now it is easier than ever to take in the new liquid form with eight beneficial super ingredients.
[1:19:11.000 --> 1:19:15.000]  Brain Force Ultra is the result of years of enhanced formulation.
[1:19:15.000 --> 1:19:20.000]  Three of toxic additives each ingredient is specifically selected for its many key properties.
[1:19:20.000 --> 1:19:25.000]  Some of the proprietary super ingredients behind Brain Force Ultra include
[1:19:25.000 --> 1:19:32.000]  Garamaseep, which is loaded with energy compounds and antioxidants that have been used by Amazonian tribes for centuries.
[1:19:32.000 --> 1:19:39.000]  AlphaGPC, a natural compound found in the brain that delivers an essential nutrient, Koli and Ginkoli,
[1:19:39.000 --> 1:19:43.000]  which is also known for its exceptional antioxidant content.
[1:19:43.000 --> 1:19:49.000]  This product is more than twice the servings of our Brain Force Plus as well, so you know it's packed full of the good stuff.
[1:19:49.000 --> 1:19:58.000]  Destroy that brain fog today and secure your bottle of Brain Force Ultra before it is completely sold out at infowarstore.com.
[1:19:58.000 --> 1:20:25.000]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[1:20:25.000 --> 1:20:33.000]  You know the only answer I think to this madness that we are enduring, that we are being subjected to by the American Left,
[1:20:33.000 --> 1:20:40.000]  is folks, Americans just have to wake up and be honest and get into leadership roles.
[1:20:40.000 --> 1:20:44.000]  And we just have to stop playing games with these goons.
[1:20:44.000 --> 1:20:46.000]  We have to stop electing these goons.
[1:20:46.000 --> 1:20:49.000]  We have to stop putting these goons in classrooms.
[1:20:49.000 --> 1:20:51.000]  They're goons.
[1:20:51.000 --> 1:20:53.000]  And they're psychotic.
[1:20:53.000 --> 1:20:57.000]  Just look at what they do to children.
[1:20:57.000 --> 1:21:00.000]  Just look at what they've done to the legal system.
[1:21:00.000 --> 1:21:04.000]  I mean, just look at what they've done to the country.
[1:21:04.000 --> 1:21:12.000]  So I don't know how bad it has to get for Americans to finally wake up and stand against this radical left-wing fascism,
[1:21:12.000 --> 1:21:16.000]  which, again, it's like we didn't learn from the 20th centuries.
[1:21:16.000 --> 1:21:26.000]  We didn't learn from all the left-wing ideologies of the 21st centuries that resulted in millions dead.
[1:21:26.000 --> 1:21:28.000]  The left-wing ideology of Lenin.
[1:21:28.000 --> 1:21:30.000]  The left-wing ideology of Stalin.
[1:21:30.000 --> 1:21:32.000]  The left-wing ideology of Mao.
[1:21:32.000 --> 1:21:34.000]  The left-wing ideology of Hitler.
[1:21:34.000 --> 1:21:39.000]  Did we not learn from the 20th century about what the left-wing ideology does?
[1:21:39.000 --> 1:21:48.000]  How many people have to die in the 21st century in the West to learn how deadly left-wing ideology is?
[1:21:48.000 --> 1:21:54.000]  To learn how deadly socialism and communism are.
[1:21:54.000 --> 1:21:57.000]  How many people have to die?
[1:21:57.000 --> 1:21:59.000]  Do we really have to learn this lesson again?
[1:21:59.000 --> 1:22:06.000]  Did we really not learn enough with 200 million people dead because of the left-wing ideology?
[1:22:06.000 --> 1:22:12.000]  Did we really not learn enough?
[1:22:12.000 --> 1:22:19.000]  Here's an example as they put that graphic on screen.
[1:22:19.000 --> 1:22:22.000]  I've got it somewhere in my stacks of news here.
[1:22:22.000 --> 1:22:29.000]  I've got so much damn news.
[1:22:29.000 --> 1:22:35.000]  There was, here it is, there was an active shooter lockdown yesterday
[1:22:35.000 --> 1:22:40.000]  at San Antonio High School, Jefferson High.
[1:22:40.000 --> 1:22:48.000]  And in fact, quickly before I get to the point here, we have footage of this where parents tried to intervene
[1:22:48.000 --> 1:22:53.000]  so that their kids didn't get killed like they did at Uvaldi when the cops stood down
[1:22:53.000 --> 1:22:59.000]  and the parents got arrested. Here's that in clip 5.
[1:22:59.000 --> 1:23:05.000]  How many people have to die in the 21st century?
[1:23:05.000 --> 1:23:12.000]  How many people have to die in the 21st century?
[1:23:12.000 --> 1:23:15.000]  They're all in the picture here.
[1:23:15.000 --> 1:23:18.000]  They're all in the picture here.
[1:23:18.000 --> 1:23:21.000]  They're all in the picture here.
[1:23:21.000 --> 1:23:44.880]  Parents obviously upset that the cops are going after the parent here.
[1:23:44.880 --> 1:23:53.960]  Now can you blame those parents for wanting to intervene after what happened in Uvaldi
[1:23:53.960 --> 1:23:57.680]  and the stand down?
[1:23:57.680 --> 1:24:01.480]  But that's not even really the point I want to make here.
[1:24:01.480 --> 1:24:07.720]  Ladies and gentlemen, there should never be another active shooter situation at a school
[1:24:07.720 --> 1:24:08.720]  again in this country.
[1:24:08.720 --> 1:24:09.880]  It should never happen again.
[1:24:09.880 --> 1:24:12.040]  It should not happen.
[1:24:12.040 --> 1:24:14.680]  And I know how to stop it.
[1:24:14.680 --> 1:24:22.160]  If you have one, just one, I mean it could be someone out of the military, it could be
[1:24:22.160 --> 1:24:26.440]  someone out of the police force, it could be some other specialist training.
[1:24:26.440 --> 1:24:36.600]  If you have one trained armed guard on the schoolyard at all times, this won't happen.
[1:24:36.600 --> 1:24:39.280]  Why is that so hard to understand?
[1:24:39.280 --> 1:24:44.480]  Why do we have armed security at banks so that a bank robber doesn't show up with a gun
[1:24:44.480 --> 1:24:45.760]  and rob the bank?
[1:24:45.760 --> 1:24:50.320]  Well, okay, that's pretty common sense, isn't it?
[1:24:50.320 --> 1:24:54.400]  So why don't we have armed guards at schools?
[1:24:54.400 --> 1:24:59.680]  Or do we value money more than children?
[1:24:59.680 --> 1:25:04.360]  As you're watching footage from the Uvaldi stand down in the school.
[1:25:04.360 --> 1:25:09.320]  Now police might have their tactics and they might have their beliefs and they might have
[1:25:09.320 --> 1:25:14.880]  oh well we should do this or we should do this and again I'm not even arguing that.
[1:25:14.880 --> 1:25:19.600]  Everybody knows what happened at Uvaldi.
[1:25:19.600 --> 1:25:25.220]  There should never be another active school shooter ever again in this country.
[1:25:25.220 --> 1:25:28.280]  And we all know how to stop the problem.
[1:25:28.280 --> 1:25:30.880]  And why can't we accomplish that?
[1:25:30.880 --> 1:25:32.960]  Because Democrats.
[1:25:32.960 --> 1:25:38.360]  Because Democrats are more enthused to disarm the population.
[1:25:38.360 --> 1:25:41.440]  It's the last thing that happens before you become a slave.
[1:25:41.440 --> 1:25:44.360]  You get disarmed.
[1:25:44.360 --> 1:25:46.920]  And Democrats are more concerned with that.
[1:25:46.920 --> 1:25:50.840]  They're more concerned with their agenda to take your guns so they can tell you how to
[1:25:50.840 --> 1:25:55.400]  live your life and enslave you and eventually murder you.
[1:25:55.400 --> 1:25:58.820]  Just like the left wing ideology has done throughout human history.
[1:25:58.820 --> 1:26:02.400]  They take your guns and then they murder you.
[1:26:02.400 --> 1:26:06.080]  Again 20th century history, look it up.
[1:26:06.080 --> 1:26:11.080]  Schools must have skipped history class.
[1:26:11.080 --> 1:26:20.640]  You put a well-trained military man, a well-trained policeman who's an expert in marksmanship
[1:26:20.640 --> 1:26:24.080]  and firearms and combat.
[1:26:24.080 --> 1:26:29.040]  There will never be another active school shooter situation if a school shooter shows
[1:26:29.040 --> 1:26:33.280]  up that trained guard will have them down and neutralized.
[1:26:33.280 --> 1:26:41.360]  I mean what should we say, 10 minutes max, 5 probably less?
[1:26:41.360 --> 1:26:44.960]  I mean I guarantee you there's military men listening to this show right now.
[1:26:44.960 --> 1:26:47.320]  There's people listening who have friends and family in the military.
[1:26:47.320 --> 1:26:49.520]  I've got plenty of military buddies.
[1:26:49.520 --> 1:26:56.880]  I know for a fact that the military guys I know, if it was their job to protect a school
[1:26:56.880 --> 1:27:02.640]  shooter, to protect a school from a shooter, that school shooter would be neutralized quickly
[1:27:02.640 --> 1:27:07.480]  and they would be very enthused to take up that role.
[1:27:07.480 --> 1:27:14.200]  They'd be very enthused to protect those kids and they would put their body on the line
[1:27:14.200 --> 1:27:16.440]  to do it.
[1:27:16.440 --> 1:27:18.560]  So why aren't we doing this?
[1:27:18.560 --> 1:27:25.840]  Again, because the Democrat agenda to take your guns is more important than protecting
[1:27:25.840 --> 1:27:29.760]  children in schools.
[1:27:29.760 --> 1:27:34.160]  And when you understand that, you understand their entire ideology.
[1:27:34.160 --> 1:27:39.440]  It's politics first, politics second, politics third, politics fourth and all the way down
[1:27:39.440 --> 1:27:47.040]  the line, nothing else exists in their mind except politics and their agenda to dominate
[1:27:47.040 --> 1:27:50.560]  you with their politics.
[1:27:50.560 --> 1:27:55.000]  There should never be another active school shooter in this country ever again.
[1:27:55.000 --> 1:28:01.040]  We could easily have an armed guard at every school well trained easily, easily.
[1:28:01.040 --> 1:28:02.600]  How about this?
[1:28:02.600 --> 1:28:11.000]  How many special operations military men are in Ukraine right now?
[1:28:11.000 --> 1:28:15.840]  Probably hundreds of Americans killing Russians in Ukraine right now.
[1:28:15.840 --> 1:28:18.400]  You think, what do you think is more important?
[1:28:18.400 --> 1:28:23.560]  Them going over there to kill Russians or them being here to protect our schools?
[1:28:23.560 --> 1:28:27.760]  What do you think is more important?
[1:28:27.760 --> 1:28:32.360]  What do you think would be a better use of their skill?
[1:28:32.360 --> 1:28:36.880]  What do you think would be a better use of their skill for America?
[1:28:36.880 --> 1:28:41.960]  Sending them over to more wars that have nothing to do with the people of this country or putting
[1:28:41.960 --> 1:28:49.200]  their skills to work in schools so that there never is another mass shooting in this country?
[1:28:49.200 --> 1:28:54.560]  But see, we live in the clown world, so we send military and weapons to kill Russians,
[1:28:54.560 --> 1:28:59.320]  not protect our kids.
[1:28:59.320 --> 1:29:04.040]  The best selling book in America last week was The Great Reset and the War for the Worlds
[1:29:04.040 --> 1:29:06.760]  written by Alex Jones.
[1:29:06.760 --> 1:29:11.320]  Jones sold more than 56,000 copies of his book last week, but the New York Times lied
[1:29:11.320 --> 1:29:13.600]  about that because the New York Times doesn't want you to know that.
[1:29:13.600 --> 1:29:17.320]  The New York Times wants you to believe that Alex Jones is more discredited than the New
[1:29:17.320 --> 1:29:18.320]  York Times.
[1:29:18.320 --> 1:29:22.040]  It's the paper that started the Iraq War by lying about weapons mass destruction and
[1:29:22.040 --> 1:29:25.320]  got a million people killed, so they lied about his book.
[1:29:25.320 --> 1:29:30.760]  The Great Reset and the War for the World, the historic book that lays out the plans
[1:29:30.760 --> 1:29:39.040]  of the Great Reset Death Star and exposes the New World Order's plans for global enslavement.
[1:29:39.040 --> 1:29:45.760]  Get your copy now at Amazon.com to keep the book at number one and InfowarsStore.com to
[1:29:45.760 --> 1:29:48.760]  help keep Infowars on the air.
[1:29:48.760 --> 1:29:52.920]  The Great Reset and the War for the World by Alex Jones.
