[00:00:00.069 --> 00:00:01.751]  This is InfoWars, right?
[01:10:25.925 --> 01:10:30.748]  Because it started to be like a series of lie after lie after lie and fake.
[01:10:30.748 --> 01:10:31.428]  It wasn't a tweet.
[01:10:31.428 --> 01:10:34.249]  It was a truth social after truth social after truth social.
[01:10:35.330 --> 01:10:36.631]  Give them the rundown on that.
[01:10:36.631 --> 01:10:41.212]  Yeah, so initially, we didn't publish anything about the dinner.
[01:10:41.212 --> 01:10:44.094]  It was rumored that Ye went to dinner with Trump.
[01:10:44.094 --> 01:10:47.955]  Then it was rumored that I was at the dinner because I walked through the airport in Miami.
[01:10:47.955 --> 01:10:55.258]  Then there was a statement from Jason Miller, who spoke as a representative for Trump, and he said, well, Nick Fuentes was not at the dinner.
[01:10:55.258 --> 01:10:56.959]  And it was only at that point, which was a lie,
[01:10:57.679 --> 01:11:01.442]  It was only at that point when we began to respond and Ye said, he can't say that.
[01:11:01.442 --> 01:11:02.422]  Nick was at the dinner.
[01:11:02.422 --> 01:11:03.383]  That was a lie.
[01:11:03.383 --> 01:11:05.925]  But I mean, I actually like the speeches that Jason Miller wrote.
[01:11:05.925 --> 01:11:07.946]  Maybe, I mean, he was just scared.
[01:11:07.946 --> 01:11:09.147]  Who was scared?
[01:11:09.147 --> 01:11:10.268]  Trump?
[01:11:10.268 --> 01:11:12.429]  No, I mean, I think Miller thinking it was a setup.
[01:11:12.429 --> 01:11:14.491]  But I mean, I think that's what they thought.
[01:11:14.491 --> 01:11:15.732]  They thought, oh, this is a setup.
[01:11:16.533 --> 01:11:18.233]  And I think that's where that fear came from.
[01:11:18.233 --> 01:11:21.394]  But okay, but people gotta stop lying.
[01:11:21.394 --> 01:11:29.096]  Our leaders, our politicians have to stop being afraid and being so political, and we have to put Christ first.
[01:11:29.096 --> 01:11:38.678]  And if anything comes from this, like, the best thing that could come from this is, I'm the President of the United States in 2024.
[01:11:38.678 --> 01:11:45.020]  The worst thing that could come from this is, our leaders are held to Christian values, not Zionist values.
[01:11:45.740 --> 01:11:50.364]  Now, let's talk about the difference of Trump's truth socials.
[01:11:50.364 --> 01:11:53.606]  Yeah, so he put out three successive posts.
[01:11:53.606 --> 01:12:00.412]  There's three responses from Trump on truth social, and they just get more sort of erratic as the pressure grows.
[01:12:00.412 --> 01:12:03.534]  You know, the first one, he says, it was a very uneventful dinner.
[01:12:03.534 --> 01:12:05.215]  I did meet with Ye.
[01:12:05.215 --> 01:12:10.760]  The next post was, I don't know who Nick Fuentes was, and it was totally uneventful.
[01:12:10.760 --> 01:12:11.741]  The third one, he says,
[01:12:12.421 --> 01:12:17.062]  Ye, a very troubled man who happens to be black, came for badly needed advice.
[01:12:17.062 --> 01:12:21.083]  And so I just kept getting more and more sort of angry and erratic.
[01:12:21.083 --> 01:12:27.005]  And I think what Ye's getting at, I don't want to put words in his mouth, but Trump is surrounded by handlers.
[01:12:27.005 --> 01:12:29.926]  He's surrounded by people like Jared Kushner and Jason Miller.
[01:12:29.926 --> 01:12:31.286]  He's got three campaign managers.
[01:12:31.286 --> 01:12:34.567]  Well, Jared Kushner bailed because he got what he wanted out of Trump, right?
[01:12:34.567 --> 01:12:36.768]  What did Jared do when Trump was in office?
[01:12:37.048 --> 01:12:38.329]  He got the Abraham Accords.
[01:12:38.329 --> 01:12:42.892]  Jared Kushner with his best friend, Bibi Netanyahu, at 666 5th Avenue.
[01:12:42.892 --> 01:12:47.596]  They brokered the Abraham Accords, which opened up investment from the Gulf States into Israel.
[01:12:47.596 --> 01:12:49.597]  What did Netanyahu have to say about it exactly?
[01:12:49.597 --> 01:12:53.400]  Netanyahu loves it, of course, because... But let's expand on that.
[01:12:53.400 --> 01:12:55.121]  I love Jared!
[01:12:55.121 --> 01:12:55.501]  Hey!
[01:12:55.501 --> 01:12:55.902]  Hey!
[01:12:55.902 --> 01:12:58.403]  This is Netanyahu!
[01:12:58.403 --> 01:12:59.424]  Okay.
[01:12:59.424 --> 01:13:00.285]  Now keep going.
[01:13:00.285 --> 01:13:01.606]  My point is, is that...
[01:13:03.227 --> 01:13:11.391]  It's fair though for Trump that it is a political attack to claim that he endorses or represents even the views they claim you hold that you don't hold.
[01:13:11.391 --> 01:13:15.714]  So clearly you can see how the media is using you guys as an attack on Trump.
[01:13:15.714 --> 01:13:22.957]  They're using us to try to put this guy we've never heard of, DeSantis, in office.
[01:13:22.957 --> 01:13:27.960]  Like, DeSantis is going to play by the book.
[01:13:27.960 --> 01:13:30.881]  The thing about Trump is this guy is
[01:13:32.711 --> 01:13:34.032]  One of the best presidents we have.
[01:13:34.032 --> 01:13:35.092]  He's top five presidents.
[01:13:35.092 --> 01:13:37.874]  He's right there with Ronald Reagan.
[01:13:37.874 --> 01:13:40.015]  And he was a warden grad.
[01:13:40.015 --> 01:13:42.776]  He's one of the best businessmen of all time.
[01:13:42.776 --> 01:13:48.019]  And the entire time he was the president, the Jewish media attacked him.
[01:13:48.019 --> 01:13:51.721]  They were mad because he was actually working for the country.
[01:13:51.721 --> 01:13:59.625]  And now they're doing everything, including this meeting, to try to say he's not allowed to meet with... This is InfoWars!
[01:14:00.385 --> 01:14:04.788]  Who are you to say who the President can meet with, Netanyahu?
[01:14:04.788 --> 01:14:11.171]  Like, I'm not gonna... The Holy Spirit fills me up, and the less sin I have, the less angry I get, you know?
[01:14:11.171 --> 01:14:25.260]  So, you can't make me angry, but if I was another version of Ye, the Kanye West that you guys know, I would be angry at Netanyahu for even speaking on one of the best Presidents, one of our best Presidents of all times.
[01:14:25.260 --> 01:14:28.742]  Shut the... Shut the bless up, Netanyahu!
[01:14:29.659 --> 01:14:30.579]  This is from Ye.
[01:14:30.579 --> 01:14:31.560]  Now you know who I am.
[01:14:31.560 --> 01:14:34.440]  Do you know who I am now, Netanyahu?
[01:14:34.440 --> 01:14:36.821]  You know who I am now, Jared Kushner?
[01:14:36.821 --> 01:14:38.521]  You know who I am, Josh Kushner?
[01:14:38.521 --> 01:14:42.002]  Let me tell you something about Softie Josh, right?
[01:14:42.002 --> 01:14:45.623]  Marshmallow Josh, um, was at a dinner.
[01:14:45.623 --> 01:14:48.864]  I'm at Jared's house, Jared and Ivanka's house, and, um,
[01:14:52.424 --> 01:15:03.027]  I didn't realize at the dinner that Josh Kushner had 10% of Skims, which was my ex-wife's clothing line, which I have 5% of.
[01:15:03.027 --> 01:15:09.929]  And it's one of the reasons why, even after the attack where Ari Emanuel had all of my deals destroyed, I was still worth $400 million, right?
[01:15:09.929 --> 01:15:11.989]  And still had $250 million of cash available, right?
[01:15:18.171 --> 01:15:22.433]  Josh, I say, what do you think about Jared working for me in 2024?
[01:15:22.433 --> 01:15:25.514]  And Josh looks at Jared and says, oh, I would kill him.
[01:15:25.514 --> 01:15:28.415]  And so then towards the end of the meeting, I'm leaving their apartment.
[01:15:28.415 --> 01:15:35.538]  They do it like a soft hug, because I think like Jared, as soft as Jared is, he has to hug Josh extra soft.
[01:15:35.538 --> 01:15:38.639]  So, you know, he doesn't melt like toilet paper.
[01:15:38.639 --> 01:15:41.200]  And what I realized afterwards that
[01:15:42.060 --> 01:15:46.843]  Josh had 10% of a line that I only had 5% double.
[01:15:46.843 --> 01:15:50.045]  Where I, you know, Skims is an extension of Yeezy.
[01:15:50.045 --> 01:15:51.606]  It's an extension of my brand.
[01:15:51.606 --> 01:15:56.789]  Literally, I put the creative director from Yeezy at Skims.
[01:15:56.789 --> 01:15:59.871]  Because at first, Skims was a lingerie line.
[01:16:00.271 --> 01:16:04.836]  And then, it was Kris Jenner's idea to make it a shapewear line, and I said, I have the perfect person.
[01:16:04.836 --> 01:16:16.989]  Let's take these elements of Yeezy, and let's put this here, and then Josh goes in and puts $150 million from some investment firm to then control something that my ex-wife was making for our children.
[01:16:16.989 --> 01:16:17.350]  No, I get it.
[01:16:17.350 --> 01:16:20.793]  So you're at this meeting and literally realizing, oh my God, I own this and ran this.
[01:16:20.793 --> 01:16:21.995]  This guy's double what I get.
[01:16:22.515 --> 01:16:23.956]  You didn't even know he was the owner!
[01:16:23.956 --> 01:16:25.396]  Yeah, and that's what I explained to Jared.
[01:16:25.396 --> 01:16:26.257]  I was on text with Jared.
[01:16:26.257 --> 01:16:32.399]  I said, what if I had 10% of a line with Ivanka, and you didn't know, and you only had 5%?
[01:16:32.399 --> 01:16:37.141]  I'm sure you... But what if he learned you own 10% of 666 Park Avenue?
[01:16:37.141 --> 01:16:37.822]  He'd be pissed.
[01:16:37.822 --> 01:16:47.026]  Or what if I had 10% of that 800... How big was the deal that he did after he got out of... So what you're saying is we need reparations from Hollywood.
[01:16:47.606 --> 01:16:50.027]  We need the Hollywood elite that have almost all the money.
[01:16:50.027 --> 01:16:51.728]  They need reparations to America.
[01:16:51.728 --> 01:16:57.510]  Wait, I want to talk about how Jared did that first deal with Netanyahu.
[01:16:57.510 --> 01:16:58.870]  Yeah, he got billions.
[01:16:58.870 --> 01:17:01.611]  And this is something that was covered in the Wall Street Journal.
[01:17:01.611 --> 01:17:05.052]  Jared Kushner brokered the Abraham Accords with Netanyahu.
[01:17:05.052 --> 01:17:10.094]  And before Trump was even out of office, they were arranging for how Kushner could take a massive fee from him.
[01:17:10.094 --> 01:17:14.579]  Well yeah, but separate from Kushner getting money, I don't like Kushner, he glows in the dark, he's creepy as hell.
[01:17:14.579 --> 01:17:19.624]  But I mean, that's a good peace deal to get the Arabs and Jews to quit killing each other.
[01:17:19.624 --> 01:17:25.109]  But I agree with you to some extent, but don't- I mean actually, that's a pretty- I said, that's something good Kushner did.
[01:17:25.109 --> 01:17:28.132]  I mean, I don't like Kushner, but I mean- He did it for the money.
[01:17:28.132 --> 01:17:31.596]  Well, but I mean, we got things- And I would say- I'm not defending him!
[01:17:31.596 --> 01:17:33.278]  I'm saying, isn't it good to try to get Middle East peace?
[01:17:36.485 --> 01:17:37.686]  Let's ask Nick.
[01:17:37.686 --> 01:17:39.087]  Yeah, Nick, go ahead.
[01:17:39.087 --> 01:17:45.631]  If you want Middle East peace, you have to go to Israel, because Israel is the one who has been bombing Syria.
[01:17:45.631 --> 01:17:49.153]  Israel's the one that's- And they got 200 nuclear weapons, they ain't going nowhere.
[01:17:49.153 --> 01:17:55.516]  Exactly, and that's why they killed JFK and RFK, was because of, they were trying to get their WMD program off the ground.
[01:17:55.516 --> 01:18:00.780]  Operation Apollo, it was Jack Kennedy that wanted IAEA inspectors looking into it.
[01:18:00.780 --> 01:18:05.663]  No, and that is probably one of the main, that's one of the reasons Kennedy got killed, that was- What we need to say right now,
[01:18:06.423 --> 01:18:09.304]  And we're going to bring Ali on in a second.
[01:18:09.304 --> 01:18:11.745]  Both of my parents were educators, right?
[01:18:11.745 --> 01:18:14.267]  And we're here as the educators.
[01:18:14.267 --> 01:18:14.967]  That's what's in our heart.
[01:18:14.967 --> 01:18:19.069]  When we get the information, we put ourselves at risk to give you the information.
[01:18:19.069 --> 01:18:25.592]  There's a lot of teachers, incredibly intelligent people that have been canceled and kicked out of universities for not...
[01:18:26.232 --> 01:18:27.733]  Playing along with the system.
[01:18:27.733 --> 01:18:32.437]  So stop looking at us like celebrities, like we're trying to get media.
[01:18:32.437 --> 01:18:40.484]  We're using our position, putting our finances, putting our personal well-being at risk to say the truth out loud.
[01:18:40.484 --> 01:18:49.751]  And I was on the plane with Nick and I said, it feels like we're in Vietnam in the middle of the war with our backs to the wall, holding our guns and saying, you know, Nick, how did you get here?
[01:18:49.751 --> 01:18:50.051]  Yeah.
[01:18:50.051 --> 01:18:50.772]  How did you get here?
[01:18:51.352 --> 01:18:56.376]  Well, all the guns are going off and all the media is going off and say this is InfoWars, right?
[01:18:56.376 --> 01:19:00.199]  So you got some InfoWarriors on both sides of you and you fought for us.
[01:19:00.199 --> 01:19:09.025]  You've been fighting this battle for a long time, Alex, and we just got to salute you as a Christian and as American because you paved the way to make braver soldiers like us today.
[01:19:09.025 --> 01:19:12.388]  It's like Terminator Part 10 happening right now.
[01:19:12.388 --> 01:19:12.528]  Wow.
