[00:00:00.089 --> 00:00:00.570]  Red alert.
[01:02:45.044 --> 01:02:47.145]  Commoners weren't allowed to have chain mail.
[01:02:47.805 --> 01:02:52.666]  Commoners weren't allowed to have axes that had certain size blades that were for battle.
[01:02:53.499 --> 01:03:04.623]  Dogs, if you own dogs in medieval Europe, they would cut off several of the digits of the foot so that your dog couldn't chase the nobles' rabbits and deer.
[01:03:05.063 --> 01:03:08.565]  You had to feed the dog with whatever meager amount of food you had.
[01:03:11.586 --> 01:03:15.147]  Now, noble dogs, they didn't have part of their feet cut off.
[01:03:16.465 --> 01:03:17.726]  I'm going to go to your calls right now.
[01:03:17.746 --> 01:03:20.628]  I appreciate you holding Elaine in Maine.
[01:03:20.668 --> 01:03:21.929]  Thank you so much for joining us.
[01:03:22.249 --> 01:03:23.810]  What is your take and view on all of this?
[01:03:24.991 --> 01:03:25.471]  Thank you.
[01:03:26.292 --> 01:03:27.733]  Thank you, Alex, for having me on.
[01:03:29.494 --> 01:03:34.278]  My take on it is actually, I agree so much with you.
[01:03:34.478 --> 01:03:35.799]  Everything is spot on.
[01:03:35.819 --> 01:03:39.802]  I don't think I could have said any of it better than you.
[01:03:39.822 --> 01:03:42.804]  I believe you're right on everything.
[01:03:44.105 --> 01:03:48.475]   I think The Ukraine invasion was a theater.
[01:03:48.555 --> 01:03:52.197]  I think it was planned.
[01:03:52.557 --> 01:03:56.819]  I mean, Putin basically walked through Ukraine and took it.
[01:03:56.979 --> 01:04:00.981]  There was no opposition to speak of, very little.
[01:04:01.201 --> 01:04:08.965]  The UN didn't have overhead planes bombing them, and the US didn't go after them.
[01:04:10.185 --> 01:04:11.686]  I mean, the UN sent more.
[01:04:12.762 --> 01:04:21.481]   planes over to the peaceful convoy, freedom convoy in Canada
[01:04:21.481 --> 01:04:27.082]   and along with the uh... the uh...
[01:04:27.082 --> 01:04:32.922]   uh... U.N. soldiers uh... they sent more over there than they did with Ukraine.
[01:04:33.299 --> 01:04:33.879]  Well that's right.
[01:04:33.899 --> 01:04:35.460]  Let's talk about what's happened in Ukraine.
[01:04:35.661 --> 01:04:39.424]  Clearly the military leadership was bought off before the invasion.
[01:04:39.944 --> 01:04:50.113]  And so ragtag pilots, ragtag tank groups, ragtag militias are fighting and dying valiantly in the face of the Russians and actually holding them off in some areas.
[01:04:50.534 --> 01:04:55.574]   And the border guards, they didn't get the memo to surrender, so they got killed on Snake
[01:04:55.574 --> 01:04:56.574]  Island.
[01:04:56.574 --> 01:05:01.693]   And it can only make you admire these hard-fighting good people who are upset about being invaded
[01:05:01.693 --> 01:05:05.173]  by their historic genetic brethren.
[01:05:05.173 --> 01:05:08.413]   But still, you don't want your cousin coming and taking your house over, even though they're
[01:05:08.413 --> 01:05:09.413]  your cousin.
[01:05:09.413 --> 01:05:10.413]  It doesn't matter if they're blood.
[01:05:10.413 --> 01:05:12.134]  So, I mean, Russia's got its issues.
[01:05:12.134 --> 01:05:14.974]  But the leadership stood down.
[01:05:14.974 --> 01:05:21.213]   And that's why Zelensky's hanging out with the fraud of frauds.
[01:05:20.975 --> 01:05:27.975]   Hollywood people and all the rest of it because behind the scenes from my sources, Zelensky
[01:05:27.975 --> 01:05:30.295]  is actually a double agent working for Putin.
[01:05:30.295 --> 01:05:32.894]  Oh, I wouldn't doubt it.
[01:05:32.894 --> 01:05:41.255]   I think the fact that Zelensky was giving an interview with Sean Penn during the invasion,
[01:05:41.255 --> 01:05:44.014]  I think that tells a lot.
[01:05:44.006 --> 01:05:44.927]  Well, it sure does.
[01:05:45.027 --> 01:05:46.348]  And the name I was looking for was Sean Penn.
[01:05:46.448 --> 01:05:47.208]  I know Sean Penn.
[01:05:47.228 --> 01:05:52.072]  And when he plays the character of the stoned idiot in Fast Times at Ridgemont High, that's who he is.
[01:05:52.333 --> 01:05:53.594]  He probably has a 70 IQ.
[01:05:53.674 --> 01:05:55.415]  Thank you for the call, Elaine.
[01:05:55.455 --> 01:05:56.456]  We really appreciate you.
[01:05:56.716 --> 01:05:57.837]  More calls just a few minutes away.
[01:05:57.857 --> 01:05:58.838]  I'm going to write your calls.
[01:05:59.178 --> 01:06:00.559]  Bang, bang, bang, straight ahead.
[01:06:00.739 --> 01:06:02.261]  And so much breaking news.
[01:06:02.601 --> 01:06:03.562]  InfoWars.com.
[01:06:05.600 --> 01:06:07.542]  We will reconstruct Atlantis.
[01:06:08.362 --> 01:06:10.384]  We have reconstructed Atlantis.
[01:06:11.244 --> 01:06:13.886]  And now the war for the future is here.
[01:06:15.447 --> 01:06:17.009]  The power of our source.
[01:06:18.582 --> 01:06:20.163]  Ladies and gentlemen, thank you for joining us.
[01:06:20.203 --> 01:06:45.318]  I'm going right to your calls after this very short little compilation of Klaus Schwab explaining the next phase of their takeover is the cyber attack so that his disciples know he's in command with the globalists so that they're read into how to respond when the cyber attack comes that's then blamed on foreign enemies to trigger wider war and accelerated collapse of civilization where they completely take over and then carry out the forced depopulation.
[01:06:45.659 --> 01:06:46.039]  Here it is.
[01:06:48.046 --> 01:06:56.291]  The young generation, like Prime Minister Trudeau, half of this cabinet, are actually young noble leaders of the world.
[01:06:56.331 --> 01:07:01.394]  So if we penetrate the cabinets, the change is not just happening.
[01:07:02.434 --> 01:07:06.236]  The change can be shaped by us.
[01:07:06.997 --> 01:07:09.879]  We have to prepare for a more angry world.
[01:07:09.919 --> 01:07:10.839]  How to prepare?
[01:07:11.039 --> 01:07:14.161]  To take the necessary action to create a fairer world.
[01:07:17.284 --> 01:07:19.026]  I see the need for a great reset.
[01:07:19.726 --> 01:07:26.813]  So people assume we are just going back to the good old world which we had and everything will be normal again.
[01:07:26.833 --> 01:07:30.016]  This is, let's say, fiction.
[01:07:30.476 --> 01:07:31.377]  It will not happen.
[01:07:31.858 --> 01:07:35.461]  There is only one way this pandemic is going to go.
[01:07:36.242 --> 01:07:39.325]  It's going to get worse and worse and worse.
[01:07:39.905 --> 01:07:42.107]  Pay insufficient attention.
[01:07:42.948 --> 01:08:00.599]  To the frightening scenario of a comprehensive cyber attack which would bring to a complete halt to the power supply, transportation, hospital services, our society as a whole.
[01:08:00.659 --> 01:08:10.825]  The COVID-19 crisis would be seen in this respect as a small disturbance in comparison to a major cyber attack.
[01:08:15.051 --> 01:08:17.032]  They're getting you ready, ladies and gentlemen.
[01:08:17.052 --> 01:08:18.153]  They're getting us all ready.
[01:08:19.414 --> 01:08:24.718]  And if we don't put enough heat on them, legally and lawfully, they're going to pull the next phase.
[01:08:24.978 --> 01:08:27.100]  And I know you want to go watch a movie.
[01:08:27.120 --> 01:08:28.020]  You want to go play pool.
[01:08:28.080 --> 01:08:30.682]  You want to go eat some enchiladas or a steak.
[01:08:31.223 --> 01:08:32.123]  You want to go for a hike.
[01:08:32.964 --> 01:08:34.425]  You want to swim around in the local pool.
[01:08:34.725 --> 01:08:35.085]  You're like me.
[01:08:35.105 --> 01:08:36.686]  You're just a normal person who wants to have a life.
[01:08:37.127 --> 01:08:38.027]  You're not Klaus Schwab.
[01:08:38.047 --> 01:08:38.748]  He wants to kill you.
[01:08:40.100 --> 01:08:45.684]  He sees you as scum, he sees you living on his land, they stole the world through fraud, and they want us dead.
[01:08:46.624 --> 01:08:48.546]  And if we let them kill us, we deserve it.
[01:08:49.086 --> 01:08:49.526]  In his view.
[01:08:50.067 --> 01:08:52.088]  And I think I kind of agree with him, it's survival of the fittest.
[01:08:52.568 --> 01:08:53.749]  I don't think he's the fittest.
[01:08:54.389 --> 01:08:56.191]  I don't think our species should act like this.
[01:08:56.571 --> 01:08:58.292]  I think he's the disease, not us.
[01:08:58.612 --> 01:08:59.213]  What do you think?
[01:09:01.374 --> 01:09:02.615]  You want us to die, buddy boy?
[01:09:04.039 --> 01:09:10.580]  Well, in the words of Emperor Palpatine, no, no, no, no, you will die!
[01:09:11.561 --> 01:09:13.161]  But I don't mean that in an evil way like Palpatine.
[01:09:13.201 --> 01:09:19.202]  I mean, politically, we're going to defeat and kill your ideas, but not harm a little hair on that head.
[01:09:20.563 --> 01:09:23.363]  Wouldn't want that to happen, you sack of murdering filth.
[01:09:24.404 --> 01:09:27.584]  All right, let's go ahead and go to your phone calls.
[01:09:27.624 --> 01:09:30.445]  I really appreciate everybody holding so patiently here, putting up with me.
[01:09:31.681 --> 01:09:33.482]  I'm gonna move quick here so we get to everybody, okay?
[01:09:34.002 --> 01:09:35.563]  Let's go to Ivan in Illinois.
[01:09:35.583 --> 01:09:36.263]  You're on the air, sir.
[01:09:37.843 --> 01:09:38.944]  Hey Alex, how's it going?
[01:09:39.004 --> 01:09:40.465]  It's an honor to speak to you again.
[01:09:40.485 --> 01:09:41.345]  Honor to talk to you.
[01:09:41.365 --> 01:09:46.747]  Alright, so I just have a two-part question and commentary.
[01:09:47.407 --> 01:09:50.148]  You've been so spot-on with your predictions and everything.
[01:09:50.168 --> 01:09:58.512]  I mean, I remember back in October and November, you were talking about this attack that was coming in Ukraine, and lo and behold, it happened.
[01:09:59.651 --> 01:10:11.143]  So, my thing is, the United States, you know, didn't get involved into World War I until 1917, and they didn't get involved into World War II until 1941.
[01:10:11.804 --> 01:10:16.188]  Do you think that this has the potential to escalate into a third world war?
[01:10:16.208 --> 01:10:17.650]  What's your gut feeling?
[01:10:17.690 --> 01:10:19.251]  I mean, I don't think it has the potential.
[01:10:19.311 --> 01:10:21.794]  I think it has a 50-50 chance of doing just that.
[01:10:23.283 --> 01:10:25.464]  I'm literally not a scaredy-cat person.
[01:10:25.484 --> 01:10:32.546]  When I look at my children, especially my four-year-old daughter, I just shake with concern that we've got to stop these people.
[01:10:32.586 --> 01:10:33.687]  Yes, we're on a path.
[01:10:34.267 --> 01:10:37.348]  The best prediction of future behavior is past behavior.
[01:10:37.648 --> 01:10:38.608]  What have we done in the past?
[01:10:40.169 --> 01:10:42.870]  We've acted like a bunch of idiots, and it's happening again.
[01:10:43.757 --> 01:10:44.518]  Right, right, right.
[01:10:44.678 --> 01:10:46.739]  So, I mean, that's what my concern is.
[01:10:46.900 --> 01:10:50.442]  I mean, all the indicators are kind of there, and it looks like it's pointed there.
[01:10:50.523 --> 01:11:04.515]   I mean, you even got Putin, you know, threatening, you know, to launch nuclear strikes against the U.S., and then you got Biden on the other side saying that, you know, If any of the NATO allies are threatened, then they're going to respond.
[01:11:04.896 --> 01:11:07.419]  You know, so that's that's what we're just trying to figure out.
[01:11:07.439 --> 01:11:07.759]  That's right.
[01:11:07.799 --> 01:11:10.402]  And Putin's doctrine is the West way outnumbers him.
[01:11:10.862 --> 01:11:15.227]  So he's going to use nuclear weapons immediately, tactical nuclear weapons at U.S.
[01:11:15.287 --> 01:11:16.369]  military bases in Europe.
[01:11:16.429 --> 01:11:16.969]  And the U.S.
[01:11:17.009 --> 01:11:18.090]  will start nuking Russia.
[01:11:18.571 --> 01:11:20.934]  And then literally in 45 minutes, most of us are dead.
[01:11:22.020 --> 01:11:22.500]  Exactly.
[01:11:22.520 --> 01:11:24.001]  Or you're going to be wishing you're dead.
[01:11:24.321 --> 01:11:27.083]  I mean, people like the shows like Walking Dead where there's zombies.
[01:11:27.843 --> 01:11:30.204]  After 10 days, the general public behaves like zombies.
[01:11:30.705 --> 01:11:33.666]  When there's no power, no water, no food, God help you.
[01:11:33.726 --> 01:11:38.229]  You better be in the woods away from everybody with like 30 people you know with heavy weapons.
