[00:00:00.000 --> 00:00:03.480]  [SIRENS]
[00:55:12.034 --> 00:55:16.516]  You're just an organized... I mean, Trudeau says he wants to be a dictator.
[00:55:16.776 --> 00:55:18.457]  Trudeau says you can't have your own thoughts.
[00:55:18.697 --> 00:55:20.058]  Trudeau says he owns your body.
[00:55:20.238 --> 00:55:22.019]  Trudeau says he works for Klaus Schwab.
[00:55:22.259 --> 00:55:23.320]  He's a damn criminal.
[00:55:24.681 --> 00:55:28.543]  Trudeau says that in the coming months, they'll make vaccines mandatory.
[00:55:29.011 --> 00:55:33.512]  And if you don't comply, they'll then subjugate you to fine and or arrest.
[00:55:33.972 --> 00:55:36.853]  That's right, he's following the U.N.
[00:55:37.013 --> 00:55:37.333]  orders.
[00:55:37.813 --> 00:55:38.894]  Say that again, explain it.
[00:55:39.314 --> 00:55:40.634]  Forced injection now.
[00:55:41.854 --> 00:55:44.595]  And you know the political dissidents get the special shot.
[00:55:45.675 --> 00:55:46.675]  And then it's all covered.
[00:55:46.695 --> 00:55:48.616]  The nurses just go, okay, and they just do it.
[00:55:49.676 --> 00:55:51.437]  Look, look, they've lost.
[00:55:52.057 --> 00:55:54.037]  They want to cause a civil war in every country.
[00:55:54.357 --> 00:55:55.458]  This is because they're failing.
[00:55:55.498 --> 00:55:56.538]  This is because they failed.
[00:55:57.955 --> 00:55:59.296]  So, I'll give you an example, right?
[00:55:59.316 --> 00:56:01.177]  There's this guy named Jagmeet Singh.
[00:56:01.217 --> 00:56:02.998]  He's an NDP leader.
[00:56:03.459 --> 00:56:09.543]  Now, he's a Sikh, and most Sikhs are now totally against his position, because he's fanatically pro-vaccine.
[00:56:10.023 --> 00:56:20.149]  His brother-in-law donated $15,000 to the convoy, and now that became a big story, and now he's saying, no, we should get these vaccines, because yeah, you're getting a special vaccine.
[00:56:20.650 --> 00:56:24.172]  While people are dying, families are dying, my aunt died from this vaccine.
[00:56:24.562 --> 00:56:25.822]  I mean, who's going to say anything?
[00:56:25.843 --> 00:56:32.605]  The doctors refuse to recognize the connection between the vaccine, the blood clot, and my aunt's subsequent death.
[00:56:32.725 --> 00:56:37.267]  And there's also been massive miscarriages up multi-thousand percent.
[00:56:38.167 --> 00:56:40.268]  Yeah, I mean, it's insane.
[00:56:40.348 --> 00:56:41.408]  This is a bio-war.
[00:56:41.448 --> 00:56:45.410]  They're setting the president to put you under martial law and put in your body what they want.
[00:56:46.110 --> 00:56:46.730]  Absolutely.
[00:56:46.790 --> 00:56:47.570]  God bless you, Jay.
[00:56:47.590 --> 00:56:48.331]  Thanks for the call.
[00:56:50.592 --> 00:56:51.552]  Let's talk to Derek.
[00:56:52.302 --> 00:56:59.424]  Derek in Victoria, British Columbia, on the Pacific Ocean, his perspective from the West Coast, many rallies.
[00:56:59.784 --> 00:57:04.285]  What is the response of the Canadians on the Western side, Derek?
[00:57:05.486 --> 00:57:06.306]  Oh, great to talk to you, Alex.
[00:57:06.326 --> 00:57:06.866]  Can you hear me?
[00:57:07.046 --> 00:57:07.406]  Yes, sir.
[00:57:08.446 --> 00:57:08.806]  Oh, wow.
[00:57:08.866 --> 00:57:10.867]  Well, OK, so it's an honor to talk to you.
[00:57:10.907 --> 00:57:12.647]  I've been a longtime listener for over 10 years.
[00:57:12.707 --> 00:57:13.388]  It's my honor.
[00:57:13.628 --> 00:57:14.368]  It's my honor.
[00:57:14.388 --> 00:57:18.469]  I'm just following the great leadership of Infowars.
[00:57:19.159 --> 00:57:26.162]  And I just want to let everybody know, so the last month a lot of Canadians have been really depressed, okay?
[00:57:26.783 --> 00:57:30.845]  Trudeau announced in December the launch of this universal basic income.
[00:57:30.885 --> 00:57:34.186]  It's called the Canada Lockdown Workers Benefit or whatever.
[00:57:34.286 --> 00:57:37.147]  And so I think that this... Yeah, that's it.
[00:57:37.187 --> 00:57:40.709]  They lock you down and make you go on a payment system so they control you.
[00:57:40.729 --> 00:57:41.970]  They admit that plan from the beginning.
[00:57:42.250 --> 00:57:43.931]  Totally diabolical, totally criminal.
[00:57:44.631 --> 00:57:44.991]  That's right.
[00:57:45.091 --> 00:57:53.426]   And so I think that this is I was feeling depressed about a month ago, and I thought to myself, man, something's got to give here.
[00:57:53.606 --> 00:57:54.586]  And so this is it.
[00:57:54.646 --> 00:57:56.206]  This is the polarizing moment.
[00:57:56.546 --> 00:57:58.407]  This is our moment.
[00:57:58.907 --> 00:58:01.968]  And I'm telling you, a lot of Canadians, we're very nice.
[00:58:02.088 --> 00:58:03.088]  We're very passive.
[00:58:04.388 --> 00:58:05.569]  But this is it.
[00:58:05.629 --> 00:58:06.769]  Trudeau's gone too far.
[00:58:06.789 --> 00:58:13.831]  And I want everybody to know that they can follow rebelnews.com.
[00:58:15.333 --> 00:58:18.335]  Oh yeah, by the way, I meant to tell the crew.
[00:58:18.375 --> 00:58:19.615]  I know Ezra LeVant's on the ground.
[00:58:19.655 --> 00:58:21.176]  Can we get Ezra LeVant today or tomorrow?
[00:58:21.896 --> 00:58:22.516]  I love Ezra.
[00:58:22.576 --> 00:58:23.717]  He's so amazing.
[00:58:24.437 --> 00:58:25.218]  Can we get Ezra?
[00:58:25.238 --> 00:58:26.118]  Have we tried to get Ezra on?
[00:58:27.699 --> 00:58:28.679]  Let's call Ezra right now.
[00:58:29.880 --> 00:58:31.220]  I want to get Ezra on today or tomorrow.
[00:58:31.280 --> 00:58:32.241]  I've absolutely got to have him.
[00:58:32.261 --> 00:58:35.922]  I think I'll go longer in the next... We've got one hour left of this, but I'll keep going.
[00:58:35.962 --> 00:58:36.823]  I want Ezra on.
[00:58:37.103 --> 00:58:37.703]  You're absolutely right.
[00:58:37.783 --> 00:58:39.544]  Rebel News is getting incredible coverage.
[00:58:40.310 --> 00:58:49.136]  Yes Alex, they're on the ground and they've hired a bunch of brand new reporters and I've been watching them talking to the truckers.
[00:58:49.176 --> 00:58:54.340]  The truckers say, okay I'm going to give you breaking news here, they are not going to leave.
[00:58:54.440 --> 00:58:58.443]  They have provisioned themselves with enough food and stuff like this.
[00:58:59.442 --> 00:59:03.584]  They're talking about sitting at Ottawa for three weeks.
[00:59:04.384 --> 00:59:06.285]  They're going to make Trudeau resign.
[00:59:06.305 --> 00:59:07.086]  This is historic.
[00:59:07.486 --> 00:59:09.947]  I saw that and that's what the media is so scared of.
[00:59:10.347 --> 00:59:19.251]  Stay there at least three weeks but make it about the Great Reset and how he works for Klaus Schwab and how it's designed to collapse society and bring in the social credit score and the universal income.
[00:59:19.511 --> 00:59:25.213]  Because if people just protest, hey, this doesn't make sense, hey, unlock our country, people think, oh, they're just protecting you from a virus.
[00:59:25.514 --> 00:59:34.577]  If you expose it's a UN World Government Operation Lockstep Plan, and if that million people educates the rest of the capital, that'll be a total conversion against the enemy.
[00:59:34.597 --> 00:59:35.118]  You understand?
[00:59:36.038 --> 00:59:36.878]  Absolutely, Alex.
[00:59:36.918 --> 00:59:37.378]  You're correct.
[00:59:37.439 --> 00:59:38.799]  And I'm going to give you some more breaking news.
[00:59:38.979 --> 00:59:45.382]  All across the country, at every single legislature and parliament building, they're having mini rallies.
[00:59:45.462 --> 00:59:48.043]  I'm standing on my balcony right now, I can hear the vehicles.
[00:59:48.456 --> 00:59:57.346]  I live in a small city, just maybe 400,000 people, and there's about 1,000 people that have gathered in the downtown area honking their horns.
[00:59:57.647 --> 00:59:58.688]  They're all protesting.
[00:59:58.708 --> 01:00:11.526]   They're all going to the individual capitals, and they are basically... Look, I work in construction, and let me tell you, The Canadians, the economy here, you know, that's what's really going on.
[01:00:11.626 --> 01:00:22.430]  Canadians are sick and tired of paying ridiculous $10 for a bottle of milk, and all this, and the grocery stores not being full, and also the jobs, you know?
[01:00:22.490 --> 01:00:25.591]  I mean, people have had enough, and that's really what it is.
[01:00:25.931 --> 01:00:29.713]  You squeeze the people economically, and they will fight back.
[01:00:29.813 --> 01:00:33.594]  And so this is a major... And let me be clear what you just said.
[01:00:34.983 --> 01:00:46.870]  Klaus Schwab in the UN, it goes back to 2002 when a BBC reporter, back when BBC was good, we should get Greg Palast on next week, I want Greg Palast on because I finally heard Joe Rogan talking about him and Tucker Carlson.
[01:00:47.530 --> 01:00:57.653]   He got the thousands of pages of IMF World Bank documents where they planned the collapse of society by regulations to then create fear and hysteria and a rebellion
[01:00:57.653 --> 01:01:01.614]   that crashes the economy so the big banks can come in and buy it up.
[01:01:01.614 --> 01:01:05.254]   So they control the government. The government's bad. It's doing bad things.
[01:01:05.254 --> 01:01:07.974]  But that's done to create a destruction of confidence.
[01:01:07.974 --> 01:01:13.014]   And so that's what this great reset, collapse, build back better on our ashes is.
[01:01:13.014 --> 01:01:19.613]   And that's why it's so important for people to realize Klaus Schwab thinks we're so dumb
[01:01:19.613 --> 01:01:26.403]   that when we're paying $10 for a gallon of milk up from $3 and four dollars for a gallon of fuel up from two dollars
[01:01:26.403 --> 01:01:28.013]  that we won't know it's him.
[01:01:28.094 --> 01:01:31.457]  He thinks we'll all just kill each other and he'll ride in as the savior.
[01:01:31.597 --> 01:01:31.877]  No!
[01:01:32.337 --> 01:01:35.981]  You and Bill Gates and the globalists, you get the blame.
[01:01:36.041 --> 01:01:36.982]  Derek, God bless you.
[01:01:38.483 --> 01:01:40.265]  Listen how informed these Canadians are.
[01:01:41.345 --> 01:01:44.306]  They are under economic globalist attack, just like you and I are.
[01:01:44.566 --> 01:01:52.229]  But they had more control in Canada, a bigger country, smaller population, didn't have a Bill of Rights and Constitution, so they're being fried right now.
[01:01:52.929 --> 01:01:58.631]  And they finally get, hey, submitting makes it worse, resisting, resistance makes it better.
[01:01:58.911 --> 01:02:00.652]  But don't just resist the policies.
[01:02:01.252 --> 01:02:14.241]  Realize where the policies came from and who's behind it and call for Trudeau's arrest for international crime syndicate manipulation of markets to collapse markets to be able to buy them up for Blackstone.
[01:02:15.241 --> 01:02:15.942]  And there I said it.
[01:02:18.603 --> 01:02:21.866]  I want to air a special report here.
[01:02:23.687 --> 01:02:29.591]  And then I'm going to come back with the callers and the order that they have been received.
[01:02:30.384 --> 01:02:37.627]  And that's going to be Alex in Canada, and Ron in Alberta, Canada, and Mike in Edmonton, and Andre.
[01:02:39.488 --> 01:02:43.869]  But first up are Brett and Ben and Jason and Christine.
[01:02:44.369 --> 01:02:47.491]  We will get to all of you here on the other side.
[01:02:47.551 --> 01:02:53.333]  You know, there's so many amazing reports that John Bowne has put out, but I'm going to go here and pull one up for you.
[01:02:56.331 --> 01:02:59.953]  And Ezra Levant is going to be coming on here in about three minutes.
[01:03:00.493 --> 01:03:20.903]  You know, I rarely air the same special report in one show, but I want to air Ricardo Bossi's point about Australia because this goes for the U.S., it goes for Canada, it goes for Germany, it goes for every nation because we're being attacked by the Build Back Better U.N.
[01:03:20.943 --> 01:03:21.323]  program.
[01:03:21.363 --> 01:03:22.123]  It's the U.N.
[01:03:22.223 --> 01:03:24.644]  policies that Trudeau follows.
[01:03:24.664 --> 01:03:25.625]  So let's play first.
[01:03:27.970 --> 01:03:36.460]  Trudeau says it's time for Build Back Better last year, and then we'll play Trudeau saying that Canadians aren't allowed to have their own views.
[01:03:36.980 --> 01:03:44.168]  So let's play clip two and clip one, and then let's play the Ricardo Bossi clip, and then we'll get Ezra Levant of Rebel News.
[01:03:44.688 --> 01:03:48.788]   That's why I love calls, 'cause I wouldn't have thought of that.
[01:03:48.788 --> 01:03:51.768]   I was wanting him on earlier this week, we couldn't get him, but now we've got him.
[01:03:51.768 --> 01:03:54.808]   He's there in the middle of it in Ottawa right now, totally embattled.
[01:03:54.808 --> 01:03:58.367]   He'll join us for 10 minutes, and then we're gonna go to all these callers,
[01:03:58.367 --> 01:04:02.367]   Ben in Toronto, and everybody else that are patiently holding.
[01:04:02.367 --> 01:04:07.788]   And if you're watching on Saturday afternoon, when this is no longer live,
[01:04:07.788 --> 01:04:14.547]   we're gonna restream it at infowars.com/show to the millions of people that tuned in today.
