[00:00:00.349 --> 00:00:02.210]  Emergency Tuesday broadcast.
[01:06:19.507 --> 01:06:26.993]  But being demonized as a Russian agent made me go study Russia more and find out how Russia really is being ganged up on.
[01:06:27.493 --> 01:06:30.915]  It's the only country that isn't invited to the Bilderberg Group.
[01:06:31.917 --> 01:06:33.740]  Uh, and you can say, you know, Russia's got its problems.
[01:06:33.760 --> 01:06:39.329]  I'm not saying it didn't, you know, doesn't have its corruption and things, but literally the whole world is ganged up on Russia.
[01:06:39.349 --> 01:06:40.271]  You just can't deny that.
[01:06:40.571 --> 01:06:42.755]  Why do you think that's the case or do you disagree with that statement?
[01:06:47.742 --> 01:07:06.354]  Yes, the whole Western world tends to go against Russia in the East, as it can be said that the East also is on the opposite side of the Western world, which everyone realizes is the case.
[01:07:06.774 --> 01:07:20.599]   But, as the clip you showed of the President of Russia, Vladimir Putin, say, how would the United States react if there They were putting missiles, like in the Cuban Missile Crisis.
[01:07:20.619 --> 01:07:29.166]  How did the United States react when Russia, if Russia would try to encroach on the United States?
[01:07:29.466 --> 01:07:31.008]  And this is what Russia is doing.
[01:07:31.068 --> 01:07:36.873]  They just don't want NATO to keep pushing and pushing over and over again.
[01:07:36.893 --> 01:07:41.057]  And let's let that sink in and we'll do one more segment and let you go wherever you want to go because I think you've got a lot to say.
[01:07:43.473 --> 01:07:49.736]  Imagine ten billion dollars in weapons, all these foreign mercenaries and troops attacking the Russian border.
[01:07:50.076 --> 01:07:54.558]  The Russians do a drill on their border and the world acts like they're raping babies or something.
[01:07:55.179 --> 01:07:58.060]  I mean this is so obvious that the West is the aggressor here.
[01:07:59.061 --> 01:07:59.701]  We'll be right back.
[01:07:59.721 --> 01:08:00.101]  Stay there.
[01:08:00.141 --> 01:08:02.642]  Patrick Lancaster is our guest.
[01:08:03.163 --> 01:08:04.943]  Patrick Lancaster news today.
[01:08:04.963 --> 01:08:09.226]  And we're going to come back and just get into how do we stop this?
[01:08:09.266 --> 01:08:10.506]  How do we stop the warmongers?
[01:08:11.046 --> 01:08:16.782]   And how do we get Peace without giving into the New World Order.
[01:08:16.802 --> 01:08:17.643]  I mean, what does Russia do?
[01:08:17.663 --> 01:08:21.166]  Just sign everything over to Klaus Schwab and Bill Gates?
[01:08:21.606 --> 01:08:34.476]  Ladies and gentlemen, I don't say this to brag because we're in very dark times around the world, but I say to let you know that even during the breaks, we are reaching tens of millions of people in ways that someday I'll write a book.
[01:08:35.247 --> 01:08:42.950]  Well, long after we win this war or lose this war, one way or another, if it's God's will, you'll learn about some of the inside baseball and the things we've done.
[01:08:43.010 --> 01:08:43.970]  But I can just tell you this.
[01:08:44.630 --> 01:08:47.951]  You cannot bet on another news organization to do more than Infowars.
[01:08:48.691 --> 01:08:51.272]  I wish other places were as effective as we are.
[01:08:51.773 --> 01:08:54.193]  And Tucker Carlson and Joe Rogan have basically gotten there.
[01:08:54.593 --> 01:08:55.534]  And we're not judging them.
[01:08:55.574 --> 01:08:56.874]  We want them to go way past us.
[01:08:57.454 --> 01:09:03.243]   But even behind the scenes, You just don't know the influence of what we're doing and what we're up to.
[01:09:03.283 --> 01:09:07.228]  And that's credit to you for keeping this dog in the fight.
[01:09:07.268 --> 01:09:11.473]  This is all of us together, our combined will to carry this out.
[01:09:11.914 --> 01:09:22.161]   Patrick Lancaster is an amazing veteran independent Crowdfunded journalist who's lived for eight years in eastern Ukraine and covered the ongoing globalist proxy war.
[01:09:22.181 --> 01:09:28.684]  He's also a US Navy veteran What what got you out there to that area to Donetsk?
[01:09:28.944 --> 01:09:34.065]  What what got you to you to Ukraine and what other points would you like to make to this audience?
[01:09:37.587 --> 01:09:46.375]   What really got me interested in Pushing the facts that I see with my own eyes here is when I
[01:09:47.492 --> 01:10:01.520]  I came to Crimea during the referendum there when Crimea joined Russia because I saw what the Western media was showing and how it was totally different than what I saw with my own eyes there.
[01:10:02.321 --> 01:10:10.306]  How the people there just were just so happy, just in tears of being able to join Russia again.
[01:10:10.786 --> 01:10:20.815]   Because I mean the people that were Born before 1956 in Crimea were born in Russia and they were just so happy to go back to their home.
[01:10:21.295 --> 01:10:25.319]  And that wasn't what the Western media, mainstream media was showing.
[01:10:26.957 --> 01:10:39.300]  When everything started to calm down in Crimea, I saw the escalation that was happening in Donbass and decided to come here and try to show the world what was really happening.
[01:10:40.420 --> 01:10:42.021]  What I saw with my own eyes here.
[01:10:42.081 --> 01:10:44.741]  I don't like to put my opinions at all in my reports.
[01:10:44.801 --> 01:10:49.042]  I just show exactly what I see and what the facts are on the ground.
[01:10:49.522 --> 01:10:55.704]  Because the Western mainstream media won't show what goes against their country's narrative.
[01:10:57.561 --> 01:10:58.142]  Absolutely.
[01:10:58.162 --> 01:11:15.645]   I don't know if you saw this a week and a half ago, but the spokesperson for the State Department from the CIA was there saying that Russia was going to stage a false flag and had a fake video of atrocities by the Ukrainians against the Russians, even though there's ongoing war and people being killed.
[01:11:16.126 --> 01:11:17.406]  They were saying, no, none of that exists.
[01:11:17.426 --> 01:11:18.067]  It's all fake.
[01:11:18.087 --> 01:11:19.408]  The Russians have made a fake video.
[01:11:19.908 --> 01:11:26.553]  And the reporter for AP said, well, that's Alex Jones territory you're getting into now.
[01:11:26.593 --> 01:11:37.790]   Well, no, when I say there's false flags, which do happen, I have evidence like Jesse Smollett, WMDs in Iraq, Gulf of Tonkin, Operation Northwoods, those are all real things people can look up.
[01:11:38.431 --> 01:11:43.757]  But what do you think the West was trying to do claiming Russia is going to be involved in a false flag?
[01:11:44.217 --> 01:11:48.242]  Was NATO planning to attack Russians and when Russians attack say, oh, we didn't attack, that's fake?
[01:11:48.742 --> 01:11:51.065]  Or did they think Russia might actually stage a false flag?
[01:11:54.975 --> 01:12:08.442]  They were pushing their agenda, and as the AP reporter asked them, where is the evidence of this so-called false flag that's going to happen?
[01:12:09.545 --> 01:12:13.166]  They couldn't produce any evidence because there was no evidence.
[01:12:13.206 --> 01:12:31.610]  This was just something that was generated to, again, discredit Russia and try to further their agenda of this magical Russian invasion where the big bad Russian wolf is going to hop and puff and blow Ukraine down.
[01:12:32.290 --> 01:12:34.150]  And they just kept trying to push that.
[01:12:34.210 --> 01:12:40.061]   And it's going to be interesting to see what their next The line is to push this agenda.
[01:12:41.994 --> 01:12:52.777]  What do you think the globalists that control our puppet president here in the U.S., what do you think they're saying and doing right now that Russia has pulled back from the border and is really letting the West mass all these troops and weapons?
[01:12:53.177 --> 01:12:54.518]  So this is really a stand-down.
[01:12:54.558 --> 01:12:58.039]  I don't know if I was the Russian president if I would pull troops off the border.
[01:12:58.059 --> 01:12:59.859]  If people were massing troops on my border, I'd pull back.
[01:13:00.200 --> 01:13:01.180]  I get why he's doing it.
[01:13:01.200 --> 01:13:08.022]  It's kind of an Obi-Wan Kenobi move where he lets Darth Vader get him to show who the bad guy is or a Martin Luther King-style junior move here.
[01:13:08.542 --> 01:13:13.347]  I just hope that the West doesn't get pissed now and launch an attack on Russia as a provocation.
[01:13:13.367 --> 01:13:14.368]  What do you think is really going to happen?
[01:13:17.239 --> 01:13:25.923]  There are just so many possibilities and things are changing on not even a daily basis, just an hourly basis.
[01:13:27.364 --> 01:13:38.148]  So much also depends on, like I said, if Putin recognizes the republics as independent countries and what the West decides to do with that information.
[01:13:39.469 --> 01:13:45.892]  I can't even comment on what can happen next because everything can change by the time we're done with this show.
[01:13:46.832 --> 01:14:01.440]  What do you think of all the, I'm sure you've seen it, you're super informed, all the videos of the State Department provocatively showing billions in anti-aircraft, anti-tank missiles, javelins, you name it, being shipped in, and the celebrations and the calls for war.
[01:14:01.980 --> 01:14:04.901]  By the minority of Ukrainians, they've obviously whipped into war fury.
[01:14:04.921 --> 01:14:08.223]  I mean, as you said, you're living right in a town they've already been attacking.
[01:14:08.503 --> 01:14:16.207]  What is it like to know they don't just have smaller mortars and artillery and old-fashioned, you know, RPGs now and machine guns.
[01:14:16.547 --> 01:14:20.029]  Now they've got class-A European, British and U.S.
[01:14:20.069 --> 01:14:20.369]  weapons.
[01:14:22.394 --> 01:14:29.022]  Well, the local population here is afraid when those weapons are going to start hitting their homes.
[01:14:29.622 --> 01:14:37.391]  Because the people here see this, because as you said, Ukraine is bragging about these weapons arriving.
[01:14:37.911 --> 01:14:40.473]  And these aren't the first Western weapons arising.
[01:14:40.553 --> 01:14:52.824]  Less than two weeks ago, I did a report on a civilian electric substation which was targeted by Ukraine forces not far from where I am right now.
[01:14:53.424 --> 01:15:03.590]   And we found the evidence of 60 millimeter mortars No question about it.
[01:15:03.850 --> 01:15:13.495]  And these 60mm mortars are not in the arsenal of Ukraine, nor were in the arsenal of the Soviet Union or Russia.
[01:15:13.575 --> 01:15:17.436]  These were Western supplied 60mm mortars.
[01:15:17.757 --> 01:15:19.797]  They did not come from the East.
[01:15:19.817 --> 01:15:20.758]  They came from the West.
[01:15:21.358 --> 01:15:21.598]  Absolutely.
[01:15:21.738 --> 01:15:22.259]  It's just insane.
[01:15:22.279 --> 01:15:24.740]  There's no doubt who's pushing the borders of NATO.
[01:15:24.760 --> 01:15:26.461]  There's no doubt who's shipping in high-tech weapons.
[01:15:26.481 --> 01:15:30.403]  There's no doubt who's trying to start a war with Russia and it should concern us all.
[01:15:30.443 --> 01:15:32.844]  Patrick Lancaster, thank you so much.
[01:15:32.663 --> 01:15:37.302]   The people here, they see this and they're just afraid of what's going to happen next.
[01:15:37.302 --> 01:15:41.384]   Absolutely. It's just insane. There's no doubt who's pushing the borders of NATO.
[01:15:41.384 --> 01:15:44.502]   There's no doubt who's shipping in high-tech weapons. There's no doubt who's trying to
[01:15:44.502 --> 01:15:46.893]  start a war with Russia and it should concern us all.
[01:15:46.893 --> 01:15:48.502]  Patrick Lancaster, thank you so much.
[01:15:48.502 --> 01:15:52.423]  Look forward to speaking to you again. Thank you.
[01:15:52.409 --> 01:15:53.409]  It'll be great.
[01:15:53.409 --> 01:15:58.328]   All right, folks, I'm going to open the phones up in the third and fourth hour.
[01:15:58.328 --> 01:15:59.569]  I'll give the number out.
[01:15:59.569 --> 01:16:00.768]  Norm Pattis is joining us.
