[00:00:00.883 --> 00:00:02.420]  Tomorrow's news, today.
[01:57:40.700 --> 01:57:43.742]  Only you can share the links in InfoWars.com while we're still here.
[01:57:47.773 --> 01:58:03.298]  Christmas 2021 is over, but you've still got a really great chance to give yourself the gift of free speech and liberty and freedom into the new year, while at the same time making yourself healthier, wealthier, and wiser by boosting your immune system.
[01:58:03.298 --> 01:58:08.760]  Two of our top selling products that have been sold out for a long time are now back in stock.
[01:58:09.480 --> 01:58:15.801]  Winter Sun, the highest quality vitamin D3, taken under the tongue for higher absorption, is back in stock.
[01:58:15.801 --> 01:58:19.242]  Despite the fact it's been sold out for months, it is 50% off.
[01:58:19.242 --> 01:58:32.545]  And then our number one bestseller of all time, Survival Shield X2 Deep Earth Crystal Iodine, the game changer, the missing link, not just for immune system, but all electrochemical activity in the body, it's back in stock, 50% off.
[01:58:32.545 --> 01:58:34.045]  So that's the New Year's special.
[01:58:34.585 --> 01:58:37.827]  And that's Christmas comes early in 2022, ladies and gentlemen.
[01:58:37.827 --> 01:58:44.732]  Give yourself the gift of health and clarity and focus with X2 and Winter Sun at infowarestore.com.
[01:58:44.732 --> 01:58:46.594]  50% off for a limited time.
[01:58:46.594 --> 01:58:48.175]  Thanks for keeping us on the air.
[01:58:48.175 --> 01:59:02.706]  The COVID-19 face diaper is a symbol of subservience, a symbol of slavery, a symbol of the change that the medical tyranny combine controlled by the global private corporations has put in place.
[01:59:03.526 --> 01:59:08.712]  It is the symbol of the permanent emergency from which we will never emerge.
[01:59:08.712 --> 01:59:17.581]  It is the symbol that we are diseased and evil and bad and must cover our diseased criminal faces from the light of the sun.
[01:59:17.581 --> 01:59:25.129]  It is the symbol of our complete and total absolute surrender to evil.
[01:59:25.129 --> 01:59:25.909]  Ladies and gentlemen,
[01:59:26.894 --> 01:59:29.696]  We are crossing the Rubicon now.
[01:59:29.696 --> 01:59:32.959]  The entire future destiny of humanity is upon us.
[01:59:32.959 --> 01:59:39.324]  Klaus Schwab and the UN admit they're coming out with implantable microchips as part of the World ID and carbon taxes.
[01:59:39.324 --> 01:59:41.606]  Things only get worse from here if we submit.
[01:59:41.606 --> 01:59:44.949]  They only get better if we resist and say no.
[01:59:44.949 --> 01:59:51.234]  Noncompliance, noncompliance, noncompliance.
[01:59:51.234 --> 01:59:55.157]  If you are receiving this transmission, you are the resistance.
