[00:00:00.049 --> 00:00:01.670]  Breaking bombshell!
[00:59:32.883 --> 00:59:35.344]  Because you guys have been under similar levels of evil.
[00:59:36.464 --> 00:59:38.285]  And finally, it's starting to happen.
[00:59:38.325 --> 00:59:42.407]  But even churches that try to reopen, they're arresting the preachers still.
[00:59:43.275 --> 00:59:44.916]  Uh, but you can go to the topless bar.
[00:59:44.956 --> 00:59:45.697]  This is just amazing.
[00:59:45.717 --> 00:59:49.459]  So in the time we have left, what's happening in the Capitol there where you've got reporters?
[00:59:49.499 --> 00:59:52.441]  I know you were just there with us Saturday for our emergency broadcast.
[00:59:52.501 --> 00:59:58.084]  And what do you expect Trudeau to do as his unpopularity just continues to rise?
[00:59:59.908 --> 01:00:03.631]  Well, there's a great battle, and I think I alluded to this when we spoke on the weekend.
[01:00:04.091 --> 01:00:12.798]  You have all the official people, the official media, the official police, the official trade associations and chambers of commerce, the mayors.
[01:00:12.838 --> 01:00:24.799]   There's a local city councilor who tweeted that the city should try to seize The $10 million that the trucker convoy had raised to bring them to Ottawa.
[01:00:25.359 --> 01:00:39.028]  There was another city councillor just today who said that anyone who is against the lockdown should lose their Canadian constitutional guarantee for freedom of assembly.
[01:00:40.429 --> 01:00:42.651]  If they actually let me phrase it accurately.
[01:00:42.691 --> 01:00:45.773]  She said if they use their right to freedom of assembly.
[01:00:47.194 --> 01:00:49.095]  They should lose any government services.
[01:00:49.155 --> 01:00:50.696]  So you had two different city councillors.
[01:00:51.486 --> 01:00:53.708]  One wanted to take all the convoys' money.
[01:00:54.508 --> 01:00:57.650]  The other wanted to cut them off from government services.
[01:00:58.731 --> 01:01:00.633]  Neither of those have anything to do with public health.
[01:01:01.553 --> 01:01:06.557]  Both of those are a Venezuela-style punishment of anyone who dares to speak up.
[01:01:06.777 --> 01:01:11.420]  Well, Ezra, that's the social credit score that Klaus Schwab, the UN, and the CHICOMS are putting in.
[01:01:11.440 --> 01:01:12.761]  I mean, they admit that's their plan.
[01:01:14.113 --> 01:01:32.384]  Well, let me say this, and I don't know if you know this, and you have such a broad interest, I bet you know this already, but in case your viewers don't know, the Deputy Prime Minister, the Finance Minister, really the second in command in Trudeau's government, her name is Chrystia Freeland, F-R-E-E-L-A-N-D.
[01:01:33.025 --> 01:01:39.729]  And if you go to the World Economic Forum's website and type in Chrystia Freeland, she's on their Board of Governors.
[01:01:40.245 --> 01:01:40.886]  Yep.
[01:01:40.946 --> 01:01:52.094]  So she is a member of Parliament, a senior member of the Cabinet, second in command to Justin Trudeau, and she still sits and serves the World Economic Forum.
[01:01:52.755 --> 01:01:59.800]  If you wrote this into a James Bond spy movie, the studio would say, oh, that's too on the nose.
[01:02:00.100 --> 01:02:00.961]  No, come on.
[01:02:01.301 --> 01:02:04.484]  She's really a governor of the World Economic Forum?
[01:02:05.245 --> 01:02:09.170]  While she also claims to swear loyalty to Canada?
[01:02:09.530 --> 01:02:10.111]  Which is it?
[01:02:10.512 --> 01:02:13.075]  Is she loyal to the World Economic Forum or loyal to Canada?
[01:02:13.396 --> 01:02:14.938]  Because you can't be both.
[01:02:15.479 --> 01:02:18.022]  She is on the board of the World Economic Forum.
[01:02:18.302 --> 01:02:22.626]   Klaus Schwab has bragged That it's not just her and Justin Trudeau.
[01:02:22.946 --> 01:02:27.889]  He brags publicly that half of the Canadian cabinet is World Economic Forum.
[01:02:28.689 --> 01:02:31.370]  No one loves the United Nations more than Justin Trudeau.
[01:02:31.691 --> 01:02:36.753]  He loves his trips to New York for obvious tourist reasons, but he's always given speeches down there.
[01:02:37.153 --> 01:02:38.814]  He says he's part of the Great Reset.
[01:02:38.954 --> 01:02:40.335]  He loves that phraseology.
[01:02:41.405 --> 01:02:42.226]  Yeah, there you have it.
[01:02:42.486 --> 01:02:46.288]  That is literally from the page of the World Economic Forum.
[01:02:46.348 --> 01:02:47.129]  And let's talk about this.
[01:02:47.169 --> 01:02:50.911]  He admits he quotes, wants to penetrate and seize control of democracies.
[01:02:50.931 --> 01:02:52.833]  That's a quote even on his own Wikipedia page.
[01:02:53.413 --> 01:02:57.596]  So if the Russians or Chinese tried to infiltrate, they'd get arrested.
[01:02:57.996 --> 01:03:02.457]  But because it's a corporation doing it and it's a multinational corporate arm, well then it's okay.
[01:03:02.477 --> 01:03:03.878]  And that is out of a James Bond movie.
[01:03:03.898 --> 01:03:06.999]  That's what Spectre is and that's what Ian Fleming gave speeches saying.
[01:03:07.039 --> 01:03:10.359]  No, there's real corporate groups that try to take over that we're actually fighting.
[01:03:10.780 --> 01:03:15.681]  And so we see that's why he looks like and acts like a James Bond villain because that's really what Klaus Schwab is.
[01:03:17.102 --> 01:03:18.623]  Yeah, you know, it's funny.
[01:03:19.503 --> 01:03:33.571]  A lot of people on the left are finding commonality with people on the right, who two years ago, they probably would have had nothing in common, but a skepticism of the merger of big government, big business, big tech, big media, big pharma.
[01:03:33.992 --> 01:03:36.493]  There are some legitimate people on the left, Robert F. Kennedy Jr.
[01:03:36.513 --> 01:03:40.415]  being an example, who are saying, whoa, what happened to the left?
[01:03:40.915 --> 01:03:42.456]  And I think it's deeply troubling.
[01:03:45.576 --> 01:03:47.897]  And again, I come back to these blue-collar truckers.
[01:03:48.258 --> 01:03:50.619]  A lot of them are independent operators, so they own their own rig.
[01:03:50.979 --> 01:03:54.681]  And these people, it's incredible in Canada to see this.
[01:03:55.962 --> 01:03:57.843]  I never lost faith in Canada.
[01:03:57.863 --> 01:04:00.144]  A lot of people say, why don't you move down to Nashville?
[01:04:00.164 --> 01:04:01.305]  Why don't you move down to Florida?
[01:04:01.325 --> 01:04:02.145]  Everyone else is.
[01:04:02.485 --> 01:04:03.426]  Get out, save yourself.
[01:04:03.486 --> 01:04:04.926]  I said, no, I've got to stay up here and fight.
[01:04:04.966 --> 01:04:05.727]  This is my country.
[01:04:06.391 --> 01:04:13.995]  But I have to admit, I was always pessimistic, but to see so many people... I was in Ottawa, people were chanting, freedom, freedom.
[01:04:14.295 --> 01:04:16.416]  These are people who have never been to a protest before in their life.
[01:04:16.916 --> 01:04:21.638]  I was walking down the street in Ottawa, a couple of guys in front of me spontaneously started singing, Oh Canada.
[01:04:21.918 --> 01:04:23.279]  I've never seen this in my life.
[01:04:24.019 --> 01:04:29.201]  99.9% of the people in this trucker convoy had never done anything political in their life.
[01:04:29.502 --> 01:04:43.274]   It's fascinating to me to see so many new Canadians, cultural minorities, so to speak, Speaking the language of freedom, and it's particularly poignant since Trudeau claims to speak for them and claims anyone opposed to him is a racist.
[01:04:43.354 --> 01:04:43.875]  Absolutely.
[01:04:43.895 --> 01:04:50.663]  In fact, I saw the National Post article Trudeau's panicking when around a third of the people out there that's demographically representative are not white.
[01:04:50.963 --> 01:04:53.346]  That is scaring the hell out of them, this true populist movement.
[01:04:53.386 --> 01:04:58.671]   As you said, You guys are the tip of the spear at Rebel Media with your reporters everywhere showing how giant these crowds are.
[01:04:58.971 --> 01:05:00.612]  Corporate media is trying to black that out.
[01:05:00.832 --> 01:05:03.114]  That's why people have to go to InfoWars.com.
[01:05:03.474 --> 01:05:04.836]  They have to go to Rebel News.
[01:05:04.876 --> 01:05:13.221]   They have to get these clips and share them because this is spontaneously now spreading around the world so Canada On average, people said was doing the worst job resisting.
[01:05:13.521 --> 01:05:23.865]  Now it's the beacon and the example of resistance with huge trucker events like this from Canada spreading to Germany to Europe to the US to Australia to New Zealand to the UK.
[01:05:24.085 --> 01:05:25.005]  This is very exciting.
[01:05:26.647 --> 01:05:30.651]  I know you talk a lot about the Milgram Experiment and the Ash Conformity Test.
[01:05:31.051 --> 01:05:34.013]  This is, writ large, the Ash Conformity Test.
[01:05:34.454 --> 01:05:38.017]  When no one else disagrees, you might think, am I the only, am I crazy?
[01:05:38.197 --> 01:05:39.558]  Am I the only one who thinks this way?
[01:05:39.578 --> 01:05:41.080]  Am I the only one who's worried?
[01:05:41.500 --> 01:05:50.708]  But when you see other people, when you see hundreds of thousands, when you see a million other people stand up, that gives you great confidence because you say, no, I'm not crazy.
[01:05:51.068 --> 01:05:51.729]  They're crazy.
[01:05:52.189 --> 01:05:54.450]  I'm not the one who's extremist.
[01:05:54.731 --> 01:05:56.692]  They're the ones who are violating my civil liberties.
[01:05:57.812 --> 01:06:02.915]  So, I encourage people who don't know what the Ash Conformity Test is, just to Google it on YouTube.
[01:06:03.135 --> 01:06:05.617]  I know you talk about it a lot, Alex, but... Absolutely.
[01:06:06.517 --> 01:06:07.738]  It breaks the gaslighting.
[01:06:08.058 --> 01:06:13.881]  We are the majority, and we're not black, we're not white, we're humans that love God and justice, and we're together, and it's beautiful.
[01:06:14.381 --> 01:06:15.682]  Ezra, what you're doing is amazing.
[01:06:16.022 --> 01:06:20.585]  Tell us one more time, the trucker side, to find all the videos and support the great work these truckers are doing.
[01:06:22.003 --> 01:06:24.824]  TruckerLawyer.ca.
[01:06:24.904 --> 01:06:26.285]  TruckerLawyer.ca.
[01:06:26.325 --> 01:06:26.825]  Thanks, Alex.
[01:06:27.265 --> 01:06:28.566]  All right, Ezra, please, I know you're busy.
[01:06:28.626 --> 01:06:31.327]  Pop in the next few days and give us updates as this unfolds, okay?
[01:06:32.507 --> 01:06:33.188]  Thank you, I will.
[01:06:33.088 --> 01:06:46.687]  Thank you, sir.
[01:06:46.691 --> 01:06:56.054]  Now it is easier than ever to take in the new liquid form with 8 beneficial super ingredients, BrainForce Ultra is the result of years of enhanced formulation.
[01:06:56.314 --> 01:07:01.656]  Free of toxic additives, each ingredient is specifically selected for its many key properties.
[01:07:02.036 --> 01:07:24.064]  Some of the proprietary super-ingredients behind BrainForce Ultra include Gorana Seed, which is loaded with energy compounds and antioxidants that have been used by Amazonian tribes for centuries, Alpha GPC, a natural compound found in the brain that delivers an essential nutrient, Choline, and Ginkgo Leaf, which is also known for its exceptional antioxidant content.
[01:07:24.304 --> 01:07:30.067]  This product is more than twice the servings of our Brain Force Plus as well, so you know it's packed full of the good stuff.
[01:07:30.408 --> 01:07:39.353]  Destroy that brain fog today and secure your bottle of Brain Force Ultra before it is completely sold out at m4store.com.
[01:07:39.873 --> 01:07:44.736]  All right, we haven't had this guest on a long time, but I've been following his work ever since he's been on with us.
[01:07:44.896 --> 01:07:47.738]  And boy, has he been vindicated.
[01:07:49.313 --> 01:07:54.935]  With now the admissions of the geoengineering all over the world, the aluminum dioxide, the barium salts, the other things that are killing the soil.
[01:07:56.076 --> 01:08:00.897]  And he was covering this 10 years ago, specifically about the aluminum and what was happening.
[01:08:01.538 --> 01:08:06.539]  We were covering chemtrails back in the mid-1990s, just saying, why do the trails not disappear now?
[01:08:06.899 --> 01:08:08.200]  Why do they turn into whole cloud banks?
[01:08:08.220 --> 01:08:13.042]  Then we found the Nobel Prize in the early 90s for developing the plan.
[01:08:13.062 --> 01:08:22.952]   Then we found out about the Department of Energy Operations, but Dane Whittington Has been nose to the grindstone, going to their actual conferences around the world.
[01:08:24.333 --> 01:08:28.015]  Chronicling the CFR and the CIA putting white papers out on it.
[01:08:28.715 --> 01:08:32.457]  And so it's just like they're adding nanotech to the vaccines that aren't vaccines.
[01:08:32.497 --> 01:08:34.978]  They just say, it's okay, just take it, don't ask questions.
[01:08:35.658 --> 01:08:37.499]  And then it's hiding in plain view that they're making people sick.
