[00:00:00.009 --> 00:00:00.909]  Not safe here.
[01:05:22.621 --> 01:05:29.283]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[01:05:29.403 --> 01:05:30.764]  We're good to go.
[01:05:59.275 --> 01:06:00.216]  Like us on Facebook.
[01:06:01.477 --> 01:06:06.920]  Looking back on 2012, I know personally I'm thanking God that my family and I made it through the year.
[01:06:06.940 --> 01:06:16.046]  From natural disasters like Hurricane Sandy and the devastating summer drought, to the family hardships brought on by a disastrous economy, our hearts go out to those that have lost everything.
[01:06:16.247 --> 01:06:22.511]  My friends at eFoods Direct hear from customers every day that are fortunate to weather life's storm by having a supply of food on hand.
[01:06:22.711 --> 01:06:27.995]  Danny from New York City wrote in following Hurricane Sandy and said, almost all the grocery stores are closed.
[01:06:29.251 --> 01:06:32.053]  eFoods just in time to be able to help my niece.
[01:06:32.273 --> 01:06:36.134]  Bottom line, it's better to be prepared 10 years too early than one day too late.
[01:06:36.315 --> 01:06:38.716]  Heed common sense's warning and do what I've done.
[01:06:38.876 --> 01:06:44.398]  Call 800-409-5633 today or go to efoodsdirect.com forward slash Alex.
[01:06:44.599 --> 01:06:47.420]  They have the best tasting long-term storable food on the planet.
[01:06:47.560 --> 01:06:54.624]  Call 800-409-5633 and ask about the Alex Jones Special or go to efoodsdirect.com forward slash Alex.
[01:06:54.824 --> 01:06:56.165]  Get self-sufficient today.
[01:06:56.285 --> 01:07:00.727]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:07:01.608 --> 01:07:04.649]  You prepare by purchasing gold, food, and firearms.
[01:07:05.010 --> 01:07:10.473]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[01:07:11.053 --> 01:07:14.235]  When you're sleeping or away from home, who's watching out for intruders?
[01:07:14.935 --> 01:07:16.176]  Check out SimpliSafe.
[01:07:16.516 --> 01:07:20.380]  It's a new do-it-yourself home security system that is completely wireless.
[01:07:20.980 --> 01:07:23.102]  Go to GetSimpliSafe.com.
[01:07:23.682 --> 01:07:26.085]  SimpliSafe is independent and off the grid.
[01:07:26.425 --> 01:07:30.228]  It runs on battery power, so even if the grid goes down, you're protected.
[01:07:30.789 --> 01:07:36.934]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[01:07:37.454 --> 01:07:38.975]  GetSimpliSafe.com.
[01:07:39.756 --> 01:07:43.980]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[01:07:44.440 --> 01:07:46.622]  So there's no need to let a stranger into your home.
[01:07:47.162 --> 01:07:50.745]  If you move or need to relocate, you can take the system with you wherever you go.
[01:07:51.226 --> 01:07:57.691]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[01:07:58.252 --> 01:08:00.414]  Again, that's GetSimplySafe.com
[01:08:06.601 --> 01:08:10.785]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:08:11.425 --> 01:08:12.246]  You want answers?
[01:08:13.007 --> 01:08:13.988]  Well, so does he.
[01:08:14.548 --> 01:08:18.172]  He's Alex Jones on the GCN Radio Network.
[01:08:18.752 --> 01:08:22.856]  And now, live from Austin, Texas, Alex Jones.
[01:08:24.678 --> 01:08:29.963]  Ladies and gentlemen, thank you for joining us on this Friday edition of the World Wide Transmission.
[01:08:31.238 --> 01:08:32.779]  It is the 8th day.
[01:08:33.679 --> 01:08:35.520]  The 8th day of February 2013.
[01:08:37.561 --> 01:08:41.383]  Coming up in the next hour, I'll continue with your calls and a ton of news.
[01:08:41.403 --> 01:08:43.144]  In fact, I'm going to take calls right now.
[01:08:43.644 --> 01:08:47.627]  Then at the bottom of the hour, I'm going to get into Shades of Sandy.
[01:08:48.067 --> 01:08:51.949]  Drivers face long lines at gas stations before another...
[01:08:53.365 --> 01:09:00.273]  West Coast blizzard, and I wonder if people are going to beg for FEMA to show up when they never do, except to take your property in the aftermath.
[01:09:00.553 --> 01:09:07.340]  Or I wonder if FEMA, like they did in New Jersey and New York, will put up signs saying, gone because of storm, closed because of storm.
[01:09:08.653 --> 01:09:09.173]  Wow!
[01:09:09.854 --> 01:09:10.334]  Wow!
[01:09:10.374 --> 01:09:13.015]  A giant federal agency that gets how many billions of dollars a year?
[01:09:13.515 --> 01:09:14.576]  Gone for storm!
[01:09:14.596 --> 01:09:17.797]  And everybody's like begging the government to help them.
[01:09:18.117 --> 01:09:21.479]  I mean, you've got to be self-sufficient or at least try or count on your neighbors, folks.
[01:09:22.019 --> 01:09:22.399]  Neighbors!
[01:09:22.420 --> 01:09:29.503]  You know, that's the millions of people, not the government bureaucrats who are too busy strutting around acting official and powerful.
[01:09:30.856 --> 01:09:34.878]  Speaking of strutting around, man, I got the news articles I'm going to cover at the bottom of the hour.
[01:09:35.599 --> 01:09:41.322]  The police in Southern California are shooting up trucks randomly.
[01:09:41.823 --> 01:09:48.387]  The reported former cop that's gone crazy with these manifestos, if it's real, looks like it is, has the M.O.
[01:09:48.407 --> 01:09:58.673]  of something real, has killed three cops, says he'll kill more, burn up his silver truck, show a blue truck of the same make and model
[01:10:00.384 --> 01:10:02.307]  But I mean there's millions of that truck in the U.S.
[01:10:03.088 --> 01:10:08.595]  They shot up two women in a truck and they're like beating people up and pulling them out of cars and uh...
[01:10:09.454 --> 01:10:19.382]  And like, there's video up at Infowars.com where this woman and her boyfriend are out in the middle of the desert rock hounding and the helicopter flies around them and then the helicopter lands.
[01:10:19.402 --> 01:10:20.302]  Why are you filming me?
[01:10:20.763 --> 01:10:23.665]  And you know, who are you here?
[01:10:24.566 --> 01:10:25.526]  He runs their background.
[01:10:25.566 --> 01:10:31.111]  He goes, I'm going to search you now without a warrant and searches them and then goes and gets back in his helicopter and takes off.
[01:10:33.793 --> 01:10:35.234]  And that was before the murder.
[01:10:36.246 --> 01:10:36.526]  Oh, really?
[01:10:36.586 --> 01:10:36.826]  I see.
[01:10:36.846 --> 01:10:43.711]  I was misunderstanding that because I was reading all the comments imagining, because this video just came out yesterday, oh, this must be in a manhunt.
[01:10:44.712 --> 01:10:46.453]  People think this is so unreasonable.
[01:10:47.554 --> 01:10:48.655]  Well, this has to be part of the manhunt.
[01:10:48.675 --> 01:10:49.495]  It turns out it's not.
[01:10:49.515 --> 01:10:58.842]  I mean, that is so incredibly crazy that in America, this video is up at Infowars.com.
[01:10:59.462 --> 01:11:03.525]  Now, if you're walking around a mile off the highway, something I've done many times,
[01:11:05.042 --> 01:11:08.243]  Uh, just in the middle of the desert, high desert of California.
[01:11:08.263 --> 01:11:10.143]  A lot of times I'll just stop the car.
[01:11:10.163 --> 01:11:11.864]  Hey, let's go climb that little knoll over there.
[01:11:11.884 --> 01:11:13.264]  Yeah, let's get some exercise.
[01:11:14.144 --> 01:11:21.205]  And I just cannot imagine the police flying around you in a helicopter and then getting aggressive.
[01:11:21.245 --> 01:11:22.086]  Don't video me!
[01:11:22.186 --> 01:11:22.966]  I'm gonna land!
[01:11:23.346 --> 01:11:25.186]  I mean, government has just gone crazy.
[01:11:25.486 --> 01:11:28.187]  A video cop lands helicopter to harass woman.
[01:11:29.289 --> 01:11:36.532]  And then comes flying right over the top of the hill, you know, really low, and comes right in and jumps out and asks her what she's up to.
[01:11:36.552 --> 01:11:38.953]  Is that where our tax money goes?
[01:11:38.973 --> 01:11:41.534]  Like, each citizen will be assigned a helicopter to follow him around?
[01:11:42.907 --> 01:11:51.270]  Or during the day we can work at the helicopter bases and serve them and give massages to the police and maybe worship them, something like a worship center and we all bow down to them.
[01:11:51.530 --> 01:11:52.050]  Okay, I'm sorry.
[01:11:52.250 --> 01:11:55.931]  Look, I'm not anti-police, but you know, we know police are bad in North Korea.
[01:11:56.411 --> 01:11:57.972]  We know police were bad in communist Russia.
[01:11:58.192 --> 01:12:00.272]  We know police are bad in Cuba under communism.
[01:12:00.292 --> 01:12:03.253]  We know they're bad in all these authoritarian states.
[01:12:03.433 --> 01:12:08.175]  You know, when you watch an old movie reenacting real things that happened in history,
[01:12:09.965 --> 01:12:19.310]  With issues in Rome or something, you know, where they had the Pretorian enforcers and police and they could just do whatever they wanted or rape your daughter if they wanted or take your money if they wanted, you know.
[01:12:19.530 --> 01:12:21.551]  You know in Mexico the cops are bad by and large.
[01:12:21.591 --> 01:12:22.511]  Incredibly bad.
[01:12:23.152 --> 01:12:24.212]  Incredibly corrupt.
[01:12:24.632 --> 01:12:25.473]  Shaking people down.
[01:12:26.328 --> 01:12:43.284]  I remember driving in a Volkswagen when I was like eight years old in Mexico, rented from Cancun to I think it was Chichen Itza or something, and driving a few hours, stopping, eating, and the cops sitting there at a checkpoint and they pull up and demand money from my dad.
[01:12:44.345 --> 01:12:46.246]  And I've seen that done to other people.
[01:12:47.648 --> 01:12:49.329]  And that's just what it is.
[01:12:50.430 --> 01:12:51.772]  But nowadays that'll be treason.
[01:12:52.543 --> 01:12:58.945]  Because the image of North Korea's dictator, the image of police, the image of government is God.
[01:12:59.045 --> 01:13:00.005]  It's like an idol.
[01:13:00.085 --> 01:13:12.729]  It's like in Raiders of the Lost Ark where he's got the gold idol at the beginning of the movie and he's running and the bad guy gets him and gets the idol and then they do whatever he says because he has the idol and the guy holds the idol up and the natives all bow down to it.
[01:13:12.929 --> 01:13:16.250]  That woman should have hit her knees when that helicopter landed.
[01:13:17.691 --> 01:13:19.251]  I mean, she should have hit her niece.
[01:13:19.311 --> 01:13:20.612]  No, no, no, no.
[01:13:20.652 --> 01:13:31.174]  To honor the officer, she should have pulled out a knife and slit her throat and said, I offer you blood, like the Aztecs did, and just sprayed her carotid artery blood all over the sand.
[01:13:31.755 --> 01:13:34.695]  Guys, isn't that what you should do when a god of... Yeah.
[01:13:38.605 --> 01:13:45.074]  I mean, you know, just... I mean, if you see a cop and you have a child, you need to carry a blender with you, hooked up, and just cram a baby right in it.
[01:13:45.274 --> 01:13:46.055]  I give you offering!
[01:13:47.236 --> 01:13:47.797]  I'm sorry.
[01:13:48.077 --> 01:13:50.120]  I know, I mean, that's what governments always demand is our children.
[01:13:50.721 --> 01:13:53.765]  Every culture ends up demanding human sacrifice of children.
[01:13:56.411 --> 01:13:58.152]  Well, we'll play part of that video later.
[01:13:58.192 --> 01:13:58.993]  It's nine minutes long.
[01:13:59.033 --> 01:14:00.954]  It's up on InfoWars.com.
[01:14:01.495 --> 01:14:03.756]  Here's some of the headlines up at InfoWars.com.
[01:14:04.697 --> 01:14:07.919]  Seattle mayor ban police from using drones.
[01:14:07.979 --> 01:14:09.100]  That's more like it.
[01:14:10.441 --> 01:14:15.385]  Dems in Colorado move to hold gun manufacturers liable for shootings.
[01:14:16.138 --> 01:14:18.820]  Oh yeah, and now they want insurance on gun owners?
[01:14:19.280 --> 01:14:24.543]  Imagine if Christopher Dorner, you know what, you got it in demand, all knife makers got to have interest to have a knife.
[01:14:24.744 --> 01:14:26.805]  And that's where it's going, the big banks own the insurance companies.
[01:14:26.925 --> 01:14:33.769]  They're going to make you get government socialist health care, they're going to make you get more and more in your cars, the price will go up because they can force you to do it.
[01:14:34.049 --> 01:14:39.113]  They're going to make you pay to have knives, make you pay to be a parent, they're talking about insurance.
[01:14:40.303 --> 01:14:43.606]  Imagine if Christopher Dorner was a Tea Party member.
[01:14:43.646 --> 01:14:45.327]  Paul Watson's got a key article.
[01:14:45.527 --> 01:14:46.147]  I didn't print that.
[01:14:46.167 --> 01:14:47.008]  Will you guys print me that?
[01:14:47.528 --> 01:14:50.310]  And California announces semi-auto confiscation plan.
[01:14:50.330 --> 01:14:50.470]  Yeah.
[01:14:50.771 --> 01:14:53.653]  All semi-autos to be banned and turned in.
[01:14:54.073 --> 01:14:56.615]  Only bolt action or single shot to be allowed.
[01:14:56.915 --> 01:14:59.537]  And then it'll be like other countries.
[01:14:59.597 --> 01:15:02.059]  Once they ban that, they always then ban the single shot.
[01:15:02.819 --> 01:15:04.520]  And they're now trying that in Australia right now.
[01:15:04.821 --> 01:15:07.403]  While the government goes full auto and buys giant armored vehicles.
[01:15:09.122 --> 01:15:13.345]  Anyways, 30-year CIA vet talks false flags at Brookings Institute.
[01:15:13.385 --> 01:15:21.791]  They have a 30-year CIA veteran has gone public, very highly respected, saying our government staging terror attacks in Africa as a pretext to invade.
[01:15:21.811 --> 01:15:23.972]  That's the Brookings Institution.
[01:15:24.233 --> 01:15:30.637]  That's where you go when you're already a double PhD and have already headed some billion-dollar company or something.
