[00:00:06.659 --> 00:00:07.920]  They fled from tyranny.
[01:43:10.427 --> 01:43:17.415]  And I've always found that very, a great, you know, what would you call it, a motto or thing to live by.
[01:43:17.956 --> 01:43:19.538]  Do whatever God says.
[01:43:19.558 --> 01:43:22.161]  You know, people say to me, what are you going to do next?
[01:43:22.181 --> 01:43:24.263]  Well, I'm going to do whatever God says I'm going to do.
[01:43:24.844 --> 01:43:25.885]  And that's all I'm going to do.
[01:43:26.385 --> 01:43:27.487]  Unless they take me away.
[01:43:27.507 --> 01:43:30.610]  And if they take me away, I'm going to continue to do whatever God says.
[01:43:31.431 --> 01:43:35.933]  And that's always stood by me very well, and I hope it'll stand by you too, Alex.
[01:43:35.973 --> 01:43:36.513]  Sure.
[01:43:36.633 --> 01:43:41.716]  One final point, and then I want you to plug the websites and the free newsletter and all the great things you're doing over there at PowerProphecy.com.
[01:43:42.516 --> 01:43:49.199]  When I first read your books, like 18 years ago, before I was getting on the air and was seeing stuff, you were talking about the Illuminati, the Communists, the New World Order.
[01:43:49.219 --> 01:43:53.161]  It was all there, but you didn't really, because you're kind of like a mainline Protestant preacher.
[01:43:53.341 --> 01:43:55.902]  There's a lot of pro-Israel stuff there, because that's how we're all brought up.
[01:43:55.942 --> 01:43:56.162]  Sure.
[01:43:56.222 --> 01:43:58.283]  That's how I was brought up, just overall.
[01:43:59.864 --> 01:44:01.586]  You know, the Bible, people of the Bible, all that.
[01:44:01.606 --> 01:44:06.992]  But then you've really focused a lot on Israel and select kind of mafia groups that control the Jewish people.
[01:44:07.032 --> 01:44:07.573]  Yeah.
[01:44:07.673 --> 01:44:10.556]  And we hadn't got into that today because I said, cover whatever you want.
[01:44:10.576 --> 01:44:13.780]  You want to get into your new book coming out, which is what I'm really into.
[01:44:14.841 --> 01:44:23.167]  My issue is I see a lot of corruption out of the Israel lobby, but then I also see the eugenics involved that like, you know, radiated 110,000 Jewish kids in Israel with the ringworm kids.
[01:44:23.187 --> 01:44:24.908]  So I see a triple, double game.
[01:44:25.308 --> 01:44:28.630]  You know, you told me, hey, Kissinger says Israel won't exist.
[01:44:28.650 --> 01:44:29.371]  You quote all that.
[01:44:29.671 --> 01:44:30.912]  So what is the master plan?
[01:44:30.932 --> 01:44:35.915]  Because what I see is it's like some of the Jewish mafia groups bombed Jewish synagogues.
[01:44:36.435 --> 01:44:39.696]  In Iraq and stuff in the 40s to make them go to Israel.
[01:44:39.856 --> 01:44:40.737]  They did it in Spain.
[01:44:41.077 --> 01:44:45.478]  So I just see it as a wicked group managing both ends and then doing things in names.
[01:44:45.498 --> 01:44:49.499]  But obviously the Bible, Jesus, all this, Israel's at the heart of it.
[01:44:50.100 --> 01:44:51.600]  And so it is an important thing.
[01:44:52.360 --> 01:44:54.861]  And then they spin it and say, well that's just anti-Semitic.
[01:44:54.881 --> 01:44:56.362]  But that's not actually what you're doing.
[01:44:56.382 --> 01:44:56.942]  You're pointing out
[01:44:57.082 --> 01:44:57.162]  No.
[01:45:16.513 --> 01:45:21.538]  Well, you know, when somebody says, why don't you expose the Catholics or the Jews or whatever?
[01:45:21.659 --> 01:45:23.561]  Of course, there's evil in all these things.
[01:45:24.001 --> 01:45:26.184]  But, you know, it's like so much evil in so little time.
[01:45:26.544 --> 01:45:28.066]  You know, what you've got to do here.
[01:45:28.086 --> 01:45:31.389]  You know, Henry Kissinger called up
[01:45:32.490 --> 01:45:34.390]  A columnist for the New York Post.
[01:45:34.430 --> 01:45:35.911]  This was about two months ago.
[01:45:36.291 --> 01:45:40.832]  And he said, I would like for something to be on the front page of your newspaper.
[01:45:41.312 --> 01:45:42.112]  A quote from me.
[01:45:42.492 --> 01:45:43.152]  She said, OK.
[01:45:44.813 --> 01:45:47.253]  Betsy, whatever her name is, you can get the New York Post.
[01:45:47.273 --> 01:45:47.913]  Sure, I saw it.
[01:45:47.973 --> 01:45:48.333]  I saw it.
[01:45:49.294 --> 01:45:52.654]  And he said, in 10 years, Israel will not exist.
[01:45:53.275 --> 01:45:53.695]  That's all.
[01:45:54.135 --> 01:45:55.075]  That's all he wanted to say.
[01:45:56.172 --> 01:45:58.053]  But he wanted to tell the whole world.
[01:45:58.533 --> 01:46:03.035]  Because in the Jewish Kabbalah and Talmud, you tell people what you're going to do before you do it.
[01:46:03.115 --> 01:46:05.116]  If you're going to murder somebody, you tell them beforehand.
[01:46:05.296 --> 01:46:06.977]  Once again, it's counting, counting coup.
[01:46:07.197 --> 01:46:11.438]  Yeah, that relieves you of the guilt of doing it, according to this theory.
[01:46:12.099 --> 01:46:14.660]  So he's saying in 10 years there will be no Israel.
[01:46:14.860 --> 01:46:15.380]  What does that mean?
[01:46:15.580 --> 01:46:21.443]  They just came out with a new DNA study by Dr. Ilan Elhaik of St.
[01:46:21.483 --> 01:46:21.863]  John's
[01:46:22.863 --> 01:46:25.264]  Uh, Hopkins, uh, School of Medicine.
[01:46:25.665 --> 01:46:27.646]  One of the most distinguished schools in America.
[01:46:27.926 --> 01:46:28.546]  He's Jewish.
[01:46:29.126 --> 01:46:32.328]  He says that the Jewish, there is no Jewish people.
[01:46:33.197 --> 01:46:37.000]  That all of the Jews in the world came from the Khazars and such.
[01:46:37.360 --> 01:46:39.302]  Now, there have been other genetic studies on this.
[01:46:39.622 --> 01:46:46.887]  In other words, no one living in Israel today has ancestors who came from Abraham, Isaac, and Jacob.
[01:46:46.947 --> 01:46:50.490]  Except for the Sephardic Jews of Middle Eastern Jews.
[01:46:50.530 --> 01:46:52.952]  But those are less than 2% of the Jews.
[01:46:53.292 --> 01:46:57.055]  In fact, the Palestinians are more Israelite than the Jews are.
[01:46:57.135 --> 01:46:59.376]  By the way, it was Sephardic Jews they radiated.
[01:47:00.337 --> 01:47:01.297]  Uh, yeah, yeah.
[01:47:01.397 --> 01:47:09.920]  And by the way, now it's a... Obama's going... Why would the Israelis want to kill Jews that are genetically like the truly ancient Jews?
[01:47:10.060 --> 01:47:11.740]  Well, they're the Ashkenazi Jews.
[01:47:12.340 --> 01:47:13.481]  You know, it's a long story.
[01:47:13.701 --> 01:47:15.681]  The Ashkenazi Jews are the Khazars.
[01:47:16.022 --> 01:47:17.122]  They're not Israelites.
[01:47:17.822 --> 01:47:17.922]  Yes.
[01:47:36.058 --> 01:47:37.699]  The 13th tribe has been confirmed.
[01:47:37.719 --> 01:47:38.159]  I didn't know that.
[01:47:38.179 --> 01:47:40.680]  Yeah, Arthur Kessler, you know, the poor guy died.
[01:47:41.320 --> 01:47:42.360]  Some say he was murdered.
[01:47:43.561 --> 01:47:46.022]  He was a very good Zionist Jew.
[01:47:46.482 --> 01:47:47.843]  And he wrote the 13th tribe.
[01:47:48.143 --> 01:47:52.384]  He said they came from... All of the historians and archaeologists have always said this.
[01:47:52.784 --> 01:47:54.205]  I wanted to... That's around Georgia.
[01:47:54.485 --> 01:47:55.946]  Yeah, I wanted to know the truth.
[01:47:55.986 --> 01:47:57.966]  I wanted to say, well, what is the truth on this?
[01:47:58.307 --> 01:48:00.928]  Well, now we have DNA evidence that says
[01:48:02.188 --> 01:48:03.769]  The Jews are converts.
[01:48:03.789 --> 01:48:06.110]  They're pagans who converted to Judaism.
[01:48:06.511 --> 01:48:10.633]  Their bloodlines do not go back to Abraham, Isaac, and Jacob.
[01:48:11.134 --> 01:48:18.518]  And not only that, but Dr. Elhike, who is Jewish, who is a real fighter there, he says there's no doubt about it.
[01:48:18.578 --> 01:48:19.258]  It's science.
[01:48:19.839 --> 01:48:20.659]  So what happens?
[01:48:20.679 --> 01:48:21.620]  What do all the Christians do?
[01:48:22.340 --> 01:48:22.801]  I want to say this.
[01:48:23.781 --> 01:48:25.461]  Henry Kissinger knew of this study.
[01:48:25.882 --> 01:48:26.722]  He knows of this.
[01:48:26.742 --> 01:48:32.703]  I think the... Well, no, it's really chic to hate Israel.
[01:48:33.583 --> 01:48:35.144]  And I see them building it up.
[01:48:35.304 --> 01:48:36.104]  Antichrist stuff.
[01:48:36.364 --> 01:48:38.144]  Like, I mean, he claims to be and then kills them?
[01:48:38.164 --> 01:48:39.025]  I mean, this is crazy.
[01:48:39.185 --> 01:48:39.365]  Right.
[01:48:39.425 --> 01:48:41.105]  The elite... That's what I'm saying.
[01:48:41.125 --> 01:48:42.205]  It's more sophisticated.
[01:48:42.225 --> 01:48:44.106]  The elite have latched on to Israel.
[01:48:45.126 --> 01:48:47.687]  As a tactic, as a strategy.
[01:48:47.707 --> 01:48:49.608]  Just like I saw America's plunging in the polls.
[01:48:49.628 --> 01:48:51.309]  They have us do the dirty work, then they destroy us.
[01:48:51.809 --> 01:48:52.149]  Absolutely.
[01:48:52.369 --> 01:48:55.351]  Look, the Rothschilds and the others are Sabbatean Jews.
[01:48:56.051 --> 01:48:57.112]  They worship Satan.
[01:48:58.072 --> 01:49:00.313]  They don't worship the Bible.
[01:49:00.653 --> 01:49:02.314]  They have a serpent that they worship.
[01:49:02.534 --> 01:49:03.735]  I know this sounds fantastic.
[01:49:03.755 --> 01:49:04.335]  Of course it is.
[01:49:04.795 --> 01:49:07.456]  Well, that was because of that ancient area north of Georgia.
[01:49:08.236 --> 01:49:12.118]  Right, Kazakhstan, Georgia, all those areas in there.
[01:49:12.338 --> 01:49:14.339]  Those people migrated over to Europe.
[01:49:14.939 --> 01:49:16.839]  There were three million Polish people.
[01:49:17.340 --> 01:49:21.281]  Now, when Israel was formed, David Ben-Gurion, the first Prime Minister, was a Polish guy.
[01:49:21.741 --> 01:49:23.562]  Shimon Peres is Polish.
[01:49:24.742 --> 01:49:25.683]  That wasn't even their names.
[01:49:25.723 --> 01:49:28.684]  They changed their names to sound like they were Israelites.
[01:49:29.344 --> 01:49:31.445]  So we have a nation of imposters.
[01:49:31.685 --> 01:49:34.825]  But it would be wrong of us to hate these people.
[01:49:35.206 --> 01:49:40.267]  It would be wrong of us to not get the right idea here.
[01:49:40.487 --> 01:49:41.687]  The right idea is this.
[01:49:42.247 --> 01:49:43.948]  These people have been used.
[01:49:44.608 --> 01:49:47.509]  They have been used for foul purposes.
[01:49:47.949 --> 01:49:52.230]  They have been used to set up a bastion in the Middle East.
[01:49:52.470 --> 01:49:53.550]  But they will be dealt with.
[01:49:53.590 --> 01:49:55.411]  They'll be destroyed once
[01:49:56.391 --> 01:49:59.513]  The New World Order has... Yeah, why is Saudi Arabia so precious?
[01:49:59.573 --> 01:50:00.854]  I mean, they are just hands-off.
[01:50:01.154 --> 01:50:03.675]  We've never seen such attacks that we criticize Saudi Arabia.
[01:50:03.695 --> 01:50:05.756]  And that's when you're over the target, you get the flag.
[01:50:06.136 --> 01:50:16.842]  Well, yeah, it's interesting that the 9-11 people, you know, what, 17 of the 19 came... I mean, look how Al-Qaeda comes out of there, but we never hear about that, and how they're using Saudi Arabia to take over Libya and Syria.
[01:50:17.182 --> 01:50:21.204]  I mean, they're planning a big clash, too, that Pike talked about with the Muslims, too.
[01:50:21.864 --> 01:50:24.306]  Yeah, well, Pike was an interesting character who had the plan.
[01:50:25.026 --> 01:50:33.212]  And he said basically the plan is that there will be a great clash between the Moslems, the Christians, with the Jews sort of sitting on the sidelines.
[01:50:33.232 --> 01:50:34.233]  But they'll be destroyed too.
[01:50:34.553 --> 01:50:36.755]  So that atheism will be the true religion.
[01:50:37.035 --> 01:50:38.996]  And Lucifer will be the one we worship.
[01:50:39.577 --> 01:50:41.098]  And I think that's the key here.
[01:50:41.398 --> 01:50:44.680]  We have to understand these people do not worship the Old Testament.
[01:50:46.101 --> 01:50:48.303]  And I'm talking about the Illuminati elite.
[01:50:48.603 --> 01:50:50.284]  They don't worship the Old Testament.
[01:50:50.924 --> 01:50:52.665]  They don't believe in the Old Testament at all.
[01:50:53.005 --> 01:50:54.066]  They have the Kabbalah.
[01:50:54.246 --> 01:50:57.247]  I mean, you know, when you see Madonna with her little red band.
[01:50:57.848 --> 01:50:58.828]  Bill Clinton has it.
[01:50:59.088 --> 01:51:02.310]  Britney Spears has a little red wristband.
[01:51:02.750 --> 01:51:03.791]  They're into the Kabbalah.
[01:51:03.971 --> 01:51:05.252]  They're not into the Old Testament.
[01:51:05.292 --> 01:51:09.754]  They're not into... That's mysticism picked up in Egypt, Babylon, and then the Khazars.
[01:51:10.094 --> 01:51:11.074]  It absolutely is.
[01:51:11.114 --> 01:51:12.235]  That's where it all comes from.
[01:51:12.635 --> 01:51:14.456]  And it's admittedly that.
[01:51:14.476 --> 01:51:15.716]  That's old Raiders of the Lost Ark.
[01:51:15.956 --> 01:51:16.997]  And that's what drives me crazy.
[01:51:17.077 --> 01:51:17.837]  We're informed.
[01:51:18.037 --> 01:51:19.118]  People say there's no Illuminati.
[01:51:19.198 --> 01:51:19.898]  It's in history books.
[01:51:20.958 --> 01:51:28.061]  I want everybody, no matter what, black child, Jewish child, German child, Chinese child, to not jump off suicide nets.
[01:51:28.441 --> 01:51:29.582]  I just want a future text.
[01:51:29.682 --> 01:51:30.722]  I know that's what you want.
[01:51:31.142 --> 01:51:31.482]  Amazing.
[01:51:31.502 --> 01:51:36.444]  We'll have to have you back on on a history lesson on that because I find it fascinating.
[01:51:38.525 --> 01:51:41.508]  The way I've described it is, I don't like any of the racist groups.
[01:51:41.548 --> 01:51:44.991]  I don't like the racist Jewish mafia that's attacking me all the time, the ADL.
[01:51:45.331 --> 01:51:46.952]  I don't like the Mexican mafia attacking me.
[01:51:46.993 --> 01:51:51.997]  I don't like the Muslim groups that say I'm horrible because I don't say kill all the Jews.
[01:51:52.397 --> 01:51:55.220]  I don't like, you know, it's like I don't like Hitler.
[01:51:55.280 --> 01:51:56.160]  I don't like Stalin.
[01:51:56.180 --> 01:51:57.442]  I don't like the British royalty.
[01:51:57.722 --> 01:51:58.803]  I don't like Che Guevara.
[01:51:59.003 --> 01:52:02.206]  You know, so often it's like, well, this group's bad, so you must like Che.
[01:52:02.646 --> 01:52:05.549]  Or America's corrupt, so, you know, why is it?
[01:52:06.189 --> 01:52:07.250]  Hugo Chavez good.
[01:52:07.410 --> 01:52:07.630]  Yeah.
[01:52:07.931 --> 01:52:09.492]  Well, compared to a lot of dictators, he wasn't that bad.
[01:52:09.512 --> 01:52:12.174]  But he stole a lot of property and stuff from poor people.
[01:52:12.835 --> 01:52:14.997]  I mean, it's just the real world.
[01:52:15.017 --> 01:52:15.918]  You've got to have discernment.
[01:52:15.938 --> 01:52:16.538]  You've got to have nuance.
[01:52:16.558 --> 01:52:17.499]  You've got to have history.
[01:52:17.779 --> 01:52:21.482]  And I'm just coming in with 39 and to being able to really start figuring things out.
[01:52:21.943 --> 01:52:26.127]  And it's just to an elitist, they get off on the general public being like,
[01:52:26.827 --> 01:52:35.409]  Deaf, dumb and blind people who can't even communicate, and they use that to control them, and I want to empower them, but I think, I think, do you agree a lot of it is spiritual?
[01:52:35.469 --> 01:52:36.410]  You know, God has to touch them?
[01:52:36.450 --> 01:52:36.910]  It is spiritual.
[01:52:37.150 --> 01:52:38.270]  Here's the real question.
[01:52:38.430 --> 01:52:43.632]  Why was Henry Kissinger protected when he said Israel will not exist in ten years?
[01:52:43.652 --> 01:52:44.612]  Remember, he's Jewish.
[01:52:45.812 --> 01:52:47.774]  Why was he not attacked by the press?
[01:52:47.995 --> 01:52:49.156]  How dare he say that?
[01:52:49.176 --> 01:52:50.858]  If Ahmadinejad said that, they'd say nuking.
[01:52:51.098 --> 01:52:52.900]  Oh, well, they would say, look, he's got a plan.
[01:52:53.180 --> 01:52:54.842]  He wants to kill us all.
[01:52:55.062 --> 01:52:56.624]  He wants to bring back the Holocaust.
[01:52:57.064 --> 01:52:58.325]  But Henry Kissinger said it.
[01:52:58.365 --> 01:52:59.346]  Nobody asked a thing.
[01:52:59.366 --> 01:53:00.868]  He just says it.
[01:53:01.308 --> 01:53:02.610]  And you're supposed to accept it.
[01:53:03.911 --> 01:53:05.112]  Well, I don't accept it.
[01:53:05.272 --> 01:53:06.412]  I want to know what he means by it.
[01:53:06.452 --> 01:53:09.093]  Well, that's like Rove said, we're history's actors now.
[01:53:09.213 --> 01:53:11.114]  They say it, and we accept their reality.
[01:53:11.294 --> 01:53:12.655]  Well, I say I'm not accepting their reality.
[01:53:12.995 --> 01:53:19.377]  PowerOfProphecy.com, people can also call and get a very, I mean, it's not a news, it's really a magazine, really nice newsletter.
[01:53:19.657 --> 01:53:20.778]  Tell people about some of this stuff.
[01:53:21.078 --> 01:53:22.719]  Well, they can go to PowerOfProphecy.com.
[01:53:23.439 --> 01:53:25.461]  Of course, or TexMars.com.
[01:53:25.481 --> 01:53:28.945]  You've got a Liberty and Truth conference coming up with Jim Mars, a bunch of other people.
[01:53:28.985 --> 01:53:30.807]  Yeah, Jim Mars, a lot of great people.
[01:53:32.148 --> 01:53:38.175]  I hope people go to this, January the 7th, they can, January the 6th, excuse me, they'll see about that on our website.
[01:53:38.335 --> 01:53:42.800]  By the way, I want to mention, this book, Robot Alchemy, will not be, this is the premiere.
[01:53:43.320 --> 01:53:48.506]  I mean, nobody in the world knows about this book, except InfoWars and you, right now, today.
[01:53:49.346 --> 01:53:52.229]  So this book will not be out until about April the 20th.
[01:53:52.650 --> 01:53:54.832]  So people have about six weeks to think about it.
[01:53:55.413 --> 01:53:56.654]  Maybe they'll want the book, maybe not.
[01:53:56.934 --> 01:53:59.517]  But Robot Alchemy will be out in about six weeks.
[01:54:01.619 --> 01:54:02.419]  Well, I'm honored.
[01:54:02.559 --> 01:54:06.641]  Well, you know, I wanted to do that, and Alex, I appreciate you so much.
[01:54:06.661 --> 01:54:10.983]  I appreciate everything you're doing here to warn folks.
[01:54:11.464 --> 01:54:12.264]  Thank you so much.
[01:54:12.384 --> 01:54:13.284]  God bless you and Wanda.
[01:54:13.304 --> 01:54:14.025]  God bless you, too.
[01:54:14.065 --> 01:54:14.685]  You bet, buddy.
[01:54:14.805 --> 01:54:16.586]  And again, that's PowerOfProphecy.com.
[01:54:16.646 --> 01:54:17.826]  Our site's InfoWars.com.
[01:54:19.147 --> 01:54:19.667]  We're good to go.
[01:54:41.318 --> 01:54:48.302]  I really said 10, but you get your own membership, and then 10 more can simultaneously log in at PrisonPlanet.tv.
[01:54:48.402 --> 01:54:50.123]  And again, the crew, I salute you.
[01:54:50.403 --> 01:54:54.225]  Their only fault is they try to do too good a job and do too much, and we get overwhelmed.
[01:54:54.245 --> 01:54:58.607]  But it's better to attempt too much and succeed a lot than just sit on our hind ends and fail.
[01:54:58.967 --> 01:55:05.291]  So God bless you all, and Lord willing, we'll see you back tomorrow night for another edition of InfoWars Nightly News.
