[00:00:00.109 --> 00:00:00.469]  Brother.
[01:05:37.665 --> 01:05:42.269]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:05:42.890 --> 01:05:45.072]  See them on the web at 5starsoap.com.
[01:05:45.612 --> 01:05:47.499]  Or call 800-340-7091 for a free catalog.
[01:05:54.929 --> 01:05:57.990]  You prepare by purchasing gold, food, and firearms.
[01:05:58.350 --> 01:06:03.791]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[01:06:04.391 --> 01:06:07.592]  When you're sleeping or away from home, who's watching out for intruders?
[01:06:08.272 --> 01:06:09.532]  Check out SimpliSafe.
[01:06:09.852 --> 01:06:13.733]  It's a new do-it-yourself home security system that is completely wireless.
[01:06:14.313 --> 01:06:16.354]  Go to GetSimpliSafe.com.
[01:06:17.034 --> 01:06:19.415]  SimpliSafe is independent and off the grid.
[01:06:19.755 --> 01:06:23.557]  It runs on battery power, so even if the grid goes down, you're protected.
[01:06:24.117 --> 01:06:30.260]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[01:06:30.780 --> 01:06:32.301]  Get SimpliSafe.com
[01:06:33.101 --> 01:06:37.322]  SimplySafe is also ridiculously easy to install yourself in under 20 minutes.
[01:06:37.762 --> 01:06:39.963]  So there's no need to let a stranger into your home.
[01:06:40.483 --> 01:06:44.064]  If you move or need to relocate, you can take the system with you wherever you go.
[01:06:44.564 --> 01:06:51.005]  You aren't always at home, but SimplySafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[01:06:51.585 --> 01:06:53.746]  Again, that's GetSimplySafe.com
[01:06:54.910 --> 01:06:55.911]  I had tried everything.
[01:06:55.991 --> 01:07:01.033]  I'd cut back the amount of food I was eating, I was lifting weights and jogging, but nothing was working.
[01:07:01.473 --> 01:07:05.935]  My body was literally starving for minerals and trace elements as well as key vitamins.
[01:07:06.295 --> 01:07:12.658]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[01:07:13.158 --> 01:07:23.631]  Now there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[01:07:24.372 --> 01:07:28.518]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[01:07:28.858 --> 01:07:31.862]  When I started taking the Tangy Tangerine and other products every day,
[01:07:32.202 --> 01:07:34.863]  I lost more than 37 pounds in just two months.
[01:07:35.083 --> 01:07:36.244]  Now that's results.
[01:07:36.664 --> 01:07:43.087]  I want to challenge my listeners to go to Infowarsteam.com and to order just three of their products.
[01:07:43.447 --> 01:07:48.770]  And you will see the changes in the way you look, feel, and in your appetite almost immediately.
[01:07:49.190 --> 01:07:51.411]  Start your journey to health and wellness today.
[01:07:51.731 --> 01:07:53.332]  Infowarsteam.com
[01:07:59.741 --> 01:08:03.926]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:08:04.587 --> 01:08:05.388]  You want answers?
[01:08:06.169 --> 01:08:07.090]  Well, so does he.
[01:08:07.711 --> 01:08:11.396]  He's Alex Jones on the GCN Radio Network.
[01:08:11.916 --> 01:08:15.961]  And now, live from Austin, Texas, Alex Jones.
[01:08:17.364 --> 01:08:22.029]  Alright ladies and gentlemen, again it is Thursday, the 11th day of April 2013.
[01:08:22.129 --> 01:08:24.371]  We're into the second hour.
[01:08:24.412 --> 01:08:26.814]  I know XM joins us in the second and third hour.
[01:08:27.295 --> 01:08:32.820]  Larry Pratt, Executive Director of Gun Owners of America joins us.
[01:08:32.880 --> 01:08:34.022]  He was on CNN just the other day.
[01:08:34.042 --> 01:08:35.743]  We're going to play this clip later if we have time.
[01:08:36.084 --> 01:08:37.605]  If not, it's up on Infowars.com.
[01:08:38.286 --> 01:08:42.747]  And CNN properly said, you know, maybe even more powerful and effective than the NRA.
[01:08:43.027 --> 01:08:52.750]  They fear, they fear Gun Owners of America, and Gun Owners of America has forced the NRA, and Ted Nugent agreed to this, and he's a board member, last time he was on, to get more hardcore.
[01:08:53.250 --> 01:08:56.571]  You see, that's why they always say, don't be radical, don't be radical, we're not radical.
[01:08:57.051 --> 01:08:59.572]  Everywhere the gun grabbers have gotten control, they've taken the guns.
[01:09:00.672 --> 01:09:02.414]  Everywhere they've gotten control, they've taken the guns.
[01:09:02.434 --> 01:09:03.815]  And when they register, they take them all.
[01:09:04.215 --> 01:09:05.576]  And criminals don't follow the laws.
[01:09:05.637 --> 01:09:13.984]  And they ought to be thanking gun owners for a 49% drop in crime rate since 1991 because of gun proliferation being the number one issue.
[01:09:14.004 --> 01:09:17.647]  And that's been done in university studies by, well, you name it.
[01:09:18.708 --> 01:09:23.232]  More guns, less crime by the professors that have broken it down, John Lott and others.
[01:09:24.213 --> 01:09:29.936]  So all of this is happening and they're there collectively saying it's our fault.
[01:09:29.956 --> 01:09:40.121]  When he was also on that CNN piece, you can read the article and see the video up at Infowars.com, mayors against illegal guns directors said no one in California has had their guns confiscated.
[01:09:40.721 --> 01:09:49.406]  When they're all over the place grabbing them, if you've ever been depressed, ever been on Valium, ever been to a psychologist, period, you're now mentally ill.
[01:09:49.846 --> 01:09:51.007]  Notice how they advertise it?
[01:09:51.826 --> 01:09:55.169]  And say it's no big deal and now they're gonna, without a justification, try to take your rights.
[01:09:55.489 --> 01:09:57.551]  This is up at InfoWars.com right now.
[01:09:57.951 --> 01:10:02.795]  New York State Police admit wrongly confiscating guns under new laws.
[01:10:03.415 --> 01:10:07.579]  Obama blowing smoke on cigarette tax.
[01:10:07.779 --> 01:10:09.240]  IRS violates Fourth Amendment.
[01:10:09.580 --> 01:10:12.402]  Italian Supreme Court President blames Bilderberg for terrorist attacks.
[01:10:13.263 --> 01:10:14.684]  They're set to release documents.
[01:10:14.745 --> 01:10:18.308]  Senator says universal background checks could lead to national registry.
[01:10:18.348 --> 01:10:18.828]  No kidding.
[01:10:18.848 --> 01:10:22.291]  The ATF's already been caught over and over again keeping those records.
[01:10:22.732 --> 01:10:26.475]  Chinese professor says 70-80% chance of war with North Korea.
[01:10:26.875 --> 01:10:29.037]  Environmentalist signs petition to ban water.
[01:10:29.138 --> 01:10:29.858]  We're not joking.
[01:10:29.878 --> 01:10:30.999]  They're now saying it's bad.
[01:10:31.500 --> 01:10:32.641]  Just like carbon dioxide.
[01:10:32.961 --> 01:10:35.843]  Top economic advisors forecast war and unrest.
[01:10:36.183 --> 01:10:38.645]  That's the news at Infowars.com right now.
[01:10:38.725 --> 01:10:45.409]  But to give us an update on the state of the Second Amendment and the collectivist war against the Second Amendment.
[01:10:45.429 --> 01:10:47.110]  They've got one against the First Amendment as well.
[01:10:47.130 --> 01:10:48.831]  Their state's rights, Tenth Amendment.
[01:10:48.871 --> 01:10:52.594]  I mean, I've never seen such an all-out push and assault.
[01:10:53.314 --> 01:10:54.535]  They're putting everything behind it.
[01:10:55.495 --> 01:11:00.436]  Gun bill clears Senate hurdle as filibuster falls short in a 68-31 vote.
[01:11:00.856 --> 01:11:03.817]  So this is razor's edge whether it's going to pass the Senate.
[01:11:04.397 --> 01:11:07.577]  Then there could magically be another fast and furious mass shooting.
[01:11:08.257 --> 01:11:09.958]  And then they could get it passed.
[01:11:10.098 --> 01:11:11.298]  And Katie Barr the door.
[01:11:11.618 --> 01:11:19.359]  Joining us is Executive Director of Gun Owners of America, GunOwners.org, Larry Pratt joining us to break this down.
[01:11:19.399 --> 01:11:23.220]  Larry, what is the state of this war against the Second Amendment right now?
[01:11:24.738 --> 01:11:28.979]  Well, we're fighting it out in the Senate, even as we speak.
[01:11:29.039 --> 01:11:42.022]  There has been a vote on a motion to proceed, meaning we'll now bring up the gun control bills that Harry Reid has, now that we've voted to proceed.
[01:11:42.682 --> 01:11:53.365]  There were 16 Republicans that voted with Harry Reid, and some of them were kind of surprising, like Senator Burr of North Carolina.
[01:11:55.038 --> 01:12:13.469]  It's possible that at least some of these members were just actively deceived by Harry Reid, who promised them one kind of an agenda for the consideration of this legislation, and he's got it in another mode.
[01:12:13.849 --> 01:12:16.010]  I'm trying not to get people lost in the weeds.
[01:12:18.292 --> 01:12:22.654]  In fact, I barely understand it myself, we've got an attorney that's previously
[01:12:23.644 --> 01:12:26.206]  So it's just like Obamacare, it lets them do whatever they want.
[01:12:28.007 --> 01:12:37.934]  They got their way and then the Republicans will be able to vote on stuff that they want after the damage has already been done on Senator Toomey's bill.
[01:12:38.355 --> 01:12:41.257]  Senator Toomey went and made a deal with Chuck Schumer.
[01:12:42.037 --> 01:12:46.741]  And anytime you make a deal with Senator Schumer, that can't turn out well.
[01:12:47.521 --> 01:12:50.383]  And so that's where we are.
[01:12:50.803 --> 01:12:51.184]  We're now
[01:12:52.037 --> 01:13:02.781]  Taking that up and the ability to amend with anything decent to change it, what not, that's not there because Reid set it up.
[01:13:03.041 --> 01:13:09.503]  He set the table so that's the only thing available for eating and it's the Republicans
[01:13:11.604 --> 01:13:12.264]  I think so.
[01:13:24.873 --> 01:13:31.037]  And you predicted a month ago, whenever Harry was acting like he wouldn't go along with this, that it was all playing possum.
[01:13:31.257 --> 01:13:35.721]  They always do this baiting and switching so that we can't build up political opposition.
[01:13:35.961 --> 01:13:39.443]  They always go, I guess you won, I guess we're not going to get it.
[01:13:39.943 --> 01:13:43.446]  And then the Republicans, obviously the real power structure,
[01:13:43.806 --> 01:13:44.106]  I think so.
[01:14:07.691 --> 01:14:10.973]  It's not radical to say, hey, we've made the crime rate go down.
[01:14:11.214 --> 01:14:26.444]  How dare you collectively say gun owners are responsible for 20 dead kids, and if we don't do what Obama says, registering gun owners in all this garbage and shutting down gun shows and private sales, that, oh, we're letting the families down.
[01:14:26.524 --> 01:14:28.446]  I mean, this is so transparent.
[01:14:28.486 --> 01:14:34.250]  Instead of running from this, we need to point out how they're using these dead children and go on the offense.
[01:14:36.428 --> 01:14:47.375]  The fact of the matter is that all of these mass murders that have occurred in our country over the last 20 years, with one exception, have occurred in gun-free zones.
[01:14:47.835 --> 01:14:50.477]  Many of them schools, but not all.
[01:14:50.537 --> 01:14:51.318]  Some of them were in
[01:14:51.978 --> 01:14:55.179]  Places open to the public, but posted no guns.
[01:14:55.720 --> 01:14:57.280]  There was a mall in Utah.
[01:14:59.081 --> 01:15:06.664]  In a Utah school, you can carry concealed, but in this stupid mall, I think it was called Trolley Square, you couldn't.
[01:15:07.425 --> 01:15:16.309]  Happily, there was a police officer carrying concealed off-duty, but still five or six people were murdered before he could get there.
[01:15:18.196 --> 01:15:35.706]  What they don't want to talk about, and it barely made the news, three days before the Newtown tragedy occurred, in a Clackamas, Oregon mall, which was posted no guns, a dirtbag went in and started shooting.
[01:15:36.066 --> 01:15:37.607]  Killed two people, wounded one.
[01:15:38.516 --> 01:15:54.836]  Happily, his gun jammed, and while he's fiddling with that, a good guy with a gun, who also had ignored the sign, went running to the sound of the shots, and just as the dirtbag was freeing his gun, saw the good guy with a gun,
[01:15:55.521 --> 01:15:56.002]  Sure, thank God!
[01:15:56.102 --> 01:15:57.884]  Thank God that gun owners keep stopping mass shootings.
[01:16:14.522 --> 01:16:17.784]  My question to you is, how do we defeat this?
[01:16:17.884 --> 01:16:19.485]  What will happen in the House now?
[01:16:19.765 --> 01:16:22.006]  I mean, I know it hasn't passed the Senate, it's just gotten out of committee.
[01:16:22.326 --> 01:16:23.947]  What do we do to shoot this down?
[01:16:23.967 --> 01:16:26.709]  I mean, they're doubling down.
[01:16:27.249 --> 01:16:30.291]  It looks like, to me, it's backfiring politically, but they don't care.
[01:16:30.811 --> 01:16:32.632]  Is this the greatest assault you've ever seen?
[01:16:33.985 --> 01:16:40.630]  Very dangerous measure because this completes the effort to have a national gun registry.
[01:16:40.831 --> 01:16:54.382]  They're not calling it that, but when they do the background check, they're telling dealers that if the dealer doesn't want to spend hours, many times, waiting on the phone for a clearance,
[01:16:55.345 --> 01:16:58.728]  He can use the Internet, which they're increasingly doing.
[01:16:59.289 --> 01:17:12.141]  So as most of the background checks are done by Internet, they get a little notice the first time they do it saying that all the data supplied over this portal is going to be the property of the US government.
[01:17:12.714 --> 01:17:13.454]  There's your gun register.
[01:17:13.634 --> 01:17:22.318]  I bought a .50 caliber rifle last year at a large gun store here in Austin, and there it all was on a computer and said that.
