[00:00:00.134 --> 00:00:00.955]  This is our chance
[01:10:03.029 --> 01:10:06.190]  I was very depressed because everything the judge was saying.
[01:10:07.090 --> 01:10:08.150]  He said the U.S.
[01:10:08.190 --> 01:10:09.351]  will do a fair trial.
[01:10:09.491 --> 01:10:10.211]  I don't agree.
[01:10:10.331 --> 01:10:11.111]  Just on and on.
[01:10:11.855 --> 01:10:18.720]  And this went on for about 15 minutes, and I got so depressed that I decided to go out and just get a cup of coffee or something.
[01:10:19.080 --> 01:10:31.490]  When I came back, the judge had ruled the way we know the judges ruled now, which is that this is, that pending an appeal, Julian Assange will be free, and we're going to be back in court on Wednesday.
[01:10:31.850 --> 01:10:33.811]  So this is fantastic news.
[01:10:34.272 --> 01:10:37.374]  And I'll tell you, Alex, for people who've been fighting this fight for a long time,
[01:10:38.240 --> 01:10:41.945]  This is such a morale booster, especially given the fact
[01:10:42.566 --> 01:10:46.007]  Look, Donald Trump, Roger Stone did nothing wrong, we know that.
[01:10:46.387 --> 01:10:47.927]  That pardon, great news.
[01:10:48.507 --> 01:10:55.749]  The pardon of Paul Manafort, a big deal in my opinion, because Manafort knows a lot about the Ukraine story.
[01:10:56.269 --> 01:10:57.889]  And that's why they've kept him silent.
[01:10:58.289 --> 01:11:02.110]  But I was disappointed like you were, that we haven't heard anything on Assange yet.
[01:11:02.470 --> 01:11:08.211]  And I think this may give Trump an opening, since it can't all be placed on him.
[01:11:08.571 --> 01:11:10.092]  That was my next question.
[01:11:10.172 --> 01:11:12.192]  Is that not the judge giving Trump his opening?
[01:11:14.216 --> 01:11:14.856]  I hope so.
[01:11:14.996 --> 01:11:16.458]  I don't think that was the judge's goal.
[01:11:16.718 --> 01:11:22.344]  But I'll tell you, the DOJ, I know you've seen this, Alex, the DOJ is already announcing their disappointment with this.
[01:11:22.764 --> 01:11:33.896]  And people like Pompeo, and unfortunately people like Rick Grinnell, the former DNI, and I like a lot of things Grinnell says, but unfortunately on this one, he's an Assange hater.
[01:11:34.657 --> 01:11:36.959]  And so that's that's bad news.
[01:11:37.340 --> 01:11:43.865]  But I think today is a day for real celebration and to try to get some control of this narrative.
[01:11:44.426 --> 01:11:51.352]  Millions of people who haven't been paying any attention to the Assam story are going to hear good news today.
[01:11:51.732 --> 01:11:56.777]  And we need to ride that momentum a little bit and keep that momentum of good news going this week.
[01:11:58.626 --> 01:12:09.253]  Let's talk about why any journalist on the planet, whether they be conservative, liberal, gay, straight, Muslim, Christian, Jewish, agnostic, it doesn't matter.
[01:12:09.654 --> 01:12:11.655]  What Assange did was classic journalism.
[01:12:12.055 --> 01:12:13.997]  He should be celebrated, not put in prison.
[01:12:14.017 --> 01:12:15.658]  I mean, this is so dangerous for everyone.
[01:12:15.878 --> 01:12:19.000]  Where is all the journalistic world not defending this man?
[01:12:19.040 --> 01:12:20.681]  That to me is the big story here.
[01:12:20.721 --> 01:12:21.742]  This is very dangerous.
[01:12:22.685 --> 01:12:23.506]  I agree with you.
[01:12:23.727 --> 01:12:27.912]  And also, I'll tell you, Alex, when this came through, I actually thought of you.
[01:12:28.353 --> 01:12:33.920]  Because I don't want to make you feel weird, but a year or so ago, you were in the studio in D.C.
[01:12:33.940 --> 01:12:35.222]  and did an interview with you.
[01:12:35.723 --> 01:12:37.625]  And you struck me
[01:12:38.286 --> 01:12:43.170]  I brought up Assange, and Alex, you were so humble about it.
[01:12:43.530 --> 01:12:47.713]  And you said at the time, you said, I'm going through a lot of stuff, and everyone knows you are.
[01:12:48.033 --> 01:12:50.415]  You said, but Assange, that guy's a hero.
[01:12:50.435 --> 01:12:51.615]  I don't know if you remember that.
[01:12:51.675 --> 01:12:51.936]  I do.
[01:12:51.956 --> 01:12:52.556]  He is a hero.
[01:12:53.657 --> 01:12:55.518]  It really, it really stuck with me, Alex.
[01:12:55.558 --> 01:12:59.181]  And it says a lot about your character that you've stated in the story.
[01:12:59.261 --> 01:13:00.401]  And you're exactly right.
[01:13:00.702 --> 01:13:03.924]  The people who defend Assange, I'm George Galloway.
[01:13:04.542 --> 01:13:06.764]  He's an amazing speaker and the people who are with Assange on this
[01:13:18.390 --> 01:13:19.932]  Today is really a day.
[01:13:20.272 --> 01:13:23.554]  This is the real meaning of intellectual diversity.
[01:13:23.795 --> 01:13:33.642]  But where are the old-fashioned socialists that I disagree with their policies but they still stood for freedom of speech like the Mexican president's for that, Galloway's for that, Assange is there, he's a liberal.
[01:13:33.842 --> 01:13:35.744]  Where are all the real liberals that we used to admire?
[01:13:36.900 --> 01:13:38.541]  Well, they've been bought out.
[01:13:38.621 --> 01:13:40.441]  That's where the Soros money comes in.
[01:13:40.902 --> 01:13:42.582]  I've been convinced for a long time.
[01:13:42.922 --> 01:13:50.845]  The reason Soros funds the left in the U.S., which he doesn't do internationally, by the way, in Ukraine, he funds literal Nazis.
[01:13:51.245 --> 01:13:52.006]  That's who he funds.
[01:13:52.306 --> 01:13:53.346]  But here he funds the left.
[01:13:53.486 --> 01:13:54.287]  Why does he fund them?
[01:13:54.487 --> 01:13:57.908]  Because if he funds the ACLU, if he funds
[01:13:58.708 --> 01:14:02.930]  The NAACP, all of these groups, People for the American Way, guess what?
[01:14:03.251 --> 01:14:08.233]  When it comes to issues that he really cares about, he's an establishment shill.
[01:14:08.573 --> 01:14:10.174]  He is pushing the war machine.
[01:14:10.474 --> 01:14:12.515]  He's pushing the military-industrial complex.
[01:14:12.855 --> 01:14:15.397]  So he can control them and say, hey, you know what?
[01:14:15.817 --> 01:14:17.658]  NAACP, if you want your money,
[01:14:18.328 --> 01:14:20.129]  You know, be quiet about the war machine.
[01:14:20.509 --> 01:14:22.890]  Don't say anything about the military-industrial complex.
[01:14:23.270 --> 01:14:28.332]  The S.Q.U.A.D., AOC and Ilhan Omar, they are the biggest cowards.
[01:14:28.552 --> 01:14:29.993]  They didn't just vote for Pelosi.
[01:14:30.333 --> 01:14:33.914]  They have voted for every war that comes down the pike.
[01:14:34.835 --> 01:14:41.958]  Exactly, but because they're women with burqas on their head, they can be for all the wars, they can be for all the surveillance, they can be for arresting journalists.
[01:14:42.018 --> 01:14:42.718]  It's disgusting.
[01:14:44.069 --> 01:14:48.991]  It's completely disgusting, and it shows that we really have no balance.
[01:14:49.031 --> 01:14:52.732]  That's why people like, I'll mention two have been heroic on this.
[01:14:53.432 --> 01:14:56.473]  Rand Paul on the right, and Tulsi Gabbard on the left.
[01:14:56.934 --> 01:15:02.616]  They have both spoken up, they have both said what's happening to Assange is wrong, and God bless both of them.
[01:15:02.876 --> 01:15:06.677]  So there is some sanity left, but that's two out of what?
[01:15:07.761 --> 01:15:08.782]  635, you know, 535.
[01:15:08.962 --> 01:15:14.707]  And it's very, very, very disturbing to people like me.
[01:15:14.807 --> 01:15:17.610]  This is true authoritarianism, just like all the big tech censorship.
[01:15:17.910 --> 01:15:22.554]  This has happened because we've given up on basic American values, and now we're going to reap hell on earth.
[01:15:23.154 --> 01:15:27.158]  All right, Lee Stranahan, stay right there with your new show you're doing, The Backstory.
[01:15:27.438 --> 01:15:33.943]  We'll be right back with you on the other side to talk about what's coming next for Assange, what's coming next with Trump, the election, and so much more.
[01:15:34.003 --> 01:15:34.344]  Stay with us.
[01:15:35.694 --> 01:15:37.396]  Well, folks, we've tracked back.
[01:15:37.617 --> 01:15:44.686]  Remember that Postal Service worker that delivered the dozens of boxes of pre-printed ballots?
[01:15:44.726 --> 01:15:46.188]  He looked at them, all for Joe Biden.
[01:15:47.390 --> 01:15:49.172]  And he testified to this in front of the legislature.
[01:15:49.232 --> 01:15:50.273]  Well, now they've tracked it back.
[01:15:51.235 --> 01:15:58.922]  A printer in Michigan printed tens of thousands of excess Pennsylvania ballots, which were shipped to New York and fraudulently filled out before being delivered to Pennsylvania.
[01:15:59.362 --> 01:16:00.383]  GatewayPundit.com.
[01:16:00.423 --> 01:16:01.644]  Post the whole article right now.
[01:16:01.984 --> 01:16:03.005]  Get Joe Hoft on.
[01:16:03.065 --> 01:16:03.926]  Get Jim Hoft on.
[01:16:04.507 --> 01:16:04.867]  I don't care.
[01:16:04.887 --> 01:16:05.427]  They're not going to care.
[01:16:05.447 --> 01:16:06.088]  I want this promoted.
[01:16:06.308 --> 01:16:07.849]  Post this to Infowars.com right now.
[01:16:08.630 --> 01:16:09.250]  God Almighty.
[01:16:09.871 --> 01:16:14.973]  I mean, we just... And they go, there's no evidence, there's no evidence, there's no evidence, there's no evidence the Atlantic Ocean exists.
[01:16:15.413 --> 01:16:16.993]  There's no evidence the Pacific Ocean exists.
[01:16:17.334 --> 01:16:19.194]  There's no evidence Alex Jones exists.
[01:16:19.214 --> 01:16:20.815]  There's no evidence Lee Stranahan exists.
[01:16:21.035 --> 01:16:22.836]  There's no evidence that the First Amendment exists.
[01:16:23.056 --> 01:16:26.938]  There's no evidence... And then they're giving prayers where they say, Amen, woman.
[01:16:27.378 --> 01:16:32.380]  And they're... And they pass house rules where you can't say mother or father.
[01:16:32.580 --> 01:16:37.022]  This is a cult of lunatics that want you to suspend
[01:16:38.570 --> 01:16:46.115]  Do you think if there was really something out there that had a 5% chance of killing you, I'd be out there?
[01:17:04.707 --> 01:17:04.867]  No.
[01:17:05.467 --> 01:17:09.068]  I knew day one the real studies showed a 99.999% chance.
[01:17:09.128 --> 01:17:09.328]  No.
[01:17:09.729 --> 01:17:13.170]  I knew they were flipping all the regular deaths from flu and cold over to it.
[01:17:14.630 --> 01:17:15.410]  Let me tell you something.
[01:17:15.450 --> 01:17:16.171]  I wear a seatbelt.
[01:17:16.191 --> 01:17:16.971]  Let me tell you something.
[01:17:17.531 --> 01:17:21.913]  When I go rock climbing, I used to, I use a harness and I don't free climb.
[01:17:23.293 --> 01:17:24.433]  I want to take care of my life.
[01:17:24.833 --> 01:17:29.475]  When I go out hunting, I wear a red cap or an orange cap and an orange suit.
[01:17:30.715 --> 01:17:32.236]  I put my blinkers on when I turn.
[01:17:33.294 --> 01:17:35.155]  I follow back ten cars back at least.
[01:17:35.515 --> 01:17:36.916]  You know, I'm into basic safety.
[01:17:37.756 --> 01:17:39.117]  It's a fraud, folks.
[01:17:39.697 --> 01:17:40.777]  Oh, you're gonna die.
[01:17:40.838 --> 01:17:41.998]  And now they admit.
[01:17:42.578 --> 01:17:43.699]  CDC's own numbers.
[01:17:45.370 --> 01:17:47.632]  Roughly the same amount died last year, died the year before.
[01:17:48.153 --> 01:17:49.294]  So bombshell, so huge.
[01:17:49.534 --> 01:17:50.836]  That's another subject, Lee.
[01:17:50.876 --> 01:17:52.137]  We should have you on about that soon.
[01:17:52.177 --> 01:17:56.742]  But getting back to the election, back to Trump, back to the gaslighting going on.
[01:17:56.762 --> 01:17:57.763]  There's not evidence of fraud.
[01:17:57.823 --> 01:17:59.044]  You're a smart investigative journalist.
[01:17:59.385 --> 01:18:00.346]  You've written for Breitbart.
[01:18:00.366 --> 01:18:01.707]  You've written for The Huffington Post.
[01:18:01.727 --> 01:18:02.608]  You've written for everybody.
[01:18:04.050 --> 01:18:06.032]  What do you think is really going on with this election?
[01:18:06.292 --> 01:18:07.693]  What do you think is about to unfold on the 6th?
[01:18:09.215 --> 01:18:11.056]  Well, I have no idea what's going to unfold.
[01:18:11.096 --> 01:18:13.157]  It seems like Trump may have something up his sleeve.
[01:18:13.738 --> 01:18:15.679]  I don't know what that is, but let me tell you something.
[01:18:15.959 --> 01:18:18.060]  I haven't heard enough people really talk about this.
[01:18:18.821 --> 01:18:22.423]  Let's leave the election fraud aside for just a second.
[01:18:22.463 --> 01:18:24.964]  Let's put it over here and just forget about that.
[01:18:25.804 --> 01:18:31.768]  Joe Biden is not a legitimate president for one reason, and you can put aside the election fraud.
[01:18:32.688 --> 01:18:33.569]  Just the fact
[01:18:34.221 --> 01:18:39.320]  That the big tech companies and the major media, Lesley Stahl and 60 Minutes CNN,
[01:18:40.567 --> 01:18:45.570]  Buried a story in a way that you and I have never seen in our lifetime, Alex.
[01:18:45.931 --> 01:18:50.453]  You've never seen the tech companies come out and literally censor a story.
[01:18:50.814 --> 01:18:56.177]  I was talking to a friend of mine in private message on Facebook, private message.
[01:18:56.697 --> 01:19:01.721]  And I was trying to show them one of the Hunter Biden videos, you know, the dirty ones.
[01:19:02.221 --> 01:19:03.722]  And so I said, have you seen this?
[01:19:03.802 --> 01:19:05.483]  And I sent a link to that site.
[01:19:06.323 --> 01:19:09.144]  And then a half hour later, I got no reaction.
[01:19:09.445 --> 01:19:10.965]  I thought maybe I'd offended my friend.
[01:19:11.425 --> 01:19:20.490]  Turned out, Alex, in private chat, they were censoring the link, not just publicly, but Facebook was censoring it privately as well.
