[00:00:00.289 --> 00:00:01.090]  Thursday Live!
[01:10:34.794 --> 01:10:36.376]  And this is the
[01:10:38.900 --> 01:10:41.061]  The trap that people are being led into.
[01:10:42.042 --> 01:10:52.308]  First of all, you can't have a normal life, in any, all the basic things of life, unless you've been vaccinated, in quotes.
[01:10:53.109 --> 01:11:00.293]  Okay, well I want to go on the beach, I want to go down the pub, I want to go, you know, I want to go to work, so I'm gonna, I'm gonna, I'm gonna have the vaccine.
[01:11:00.373 --> 01:11:04.776]  I don't want it, I don't think I need it, but I'm gonna have it because I need this passport to, to, to
[01:11:06.019 --> 01:11:07.899]  To just go about my life.
[01:11:08.400 --> 01:11:12.741]  And then right as billions take it, they go, sorry, you don't get to go out anyways.
[01:11:12.761 --> 01:11:16.502]  So it's clearly a lie, clearly a trap from the beginning, they admit.
[01:11:17.422 --> 01:11:18.962]  But this is the trap.
[01:11:20.343 --> 01:11:34.066]  You will qualify for a vaccine passport if you have the vaccinations that they say you must have.
[01:11:34.830 --> 01:11:37.996]  Up to the point where the vaccine passport is introduced.
[01:11:38.497 --> 01:11:39.239]  Alright, that's it.
[01:11:39.299 --> 01:11:39.980]  Got me passport.
[01:11:40.000 --> 01:11:40.702]  I'm alright now.
[01:11:40.842 --> 01:11:41.764]  Oh, hold on a second.
[01:11:42.385 --> 01:11:43.607]  We got some variants.
[01:11:44.623 --> 01:11:46.645]  And you need boosters.
[01:11:47.646 --> 01:12:01.717]  In Britain, the British government's announced that old people in Britain who've had the two MRRA and all the others... Well, they're announcing you'll need... Bill Gates has come up with a plan where every day at school you get PCR tested to go to school.
[01:12:01.937 --> 01:12:08.202]  So it's robots, computers, PCR frauds that are the Theranos scam on steroids running every facet of our lives.
[01:12:08.222 --> 01:12:09.343]  You're right, it's a total trap.
[01:12:09.684 --> 01:12:11.065]  Once you accept it, it's all over.
[01:12:11.997 --> 01:12:17.201]  Yeah, so in September they say they're going to offer boosters to old people.
[01:12:17.482 --> 01:12:18.823]  So there's a third one.
[01:12:19.743 --> 01:12:22.025]  And you don't have the booster.
[01:12:22.746 --> 01:12:23.427]  You don't have that.
[01:12:23.487 --> 01:12:37.018]  I mean, Michael Yeadon, the former Pfizer scientific advisor and executive, was saying in an interview recently, these big pharma companies are already developing
[01:12:37.925 --> 01:12:40.467]  Um, new vaccines for the variants!
[01:12:40.988 --> 01:12:47.533]  And they admit it's going to be a big mess, and so finally we need the UN and Xi Jinping to have a global standardized.
[01:12:47.573 --> 01:12:48.454]  That's going to be the answer.
[01:12:49.394 --> 01:12:56.600]  So, what they'll say to you is, yeah, oh yeah, you qualified for your little vaccine passport, yeah.
[01:12:56.800 --> 01:12:58.242]  With the first two, yeah.
[01:12:58.842 --> 01:13:00.864]  But you've got to have these variants to keep it.
[01:13:01.624 --> 01:13:03.065]  And you've got to have this one to keep it.
[01:13:03.446 --> 01:13:06.148]  And you've got to have a COVID vaccine every year to keep it.
[01:13:06.818 --> 01:13:13.381]  And so they're pulling people in with this, you can only function if you have it.
[01:13:13.801 --> 01:13:14.922]  And then they gotcha.
[01:13:15.622 --> 01:13:25.326]  They gotcha because then if you want to keep it and continue to function, then you've got to keep having all the ones that they are going to say you must have to keep the passport.
[01:13:25.346 --> 01:13:26.487]  This is this is the scam.
[01:13:26.967 --> 01:13:31.269]  So, you know, I've said many times, Alex, you know, and I know it's difficult for people.
[01:13:31.309 --> 01:13:31.909]  I know it is.
[01:13:32.469 --> 01:13:36.251]  But you cannot compromise with fascism.
[01:13:36.391 --> 01:13:36.791]  Well, that's right.
[01:13:36.811 --> 01:13:43.434]  If you give in to scanning a menu, you're getting ready to scan a QR code for your vaccine passport, all of it's dog training.
[01:13:43.734 --> 01:13:46.495]  They admit it's a plan for total AI control.
[01:13:46.875 --> 01:13:49.876]  If humanity submits, David, I spend four minutes, we're going to break.
[01:13:50.377 --> 01:13:51.277]  Where are we going?
[01:13:51.317 --> 01:13:55.659]  If we submit, if they keep the dominoes going, if we don't stand up and say no, where does it go?
[01:13:57.639 --> 01:14:01.321]  Well, it's the end of the human race because, you know,
[01:14:02.852 --> 01:14:18.346]  We're seeing fantastic, and they are fantastic, I mean forget the bloody official figures and reports, there are fantastic numbers of people who are having serious adverse effects for these vaccines alleged and dying.
[01:14:19.787 --> 01:14:23.951]  And so there's an immediate effect on the body for so many people.
[01:14:25.092 --> 01:14:26.574]  But that's just the start.
[01:14:27.492 --> 01:14:37.798]  This is a self-replicating synthetic potion that is designed to go on changing the body the longer it goes on.
[01:14:37.838 --> 01:14:42.261]  Of course, the more of these things you have, the more that is compounded.
[01:14:42.301 --> 01:14:43.562]  But there's another side of it.
[01:14:44.082 --> 01:14:47.044]  And, you know, I've been saying this over the last few weeks.
[01:14:47.865 --> 01:14:51.787]  You know, this is messenger RNA.
[01:14:52.207 --> 01:14:53.028]  Messenger.
[01:14:53.588 --> 01:14:56.250]  And the body functions
[01:14:57.054 --> 01:15:02.658]  And the brain functions through messaging passing around the body.
[01:15:03.398 --> 01:15:11.743]  When that messaging, when that communication system, the brain communicating with the genetic structure and vice versa, then we call that health.
[01:15:13.064 --> 01:15:22.330]  When that messaging breaks down, just like the breaking down of the messaging on a computer when you have a virus, a computer virus, then things start to go wrong.
[01:15:22.370 --> 01:15:24.771]  They start to go wrong physically, okay?
[01:15:24.831 --> 01:15:25.852]  And we call that ill health.
[01:15:26.914 --> 01:15:30.277]  But the brain is a processor of information.
[01:15:31.138 --> 01:15:38.925]  And if you change the messaging and you affect the brain, you are going to affect the way the brain processes information.
[01:15:39.246 --> 01:15:42.849]  You're going to change the personality and perception.
[01:15:42.929 --> 01:15:43.350]  Exactly.
[01:15:43.370 --> 01:15:44.671]  This is behavioral management.
[01:15:44.711 --> 01:15:45.712]  This is mind control.
[01:15:45.912 --> 01:15:46.853]  Everything's connected to it.
[01:15:47.193 --> 01:15:52.038]  And they're now admitting that people that have had the vaccine are suddenly having all sorts of neurological problems.
[01:15:52.793 --> 01:16:07.901]  Yeah, well that's part of it, but I don't know if you've come across this, I certainly have, but the number of people who are saying, you know, maybe it's a partner, maybe it's someone they know, maybe it's a friend, but it's coming in more and more.
[01:16:08.521 --> 01:16:15.025]  They're saying, since my mate or my partner had that bloody vaccine, they're not the same person.
[01:16:15.973 --> 01:16:17.634]  They've just changed.
[01:16:17.915 --> 01:16:25.160]  That's what I was going to say, because they came out 20 years ago with behavioral vaccines that are really basically nanotech that re-engineers the brain, viruses attack certain areas.
[01:16:25.681 --> 01:16:26.942]  Can we come back then, David?
[01:16:26.962 --> 01:16:33.427]  Let's talk about, because they admit these are experimental, they didn't get approved, and the scientists that look at it say it does all sorts of horrible things.
[01:16:33.727 --> 01:16:36.029]  They won't tell us why there's the full genome of a dead boy.
[01:16:36.369 --> 01:16:38.530]  They won't tell us why there's jellyfish genes in the Pfizer.
[01:16:38.991 --> 01:16:42.794]  So let's talk, and I totally agree, I'm the guy that talked to you 20 years ago about
[01:16:44.013 --> 01:16:47.975]  Human-altering, mind-altering vaccines because they said that was the plan.
[01:16:48.315 --> 01:16:49.915]  David Icke, davidicke.com.
[01:16:50.255 --> 01:16:52.536]  He does a lot of shows, a lot of, he's a very hard-working person.
[01:16:52.776 --> 01:16:54.337]  His son's doing a great job as a filmmaker.
[01:16:54.677 --> 01:16:57.478]  What's the name of the show that's launching tomorrow that I'm gonna be on, David, do you know?
[01:16:58.459 --> 01:16:59.459]  It's called Right Now.
[01:17:00.399 --> 01:17:02.420]  And it goes out every Friday.
[01:17:03.180 --> 01:17:05.061]  And you're on the first one.
[01:17:05.641 --> 01:17:07.222]  Where do people find that, at davidicke.com?
[01:17:08.222 --> 01:17:09.663]  They find it at iconic.com.
[01:17:10.524 --> 01:17:12.425]  Iconic.com, all right.
[01:17:13.186 --> 01:17:15.047]  I-C, let's put it back on screen right there.
[01:17:15.508 --> 01:17:16.588]  You can see it right behind David Icke.
[01:17:16.608 --> 01:17:19.650]  You can see the Iconic.com website for everybody.
[01:17:19.690 --> 01:17:20.751]  Be sure and visit that.
[01:17:21.191 --> 01:17:23.893]  We're with InfoWars.com and NewsWars.com.
[01:17:24.454 --> 01:17:27.576]  Yep, I-C-K-O-N-I-C, Iconic.com.
[01:17:27.916 --> 01:17:29.037]  We'll be right back.
[01:17:29.077 --> 01:17:30.218]  I'll be on their show tomorrow.
[01:17:30.258 --> 01:17:30.818]  Stay with us.
[01:17:30.858 --> 01:17:31.479]  Back in a few minutes.
[01:17:32.139 --> 01:17:34.400]  Waging war on corruption.
[01:17:34.460 --> 01:17:35.881]  All these anti-human projects.
[01:17:35.941 --> 01:17:36.901]  I'm Alex Jones, your host.
[01:17:37.282 --> 01:17:37.922]  David Nye is our guest.
[01:17:37.942 --> 01:17:38.842]  15 minutes to the next hour.
[01:17:38.882 --> 01:17:39.543]  Very honored to have him.
[01:17:39.663 --> 01:17:40.783]  Iconic.com.
[01:17:41.343 --> 01:17:43.484]  Launching a new show with his son, who's a very smart guy.
[01:17:43.965 --> 01:17:45.385]  Tomorrow morning, I'll be on it.
[01:17:47.566 --> 01:17:57.331]  But I remember 20 years ago, seeing mainstream news articles going, oh, soon there'll be a vaccine for cigarettes, or alcohol, or cocaine, or heroin.
[01:17:57.831 --> 01:17:58.912]  Now to read it and say, oh,
[01:18:00.165 --> 01:18:02.206]  They've cured lab rats of being addicted to cocaine.
[01:18:02.526 --> 01:18:08.988]  They give them a virus that goes in and destroys synapses in the brain that cocaine could hook into.
[01:18:09.008 --> 01:18:11.869]  Well, you have those synapses because other things your body produces go there.
[01:18:12.229 --> 01:18:17.091]  You know, when you win the football game or help the old lady across the street or, you know, see your first child born.
[01:18:17.111 --> 01:18:18.271]  I mean, that's what endorphins are for.
[01:18:18.571 --> 01:18:20.132]  So it's eating parts of your brain.
[01:18:21.288 --> 01:18:24.171]  But your body's using the interface with the infinite.
[01:18:24.191 --> 01:18:27.093]  And so now they're like, oh, we got vaccines to cure PTSD.
[01:18:27.634 --> 01:18:29.575]  That's mainline headlines from years ago.
[01:18:30.256 --> 01:18:37.242]  And so the behavioral modification, they admit, top scientists have said, hey, these Pfizer vaccines and others are going to create plaques in the brain.
