[00:00:00.000 --> 00:00:10.000]  [BLANK_AUDIO]
[01:01:36.903 --> 01:01:40.106]  And then, of course, once their party took over and became dominant, they didn't need us anymore.
[01:01:40.306 --> 01:01:40.906]  Well, I don't care.
[01:01:40.987 --> 01:01:44.730]  I was just there trying to get a populist movement awake and in charge.
[01:01:45.030 --> 01:01:47.792]  And back then, we were one of the top rated things in the UK.
[01:01:47.812 --> 01:01:48.193]  Still are.
[01:01:50.168 --> 01:02:30.590]   So that's why the enemy hates info wars is they can track back basically everything we've broken down what we've done to the awakenings of not just the general public not just the masses that are very important to the to the fight but also thought leaders around the world to decompartmentalize them So they get a 35,000 foot view outside the box and see how they're being seduced into globalism in the name of saving the earth and saving themselves, but really all it is is a very sophisticated eugenics depopulation operation that wants to control humanity, test on us like guinea pigs, to develop life extension technologies for themselves to be able to basically live forever, which they don't want to give the general public access to.
[01:02:32.498 --> 01:02:40.285]  So I could just repeat that emergency transmission to you over and over and over again for a thousand years, but we don't have that much time.
[01:02:41.086 --> 01:02:42.167]  So let's play one more time.
[01:02:43.268 --> 01:02:49.694]  William Shatner telling the world in almost a desperate way what's happening.
[01:02:49.734 --> 01:02:52.997]  He's being told the end of the world's in 2030 and the end of the world as you know it is.
[01:02:54.505 --> 01:02:55.645]  The collapse has only begun.
[01:02:55.665 --> 01:02:56.826]  The supply chain problem's only begun.
[01:02:56.866 --> 01:02:57.666]  It's only going to get worse.
[01:02:57.906 --> 01:03:02.287]  And CNN's on TV saying, that was the before time back when you could go on a trip.
[01:03:02.527 --> 01:03:04.247]  That was the before time when you could get medicine.
[01:03:04.467 --> 01:03:06.668]  That was the before time when your electricity worked all the time.
[01:03:06.848 --> 01:03:11.429]  That was the before time when the store shelves were full and you had 20 different things of every type.
[01:03:12.089 --> 01:03:13.150]  You don't need that anyways.
[01:03:13.410 --> 01:03:16.830]  When they said, oh, your gas prices have doubled and tripled, that's okay.
[01:03:16.850 --> 01:03:20.271]  Because you don't need that for global warming.
[01:03:20.291 --> 01:03:22.652]  But China and everybody else, they get all the fuel they want.
[01:03:23.905 --> 01:03:25.507]  And then, oh, he orders U.S.
[01:03:25.527 --> 01:03:27.388]  capacity cut and cuts off the pipelines.
[01:03:28.009 --> 01:03:33.994]  And then when people complain, he goes, oh, OPEC, please increase the oil but higher prices for Americans.
[01:03:34.955 --> 01:03:38.999]  Putting his foot on our neck while empowering all the authoritarian regimes.
[01:03:39.119 --> 01:03:40.541]  A gang of crooks.
[01:03:41.789 --> 01:03:43.973]  And they call that progress, they call that liberal.
[01:03:44.473 --> 01:03:53.828]  No, that's a bunch of idiot followers that have thrown away their birthright, signed on to the corporate power structure, so they get promoted on Instagram and Twitter and Facebook.
[01:03:54.554 --> 01:03:55.094]  And YouTube.
[01:03:55.755 --> 01:04:15.769]  And they sit up there as the lapdogs that read their talking points out and dutifully attack Alex Jones as if they think fake courts and fake lawsuits and fake window dressing means anything to me when I know we're in a post-human exterminist countdown to literal synthetic Armageddon.
[01:04:17.500 --> 01:04:25.562]  Because the globalists believe the end of the world's coming because of war and overpopulation, so they're triggering it early so they can, quote, control the collapse.
[01:04:26.943 --> 01:04:28.163]  And that's their main rationale.
[01:04:28.423 --> 01:04:29.404]  And that's the real world.
[01:04:29.444 --> 01:04:31.844]  And I know the dystopia we're going into.
[01:04:32.445 --> 01:04:33.865]  I know how serious that is.
[01:04:34.065 --> 01:04:38.386]  So when people asked me four years ago when we got banned off the main internet, oh, how are you taking it?
[01:04:38.426 --> 01:04:39.387]  How is this hitting you?
[01:04:39.487 --> 01:04:41.347]  I said, it's coming for you next.
[01:04:41.447 --> 01:04:42.448]  I'm just the beta test.
[01:04:43.068 --> 01:04:44.088]  I know all this.
[01:04:44.888 --> 01:04:45.789]  Because it's there.
[01:04:45.649 --> 01:04:46.649]  It's happening.
[01:04:46.649 --> 01:04:56.649]   Everything I do is a rearguard action just to stay on air as long as I can with the takeover
[01:04:57.240 --> 01:04:59.021]  We could be off next week, next month, next year.
[01:04:59.301 --> 01:05:01.362]  They could shoot me on my way home today.
[01:05:01.382 --> 01:05:02.102]  I hope it doesn't happen.
[01:05:02.323 --> 01:05:04.784]  The point is, is that this is a damn war.
[01:05:04.844 --> 01:05:05.564]  This is real.
[01:05:05.724 --> 01:05:06.524]  This isn't a game.
[01:05:06.564 --> 01:05:07.405]  It's not a joke.
[01:05:08.765 --> 01:05:10.186]  You're going to see it for yourself.
[01:05:10.366 --> 01:05:15.948]  You're already seeing the leading edge of the knife cutting into you and their own battle plan and their own admissions.
[01:05:16.108 --> 01:05:19.950]  They have such arrogance about you and your family that they tell you they're going to kill you.
[01:05:22.455 --> 01:05:23.657]  And I understand it's scary.
[01:05:23.737 --> 01:05:32.608]  I understand it's hard to deal with, but when you just face it for yourself and then see it all around you and decide in little ways to start opposing it, we can turn it around.
[01:05:33.549 --> 01:05:39.016]  But the big lie is the people that serve this are going to get a ticket off this planet or they're going to get a ticket to the underground base.
[01:05:39.036 --> 01:05:40.017]  So they're going to be protected.
[01:05:43.513 --> 01:05:48.978]  They can go up in the spaceship and, oh, look down and see that they got to protect the earth by death.
[01:05:49.619 --> 01:05:52.622]  I looked down on the earth and realized it's so fragile.
[01:05:52.642 --> 01:05:57.426]  And then I, I saw death, the cataclysm that's about to befall the humans.
[01:05:57.446 --> 01:06:00.349]  Oh, oh, I had to do it.
[01:06:00.449 --> 01:06:01.670]  I had to be selfish.
[01:06:01.810 --> 01:06:04.973]  I, I had to not teach them and help them and build them up.
[01:06:05.073 --> 01:06:07.556]  I had to kill them to prove I was a God.
[01:06:09.520 --> 01:06:10.881]  I had to depopulate them.
[01:06:10.961 --> 01:06:11.961]  I had to show them.
[01:06:12.461 --> 01:06:15.263]  I had to show the watchers that I was a big boy.
[01:06:16.103 --> 01:06:18.944]  And that I could make the hard scientific decisions.
[01:06:19.244 --> 01:06:28.548]  And you look at Bill Gates, and you look at Fauci, and their evil little gremlins who just are filled with death and unhappy and losers.
[01:06:28.889 --> 01:06:30.729]  That's not the shining angels.
[01:06:30.949 --> 01:06:32.590]  That's not the big beautiful winners.
[01:06:32.790 --> 01:06:38.673]  They're not filled with poetry and life and beauty and the technology to create a trillion worlds that we have imprinted in us.
[01:06:39.906 --> 01:06:45.408]  They're little selfish monsters working for the lowest forms of energy in creation.
[01:06:46.809 --> 01:06:47.769]  They are a fungus.
[01:06:47.789 --> 01:06:48.730]  They are a bacteria.
[01:06:49.010 --> 01:06:49.870]  They are the plague.
[01:06:50.150 --> 01:06:51.011]  They are the virus.
[01:06:51.111 --> 01:06:55.973]  They are the infestation, trying to claw us down and take us with them.
[01:06:56.413 --> 01:07:01.555]  And Hollywood is their big poison system to destroy the minds of our people.
[01:07:02.195 --> 01:07:03.696]  Here is William Shatner.
[01:07:05.464 --> 01:07:07.005]  What a thrilling ten minutes.
[01:07:07.025 --> 01:07:07.865]  It had everything.
[01:07:08.205 --> 01:07:09.606]  We're so happy you're here.
[01:07:09.806 --> 01:07:11.367]  It had everything.
[01:07:12.267 --> 01:07:22.672]  And the realization once again, the fragility of this planet, the coming catastrophic event, and we all have to clean this act up now.
[01:07:22.892 --> 01:07:23.553]  Well said.
[01:07:25.745 --> 01:07:28.767]  We have to clean this act up now.
[01:07:28.907 --> 01:07:36.371]  We've been bad, but the coming catastrophic event, the world financial collapse, the super virus is coming because the jungles are too hot.
[01:07:36.691 --> 01:07:37.952]  No, it's coming out of the labs.
[01:07:39.012 --> 01:07:39.592]  So there it is.
[01:07:40.893 --> 01:07:46.676]  So then, you know, I look at Dave Chappelle coming to Netflix and saying, F you, it's my last one.
[01:07:46.976 --> 01:07:48.117]  So I'm sure they're about to re-sign him.
[01:07:48.537 --> 01:07:51.719]  And oh, the whole thing's about transgenderism and gay this, gay that.
[01:07:51.959 --> 01:07:53.340]  It's the whole focus is about that.
[01:07:54.972 --> 01:07:58.715]  Then he shows the radicalness to be able to say, screw you, women have babies.
[01:07:58.735 --> 01:07:59.636]  And we're like, oh my God.
[01:08:01.978 --> 01:08:03.519]  He said two plus two equals four.
[01:08:03.879 --> 01:08:05.360]  Isn't he the most brave man ever?
[01:08:05.981 --> 01:08:06.902]  And I guess that's who we are.
[01:08:06.922 --> 01:08:09.484]  It's super brave to say men are men and women are women.
[01:08:11.245 --> 01:08:13.047]  And then, oh, he's uncancellable.
[01:08:15.967 --> 01:08:20.534]  So I mean, it's good to see him moving towards saying 2 plus 3 equals 4.
[01:08:20.574 --> 01:08:21.655]  That's a good place to start.
[01:08:22.236 --> 01:08:32.812]  But I like what Joe Rogan's doing where he is dissecting the propaganda and really doing it in a calm, friendly way, knowing they're going to take the bait and then knowing that it's all going to come out their line.
[01:08:34.827 --> 01:08:43.857]  And so I really admire the fact that Joe has, in many ways, does a better job at waking people up than I do because he does it as really America's voice, the world's voice.
[01:08:44.337 --> 01:08:52.546]  I saw a Chicago aficionado at the bookstore this weekend, last weekend, and had Joe on the cover of it and said, is he the voice of America?
[01:08:52.887 --> 01:08:54.709]  Well, he certainly needs to be the voice of America.
[01:08:55.418 --> 01:09:00.584]  Because our voice for America run by the government is now a globalist mouthpiece engaging propaganda against us.
[01:09:01.124 --> 01:09:04.969]  But really we the people are all the voice of America and humanity.
[01:09:05.609 --> 01:09:20.113]   And so one of my greatest accomplishments in the ways I've influenced Joe is to get him to really research this globalist plan so that he now understands The real agenda that it's all about depopulation and it's all about medical tyranny.
[01:09:20.494 --> 01:09:22.254]  And Joe is a tough guy and a smart guy.
[01:09:22.274 --> 01:09:32.318]  And once he figures out that him and his family have no future and no safety, going along with the system, he will become one of their greatest enemies if he isn't already.
[01:09:32.638 --> 01:09:35.399]  This is being watched by the globalist sociologists and psychologists.
