[00:00:01.348 --> 00:00:02.509]  The corrupt U.S.
[01:18:18.052 --> 01:18:18.933]  Go ahead.
[01:18:29.219 --> 01:18:32.320]  They don't want you to know you're under attack.
[01:18:32.340 --> 01:18:38.302]  This is the number one threat to white supremacy, right?
[01:18:38.442 --> 01:18:38.522]  So...
[01:18:52.595 --> 01:18:55.437]  In Brazil, they've already arrested ex-employees.
[01:18:55.477 --> 01:18:57.498]  They want to arrest Elon Musk.
[01:18:57.538 --> 01:18:58.479]  They're starting the process.
[01:18:59.279 --> 01:19:01.401]  Elon Musk is coming up next month.
[01:19:02.582 --> 01:19:03.762]  We will cover this, by the way.
[01:19:05.824 --> 01:19:06.404]  It's the 8th.
[01:19:06.424 --> 01:19:07.004]  I'm going from memory.
[01:19:07.044 --> 01:19:08.085]  The 8th of May.
[01:19:11.627 --> 01:19:12.248]  Two weeks from now.
[01:19:13.854 --> 01:19:17.676]  Hearings on Brazil and Australia and all of this.
[01:19:17.716 --> 01:19:21.758]  Yeah, the EU has started criminal investigations and also civil ones.
[01:19:22.178 --> 01:19:27.401]  They're threatening billions in fines if Elon doesn't censor people questioning global warming.
[01:19:28.561 --> 01:19:29.682]  They flag videos.
[01:19:30.843 --> 01:19:39.247]  The left wants them taken down of where we show satellite photos of New Jersey coastline from the 1960s to now, and the coastline's exactly the same.
[01:19:40.250 --> 01:19:42.592]  They don't want us to counter their lies.
[01:19:42.632 --> 01:19:45.294]  They can't stand against the truth.
[01:19:47.536 --> 01:19:49.998]  They're losing, so they're desperate.
[01:19:50.458 --> 01:19:56.963]  So the UN, and the EU, and Australia, and all of them, and Canada, and Trudeau's trying to put your life in prison for hate speech.
[01:19:57.864 --> 01:19:59.285]  That legislation's close to passing.
[01:20:00.126 --> 01:20:02.067]  I mean, you know who the bad guy is.
[01:20:02.107 --> 01:20:09.113]  He said, my favorite form of government is basic dictatorship, which Xi Jinping has, because you get things done.
[01:20:09.912 --> 01:20:10.633]  Was it a joke?
[01:20:12.474 --> 01:20:16.637]  Was it a joke when they gave an SS officer a standing ovation last year?
[01:20:17.497 --> 01:20:18.758]  They think you're stupid.
[01:20:18.778 --> 01:20:20.079]  They're laughing at you.
[01:20:20.739 --> 01:20:24.382]  And Trudeau gets up on TV and says, no one believes us anymore because of this disinformation.
[01:20:24.682 --> 01:20:27.324]  Yes, your lies, your disinformation.
[01:20:27.664 --> 01:20:33.628]  That's why people don't buy anything you say and anything you do anymore, because they know you're a criminal.
[01:20:36.363 --> 01:21:01.703]  And I'll say it again, all the popular talk show hosts around the world, whether you're in Australia, or New Zealand, or Russia, or areas of Africa, or the Middle East, or Europe, or North America, or Latin America, all the top talk show hosts are populist anti-globalists now, because the people are waking up, and their answer is just shut them up, and then you shut them up and more pop up.
[01:21:06.294 --> 01:21:11.136]  The globalists are going to lose, but we have to not just oppose their operations.
[01:21:11.876 --> 01:21:24.282]  We have to build an idea and a system for an alternate plan that we're not going to force on people, but that we offer people as an alternate system for them to join and to augment and to change and to be part of it with us.
[01:21:25.102 --> 01:21:27.503]  And I'm not enemies with anybody in the third world.
[01:21:27.523 --> 01:21:27.983]  I get attacked by
[01:21:34.428 --> 01:21:35.489]  I don't want to call it right-wing.
[01:21:35.569 --> 01:21:37.933]  It's just folks trying to like dunk.
[01:21:39.775 --> 01:21:44.381]  And they always edit videos of me when I war game things and talk about things.
[01:21:44.942 --> 01:21:45.683]  It's jump cuts.
[01:21:46.324 --> 01:21:49.027]  I forget which clip it is, but it's the one where I'm talking about immigrants here.
[01:21:49.047 --> 01:21:50.289]  It's only like 24 seconds.
[01:21:50.809 --> 01:21:51.270]  Pull that up.
[01:21:52.230 --> 01:21:52.870]  Before I go to Hillary.
[01:21:54.151 --> 01:22:08.415]  And I remember months ago, I've said this many times, you've heard me say it, I'm like, I'm not against the third world being starved to death and under globalist lockdowns and the globalists locked them down and they do polls up and 90 plus percent are coming there because they're starving.
[01:22:08.855 --> 01:22:10.095]  There are a lot of criminals in there.
[01:22:10.335 --> 01:22:12.176]  They're being brainwashed to be anti-American.
[01:22:13.036 --> 01:22:14.516]  They're being used in the voter rolls.
[01:22:14.556 --> 01:22:18.477]  They're being used for congressional districting to rig things.
[01:22:18.517 --> 01:22:20.778]  So we've got to shut the border down and we've got to deport
[01:22:21.378 --> 01:22:22.920]  All the military age men, bare minimum.
[01:22:23.360 --> 01:22:47.021]  And I've come on my show and said it, Steve Bannon, I call for the military to be used, but see, you score points and go viral with a 24 second edited clip, where it jumps around at the end, I say, but, and it cuts right there, but they're brainwashing them, but they're under you in control, but they're being signed up to vote, but many of them are criminals and human traffickers, so we've got to deport them all.
[01:22:48.527 --> 01:22:55.031]  But you then play a tape that's edited so you can say, look, Alex Jones is for open borders.
[01:22:56.511 --> 01:23:00.914]  It's not just the establishment that deceives and does these types of things.
[01:23:02.054 --> 01:23:06.097]  And I don't play this clip to even attack the groups that did this.
[01:23:06.297 --> 01:23:07.337]  I'm sad for them.
[01:23:08.578 --> 01:23:12.440]  Because that's black propaganda.
[01:23:12.460 --> 01:23:13.821]  It had nothing to do with black people.
[01:23:14.605 --> 01:23:18.588]  White propaganda is you're pushing something but it's for a good cause and you're not lying.
[01:23:19.309 --> 01:23:20.429]  Not all propaganda is bad.
[01:23:20.449 --> 01:23:21.270]  It means propagate.
[01:23:21.550 --> 01:23:22.071]  Propaganda.
[01:23:22.671 --> 01:23:26.514]  Gray propaganda is not completely honest but it's for a good cause.
[01:23:26.974 --> 01:23:31.498]  Black propaganda is a lie to create division and to hurt people.
[01:23:32.769 --> 01:23:37.072]  And so it's like the clips, and I play them, where I go, Israel should not go into Gaza.
[01:23:37.092 --> 01:23:38.873]  They should kill the leadership of Gaza around the world.
[01:23:39.654 --> 01:23:40.595]  This is a globalist setup.
[01:23:40.655 --> 01:23:41.575]  Biden gave them six billion.
[01:23:41.595 --> 01:23:42.476]  This is for a class civilization.
[01:23:42.496 --> 01:23:43.516]  This is to start World War III.
[01:23:43.817 --> 01:23:50.461]  But if Israel was going to go in, they've got to move from the north to the south, carpet bombing, to push all that out.
[01:23:50.561 --> 01:23:51.822]  Or they're going to get massive casualties.
[01:23:51.862 --> 01:23:55.805]  But they shouldn't do that, because it'll be a war crime, and it's a trap.
[01:23:56.245 --> 01:23:57.446]  And Steve Bannon was saying that, too.
[01:23:57.866 --> 01:24:01.989]  Well, you put a 14-second clip out of me saying, you drop MOABs on, you carpet bomb.
[01:24:02.469 --> 01:24:03.490]  It's the same deception.
[01:24:03.950 --> 01:24:07.572]  And it doesn't hurt me, because most people go, oh, I actually saw the full clip, you're a liar.
[01:24:07.992 --> 01:24:12.055]  But it's something that we need to be aware of, and how they operate.
[01:24:12.075 --> 01:24:15.017]  Because you're a regular listener, you hear me every day talk about this.
[01:24:15.557 --> 01:24:17.598]  But of course I don't hate these poor starving people.
[01:24:17.879 --> 01:24:19.159]  I'm against the globalist lockdown.
[01:24:19.239 --> 01:24:23.102]  I said four years ago, three years ago, thousands of times until your ears bled.
[01:24:24.209 --> 01:24:26.250]  When the first world collapses, the third world dies.
[01:24:26.731 --> 01:24:29.152]  They are having way worse lockdowns than the third world.
[01:24:29.192 --> 01:24:32.515]  They're going to organize them here and bring them here in the great replacement.
[01:24:33.295 --> 01:24:34.636]  And I'm not against these people.
[01:24:34.776 --> 01:24:37.138]  I know how they've been manipulated, but I love water.
[01:24:37.478 --> 01:24:39.079]  But if a dam breaks, it's going to flood and kill me.
[01:24:39.920 --> 01:24:41.921]  So I love a glass of water, but I don't love being flooded by it.
[01:24:43.522 --> 01:24:45.103]  I love drinking water, but I don't have a fire hose.
[01:24:45.644 --> 01:24:47.585]  So I said, so we've got to shut all this down now.
[01:24:47.845 --> 01:24:48.846]  It's part of the globalist plan.
[01:24:48.926 --> 01:24:51.428]  But I don't hate these people on average.
[01:24:52.230 --> 01:24:56.813]  Now that's what I actually said today, and you're like, yeah, we've heard you say it 500 times, Jones.
[01:24:57.273 --> 01:24:59.375]  I know, because we're always thinking about the new listeners.
[01:24:59.415 --> 01:25:04.258]  But think about this deceptive clip compared to what you've heard me say, and then just see the deception.
[01:25:04.618 --> 01:25:06.159]  But I go, but, and it cuts.
[01:25:06.799 --> 01:25:09.101]  Hey, you deceptors, you'd do a little bit better if you just cut the but off.
[01:25:09.121 --> 01:25:10.262]  People kind of go, but what?
[01:25:10.362 --> 01:25:10.542]  What?
[01:25:11.494 --> 01:25:12.735]  I understand a lot of them are victims.
[01:25:12.755 --> 01:25:13.816]  I understand they're being starved.
[01:25:14.216 --> 01:25:15.117]  I understand their plight.
[01:25:15.137 --> 01:25:16.278]  We're facing the same enemy.
[01:25:16.298 --> 01:25:17.899]  I understand a lot of them are great people.
[01:25:18.820 --> 01:25:19.981]  America is a nation of immigrants.
[01:25:20.321 --> 01:25:21.462]  We don't have our kids anymore.
[01:25:21.502 --> 01:25:22.343]  We kill our children.
[01:25:22.643 --> 01:25:24.365]  So we do need to bring in people from all over the world.
[01:25:24.865 --> 01:25:28.828]  But good people that want to work hard, that want to become citizens, that aren't brainwashed by leftists.
[01:25:29.088 --> 01:25:29.769]  That's what I said.
[01:25:30.249 --> 01:25:30.810]  This is true.
[01:25:30.950 --> 01:25:31.410]  I'll say it.
[01:25:31.430 --> 01:25:32.451]  I'm not a white supremacist.
[01:25:32.911 --> 01:25:34.353]  I don't hate brown people and black people.
[01:25:34.873 --> 01:25:37.055]  I don't hate those people.
[01:25:38.442 --> 01:25:43.606]  But, I understand there's a whole anti-white thing, so people swing to the other side and say, well then screw all of you.
[01:25:44.227 --> 01:25:46.849]  That's the enemy dialectic of making us fight each other.
[01:25:47.710 --> 01:25:54.395]  If you go explain this to people from a real rational position, you don't fall into that paradigm and we can build a better world together.
[01:25:54.915 --> 01:25:56.717]  So yeah, I am a classical liberal.
[01:25:57.918 --> 01:25:59.019]  Like Thomas Jefferson type.
[01:25:59.559 --> 01:26:03.963]  Now the modern liberal's a fascist, evil, race-baiting, pedophile scumbag.
[01:26:05.083 --> 01:26:05.824]  Labels mean nothing.
[01:26:07.125 --> 01:26:10.007]  But I am a populist, Christian, pro-human.
[01:26:11.108 --> 01:26:12.369]  And I love all God's children.
[01:26:12.869 --> 01:26:13.910]  And I'm proud of that.
[01:26:14.390 --> 01:26:22.036]  So if you want the pro-Hitler show, and all that fantasy land, the black uniforms, and you think that's all cool, hey, there's plenty of that for you.
[01:26:22.337 --> 01:26:23.257]  You got the wrong show.
[01:26:23.277 --> 01:26:25.519]  Because I got one person watching.
[01:26:26.120 --> 01:26:26.600]  That's God.
[01:26:27.060 --> 01:26:28.301]  I'm sorry to everybody out there.
[01:26:29.122 --> 01:26:29.623]  I'm sorry.
[01:26:30.223 --> 01:26:31.004]  It's not my wife.
[01:26:31.084 --> 01:26:31.865]  It's not my family.
[01:26:31.945 --> 01:26:32.526]  It's not you.
[01:26:32.546 --> 01:26:33.527]  I love you all.
[01:26:34.147 --> 01:26:37.410]  There's one guy watching, and that's all I care about.
[01:26:37.651 --> 01:26:40.393]  And the Holy Spirit tells me what to say and what to do.
[01:26:40.694 --> 01:26:43.917]  And when I do wrong, God says, hey, that was wrong, and gets me back on target.
[01:26:44.397 --> 01:26:46.840]  But I know God loves everybody.
[01:26:46.880 --> 01:26:48.281]  I know God wants us to come together.
[01:26:49.164 --> 01:26:56.230]  Not give up our sovereignty, not be run over, but be strong, but also be honest, and God wants us to come together, and God made all of us.
