[00:00:00.287 --> 00:00:00.647]  Jump into it.
[01:09:22.914 --> 01:09:38.467]  Judges of the Colorado Supreme Court who are appointed by Democratic Party governors who are saying that you cannot actually remove somebody because to remove them from the ballot is to punish them for a crime, insurrection, that Trump has never been charged with and therefore has never had the opportunity to defend himself the way a criminal does.
[01:09:38.487 --> 01:09:39.188]  Wait, which case was that?
[01:09:39.208 --> 01:09:40.549]  Wait, why are you citing the dissent?
[01:09:41.189 --> 01:09:42.891]  No, no, no, Glenn, that's... Why are you citing the dissent?
[01:09:42.931 --> 01:09:46.354]  Why are you citing the dissent and you're calling it a losing case?
[01:09:46.494 --> 01:09:47.595]  Like, it proves your point.
[01:09:48.683 --> 01:09:53.286]  No, also, also, that's what I thought.
[01:09:53.346 --> 01:09:55.928]  He just knows the people are dumb.
[01:09:56.248 --> 01:09:57.009]  Let it continue.
[01:09:57.489 --> 01:10:00.051]  No one's ever been taken off the ballot without being convicted.
[01:10:03.246 --> 01:10:07.448]  The Secretaries of State of California and Rhode Island have also said the same thing, but it's true.
[01:10:07.468 --> 01:10:08.589]  The Supreme Court will decide.
[01:10:08.729 --> 01:10:12.051]  I'm very confident they'll decide Trump can remain on the ballot, and then that will resolve that issue.
[01:10:12.431 --> 01:10:14.272]  The question I have, I have a few questions quickly.
[01:10:14.673 --> 01:10:19.976]  One is, why didn't anybody like Jack Smith charge Trump with engaging in an insurrection?
[01:10:20.936 --> 01:10:26.238]  Was engaged in insurrection or inciting an insurrection, you would hope, I would think, that he would be charged with that.
[01:10:26.338 --> 01:10:27.938]  I don't think he was, so I'm happy he wasn't.
[01:10:28.258 --> 01:10:31.199]  But for those of you thinking he was, why wasn't he charged with it?
[01:10:31.519 --> 01:10:45.964]  And then the second one is, I just want to know, given that the 2020 riots did have a lot of people in there who were non-violent and were there not for insurrectionary reasons, but had a lot of people who were anarchists and insurrectionists and who engaged in a lot of violence, a lot more than was done on January 6th,
[01:10:46.804 --> 01:10:52.147]  Do you also think that the riots of 2020 constituted an insurrection?
[01:10:52.167 --> 01:10:55.889]  I'm just trying to understand to get a sense for what your definition of insurrection is.
[01:10:55.969 --> 01:11:00.031]  Glenn, do you think that the 1992 riots... Can you just answer what I asked?
[01:11:00.051 --> 01:11:00.952]  I asked two questions.
[01:11:00.972 --> 01:11:04.454]  Can you just answer that?
[01:11:04.514 --> 01:11:05.394]  I can give answers too.
[01:11:06.054 --> 01:11:09.616]  I don't think that Black Lives Matter was an insurrection.
[01:11:09.656 --> 01:11:13.298]  I do think 1992 riots in LA was an insurrection.
[01:11:14.119 --> 01:11:15.199]  George Herbert, Walker Bush...
[01:11:16.740 --> 01:11:18.402]  Black, that made it not an insurrection.
[01:11:18.442 --> 01:11:19.123]  What did it lack?
[01:11:19.463 --> 01:11:25.349]  So it was a protest and the violence was when the police clashed with the protesters.
[01:11:26.751 --> 01:11:31.196]  The violence was not against the government in order to stop the government from doing something.
[01:11:32.232 --> 01:11:37.714]  There weren't anti-fascist and anarchist groups there that explicitly say they were using violence to overthrow the government.
[01:11:37.734 --> 01:11:38.234]  That didn't happen.
[01:11:38.254 --> 01:11:40.635]  They were firebombing federal courthouses!
[01:11:41.275 --> 01:11:44.317]  God, that's not true!
[01:11:44.437 --> 01:11:48.278]  The bombs on the courthouses, there's nobody, it was at night time, there's nobody in there.
[01:11:48.458 --> 01:11:50.279]  They were not obstructing anything.
[01:11:50.299 --> 01:11:51.659]  The firefighters got excited!
[01:11:51.999 --> 01:11:52.940]  Arson's a serious crime!
[01:11:52.960 --> 01:11:56.421]  They were not there to obstruct an official proceeding of a government.
[01:11:57.302 --> 01:11:59.944]  I just burned down a courthouse!
[01:12:00.004 --> 01:12:03.847]  I want to ask Glenn, do you think 1992 was an insurrection?
[01:12:06.328 --> 01:12:07.489]  You didn't answer Glenn's question!
[01:12:07.589 --> 01:12:08.510]  I just did answer it!
[01:12:08.530 --> 01:12:09.030]  I just answered it!
[01:12:09.070 --> 01:12:09.931]  Alex, I did answer it.
[01:12:09.971 --> 01:12:10.992]  I specifically answered it.
[01:12:11.012 --> 01:12:11.352]  Glenn, please.
[01:12:20.438 --> 01:12:27.901]  But I mean, I think the 1992 riots, I think I recall at the time thinking the Insurrection Act was inappropriately invoked.
[01:12:28.141 --> 01:12:32.123]  I'd have to go back and really study the 1992 riots to see the extent of the violence.
[01:12:32.463 --> 01:12:41.127]  But I do think that you're asking that indicates why the 2020 riots are way closer to an insurrection than anything happened after the 2020 election.
[01:12:41.147 --> 01:12:46.309]  And the reason you're afraid to say that it is an insurrection is purely for ideological and partisan ends.
[01:12:46.349 --> 01:12:47.470]  No, that's not true.
[01:12:47.990 --> 01:12:49.871]  There's riots, there's riots every week in America.
[01:12:49.891 --> 01:12:53.153]  The Democrats were saying the Black Lives Matter riots were good, and bailed out.
[01:12:53.173 --> 01:12:54.914]  The Democrats were saying be violent every week.
[01:12:55.174 --> 01:13:12.704]  Everybody get the clubs, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in, get in,
[01:13:14.485 --> 01:13:15.886]  I want to let Stephen finish this off.
[01:13:15.906 --> 01:13:31.133]  When we're talking about an insurrection, I think all three of us here would agree that if there was a congressional session or a state legislative session and people were voting on it and BLM rioters went up and they tried to firebomb the house to stop the vote, I think all of us would agree that's an insurrection.
[01:13:31.153 --> 01:13:37.616]  But you guys, you guys, you guys, you guys, hello, oh my god, I almost finished a sentence.
[01:13:37.776 --> 01:13:38.497]  Are you okay?
[01:13:38.737 --> 01:13:40.718]  Way more violent stomach capitals than Trump people.
[01:13:43.799 --> 01:13:45.480]  You keep bringing back the amount of violence.
[01:13:45.500 --> 01:13:46.820]  The amount of violence isn't relevant.
[01:13:47.140 --> 01:13:57.005]  All of us here agree that, obviously, over the entire course of the BLM riots, over the course of the BLM riots, there was lots of violence.
[01:13:57.025 --> 01:14:05.308]  I think everybody on this side of the table is okay with charging and convicting anybody that was guilty of a violent act.
[01:14:05.408 --> 01:14:09.570]  However, violence, no matter how much, does not make an insurrection.
[01:14:09.890 --> 01:14:16.438]  It's the obstruction or rebellion against the United States for the Jack Smith obstruction charge obstructing an official process like certifying the vote.
[01:14:16.818 --> 01:14:20.042]  We're going to go to Darren now.
[01:14:20.102 --> 01:14:21.684]  Let me ask.
[01:14:21.804 --> 01:14:22.425]  Let me ask.
[01:14:22.465 --> 01:14:25.469]  So first of all, it wasn't just violence.
[01:14:26.930 --> 01:14:34.274]  Aspects of the BLM uprisings that involved, at one point, Trump was forced to go into a secure bunker in the White House.
[01:14:34.735 --> 01:14:36.356]  They broke through the Treasury.
[01:14:36.376 --> 01:14:40.198]  He called in the National Guard then.
[01:14:40.218 --> 01:14:41.979]  I have a question.
[01:14:41.999 --> 01:14:44.760]  I have a question about the 14th Amendment for destiny or anyone.
[01:14:45.261 --> 01:14:49.623]  So let's assume that it doesn't require a conviction.
[01:14:49.883 --> 01:14:50.684]  In your view,
[01:14:52.205 --> 01:14:55.647]  Who is most appropriate to make that determination?
[01:14:55.667 --> 01:15:00.249]  The answer, the real answer is it's hard to tell.
[01:15:00.469 --> 01:15:03.551]  Personally, I don't like the way the 14th Amendment Section 3 is written.
[01:15:03.591 --> 01:15:04.952]  I've got a lot of friends who'll hate me for saying that.
[01:15:05.512 --> 01:15:07.733]  And I think that the Supreme Court probably will rule against it.
[01:15:07.933 --> 01:15:15.077]  Because the problem with the 14th Amendment is the self-executing part of it means basically anybody involved in that balloting process of putting them on the ballot could make that determination.
[01:15:15.077 --> 01:15:22.300]  So you basically agree it has to go up to the Supreme Court and be decided before he can be justly removed from office?
[01:15:22.320 --> 01:15:22.680]  Let me say this.
[01:15:22.700 --> 01:15:27.302]  The Declaration of Independence, and you want to talk about insurrection, I want to fix this peacefully.
[01:15:28.162 --> 01:15:35.005]  But I have a right, not from the Declaration of Independence, it already points out what's there, to abolish a government when the majority of us agree we're done with it.
[01:15:35.645 --> 01:15:57.770]  So and you got all these movies about civil war the Democrats are putting out Obama's putting out you guys better Hope that doesn't happen We're trying to fix this peacefully, but this is a load of crap to claim that Republicans and conservatives are this super viral evil white supremacist terror group they're planning crap no one's buying that and conservatives and populists and America first or see how we're being set up and
[01:15:58.190 --> 01:16:00.393]  You stay set up, but Donald Trump is the one setting you up.
[01:16:00.433 --> 01:16:01.213]  Well, this is my question.
[01:16:01.293 --> 01:16:03.396]  Trump said be peaceful and go to the Capitol.
[01:16:03.416 --> 01:16:05.458]  We're going to have a 10-day Senate investigation.
[01:16:05.478 --> 01:16:06.118]  I was there.
[01:16:06.199 --> 01:16:07.500]  Did Trump have his people?
[01:16:07.520 --> 01:16:08.381]  Were you there?
[01:16:08.401 --> 01:16:10.563]  There's a million hours of footage.
[01:16:10.783 --> 01:16:16.209]  Trump had seven different states create seven false sets of electors that perjured themselves.
[01:16:16.329 --> 01:16:17.870]  I know this.
[01:16:17.971 --> 01:16:19.472]  And they shipped all of those to Congress.
[01:16:20.513 --> 01:16:24.934]  When I try to have people that I know put clips of me saying don't go on the Capitol, they would take them down.
[01:16:24.954 --> 01:16:28.935]  Or we show clips of people pulling off their Antifa gear, putting on Trump gear.
[01:16:30.155 --> 01:16:31.975]  Where's the video footage of all the Antifa gear?
[01:16:31.995 --> 01:16:32.175]  Oh my God!
[01:16:32.555 --> 01:16:34.476]  How many Antifa were arrested and charged?
[01:16:44.938 --> 01:16:45.178]  Yeah.
[01:16:45.198 --> 01:16:47.560]  You guys are talking pretty, pretty candidly about me.
[01:16:47.580 --> 01:16:49.361]  You know we're not playing clubs tonight.
[01:16:49.461 --> 01:16:52.424]  Why didn't Trump call in the National Guard as soon as the ride started if Antifa was there?
[01:16:52.444 --> 01:16:54.505]  He asked for 10,000 National Guard a month before.
[01:16:54.525 --> 01:16:55.026]  No, he didn't.
[01:16:55.046 --> 01:16:56.086]  He mentioned it two days before.
[01:16:56.106 --> 01:16:57.427]  Why didn't he call them in that night?
[01:16:57.507 --> 01:16:58.088]  Why didn't he call them in?
[01:16:58.108 --> 01:16:58.808]  Look, there's Antifa.
[01:16:58.828 --> 01:16:59.489]  Call in the National Guard.
[01:16:59.509 --> 01:17:00.510]  He would have ended it in 20 minutes.
[01:17:00.570 --> 01:17:04.753]  So that's another myth that he had the National Guard on standby.
[01:17:04.833 --> 01:17:05.793]  Kash Patel said that.
[01:17:05.833 --> 01:17:06.634]  No, he asked for it.
[01:17:06.794 --> 01:17:07.615]  Let me finish.
[01:17:08.035 --> 01:17:10.256]  Kash Patel said that, Trump asked for it.
[01:17:10.476 --> 01:17:11.636]  That's the source of that.
[01:17:12.016 --> 01:17:17.798]  Kash Patel and Donald Trump, after the fact, claimed that they had the National Guard on standby.
[01:17:18.838 --> 01:17:20.659]  Neither of them testified to that under oath.
[01:17:21.219 --> 01:17:21.899]  Do you know who did?
[01:17:21.919 --> 01:17:26.280]  The Secretary of State, Chris... Department of Defense.
[01:17:26.401 --> 01:17:27.561]  Yeah, Secretary of Defense.
[01:17:28.697 --> 01:17:31.000]  Christopher Miller, testify.
[01:17:31.180 --> 01:17:32.382]  Trump didn't have it on standby.
[01:17:32.442 --> 01:17:33.944]  He asked for it and was refused by Milley.
[01:17:33.964 --> 01:17:35.105]  I could pull up, watch the post-op.
[01:17:35.706 --> 01:17:36.287]  He was refused?
[01:17:36.307 --> 01:17:38.389]  No, Milley specifically said that's not true.
[01:17:38.610 --> 01:17:39.971]  Oh, Milley?
[01:17:40.051 --> 01:17:41.593]  Was that between his phone calls with Xi Jinping?
[01:17:41.653 --> 01:17:46.560]  And the Secretary of Defense, a man who he would have to call to call in the National Guard.
[01:17:47.557 --> 01:17:52.620]  The Secretary of Defense specifically said under oath that Trump never did that.
[01:17:52.640 --> 01:17:53.080]  Under oath!
[01:17:53.180 --> 01:17:53.660]  Under oath!
[01:17:53.900 --> 01:17:55.001]  Did Trump- Under oath!
[01:17:55.021 --> 01:17:56.422]  They tell people two men can have a baby.
