[00:00:00.169 --> 00:00:00.929]  How you doing Alex?
[01:07:40.732 --> 01:07:50.601]   The mayor of Dearborn says today, got the article right here, Oh my God, we put police at all the mosques.
[01:07:51.041 --> 01:07:53.523]  The white supremacists are going to attack us any minute.
[01:07:53.663 --> 01:07:54.404]  Overhead shot right here.
[01:07:56.565 --> 01:08:01.069]  So what you do is, the globalists will deep state false flag the Muslims.
[01:08:01.990 --> 01:08:04.231]  They'll deep state false flag the black folks.
[01:08:04.712 --> 01:08:06.893]  They'll deep state false flag the Hispanic folks.
[01:08:09.155 --> 01:08:10.316]  They'll kill Biden.
[01:08:11.037 --> 01:08:11.777]  That's on the table.
[01:08:12.358 --> 01:08:14.019]  To take a liability and turn it into a positive.
[01:08:14.319 --> 01:08:15.200]  But we don't want any violence.
[01:08:17.335 --> 01:08:33.082]  To then have, or they'll, a cop will accidentally kill somebody, or they'll die because they're on enough fentanyl to kill five people like George Floyd, and the media will hype it, and then that will be the smoke screen with people bowing down and saying, we'll do whatever you want.
[01:08:34.483 --> 01:08:35.423]  It's all Trump's fault.
[01:08:38.007 --> 01:08:44.192]  So they've got that set up if they can't steal the election, and the landslide's so big they can't do it.
[01:08:44.532 --> 01:08:55.500]  They immediately, while he's president-elect, in the middle of November this year, in nine months, they blow up a black church.
[01:08:55.560 --> 01:08:56.741]  They blow up a federal building.
[01:08:57.101 --> 01:08:58.622]  They shoot a bunch of people at the border.
[01:09:01.364 --> 01:09:03.546]  They attack mosques in Dearborn, Michigan.
[01:09:05.714 --> 01:09:11.316]  And then they blame Trump supporters and the American people, and then the cities burn.
[01:09:12.256 --> 01:09:13.817]  And most of the DAs are controlled.
[01:09:13.837 --> 01:09:18.058]  Remember, General Parton was the head of Air Force Weapons Development.
[01:09:19.359 --> 01:09:22.220]  He secretly ran the Star Wars program.
[01:09:22.240 --> 01:09:23.300]  It was classified, everything.
[01:09:24.240 --> 01:09:25.481]  And he would hammer me on air.
[01:09:25.921 --> 01:09:27.481]  And we were friends, had dinner many times.
[01:09:28.482 --> 01:09:31.103]  He'd say, Jones, they're using a communist blueprint.
[01:09:31.243 --> 01:09:43.048]   Yeah, they're globalists, but When they defund the police, and when they give people get-out-of-jail-free cards, and when they try to end the death penalty, they're letting all the criminals know for their uprising, their takeover.
[01:09:43.389 --> 01:09:50.493]  You may serve a month or six months or a year in jail, but once we take over with a communist uprising, you're gonna be released.
[01:09:50.914 --> 01:09:58.099]  So when they defund the police, and when they stop putting criminals in jail, if they're leftist, you'll know the communist takeover's happening.
[01:09:58.279 --> 01:10:02.221]  And he would give all these examples in Europe and Asia and Africa and Latin America.
[01:10:02.241 --> 01:10:02.982]  I'm like, okay, sir.
[01:10:03.922 --> 01:10:07.224]  He'd say, listen, Jones, you can speculate about all the other angles.
[01:10:07.544 --> 01:10:08.465]  It's a program.
[01:10:08.485 --> 01:10:13.087]  You ought to find those interviews 25 years ago, 20 years ago.
[01:10:17.230 --> 01:10:20.792]  By the way, General Parton's son once contacted us like two years ago, said he'd come on.
[01:10:21.032 --> 01:10:21.632]  That never happened.
[01:10:21.652 --> 01:10:22.613]  We need to get his ass on.
[01:10:23.593 --> 01:10:28.716]  But he was given all the classified briefings.
[01:10:28.756 --> 01:10:29.737]  He was at the highest levels.
[01:10:31.340 --> 01:10:32.180]  On how this would work.
[01:10:32.360 --> 01:10:32.901]  And he knew.
[01:10:32.921 --> 01:10:34.021]  So we need to listen to him.
[01:10:34.121 --> 01:10:35.081]  And I look back on it.
[01:10:35.481 --> 01:10:36.242]  He's absolutely right.
[01:10:36.522 --> 01:10:37.562]  They'd be fun of the police.
[01:10:38.522 --> 01:10:39.963]  Illegal aliens and criminals.
[01:10:40.043 --> 01:10:42.003]  Attack, murder, kill, rape, do whatever they want.
[01:10:42.324 --> 01:10:45.505]  Because they want the message that we're protecting you.
[01:10:45.545 --> 01:10:46.685]  You're all God's children.
[01:10:47.065 --> 01:10:53.687]  MS-13, as Nancy Pelosi said, we'll let you do whatever you want, whenever you want, however you want.
[01:10:56.048 --> 01:11:02.311]   Now that's plan B. If Trump is able to win the election and they don't steal it.
[01:11:03.372 --> 01:11:08.796]  Plan A is just steal it and have all these indictments and tie him down from campaigning, but that's backfire.
[01:11:09.596 --> 01:11:11.558]  So, that's where we are.
[01:11:11.578 --> 01:11:13.900]  Alright, I said I'd take a lot of calls.
[01:11:13.920 --> 01:11:15.221]  I want to get back to your phone calls.
[01:11:15.881 --> 01:11:17.883]  But I'm just going to throw this out there because this is how we're on air.
[01:11:19.411 --> 01:11:28.276]  There's a place called InfoWarsTore.com, and it's got incredible books and films and water filtration and air filtration and swimmable foods, and everything's in stock, ready to ship.
[01:11:28.296 --> 01:11:38.923]  And it's got amazing supplements, like Vazzo Beats, and like Ultra 12, the highest quality B12, and like Winter Sun, the highest quality D3 for your immune system.
[01:11:38.943 --> 01:11:43.066]  Number one cause of viral spread in the winter is lack of sun, lack of D3.
[01:11:43.186 --> 01:11:44.687]  Winter Sun discount.
[01:11:44.727 --> 01:11:46.288]  It's still in stock, selling out fast.
[01:11:46.708 --> 01:11:47.949]  InfoWarsTore.com.
[01:11:48.729 --> 01:11:55.291]  And if you want 10-hour clean, amazing energy, get TurboForce at InfoWarStore.com.
[01:11:55.931 --> 01:12:08.875]  And finally, back in stock, new and improved, even stronger and a better deal, 40% off on Nitric Boost that cleans out your cardiovascular system, the vasodilates, that does so much more.
[01:12:09.395 --> 01:12:14.395]  Nitric Boost, back in stock, infowarestore.com.
[01:12:14.395 --> 01:12:19.195]  And our other great sponsor is drjonesnaturals.com.
[01:12:19.195 --> 01:12:23.754]   All the old silver products sold out for years that weren't available, he has reproduced
[01:12:23.754 --> 01:12:28.754]   and has back in stock, limited runs at drjonesnaturals.com.
[01:12:28.754 --> 01:12:32.035]  Just one word, drjonesnaturals.com.
[01:12:32.316 --> 01:12:39.999]  And we have the original, super blue, fluoride-free toothpaste with the tea tree oil, the iodine, and the nano silver.
[01:12:40.040 --> 01:12:41.980]  Your gums, your teeth will love it.
[01:12:42.300 --> 01:12:43.921]  drjonesnaturals.com.
[01:12:44.261 --> 01:12:51.204]  And the wound gel, and the nano silver gargle for your immune system and your whole body.
[01:12:52.765 --> 01:13:02.750]  So many of the great products like Rocket Rest and Cabochill and the things not available at InfoWarshaw.com are available at DrJonesNaturals.com.
[01:13:03.810 --> 01:13:04.851]  It's a great sponsor.
[01:13:05.211 --> 01:13:13.074]  If you want to support us and get great products, go to DrJonesNaturals.com and check out the catalog of more than 40 amazing products.
[01:13:13.154 --> 01:13:22.877]   And some of these products are a limited run and I just hope that you'll go there, drjonesnaturals.com.
[01:13:23.017 --> 01:13:37.065]  If you want the original, best-selling, super blue, nano-silver toothpaste with the nano-silver, and the iodine, and the tea tree, there's no fillers in this, there's no toothpaste like this, it's amazing, get it at drjonesnaturals.com.
[01:13:37.905 --> 01:13:47.790]  But again, infowarestore.com, get a copy, signed or unsigned as a fundraiser, my book, The Great Awakening, The Plan to Defeat the Globalists and Launch the Second Great Renaissance, it's all there.
[01:13:50.717 --> 01:13:53.679]  I just spent 15-20 minutes or longer with that caller.
[01:13:54.620 --> 01:13:55.401]  I spent 20 minutes with him.
[01:13:56.081 --> 01:14:02.486]  Because we need to be talking about what the enemy's planning and what they're doing and not just react when they pull it off.
[01:14:03.567 --> 01:14:05.028]  I'm gonna get through all these callers.
[01:14:05.208 --> 01:14:13.114]  Barbara and Tony and Leo and Josh and Jump Boots and Tom and Tanner and Rick and Mike and Chris.
[01:14:13.214 --> 01:14:17.518]  I'm gonna just go BAM, BAM, BAM to your phone calls.
[01:14:18.942 --> 01:14:28.325]  And then we're going to do, we're going to launch it soon, but coming up in about 30 minutes, a Spaces at Real Alex Jones on The World Awakens to the Total Border Collapse.
[01:14:31.086 --> 01:14:32.787]  Globalist openly trying to steal the election.
[01:14:33.187 --> 01:14:35.488]  During the break, I'm going to write the headline for the Spaces.
[01:14:35.508 --> 01:14:36.748]  We'll put it on Real Alex Jones.
[01:14:37.088 --> 01:14:37.709]  Just share it.
[01:14:38.109 --> 01:14:42.030]  You can call in, or you're not calling in, it's link in there.
[01:14:42.650 --> 01:14:44.731]  But speaking of calls, let's do one more call before we go to break.
[01:14:45.051 --> 01:14:47.132]  Barbara in North Carolina, you're on the air.
[01:14:49.261 --> 01:14:49.581]  Hello?
[01:14:50.082 --> 01:14:50.262]  Welcome.
[01:14:50.342 --> 01:14:50.602]  Alex?
[01:14:50.882 --> 01:14:51.142]  Yes.
[01:14:51.582 --> 01:14:51.803]  Hi.
[01:14:52.023 --> 01:14:54.824]  Thank you, Alex, for being the Paul Revere for America.
[01:14:54.884 --> 01:14:56.105]  I really appreciate it.
[01:14:56.205 --> 01:14:57.806]  I've been listening to you since 2015.
[01:14:58.387 --> 01:15:01.429]  So I'll make it quick.
[01:15:01.569 --> 01:15:02.749]  I'll make my point quick.
[01:15:03.490 --> 01:15:05.071]  I'm a first time caller.
[01:15:05.471 --> 01:15:08.873]  My husband and I moved to North Carolina from Southern California.
[01:15:09.654 --> 01:15:10.734]  We're happy to be here.
[01:15:10.754 --> 01:15:18.159]  I think one of the things that you have to consider is what happens to these illegals once they get here.
[01:15:18.977 --> 01:15:22.418]  And my point is, we have to stop the flow of money.
[01:15:23.378 --> 01:15:27.359]  My niece and her husband are both employed by the University of Chapel Hill.
[01:15:27.799 --> 01:15:34.980]  They are receiving grants from the federal government to set up free healthcare, free food, free housing.
[01:15:36.201 --> 01:15:38.861]  They come in through Greensboro, which is the capital.
[01:15:38.921 --> 01:15:41.522]  We have a corrupt governor, Roy Cooper.
[01:15:43.980 --> 01:15:44.941]  Hold on, Barbara.
[01:15:45.301 --> 01:15:48.662]  I told every caller, I'll give you a minute or so, or I'll never get to everybody, but stay there.
[01:15:49.542 --> 01:15:52.883]  Yes, it's all funded by NGOs, and I've spent decades trying to explain it.
[01:15:53.003 --> 01:15:53.823]  Finally people get it.
[01:15:54.243 --> 01:15:57.704]  But the federal government is paying, you're paying for all of this.
[01:15:58.425 --> 01:16:02.526]  And the Republicans are heavily involved as well, so cut the money off.
[01:16:02.946 --> 01:16:04.446]  Stay there, finish your point when we come back.
[01:16:04.927 --> 01:16:07.647]  Then Tony, Leo, Josh, because I'll never get to all of you, don't just cut you off.
[01:16:07.667 --> 01:16:08.988]  Just, boom, make your point.
[01:16:09.608 --> 01:16:10.710]  We'll come right back to you.
[01:16:10.730 --> 01:16:15.276]  And we're about to launch a Spaces on X as well at Real Alex Jones.
[01:16:15.637 --> 01:16:17.920]  Be sure and share that and retweet that now.
[01:16:18.381 --> 01:16:19.062]  We'll be right back.
[01:16:19.142 --> 01:16:19.823]  It's up to you.
[01:16:19.863 --> 01:16:20.965]  Make the spaces huge.
[01:16:21.795 --> 01:16:24.536]  Go and retweet, repost the link when we send it out.
[01:16:24.676 --> 01:16:26.176]  Hey, I got some good news for everybody.
[01:16:26.677 --> 01:16:32.158]  A lot of products not available at InfoWarsTore.com are available at DrJonesNaturals.com.
