[00:00:01.277 --> 00:00:01.598]  The End.
[01:04:33.836 --> 01:04:36.239]  If you tune into any, you know, there's 15 minutes of ads everywhere.
[01:04:36.259 --> 01:04:37.881]  We only have like six, seven minutes of ads, okay?
[01:04:38.564 --> 01:04:39.605]  We're on a bunch of radio stations.
[01:04:39.625 --> 01:04:40.465]  That's why we have this.
[01:04:40.486 --> 01:04:41.726]  That's why we reach all those folks.
[01:04:42.227 --> 01:04:46.910]  That's why they tried to cancel me five years ago instead of me taking you off everything on the internet.
[01:04:46.930 --> 01:04:48.171]  We went, oh yeah?
[01:04:48.932 --> 01:04:50.894]  We got hundreds of radio stations.
[01:04:50.914 --> 01:04:52.475]  And they tried to harass those stations.
[01:04:52.795 --> 01:04:55.637]  And most of the stations broadcast us even more because of it.
[01:04:55.817 --> 01:04:56.398]  We'll be right back.
[01:05:00.262 --> 01:05:09.809]  Unless you've been living under a rock, you've heard how amazing turmeric is for inflammation for your joints, your bones, your blood, your organs, your mind, everything.
[01:05:10.269 --> 01:05:14.993]  Well, we have Body's Ultimate Turmeric Formula with 95% curcuminoid extract.
[01:05:15.413 --> 01:05:17.914]  No one that we know of has it even above 85%.
[01:05:18.114 --> 01:05:26.558]  This is the strongest formula on the market, and it's way lower priced than some of the top brands out there that are 75%, 80% human oil.
[01:05:27.059 --> 01:05:29.840]  Body's Ultimate Turmeric Formula is amazing.
[01:05:30.100 --> 01:05:31.341]  You're missing out if you don't try it.
[01:05:31.641 --> 01:05:37.203]  It's discounted right now, 40% off at InfoWarStore.com, and it funds the Info War, a total 360 win.
[01:05:37.464 --> 01:05:39.284]  You owe it to yourself to try Body's.
[01:05:39.585 --> 01:05:40.425]  I know you'll be amazed.
[01:05:40.705 --> 01:05:44.527]  Get yours right now at InfoWarStore.com.
[01:05:45.047 --> 01:05:48.728]  Or call toll free, 888-253-3139.
[01:05:49.428 --> 01:05:54.489]  Bodies, 95% humanoid extract, will absolutely blow you away.
[01:05:54.849 --> 01:05:55.870]  All you gotta do is try it.
[01:05:56.090 --> 01:05:56.670]  Get yours now.
[01:05:56.950 --> 01:05:58.350]  InfowarStore.com.
[01:06:28.935 --> 01:06:33.877]  Satanic Love projects images of collapsed cities and destroyed civilization and mass death.
[01:06:34.677 --> 01:06:43.280]  We project images of incredible futures and humanity expanding throughout space and literally going to the next level.
[01:06:44.180 --> 01:06:46.401]  Because we believe in humanity.
[01:06:47.102 --> 01:06:49.842]  Because we were made by the God that created us.
[01:06:50.403 --> 01:06:52.263]  And we worship God.
[01:06:58.158 --> 01:06:59.719]  I sure as hell ain't ridin' for free.
[01:06:59.799 --> 01:07:03.062]  I'm fightin' hard against these people and I've been persecuted and I love it.
[01:07:03.702 --> 01:07:12.469]  Because when I steer into those attacks, it means I'm droppin' my truth bombs right on the heads of my enemies.
[01:07:12.489 --> 01:07:16.072]  Pay to play, folks.
[01:07:16.212 --> 01:07:19.114]  I'm not lookin' for the Kush job.
[01:07:19.454 --> 01:07:20.936]  I'm not lookin' to escape the attack.
[01:07:21.216 --> 01:07:22.357]  I'm lookin' for the war.
[01:07:23.197 --> 01:07:23.758]  And I found it.
[01:07:24.893 --> 01:07:31.963]  Only you, the listeners and supporters of this broadcast, like God created gravity, can hold me in position against the enemy attack.
[01:07:33.064 --> 01:07:36.949]  You hold us there, against all their attacks, in position against them.
[01:07:37.249 --> 01:07:38.912]  Your will set against theirs.
[01:07:40.695 --> 01:07:47.317]  And we have the incredible President of El Salvador turning it completely around, the safest country in this hemisphere, in just a couple years.
[01:07:47.437 --> 01:08:02.860]  Tourism, investment, money, peace, justice flooding in, all because they arrested 45,000 CIA-trained MS-13 criminals that worked for Bill Clinton and Nancy Pelosi, and who are now ready to take down America!
[01:08:04.340 --> 01:08:06.461]  But he just chopped their head off for us.
[01:08:10.435 --> 01:08:12.296]  It's so easy to find your will again.
[01:08:12.957 --> 01:08:14.518]  It's much easier than living on your knees.
[01:08:15.299 --> 01:08:16.419]  I'd rather die on my feet.
[01:08:17.360 --> 01:08:21.903]  The truth is, if you have the will to die on your feet, you won't die on your feet.
[01:08:21.983 --> 01:08:23.625]  You will prosper on your feet.
[01:08:24.746 --> 01:08:26.747]  Living on your knees is a living hell!
[01:08:28.188 --> 01:08:29.649]  I mean, I think about George Soros.
[01:08:29.749 --> 01:08:34.533]  Even when I was growing up, it was on PBS because my mom would cook dinner every night.
[01:08:34.553 --> 01:08:35.453]  She had a little color TV.
[01:08:36.764 --> 01:08:37.905]  She still even has it.
[01:08:38.605 --> 01:08:39.886]  It's like 40-something years old.
[01:08:40.366 --> 01:08:42.368]  I remember being like five years old, watching that little color TV.
[01:08:43.008 --> 01:08:46.190]  But now it doesn't have an image.
[01:08:46.230 --> 01:08:47.591]  It's just audio for TV.
[01:08:47.631 --> 01:08:51.634]  She still turns on this old little black TV.
[01:08:51.714 --> 01:08:54.275]  It was like a 10-inch screen.
[01:08:54.316 --> 01:08:57.057]  I remember then, George Soros trying to crash the pound.
[01:08:57.077 --> 01:08:59.139]  George Soros stealing pension funds around the world.
[01:08:59.779 --> 01:09:00.960]  Will George Soros be arrested?
[01:09:01.943 --> 01:09:13.836]  And then George Soros just came in and bought off the media and got all the corporate funding because he's such an evil person and became the front man or kind of the figurehead of this operation.
[01:09:14.516 --> 01:09:18.661]  He goes on 60 Minutes and says, I worked for Hitler, I'd do it again, it was the best time of my life.
[01:09:20.663 --> 01:09:21.163]  In the 90s.
[01:09:22.345 --> 01:09:23.806]  He tells PBS the same thing.
[01:09:25.458 --> 01:09:26.679]  National Public Radio, the same thing.
[01:09:26.719 --> 01:09:27.939]  If you talk about it, they attack you.
[01:09:27.959 --> 01:09:28.399]  But you know what?
[01:09:28.459 --> 01:09:29.180]  It got out there.
[01:09:29.380 --> 01:09:37.743]  And now his evil little son runs around, in between Aleister Crowley rituals he does publicly, trying to buy up all the prosecutors and everything else.
[01:09:39.824 --> 01:09:45.066]  And they do it over and over and over again.
[01:09:45.567 --> 01:09:50.789]  And now here is the superstar leader of El Salvador, an example of so many others around the world,
[01:09:53.163 --> 01:09:57.604]  Saying, MS-13 was trained in your country, sent here, and are devil worshippers.
[01:09:57.644 --> 01:09:58.444]  That's true, by the way.
[01:09:59.464 --> 01:10:00.605]  That sounds fantastical.
[01:10:00.865 --> 01:10:03.545]  No, that's a litmus test for this guy, that you gotta worship Satan.
[01:10:03.825 --> 01:10:04.545]  You gotta be evil.
[01:10:04.946 --> 01:10:05.586]  You gotta love it.
[01:10:06.126 --> 01:10:09.166]  You gotta realize these people are out of control, ladies and gentlemen.
[01:10:11.307 --> 01:10:13.547]  And then now he's this rock star to the left.
[01:10:13.567 --> 01:10:15.948]  George Soros, so liberal, so loving.
[01:10:17.219 --> 01:10:19.439]  And all he's doing is gutting and destroying our country.
[01:10:19.499 --> 01:10:20.600]  Who appointed him, God?
[01:10:20.900 --> 01:10:24.460]  Who set him up and his evil little stuttering son?
[01:10:27.721 --> 01:10:28.421]  They're evil, folks.
[01:10:29.401 --> 01:10:32.922]  So let's continue with the President of El Salvador C-PAC speech.
[01:10:34.922 --> 01:10:39.963]  Unelected bureaucrats are trying to instate public policy.
[01:10:41.343 --> 01:10:42.164]  Who elected them?
[01:10:42.944 --> 01:10:44.424]  They don't have a democratic mandate.
[01:10:46.351 --> 01:10:49.832]  If they want a seat in the table, they should run for office.
[01:10:53.434 --> 01:10:54.334]  Let the people vote!
[01:10:56.915 --> 01:10:58.316]  It will not be a pretty sight for them.
[01:10:59.936 --> 01:11:00.897]  If the elections are free.
[01:11:01.217 --> 01:11:01.877]  He just got elected 9%.
[01:11:01.977 --> 01:11:02.497]  And fair.
[01:11:05.158 --> 01:11:09.600]  I mean, who elected Soros to dictate public policy and laws?
[01:11:14.903 --> 01:11:17.684]  Why does he feel entitled to impose his agenda?
[01:11:20.384 --> 01:11:21.565]  Let me tell you something.
[01:11:22.325 --> 01:11:25.646]  Soros and his cronies hit a brick wall in El Salvador.
[01:11:32.027 --> 01:11:32.547]  Thank God.
[01:11:33.627 --> 01:11:34.148]  Thank God.
[01:11:34.228 --> 01:11:35.388]  Another glory be to him.
[01:11:36.448 --> 01:11:40.249]  Salvadorans are now immune to his influence.
[01:11:41.297 --> 01:11:43.779]  No one believes his lies anymore over there.
[01:11:46.201 --> 01:11:47.382]  And we're going there, folks.
[01:11:47.402 --> 01:11:48.082]  We're almost there.
[01:11:48.263 --> 01:11:48.543]  You see?
[01:11:48.623 --> 01:11:49.303]  Do you get it?
[01:11:49.924 --> 01:11:50.965]  We just had three interactions.
[01:11:50.985 --> 01:11:51.385]  Back it up.
[01:11:51.405 --> 01:11:51.745]  Stop it.
[01:11:51.765 --> 01:11:52.126]  Stop it.
[01:11:52.326 --> 01:11:55.468]  Back in 20 seconds.
[01:11:55.769 --> 01:11:57.830]  No one believes his lies there anymore.
[01:11:58.351 --> 01:12:00.092]  No one believes his lies anymore.
[01:12:00.292 --> 01:12:01.053]  It's like a trance.
[01:12:01.413 --> 01:12:02.094]  It is a trance.
[01:12:02.554 --> 01:12:03.255]  It's a spell.
[01:12:03.855 --> 01:12:04.376]  It's a lie.
[01:12:04.836 --> 01:12:07.078]  No one believes his lies anymore.
[01:12:09.673 --> 01:12:10.333]  That's leadership.
[01:12:11.134 --> 01:12:19.580]  And then it came over, because he literally is the front man of the most horrible, child-trafficking, murdering criminals the world's ever imagined.
[01:12:19.620 --> 01:12:22.322]  I mean, these are devil worshippers.
[01:12:24.123 --> 01:12:25.004]  And he just talked about it.
[01:12:25.044 --> 01:12:26.305]  They're devil worshippers.
[01:12:26.325 --> 01:12:26.945]  They are!
[01:12:28.346 --> 01:12:31.588]  Look at the media, look at Disney, look at the culture promoting devil worship everywhere.
[01:12:33.670 --> 01:12:36.552]  There's real evil in the world, folks, and if you don't admit it's there, it'll take over.
[01:12:38.823 --> 01:12:41.463]  Alright, I'm gonna stop the speech, this is so powerful, continue.
[01:12:46.144 --> 01:12:49.505]  Thank God, thank God, another glory be to Him.
[01:12:50.565 --> 01:12:54.386]  Salvadorans are now immune to His influence.
[01:12:55.426 --> 01:12:57.886]  No one believes His lies anymore over there.
[01:13:02.747 --> 01:13:05.828]  We just had, we just had free and fair elections.
[01:13:07.714 --> 01:13:12.436]  And we won in a landslide with more than 84% of the vote.
[01:13:18.258 --> 01:13:19.158]  Let that sink in.
[01:13:20.499 --> 01:13:24.300]  More than 84% of the people voted to continue our policies.
[01:13:25.701 --> 01:13:29.382]  Our victory is unprecedented in the history of modern democracies in the world.
[01:13:31.403 --> 01:13:33.484]  They also gave us a super majority in Congress.
[01:13:33.524 --> 01:13:34.064]  More than that.
[01:13:34.084 --> 01:13:35.624]  54 seats out of 60.
[01:13:44.498 --> 01:13:45.778]  57 if we count our allies.
[01:13:52.863 --> 01:13:56.906]  That's 95% of Congress.
[01:13:57.726 --> 01:13:58.887]  Let that also sink in.
[01:14:00.989 --> 01:14:03.470]  The people of El Salvador have woken up.
[01:14:04.471 --> 01:14:05.231]  And so can you.
[01:14:10.255 --> 01:14:12.997]  The global elites, they hate our success.
[01:14:14.028 --> 01:14:14.928]  And they fear yours.
[01:14:18.529 --> 01:14:24.930]  The people's free will to choose their leaders is something they despise because they cannot control that.
[01:14:27.630 --> 01:14:30.371]  You have experienced this firsthand here in the United States.
[01:14:31.771 --> 01:14:33.911]  The global elites control the mainstream media.
[01:14:34.752 --> 01:14:36.032]  They finance campaigns.
[01:14:37.092 --> 01:14:38.992]  District attorneys, to mention a few.
[01:14:41.893 --> 01:14:43.013]  They abuse their powers.
[01:14:44.548 --> 01:14:46.649]  They persecute political opponents.
[01:14:48.490 --> 01:14:54.613]  In El Salvador, we don't weaponize our judicial system to persecute our political opponents.
[01:14:56.553 --> 01:15:00.995]  A practice that may sound familiar to you, but we don't do that there.
