[00:00:01.325 --> 00:00:02.465]  The corrupt U.S.
[01:26:31.296 --> 01:26:40.363]  They leave out the part of the deep state spying on his campaign and creating fake dossiers and launching the media attack and then launching the investigation with Robert Mueller.
[01:26:40.403 --> 01:26:44.326]  They leave all of that out and they go, man, this Trump guy hates the intelligence agencies.
[01:26:44.366 --> 01:26:45.447]  That's super dangerous.
[01:26:45.507 --> 01:26:48.249]  It's like, well, it's because the intelligence agencies are bad.
[01:26:48.289 --> 01:26:51.992]  Or just look at the way mainstream media and misinformation
[01:26:52.512 --> 01:26:58.473]  They will tell you that Americans don't trust the establishment anymore, they don't trust the media anymore.
[01:26:58.813 --> 01:26:59.473]  Why though?
[01:26:59.553 --> 01:27:02.714]  They never point out the catalyst for this event.
[01:27:02.794 --> 01:27:06.555]  The catalyst is you lying all of the time, so obviously people aren't going to trust you.
[01:27:06.875 --> 01:27:15.777]  So if you leave out the original attack and only focus on the counter-attack, then you can paint the counter-attackers as if they're the aggressor and they're the reason
[01:27:16.317 --> 01:27:16.577]  Right.
[01:27:16.617 --> 01:27:23.243]  All this is a pretext to usher in new regulations and attacks on their political dissidents.
[01:27:23.423 --> 01:27:23.623]  Right.
[01:27:23.843 --> 01:27:26.806]  So, folks, we've only got about a minute and a half left before we go to break.
[01:27:26.946 --> 01:27:28.707]  Harrison is going to join us for the rest of the hour.
[01:27:29.428 --> 01:27:31.630]  Make sure you tune into his show in the mornings, 8 a.m.
[01:27:31.670 --> 01:27:32.670]  to 11 a.m.
[01:27:32.770 --> 01:27:35.913]  Central Time at Infowars.com forward slash show.
[01:27:36.253 --> 01:27:41.878]  Obviously, everywhere that we post, make sure you follow him on X at Harrison H. Smith as well.
[01:27:41.918 --> 01:27:43.239]  He posts amazing content.
[01:27:44.580 --> 01:27:44.760]  I think?
[01:28:06.261 --> 01:28:06.481]  No, I don't.
[01:28:24.298 --> 01:28:32.323]  Say goodbye to those crashes and welcome sustained vitality throughout the day with next-level foundational energy at drjonesnaturals.com.
[01:28:32.343 --> 01:28:41.309]  We know that InfoWars is under attack, we know that Alex Jones is under attack, and we know that his family, including his father, has been under attack by the Deep State because we tell the truth here.
[01:28:41.349 --> 01:28:52.017]  So by going to drjonesnaturals.com, not only can you get the foundational energy that you need to fight back against the New World Order, but you can keep InfoWars on the air and us in the fight broadcasting truth worldwide.
[01:28:52.037 --> 01:28:52.677]  Stick with us, folks.
[01:28:52.757 --> 01:28:53.758]  More on the other side.
[01:28:59.046 --> 01:29:01.002]  We'll take some brain force and then we'll do this commercial.
[01:29:01.042 --> 01:29:01.526]  How about that?
[01:29:03.255 --> 01:29:04.695]  Mmm, I can think again.
[01:29:05.096 --> 01:29:11.317]  This is the liquid tincture version of Brain Force, which means you can really tailor it to exactly what you need.
[01:29:11.337 --> 01:29:17.679]  I tend to take maybe a little bit more than is directed, but it's incredibly powerful stuff, and I have an incredibly demanding job.
[01:29:17.759 --> 01:29:25.001]  But you make it easy by going to InfoWarsStore.com, and of course, InfoWarsStore.com makes it easy by supplying me with Brain Force Ultra.
[01:29:25.061 --> 01:29:30.622]  I rely on this product to do my job on a daily basis, because it's absolutely jam-packed with incredible ingredients.
[01:29:30.822 --> 01:29:38.268]  Brain Force Ultra is now back in stock at InfoWarsStore.com and get it now because this stuff sells out fast for very good reason.
[01:29:38.308 --> 01:29:39.529]  It's a fantastic supplement.
[01:29:39.749 --> 01:29:43.632]  It's the type of supplement that once you start taking it, well, you're going to notice if you stop.
[01:29:43.693 --> 01:29:45.474]  Go check out what's in Brain Force Ultra.
[01:29:45.514 --> 01:29:51.919]  Do your own research and what you'll find is that this is a powerhouse formula for incredible mental clarity, focus and energy.
[01:29:52.199 --> 01:29:54.121]  Now on sale at InfoWarsStore.com.
[01:29:54.161 --> 01:29:57.324]  Brain Force Ultra is now on sale at InfoWarsStore.com.
[01:29:58.806 --> 01:30:01.990]  So what I really want to ask you to do is pray for myself and the crew and my family.
[01:30:02.350 --> 01:30:03.091]  That's number one.
[01:30:03.151 --> 01:30:03.872]  I want that.
[01:30:03.972 --> 01:30:04.372]  I need that.
[01:30:04.753 --> 01:30:05.794]  It's your prayer that's doing it.
[01:30:06.094 --> 01:30:06.975]  That's why this surfaced.
[01:30:06.995 --> 01:30:07.856]  That's why this happened.
[01:30:07.876 --> 01:30:09.338]  I need the prayer.
[01:30:10.339 --> 01:30:16.867]  That I need you to take the articles, the videos, the posts we make at Real Alex Jones, recopy them, share them, post them yourself, do whatever.
[01:30:16.887 --> 01:30:17.888]  Just get it out there.
[01:30:18.729 --> 01:30:19.350]  And I need you
[01:30:20.600 --> 01:30:24.704]  To go to InfoWarsTore.com and I need you to get great products you already need.
[01:30:24.724 --> 01:30:26.025]  There's a bunch of sales going.
[01:30:26.705 --> 01:30:29.328]  DNA Force Plus is so good for your entire body.
[01:30:29.728 --> 01:30:39.897]  Flushes out your mitochondria and your cells with the PQQ, the CoQ10, the ELV ATP, the Organic Reishi, the Stragalus Membranos Root, and even more for 50% off.
[01:30:39.917 --> 01:30:40.857]  I haven't done that in a while.
[01:30:40.897 --> 01:30:41.538]  That's amazing.
[01:30:42.619 --> 01:30:45.581]  Discover the power of Tri-Iodine, Deep Earth Crystal Iodine X3, 40% off.
[01:30:48.463 --> 01:31:02.329]  The enemies of humanity have been very good at dividing and conquering us.
[01:31:02.709 --> 01:31:09.731]  But if we simply start thinking about things according to the definition of, is it pro-human or is it anti-human, we start to win.
[01:31:09.911 --> 01:31:11.912]  And that's why I had the idea for Team Humanity.
[01:31:12.092 --> 01:31:13.173]  I brought it up to Elon Musk.
[01:31:13.213 --> 01:31:13.873]  He loved the idea.
[01:31:14.213 --> 01:31:17.734]  What would you call the debates and discussions about a pro-human future?
[01:31:17.754 --> 01:31:18.635]  Just Team Humanity?
[01:31:18.695 --> 01:31:19.575]  Yeah, Team Humanity.
[01:31:19.735 --> 01:31:20.175]  Absolutely.
[01:31:20.495 --> 01:31:21.876]  And so we have the t-shirt.
[01:31:21.956 --> 01:31:25.377]  Team Humanity with a nuclear family standing against the globalists.
[01:31:25.617 --> 01:31:33.080]  This shirt is a great conversation starter, but it also is a fundraiser to keep InfoWars on the air so we can promote and support Team Humanity.
[01:31:33.340 --> 01:31:34.661]  I want to thank you all for your past support.
[01:31:34.721 --> 01:31:35.061]  We're good to go.
[01:31:58.988 --> 01:32:02.731]  Why do you think the globalists are desperately trying to censor everybody?
[01:32:03.051 --> 01:32:06.214]  Why are they attacking myself and Donald Trump and Elon Musk and everybody else?
[01:32:06.614 --> 01:32:11.078]  Because they can't get through this giant, megalomaniacal power grab if we're here exposing them.
[01:32:11.719 --> 01:32:13.840]  But we're not just exposing their operation.
[01:32:14.161 --> 01:32:22.147]  In my new book, we give you the solutions to build a new, better world, an alternative to Klaus Schwab's, you will eat the bugs.
[01:32:22.768 --> 01:32:24.069]  This is the Great Awakening.
[01:32:24.469 --> 01:32:25.230]  We're good to go.
[01:32:39.366 --> 01:32:42.487]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones!
[01:33:18.449 --> 01:33:22.351]  If you are receiving this transmission, you are the resistance.
[01:33:23.052 --> 01:33:28.076]  Live from Austin, Texas, you're listening to the Alex Jones Show.
[01:33:29.654 --> 01:33:31.596]  Alright, folks, this is the Alex Jones Show.
[01:33:31.676 --> 01:33:35.079]  I am your host today, Chase Geiser, joined by the great Harrison Smith.
[01:33:35.119 --> 01:33:40.565]  Now, at the end of the last segment, we were unpacking the rise in right-wing extremism throughout Europe.
[01:33:41.085 --> 01:33:49.293]  All that in the context of this article, Germany's youth swing to the right, anti-immigration, AFD, becomes the number one party for Germans under 30.
[01:33:49.593 --> 01:33:51.856]  I believe the leader of AFD, though I could be mistaken,
[01:33:52.296 --> 01:34:00.122]  He has recently faced some legal recourse because he used the expression, quote, everything for Germany at the end of a speech a number of years ago.
[01:34:00.142 --> 01:34:06.066]  That's a banned expression in Germany because of its association with not the SA maybe?
[01:34:06.106 --> 01:34:09.649]  Yeah, the SA, which was the precursor to the SS as I understand it.
[01:34:09.669 --> 01:34:10.649]  I could be mistaken about that.
[01:34:10.689 --> 01:34:14.152]  So please forgive me, members of the audience who are up and up on their World War II history.
[01:34:14.192 --> 01:34:17.574]  So why is it do you think that this is so appealing to people between 18 and 30?
[01:34:19.589 --> 01:34:23.473]  Well, because they have to live with the consequences of the decisions of the people that came before.
[01:34:23.493 --> 01:34:28.698]  I mean, I think AFD is a really emblematic example.
[01:34:28.818 --> 01:34:30.260]  It's not the only one in Europe, but...
[01:34:31.368 --> 01:34:34.290]  I mean, this is the dichotomy of the world that we live in.
[01:34:34.750 --> 01:34:46.717]  AFD is both the most popular party in Germany and also under investigation by the German government who considers them like, not domestic terrorists necessarily, but like on the cusp of it, yeah.
[01:34:46.737 --> 01:34:55.782]  So they're spied on, they're restricted, and just yesterday there was a story about an arson attack against an AFD member.
[01:34:56.923 --> 01:34:57.963]  Somebody burned down his house.
[01:34:58.143 --> 01:34:58.984]  Like a Reichstag thing.
[01:34:59.344 --> 01:35:01.745]  Who you all know, this one was real actually.
[01:35:02.145 --> 01:35:09.726]  But that's the strange thing about our democracy, is the more popular you are, the more your government will try to restrict your actions.
[01:35:09.786 --> 01:35:16.808]  So obviously this is backfiring and AFD is just becoming more and more popular, the more that they restrict and demonize them.
[01:35:17.308 --> 01:35:25.910]  But it's really emblematic as to how our democracy functions in Europe, where the most popular party in Germany is also
[01:35:27.090 --> 01:35:29.933]  Like on the cusp of being made illegal by the German government.
[01:35:30.414 --> 01:35:32.616]  Now do you think we're going to see the same thing here in the United States?
[01:35:32.636 --> 01:35:41.666]  Because I'm looking at this headline, Biden's America, 40% of renters think they'll never own a home, up from 27% just last year.
[01:35:41.706 --> 01:35:43.328]  So it's almost a 50% increase.
[01:35:43.668 --> 01:35:47.732]  It seems to me that the way the leftists and the globalists are leading our country,
[01:35:48.533 --> 01:35:52.877]  They are catalyzing a generation of young Americans that will hate them.
[01:35:53.317 --> 01:35:55.259]  Well, here is the problem.
[01:35:55.379 --> 01:36:00.743]  They are constantly playing the victim and blaming everything on capitalism.
[01:36:00.904 --> 01:36:05.748]  I talked about this extensively on American Journal.
[01:36:06.869 --> 01:36:11.152]  We're missing an opportunity here to actually explain how we got to this point.
[01:36:12.193 --> 01:36:15.015]  The Republican leadership just doesn't care about these people.
[01:36:15.035 --> 01:36:16.036]  They just don't care.
