[00:00:00.169 --> 00:00:01.470]  Synthetic.
[01:14:02.931 --> 01:14:03.792]  I told you three years ago.
[01:14:03.812 --> 01:14:05.152]  It was in the New England Medical Journal.
[01:14:05.512 --> 01:14:07.053]  I mean, cancer off the charts.
[01:14:07.133 --> 01:14:08.233]  Death rates off the charts.
[01:14:08.613 --> 01:14:09.953]  Actuaries, 22 million dead.
[01:14:11.254 --> 01:14:16.635]  Long COVID is a, she said, nanotech infestation in your body.
[01:14:17.556 --> 01:14:21.577]  A nanotech infestation in your body, people.
[01:14:23.669 --> 01:14:24.210]  I don't think so.
[01:14:42.020 --> 01:14:47.322]  Nanobot stories where it shows congressional testimony and FDA documents.
[01:14:47.382 --> 01:14:53.684]  And I mean, it's like we are being colonized by something that literally has our bodies kill us.
[01:14:56.084 --> 01:14:57.125]  It's that simple.
[01:14:57.205 --> 01:14:59.686]  And I mean, you just, I've got four children.
[01:15:00.246 --> 01:15:00.946]  I've got a wife.
[01:15:01.026 --> 01:15:01.826]  I've got parents.
[01:15:03.747 --> 01:15:05.287]  I had friends die from this crap.
[01:15:07.668 --> 01:15:09.229]  It's just so over the top.
[01:15:10.902 --> 01:15:17.545]  You see the, I actually love the urgency and it's beyond desperation.
[01:15:17.565 --> 01:15:29.671]  It's not desperate, it's the frustration of having the solutions and knowing you're right and trying to get people to realize that I could play you from just the last week.
[01:15:33.112 --> 01:15:34.253]  More than 10 clips.
[01:15:35.618 --> 01:15:36.319]  I'm good.
[01:15:55.000 --> 01:15:56.121]  And that lady is so smart.
[01:15:56.461 --> 01:15:59.062]  She just keeps hammering, we have a solution, we have a solution.
[01:15:59.402 --> 01:16:00.082]  Great, we get that.
[01:16:00.342 --> 01:16:01.903]  The public doesn't know they're in trouble yet.
[01:16:02.243 --> 01:16:02.903]  A lot of them do.
[01:16:03.404 --> 01:16:08.946]  But I first got to convince somebody they're under attack before we sit there and tell them, hey, nutrition's the way.
[01:16:09.786 --> 01:16:17.630]  And that's why they want to ban regular cows, regular food, regular farming, and they're phasing it out right now so that you don't have building blocks.
[01:16:17.650 --> 01:16:22.652]  She's explaining, it's got to have a synthetic system with fake building blocks to kill you.
[01:16:24.022 --> 01:16:25.503]  And they just gave you cyanide in the food.
[01:16:25.543 --> 01:16:28.384]  People go, oh God, people at the grocery store today and 300 people died.
[01:16:29.165 --> 01:16:31.986]  This is instead, you're all sick, you don't know what's happening.
[01:16:32.647 --> 01:16:35.088]  Everybody's different genetically, so you die slowly.
[01:16:35.328 --> 01:16:36.729]  It's called a soft kill.
[01:16:36.749 --> 01:16:37.890]  And that's in a Pentagon report.
[01:16:39.070 --> 01:16:41.732]  And people lionize the military and they say it's going to save us, folks.
[01:16:42.352 --> 01:16:44.113]  The Pentagon ran this.
[01:16:44.333 --> 01:16:47.155]  The top generals are the cult leaders in this.
[01:16:48.601 --> 01:16:49.721]  It's their job to fight an enemy.
[01:16:49.761 --> 01:16:50.641]  Well, humans are the enemy.
[01:16:50.981 --> 01:16:52.782]  So they deployed all this.
[01:16:53.222 --> 01:16:54.282]  It wasn't the Chi-Coms.
[01:16:54.302 --> 01:16:56.162]  They made it at Chapel Hill, North Carolina.
[01:16:56.382 --> 01:16:57.603]  That came out in 2015.
[01:16:57.983 --> 01:17:00.063]  This was their attack, and it's not going well.
[01:17:00.903 --> 01:17:08.524]  So as negative and as out of control all of this is, the good news is it's not going well for them.
[01:17:09.565 --> 01:17:10.925]  So that's the good news.
[01:17:10.945 --> 01:17:11.545]  That's the bad news.
[01:17:11.565 --> 01:17:14.125]  All right, we're going to play this Gregg Race report.
[01:17:18.663 --> 01:17:22.524]  I want to play that Deborah Birx clip one more time at the end of it.
[01:17:23.904 --> 01:17:27.845]  And you know, we talked so much about the X-Files piece.
[01:17:28.445 --> 01:17:31.165]  And again, folks, we'll air that again.
[01:17:32.986 --> 01:17:38.487]  I don't get up here and say Chris Carter was in the news and said, I'm the reason we made this new show.
[01:17:38.627 --> 01:17:45.428]  And I'm really to go, oh God, X-Files was about me, you know, eight years ago.
[01:17:48.365 --> 01:17:53.428]  I remember like being more enamored that Chris Carter was in the news saying, this hero's based on Alex Jones.
[01:17:53.448 --> 01:17:54.548]  I think what he says is really true.
[01:17:55.009 --> 01:17:56.449]  I'm really worried about what's happening.
[01:17:57.110 --> 01:17:59.251]  And I was more like, I was like, well, this is really cool.
[01:17:59.331 --> 01:18:02.753]  Like X-Files is about me and I'm watching it at home with my wife.
[01:18:03.873 --> 01:18:05.394]  Cause I was so naive in eight years ago.
[01:18:05.714 --> 01:18:07.175]  No, Chris Carter's all hooked in.
[01:18:07.315 --> 01:18:08.516]  Why did he put that out?
[01:18:08.616 --> 01:18:12.818]  Why did he say they're sending something in to break your DNA and make your body kill you?
[01:18:14.161 --> 01:18:17.204]  They were warning people ahead, or were they predicting programming?
[01:18:17.484 --> 01:18:17.904]  I don't know.
[01:18:17.924 --> 01:18:18.465]  I don't think.
[01:18:18.805 --> 01:18:23.369]  I mean, Carter put out a 9-11 show six months before it happened.
[01:18:24.010 --> 01:18:25.411]  People think I predicted 9-11?
[01:18:25.851 --> 01:18:27.233]  I didn't even see the lone gunman.
[01:18:27.253 --> 01:18:28.434]  I didn't watch X-Files back then.
[01:18:31.024 --> 01:18:36.068]  So it's a big deal because you heard Mikovits saying, this is what this is.
[01:18:36.529 --> 01:18:38.250]  She was nodding her head during this four minute clip.
[01:18:38.550 --> 01:18:44.595]  So here's Gregory's report, then Deborah Burke's, then we're going to do a couple hours after this folks on everything.
[01:18:44.675 --> 01:18:45.836]  It's going to be so key.
[01:18:46.537 --> 01:18:48.178]  Clearly the financial collapse is already here.
[01:18:48.198 --> 01:18:51.081]  They're just not telling the public as they organize things to get ready.
[01:18:51.321 --> 01:18:52.882]  The good news is we're ahead of the curve.
[01:18:53.142 --> 01:18:53.943]  We know what's going on.
[01:18:54.183 --> 01:18:55.304]  So there's those two reports.
[01:18:55.524 --> 01:18:57.046]  We'll come right back with special guests in studio.
[01:19:03.669 --> 01:19:09.677]  For decades, Ray Kurzweil has been an unofficial spokesman for the transhumanist movement.
[01:19:10.118 --> 01:19:18.810]  And in 2008, he said that humans would become infused with nanorobots, which would vastly improve the human body.
[01:19:18.830 --> 01:19:19.771]  If you go out
[01:19:20.652 --> 01:19:21.192]  See you next time.
[01:19:39.967 --> 01:19:45.348]  As we knew them from the 19th century, which were much lesser than humans, and machines today are still lesser than humans.
[01:19:45.688 --> 01:19:55.411]  I'm talking about a new type of machine that's actually greater, more subtle, more supple, more intelligent, more creative, more beautiful than humans.
[01:19:55.591 --> 01:20:04.353]  In 2010, he interviewed Robert Freitas on the future of nanotechnology, who said that nanorobots could cure aging and death.
[01:20:04.773 --> 01:20:10.094]  Medical nanorobots really have the potential to extend human life more or less indefinitely.
[01:20:10.114 --> 01:20:13.995]  So what's your view about the role of death and do we need death?
[01:20:14.795 --> 01:20:16.636]  Death is something that is an end.
[01:20:17.236 --> 01:20:17.996]  It's an end to life.
[01:20:18.596 --> 01:20:19.596]  It's an end to progress.
[01:20:19.736 --> 01:20:20.577]  It's an end to thoughts.
[01:20:21.577 --> 01:20:22.997]  It's something to be cured.
[01:20:24.197 --> 01:20:26.518]  Aging is a disease.
[01:20:27.498 --> 01:20:28.578]  It's a curable disease.
[01:20:29.719 --> 01:20:30.439]  Nanomedicine
[01:20:32.108 --> 01:20:33.549]  is the cure for that disease.
[01:20:33.989 --> 01:20:42.815]  He said that this technology is expected to be deployed by 2020 and that laws will be in place to protect the public from its misuse.
[01:20:43.176 --> 01:20:52.342]  I expect that by the time nanorobots are deployed, which will be sometime perhaps in the 2020s or the 2030s, we will have a whole set of laws in place, regulations.
[01:20:52.862 --> 01:20:54.663]  There will be things you can and cannot do.
[01:20:55.124 --> 01:20:56.725]  The laws were never put in place.
[01:20:57.105 --> 01:21:02.509]  But the technology was patented and deployed to billions of people without their knowledge in 2020.
[01:21:03.329 --> 01:21:11.595]  We know this because several independent labs have confirmed the presence of this nanotechnology in the COVID vaccines.
[01:21:12.115 --> 01:21:14.877]  And Bill Gates recently admitted to this as well.
[01:21:15.177 --> 01:21:20.524]  Making the mRNA is really easy and really cheap and that's the magic of this thing.
[01:21:21.104 --> 01:21:26.531]  But there's no doubt in the next five years we can, you know, we just need to mess around.
[01:21:26.611 --> 01:21:30.716]  There's a lot of lipid nanoparticles and some are very self-assembly.
[01:21:31.596 --> 01:21:37.581]  Self-assembly and self-replication seem to be the same technology when it comes to nanorobots.
[01:21:37.941 --> 01:21:43.045]  And this was considered to be the greatest danger involved with the use of this technology.
[01:21:43.325 --> 01:21:45.126]  Self-replication causes disease.
[01:21:46.007 --> 01:21:52.331]  Nanorobots are inherently much stronger than biological systems being built of diamondoids.
[01:21:52.372 --> 01:22:00.157]  So if they self-replicate, that disease, quote-unquote, could be even a tougher problem than biological disease.
[01:22:01.318 --> 01:22:07.122]  So, first of all, what's the feasibility of self-replication in the nanotechnology world?
[01:22:07.642 --> 01:22:12.525]  As a general principle, you do not want to put self-replicating nanorobots inside the human body.
[01:22:13.286 --> 01:22:19.449]  I suppose not everybody agrees with me on that, but that is the way I think that we can best guarantee safety.
[01:22:20.290 --> 01:22:29.716]  If the nanorobots are able to replicate inside the human body, that means they are using some component of the human body as food, and we don't want them to be doing that.
[01:22:30.676 --> 01:22:49.455]  In his 1986 book, Engines of Creation, Kim Eric Drexler wrote about what he termed the Grey Goo Scenario, a hypothetical catastrophic event caused by out-of-control, self-replicating nanotechnology which consumes the biomass of the host.
[01:22:50.016 --> 01:22:53.059]  And this is exactly what independent researchers are finding.
[01:22:54.341 --> 01:22:58.867]  It explains the large so-called blood clots being found in the dead.
[01:22:59.468 --> 01:23:00.209]  And it's spreading.
[01:23:00.630 --> 01:23:04.535]  Evidence shows that the vaxxed are shedding this to the unvaxxed.
[01:23:05.016 --> 01:23:10.844]  How do we prevent a terrorist or someone who's bent on destruction from creating
[01:23:12.040 --> 01:23:12.361]  Sure.
[01:23:33.084 --> 01:23:33.944]  That type of event.
[01:23:34.444 --> 01:23:39.465]  But the event is worldwide, and there is no agency set up to put out this fire.
[01:23:40.106 --> 01:23:49.928]  Our governments are not even discussing the problem, and the perpetrators are planning a second round of nanobot deployment with another fake pandemic.
[01:23:50.868 --> 01:23:55.689]  If we the people cannot unite and stand together now, then what exactly are we?
[01:23:56.769 --> 01:23:59.350]  Reporting for InfoWars, this is Greg Reese.
[01:24:14.380 --> 01:24:21.522]  The reason the comparison to HIV is important is because HIV was also asymptomatic.
[01:24:21.942 --> 01:24:28.684]  I mean, you couldn't see the virus through symptoms because people were infected for 7, 8, 9 years before they developed symptoms.
[01:24:29.404 --> 01:24:38.206]  But HIV quietly destroyed our immune system and we learned a lot about immunology from HIV and it's changed completely our cancer therapy.
[01:24:38.806 --> 01:24:54.233]  We're learning now about mitochondria and viral impact and brain fog and the changes in our neurons and the cells that nourish our neurons that really allow us to think and move.
[01:24:54.513 --> 01:24:57.574]  And we're learning that because what a Blancobit has done.
[01:24:57.654 --> 01:25:00.816]  And so there's two sides of this coin every time.
[01:25:01.256 --> 01:25:02.757]  There's a lot of destruction.
[01:25:03.277 --> 01:25:05.518]  That mild and moderate COVID can do.
[01:25:05.658 --> 01:25:09.640]  That is on scene, just like HIV was destroying our immune system.
[01:25:09.700 --> 01:25:15.203]  But what came out of that is brilliant science that changed how we treated HIV.
[01:25:15.223 --> 01:25:22.407]  And if you're diagnosed today, you can live a very normal lifespan and people not only survive, but thrive.
[01:25:22.547 --> 01:25:30.551]  We need to get to the place where people with long COVID, we've done the research so that people with long COVID can not only survive, but thrive.
[01:25:31.491 --> 01:25:33.552]  Tad O'Malley has been making claims.
[01:25:34.272 --> 01:25:34.993]  Claims about what?
[01:25:36.514 --> 01:25:40.936]  You and everyone you know has a piece of DNA in your genome put there without your knowing it.
[01:25:41.056 --> 01:25:41.776]  Put there by whom?
[01:25:42.317 --> 01:25:43.557]  Well, that's the question of the day.
[01:25:44.518 --> 01:25:45.638]  This is an internet lunatic.
[01:25:45.658 --> 01:25:46.979]  You're not saying you believe him.
[01:25:47.139 --> 01:25:48.420]  Hold on, Agent Einstein.
[01:25:48.440 --> 01:25:49.560]  You're talking to a scientist.
[01:25:50.081 --> 01:25:51.301]  Forgive me, Assistant Director.
[01:25:51.361 --> 01:25:54.823]  It may sound insensitive, but the suggestion is pure science fiction.
[01:25:54.963 --> 01:26:00.246]  What I'm saying, Agent Einstein, is that the facts as I understand them cannot be discounted out of hand.
[01:26:02.006 --> 01:26:05.148]  No one has the right or the ability to tamper with your DNA.
[01:26:06.969 --> 01:26:08.230]  Unless we gave them that ability.
[01:26:11.332 --> 01:26:17.836]  You say they're tampering with our DNA, that they're able to shut down our immune systems by the addition of something to our DNA.
[01:26:18.057 --> 01:26:19.638]  Yes, but I don't know how exactly.
[01:26:20.038 --> 01:26:21.019]  Or how it's being triggered.
[01:26:21.579 --> 01:26:22.439]  I don't know that either.
[01:26:23.440 --> 01:26:24.461]  Or why it's happening now.
[01:26:26.306 --> 01:26:27.687]  What can we possibly do?
[01:26:27.847 --> 01:26:28.907]  We need to act quickly.
[01:26:29.367 --> 01:26:30.488]  You were right about that.
